TF.ID,Target.ID,TF.alias,Target.alias,Activate/Repress,Reference,Note
AT1G79580,AT1G26870,SMB,FEZ,R,19081078,
AT1G79840,AT1G12560,GL2,EXPA7,R,12468740,
AT1G79840,AT1G53500,GL2,MUM4,A,"14701918, 19401413, 19458117",
AT1G79840,AT3G16785,GL2,PLDP1,R,"16219918, 16384909",
AT1G79840,AT5G14750,GL2,WER,R,12756173,
AT1G79840,AT5G53200,GL2,TRY,A,19014692,
AT2G01500,AT4G18960,PFS2,AG,R,15659481,
AT2G01570,AT1G04310,RGA1,ERS2,A,18502975,
AT2G01570,AT1G15550,RGA1,GA3OX1,R,10517835,
AT2G01570,AT1G70510,RGA1,KNAT2,A,18502975,
AT2G01570,AT2G04240,RGA1,XERICO,A,18941053,
AT2G01570,AT2G22300,RGA1,CAMTA3,A,18502975,
AT2G01570,AT2G36270,RGA1,ABI5,A,18941053,
AT2G01570,AT2G41940,RGA1,ZFP8,A,17704233,
AT2G01570,AT3G27920,RGA1,GL1,A,17704233,
AT2G01570,AT3G30775,RGA1,ERD5,A,18502975,
AT2G01570,AT3G58070,RGA1,GIS,A,17704233,
AT2G01570,AT3G62230,RGA1,AT3G62230,R,18502975,
AT2G01570,AT4G25420,RGA1,GA20OX1,R,10517835,
AT2G01570,AT5G22920,RGA1,AT5G22920,A,18502975,
AT2G01570,AT5G41315,RGA1,GL3,A,17704233,
AT2G01570,AT5G49450,RGA1,bZIP1,A,18502975,
AT2G01570,AT5G61420,RGA1,MYB28,R,18502975,
AT2G01930,AT4G09960,BPC1,STK,R,15722463,
AT2G02450,AT5G15840,ANAC034,CO,R,17653269,
AT2G03340,AT1G17420,WRKY3,LOX3,A,18641266,
AT2G03340,AT1G62300,WRKY3,WRKY6,A,18641266,
AT2G16910,AT1G13140,AMS,CYP86C3,A,20118226,
AT2G16910,AT1G59740,AMS,AT1G59740,A,20118226,
AT2G16910,AT1G66850,AMS,AT1G66850,A,20118226,
AT2G16910,AT1G67990,AMS,TSM1,A,20118226,
AT2G16910,AT1G73220,AMS,AT1G73220,A,20118226,
AT2G16910,AT1G75790,AMS,SKS18,A,20118226,
AT2G16910,AT1G75920,AMS,AT1G75920,A,20118226,
AT2G16910,AT3G13220,AMS,ABCG26,A,20118226,
AT2G16910,AT3G28740,AMS,AT3G28740,A,20118226,
AT2G16910,AT3G51590,AMS,LTP12,A,20118226,
AT2G16910,AT4G00040,AMS,AT4G00040,A,20118226,
AT2G16910,AT5G17050,AMS,AT5G17050,A,20118226,
AT2G16910,AT5G49070,AMS,KCS21,A,20118226,
AT2G17950,AT1G19050,WUS,ARR7,R,"143102193, 18065689, 143102020, 18980654, 16372013",
AT2G17950,AT1G21970,WUS,LEC1,R,12000682,
AT2G17950,AT1G62360,WUS,BUM1,A,"17586653, 12068101, 15100395",
AT2G17950,AT1G74890,WUS,ARR15,R,"143102193, 143102020, 18980654, 16372013",
AT2G17950,AT2G27250,WUS,CLV3,A,"16222087, 10761929, 12725756, 19820344, 12045272, 16603652, 12615942, 12068101",
AT2G17950,AT3G48100,WUS,ARR5,R,"143102193, 20377701, 18065689, 143102020, 18980654, 16372013",
AT2G17950,AT4G18960,WUS,AG,A,"11591338, 11703916, 19897670, 14623445, 11440722, 16115063, 12045282, 17461793, 12530963",
AT2G17950,AT4G37750,WUS,ANT,A,"15004006, 12000795",
AT2G17950,AT5G62920,WUS,ARR6,R,"143102193, 18065689, 143102020, 18980654, 16372013",
AT2G20180,AT1G03430,PIL5,AHP5,A,19244139,
AT2G20180,AT1G03630,PIL5,POR_C,A,18591656,
AT2G20180,AT1G03790,PIL5,SOM,A,18487351,
AT2G20180,AT1G08980,PIL5,AMI1,A,19244139,
AT2G20180,AT1G14920,PIL5,GAI,A,"17449805, 18653696, 19244139, 18487351",
AT2G20180,AT1G15550,PIL5,GA3OX1,R,"16303558, 17449805, 17933900, 16740147, 18487351",
AT2G20180,AT1G19180,PIL5,JAZ1,R,19244139,
AT2G20180,AT1G30040,PIL5,GA2OX2,A,"16303558, 17449805, 17933900, 16740147, 18487351",
AT2G20180,AT1G52920,PIL5,GPCR,A,19244139,
AT2G20180,AT1G66350,PIL5,RGL1,R,19244139,
AT2G20180,AT1G69010,PIL5,BIM2,A,19244139,
AT2G20180,AT1G69720,PIL5,HO3,A,18591656,
AT2G20180,AT1G72770,PIL5,HAB1,A,19244139,
AT2G20180,AT1G78390,PIL5,NCED9,A,"17449805, 19244139, 18487351",
AT2G20180,AT1G80340,PIL5,GA3OX2,R,"17449805, 16740147, 18487351, 17220175",
AT2G20180,AT2G01570,PIL5,RGA1,A,"17449805, 18653696, 19244139, 18487351",
AT2G20180,AT2G29090,PIL5,CYP707A2,R,19244139,
AT2G20180,AT2G36270,PIL5,ABI5,A,19244139,
AT2G20180,AT2G40220,PIL5,ABI4,R,19244139,
AT2G20180,AT3G04730,PIL5,IAA16,R,19244139,
AT2G20180,AT3G05120,PIL5,GID1A,A,19244139,
AT2G20180,AT3G11540,PIL5,SPY,A,17449805,
AT2G20180,AT3G24220,PIL5,NCED6,A,"17449805, 19244139, 18487351",
AT2G20180,AT3G24650,PIL5,ABI3,A,19244139,
AT2G20180,AT3G44310,PIL5,NIT1,A,19244139,
AT2G20180,AT3G44320,PIL5,NIT3,A,19244139,
AT2G20180,AT3G50660,PIL5,DWF4,R,19244139,
AT2G20180,AT3G61830,PIL5,ARF18,A,19244139,
AT2G20180,AT4G11140,PIL5,CRF1,R,19244139,
AT2G20180,AT4G18710,PIL5,BIN2,A,19244139,
AT2G20180,AT4G23750,PIL5,CRF2,R,19244139,
AT2G20180,AT4G26080,PIL5,ABI1,R,19244139,
AT2G20180,AT4G27440,PIL5,PORB,A,18591656,
AT2G20180,AT4G39920,PIL5,POR,A,18591656,
AT2G20180,AT5G08130,PIL5,BIM1,A,19244139,
AT2G20180,AT5G20960,PIL5,AAO1,A,19244139,
AT2G20180,AT5G27320,PIL5,GID1C,A,19244139,
AT2G20180,AT5G42750,PIL5,BKI1,R,19244139,
AT2G20180,AT5G53290,PIL5,CRF3,R,19244139,
AT2G20180,AT5G54190,PIL5,PORA,A,18591656,
AT2G20180,AT5G54510,PIL5,DFL1,R,19244139,
AT2G20180,AT5G66880,PIL5,SnRK2.3,R,19244139,
AT2G20180,AT5G67030,PIL5,ABA1,A,"17449805, 19244139, 18487351",
AT2G22300,AT3G48090,CAMTA3,EDS1,R,20377697,
AT2G22300,AT4G25470,CAMTA3,CBF2,A,"19270185, 19270186",
AT2G22540,AT1G24260,SVP,SEP3,R,19460347,
AT2G22540,AT1G26310,SVP,CAL,A,18694458,
AT2G22540,AT1G65480,SVP,FT,R,"20110261, 19695946, 19187043, 18000016, 19014493, 17322399, 18453531, 18606145",
AT2G22540,AT2G45660,SVP,AGL20,R,"19011118, 19376936, 19304997",
AT2G22540,AT4G18960,SVP,AG,R,"17409064, 17114273, 16679456",
AT2G22540,AT4G35900,SVP,FD,R,"19695946, 21282611, 19304997",
AT2G22630,AT1G69120,AGL17,AP1,A,18363787,
AT2G22630,AT5G61850,AGL17,LFY,A,18363787,
AT2G22770,AT2G39310,NAI1,JAL22,A,"18780803, 18467340",
AT2G22770,AT2G39330,NAI1,JAL23,A,"18780803, 18467340",
AT2G22770,AT3G09260,NAI1,PYK10,A,"18248598, 15155889, 18780803",
AT2G22770,AT3G15950,NAI1,NAI2,A,18780803,
AT2G22770,AT3G16420,NAI1,JAL30,A,"15155889, 18780803",
AT2G22770,AT3G16430,NAI1,JAL31,A,"18780803, 18467340",
AT2G23760,AT4G08150,BLH4,KNAT1,R,"18398054, 17873098",
AT2G24570,AT2G40750,WRKY17,WRKY54,R,17114354,
AT2G24570,AT3G45140,WRKY17,LOX2,A,17114354,
AT2G24570,AT3G56400,WRKY17,WRKY70,R,17114354,
AT2G24570,AT4G31550,WRKY17,WRKY11,A,17114354,
AT2G24570,AT5G42650,WRKY17,AOS,A,17114354,
AT2G26150,AT1G56600,HSFA2,GOLS2,A,"18502973, 15610345",
AT2G26150,AT1G60470,HSFA2,ATGOLS4,A,18502973,
AT2G26150,AT1G74310,HSFA2,HSP101,A,17890230,
AT2G26150,AT2G47180,HSFA2,GOLS1,A,"18502973, 15610345",
AT2G26150,AT3G09640,HSFA2,APX2,A,17085506,
AT2G26150,AT3G22840,HSFA2,ELIP1,A,17890230,
AT2G26150,AT3G24500,HSFA2,MBF1C,A,17890230,
AT2G26150,AT3G57520,HSFA2,ATSIP2,A,18502973,
AT2G27050,AT1G74710,EIL1,EDS16,R,19717619,
AT2G27050,AT3G23240,EIL1,ERF1,A,"16682641, 15181103, 11359609, 15489282, 12045274",
AT2G27050,AT4G27440,EIL1,PORB,A,19948955,
AT2G27050,AT5G54190,EIL1,PORA,A,19948955,
AT2G27300,AT1G65480,NTL8,FT,R,17158162,
AT2G27990,AT1G26310,BLH8,CAL,A,18298668,
AT2G27990,AT1G69120,BLH8,AP1,A,"18298668, 15120075",
AT2G27990,AT5G61850,BLH8,LFY,A,"18298668, 15120075, 19154317",
AT2G28160,AT1G01580,FRU,FRO2,A,"15556641, 16117851, 16790430, 15539473, 19017117, 19154225",
AT2G28160,AT3G58810,FRU,MTPA2,R,16709200,
AT2G28160,AT3G60330,FRU,AHA7,A,19154225,
AT2G28160,AT5G03570,FRU,ATIREG2,A,16790430,
AT2G28350,AT3G11260,ARF10,WOX5,R,20543136,
AT2G28550,AT1G65480,RAP2.7,FT,R,"17890372, 19154317",
AT2G28610,AT4G00180,PRS,YAB3,R,"19704613, 17351053",
AT2G30250,AT1G74310,WRKY25,HSP101,A,19125253,
AT2G30250,AT2G14610,WRKY25,PR1,R,"17214894, 18776063, 18316638",
AT2G30250,AT2G26150,WRKY25,HSFA2,A,19125253,
AT2G30250,AT4G36990,WRKY25,HSF4,A,19125253,
AT2G30250,AT5G62020,WRKY25,HSFB2A,A,19125253,
AT2G30432,AT3G27920,TCL1,GL1,R,17933793,
AT2G33810,AT1G69120,SPL3,AP1,A,"19686687, 15882589",
AT2G33810,AT5G60910,SPL3,AGL8,A,19686687,
AT2G33810,AT5G61850,SPL3,LFY,A,19686687,
AT2G33835,AT5G10140,FES1,FLC,A,"17908157, 17138694",
AT2G33860,AT2G45190,ETT,AFO,A,"18753245, 16682355",
AT2G33860,AT4G36930,ETT,SPT,R,"16682356, 20176890, 16055634, 16740145",
AT2G33860,AT5G20930,ETT,TSL,R,16682356,
AT2G33880,AT2G17950,WOX9,WUS,A,"15753038, 18804438, 17706632, 16428600",
AT2G33880,AT3G11260,WOX9,WOX5,A,18804438,
AT2G34710,AT1G65620,PHB,AS2,A,14508003,
AT2G34710,AT2G17950,PHB,WUS,R,17898423,
AT2G34710,AT2G45190,PHB,AFO,A,11525739,
AT2G34710,AT3G52770,PHB,ZPR3,A,18408069,
AT2G34710,AT5G16560,PHB,KAN,R,"11525739, 12045283",
AT2G36010,AT2G31650,E2F3,AT2G31650,A,16771839,
AT2G36010,AT3G54180,E2F3,CDKB1;1,A,15308755,
AT2G36010,AT5G22220,E2F3,E2F1,A,16514015,
AT2G36010,AT5G24330,E2F3,ATXR6,A,16771839,
AT2G36270,AT2G36270,ABI5,ABI5,A,"10760247, 19392689, 11115891, 18441225, 12177466",
AT2G36270,AT2G40170,ABI5,GEA6,A,"12000684, 19541597, 17461784, 12410810, 12084834",
AT2G36270,AT2G41940,ABI5,ZFP8,R,17704233,
AT2G36270,AT3G11410,ABI5,PP2CA,A,16339800,
AT2G36270,AT3G51810,ABI5,EM1,A,"12000684, 19622176, 12410810, 12084834",
AT2G36270,AT4G16160,ABI5,OEP16-2,A,16709189,
AT2G36270,AT5G56270,ABI5,WRKY2,A,19622176,
AT2G36270,AT5G65165,ABI5,SDH2-3,A,19261733,
AT2G36270,AT5G66400,ABI5,AT5G66400,A,18332440,
AT2G36890,AT1G44575,RAX2,NPQ4,A,18397371,
AT2G36890,AT5G53950,RAX2,CUC2,A,16473968,
AT2G37260,AT1G79840,TTG2,GL2,A,17766401,
AT2G37260,AT2G37260,TTG2,TTG2,A,17766401,
AT2G37630,AT1G23380,AS1,KNAT6,R,"14508003, 17601823, 15749758",
AT2G37630,AT1G32240,AS1,KAN2,R,17559509,
AT2G37630,AT1G70510,AS1,KNAT2,R,"18203921, 11934861, 12401187, 19088331, 11283332, 11917137, 15833920, 19891706, 14871310, 17259263, 14508003, 12586863, 17601823, 16166385",
AT2G37630,AT2G26580,AS1,YAB5,R,17559509,
AT2G37630,AT2G33860,AS1,ETT,R,17559509,
AT2G37630,AT2G34710,AS1,PHB,A,"16006579, 15208415, 17028202",
AT2G37630,AT2G45190,AS1,AFO,R,16682355,
AT2G37630,AT3G15170,AS1,CUC1,R,18156293,
AT2G37630,AT4G08150,AS1,KNAT1,R,"18203921, 11934861, 19088331, 16971475, 11917137, 17873098, 15833920, 17592013, 16166385",
AT2G37630,AT5G03680,AS1,PTL,R,18156293,
AT2G37630,AT5G53950,AS1,CUC2,R,18156293,
AT2G37630,AT5G63090,AS1,LOB,A,17601823,
AT2G38470,AT1G06160,WRKY33,ORA59,R,17616737,
AT2G38470,AT2G14610,WRKY33,PR1,R,"18776063, 18316638",
AT2G38470,AT3G12500,WRKY33,ATHCHIB,A,17059405,
AT2G38470,AT3G15210,WRKY33,ERF4,R,17616737,
AT2G38470,AT3G23240,WRKY33,ERF1,A,17616737,
AT2G38470,AT3G26830,WRKY33,PAD3,A,18650934,
AT2G38470,AT3G52430,WRKY33,PAD4,R,17059405,
AT2G38470,AT5G07100,WRKY33,WRKY26,A,17616737,
AT2G38470,AT5G60890,WRKY33,MYB34,R,17616737,
AT2G40220,AT1G69180,ABI4,CRC,A,11115891,
AT2G40220,AT2G19450,ABI4,TAG1,A,21515696,
AT2G40220,AT2G36270,ABI4,ABI5,A,"10760247, 19392689, 11115891, 18441225",
AT2G40220,AT2G40220,ABI4,ABI4,A,"10760247, 19392689, 11115891, 18441225",
AT2G40220,AT3G24650,ABI4,ABI3,A,11115891,
AT2G40220,AT4G27160,ABI4,AT2S3,A,11115891,
AT2G40220,AT5G03650,ABI4,SBE2.2,A,19392689,
AT2G40220,AT5G65165,ABI4,SDH2-3,A,19261733,
AT2G40950,AT2G46680,BZIP17,ATHB-7,A,17662035,
AT2G42200,AT2G30432,SPL9,TCL1,A,20622149,
AT2G42200,AT5G53200,SPL9,TRY,A,20622149,
AT2G42830,AT4G00120,SHP2,IND,A,"19478073, 20409275",
AT2G42830,AT5G67110,SHP2,ALC,A,20409275,
AT2G43010,AT1G29910,PIF4,CAB3,A,16500988,
AT2G43010,AT4G14130,PIF4,XTR7,A,15705950,
AT2G43010,AT5G13930,PIF4,TT4,A,"15705950, 16500988",
AT2G43010,AT5G59320,PIF4,LTP3,A,18216857,
AT2G45190,AT1G69120,AFO,AP1,A,"10323860, 9878633",
AT2G45190,AT2G34710,AFO,PHB,A,18184731,
AT2G45190,AT2G42830,AFO,SHP2,A,17023565,
AT2G45190,AT4G18960,AFO,AG,R,16714408,
AT2G45190,AT5G60910,AFO,AGL8,A,"17023565, 16192305, 19052256",
AT2G45660,AT1G24260,AGL20,SEP3,R,19460347,
AT2G45660,AT5G61850,AGL20,LFY,A,"18466303, 15695467, 19482969, 19482972",
AT2G46270,AT4G10040,GBF3,CYTC-2,A,19098132,
AT2G46410,AT1G63650,CPC,EGL3,A,19014692,
AT2G46410,AT1G79840,CPC,GL2,R,"12403712, 12756173, 12356720, 18266916, 17644729, 16207757, 17027738, 15542499",
AT2G46410,AT2G37260,CPC,TTG2,R,17766401,
AT2G46410,AT2G46410,CPC,CPC,R,"15342905, 16176989, 19395683, 11910008, 12468740, 16908503",
AT2G46410,AT5G14750,CPC,WER,R,"15342905, 16176989, 19395683, 11910008, 12468740, 16908503",
AT2G46410,AT5G40330,CPC,MYB23,R,19395683,
AT2G46410,AT5G41315,CPC,GL3,A,"19014692, 19395683",
AT2G46410,AT5G53200,CPC,TRY,R,"12356720, 15967776",
AT2G46680,AT2G33380,ATHB-7,RD20,A,19552804,
AT2G46770,AT1G16490,EMB2301,MYB58,A,19122102,
AT2G46770,AT1G28470,EMB2301,ANAC010,A,18952777,
AT2G46770,AT1G62990,EMB2301,KNAT7,A,18952777,
AT2G46770,AT1G79180,EMB2301,MYB63,A,19122102,
AT2G46770,AT4G33450,EMB2301,MYB69,A,18952777,
AT2G46770,AT5G12870,EMB2301,MYB46,A,"18952777, 17890373",
AT2G46770,AT5G56110,EMB2301,AT5G56110,A,18952777,
AT2G46830,AT1G01060,CCA1,LHY,R,"17496120, 19218364, 12096093, 19675111, 16729049, 10097183, 10469647",
AT2G46830,AT1G04400,CCA1,CRY2,A,15748298,
AT2G46830,AT1G22770,CCA1,GI,R,"16006578, 19011118, 21205033, 12015970, 17504813, 15014450, 21474993, 19029881, 18480377, 21483796, 21236675, 10469647",
AT2G46830,AT1G29930,CCA1,CAB1,A,"17229141, 10482655",
AT2G46830,AT1G32900,CCA1,GBSS1,A,"16055686, 12777053",
AT2G46830,AT1G65480,CCA1,FT,A,"19011118, 15014450",
AT2G46830,AT2G21660,CCA1,ATGRP7,R,"12574129, 17617174, 12096093, 14555691",
AT2G46830,AT2G40080,CCA1,ELF4,R,21499259,
AT2G46830,AT2G43010,CCA1,PIF4,A,19805390,
AT2G46830,AT2G46790,CCA1,APRR9,A,"15649364, 17683937, 17483414, 19377451, 20233950",
AT2G46830,AT3G17820,CCA1,GLN1.3,A,18344319,
AT2G46830,AT3G46640,CCA1,PCL1,R,"18375597, 21447790, 16006522",
AT2G46830,AT3G47340,CCA1,ASN1,R,18344319,
AT2G46830,AT3G59060,CCA1,PIL6,A,19805390,
AT2G46830,AT5G02810,CCA1,APRR7,A,"15649364, 17877705, 17683937, 17483414, 19377451, 20233950",
AT2G46830,AT5G15840,CCA1,CO,R,"16006578, 19011118, 12015970, 17504813, 15014450, 19029881, 18480377, 10469647",
AT2G46830,AT5G18170,CCA1,GDH1,R,18344319,
AT2G46830,AT5G49450,CCA1,bZIP1,R,18344319,
AT2G46830,AT5G52310,CCA1,LTI78,R,17227550,
AT2G46830,AT5G57360,CCA1,ZTL,R,18344319,
AT2G46830,AT5G61380,CCA1,TOC1,R,"18344319, 14741378, 16595397, 19286557, 17616736, 21205033, 12015970, 12096092, 19029881, 21474993, 11486091, 21483796, 20233950, 21236675, 18614706",
AT2G46870,AT3G58780,NGA1,SHP1,A,19435933,
AT2G46970,AT1G02340,PIL1,HFR1,A,16322556,
AT2G46970,AT2G46790,PIL1,APRR9,A,16891401,
AT2G47190,AT1G77120,MYB2,ADH1,A,"12509522, 10938799, 16027132, 15122027, 9611167, 15560794, 18441225",
AT2G47190,AT5G25610,MYB2,RD22,A,"18711121, 12509522, 12679534, 9368419, 12045276, 17075077, 15548743, 12417701, 15208388, 15316114",
AT2G47460,AT3G51240,MYB12,TT6,A,"19933203, 18643978",
AT2G47460,AT4G15480,MYB12,UGT84A1,A,19933203,
AT2G47460,AT5G08640,MYB12,FLS1,A,"18643978, 15923334",
AT2G47460,AT5G13930,MYB12,TT4,A,"17012405, 18643978, 17337630",
AT3G01140,AT1G01510,MYB106,AN,R,19648171,
AT3G01470,AT1G07900,ATHB-1,LBD1,R,20675575,
AT3G01470,AT2G19590,ATHB-1,ATACO1,A,"19880793, 19891701",
AT3G02990,AT2G26150,HSFA1E,HSFA2,A,21471117,
AT3G03450,AT2G04240,RGL2,XERICO,A,18941053,
AT3G03450,AT2G27300,RGL2,NTL8,A,18363782,
AT3G03450,AT2G36270,RGL2,ABI5,A,18941053,
AT3G03450,AT2G41940,RGL2,ZFP8,R,17704233,
AT3G03450,AT3G24650,RGL2,ABI3,A,16916886,
AT3G04670,AT2G14610,WRKY39,PR1,A,20396965,
AT3G04670,AT3G24500,WRKY39,MBF1C,A,20396965,
AT3G07650,AT1G65480,COL9,FT,R,16115071,
AT3G07650,AT5G15840,COL9,CO,R,16115071,
AT3G10800,AT5G42020,BZIP28,BIP2,A,"18156219, 19017746",
AT3G11440,AT2G16910,MYB65,AMS,A,17666023,
AT3G12250,AT2G14610,TGA6,PR1,A,"17369431, 17172357",
AT3G12250,AT5G44420,TGA6,PDF1.2,R,17397508,
AT3G13540,AT1G71030,MYB5,MYBL2,A,"19136646, 19401413",
AT3G13540,AT1G79840,MYB5,GL2,A,"19136646, 19401413",
AT3G13540,AT2G23550,MYB5,MES6,A,"19136646, 19401413",
AT3G13540,AT2G23580,MYB5,ABE4,A,"19136646, 19401413",
AT3G13540,AT2G37260,MYB5,TTG2,A,"17766401, 18992236",
AT3G13890,AT2G38080,MYB26,IRX12,A,19327132,
AT3G13890,AT2G46770,MYB26,EMB2301,A,"17329564, 17890373",
AT3G13890,AT3G61910,MYB26,ANAC066,A,"17329564, 17890373",
AT3G13890,AT4G18780,MYB26,IRX1,A,19327132,
AT3G13890,AT5G17420,MYB26,IRX3,A,19327132,
AT3G13890,AT5G54690,MYB26,IRX8,A,19327132,
AT3G15170,AT1G23380,CUC1,KNAT6,A,16798887,
AT3G15170,AT1G55580,CUC1,LAS,A,"17122068, 18346190",
AT3G15170,AT1G62360,CUC1,BUM1,A,"12610213, 20409270, 14617069, 15882589, 10079219, 16139212, 12011335",
AT3G15170,AT1G76420,CUC1,CUC3,A,12837947,
AT3G15170,AT2G31160,CUC1,LSH3,A,21435050,
AT3G15170,AT3G23290,CUC1,LSH4,A,21435050,
AT3G15210,AT3G12500,ERF4,ATHCHIB,R,16021341,
AT3G15210,AT5G44420,ERF4,PDF1.2,R,"18467450, 20097792, 16183832",
AT3G15210,AT5G52300,ERF4,LTI65,R,16021341,
AT3G15210,AT5G57050,ERF4,ABI2,R,16021341,
AT3G15210,AT5G66400,ERF4,AT5G66400,R,16021341,
AT3G15500,AT3G45140,ANAC055,LOX2,A,18427573,
AT3G15500,AT5G24780,ANAC055,VSP1,A,18427573,
AT3G15500,AT5G51070,ANAC055,ERD1,A,19126699,
AT3G15510,AT1G11840,AT3G15510,ATGLX1,A,16359384,
AT3G15510,AT4G33150,AT3G15510,LKR,R,16359384,
AT3G16770,AT2G47730,RAP2.3,GSTF8,A,"17204538, 15980186",
AT3G16770,AT3G23240,RAP2.3,ERF1,A,17204538,
AT3G16770,AT4G36920,RAP2.3,AP2,A,17204538,
AT3G16770,AT5G44420,RAP2.3,PDF1.2,A,15980186,
AT3G16857,AT5G62920,ARR1,ARR6,A,"145101414, 12045269, 11842139, 12417700, 15258171, 11691951",
AT3G17609,AT1G12110,HYH,NRT1.1,R,19540016,
AT3G17609,AT1G12370,HYH,AT1G12370,A,20487384,
AT3G17609,AT1G37130,HYH,NIA2,A,"19540016, 19933203",
AT3G17609,AT3G22840,HYH,ELIP1,A,18055587,
AT3G17609,AT3G47430,HYH,PEX11B,A,"19704562, 18203870",
AT3G17609,AT5G13930,HYH,TT4,A,18055587,
AT3G18990,AT1G65480,VRN1,FT,A,"19175767, 12676326",
AT3G18990,AT2G03220,VRN1,FT1,A,"18359843, 19304997",
AT3G18990,AT4G16845,VRN1,VRN2,R,"19175767, 16055679, 19304997, 16500994",
AT3G18990,AT5G10140,VRN1,FLC,R,"16236152, 16507079, 19255487, 20409274, 17980595, 10716723",
AT3G19290,AT5G52300,ABF4,LTI65,A,"11005831, 12084834",
AT3G20310,AT5G44420,ERF7,PDF1.2,R,20097792,
AT3G20770,AT1G62380,EIN3,ATACO2,A,17011517,
AT3G20770,AT1G74710,EIN3,EDS16,R,"20097792, 19717619",
AT3G20770,AT2G19590,EIN3,ATACO1,A,17011517,
AT3G20770,AT2G25490,EIN3,EBF1,A,"18466304, 17085683",
AT3G20770,AT3G12500,EIN3,ATHCHIB,A,17965144,
AT3G20770,AT3G23240,EIN3,ERF1,A,"16682641, 12606727, 15208412, 11359609, 18466304, 9843677, 9851977, 18212030, 12045274, 12509529, 10648789",
AT3G20770,AT4G27440,EIN3,PORB,A,19948955,
AT3G20770,AT5G25350,EIN3,EBF2,A,18466304,
AT3G20770,AT5G44420,EIN3,PDF1.2,A,17965144,
AT3G20770,AT5G47220,EIN3,ERF2,A,16183832,
AT3G20770,AT5G47230,EIN3,ERF5,A,18273012,
AT3G20770,AT5G54190,EIN3,PORA,A,19948955,
AT3G22170,AT2G37678,FHY3,FHY1,A,"12753585, 18715961, 11711433, 19208901, 21097709, 18033885",
AT3G22170,AT2G40080,FHY3,ELF4,A,21499259,
AT3G22170,AT5G02200,FHY3,FHL,A,"16045472, 18715961, 19208901, 21097709, 18033885",
AT3G23130,AT1G23420,SUP,INO,R,"15131247, 10601041, 12183380, 14731261, 15299139",
AT3G23130,AT2G17950,SUP,WUS,R,18441215,
AT3G23130,AT3G54340,SUP,AP3,R,"16412084, 1352237, 20097792, 11935018, 11006335, 10929133",
AT3G23130,AT5G20240,SUP,PI,R,"7958839, 20097792, 11006335",
AT3G23250,AT4G25470,MYB15,CBF2,R,"19270185, 19270186",
AT3G23250,AT4G25480,MYB15,CBF3,R,"17416732, 19270185, 19270186, 19704769, 17015446",
AT3G23250,AT4G25490,MYB15,CBF1,R,"19270185, 19270186",
AT3G24650,AT1G03790,ABI3,SOM,A,21467583,
AT3G24650,AT1G45249,ABI3,ABF2,R,12857845,
AT3G24650,AT1G69180,ABI3,CRC,A,"11737778, 15695463",
AT3G24650,AT2G36270,ABI3,ABI5,A,"19622176, 12857845, 12410810, 18441225",
AT3G24650,AT2G40170,ABI3,GEA6,A,"14676287, 12000684, 10937696, 17461784",
AT3G24650,AT3G03450,ABI3,RGL2,A,16916886,
AT3G24650,AT3G06120,ABI3,MUTE,A,10652132,
AT3G24650,AT3G11410,ABI3,PP2CA,A,16339800,
AT3G24650,AT3G19290,ABI3,ABF4,R,12857845,
AT3G24650,AT3G22370,ABI3,AOX1A,A,19482916,
AT3G24650,AT3G24650,ABI3,ABI3,A,16731585,
AT3G24650,AT3G26790,ABI3,FUS3,A,16731585,
AT3G24650,AT3G51810,ABI3,EM1,A,"8631935, 14676287, 12000684, 19622176, 11457920, 10948227",
AT3G24650,AT4G16160,ABI3,OEP16-2,A,16709189,
AT3G24650,AT4G27140,ABI3,T24A18.90,A,10527428,
AT3G24650,AT4G27160,ABI3,AT2S3,A,"14597573, 18476867",
AT3G24650,AT4G34000,ABI3,ABF3,R,12857845,
AT3G24650,AT5G03840,ABI3,TFL1,A,17693531,
AT3G24650,AT5G52310,ABI3,LTI78,A,11169177,
AT3G24650,AT5G54070,ABI3,HSFA9,A,"18315542, 17220197, 19541597",
AT3G24650,AT5G56270,ABI3,WRKY2,A,19622176,
AT3G24650,AT5G65165,ABI3,SDH2-3,A,19261733,
AT3G24650,AT5G66400,ABI3,AT5G66400,A,11169177,
AT3G24650,AT5G67030,ABI3,ABA1,A,17693531,
AT3G25710,AT5G42800,BHLH32,DFR,R,17376028,
AT3G26744,AT2G42540,ICE1,COR15A,A,12672693,
AT3G26744,AT3G23250,ICE1,MYB15,R,"17416732, 19211694, 19704769, 17015446",
AT3G26744,AT3G61190,ICE1,BAP1,A,21098676,
AT3G26744,AT4G25470,ICE1,CBF2,A,12672693,
AT3G26744,AT4G25480,ICE1,CBF3,A,"21486303, 17416732, 16702557, 14673035, 12672693, 16214899, 17015446",
AT3G26744,AT4G25490,ICE1,CBF1,A,"16896234, 12672693",
AT3G26744,AT5G52310,ICE1,LTI78,A,12672693,
AT3G26744,AT5G53210,ICE1,SPCH,A,18641265,
AT3G26790,AT1G06180,FUS3,MYB13,R,9681014,
AT3G26790,AT1G15550,FUS3,GA3OX1,R,15363412,
AT3G26790,AT1G62290,FUS3,AT1G62290,A,15695450,
AT3G26790,AT1G69180,FUS3,CRC,A,"18508955, 15695463",
AT3G26790,AT1G80340,FUS3,GA3OX2,R,"15516508, 18422904",
