"id1","id2","name1","name2","geneName1","geneName2","altName1","altName2","altId1","altId2","source","sourceLink","intType","species"
"O80536","Q94K66","PIF3","ELIP2","PIF3","ELIP2","F14J9.19","DL3385W","AT1G09530","AT4G14690","atrm","18245378","regulates","txid3702"
"O80536","P14713","PIF3","ARP6","PIF3","PHYB","F14J9.19","ATARP6","AT1G09530","AT2G18790","atrm","18252845;18245378","regulates","txid3702"
"O80536","P13114","PIF3","TT4","PIF3","TT4","F14J9.19","ATCHS","AT1G09530","AT5G13930","atrm","18245378","regulates","txid3702"
"O80536","P51102","PIF3","DFR","PIF3","DFR","F14J9.19","DIHYDROFLAVONOL 4-REDUCTASE","AT1G09530","AT5G42800","atrm","17319847","regulates","txid3702"
"O80536","Q9MBA1","PIF3","CH1","PIF3","CH1","F14J9.19","ARABIDOPSIS THALIANA CHLOROPHYLL A OXYGENASE","AT1G09530","AT1G44446","atrm","19376934;15505214","regulates","txid3702"
"O80536","Q9S818","PIF3","F3H","PIF3","TT6","F14J9.19","F3H","AT1G09530","AT3G51240","atrm","17319847","regulates","txid3702"
"O80536","Q9FNB0","PIF3","GUN5","PIF3","GUN5","F14J9.19","ABA-BINDING PROTEIN","AT1G09530","AT5G13630","atrm","19376934;15505214","regulates","txid3702"
"O80536","Q96323","PIF3","LDOX","PIF3","LDOX","F14J9.19","ANS","AT1G09530","AT4G22880","atrm","17319847","regulates","txid3702"
"O80536","P04778","PIF3","CAB1","PIF3","CAB1","F14J9.19","AB140","AT1G09530","AT1G29930","atrm","12427998","regulates","txid3702"
"Q8L5W8","Q9FE22","PIL1","HFR1","PIL1","HFR1","F14M4.20","FBI1","AT2G46970","AT1G02340","atrm","16322556","regulates","txid3702"
"Q8L5W8","Q8L500","PIL1","PRR9","PIL1","APRR9","F14M4.20","APRR9","AT2G46970","AT2G46790","atrm","16891401","regulates","txid3702"
"Q8GZM7","Q96301","PIL5","TIFY8","PIL5","SPY","PHY-INTERACTING FACTOR 1","F4D11.230","AT2G20180","AT3G11540","atrm","17449805","regulates","txid3702"
"Q8GZM7","O24407","PIL5","NINJA","PIL5","IAA16","PHY-INTERACTING FACTOR 1","F25O24.30","AT2G20180","AT3G04730","atrm","19244139","regulates","txid3702"
"Q8GZM7","Q940G6","PIL5","GID1C","PIL5","GID1C","PHY-INTERACTING FACTOR 1","ATGID1C","AT2G20180","AT5G27320","atrm","19244139","regulates","txid3702"
"Q8GZM7","Q39193","PIL5","SNRK2.3","PIL5","SnRK2.3","PHY-INTERACTING FACTOR 1","SNRK2-3","AT2G20180","AT5G66880","atrm","19244139","regulates","txid3702"
"Q8GZM7","Q9FGC7","PIL5","Q9FGC7","PIL5","ABA1","PHY-INTERACTING FACTOR 1","Q9FGC7","AT2G20180","AT5G67030","atrm","17449805;19244139;18487351","regulates","txid3702"
"Q8GZM7","Q9LSQ4","PIL5","DFL1","PIL5","DFL1","PHY-INTERACTING FACTOR 1","DWARF IN LIGHT 1","AT2G20180","AT5G54510","atrm","19244139","regulates","txid3702"
"Q8GZM7","Q9C8Y3","PIL5","AT5G57710","PIL5","RGL1","PHY-INTERACTING FACTOR 1","MRI1.7","AT2G20180","AT1G66350","atrm","19244139","regulates","txid3702"
"Q8GZM7","O48741","PIL5","GRF3","PIL5","POR_C","PHY-INTERACTING FACTOR 1","GF14PSI ISOFORM","AT2G20180","AT1G03630","atrm","18591656","regulates","txid3702"
"Q8GZM7","Q39011","PIL5","BIN2","PIL5","BIN2","PHY-INTERACTING FACTOR 1","ATSK21","AT2G20180","AT4G18710","atrm","19244139","regulates","txid3702"
"Q8GZM7","O64989","PIL5","O64989","PIL5","DWF4","PHY-INTERACTING FACTOR 1","O64989","AT2G20180","AT3G50660","atrm","19244139","regulates","txid3702"
"Q8GZM7","A0MES8","PIL5","ABI4","PIL5","ABI4","PHY-INTERACTING FACTOR 1","ABA INSENSITIVE 4","AT2G20180","AT2G40220","atrm","19244139","regulates","txid3702"
"Q8GZM7","P46010","PIL5","GRF8","PIL5","NIT3","PHY-INTERACTING FACTOR 1","14-3-3 PROTEIN G-BOX FACTOR14 KAPPA","AT2G20180","AT3G44320","atrm","19244139","regulates","txid3702"
"Q8GZM7","Q42536","PIL5","PORA","PIL5","PORA","PHY-INTERACTING FACTOR 1","K18G13.7","AT2G20180","AT5G54190","atrm","18591656","regulates","txid3702"
"Q8GZM7","Q39103","PIL5","GA3OX1","PIL5","GA3OX1","PHY-INTERACTING FACTOR 1","ARABIDOPSIS THALIANA GIBBERELLIN 3 BETA-HYDROXYLASE 1","AT2G20180","AT1G15550","atrm","16303558;17449805;17933900;16740147;18487351","regulates","txid3702"
"Q8GZM7","Q9M9F5","PIL5","Q9M9F5","PIL5","NCED9","PHY-INTERACTING FACTOR 1","Q9M9F5","AT2G20180","AT1G78390","atrm","17449805;19244139;18487351","regulates","txid3702"
"Q8GZM7","Q9C5W9","PIL5","ARF18","PIL5","ARF18","PHY-INTERACTING FACTOR 1","F21F14.12","AT2G20180","AT3G61830","atrm","19244139","regulates","txid3702"
"Q8GZM7","Q9CAJ0","PIL5","HAB1","PIL5","HAB1","PHY-INTERACTING FACTOR 1","F28P22.4","AT2G20180","AT1G72770","atrm","19244139","regulates","txid3702"
"Q8GZM7","Q9LEZ3","PIL5","BIM1","PIL5","BIM1","PHY-INTERACTING FACTOR 1","T22D6.70","AT2G20180","AT5G08130","atrm","19244139","regulates","txid3702"
"Q8GZM7","Q9SUQ2","PIL5","RR12","PIL5","CRF2","PHY-INTERACTING FACTOR 1","ARR12","AT2G20180","AT4G23750","atrm","19244139","regulates","txid3702"
"Q8GZM7","Q9SMR2","PIL5","Q9SMR2","PIL5","POR","PHY-INTERACTING FACTOR 1","Q9SMR2","AT2G20180","AT4G39920","atrm","18591656","regulates","txid3702"
"Q8GZM7","Q9XFR9","PIL5","Q9XFR9","PIL5","GA2OX2","PHY-INTERACTING FACTOR 1","Q9XFR9","AT2G20180","AT1G30040","atrm","16303558;17449805;17933900;16740147;18487351","regulates","txid3702"
"Q8GZM7","Q9FK12","PIL5","CRF3","PIL5","CRF3","PHY-INTERACTING FACTOR 1","K19E1.9","AT2G20180","AT5G53290","atrm","19244139","regulates","txid3702"
"Q8GZM7","Q7G193","PIL5","AO1","PIL5","AAO1","PHY-INTERACTING FACTOR 1","AAO1","AT2G20180","AT5G20960","atrm","19244139","regulates","txid3702"
"Q8GZM7","Q9SLH3","PIL5","CRY1","PIL5","RGA1","PHY-INTERACTING FACTOR 1","ATCRY1","AT2G20180","AT2G01570","atrm","17449805;18653696;19244139;18487351","regulates","txid3702"
"Q8GZM7","Q9ZT84","PIL5","GA3OX2","PIL5","GA3OX2","PHY-INTERACTING FACTOR 1","ARABIDOPSIS THALIANA GIBBERELLIN-3-OXIDASE 2","AT2G20180","AT1G80340","atrm","17449805;16740147;18487351;17220175","regulates","txid3702"
"Q8GZM7","Q9CAA4","PIL5","BIM2","PIL5","BIM2","PHY-INTERACTING FACTOR 1","BES1-interacting Myc-like protein 2","AT2G20180","AT1G69010","atrm","19244139","regulates","txid3702"
"Q8GZM7","O81077","PIL5","TH7","PIL5","CYP707A2","PHY-INTERACTING FACTOR 1","ATH7","AT2G20180","AT2G29090","atrm","19244139","regulates","txid3702"
"Q8GZM7","Q9SJN0","PIL5","ABI5","PIL5","ABI5","PHY-INTERACTING FACTOR 1","ABA INSENSITIVE 5","AT2G20180","AT2G36270","atrm","19244139","regulates","txid3702"
"Q8GZM7","P49597","PIL5","ABI1","PIL5","ABI1","PHY-INTERACTING FACTOR 1","ABA INSENSITIVE 1","AT2G20180","AT4G26080","atrm","19244139","regulates","txid3702"
"Q8GZM7","Q9LQT8","PIL5","SLY2","PIL5","GAI","PHY-INTERACTING FACTOR 1","MIF21.6","AT2G20180","AT1G14920","atrm","17449805;18653696;19244139;18487351","regulates","txid3702"
"Q8GZM7","Q9LMA8","PIL5","JAZ1","PIL5","JAZ1","PHY-INTERACTING FACTOR 1","T29M8.5","AT2G20180","AT1G19180","atrm","19244139","regulates","txid3702"
"Q8GZM7","Q9ZWA1","PIL5","SOM","PIL5","SOM","PHY-INTERACTING FACTOR 1","F21M11.30","AT2G20180","AT1G03790","atrm","18487351","regulates","txid3702"
"Q8GZM7","Q9MAA7","PIL5","CRY1","PIL5","GID1A","PHY-INTERACTING FACTOR 1","ATCRY1","AT2G20180","AT3G05120","atrm","19244139","regulates","txid3702"
"Q8GZM7","Q9FR37","PIL5","Q9FR37","PIL5","AMI1","PHY-INTERACTING FACTOR 1","Q9FR37","AT2G20180","AT1G08980","atrm","19244139","regulates","txid3702"
"Q8GZM7","F4IEM5","PIL5","GPCR","PIL5","GPCR","PHY-INTERACTING FACTOR 1","F14G24.19","AT2G20180","AT1G52920","atrm","19244139","regulates","txid3702"
"Q8GZM7","Q9FMZ0","PIL5","BRI1","PIL5","BKI1","PHY-INTERACTING FACTOR 1","ATBRI1","AT2G20180","AT5G42750","atrm","19244139","regulates","txid3702"
"Q8GZM7","Q9C9L4","PIL5","Q9C9L4","PIL5","HO3","PHY-INTERACTING FACTOR 1","Q9C9L4","AT2G20180","AT1G69720","atrm","18591656","regulates","txid3702"
"Q8GZM7","P21218","PIL5","PORB","PIL5","PORB","PHY-INTERACTING FACTOR 1","F27G19.40","AT2G20180","AT4G27440","atrm","18591656","regulates","txid3702"
"Q8GZM7","Q9LRM7","PIL5","Q9LRM7","PIL5","NCED6","PHY-INTERACTING FACTOR 1","Q9LRM7","AT2G20180","AT3G24220","atrm","17449805;19244139;18487351","regulates","txid3702"
"Q8GZM7","O82503","PIL5","CRF1","PIL5","CRF1","PHY-INTERACTING FACTOR 1","T22B4.120","AT2G20180","AT4G11140","atrm","19244139","regulates","txid3702"
"Q8GZM7","P32961","PIL5","AT4G26630","PIL5","NIT1","PHY-INTERACTING FACTOR 1","T15N24.80","AT2G20180","AT3G44310","atrm","19244139","regulates","txid3702"
"Q8GZM7","Q8L9T7","PIL5","AHP5","PIL5","AHP5","PHY-INTERACTING FACTOR 1","F21B7.5","AT2G20180","AT1G03430","atrm","19244139","regulates","txid3702"
"Q8GZM7","Q01593","PIL5","ABI3","PIL5","ABI3","PHY-INTERACTING FACTOR 1","ABA INSENSITIVE 3","AT2G20180","AT3G24650","atrm","19244139","regulates","txid3702"
"Q39204","Q9SYX2","MYC2","SPA1","MYC2","SPA1","ATMYC2","AT2G46350","AT1G32640","AT2G46340","atrm","20864543;15173567","regulates","txid3702"
"Q39204","Q9LQ28","MYC2","AT1G33760","MYC2","AT1G33760","ATMYC2","F14M2.12","AT1G32640","AT1G33760","atrm","17616737","regulates","txid3702"
"Q39204","Q9FI23","MYC2","PDF1.2","MYC2","PDF1.2","ATMYC2","LCR77","AT1G32640","AT5G44420","atrm","17616737;17215350;19342430;18042205;21321051;18657213","regulates","txid3702"
"Q39204","P10795","MYC2","AT3G11630","MYC2","RBCS1A","ATMYC2","T19F11.3","AT1G32640","AT1G67090","atrm","15923349","regulates","txid3702"
"Q39204","Q9C5I3","MYC2","ERF11","MYC2","ERF11","ATMYC2","ATERF11","AT1G32640","AT1G28370","atrm","17616737","regulates","txid3702"
"Q39204","Q9SK47","MYC2","TAT3","MYC2","TAT3","ATMYC2","F27C12.23","AT1G32640","AT2G24850","atrm","15208388","regulates","txid3702"
"Q39204","P19171","MYC2","HCHIB","MYC2","ATHCHIB","ATMYC2","ATHCHIB","AT1G32640","AT3G12500","atrm","15231736","regulates","txid3702"
"Q39204","O49195","MYC2","VSP1","MYC2","VSP1","ATMYC2","ATVSP1","AT1G32640","AT5G24780","atrm","19140948;19342430","regulates","txid3702"
"Q39204","P04778","MYC2","CAB1","MYC2","CAB1","ATMYC2","AB140","AT1G32640","AT1G29930","atrm","15923349","regulates","txid3702"
"Q39204","Q8VZ91","MYC2","ERF6","MYC2","ERF6","ATMYC2","ATERF6","AT1G32640","AT4G17490","atrm","17616737","regulates","txid3702"
"Q39204","Q9LMA8","MYC2","JAZ1","MYC2","JAZ1","ATMYC2","T29M8.5","AT1G32640","AT1G19180","atrm","20140232","regulates","txid3702"
"Q39204","Q9LNR3","MYC2","LOX3","MYC2","LOX3","ATMYC2","F28G4.10","AT1G32640","AT1G17420","atrm","20140232;15208388","regulates","txid3702"
"Q39204","O80338","MYC2","ERF2","MYC2","ERF2","ATMYC2","ATERF-2","AT1G32640","AT5G47220","atrm","17616737","regulates","txid3702"
"Q39204","Q96289","MYC2","MPK6","MYC2","STZ","ATMYC2","ATMAPK6","AT1G32640","AT1G27730","atrm","17616737","regulates","txid3702"
"Q39204","O80340","MYC2","ERF4","MYC2","ERF4","ATMYC2","ATERF-4","AT1G32640","AT3G15210","atrm","17616737","regulates","txid3702"
"Q39204","O49782","MYC2","NINJA","MYC2","MYB51","ATMYC2","F25O24.30","AT1G32640","AT1G18570","atrm","17616737;20348432","regulates","txid3702"
"Q39204","Q08298","MYC2","RD22","MYC2","RD22","ATMYC2","ATRD22","AT1G32640","AT5G25610","atrm","12509522;18711121;12679534;9368419;15548743;15208388","regulates","txid3702"
"Q39204","Q9C5T3","MYC2","WRKY26","MYC2","WRKY26","ATMYC2","T28J14.40","AT1G32640","AT5G07100","atrm","17616737","regulates","txid3702"
"Q39204","P06525","MYC2","AT2G28060","MYC2","ADH1","ATMYC2","F24D13.15","AT1G32640","AT1G77120","atrm","17764576;12509522","regulates","txid3702"
"Q39204","O04309","MYC2","AN3","MYC2","JR1","ATMYC2","ANGUSTIFOLIA 3","AT1G32640","AT3G16470","atrm","15231736","regulates","txid3702"
"Q39204","P43082","MYC2","PR4","MYC2","PR4","ATMYC2","F7O18.21","AT1G32640","AT3G04720","atrm","18657213","regulates","txid3702"
"Q39204","Q42596","MYC2","Q42596","MYC2","THI2.1","ATMYC2","Q42596","AT1G32640","AT1G72260","atrm","17215350","regulates","txid3702"
"Q39204","P33154","MYC2","P33154","MYC2","PR1","ATMYC2","P33154","AT1G32640","AT2G14610","atrm","16838791","regulates","txid3702"
"Q39204","O82122","MYC2","VSP2","MYC2","VSP2","ATMYC2","ATVSP2","AT1G32640","AT5G24770","atrm","18657213;15208388","regulates","txid3702"
"Q39204","P38418","MYC2","LOX2","MYC2","LOX2","ATMYC2","ARABIODOPSIS THALIANA LIPOXYGENASE 2","AT1G32640","AT3G45140","atrm","18657213","regulates","txid3702"
"Q39204","Q8LDC8","MYC2","ERF1","MYC2","ERF1","ATMYC2","ATERF1","AT1G32640","AT3G23240","atrm","17616737","regulates","txid3702"
"Q8W1E3","Q9SXZ2","CDF1","FT","AT5G62430","FT","K19B1.4","F5I14.3","AT5G62430","AT1G65480","atrm","19011118","regulates","txid3702"
"Q8W1E3","Q39057","CDF1","CO","AT5G62430","CO","K19B1.4","CONSTANS","AT5G62430","AT5G15840","atrm","16002617;16709197;17908925;18296724;18791256;19154317","regulates","txid3702"
"P92973","Q9MAQ0","MPK2","AT1G32900","CCA1","GBSS1","ATMPK2","F9L11.8","AT2G46830","AT1G32900","atrm","16055686;12777053","regulates","txid3702"
"P92973","Q94BT6","MPK2","ZTL","CCA1","ZTL","ATMPK2","ADAGIO 1","AT2G46830","AT5G57360","atrm","18344319","regulates","txid3702"
"P92973","P49078","MPK2","P49078","CCA1","ASN1","ATMPK2","P49078","AT2G46830","AT3G47340","atrm","18344319","regulates","txid3702"
"P92973","Q6R0H1","MPK2","LHY","CCA1","LHY","ATMPK2","LATE ELONGATED HYPOCOTYL","AT2G46830","AT1G01060","atrm","17496120;19218364;12096093;19675111;16729049;10097183;10469647","regulates","txid3702"
"P92973","Q8L500","MPK2","PRR9","CCA1","APRR9","ATMPK2","APRR9","AT2G46830","AT2G46790","atrm","15649364;17683937;17483414;19377451;20233950","regulates","txid3702"
"P92973","Q96524","MPK2","NF-YC5","CCA1","CRY2","ATMPK2","MBA10.4","AT2G46830","AT1G04400","atrm","15748298","regulates","txid3702"
"P92973","Q9LVI8","MPK2","GLN1.3","CCA1","GLN1.3","ATMPK2","ARABIDOPSIS THALIANA GLUTAMINE SYNTHASE CLONE KB6","AT2G46830","AT3G17820","atrm","18344319","regulates","txid3702"
"P92973","Q9SQI2","MPK2","GI","CCA1","GI","ATMPK2","FB","AT2G46830","AT1G22770","atrm","16006578;19011118;21205033;12015970;17504813;15014450;21474993;19029881;18480377;21483796;21236675;10469647","regulates","txid3702"
"P92973","O04211","MPK2","ELF4","CCA1","ELF4","ATMPK2","EARLY FLOWERING 4","AT2G46830","AT2G40080","atrm","21499259","regulates","txid3702"
"P92973","Q06738","MPK2","LTI78","CCA1","LTI78","ATMPK2","COLD REGULATED 78","AT2G46830","AT5G52310","atrm","17227550","regulates","txid3702"
"P92973","Q9SNB4","MPK2","PCL1","CCA1","PCL1","ATMPK2","LUX","AT2G46830","AT3G46640","atrm","18375597;21447790;16006522","regulates","txid3702"
"P92973","Q93WK5","MPK2","PRR7","CCA1","APRR7","ATMPK2","APRR7","AT2G46830","AT5G02810","atrm","15649364;17877705;17683937;17483414;19377451;20233950","regulates","txid3702"
"P92973","Q39057","MPK2","CO","CCA1","CO","ATMPK2","CONSTANS","AT2G46830","AT5G15840","atrm","16006578;19011118;12015970;17504813;15014450;19029881;18480377;10469647","regulates","txid3702"
"P92973","Q03250","MPK2","JAC1","CCA1","ATGRP7","ATMPK2","F9E10.5","AT2G46830","AT2G21660","atrm","12574129;17617174;12096093;14555691","regulates","txid3702"
"P92973","Q84LH8","MPK2","NF-YC7","CCA1","PIL6","ATMPK2","MBA10.2","AT2G46830","AT3G59060","atrm","19805390","regulates","txid3702"
"P92973","Q9FGX2","MPK2","bZIP1","CCA1","bZIP1","ATMPK2","AtbZIP1","AT2G46830","AT5G49450","atrm","18344319","regulates","txid3702"
"P92973","Q43314","MPK2","GDH1","CCA1","GDH1","ATMPK2","GLUTAMATE DECARBOXYLASE 1","AT2G46830","AT5G18170","atrm","18344319","regulates","txid3702"
"P92973","Q9LKL2","MPK2","TOC1","CCA1","TOC1","ATMPK2","APRR1","AT2G46830","AT5G61380","atrm","18344319;14741378;16595397;19286557;17616736;21205033;12015970;12096092;19029881;21474993;11486091;21483796;20233950;21236675;18614706","regulates","txid3702"
"P92973","Q9SXZ2","MPK2","FT","CCA1","FT","ATMPK2","F5I14.3","AT2G46830","AT1G65480","atrm","19011118;15014450","regulates","txid3702"
"P92973","Q8W2F3","MPK2","NF-YC8","CCA1","PIF4","ATMPK2","F15F15.1","AT2G46830","AT2G43010","atrm","19805390","regulates","txid3702"
"P92973","P04778","MPK2","CAB1","CCA1","CAB1","ATMPK2","AB140","AT2G46830","AT1G29930","atrm","17229141;10482655","regulates","txid3702"
"Q6R0H1","Q9MAQ0","LHY","AT1G32900","LHY","GBSS1","LATE ELONGATED HYPOCOTYL","F9L11.8","AT1G01060","AT1G32900","atrm","16055686;12777053","regulates","txid3702"
"Q6R0H1","Q03250","LHY","JAC1","LHY","ATGRP7","LATE ELONGATED HYPOCOTYL","F9E10.5","AT1G01060","AT2G21660","atrm","12574129;12096093;11402160;14555691","regulates","txid3702"
"Q6R0H1","Q9SXZ2","LHY","FT","LHY","FT","LATE ELONGATED HYPOCOTYL","F5I14.3","AT1G01060","AT1G65480","atrm","19011118;15014450","regulates","txid3702"
"Q6R0H1","O04211","LHY","ELF4","LHY","ELF4","LATE ELONGATED HYPOCOTYL","EARLY FLOWERING 4","AT1G01060","AT2G40080","atrm","21499259","regulates","txid3702"
"Q6R0H1","Q9SQI2","LHY","GI","LHY","GI","LATE ELONGATED HYPOCOTYL","FB","AT1G01060","AT1G22770","atrm","16006578;19011118;21205033;12015970;15014450;17504813;19029881;21474993;18480377;21483796;21236675;10469647","regulates","txid3702"
"Q6R0H1","Q39057","LHY","CO","LHY","CO","LATE ELONGATED HYPOCOTYL","CONSTANS","AT1G01060","AT5G15840","atrm","16006578;19011118;12015970;17504813;15014450;19029881;18480377;10469647","regulates","txid3702"
"Q6R0H1","Q9SNB4","LHY","PCL1","LHY","PCL1","LATE ELONGATED HYPOCOTYL","LUX","AT1G01060","AT3G46640","atrm","18375597;16006522","regulates","txid3702"
"Q6R0H1","Q96524","LHY","NF-YC5","LHY","CRY2","LATE ELONGATED HYPOCOTYL","MBA10.4","AT1G01060","AT1G04400","atrm","15748298","regulates","txid3702"
"Q6R0H1","Q93WK5","LHY","PRR7","LHY","APRR7","LATE ELONGATED HYPOCOTYL","APRR7","AT1G01060","AT5G02810","atrm","15649364;17102804;17683937;17483414;19377451;20233950;17102803","regulates","txid3702"
"Q6R0H1","Q9LKL2","LHY","TOC1","LHY","TOC1","LATE ELONGATED HYPOCOTYL","APRR1","AT1G01060","AT5G61380","atrm","14741378;12045273;16595397;12015970;16055686;12096092;14605220;19029881;11486091;21483796;20233950;21236675;17098855","regulates","txid3702"
"Q6R0H1","Q8L500","LHY","PRR9","LHY","APRR9","LATE ELONGATED HYPOCOTYL","APRR9","AT1G01060","AT2G46790","atrm","15649364;17102804;17683937;17483414;19377451;20233950;17102803","regulates","txid3702"
"Q96276","Q8GV05","MYB23","TRY","MYB23","TRY","ATMYB23","MFH8.14","AT5G40330","AT5G53200","atrm","19395683","regulates","txid3702"
"Q96276","O22059","MYB23","CPC","MYB23","CPC","ATMYB23","CAPRICE","AT5G40330","AT2G46410","atrm","19395683","regulates","txid3702"
"Q96276","P46607","MYB23","GL2","MYB23","GL2","ATMYB23","F19K16.20","AT5G40330","AT1G79840","atrm","12787253;19395683","regulates","txid3702"
"Q9FN69","Q9ZUU0","GL3","TTG2","GL3","TTG2","GLABRA 3","ATWRKY44","AT5G41315","AT2G37260","atrm","17766401","regulates","txid3702"
"Q9FN69","Q8GV05","GL3","TRY","GL3","TRY","GLABRA 3","MFH8.14","AT5G41315","AT5G53200","atrm","18766177;17885086;18644155;17027738;15542499","regulates","txid3702"
"Q9FN69","Q9FT81","GL3","TT8","GL3","TT8","GLABRA 3","BHLH42","AT5G41315","AT4G09820","atrm","18532978;16709193;12917293;18036197","regulates","txid3702"
"Q9FN69","Q96330","GL3","F3H","GL3","FLS1","GLABRA 3","F3H","AT5G41315","AT5G08640","atrm","19621239","regulates","txid3702"
"Q9FN69","Q9LNI5","GL3","ETC1","GL3","ETC1","GLABRA 3","ENHANCER OF TRY AND CPC 1","AT5G41315","AT1G01380","atrm","18711121;19395683;17885086;18644155;15542499","regulates","txid3702"
"Q9FN69","P46607","GL3","GL2","GL3","GL2","GLABRA 3","F19K16.20","AT5G41315","AT1G79840","atrm","18711121;12974811;17885086;17644729;15584952;17461792;18948276","regulates","txid3702"
"Q9FN69","Q96323","GL3","LDOX","GL3","LDOX","GLABRA 3","ANS","AT5G41315","AT4G22880","atrm","19621239","regulates","txid3702"
"Q9FN69","O22059","GL3","CPC","GL3","CPC","GLABRA 3","CAPRICE","AT5G41315","AT2G46410","atrm","18711121;17885086;18644155;14627722;19772572;17027738;15542499","regulates","txid3702"
"Q9FN69","Q9M157","GL3","CPL3","GL3","ETC3","GLABRA 3","CAPRICE-like MYB3","AT5G41315","AT4G01060","atrm","18644155","regulates","txid3702"
"Q9FN69","P13114","GL3","TT4","GL3","TT4","GLABRA 3","ATCHS","AT5G41315","AT5G13930","atrm","19621239","regulates","txid3702"
"P27900","O22059","MYB0","CPC","GL1","CPC","ATGL1","CAPRICE","AT3G27920","AT2G46410","atrm","19136646;18766177;17885086;18644155;19772572","regulates","txid3702"
"P27900","Q8GV05","MYB0","TRY","GL1","TRY","ATGL1","MFH8.14","AT3G27920","AT5G53200","atrm","19136646;9836744;18766177;18644155","regulates","txid3702"
"P27900","Q9LNI5","MYB0","ETC1","GL1","ETC1","ATGL1","ENHANCER OF TRY AND CPC 1","AT3G27920","AT1G01380","atrm","17885086;18644155","regulates","txid3702"
"P27900","Q9M157","MYB0","CPL3","GL1","ETC3","ATGL1","CAPRICE-like MYB3","AT3G27920","AT4G01060","atrm","18644155","regulates","txid3702"
"P27900","P46607","MYB0","GL2","GL1","GL2","ATGL1","F19K16.20","AT3G27920","AT1G79840","atrm","9477315;12974811;19395683;17885086;15584952;18948276","regulates","txid3702"
"P27900","Q9ZUU0","MYB0","TTG2","GL1","TTG2","ATGL1","ATWRKY44","AT3G27920","AT2G37260","atrm","17766401","regulates","txid3702"
"Q8GV05","Q9ZUU0","TRY","TTG2","TRY","TTG2","MFH8.14","ATWRKY44","AT5G53200","AT2G37260","atrm","17766401","regulates","txid3702"
"Q8GV05","O64728","TRY","BIN2","TRY","STI","MFH8.14","ATSK21","AT5G53200","AT2G02480","atrm","19648171","regulates","txid3702"
