1)regulatorId	2)regulatorName	3)RegulatorGeneName	4)regulatedId	5)regulatedName	6)function	7)confidenceLevel 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC03216	citG	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC03217	citX	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC03218	citF	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC03219	citE	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC03220	citD	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC03221	citC	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC03222	dpiB	+	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC03223	dpiA	+	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC03224	dcuC	+	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC03257	b0725	-+	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC03293	ybiU	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC03386	rutG	+	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC03387	rutF	+	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC03388	rutE	+	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC03389	rutD	+	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC03390	rutC	+	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC03391	rutB	+	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC03392	rutA	+	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC03464	iraM	+	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC03505	puuP	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC03506	puuA	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC03507	puuD	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC03508	puuE	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC03522	tpx	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC03530	ynaJ	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC03617	pqqU	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC03618	yncE	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC03716	ydgC	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC03717	rstA	+	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC03968	gatZ	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC04042	fadJ	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC04043	fadI	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC04073	pyrS	+	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC04211	glaH	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC04350	glcA	-	C 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC04351	glcG	-	C 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC04352	glcE	-	C 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC04353	glcD	-	C 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC04354	glcC	-	C 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC04362	hybO	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC04530	nudE	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC04531	igaA	+	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC04535	yhgE	+	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLIGNC04673	yjiR	-	S 
RDBECOLITFC00099	NfeR	nfeR	RDBECOLIGNC04394	nfeF	-	C 
RDBECOLITFC00099	NfeR	nfeR	RDBECOLIGNC04395	nfeR	-	C 
RDBECOLITFC00100	UvrY	uvrY	RDBECOLIGNC01042	uhpT	+	S 
RDBECOLITFC00100	UvrY	uvrY	RDBECOLIGNC02364	luxS	+	S 
RDBECOLITFC00100	UvrY	uvrY	RDBECOLIGNC02864	csrB	+	C 
RDBECOLITFC00100	UvrY	uvrY	RDBECOLIGNC02877	csrC	+	S 
RDBECOLITFC00100	UvrY	uvrY	RDBECOLIGNC03645	ydeP	+	S 
RDBECOLITFC00100	UvrY	uvrY	RDBECOLIGNC04730	uhpU	+	S 
RDBECOLITFC00101	YjjQ	yjjQ	RDBECOLIGNC00313	flhC	-	S 
RDBECOLITFC00101	YjjQ	yjjQ	RDBECOLIGNC00314	flhD	-	S 
RDBECOLITFC00101	YjjQ	yjjQ	RDBECOLIGNC00662	ompC	-	W 
RDBECOLITFC00101	YjjQ	yjjQ	RDBECOLIGNC01134	yfiB	-	W 
RDBECOLITFC00101	YjjQ	yjjQ	RDBECOLIGNC02414	dgcN	-	W 
RDBECOLITFC00101	YjjQ	yjjQ	RDBECOLIGNC02614	ymiA	-	W 
RDBECOLITFC00101	YjjQ	yjjQ	RDBECOLIGNC02615	yciX	-	W 
RDBECOLITFC00101	YjjQ	yjjQ	RDBECOLIGNC03272	ybhL	-	W 
RDBECOLITFC00101	YjjQ	yjjQ	RDBECOLIGNC03377	gfcA	-	S 
RDBECOLITFC00101	YjjQ	yjjQ	RDBECOLIGNC04178	yfiR	-	W 
RDBECOLITFC00102	GlpR	glpR	RDBECOLIGNC00384	glpA	-	C 
RDBECOLITFC00102	GlpR	glpR	RDBECOLIGNC00385	glpB	-	C 
RDBECOLITFC00102	GlpR	glpR	RDBECOLIGNC00386	glpC	-	C 
RDBECOLITFC00102	GlpR	glpR	RDBECOLIGNC00387	glpD	-	S 
RDBECOLITFC00102	GlpR	glpR	RDBECOLIGNC00389	glpF	-	S 
RDBECOLITFC00102	GlpR	glpR	RDBECOLIGNC00391	glpK	-	S 
RDBECOLITFC00102	GlpR	glpR	RDBECOLIGNC00392	glpQ	-	C 
RDBECOLITFC00102	GlpR	glpR	RDBECOLIGNC00394	glpT	-	C 
RDBECOLITFC00102	GlpR	glpR	RDBECOLIGNC01471	glpX	-	S 
RDBECOLITFC00103	SutR	sutR	RDBECOLIGNC00182	cysE	-	S 
RDBECOLITFC00103	SutR	sutR	RDBECOLIGNC00691	pfkB	-	W 
RDBECOLITFC00103	SutR	sutR	RDBECOLIGNC01323	fliA	-	S 
RDBECOLITFC00103	SutR	sutR	RDBECOLIGNC01324	fliZ	-	S 
RDBECOLITFC00103	SutR	sutR	RDBECOLIGNC02600	ypfN	+	W 
RDBECOLITFC00103	SutR	sutR	RDBECOLIGNC03599	ydcO	-	C 
RDBECOLITFC00103	SutR	sutR	RDBECOLIGNC03600	sutR	-+	C 
RDBECOLITFC00103	SutR	sutR	RDBECOLIGNC03888	tcyJ	-	S 
RDBECOLITFC00104	RhaR	rhaR	RDBECOLIGNC00832	rhaR	+	C 
RDBECOLITFC00104	RhaR	rhaR	RDBECOLIGNC00833	rhaS	+	S 
RDBECOLITFC00105	CueR	cueR	RDBECOLIGNC01542	moaA	-	W 
RDBECOLITFC00105	CueR	cueR	RDBECOLIGNC01543	moaB	-	W 
RDBECOLITFC00105	CueR	cueR	RDBECOLIGNC01544	moaD	-	W 
RDBECOLITFC00105	CueR	cueR	RDBECOLIGNC01545	moaE	-	W 
RDBECOLITFC00105	CueR	cueR	RDBECOLIGNC01607	moaC	-	W 
RDBECOLITFC00105	CueR	cueR	RDBECOLIGNC01675	rsd	-	S 
RDBECOLITFC00105	CueR	cueR	RDBECOLIGNC02189	cueO	+	C 
RDBECOLITFC00105	CueR	cueR	RDBECOLIGNC02558	rmf	-	S 
RDBECOLITFC00105	CueR	cueR	RDBECOLIGNC03141	copA	+	C 
RDBECOLITFC00106	KdpE	kdpE	RDBECOLIGNC00505	kdpA	+	C 
RDBECOLITFC00106	KdpE	kdpE	RDBECOLIGNC00506	kdpB	+	C 
RDBECOLITFC00106	KdpE	kdpE	RDBECOLIGNC00507	kdpC	+	C 
RDBECOLITFC00106	KdpE	kdpE	RDBECOLIGNC01661	adeP	-	W 
RDBECOLITFC00106	KdpE	kdpE	RDBECOLIGNC01675	rsd	-	S 
RDBECOLITFC00106	KdpE	kdpE	RDBECOLIGNC02370	uxaA	+	W 
RDBECOLITFC00106	KdpE	kdpE	RDBECOLIGNC02558	rmf	-	S 
RDBECOLITFC00106	KdpE	kdpE	RDBECOLIGNC02579	kdpF	+	C 
RDBECOLITFC00106	KdpE	kdpE	RDBECOLIGNC04694	uxaC	+	W 
RDBECOLITFC00107	SgrR	sgrR	RDBECOLIGNC01523	thiQ	-	C 
RDBECOLITFC00107	SgrR	sgrR	RDBECOLIGNC01524	thiP	-	C 
RDBECOLITFC00107	SgrR	sgrR	RDBECOLIGNC01525	thiB	-	C 
RDBECOLITFC00107	SgrR	sgrR	RDBECOLIGNC01690	setA	+	C 
RDBECOLITFC00107	SgrR	sgrR	RDBECOLIGNC01995	sgrR	-	C 
RDBECOLITFC00107	SgrR	sgrR	RDBECOLIGNC02674	sgrT	+	C 
RDBECOLITFC00107	SgrR	sgrR	RDBECOLIGNC02919	sroA	-	C 
RDBECOLITFC00107	SgrR	sgrR	RDBECOLIGNC02945	sgrS	+	C 
RDBECOLITFC00107	SgrR	sgrR	RDBECOLIGNC04072	alaC	+	S 
RDBECOLITFC00108	MetR	metR	RDBECOLIGNC00401	glyA	-+	C 
RDBECOLITFC00108	MetR	metR	RDBECOLIGNC00449	hmp	+	C 
RDBECOLITFC00108	MetR	metR	RDBECOLIGNC00576	metE	+	C 
RDBECOLITFC00108	MetR	metR	RDBECOLIGNC00579	metH	+	W 
RDBECOLITFC00108	MetR	metR	RDBECOLIGNC00583	metR	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC00006	hisM	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC00059	argA	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC00060	argB	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC00061	argC	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC00062	argD	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC00063	argF	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC00064	argG	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC00065	argI	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC00066	argR	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC00077	aroK	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC00080	aroP	+	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC00130	carA	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC00131	carB	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC00165	cvpA	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC00197	dacC	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC00341	ftsZ	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC00396	gltB	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC00397	gltD	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC00398	gltP	+	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC00445	hisP	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC00497	infB	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC00512	waaA	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC00539	lrp	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC00657	nusA	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC00691	pfkB	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC00733	pnp	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC00904	rpsO	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC01130	yffB	+	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC01158	truB	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC01159	rbfA	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC01160	rimP	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC01200	argH	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC01226	mukE	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC01242	hisL	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC01251	pyrL	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC01258	argE	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC01380	dps	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC01468	gltF	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC01506	stpA	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC01518	yaaU	+	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC01570	artP	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC01571	artI	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC01572	artQ	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC01573	artM	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC01574	artJ	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC01575	potF	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC01751	puuB	+	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC02022	hisJ	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC02023	hisQ	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC02498	metY	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC02899	mcaS	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC03065	ykgA	+	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC03327	lysO	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC03714	ydgI	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC03791	astE	+	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC03792	astB	+	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC03793	astD	+	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC03794	astA	+	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC03795	astC	+	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC03900	hchA	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC04021	yfcC	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC04121	eutS	+	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC04442	yraQ	+	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLIGNC04463	yhcC	-	C 
RDBECOLITFC00110	PspF	pspF	RDBECOLIGNC00766	pspA	+	C 
RDBECOLITFC00110	PspF	pspF	RDBECOLIGNC00767	pspB	+	C 
RDBECOLITFC00110	PspF	pspF	RDBECOLIGNC00768	pspC	+	C 
RDBECOLITFC00110	PspF	pspF	RDBECOLIGNC00769	pspD	+	C 
RDBECOLITFC00110	PspF	pspF	RDBECOLIGNC00770	pspE	+	C 
RDBECOLITFC00110	PspF	pspF	RDBECOLIGNC01858	pspG	+	C 
RDBECOLITFC00110	PspF	pspF	RDBECOLIGNC02214	pspF	-	C 
RDBECOLITFC00110	PspF	pspF	RDBECOLIGNC02772	pspH	+	C 
RDBECOLITFC00111	NorR	norR	RDBECOLIGNC02008	norR	-	C 
RDBECOLITFC00111	NorR	norR	RDBECOLIGNC02297	norW	+	C 
RDBECOLITFC00111	NorR	norR	RDBECOLIGNC04227	norV	+	C 
RDBECOLITFC00112	CreB	creB	RDBECOLIGNC00024	ackA	+	W 
RDBECOLITFC00112	CreB	creB	RDBECOLIGNC00141	creD	+	S 
RDBECOLITFC00112	CreB	creB	RDBECOLIGNC00546	malE	-	W 
RDBECOLITFC00112	CreB	creB	RDBECOLIGNC00547	malF	-	W 
RDBECOLITFC00112	CreB	creB	RDBECOLIGNC00548	malG	-	W 
RDBECOLITFC00112	CreB	creB	RDBECOLIGNC00679	parE	+	W 
RDBECOLITFC00112	CreB	creB	RDBECOLIGNC00819	recG	+	W 
RDBECOLITFC00112	CreB	creB	RDBECOLIGNC01655	cbrA	+	W 
RDBECOLITFC00112	CreB	creB	RDBECOLIGNC01663	cbrB	+	W 
RDBECOLITFC00112	CreB	creB	RDBECOLIGNC01728	talA	+	W 
RDBECOLITFC00112	CreB	creB	RDBECOLIGNC02339	nudF	+	W 
RDBECOLITFC00112	CreB	creB	RDBECOLIGNC02440	pta	+	W 
RDBECOLITFC00112	CreB	creB	RDBECOLIGNC02856	malH	-	W 
RDBECOLITFC00112	CreB	creB	RDBECOLIGNC04382	yqiA	+	W 
RDBECOLITFC00112	CreB	creB	RDBECOLIGNC04383	cpdA	+	W 
RDBECOLITFC00112	CreB	creB	RDBECOLIGNC04384	yqiB	+	W 
RDBECOLITFC00113	PaaX	paaX	RDBECOLIGNC03568	paaZ	-	C 
RDBECOLITFC00113	PaaX	paaX	RDBECOLIGNC03569	paaA	-	C 
RDBECOLITFC00113	PaaX	paaX	RDBECOLIGNC03570	paaB	-	C 
RDBECOLITFC00113	PaaX	paaX	RDBECOLIGNC03571	paaC	-	C 
RDBECOLITFC00113	PaaX	paaX	RDBECOLIGNC03572	paaD	-	C 
RDBECOLITFC00113	PaaX	paaX	RDBECOLIGNC03573	paaE	-	C 
RDBECOLITFC00113	PaaX	paaX	RDBECOLIGNC03574	paaF	-	C 
RDBECOLITFC00113	PaaX	paaX	RDBECOLIGNC03575	paaG	-	C 
RDBECOLITFC00113	PaaX	paaX	RDBECOLIGNC03576	paaH	-	C 
RDBECOLITFC00113	PaaX	paaX	RDBECOLIGNC03577	paaI	-	C 
RDBECOLITFC00113	PaaX	paaX	RDBECOLIGNC03578	paaJ	-	C 
RDBECOLITFC00113	PaaX	paaX	RDBECOLIGNC03579	paaK	-	C 
RDBECOLITFC00113	PaaX	paaX	RDBECOLIGNC03580	paaX	-	S 
RDBECOLITFC00113	PaaX	paaX	RDBECOLIGNC03581	paaY	-	S 
RDBECOLITFC00114	CytR	cytR	RDBECOLIGNC00133	cdd	-	S 
RDBECOLITFC00114	CytR	cytR	RDBECOLIGNC00194	cytR	-	C 
RDBECOLITFC00114	CytR	cytR	RDBECOLIGNC00213	deoA	-	C 
RDBECOLITFC00114	CytR	cytR	RDBECOLIGNC00214	deoB	-	C 
RDBECOLITFC00114	CytR	cytR	RDBECOLIGNC00215	deoC	-	C 
RDBECOLITFC00114	CytR	cytR	RDBECOLIGNC00216	deoD	-	C 
RDBECOLITFC00114	CytR	cytR	RDBECOLIGNC00656	nupG	-	S 
RDBECOLITFC00114	CytR	cytR	RDBECOLIGNC00747	ppiA	-	S 
RDBECOLITFC00114	CytR	cytR	RDBECOLIGNC00887	rpoH	-	S 
RDBECOLITFC00114	CytR	cytR	RDBECOLIGNC01023	tsx	-	S 
RDBECOLITFC00114	CytR	cytR	RDBECOLIGNC01033	udp	-	C 
RDBECOLITFC00114	CytR	cytR	RDBECOLIGNC01859	aphA	-	W 
RDBECOLITFC00114	CytR	cytR	RDBECOLIGNC01893	nupC	-	W 
RDBECOLITFC00114	CytR	cytR	RDBECOLIGNC03407	ycdZ	-	W 
RDBECOLITFC00115	MatA	matA	RDBECOLIGNC00313	flhC	-	S 
RDBECOLITFC00115	MatA	matA	RDBECOLIGNC00314	flhD	-	S 
RDBECOLITFC00115	MatA	matA	RDBECOLIGNC00315	fliC	-	S 
RDBECOLITFC00115	MatA	matA	RDBECOLIGNC01323	fliA	-	S 
RDBECOLITFC00115	MatA	matA	RDBECOLIGNC01324	fliZ	-	S 
RDBECOLITFC00115	MatA	matA	RDBECOLIGNC03059	ecpA	+	S 
RDBECOLITFC00115	MatA	matA	RDBECOLIGNC03060	matA	+	S 
RDBECOLITFC00115	MatA	matA	RDBECOLIGNC03888	tcyJ	-	S 
RDBECOLITFC00115	MatA	matA	RDBECOLIGNC04728	fliX	-	S 
RDBECOLITFC00116	BolA	bolA	RDBECOLIGNC00036	ampC	-+	W 
RDBECOLITFC00116	BolA	bolA	RDBECOLIGNC00197	dacC	-+	W 
RDBECOLITFC00116	BolA	bolA	RDBECOLIGNC00309	fimH	+	W 
RDBECOLITFC00116	BolA	bolA	RDBECOLIGNC00600	mreB	-	S 
RDBECOLITFC00116	BolA	bolA	RDBECOLIGNC00601	mreC	-	S 
RDBECOLITFC00116	BolA	bolA	RDBECOLIGNC00602	mreD	-	S 
RDBECOLITFC00116	BolA	bolA	RDBECOLIGNC01444	csgA	+	W 
RDBECOLITFC00116	BolA	bolA	RDBECOLIGNC03408	csgG	+	W 
RDBECOLITFC00116	BolA	bolA	RDBECOLIGNC03409	csgF	+	W 
RDBECOLITFC00116	BolA	bolA	RDBECOLIGNC03410	csgE	+	W 
RDBECOLITFC00116	BolA	bolA	RDBECOLIGNC03411	csgD	+	W 
RDBECOLITFC00117	RcsAB	rcsB;rcsA	RDBECOLIGNC00313	flhC	-	C 
RDBECOLITFC00117	RcsAB	rcsB;rcsA	RDBECOLIGNC00314	flhD	-	C 
RDBECOLITFC00117	RcsAB	rcsB;rcsA	RDBECOLIGNC00810	rcsA	+	W 
RDBECOLITFC00117	RcsAB	rcsB;rcsA	RDBECOLIGNC01848	yjbE	+	W 
RDBECOLITFC00117	RcsAB	rcsB;rcsA	RDBECOLIGNC01849	yjbF	+	W 
RDBECOLITFC00117	RcsAB	rcsB;rcsA	RDBECOLIGNC01850	yjbG	+	W 
RDBECOLITFC00117	RcsAB	rcsB;rcsA	RDBECOLIGNC01851	yjbH	+	W 
RDBECOLITFC00117	RcsAB	rcsB;rcsA	RDBECOLIGNC03408	csgG	-	W 
RDBECOLITFC00117	RcsAB	rcsB;rcsA	RDBECOLIGNC03409	csgF	-	W 
RDBECOLITFC00117	RcsAB	rcsB;rcsA	RDBECOLIGNC03410	csgE	-	W 
RDBECOLITFC00117	RcsAB	rcsB;rcsA	RDBECOLIGNC03411	csgD	-	W 
RDBECOLITFC00117	RcsAB	rcsB;rcsA	RDBECOLIGNC03946	wcaB	+	C 
RDBECOLITFC00117	RcsAB	rcsB;rcsA	RDBECOLIGNC03947	wcaA	+	W 
RDBECOLITFC00117	RcsAB	rcsB;rcsA	RDBECOLIGNC03948	wzc	+	W 
RDBECOLITFC00117	RcsAB	rcsB;rcsA	RDBECOLIGNC03949	wzb	+	W 
RDBECOLITFC00117	RcsAB	rcsB;rcsA	RDBECOLIGNC03950	wza	+	W 
RDBECOLITFC00118	YgiV	ygiV	RDBECOLIGNC03616	mcbR	-	S 
RDBECOLITFC00119	CaiF	caiF	RDBECOLIGNC01509	caiD	+	S 
RDBECOLITFC00119	CaiF	caiF	RDBECOLIGNC01510	caiC	+	S 
RDBECOLITFC00119	CaiF	caiF	RDBECOLIGNC01511	caiB	+	S 
RDBECOLITFC00119	CaiF	caiF	RDBECOLIGNC01512	caiA	+	S 
RDBECOLITFC00119	CaiF	caiF	RDBECOLIGNC01513	caiT	+	S 
RDBECOLITFC00119	CaiF	caiF	RDBECOLIGNC01514	fixA	+	S 
RDBECOLITFC00119	CaiF	caiF	RDBECOLIGNC01515	fixB	+	S 
RDBECOLITFC00119	CaiF	caiF	RDBECOLIGNC01516	fixC	+	S 
RDBECOLITFC00119	CaiF	caiF	RDBECOLIGNC01517	fixX	+	S 
RDBECOLITFC00119	CaiF	caiF	RDBECOLIGNC02325	caiE	+	S 
RDBECOLITFC00120	CusR	cusR	RDBECOLIGNC00173	cyoA	+	W 
RDBECOLITFC00120	CusR	cusR	RDBECOLIGNC00174	cyoB	+	W 
RDBECOLITFC00120	CusR	cusR	RDBECOLIGNC00175	cyoC	+	W 
RDBECOLITFC00120	CusR	cusR	RDBECOLIGNC00176	cyoD	+	W 
RDBECOLITFC00120	CusR	cusR	RDBECOLIGNC00177	cyoE	+	W 
RDBECOLITFC00120	CusR	cusR	RDBECOLIGNC02230	cusA	+	C 
RDBECOLITFC00120	CusR	cusR	RDBECOLIGNC03196	cusS	+	C 
RDBECOLITFC00120	CusR	cusR	RDBECOLIGNC03197	cusR	+	C 
RDBECOLITFC00120	CusR	cusR	RDBECOLIGNC03198	cusC	+	C 
RDBECOLITFC00120	CusR	cusR	RDBECOLIGNC03199	cusF	+	C 
RDBECOLITFC00120	CusR	cusR	RDBECOLIGNC03200	cusB	+	C 
RDBECOLITFC00120	CusR	cusR	RDBECOLIGNC03903	hiuH	+	C 
RDBECOLITFC00120	CusR	cusR	RDBECOLIGNC03904	msrP	+	C 
RDBECOLITFC00120	CusR	cusR	RDBECOLIGNC03905	msrQ	+	C 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC00130	carA	-	S 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC00131	carB	-	S 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC00165	cvpA	-	C 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC00364	gcvH	-	W 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC00377	glnB	-	S 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC00401	glyA	-	C 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC00413	guaA	-	S 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC00414	guaB	-	S 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC00764	prs	-	S 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC00780	purA	-	S 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC00781	purC	-	C 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC00782	purD	-	C 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC00783	purE	-	S 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC00784	purF	-	C 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC00785	purH	-	C 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC00786	purK	-	S 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC00787	purL	-	S 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC00788	purM	-	C 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC00789	purN	-	C 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC00790	purR	-	C 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC00796	pyrC	-	C 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC00797	pyrD	-	S 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC00947	speA	-	S 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC00948	speB	-	S 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC01032	ubiX	-	C 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC01284	purB	-	S 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC01296	codA	-	S 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC01297	codB	-	S 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC01315	hflD	-	S 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC01405	gcvT	-	W 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC01740	purT	-	C 
RDBECOLITFC00121	PurR	purR	RDBECOLIGNC01741	gcvP	-	W 
