1)regulatorId	2)regulatorName	3)RegulatorGeneName	4)regulatedId	5)regulatedName	6)function	7)confidenceLevel 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02471	gltV	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02472	gltW	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02479	hisR	-+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02480	ileT	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02481	ileU	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02482	ileV	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02486	leuT	-+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02505	proM	-+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02507	rrfA	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02508	rrfB	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02509	rrfC	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02510	rrfD	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02511	rrfE	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02512	rrfG	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02513	rrfH	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02514	rrlA	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02515	rrlB	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02516	rrlC	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02517	rrlD	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02518	rrlE	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02519	rrlG	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02520	rrlH	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02521	rrsA	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02522	rrsB	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02523	rrsC	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02524	rrsD	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02525	rrsE	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02526	rrsG	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02527	rrsH	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02528	rrfF	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02540	thrV	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02555	rplU	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02556	rpmA	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02674	sgrT	+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02759	idlP	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02760	ytiC	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02761	ytiD	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02864	csrB	+	S 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02877	csrC	+	S 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02882	rybB	+	S 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02905	isrC	+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02919	sroA	+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC02945	sgrS	+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC03481	hlyE	+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC03894	dsrA	+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC03923	flu	+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC04172	rseC	+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC04173	rseB	+	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC04453	obgE	-	W 
RDBECOLITFC00039	DksA	dksA	RDBECOLIGNC04661	iraD	-	W 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC00121	bolA	-	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC00127	cadA	-	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC00128	cadB	-	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC00129	cadC	-	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC00274	fadL	-	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC00313	flhC	-	W 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC00314	flhD	-	W 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC00455	htpX	-	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC00536	lpp	-	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC00546	malE	-	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC00636	narV	+	C 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC00637	narW	+	C 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC00639	narY	+	C 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC00640	narZ	+	C 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC00651	nmpC	-	C 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC00662	ompC	+	C 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC00663	ompF	-+	C 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC00743	potE	-	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC00952	speF	-	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC00997	tolC	+	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC01075	pdhR	+	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC01236	tsgA	+	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC01333	rob	+	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC01463	sra	-	W 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC01994	nuoN	-	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC02002	feoA	+	C 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC02003	feoB	+	C 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC02015	acrR	+	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC02016	ompX	+	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC02031	rhtA	+	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC02043	galP	-	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC02047	narU	+	C 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC02369	sstT	+	C 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC02420	feoC	+	C 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC02500	micF	+	C 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC02851	speFL	-	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC02871	omrA	+	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC02884	omrB	+	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC02929	ecnB	-	W 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC03001	fadE	+	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC03002	gmhA	+	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC03141	copA	-	W 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC03367	csgI	-	W 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC03395	pgaD	-	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC03396	pgaC	-	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC03397	pgaB	-	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC03398	pgaA	-	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC03408	csgG	+	C 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC03409	csgF	+	C 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC03410	csgE	+	C 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC03411	csgD	+	C 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC03730	dtpA	+	C 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC03865	yobB	-	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC03866	exoX	-	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC03867	znuA	+	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC04255	queE	+	S 
RDBECOLITFC00040	OmpR	ompR	RDBECOLIGNC04407	alx	-	S 
RDBECOLITFC00041	ChbR	chbR	RDBECOLIGNC00136	chbB	-+	S 
RDBECOLITFC00041	ChbR	chbR	RDBECOLIGNC00137	chbC	-+	S 
RDBECOLITFC00041	ChbR	chbR	RDBECOLIGNC00138	chbA	-+	S 
RDBECOLITFC00041	ChbR	chbR	RDBECOLIGNC00139	chbR	-+	S 
RDBECOLITFC00041	ChbR	chbR	RDBECOLIGNC00140	chbF	-+	S 
RDBECOLITFC00041	ChbR	chbR	RDBECOLIGNC02082	chbG	-+	S 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLIGNC00333	ftsA	+	S 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLIGNC00341	ftsZ	+	S 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLIGNC00671	osmB	+	W 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLIGNC00672	osmC	+	C 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLIGNC01363	hdeA	+	W 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLIGNC01364	hdeB	+	W 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLIGNC01365	yhiD	+	W 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLIGNC01445	gadB	+	W 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLIGNC01450	hdeD	+	W 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLIGNC01463	sra	+	S 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLIGNC01824	rpoE	+	C 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLIGNC02121	gadX	-	C 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLIGNC02211	rseA	+	C 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLIGNC02350	rarA	+	W 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLIGNC02563	gadA	-	C 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLIGNC02764	rseD	+	C 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLIGNC02867	rprA	+	S 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLIGNC02913	gadY	+	W 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLIGNC03334	lolA	+	W 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLIGNC03630	bdm	+	S 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLIGNC03640	gadC	+	W 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLIGNC03643	ydeO	+	W 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLIGNC03644	safA	+	W 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLIGNC03645	ydeP	+	S 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLIGNC04172	rseC	+	C 
RDBECOLITFC00042	RcsB	rcsB	RDBECOLIGNC04173	rseB	+	C 
RDBECOLITFC00043	YeiL	yeiL	RDBECOLIGNC01944	yeiL	+	W 
RDBECOLITFC00044	HypT	hypT	RDBECOLIGNC00168	cydA	+	S 
RDBECOLITFC00044	HypT	hypT	RDBECOLIGNC00169	cydB	+	S 
RDBECOLITFC00044	HypT	hypT	RDBECOLIGNC00184	cysH	+	W 
RDBECOLITFC00044	HypT	hypT	RDBECOLIGNC00280	fecA	-	W 
RDBECOLITFC00044	HypT	hypT	RDBECOLIGNC00281	fecB	-	W 
RDBECOLITFC00044	HypT	hypT	RDBECOLIGNC00282	fecC	-	W 
RDBECOLITFC00044	HypT	hypT	RDBECOLIGNC00283	fecD	-	W 
RDBECOLITFC00044	HypT	hypT	RDBECOLIGNC00284	fecE	-	W 
RDBECOLITFC00044	HypT	hypT	RDBECOLIGNC00574	metB	+	W 
RDBECOLITFC00044	HypT	hypT	RDBECOLIGNC00582	metL	+	W 
RDBECOLITFC00044	HypT	hypT	RDBECOLIGNC01459	metQ	+	S 
RDBECOLITFC00044	HypT	hypT	RDBECOLIGNC01567	metN	+	S 
RDBECOLITFC00044	HypT	hypT	RDBECOLIGNC01674	metI	+	S 
RDBECOLITFC00045	AccB	accB	RDBECOLIGNC00269	accB	-	W 
RDBECOLITFC00045	AccB	accB	RDBECOLIGNC00270	accC	-	W 
RDBECOLITFC00046	CspA	cspA	RDBECOLIGNC00416	gyrA	+	W 
RDBECOLITFC00046	CspA	cspA	RDBECOLIGNC00450	hns	+	S 
RDBECOLITFC00047	DecR	decR	RDBECOLIGNC02373	cyuP	+	S 
RDBECOLITFC00047	DecR	decR	RDBECOLIGNC04422	cyuA	+	S 
RDBECOLITFC00048	RcdA	rcdA	RDBECOLIGNC00972	sulA	-	C 
RDBECOLITFC00048	RcdA	rcdA	RDBECOLIGNC01586	ydeI	+	S 
RDBECOLITFC00048	RcdA	rcdA	RDBECOLIGNC01675	rsd	+	S 
RDBECOLITFC00048	RcdA	rcdA	RDBECOLIGNC02558	rmf	+	S 
RDBECOLITFC00048	RcdA	rcdA	RDBECOLIGNC03043	yagK	-	S 
RDBECOLITFC00048	RcdA	rcdA	RDBECOLIGNC03311	ybjI	-	C 
RDBECOLITFC00048	RcdA	rcdA	RDBECOLIGNC03312	ybjJ	-	C 
RDBECOLITFC00048	RcdA	rcdA	RDBECOLIGNC03313	rcdA	+	C 
RDBECOLITFC00048	RcdA	rcdA	RDBECOLIGNC03408	csgG	+	S 
RDBECOLITFC00048	RcdA	rcdA	RDBECOLIGNC03409	csgF	+	S 
RDBECOLITFC00048	RcdA	rcdA	RDBECOLIGNC03410	csgE	+	S 
RDBECOLITFC00048	RcdA	rcdA	RDBECOLIGNC03411	csgD	+	S 
RDBECOLITFC00048	RcdA	rcdA	RDBECOLIGNC03467	bluF	+	C 
RDBECOLITFC00048	RcdA	rcdA	RDBECOLIGNC03708	asr	+	S 
RDBECOLITFC00049	Ada	ada	RDBECOLIGNC00026	ada	-+	C 
RDBECOLITFC00049	Ada	ada	RDBECOLIGNC00034	alkB	-+	C 
RDBECOLITFC00049	Ada	ada	RDBECOLIGNC01199	alkA	+	C 
RDBECOLITFC00049	Ada	ada	RDBECOLIGNC01742	aidB	+	S 
RDBECOLITFC00050	GutM	gutM	RDBECOLIGNC00957	srlE	+	W 
RDBECOLITFC00050	GutM	gutM	RDBECOLIGNC00958	srlB	+	W 
RDBECOLITFC00050	GutM	gutM	RDBECOLIGNC00959	srlD	+	W 
RDBECOLITFC00050	GutM	gutM	RDBECOLIGNC00960	gutM	+	W 
RDBECOLITFC00050	GutM	gutM	RDBECOLIGNC00961	gutQ	+	W 
RDBECOLITFC00050	GutM	gutM	RDBECOLIGNC00962	srlR	+	W 
RDBECOLITFC00050	GutM	gutM	RDBECOLIGNC04699	srlA	+	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC00032	aldA	+	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC00086	aslB	+	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC00201	dapD	+	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC00272	fadA	-	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC00273	fadB	-	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC00274	fadL	-	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC00351	fumC	+	S 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC00562	map	+	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC00630	narG	+	S 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC00643	nfo	+	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC00842	rimK	+	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC00941	sodA	+	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC00997	tolC	+	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC01146	ygiB	+	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC01147	ygiC	+	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC01198	zwf	+	S 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC01235	nfsA	+	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC01295	acnA	+	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC01333	rob	-	C 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC01340	mltF	+	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC01348	glgS	+	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC01376	glnD	+	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC01385	inaA	+	S 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC01397	marA	+	C 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC01398	marR	+	C 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC01410	acs	-	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC01483	fadD	-	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC01546	marB	+	C 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC01644	acrA	+	S 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC01645	acrB	+	S 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC01867	actP	-	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC01868	yjcH	-	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC02032	mdtD	+	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC02187	yacH	+	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC02260	chaC	+	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC02331	yiaG	-	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC02341	mdaB	+	S 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC02390	ybjC	+	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC02500	micF	+	C 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC02559	nfsB	+	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC03265	acrZ	+	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC03291	ldtB	+	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC03292	ybiT	+	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC03316	ybjN	+	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC03597	ydcL	+	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC03795	astC	-	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC04005	elaB	-	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC04444	yhbO	-	W 
RDBECOLITFC00051	Rob	rob	RDBECOLIGNC04451	yhbW	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC00020	aceB	+	C 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC00028	adhE	+	C 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC00316	fliL	+	C 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC00317	fliM	+	C 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC00318	fliN	+	C 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC00361	epd	+	C 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC00384	glpA	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC00385	glpB	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC00386	glpC	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC00484	iclR	+	C 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC00568	mdh	-	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC00584	mglA	-	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC00585	mglB	-	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC00586	mglC	-	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC00690	pfkA	+	S 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC00778	ptsH	+	C 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC00815	recC	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC00831	fliD	+	S 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01136	ppdC	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01137	ygdB	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01138	ppdB	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01201	fliO	+	C 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01316	fliE	+	S 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01317	fliF	+	S 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01323	fliA	+	C 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01324	fliZ	+	C 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01354	fliS	+	S 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01355	fliT	+	S 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01503	hypF	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01504	hydN	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01596	fliG	+	S 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01597	fliH	+	S 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01676	nfrB	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01712	nrfA	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01869	nrfB	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01870	nrfC	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01871	nrfD	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01872	nrfE	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01873	nrfF	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01874	nrfG	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01897	fliP	+	C 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01898	fliQ	+	C 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01899	fliR	+	C 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01947	setB	+	C 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01961	ccmH	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01962	ccmG	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01963	ccmF	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01964	ccmE	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01965	ccmC	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01966	ccmB	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01967	ccmA	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01968	napC	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01969	napB	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01970	napH	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01971	napG	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01972	napA	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01973	napF	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC01983	ppdA	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC02039	napD	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC02060	ccmD	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC02129	pdeH	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC02344	gltJ	+	S 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC02345	gltK	+	S 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC02346	gltL	+	S 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC02921	sroC	+	S 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC02956	flgA	+	S 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC02957	flgB	+	C 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC02958	flgC	+	C 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC02959	flgD	+	C 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC02960	flgE	+	C 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC02961	flgF	+	C 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC02962	flgG	+	C 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC02963	flgH	+	C 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC02964	flgI	+	C 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC02965	flgJ	+	C 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC02966	flgM	+	S 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC02968	flhA	+	C 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC02970	fliI	+	S 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC02971	fliJ	+	S 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC02972	fliK	+	S 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC03235	gltI	+	S 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC03413	csgC	+	W 
RDBECOLITFC00052	FlhDC	flhD;flhC	RDBECOLIGNC03414	ymdA	+	W 
