uniprot_protein_id	go_term	qualifier
P76015	GO:0005829	located_in
P76015	GO:0005829	located_in
P76015	GO:1990234	part_of
P76016	GO:0006351	acts_upstream_of_or_within
P76016	GO:0006355	acts_upstream_of_or_within
P76016	GO:0000166	enables
P76016	GO:0000987	enables
P76016	GO:0001216	enables
P76016	GO:0003677	enables
P76016	GO:0005515	enables
P76016	GO:0005515	enables
P76016	GO:0005515	enables
P76016	GO:0005524	enables
P76016	GO:0043565	enables
P76016	GO:0006071	involved_in
P76016	GO:0006355	involved_in
P76016	GO:0045893	involved_in
P76016	GO:0032993	part_of
P76017	GO:0043708	acts_upstream_of_or_within
P76017	GO:0007155	involved_in
P76017	GO:0019867	located_in
P76017	GO:0019867	located_in
P76027	GO:0015834	acts_upstream_of_or_within
P76027	GO:0000166	enables
P76027	GO:0005515	enables
P76027	GO:0005515	enables
P76027	GO:0005524	enables
P76027	GO:0005524	enables
P76027	GO:0015640	enables
P76027	GO:0015640	enables
P76027	GO:0016887	enables
P76027	GO:0015031	involved_in
P76027	GO:0015833	involved_in
P76027	GO:0055085	involved_in
P76027	GO:0140205	involved_in
P76027	GO:0140207	involved_in
P76027	GO:0005886	located_in
P76027	GO:0016020	located_in
P76027	GO:0016020	located_in
P76027	GO:0016020	located_in
P76027	GO:0055052	part_of
P76027	GO:0055052	part_of
P76034	GO:0006355	acts_upstream_of_or_within
P76034	GO:0006974	acts_upstream_of_or_within
P76034	GO:0000987	enables
P76034	GO:0003677	enables
P76034	GO:0003700	enables
P76034	GO:0098531	enables
P76034	GO:0006355	involved_in
P76034	GO:0006355	involved_in
P76034	GO:0005829	located_in
P76034	GO:0005829	located_in
P76037	GO:0006974	acts_upstream_of_or_within
P76037	GO:0009447	acts_upstream_of_or_within
P76037	GO:0015847	acts_upstream_of_or_within
P76037	GO:0015293	enables
P76037	GO:0015295	enables
P76037	GO:0015295	enables
P76037	GO:0015489	enables
P76037	GO:0015489	enables
P76037	GO:0022857	enables
P76037	GO:0006865	involved_in
P76037	GO:0009447	involved_in
P76037	GO:0055085	involved_in
P76037	GO:1902600	involved_in
P76037	GO:0005886	is_active_in
P76037	GO:0005886	located_in
P76037	GO:0005886	located_in
P76037	GO:0005886	located_in
P76037	GO:0016020	located_in
P76038	GO:0009447	acts_upstream_of_or_within
P76038	GO:0016787	enables
P76038	GO:0016811	enables
P76038	GO:0033969	enables
P76038	GO:0033969	enables
P76038	GO:0033969	enables
P76038	GO:0006598	involved_in
P76038	GO:0009447	involved_in
P76041	GO:0016740	enables
P76041	GO:0016757	enables
P76041	GO:0110068	enables
P76041	GO:0110068	enables
P76041	GO:0005975	involved_in
P76042	GO:0015574	enables
P76042	GO:0015771	involved_in
P76042	GO:0055085	involved_in
P76042	GO:0005886	is_active_in
P76042	GO:0005886	located_in
P76042	GO:0016020	located_in
P76042	GO:0030288	located_in
P76042	GO:0042597	located_in
P76042	GO:0055052	part_of
P76043	GO:0008270	enables
P76043	GO:0016491	enables
P76043	GO:0016491	enables
P76043	GO:0016616	enables
P76043	GO:0046872	enables
P76044	GO:0016853	enables
P76044	GO:0016857	enables
P76044	GO:0030145	enables
P76044	GO:0042802	enables
P76044	GO:0046872	enables
P76044	GO:0005829	located_in
P76045	GO:0034219	acts_upstream_of_or_within
P76045	GO:0034219	acts_upstream_of_or_within
P76045	GO:0015288	enables
P76045	GO:0015288	enables
P76045	GO:0015478	enables
P76045	GO:0015481	enables
P76045	GO:0006811	involved_in
P76045	GO:0015768	involved_in
P76045	GO:0015772	involved_in
P76045	GO:0009279	located_in
P76045	GO:0009279	located_in
P76045	GO:0009279	located_in
P76045	GO:0016020	located_in
P76045	GO:0046930	part_of
P76046	GO:0000166	enables
P76046	GO:0003924	enables
P76046	GO:0003924	enables
P76046	GO:0005525	enables
P76046	GO:0005525	enables
P76046	GO:0016787	enables
P76046	GO:0019003	enables
P76049	GO:0051301	acts_upstream_of_or_within
P76049	GO:0005515	enables
P76049	GO:0016787	enables
P76052	GO:0046657	acts_upstream_of_or_within
P76052	GO:0005515	enables
P76052	GO:0016787	enables
P76052	GO:0016805	enables
P76052	GO:0046982	enables
P76052	GO:0071713	enables
P76052	GO:0071713	enables
P76052	GO:0071713	enables
P76052	GO:0046657	involved_in
P76052	GO:0046657	involved_in
P76052	GO:0005737	is_active_in
P76052	GO:0005737	located_in
P76052	GO:0005737	located_in
P76052	GO:1902494	part_of
P76053	GO:0003677	enables
P76053	GO:0003677	enables
P76053	GO:0004518	enables
P76053	GO:0004519	enables
P76053	GO:0004520	enables
P76053	GO:0004520	enables
P76053	GO:0016787	enables
P76053	GO:0006259	involved_in
P76055	GO:0006400	acts_upstream_of_or_within
P76055	GO:0034227	acts_upstream_of_or_within
P76055	GO:0000049	enables
P76055	GO:0000166	enables
P76055	GO:0000287	enables
P76055	GO:0003723	enables
P76055	GO:0005524	enables
P76055	GO:0016740	enables
P76055	GO:0016783	enables
P76055	GO:0016783	enables
P76055	GO:0016783	enables
P76055	GO:0042803	enables
P76055	GO:0046872	enables
P76055	GO:0051536	enables
P76055	GO:0051539	enables
P76055	GO:0051539	enables
P76055	GO:0008033	involved_in
P76055	GO:0034227	involved_in
P76055	GO:0034227	involved_in
P76055	GO:0005829	is_active_in
P76055	GO:0005737	located_in
P76055	GO:0005829	located_in
P76056	GO:0003677	enables
P76056	GO:0009009	enables
P76056	GO:0006310	involved_in
P76056	GO:0006310	involved_in
P76056	GO:0007059	involved_in
P76056	GO:0015074	involved_in
P76056	GO:0044826	involved_in
P76056	GO:0046718	involved_in
P76056	GO:0075713	involved_in
P76057	GO:0032359	acts_upstream_of_or_within
P76057	GO:1990837	enables
P76062	GO:2000143	acts_upstream_of_or_within
P76062	GO:0001217	enables
P76062	GO:0003677	enables
P76063	GO:0003677	enables
P76064	GO:0043093	acts_upstream_of_or_within
P76066	GO:0005515	enables
P76069	GO:0005515	enables
P76069	GO:0005515	enables
P76069	GO:0005515	enables
P76071	GO:0045893	acts_upstream_of_or_within
P76071	GO:0003677	enables
P76071	GO:0004803	enables
P76071	GO:0004803	enables
P76071	GO:0006310	involved_in
P76071	GO:0006313	involved_in
P76071	GO:0006313	involved_in
P76071	GO:0032196	involved_in
P76071	GO:0005829	is_active_in
P76071	GO:0005829	located_in
P76072	GO:0005198	enables
P76073	GO:0009409	acts_upstream_of_or_within
P76076	GO:0042597	located_in
P76077	GO:0005515	enables
P76077	GO:0016491	enables
P76077	GO:0097266	enables
P76077	GO:0010124	involved_in
P76077	GO:0010124	involved_in
P76077	GO:0010124	involved_in
P76077	GO:0010124	involved_in
P76077	GO:0005829	is_active_in
P76077	GO:0005829	located_in
P76077	GO:0062077	part_of
P76078	GO:0005515	enables
P76078	GO:0010124	involved_in
P76078	GO:0010124	involved_in
P76078	GO:0010124	involved_in
P76078	GO:0005829	located_in
P76078	GO:0062077	part_of
P76079	GO:0005515	enables
P76079	GO:0005515	enables
P76079	GO:0005515	enables
P76079	GO:0010124	involved_in
P76079	GO:0010124	involved_in
P76079	GO:0010124	involved_in
P76079	GO:0010124	involved_in
P76079	GO:0005829	is_active_in
P76079	GO:0005829	located_in
P76079	GO:0005829	located_in
P76079	GO:0062077	part_of
P76080	GO:0010124	involved_in
P76080	GO:0010124	involved_in
P76081	GO:0016491	enables
P76081	GO:0016491	enables
P76081	GO:0046872	enables
P76081	GO:0050660	enables
P76081	GO:0050660	enables
P76081	GO:0050660	enables
P76081	GO:0051536	enables
P76081	GO:0051537	enables
P76081	GO:0051537	enables
P76081	GO:0051537	enables
P76081	GO:0010124	involved_in
P76081	GO:0010124	involved_in
P76081	GO:0010124	involved_in
P76081	GO:0005829	located_in
P76081	GO:0062077	part_of
P76082	GO:0010124	acts_upstream_of_or_within
P76082	GO:0003824	enables
P76082	GO:0004300	enables
P76082	GO:0004300	enables
P76082	GO:0005515	enables
P76082	GO:0005515	enables
P76082	GO:0016829	enables
P76082	GO:0016836	enables
P76082	GO:0018812	enables
P76082	GO:0042802	enables
P76082	GO:0006629	involved_in
P76082	GO:0006631	involved_in
P76082	GO:0006635	involved_in
P76082	GO:0010124	involved_in
P76082	GO:0010124	involved_in
P76082	GO:1902494	part_of
P76083	GO:0010124	acts_upstream_of_or_within
P76083	GO:0003857	enables
P76083	GO:0008691	enables
P76083	GO:0008691	enables
P76083	GO:0008691	enables
P76083	GO:0016491	enables
P76083	GO:0016616	enables
P76083	GO:0070403	enables
P76083	GO:0006631	involved_in
P76083	GO:0006635	involved_in
P76083	GO:0010124	involved_in
P76083	GO:0010124	involved_in
P76083	GO:0032787	involved_in
P76084	GO:0016289	enables
P76084	GO:0016289	enables
P76084	GO:0016289	enables
P76084	GO:0016787	enables
P76084	GO:0016790	enables
P76084	GO:0010124	involved_in
P76085	GO:0000166	enables
P76085	GO:0005524	enables
P76085	GO:0016405	enables
P76085	GO:0016874	enables
P76085	GO:0047475	enables
P76085	GO:0047475	enables
P76085	GO:0047475	enables
P76085	GO:0047475	enables
P76085	GO:0010124	involved_in
P76085	GO:0010124	involved_in
P76085	GO:0010124	involved_in
P76086	GO:0006351	acts_upstream_of_or_within
P76086	GO:0006351	acts_upstream_of_or_within
P76086	GO:2000143	acts_upstream_of_or_within
P76086	GO:0000976	enables
P76086	GO:0003677	enables
P76086	GO:0005515	enables
P76086	GO:0005515	enables
P76086	GO:0006351	involved_in
P76086	GO:0006351	involved_in
P76086	GO:0010124	involved_in
P76086	GO:0010124	involved_in
P76090	GO:0016780	enables
P76090	GO:0008654	involved_in
P76090	GO:0005886	located_in
P76090	GO:0005886	located_in
P76090	GO:0016020	located_in
P76091	GO:0009273	acts_upstream_of_or_within
P76091	GO:0016740	enables
P76091	GO:0016772	enables
P76091	GO:0009273	involved_in
P76091	GO:0005886	is_active_in
P76091	GO:0005886	located_in
P76091	GO:0005886	located_in
P76091	GO:0005886	located_in
P76091	GO:0016020	located_in
P76092	GO:0005515	enables
P76092	GO:0005515	enables
P76092	GO:0005515	enables
P76092	GO:0005515	enables
P76092	GO:0005515	enables
P76092	GO:0005515	enables
P76092	GO:0005515	enables
P76092	GO:0005515	enables
P76092	GO:0005515	enables
P76092	GO:0016298	enables
P76092	GO:0016020	is_active_in
P76093	GO:0004721	enables
P76093	GO:0005515	enables
P76093	GO:0005515	enables
P76093	GO:0016787	enables
P76093	GO:0005886	is_active_in
P76093	GO:0005886	located_in
P76093	GO:0005886	located_in
P76093	GO:0016020	located_in
P76097	GO:0016491	enables
P76097	GO:0046872	enables
P76097	GO:0051213	enables
P76100	GO:0003977	enables
P76100	GO:0016740	enables
P76100	GO:0016746	enables
P76100	GO:0016779	enables
P76100	GO:0019134	enables
P76100	GO:0006048	involved_in
P76100	GO:0005829	is_active_in
P76102	GO:0003677	enables
P76102	GO:0004518	enables
P76102	GO:0004519	enables
P76102	GO:0016787	enables
P76102	GO:0046872	enables
P76102	GO:0006310	involved_in
P76102	GO:0032196	involved_in
P76103	GO:0042925	enables
P76103	GO:0042919	involved_in
P76103	GO:0005886	is_active_in
P76103	GO:0005886	located_in
P76103	GO:0005886	located_in
P76103	GO:0016020	located_in
P76104	GO:0000154	acts_upstream_of_or_within
P76104	GO:0005515	enables
P76104	GO:0005515	enables
P76104	GO:0006364	involved_in
P76106	GO:0003723	enables
P76106	GO:0003729	enables
P76106	GO:0004518	enables
P76106	GO:0004519	enables
P76106	GO:0004521	enables
P76106	GO:0005515	enables
P76106	GO:0016787	enables
P76106	GO:0006355	involved_in
P76106	GO:0006402	involved_in
P76106	GO:0040008	involved_in
P76106	GO:0110001	part_of
P76108	GO:0009290	acts_upstream_of_or_within
P76108	GO:0042619	acts_upstream_of_or_within
P76108	GO:0042619	acts_upstream_of_or_within
P76108	GO:0016740	enables
P76108	GO:0016746	enables
P76108	GO:0019808	enables
P76108	GO:0019809	enables
P76108	GO:0019810	enables
P76108	GO:0015846	involved_in
P76108	GO:0015847	involved_in
P76108	GO:0042619	involved_in
P76108	GO:0055085	involved_in
P76108	GO:0030288	is_active_in
P76108	GO:0016020	located_in
P76108	GO:0030288	located_in
P76108	GO:0030288	located_in
P76108	GO:0030288	located_in
P76108	GO:0042597	located_in
P76108	GO:0055052	part_of
P76111	GO:0071978	acts_upstream_of_or_within
P76111	GO:0005515	enables
P76111	GO:0098659	involved_in
P76111	GO:0005886	is_active_in
P76111	GO:0005886	located_in
P76111	GO:0005886	located_in
P76111	GO:0016020	located_in
P76112	GO:0016740	enables
P76112	GO:0016746	enables
P76112	GO:0016747	enables
P76112	GO:0016747	enables
P76112	GO:0103045	enables
P76113	GO:0016491	enables
P76113	GO:0016628	enables
P76113	GO:0052849	enables
P76114	GO:0045892	acts_upstream_of_or_within
P76114	GO:0000987	enables
P76114	GO:0003677	enables
P76114	GO:0003700	enables
P76114	GO:0003700	enables
P76114	GO:0003700	enables
P76114	GO:0005515	enables
P76114	GO:0006355	involved_in
P76114	GO:0006355	involved_in
P76115	GO:0015343	enables
P76115	GO:0015344	enables
P76115	GO:0038023	enables
P76115	GO:0015891	involved_in
P76115	GO:0030003	involved_in
P76115	GO:0033214	involved_in
P76115	GO:0044718	involved_in
P76115	GO:0009279	is_active_in
P76115	GO:0009279	located_in
P76115	GO:0009279	located_in
P76115	GO:0009279	located_in
P76115	GO:0016020	located_in
P76115	GO:0016020	located_in
P76115	GO:1902495	part_of
P76116	GO:0003677	enables
P76116	GO:0030288	located_in
P76117	GO:0042542	acts_upstream_of_or_within
P76117	GO:0004364	enables
P76117	GO:0016740	enables
P76117	GO:0005737	is_active_in
P76119	GO:0003677	enables
P76119	GO:0004803	enables
P76119	GO:0006310	involved_in
P76119	GO:0006313	involved_in
P76119	GO:0032196	involved_in
P76121	GO:0010181	enables
P76121	GO:0016646	enables
P76127	GO:1902210	acts_upstream_of_or_within
P76128	GO:1904680	enables
P76128	GO:0015031	involved_in
P76128	GO:0015833	involved_in
P76128	GO:0042938	involved_in
P76128	GO:0042938	involved_in
P76128	GO:0055085	involved_in
P76128	GO:0030288	is_active_in
P76128	GO:0016020	located_in
P76128	GO:0030288	located_in
P76128	GO:0042597	located_in
P76128	GO:0043190	part_of
P76128	GO:0055052	part_of
P76129	GO:0070482	acts_upstream_of_or_within
P76129	GO:0000287	enables
P76129	GO:0005515	enables
P76129	GO:0016787	enables
P76129	GO:0019826	enables
P76129	GO:0020037	enables
P76129	GO:0042803	enables
P76129	GO:0046872	enables
P76129	GO:0071111	enables
P76129	GO:0071111	enables
P76129	GO:0071111	enables
P76129	GO:0070482	involved_in
P76129	GO:1900190	involved_in
P76129	GO:0005886	is_active_in
P76134	GO:0006974	acts_upstream_of_or_within
P76134	GO:0051604	acts_upstream_of_or_within
P76134	GO:0003824	enables
P76134	GO:0016491	enables
P76134	GO:0046872	enables
P76134	GO:0051536	enables
P76134	GO:0051539	enables
P76135	GO:0006351	acts_upstream_of_or_within
P76135	GO:0006351	acts_upstream_of_or_within
P76135	GO:0006351	acts_upstream_of_or_within
P76135	GO:0006351	acts_upstream_of_or_within
P76135	GO:0045893	acts_upstream_of_or_within
P76135	GO:0000976	enables
P76135	GO:0003677	enables
P76135	GO:0003700	enables
P76135	GO:0003700	enables
P76135	GO:0003700	enables
P76135	GO:0003700	enables
P76135	GO:0043565	enables
P76135	GO:0006355	involved_in
P76135	GO:0006355	involved_in
P76136	GO:0010447	acts_upstream_of_or_within
P76136	GO:0010447	acts_upstream_of_or_within
P76136	GO:0005515	enables
P76136	GO:0005886	located_in
P76136	GO:0005886	located_in
P76136	GO:0016020	located_in
P76137	GO:0015473	enables
P76137	GO:0015473	enables
P76137	GO:0009297	involved_in
P76137	GO:0009297	involved_in
P76137	GO:0055085	involved_in
P76137	GO:0009279	is_active_in
P76137	GO:0016020	located_in
P76138	GO:0003677	enables
P76138	GO:0003700	enables
P76138	GO:0043565	enables
P76138	GO:0006355	involved_in
P76141	GO:0006351	acts_upstream_of_or_within
P76141	GO:0009408	acts_upstream_of_or_within
P76141	GO:2000142	acts_upstream_of_or_within
P76141	GO:0000987	enables
P76141	GO:0000987	enables
P76141	GO:0003677	enables
P76141	GO:0030246	enables
P76141	GO:0042802	enables
P76141	GO:2000142	involved_in
P76141	GO:0005737	located_in
P76141	GO:0005829	located_in
P76142	GO:0009372	involved_in
P76142	GO:0055085	involved_in
P76142	GO:0055085	involved_in
P76142	GO:1905887	involved_in
P76142	GO:1905887	involved_in
P76142	GO:0016020	located_in
P76142	GO:0042597	located_in
P76142	GO:0043190	part_of
P76142	GO:0055052	part_of
P76143	GO:0004332	enables
P76143	GO:0016740	enables
P76143	GO:0016747	enables
P76143	GO:0016747	enables
P76143	GO:0016747	enables
P76143	GO:0016829	enables
P76143	GO:0005737	located_in
P76145	GO:0008168	enables
P76145	GO:0016740	enables
P76145	GO:0030798	enables
P76145	GO:0030798	enables
P76145	GO:0030798	enables
P76145	GO:0030798	enables
P76145	GO:0032259	involved_in
P76145	GO:0005829	is_active_in
P76145	GO:0005737	located_in
P76145	GO:0005829	located_in
P76146	GO:0071978	acts_upstream_of_or_within
P76146	GO:0005247	enables
P76146	GO:0005254	enables
P76146	GO:0006811	involved_in
P76146	GO:1902476	involved_in
P76146	GO:0005886	is_active_in
P76146	GO:0005886	located_in
P76146	GO:0005886	located_in
P76146	GO:0016020	located_in
P76147	GO:1902021	acts_upstream_of_or_within
P76147	GO:0000166	enables
P76147	GO:0005525	enables
P76147	GO:0016740	enables
P76147	GO:0046872	enables
P76147	GO:0052621	enables
P76147	GO:0052621	enables
P76147	GO:0043709	involved_in
P76147	GO:1902201	involved_in
P76147	GO:0005886	is_active_in
P76147	GO:0005886	located_in
P76147	GO:0005886	located_in
P76147	GO:0016020	located_in
P76149	GO:0006527	acts_upstream_of_or_within
P76149	GO:0009447	acts_upstream_of_or_within
P76149	GO:0009447	acts_upstream_of_or_within
P76149	GO:0009450	acts_upstream_of_or_within
P76149	GO:0009450	acts_upstream_of_or_within
P76149	GO:0009450	acts_upstream_of_or_within
P76149	GO:0004030	enables
P76149	GO:0004777	enables
P76149	GO:0004777	enables
P76149	GO:0004777	enables
P76149	GO:0004777	enables
P76149	GO:0009013	enables
P76149	GO:0009013	enables
P76149	GO:0009013	enables
P76149	GO:0009013	enables
P76149	GO:0016491	enables
P76149	GO:0016620	enables
P76149	GO:0036243	enables
P76149	GO:0042803	enables
P76149	GO:0006099	involved_in
P76149	GO:0009447	involved_in
P76149	GO:0009450	involved_in
P76149	GO:0070458	involved_in
P76154	GO:0009409	acts_upstream_of_or_within
P76159	GO:0003796	enables
P76159	GO:0003796	enables
P76159	GO:0003824	enables
P76159	GO:0016787	enables
P76159	GO:0016798	enables
P76159	GO:0009253	involved_in
P76159	GO:0016998	involved_in
P76159	GO:0031640	involved_in
P76159	GO:0042742	involved_in
P76160	GO:0005515	enables
P76161	GO:0003677	enables
P76161	GO:0006355	involved_in
P76161	GO:0031564	involved_in
P76168	GO:0003677	enables
P76168	GO:0005515	enables
P76168	GO:0005515	enables
P76168	GO:0009009	enables
P76168	GO:0006310	involved_in
P76168	GO:0006310	involved_in
P76168	GO:0007059	involved_in
P76168	GO:0015074	involved_in
P76168	GO:0044826	involved_in
P76168	GO:0046718	involved_in
P76168	GO:0075713	involved_in
P76169	GO:0005886	is_active_in
P76169	GO:0005886	located_in
P76169	GO:0005886	located_in
P76169	GO:0016020	located_in
P76170	GO:0005515	enables
P76170	GO:0009279	located_in
P76170	GO:0009279	located_in
P76173	GO:0009389	enables
P76173	GO:0016491	enables
P76173	GO:0009061	involved_in
P76173	GO:0009061	involved_in
P76173	GO:0019645	involved_in
P76173	GO:0005886	is_active_in
P76173	GO:0005886	located_in
P76173	GO:0005886	located_in
P76173	GO:0016020	located_in
P76173	GO:0009390	part_of
P76173	GO:1990204	part_of
P76175	GO:0071468	acts_upstream_of_or_within
P76175	GO:1902476	acts_upstream_of_or_within
P76175	GO:0005247	enables
P76175	GO:0005254	enables
P76175	GO:0005254	enables
P76175	GO:0015108	enables
P76175	GO:0006811	involved_in
P76175	GO:0006821	involved_in
P76175	GO:0010447	involved_in
P76175	GO:0034220	involved_in
P76175	GO:0055085	involved_in
P76175	GO:1902476	involved_in
P76175	GO:0005886	is_active_in
P76175	GO:0005886	located_in
P76175	GO:0005886	located_in
P76175	GO:0016020	located_in
P76175	GO:0034702	part_of
P76175	GO:0034707	part_of
P76176	GO:0004252	enables
P76176	GO:0008233	enables
P76176	GO:0008236	enables
P76176	GO:0016787	enables
P76176	GO:0006508	involved_in
P76177	GO:0006950	involved_in
P76180	GO:0005886	located_in
P76180	GO:0005886	located_in
P76180	GO:0016020	located_in
P76182	GO:0016651	enables
P76182	GO:0022900	involved_in
P76182	GO:0055085	involved_in
P76182	GO:0005886	is_active_in
P76182	GO:0005886	located_in
P76182	GO:0005886	located_in
P76182	GO:0016020	located_in
P76182	GO:0098797	part_of
P76182	GO:1990204	part_of
P76185	GO:0022857	enables
P76185	GO:0022857	enables
P76185	GO:0055085	involved_in
P76185	GO:0055085	involved_in
P76185	GO:0005886	located_in
P76185	GO:0016020	located_in
P76186	GO:0022857	enables
P76186	GO:0055085	involved_in
P76186	GO:0005886	is_active_in
P76186	GO:0005886	located_in
P76186	GO:0005886	located_in
P76186	GO:0016020	located_in
P76187	GO:0016491	enables
P76187	GO:0005829	is_active_in
P76187	GO:0005829	located_in
P76190	GO:0000270	acts_upstream_of_or_within
P76190	GO:0004175	enables
P76190	GO:0004175	enables
P76190	GO:0008233	enables
P76190	GO:0008234	enables
P76190	GO:0016787	enables
P76190	GO:0000270	involved_in
P76190	GO:0006508	involved_in
P76190	GO:0045227	involved_in
P76190	GO:0071555	involved_in
P76192	GO:0009055	enables
P76192	GO:0016491	enables
P76192	GO:0016625	enables
P76192	GO:0043546	enables
P76192	GO:0046872	enables
P76192	GO:0051536	enables
P76192	GO:0051536	enables
P76192	GO:0051539	enables
P76193	GO:0009252	acts_upstream_of_or_within
P76193	GO:0009252	acts_upstream_of_or_within
P76193	GO:0016740	enables
P76193	GO:0016757	enables
P76193	GO:0016787	enables
P76193	GO:0071972	enables
P76193	GO:0071972	enables
P76193	GO:0071972	enables
P76193	GO:0071972	enables
P76193	GO:0008360	involved_in
P76193	GO:0009252	involved_in
P76193	GO:0018104	involved_in
P76193	GO:0071555	involved_in
P76193	GO:0042597	located_in
P76194	GO:0006979	acts_upstream_of_or_within
P76194	GO:0006979	acts_upstream_of_or_within
P76194	GO:0005515	enables
P76194	GO:0005515	enables
P76194	GO:0005515	enables
P76194	GO:0008047	enables
P76194	GO:0008047	enables
P76194	GO:0097163	enables
P76194	GO:0097163	enables
P76194	GO:0097163	enables
P76194	GO:0006790	involved_in
P76194	GO:0016226	involved_in
P76194	GO:0031163	involved_in
P76194	GO:0005737	located_in
P76194	GO:1990228	part_of
P76194	GO:1990228	part_of
P76196	GO:0003677	enables
P76197	GO:0022857	enables
P76197	GO:0055085	involved_in
P76197	GO:0016020	is_active_in
P76197	GO:0005886	located_in
P76197	GO:0005886	located_in
P76197	GO:0016020	located_in
P76198	GO:0022857	enables
P76198	GO:0055085	involved_in
P76198	GO:0016020	is_active_in
P76198	GO:0005886	located_in
P76198	GO:0005886	located_in
P76198	GO:0016020	located_in
P76201	GO:0006974	acts_upstream_of_or_within
P76201	GO:0009055	enables
P76201	GO:0009055	enables
P76204	GO:1902201	acts_upstream_of_or_within
P76204	GO:0071111	enables
P76204	GO:0071111	enables
P76204	GO:1900190	involved_in
P76204	GO:0005886	is_active_in
P76206	GO:0009279	located_in
P76208	GO:0005886	located_in
P76208	GO:0005886	located_in
P76208	GO:0005886	located_in
P76208	GO:0016020	located_in
P76213	GO:0006974	acts_upstream_of_or_within
P76213	GO:0009432	acts_upstream_of_or_within
P76213	GO:0004518	enables
P76213	GO:0004520	enables
P76213	GO:0005515	enables
P76213	GO:0005515	enables
P76213	GO:0016787	enables
P76213	GO:0006281	involved_in
P76213	GO:0006289	involved_in
P76213	GO:0006289	involved_in
P76213	GO:0006974	involved_in
P76213	GO:0006974	involved_in
P76213	GO:0009432	involved_in
P76213	GO:0009380	part_of
P76214	GO:0070417	acts_upstream_of_or_within
P76215	GO:0005515	enables
P76215	GO:0008270	enables
P76215	GO:0009017	enables
P76215	GO:0009017	enables
P76215	GO:0016787	enables
P76215	GO:0016788	enables
P76215	GO:0016811	enables
P76215	GO:0046872	enables
P76215	GO:0006525	involved_in
P76215	GO:0019544	involved_in
P76215	GO:0019545	involved_in
P76216	GO:0006527	acts_upstream_of_or_within
P76216	GO:0009015	enables
P76216	GO:0009015	enables
P76216	GO:0009015	enables
P76216	GO:0016787	enables
P76216	GO:0042803	enables
P76216	GO:0006525	involved_in
P76216	GO:0006527	involved_in
P76216	GO:0006527	involved_in
P76216	GO:0019544	involved_in
P76216	GO:0019545	involved_in
P76217	GO:0004029	enables
P76217	GO:0004030	enables
P76217	GO:0004777	enables
P76217	GO:0005515	enables
P76217	GO:0016491	enables
P76217	GO:0016620	enables
P76217	GO:0043824	enables
P76217	GO:0006525	involved_in
P76217	GO:0006527	involved_in
P76217	GO:0019544	involved_in
P76217	GO:0019545	involved_in
P76219	GO:0005886	located_in
P76219	GO:0005886	located_in
P76219	GO:0016020	located_in
P76220	GO:0005829	located_in
P76221	GO:0005886	is_active_in
P76221	GO:0005886	located_in
P76221	GO:0005886	located_in
P76221	GO:0005886	located_in
P76221	GO:0016020	located_in
P76222	GO:0051920	enables
P76222	GO:0098869	involved_in
P76223	GO:0055085	involved_in
P76223	GO:0016020	located_in
P76223	GO:0030288	located_in
P76223	GO:0055052	part_of
P76224	GO:0055085	involved_in
P76224	GO:0055085	involved_in
P76224	GO:0005886	is_active_in
P76224	GO:0005886	located_in
P76224	GO:0005886	located_in
P76224	GO:0016020	located_in
P76224	GO:0016020	located_in
P76224	GO:0043190	part_of
P76224	GO:0055052	part_of
P76226	GO:0016740	enables
P76226	GO:0016780	enables
P76226	GO:0008654	involved_in
P76226	GO:0005886	located_in
P76226	GO:0005886	located_in
P76226	GO:0016020	located_in
P76228	GO:0005886	located_in
P76228	GO:0005886	located_in
P76228	GO:0016020	located_in
P76230	GO:0022857	enables
P76230	GO:0055085	involved_in
P76230	GO:0005886	located_in
P76230	GO:0005886	located_in
P76230	GO:0016020	located_in
P76234	GO:0051596	acts_upstream_of_or_within
P76234	GO:0016491	enables
P76234	GO:0016491	enables
P76234	GO:0016491	enables
P76236	GO:1902201	acts_upstream_of_or_within
P76236	GO:0000166	enables
P76236	GO:0005515	enables
P76236	GO:0005515	enables
P76236	GO:0005525	enables
P76236	GO:0016740	enables
P76236	GO:0046872	enables
P76236	GO:0052621	enables
P76236	GO:0052621	enables
P76236	GO:0043709	involved_in
P76236	GO:1902201	involved_in
P76236	GO:0005886	is_active_in
P76236	GO:0005886	located_in
P76236	GO:0005886	located_in
P76236	GO:0016020	located_in
P76237	GO:1902201	acts_upstream_of_or_within
P76237	GO:0000166	enables
P76237	GO:0005515	enables
P76237	GO:0005515	enables
P76237	GO:0005525	enables
P76237	GO:0016740	enables
P76237	GO:0046872	enables
P76237	GO:0052621	enables
P76237	GO:0052621	enables
P76237	GO:0052621	enables
P76237	GO:0043709	involved_in
P76237	GO:1902201	involved_in
P76237	GO:0005886	is_active_in
P76237	GO:0005886	located_in
P76237	GO:0005886	located_in
P76237	GO:0016020	located_in
P76239	GO:0005886	located_in
P76239	GO:0016020	located_in
P76241	GO:0045892	acts_upstream_of_or_within
P76241	GO:0045892	acts_upstream_of_or_within
P76241	GO:0003677	enables
P76241	GO:0003677	enables
P76241	GO:0003677	enables
P76241	GO:0003700	enables
P76241	GO:0043565	enables
P76241	GO:0006355	involved_in
P76241	GO:0006355	involved_in
P76242	GO:0046677	acts_upstream_of_or_within
