uniprot_protein_id	go_term	qualifier
P05852	GO:0000408	part_of
P06129	GO:0034220	acts_upstream_of
P06129	GO:0015889	acts_upstream_of_or_within
P06129	GO:0015889	acts_upstream_of_or_within
P06129	GO:0005509	enables
P06129	GO:0005515	enables
P06129	GO:0005515	enables
P06129	GO:0005515	enables
P06129	GO:0005515	enables
P06129	GO:0015288	enables
P06129	GO:0015420	enables
P06129	GO:0019904	enables
P06129	GO:0046872	enables
P06129	GO:0090482	enables
P06129	GO:0006811	involved_in
P06129	GO:0015889	involved_in
P06129	GO:0015889	involved_in
P06129	GO:0015889	involved_in
P06129	GO:0035461	involved_in
P06129	GO:0009279	is_active_in
P06129	GO:0009279	located_in
P06129	GO:0009279	located_in
P06129	GO:0009279	located_in
P06129	GO:0016020	located_in
P06129	GO:0016020	located_in
P06129	GO:0046930	part_of
P06129	GO:1902495	part_of
P06134	GO:0003677	enables
P06134	GO:0003700	enables
P06134	GO:0003700	enables
P06134	GO:0003824	enables
P06134	GO:0003908	enables
P06134	GO:0003908	enables
P06134	GO:0005515	enables
P06134	GO:0008168	enables
P06134	GO:0008270	enables
P06134	GO:0008270	enables
P06134	GO:0016740	enables
P06134	GO:0043565	enables
P06134	GO:0046872	enables
P06134	GO:0006281	involved_in
P06134	GO:0006307	involved_in
P06134	GO:0006307	involved_in
P06134	GO:0006355	involved_in
P06134	GO:0006974	involved_in
P06134	GO:0006974	involved_in
P06134	GO:0032259	involved_in
P06134	GO:0045892	involved_in
P06134	GO:0045893	involved_in
P06136	GO:0000917	acts_upstream_of_or_within
P06136	GO:0043093	acts_upstream_of_or_within
P06136	GO:0051301	acts_upstream_of_or_within
P06136	GO:0005515	enables
P06136	GO:0005515	enables
P06136	GO:0005515	enables
P06136	GO:0005515	enables
P06136	GO:0005515	enables
P06136	GO:0005515	enables
P06136	GO:0005515	enables
P06136	GO:0005515	enables
P06136	GO:0005515	enables
P06136	GO:0005515	enables
P06136	GO:0005515	enables
P06136	GO:0005515	enables
P06136	GO:0005515	enables
P06136	GO:0005515	enables
P06136	GO:0005515	enables
P06136	GO:0005515	enables
P06136	GO:0005515	enables
P06136	GO:0005515	enables
P06136	GO:0005515	enables
P06136	GO:0005515	enables
P06136	GO:0005515	enables
P06136	GO:0005515	enables
P06136	GO:0005515	enables
P06136	GO:0005515	enables
P06136	GO:0005515	enables
P06136	GO:0042802	enables
P06136	GO:0042802	enables
P06136	GO:0042802	enables
P06136	GO:0042802	enables
P06136	GO:0000917	involved_in
P06136	GO:0000917	involved_in
P06136	GO:0043093	involved_in
P06136	GO:0043093	involved_in
P06136	GO:0043093	involved_in
P06136	GO:0043093	involved_in
P06136	GO:0051301	involved_in
P06136	GO:0051301	involved_in
P06136	GO:0090529	involved_in
P06136	GO:0005886	is_active_in
P06136	GO:0032153	is_active_in
P06136	GO:0005886	located_in
P06136	GO:0005886	located_in
P06136	GO:0005886	located_in
P06136	GO:0005886	located_in
P06136	GO:0005886	located_in
P06136	GO:0016020	located_in
P06136	GO:0032153	located_in
P06136	GO:0032153	located_in
P06136	GO:0032153	located_in
P06136	GO:0032153	located_in
P06136	GO:1990586	part_of
P06136	GO:1990586	part_of
P06136	GO:1990587	part_of
P06136	GO:1990587	part_of
P06149	GO:0009060	acts_upstream_of_or_within
P06149	GO:0009060	acts_upstream_of_or_within
P06149	GO:0009060	acts_upstream_of_or_within
P06149	GO:0009061	acts_upstream_of_or_within
P06149	GO:0009061	acts_upstream_of_or_within
P06149	GO:0022904	acts_upstream_of_or_within
P06149	GO:0003824	enables
P06149	GO:0004458	enables
P06149	GO:0009055	enables
P06149	GO:0009055	enables
P06149	GO:0016491	enables
P06149	GO:0016901	enables
P06149	GO:0016901	enables
P06149	GO:0048038	enables
P06149	GO:0050660	enables
P06149	GO:0050660	enables
P06149	GO:0050660	enables
P06149	GO:0071949	enables
P06149	GO:0102029	enables
P06149	GO:0006089	involved_in
P06149	GO:0022904	involved_in
P06149	GO:0022904	involved_in
P06149	GO:0055085	involved_in
P06149	GO:0005886	located_in
P06149	GO:0005886	located_in
P06149	GO:0005886	located_in
P06149	GO:0009898	located_in
P06149	GO:0016020	located_in
P06149	GO:0031234	located_in
P06282	GO:0046342	acts_upstream_of_or_within
P06282	GO:0046342	acts_upstream_of_or_within
P06282	GO:0008715	enables
P06282	GO:0008715	enables
P06282	GO:0016787	enables
P06282	GO:0006629	involved_in
P06282	GO:0008654	involved_in
P06282	GO:0046342	involved_in
P06282	GO:0005886	located_in
P06282	GO:0005886	located_in
P06282	GO:0005886	located_in
P06282	GO:0016020	located_in
P06609	GO:0015889	acts_upstream_of_or_within
P06609	GO:0015889	acts_upstream_of_or_within
P06609	GO:0015889	acts_upstream_of_or_within
P06609	GO:0005515	enables
P06609	GO:0005515	enables
P06609	GO:0005515	enables
P06609	GO:0005515	enables
P06609	GO:0005515	enables
P06609	GO:0005515	enables
P06609	GO:0005515	enables
P06609	GO:0005515	enables
P06609	GO:0005515	enables
P06609	GO:0005515	enables
P06609	GO:0005515	enables
P06609	GO:0005515	enables
P06609	GO:0005515	enables
P06609	GO:0015420	enables
P06609	GO:0022857	enables
P06609	GO:0022857	enables
P06609	GO:0042802	enables
P06609	GO:0090482	enables
P06609	GO:0015889	involved_in
P06609	GO:0015889	involved_in
P06609	GO:0015889	involved_in
P06609	GO:0035461	involved_in
P06609	GO:0055085	involved_in
P06609	GO:0005886	is_active_in
P06609	GO:0005886	located_in
P06609	GO:0005886	located_in
P06609	GO:0005886	located_in
P06609	GO:0016020	located_in
P06609	GO:0016020	located_in
P06609	GO:0016020	located_in
P06609	GO:0043190	part_of
P06609	GO:1990191	part_of
P06609	GO:1990193	part_of
P06610	GO:0000302	acts_upstream_of_or_within
P06610	GO:0033194	acts_upstream_of_or_within
P06610	GO:0004601	enables
P06610	GO:0004602	enables
P06610	GO:0004602	enables
P06610	GO:0008379	enables
P06610	GO:0016491	enables
P06610	GO:0051920	enables
P06610	GO:0140824	enables
P06610	GO:0006979	involved_in
P06610	GO:0034599	involved_in
P06610	GO:0098869	involved_in
P06610	GO:0042597	located_in
P06610	GO:0042597	located_in
P06611	GO:0015889	acts_upstream_of_or_within
P06611	GO:0015889	acts_upstream_of_or_within
P06611	GO:0000166	enables
P06611	GO:0005515	enables
P06611	GO:0005515	enables
P06611	GO:0005515	enables
P06611	GO:0005515	enables
P06611	GO:0005515	enables
P06611	GO:0005515	enables
P06611	GO:0005515	enables
P06611	GO:0005524	enables
P06611	GO:0005524	enables
P06611	GO:0005524	enables
P06611	GO:0015420	enables
P06611	GO:0015420	enables
P06611	GO:0015420	enables
P06611	GO:0016887	enables
P06611	GO:0042626	enables
P06611	GO:0015889	involved_in
P06611	GO:0015889	involved_in
P06611	GO:0055085	involved_in
P06611	GO:0005886	located_in
P06611	GO:0016020	located_in
P06611	GO:0016020	located_in
P06611	GO:0019898	located_in
P06611	GO:0043190	part_of
P06611	GO:0043190	part_of
P06611	GO:1990191	part_of
P06611	GO:1990193	part_of
P06612	GO:0006265	acts_upstream_of_or_within
P06612	GO:0003677	enables
P06612	GO:0003916	enables
P06612	GO:0003916	enables
P06612	GO:0003917	enables
P06612	GO:0003917	enables
P06612	GO:0003917	enables
P06612	GO:0005515	enables
P06612	GO:0005515	enables
P06612	GO:0008270	enables
P06612	GO:0016853	enables
P06612	GO:0046872	enables
P06612	GO:0140226	enables
P06612	GO:0140226	enables
P06612	GO:0006265	involved_in
P06612	GO:0006265	involved_in
P06612	GO:0007059	involved_in
P06612	GO:0005694	located_in
P06612	GO:0005829	located_in
P06615	GO:0003677	enables
P06615	GO:0006310	involved_in
P06615	GO:0015074	involved_in
P06616	GO:0000028	acts_upstream_of_or_within
P06616	GO:0000028	acts_upstream_of_or_within
P06616	GO:0042274	acts_upstream_of_or_within
P06616	GO:0042274	acts_upstream_of_or_within
P06616	GO:0009898	colocalizes_with
P06616	GO:0000166	enables
P06616	GO:0003723	enables
P06616	GO:0003723	enables
P06616	GO:0003924	enables
P06616	GO:0003924	enables
P06616	GO:0003924	enables
P06616	GO:0005515	enables
P06616	GO:0005515	enables
P06616	GO:0005525	enables
P06616	GO:0005525	enables
P06616	GO:0019843	enables
P06616	GO:0019843	enables
P06616	GO:0043024	enables
P06616	GO:0043024	enables
P06616	GO:0070181	enables
P06616	GO:0070181	enables
P06616	GO:0097216	enables
P06616	GO:0097216	enables
P06616	GO:0000028	involved_in
P06616	GO:0006468	involved_in
P06616	GO:0042254	involved_in
P06616	GO:0042274	involved_in
P06616	GO:0042274	involved_in
P06616	GO:0005829	is_active_in
P06616	GO:0005737	located_in
P06616	GO:0005737	located_in
P06616	GO:0005829	located_in
P06616	GO:0005886	located_in
P06616	GO:0005886	located_in
P06616	GO:0016020	located_in
P06616	GO:0005886	part_of
P06626	GO:0003677	enables
P06626	GO:0006355	involved_in
P06626	GO:0005737	located_in
P06627	GO:0003677	enables
P06627	GO:0005737	located_in
P06709	GO:0009102	acts_upstream_of_or_within
P06709	GO:0000166	enables
P06709	GO:0000976	enables
P06709	GO:0000976	enables
P06709	GO:0003676	enables
P06709	GO:0003676	enables
P06709	GO:0003677	enables
P06709	GO:0003677	enables
P06709	GO:0004077	enables
P06709	GO:0004077	enables
P06709	GO:0004077	enables
P06709	GO:0005515	enables
P06709	GO:0005524	enables
P06709	GO:0005524	enables
P06709	GO:0005524	enables
P06709	GO:0009374	enables
P06709	GO:0009374	enables
P06709	GO:0009374	enables
P06709	GO:0016874	enables
P06709	GO:0042803	enables
P06709	GO:0006355	involved_in
P06709	GO:0006768	involved_in
P06709	GO:0006768	involved_in
P06709	GO:0005737	is_active_in
P06709	GO:0017053	part_of
P06709	GO:0017053	part_of
P06710	GO:0000166	enables
P06710	GO:0003677	enables
P06710	GO:0003887	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005515	enables
P06710	GO:0005524	enables
P06710	GO:0016740	enables
P06710	GO:0016779	enables
P06710	GO:0034061	enables
P06710	GO:0042802	enables
P06710	GO:0042802	enables
P06710	GO:0042802	enables
P06710	GO:0046872	enables
P06710	GO:0006260	involved_in
P06710	GO:0006260	involved_in
P06710	GO:0006261	involved_in
P06710	GO:0006261	involved_in
P06710	GO:0071897	involved_in
P06710	GO:0075523	involved_in
P06710	GO:0009360	part_of
P06710	GO:0009360	part_of
P06710	GO:0030894	part_of
P06710	GO:0043846	part_of
P06715	GO:0004362	enables
P06715	GO:0004362	enables
P06715	GO:0004362	enables
P06715	GO:0016491	enables
P06715	GO:0016668	enables
P06715	GO:0050660	enables
P06715	GO:0050660	enables
P06715	GO:0050661	enables
P06715	GO:0071949	enables
P06715	GO:0006749	involved_in
P06715	GO:0006749	involved_in
P06715	GO:0034599	involved_in
P06715	GO:0045454	involved_in
P06715	GO:0045454	involved_in
P06715	GO:0098869	involved_in
P06715	GO:0005829	is_active_in
P06715	GO:0005737	located_in
P06715	GO:0016020	located_in
P06720	GO:0005995	acts_upstream_of_or_within
P06720	GO:0003824	enables
P06720	GO:0004553	enables
P06720	GO:0004557	enables
P06720	GO:0004557	enables
P06720	GO:0004557	enables
P06720	GO:0005515	enables
P06720	GO:0016616	enables
P06720	GO:0016787	enables
P06720	GO:0016798	enables
P06720	GO:0030145	enables
P06720	GO:0046872	enables
P06720	GO:0070403	enables
P06720	GO:0005975	involved_in
P06720	GO:0005829	is_active_in
P06720	GO:0005829	located_in
P06721	GO:0009086	acts_upstream_of_or_within
P06721	GO:0019450	acts_upstream_of_or_within
P06721	GO:0051289	acts_upstream_of_or_within
P06721	GO:0008784	enables
P06721	GO:0016829	enables
P06721	GO:0030170	enables
P06721	GO:0030170	enables
P06721	GO:0030170	enables
P06721	GO:0042802	enables
P06721	GO:0047804	enables
P06721	GO:0047804	enables
P06721	GO:0047804	enables
P06721	GO:0080146	enables
P06721	GO:0080146	enables
P06721	GO:0080146	enables
P06721	GO:0006520	involved_in
P06721	GO:0008652	involved_in
P06721	GO:0009086	involved_in
P06721	GO:0019346	involved_in
P06721	GO:0019450	involved_in
P06721	GO:0005737	located_in
P06721	GO:0032991	part_of
P06722	GO:0000018	acts_upstream_of_or_within
P06722	GO:0003677	enables
P06722	GO:0003677	enables
P06722	GO:0004518	enables
P06722	GO:0004519	enables
P06722	GO:0004519	enables
P06722	GO:0004519	enables
P06722	GO:0005515	enables
P06722	GO:0005515	enables
P06722	GO:0005515	enables
P06722	GO:0005515	enables
P06722	GO:0016787	enables
P06722	GO:0043765	enables
P06722	GO:0000018	involved_in
P06722	GO:0006281	involved_in
P06722	GO:0006298	involved_in
P06722	GO:0006298	involved_in
P06722	GO:0006298	involved_in
P06722	GO:0006298	involved_in
P06722	GO:0006304	involved_in
P06722	GO:0006974	involved_in
P06722	GO:0005737	located_in
P06722	GO:0032300	part_of
P06722	GO:0032300	part_of
P06846	GO:0045892	acts_upstream_of_or_within
P06846	GO:0000976	enables
P06846	GO:0003677	enables
P06846	GO:0003700	enables
P06846	GO:0006355	involved_in
P06846	GO:0006355	involved_in
P06864	GO:0003824	enables
P06864	GO:0004553	enables
P06864	GO:0004565	enables
P06864	GO:0004565	enables
P06864	GO:0005515	enables
P06864	GO:0005515	enables
P06864	GO:0005515	enables
P06864	GO:0016787	enables
P06864	GO:0016798	enables
P06864	GO:0030246	enables
P06864	GO:0005975	involved_in
P06864	GO:0005990	involved_in
P06864	GO:0009341	part_of
P06864	GO:0009341	part_of
P06959	GO:0006086	acts_upstream_of_or_within
P06959	GO:0004742	enables
P06959	GO:0004742	enables
P06959	GO:0004742	enables
P06959	GO:0005515	enables
P06959	GO:0005515	enables
P06959	GO:0005515	enables
P06959	GO:0005515	enables
P06959	GO:0005515	enables
P06959	GO:0005515	enables
P06959	GO:0005515	enables
P06959	GO:0005515	enables
P06959	GO:0005515	enables
P06959	GO:0005515	enables
P06959	GO:0005515	enables
P06959	GO:0016740	enables
P06959	GO:0016746	enables
P06959	GO:0031405	enables
P06959	GO:0006086	involved_in
P06959	GO:0042867	involved_in
P06959	GO:0005737	located_in
P06959	GO:0005737	located_in
P06959	GO:0045254	part_of
P06959	GO:0045254	part_of
P06959	GO:0045254	part_of
P06959	GO:0045254	part_of
P06959	GO:0045254	part_of
P06959	GO:0045254	part_of
P06960	GO:0006974	acts_upstream_of_or_within
P06960	GO:0004585	enables
P06960	GO:0004585	enables
P06960	GO:0004585	enables
P06960	GO:0016597	enables
P06960	GO:0016740	enables
P06960	GO:0016743	enables
P06960	GO:0046872	enables
P06960	GO:0006520	involved_in
P06960	GO:0006526	involved_in
P06960	GO:0006591	involved_in
P06960	GO:0008652	involved_in
P06960	GO:0019240	involved_in
P06960	GO:0019240	involved_in
P06960	GO:0019240	involved_in
P06960	GO:0042450	involved_in
P06960	GO:0042450	involved_in
P06960	GO:0005737	located_in
P06961	GO:0001680	acts_upstream_of_or_within
P06961	GO:0001680	acts_upstream_of_or_within
P06961	GO:0001680	acts_upstream_of_or_within
P06961	GO:0042245	acts_upstream_of_or_within
P06961	GO:0000049	enables
P06961	GO:0000166	enables
P06961	GO:0000287	enables
P06961	GO:0003723	enables
P06961	GO:0003824	enables
P06961	GO:0004112	enables
P06961	GO:0004112	enables
P06961	GO:0004810	enables
P06961	GO:0004810	enables
P06961	GO:0005515	enables
P06961	GO:0005524	enables
P06961	GO:0016740	enables
P06961	GO:0016779	enables
P06961	GO:0016787	enables
P06961	GO:0016791	enables
P06961	GO:0046872	enables
P06961	GO:0160016	enables
P06961	GO:0160016	enables
P06961	GO:0160016	enables
P06961	GO:0001680	involved_in
P06961	GO:0001680	involved_in
P06961	GO:0006396	involved_in
P06961	GO:0008033	involved_in
P06961	GO:0042245	involved_in
P06961	GO:0106354	involved_in
P06961	GO:0106354	involved_in
P06965	GO:0006355	acts_upstream_of_or_within
P06965	GO:0003677	enables
P06965	GO:0051301	involved_in
P06966	GO:0006351	acts_upstream_of_or_within
P06966	GO:0006351	acts_upstream_of_or_within
P06966	GO:0006351	acts_upstream_of_or_within
P06966	GO:0006351	acts_upstream_of_or_within
P06966	GO:0003677	enables
P06966	GO:0003677	enables
P06966	GO:0003677	enables
P06966	GO:0051301	involved_in
P06968	GO:0006226	acts_upstream_of_or_within
P06968	GO:0046081	acts_upstream_of_or_within
P06968	GO:0070207	acts_upstream_of_or_within
P06968	GO:0000287	enables
P06968	GO:0000287	enables
P06968	GO:0000287	enables
P06968	GO:0000287	enables
P06968	GO:0004170	enables
P06968	GO:0004170	enables
P06968	GO:0004170	enables
P06968	GO:0004170	enables
P06968	GO:0004170	enables
P06968	GO:0004170	enables
P06968	GO:0016787	enables
P06968	GO:0042802	enables
P06968	GO:0046872	enables
P06968	GO:0006226	involved_in
P06968	GO:0006226	involved_in
P06968	GO:0006226	involved_in
P06968	GO:0009117	involved_in
P06968	GO:0046081	involved_in
P06968	GO:0046081	involved_in
P06968	GO:0046081	involved_in
P06968	GO:0005737	located_in
P06968	GO:0005829	located_in
P06968	GO:0005829	located_in
P06968	GO:0005829	located_in
P06968	GO:0032991	part_of
P06971	GO:0005506	enables
P06971	GO:0005515	enables
P06971	GO:0005515	enables
P06971	GO:0005515	enables
P06971	GO:0015343	enables
P06971	GO:0015344	enables
P06971	GO:0015344	enables
P06971	GO:0015344	enables
P06971	GO:0015344	enables
P06971	GO:0015643	enables
P06971	GO:0019904	enables
P06971	GO:0038023	enables
P06971	GO:0046790	enables
P06971	GO:0046790	enables
P06971	GO:0006811	involved_in
P06971	GO:0006826	involved_in
P06971	GO:0006879	involved_in
P06971	GO:0015891	involved_in
P06971	GO:0033214	involved_in
P06971	GO:0044718	involved_in
P06971	GO:0044718	involved_in
P06971	GO:0009279	is_active_in
P06971	GO:0009279	located_in
P06971	GO:0016020	located_in
P06971	GO:0016020	located_in
P06971	GO:0009279	part_of
P06971	GO:1902495	part_of
P06972	GO:0015687	acts_upstream_of_or_within
P06972	GO:0005515	enables
P06972	GO:0015344	enables
P06972	GO:0022857	enables
P06972	GO:0022857	enables
P06972	GO:0006811	involved_in
P06972	GO:0006826	involved_in
P06972	GO:0033214	involved_in
P06972	GO:0098711	involved_in
P06972	GO:0005886	is_active_in
P06972	GO:0005886	located_in
P06972	GO:0005886	located_in
P06972	GO:0005886	located_in
P06972	GO:0005886	located_in
P06972	GO:0016020	located_in
P06972	GO:0043190	part_of
P06972	GO:0055052	part_of
P06974	GO:0003774	enables
P06974	GO:0005515	enables
P06974	GO:0005515	enables
P06974	GO:0005515	enables
P06974	GO:0005515	enables
P06974	GO:0005515	enables
P06974	GO:0005515	enables
P06974	GO:0005515	enables
P06974	GO:0005515	enables
P06974	GO:0005515	enables
P06974	GO:0005515	enables
P06974	GO:0005515	enables
P06974	GO:0006935	involved_in
P06974	GO:0006935	involved_in
P06974	GO:0006935	involved_in
P06974	GO:0050918	involved_in
P06974	GO:0071973	involved_in
P06974	GO:0071977	involved_in
P06974	GO:0071977	involved_in
P06974	GO:0071978	involved_in
P06974	GO:0097588	involved_in
P06974	GO:0005886	located_in
P06974	GO:0009288	located_in
P06974	GO:0009288	located_in
P06974	GO:0009288	located_in
P06974	GO:0009425	located_in
P06974	GO:0009433	located_in
P06974	GO:0009433	located_in
P06974	GO:0016020	located_in
P06974	GO:0120107	located_in
P06974	GO:0120107	located_in
P06983	GO:0006782	acts_upstream_of_or_within
P06983	GO:0006783	acts_upstream_of_or_within
P06983	GO:0033014	acts_upstream_of_or_within
P06983	GO:0004418	enables
P06983	GO:0004418	enables
P06983	GO:0004418	enables
P06983	GO:0004418	enables
P06983	GO:0016740	enables
P06983	GO:0006779	involved_in
P06983	GO:0006782	involved_in
P06983	GO:0006783	involved_in
P06983	GO:0006783	involved_in
P06983	GO:0033014	involved_in
P06983	GO:0005737	is_active_in
P06983	GO:0005737	located_in
P06983	GO:0005829	located_in
P06983	GO:0005829	located_in
P06986	GO:0000105	acts_upstream_of_or_within
P06986	GO:0004400	enables
P06986	GO:0004400	enables
P06986	GO:0008483	enables
P06986	GO:0016740	enables
P06986	GO:0030170	enables
P06986	GO:0042802	enables
P06986	GO:0000105	involved_in
P06986	GO:0008652	involved_in
P06986	GO:0005829	located_in
P06987	GO:0003824	enables
P06987	GO:0004401	enables
P06987	GO:0004401	enables
P06987	GO:0004424	enables
P06987	GO:0004424	enables
P06987	GO:0005515	enables
P06987	GO:0016787	enables
P06987	GO:0016791	enables
P06987	GO:0016829	enables
P06987	GO:0042802	enables
P06987	GO:0046872	enables
P06987	GO:0000105	involved_in
P06987	GO:0000105	involved_in
P06987	GO:0008652	involved_in
P06987	GO:0005737	located_in
P06988	GO:0000105	acts_upstream_of_or_within
P06988	GO:0004399	enables
P06988	GO:0004399	enables
P06988	GO:0004399	enables
P06988	GO:0008270	enables
P06988	GO:0016491	enables
P06988	GO:0016616	enables
P06988	GO:0030145	enables
P06988	GO:0046872	enables
P06988	GO:0046872	enables
P06988	GO:0051287	enables
P06988	GO:0000105	involved_in
P06988	GO:0000105	involved_in
P06988	GO:0008652	involved_in
P06988	GO:0005737	is_active_in
P06988	GO:0005829	is_active_in
P06988	GO:0005829	located_in
P06988	GO:0005829	located_in
P06989	GO:0000105	acts_upstream_of_or_within
P06989	GO:0000166	enables
P06989	GO:0003824	enables
P06989	GO:0004635	enables
P06989	GO:0004635	enables
P06989	GO:0004636	enables
P06989	GO:0004636	enables
P06989	GO:0005524	enables
P06989	GO:0016787	enables
P06989	GO:0000105	involved_in
P06989	GO:0008652	involved_in
P06989	GO:0005737	located_in
P06989	GO:0005829	located_in
P06992	GO:0000028	acts_upstream_of_or_within
P06992	GO:0000028	acts_upstream_of_or_within
P06992	GO:0006364	acts_upstream_of_or_within
P06992	GO:0030490	acts_upstream_of_or_within
P06992	GO:0000179	enables
P06992	GO:0000179	enables
P06992	GO:0000179	enables
P06992	GO:0003690	enables
P06992	GO:0003723	enables
P06992	GO:0003729	enables
P06992	GO:0008168	enables
P06992	GO:0016433	enables
P06992	GO:0016740	enables
P06992	GO:0043024	enables
P06992	GO:0052908	enables
P06992	GO:0052908	enables
P06992	GO:0000154	involved_in
P06992	GO:0006364	involved_in
P06992	GO:0031167	involved_in
P06992	GO:0032259	involved_in
P06992	GO:0046677	involved_in
P06992	GO:0070475	involved_in
P06992	GO:0005829	is_active_in
P06992	GO:0005737	located_in
P06992	GO:0005829	located_in
P06993	GO:0000166	enables
P06993	GO:0003677	enables
P06993	GO:0003700	enables
P06993	GO:0005515	enables
P06993	GO:0005515	enables
P06993	GO:0005515	enables
P06993	GO:0005515	enables
P06993	GO:0005515	enables
P06993	GO:0005515	enables
P06993	GO:0005515	enables
P06993	GO:0005515	enables
P06993	GO:0005515	enables
P06993	GO:0005515	enables
P06993	GO:0005515	enables
P06993	GO:0005524	enables
P06993	GO:0042802	enables
P06993	GO:0042802	enables
P06993	GO:0042802	enables
P06993	GO:0042802	enables
P06993	GO:0048031	enables
P06993	GO:0006355	involved_in
P06993	GO:0045893	involved_in
P06993	GO:0045913	involved_in
P06996	GO:0006974	acts_upstream_of_or_within
P06996	GO:0120010	acts_upstream_of_or_within
P06996	GO:0001618	enables
P06996	GO:0005515	enables
P06996	GO:0005515	enables
P06996	GO:0005515	enables
P06996	GO:0005515	enables
P06996	GO:0005515	enables
P06996	GO:0005515	enables
P06996	GO:0015288	enables
P06996	GO:0015288	enables
P06996	GO:0015288	enables
P06996	GO:0042802	enables
P06996	GO:0046872	enables
P06996	GO:0006811	involved_in
P06996	GO:0034220	involved_in
P06996	GO:0046718	involved_in
P06996	GO:0046813	involved_in
P06996	GO:0009279	located_in
P06996	GO:0009279	located_in
P06996	GO:0009279	located_in
P06996	GO:0009279	located_in
P06996	GO:0009279	located_in
P06996	GO:0016020	located_in
P06996	GO:0046930	part_of
P06996	GO:0046930	part_of
P06996	GO:0046930	part_of
P06999	GO:0006096	acts_upstream_of_or_within
P06999	GO:0006974	acts_upstream_of_or_within
P06999	GO:0000166	enables
P06999	GO:0000287	enables
P06999	GO:0003872	enables
P06999	GO:0003872	enables
P06999	GO:0003872	enables
P06999	GO:0005515	enables
P06999	GO:0005524	enables
P06999	GO:0008443	enables
P06999	GO:0009024	enables
P06999	GO:0016301	enables
P06999	GO:0016740	enables
P06999	GO:0016773	enables
P06999	GO:0042802	enables
P06999	GO:0042803	enables
P06999	GO:0046872	enables
P06999	GO:0005975	involved_in
P06999	GO:0006096	involved_in
P06999	GO:0016052	involved_in
P06999	GO:0044281	involved_in
P06999	GO:0046835	involved_in
P06999	GO:0061615	involved_in
P06999	GO:0005829	is_active_in
P06999	GO:0005829	located_in
P06999	GO:0005829	located_in
P07000	GO:0004622	enables
P07000	GO:0004622	enables
P07000	GO:0004622	enables
P07000	GO:0004622	enables
P07000	GO:0005515	enables
P07000	GO:0016747	enables
P07000	GO:0016747	enables
P07000	GO:0016787	enables
P07000	GO:0006629	involved_in
P07000	GO:0006650	involved_in
P07000	GO:0016020	is_active_in
P07000	GO:0005886	located_in
P07000	GO:0016020	located_in
P07000	GO:0016020	located_in
P07001	GO:0000166	enables
P07001	GO:0005515	enables
P07001	GO:0005515	enables
P07001	GO:0008750	enables
P07001	GO:0008750	enables
P07001	GO:0008750	enables
P07001	GO:0016491	enables
P07001	GO:0046983	enables
P07001	GO:0050661	enables
P07001	GO:0050661	enables
P07001	GO:0006740	involved_in
P07001	GO:0006740	involved_in
P07001	GO:0006740	involved_in
P07001	GO:0006740	involved_in
P07001	GO:0006740	involved_in
P07001	GO:0120029	involved_in
P07001	GO:1902600	involved_in
P07001	GO:0005886	is_active_in
P07001	GO:0005886	located_in
P07001	GO:0005886	located_in
P07001	GO:0005886	located_in
P07001	GO:0005886	located_in
P07001	GO:0005886	located_in
P07001	GO:0005886	located_in
P07001	GO:0005886	located_in
P07001	GO:0016020	located_in
P07003	GO:0042867	acts_upstream_of_or_within
P07003	GO:0000166	enables
P07003	GO:0000287	enables
P07003	GO:0000287	enables
P07003	GO:0003824	enables
P07003	GO:0008289	enables
P07003	GO:0008289	enables
P07003	GO:0016491	enables
P07003	GO:0030976	enables
P07003	GO:0030976	enables
P07003	GO:0042802	enables
P07003	GO:0042802	enables
P07003	GO:0042802	enables
P07003	GO:0046872	enables
P07003	GO:0048039	enables
P07003	GO:0050660	enables
P07003	GO:0050660	enables
P07003	GO:0052737	enables
P07003	GO:0052737	enables
P07003	GO:0052737	enables
P07003	GO:0019752	involved_in
P07003	GO:0042867	involved_in
P07003	GO:0005829	located_in
