protein1 protein2 homology experiments experiments_transferred database database_transferred textmining textmining_transferred combined_score
511145.b1094 511145.b3986 0 53 459 0 0 0 0 465
511145.b1094 511145.b2195 0 0 243 0 0 0 0 242
511145.b1094 511145.b1086 0 0 459 0 0 0 0 459
511145.b1094 511145.b0179 0 907 0 0 0 0 0 907
511145.b1094 511145.b0476 0 0 464 0 0 0 0 463
511145.b1094 511145.b3527 0 0 536 0 0 0 133 580
511145.b1094 511145.b1669 0 0 459 0 0 0 0 459
511145.b1094 511145.b2769 0 0 176 0 0 0 118 242
511145.b1094 511145.b4167 0 0 231 0 0 0 0 230
511145.b1094 511145.b4173 0 0 281 0 0 0 0 281
511145.b1094 511145.b1410 0 0 472 0 0 0 0 472
511145.b1094 511145.b0423 0 0 251 0 0 0 0 250
511145.b1094 511145.b2284 0 0 744 0 0 0 0 744
511145.b1094 511145.b3183 0 0 270 0 0 0 0 270
511145.b1094 511145.b0180 0 907 500 0 0 0 0 951
511145.b1094 511145.b4180 0 0 469 0 0 0 0 469
511145.b1094 511145.b3412 0 960 0 0 0 0 0 960
511145.b1094 511145.b0872 0 0 276 0 0 0 0 276
511145.b1095 511145.b3846 0 0 0 0 0 0 295 295
511145.b1095 511145.b2341 0 0 0 0 0 0 295 295
511145.b1095 511145.b1094 0 943 475 0 0 103 154 974
511145.b1095 511145.b1092 0 0 0 0 0 341 154 418
511145.b1095 511145.b2323 0 0 0 900 0 0 0 900
511145.b1095 511145.b0180 0 0 0 0 0 308 0 307
511145.b1095 511145.b1288 0 0 0 0 0 316 0 315
511145.b1095 511145.b0586 0 0 0 0 0 0 316 315
511145.b1096 511145.b2926 0 188 0 0 0 0 0 188
511145.b1096 511145.b0605 0 343 0 0 0 0 0 343
511145.b1096 511145.b3500 0 0 0 0 0 0 196 196
511145.b1097 511145.b3208 0 0 0 0 0 0 155 154
511145.b1097 511145.b0149 0 0 0 0 0 403 213 510
511145.b1098 511145.b0211 0 0 159 0 0 0 0 158
511145.b1098 511145.b3699 0 0 0 0 0 436 62 448
511145.b1098 511145.b3189 0 0 0 0 0 317 0 317
511145.b1098 511145.b2827 0 0 0 0 0 0 215 215
511145.b1099 511145.b0397 0 0 68 0 322 0 0 341
511145.b1099 511145.b3701 0 457 692 900 768 0 284 996
511145.b1099 511145.b0184 0 734 0 900 0 0 285 979
511145.b1099 511145.b4201 0 0 0 540 0 0 0 540
511145.b1099 511145.b0640 0 952 0 900 0 886 202 999
511145.b1099 511145.b2496 0 0 0 540 0 0 0 540
511145.b1099 511145.b0799 0 0 53 0 336 0 0 344
511145.b1099 511145.b0892 0 0 0 540 0 0 0 540
511145.b1099 511145.b3317 0 0 0 540 0 0 0 540
511145.b1099 511145.b0467 0 0 0 540 0 0 0 540
511145.b1099 511145.b1842 0 457 0 900 0 0 0 943
511145.b1099 511145.b4059 0 0 48 540 0 0 0 543
511145.b1099 511145.b4372 0 905 0 900 0 544 0 995
511145.b1099 511145.b0470 0 972 0 900 0 819 284 999
511145.b1099 511145.b3066 0 0 0 540 0 0 0 540
511145.b1099 511145.b3702 0 0 0 540 0 0 0 540
511145.b1099 511145.b3863 0 0 71 0 458 0 318 626
511145.b1099 511145.b0060 0 0 74 0 762 0 286 828
511145.b1099 511145.b4362 0 0 0 540 0 0 0 540
511145.b1099 511145.b3699 0 0 152 0 0 0 140 239
511145.b1099 511145.b0231 0 0 0 0 546 0 140 592
511145.b1099 511145.b3453 0 450 0 0 0 0 0 450
511145.b1099 511145.b3030 0 0 152 0 0 0 140 239
511145.b1099 511145.b4361 0 0 0 540 0 0 0 540
511145.b1099 511145.b4170 0 549 0 0 0 0 0 549
511145.b1099 511145.b1808 0 0 53 0 336 0 0 344
511145.b1099 511145.b3822 0 0 63 540 288 0 0 666
511145.b1099 511145.b3149 0 0 0 540 0 0 0 540
511145.b1099 511145.b2699 0 0 42 540 261 0 286 736
511145.b1099 511145.b3935 0 0 0 540 0 0 0 540
511145.b1099 511145.b0492 0 198 0 0 0 0 0 198
511145.b1099 511145.b2733 0 0 0 0 0 0 204 204
511145.b1099 511145.b1523 0 166 0 0 0 0 0 165
511145.b1099 511145.b4052 0 0 0 540 0 0 0 540
511145.b1099 511145.b1184 0 0 0 900 546 0 140 957
511145.b1099 511145.b0440 0 0 0 540 0 0 0 540
511145.b1099 511145.b0812 0 0 0 540 0 0 0 540
511145.b1099 511145.b4259 0 549 0 900 0 400 280 977
511145.b1099 511145.b2798 0 0 0 0 458 0 157 523
511145.b1099 511145.b3778 0 0 0 540 0 0 0 540
511145.b1099 511145.b1183 0 0 0 900 0 0 0 900
511145.b1099 511145.b0398 0 0 70 0 322 0 0 342
511145.b1099 511145.b0215 0 451 0 900 0 0 0 942
511145.b1099 511145.b4000 0 0 0 540 0 0 0 540
511145.b1099 511145.b0211 0 0 204 0 0 0 0 204
511145.b1100 511145.b0124 0 167 0 0 0 0 0 167
511145.b1100 511145.b3838 0 0 0 0 0 0 155 154
511145.b1101 511145.b2417 0 952 0 900 0 363 0 996
511145.b1101 511145.b1594 0 618 95 0 0 550 0 830
511145.b1101 511145.b1198 0 0 0 0 0 0 326 325
511145.b1101 511145.b3926 0 0 0 0 0 416 0 416
511145.b1101 511145.b1888 0 0 0 0 0 242 0 241
511145.b1101 511145.b3947 0 0 0 0 0 0 319 319
511145.b1101 511145.b2416 0 0 0 0 0 484 141 537
511145.b1101 511145.b3897 0 0 0 0 0 0 314 313
511145.b1101 511145.b1621 0 0 0 900 0 0 0 900
511145.b1101 511145.b2388 0 457 0 900 0 0 0 943
511145.b1101 511145.b2415 0 0 0 0 0 549 0 549
511145.b1101 511145.b4662 0 0 0 0 0 223 0 223
511145.b1101 511145.b2383 0 0 0 0 0 0 319 319
511145.b1101 511145.b4172 0 0 0 0 0 349 111 396
511145.b1102 511145.b3005 0 0 0 900 0 0 0 900
511145.b1102 511145.b4292 0 0 493 0 0 0 0 493
511145.b1102 511145.b1252 0 0 381 900 0 0 0 935
511145.b1102 511145.b3006 0 0 0 900 0 0 0 900
511145.b1103 511145.b3339 0 77 75 0 0 122 0 184
511145.b1103 511145.b0211 0 182 0 0 0 0 0 181
511145.b1103 511145.b0605 0 0 152 0 0 0 0 151
511145.b1103 511145.b2518 0 0 125 0 0 0 91 170
511145.b1103 511145.b0014 0 83 0 0 0 126 86 203
511145.b1103 511145.b2878 0 0 247 0 0 0 68 268
511145.b1103 511145.b2208 0 0 192 0 0 0 0 192
511145.b1103 511145.b1501 0 178 0 0 0 58 0 192
511145.b1103 511145.b4298 0 170 73 0 0 79 0 229
511145.b1103 511145.b1378 0 0 459 0 0 0 0 459
511145.b1103 511145.b0414 0 0 203 0 0 0 0 203
511145.b1103 511145.b3701 0 110 0 0 0 88 0 153
511145.b1104 511145.b1118 0 162 0 0 0 0 0 161
511145.b1105 511145.b0084 0 0 0 0 0 185 0 185
511145.b1105 511145.b1330 0 158 0 0 0 0 0 157
511145.b1105 511145.b3986 0 154 0 0 0 0 0 153
511145.b1105 511145.b0076 0 158 0 0 0 0 0 157
511145.b1105 511145.b4048 0 171 0 0 0 0 0 171
511145.b1105 511145.b2134 0 138 0 0 0 386 0 448
511145.b1105 511145.b1117 0 457 0 0 0 0 0 457
511145.b1105 511145.b1939 0 140 93 0 0 0 0 186
511145.b1105 511145.b0149 0 526 0 0 0 848 0 924
511145.b1105 511145.b3396 0 0 0 0 0 532 0 532
511145.b1106 511145.b4161 0 0 0 900 0 0 0 900
511145.b1106 511145.b0383 0 0 0 900 0 0 0 900
511145.b1106 511145.b3207 0 0 237 0 0 0 63 254
511145.b1106 511145.b2237 0 0 237 0 0 0 63 254
511145.b1108 511145.b3284 0 343 0 0 0 0 0 343
511145.b1108 511145.b1324 0 508 0 0 0 0 0 508
511145.b1108 511145.b0172 0 508 0 0 0 0 0 508
511145.b1108 511145.b2032 0 394 0 0 0 0 0 394
511145.b1109 511145.b2284 0 0 0 900 0 86 0 904
511145.b1109 511145.b2276 0 0 0 900 0 0 0 900
511145.b1109 511145.b2282 0 0 0 900 0 0 0 900
511145.b1109 511145.b2278 0 0 0 900 0 0 0 900
511145.b1109 511145.b2720 0 0 0 540 0 0 0 540
511145.b1109 511145.b4079 0 0 0 540 0 0 0 540
511145.b1109 511145.b3605 0 0 0 0 0 0 210 210
511145.b1109 511145.b2281 0 0 0 900 0 0 0 900
511145.b1109 511145.b2488 0 0 0 540 0 0 0 540
511145.b1109 511145.b1687 0 0 0 0 0 0 201 201
511145.b1109 511145.b2288 0 0 0 900 0 0 0 900
511145.b1109 511145.b2490 0 0 275 0 0 0 0 275
511145.b1109 511145.b0755 0 0 329 0 0 0 0 329
511145.b1109 511145.b2277 0 0 0 900 0 0 0 900
511145.b1109 511145.b2285 0 0 0 900 0 0 0 900
511145.b1109 511145.b2287 0 0 0 900 0 0 0 900
511145.b1109 511145.b2283 0 0 0 900 0 0 0 900
511145.b1109 511145.b2279 0 0 0 900 0 0 0 900
511145.b1109 511145.b0605 0 0 0 0 0 0 207 207
511145.b1109 511145.b0975 0 0 299 0 0 0 0 299
511145.b1109 511145.b2718 0 0 275 0 0 0 0 275
511145.b1109 511145.b2280 0 0 0 900 0 0 0 900
511145.b1109 511145.b2286 0 0 0 900 0 0 0 900
511145.b1109 511145.b2993 0 0 299 0 0 0 0 299
511145.b1109 511145.b2717 0 0 275 0 0 0 0 275
511145.b1113 511145.b3400 0 178 0 0 0 0 0 177
511145.b1114 511145.b1913 0 0 0 540 0 0 0 540
511145.b1114 511145.b3295 0 800 452 0 0 0 0 885
511145.b1114 511145.b4058 0 960 214 540 0 403 281 992
511145.b1114 511145.b1713 0 180 0 0 0 0 0 179
511145.b1114 511145.b3988 0 900 572 0 0 0 0 955
511145.b1114 511145.b2831 0 0 0 540 0 0 0 540
511145.b1114 511145.b0397 0 0 0 540 0 0 0 540
511145.b1114 511145.b0398 0 0 0 540 0 0 0 540
511145.b1114 511145.b4170 0 0 0 540 0 0 0 540
511145.b1114 511145.b3649 0 800 452 0 0 0 0 885
511145.b1114 511145.b1741 0 0 0 540 0 0 0 540
511145.b1114 511145.b2471 0 185 0 0 0 0 0 185
511145.b1114 511145.b0779 0 0 0 540 0 0 0 540
511145.b1114 511145.b3987 0 937 649 0 0 93 0 978
511145.b1114 511145.b2733 0 0 0 540 0 0 0 540
511145.b1116 511145.b1516 0 0 0 540 0 0 0 540
511145.b1116 511145.b1858 0 0 0 540 0 0 0 540
511145.b1116 511145.b3540 0 0 0 540 0 0 0 540
511145.b1116 511145.b1709 0 0 0 540 0 0 0 540
511145.b1116 511145.b0262 0 0 0 360 0 0 0 360
511145.b1116 511145.b0810 0 0 0 540 0 0 0 540
511145.b1116 511145.b2307 0 0 0 540 0 0 0 540
511145.b1116 511145.b4288 0 0 0 540 0 0 0 540
511145.b1116 511145.b3269 0 0 0 540 0 0 0 540
511145.b1116 511145.b1329 0 0 0 540 0 0 0 540
511145.b1116 511145.b0856 0 0 0 540 0 0 0 540
511145.b1116 511145.b0697 0 0 0 540 0 0 0 540
511145.b1116 511145.b0811 0 0 0 540 0 0 0 540
511145.b1116 511145.b0765 0 0 0 540 0 0 0 540
511145.b1116 511145.b2306 0 0 0 540 0 0 0 540
511145.b1116 511145.b2417 0 0 0 540 0 0 0 540
511145.b1116 511145.b0653 0 0 0 540 0 0 0 540
511145.b1116 511145.b2149 0 0 72 540 0 0 0 554
511145.b1116 511145.b0936 0 0 0 540 0 0 0 540
511145.b1116 511145.b3456 0 0 0 540 0 0 0 540
511145.b1116 511145.b0153 0 0 0 540 0 0 0 540
511145.b1116 511145.b3455 0 0 0 540 0 0 0 540
511145.b1116 511145.b0654 0 0 0 540 0 0 0 540
511145.b1116 511145.b0891 0 967 0 0 0 727 153 991
511145.b1116 511145.b4034 0 0 0 540 0 0 0 540
511145.b1116 511145.b1487 0 0 0 540 0 0 0 540
511145.b1116 511145.b3566 0 0 0 540 0 0 0 540
511145.b1116 511145.b0887 0 0 0 540 0 0 0 540
511145.b1116 511145.b4290 0 0 0 540 0 0 0 540
511145.b1116 511145.b3567 0 0 72 540 0 0 0 554
511145.b1116 511145.b0862 0 0 0 540 0 0 0 540
511145.b1116 511145.b2423 0 0 0 540 0 0 0 540
511145.b1116 511145.b0914 0 0 0 540 0 0 0 540
511145.b1116 511145.b4513 0 0 0 540 0 0 0 540
511145.b1116 511145.b0860 0 0 0 540 0 0 0 540
511145.b1116 511145.b3458 0 0 0 540 0 0 0 540
511145.b1116 511145.b0696 0 0 0 540 0 0 0 540
511145.b1116 511145.b1290 0 0 0 540 0 0 0 540
511145.b1116 511145.b3727 0 0 0 540 0 0 0 540
511145.b1116 511145.b4230 0 0 0 540 0 0 0 540
511145.b1116 511145.b1292 0 0 0 540 0 0 0 540
511145.b1116 511145.b2422 0 0 0 540 0 0 0 540
511145.b1116 511145.b0794 0 0 0 540 0 0 102 569
511145.b1116 511145.b3271 0 0 0 540 0 0 0 540
511145.b1116 511145.b2308 0 0 0 540 0 0 0 540
511145.b1116 511145.b1920 0 0 0 540 0 0 0 540
511145.b1116 511145.b2128 0 0 0 540 0 0 0 540
511145.b1116 511145.b0067 0 0 0 540 0 0 0 540
511145.b1116 511145.b2130 0 0 0 540 0 0 0 540
511145.b1116 511145.b1125 0 0 0 540 0 0 0 540
511145.b1116 511145.b1443 0 0 0 540 0 0 0 540
511145.b1116 511145.b0152 0 0 0 540 0 0 0 540
511145.b1116 511145.b0128 0 0 0 360 0 0 0 360
511145.b1116 511145.b2548 0 0 0 540 0 0 0 540
511145.b1116 511145.b0588 0 0 0 540 0 0 0 540
511145.b1116 511145.b0151 0 0 0 540 0 0 0 540
511145.b1116 511145.b3485 0 0 0 360 0 0 0 360
511145.b1116 511145.b3477 0 0 0 540 0 0 0 540
511145.b1116 511145.b3479 0 0 0 540 0 0 0 540
511145.b1116 511145.b0857 0 0 0 540 0 0 0 540
511145.b1116 511145.b2198 0 0 0 540 0 0 0 540
511145.b1116 511145.b3457 0 0 0 540 0 0 0 540
511145.b1116 511145.b1117 0 967 213 800 0 673 153 998
511145.b1116 511145.b2199 0 0 0 540 0 0 0 540
511145.b1116 511145.b0855 0 0 0 540 0 0 0 540
511145.b1116 511145.b4033 0 0 0 540 0 0 0 540
511145.b1116 511145.b2148 0 0 0 540 0 0 0 540
511145.b1116 511145.b2310 0 0 0 540 0 0 0 540
511145.b1116 511145.b3728 0 0 0 540 0 0 0 540
511145.b1116 511145.b1319 0 0 0 540 0 0 0 540
511145.b1116 511145.b1311 0 0 0 540 0 0 0 540
511145.b1116 511145.b2129 0 0 0 540 0 0 0 540
511145.b1116 511145.b3194 0 0 0 360 0 0 0 360
511145.b1116 511145.b3451 0 0 0 540 0 0 0 540
511145.b1116 511145.b1677 0 691 0 0 0 0 0 691
511145.b1116 511145.b0367 0 0 0 540 0 0 0 540
511145.b1116 511145.b1246 0 0 0 540 0 0 0 540
511145.b1116 511145.b0832 0 0 0 540 0 0 0 540
511145.b1116 511145.b2309 0 0 0 540 0 0 0 540
511145.b1116 511145.b3201 0 0 0 540 0 0 0 540
511145.b1116 511145.b1244 0 0 0 540 0 0 0 540
511145.b1116 511145.b4035 0 0 0 540 0 0 0 540
511145.b1116 511145.b2547 0 0 72 540 0 0 0 554
511145.b1116 511145.b3541 0 0 0 540 0 0 0 540
511145.b1116 511145.b2180 0 0 0 540 0 0 0 540
511145.b1116 511145.b1209 0 0 0 0 0 440 154 505
511145.b1116 511145.b1755 0 0 0 540 0 0 0 540
511145.b1116 511145.b0886 0 0 0 540 0 0 0 540
511145.b1116 511145.b3450 0 0 0 540 0 0 0 540
511145.b1116 511145.b0198 0 0 0 540 0 0 0 540
511145.b1116 511145.b0196 0 900 0 0 0 0 0 900
511145.b1116 511145.b3460 0 0 0 540 0 0 0 540
511145.b1116 511145.b0809 0 0 0 540 0 0 0 540
511145.b1116 511145.b0792 0 0 0 540 0 0 0 540
511145.b1116 511145.b1293 0 0 0 540 0 0 0 540
511145.b1116 511145.b3749 0 0 72 540 0 0 0 554
511145.b1116 511145.b2150 0 0 0 540 0 0 0 540
511145.b1116 511145.b0590 0 0 0 540 0 0 0 540
511145.b1116 511145.b1441 0 0 0 540 0 0 0 540
511145.b1116 511145.b2677 0 0 0 540 0 0 0 540
511145.b1116 511145.b1918 0 0 0 540 0 0 0 540
511145.b1116 511145.b2131 0 0 0 540 0 0 0 540
511145.b1116 511145.b4485 0 0 72 540 0 0 0 554
511145.b1116 511145.b2197 0 0 0 540 0 0 0 540
511145.b1116 511145.b3480 0 0 0 540 0 0 0 540
511145.b1116 511145.b1901 0 0 0 540 0 0 0 540
511145.b1116 511145.b1486 0 0 0 540 0 0 0 540
511145.b1116 511145.b1124 0 0 0 540 0 0 0 540
511145.b1116 511145.b0366 0 0 0 540 0 0 0 540
511145.b1116 511145.b2177 0 0 0 540 0 0 0 540
511145.b1116 511145.b0197 0 0 0 540 0 0 0 540
511145.b1116 511145.b2200 0 0 0 540 0 0 0 540
511145.b1116 511145.b2211 0 0 0 540 0 0 0 540
511145.b1116 511145.b4032 0 0 0 540 0 0 0 540
511145.b1116 511145.b0066 0 0 0 540 0 0 0 540
511145.b1116 511145.b1485 0 0 0 540 0 0 0 540
511145.b1116 511145.b0068 0 0 0 540 0 0 0 540
511145.b1116 511145.b3454 0 0 0 540 0 0 0 540
511145.b1116 511145.b2201 0 0 0 540 0 0 0 540
511145.b1116 511145.b1126 0 0 0 540 0 0 0 540
511145.b1116 511145.b4227 0 0 0 540 0 0 0 540
511145.b1116 511145.b3486 0 0 0 360 0 0 140 426
511145.b1116 511145.b0861 0 0 0 540 0 0 0 540
511145.b1116 511145.b1312 0 0 0 540 0 0 0 540
511145.b1116 511145.b0764 0 0 0 540 0 0 0 540
511145.b1116 511145.b3568 0 0 0 540 0 0 0 540
511145.b1116 511145.b3544 0 0 0 540 0 0 0 540
511145.b1116 511145.b4289 0 0 0 540 0 0 0 540
511145.b1116 511145.b0652 0 0 0 540 0 0 0 540
511145.b1116 511145.b1754 0 0 0 540 0 0 0 540
511145.b1116 511145.b4087 0 0 72 540 0 0 0 554
511145.b1116 511145.b2546 0 0 0 540 0 0 0 540
511145.b1116 511145.b3725 0 0 0 540 0 0 0 540
511145.b1116 511145.b0365 0 0 0 540 0 0 0 540
511145.b1116 511145.b1294 0 0 0 540 0 0 0 540
511145.b1116 511145.b0760 0 0 0 540 0 0 0 540
511145.b1116 511145.b0933 0 0 0 540 0 0 0 540
511145.b1116 511145.b0864 0 0 0 540 0 0 0 540
511145.b1116 511145.b4231 0 0 0 540 0 0 0 540
511145.b1116 511145.b1513 0 0 72 540 0 0 0 554
511145.b1116 511145.b0830 0 0 0 540 0 0 0 540
511145.b1116 511145.b3542 0 0 0 540 0 0 0 540
511145.b1116 511145.b3270 0 0 0 540 0 0 0 540
511145.b1116 511145.b3917 0 0 0 540 0 0 0 540
511145.b1116 511145.b0199 0 0 0 540 0 0 0 540
511145.b1116 511145.b0589 0 0 0 540 0 0 0 540
511145.b1116 511145.b0655 0 0 0 540 0 0 0 540
511145.b1116 511145.b4460 0 0 0 540 0 0 0 540
511145.b1116 511145.b1859 0 0 0 540 0 0 0 540
511145.b1116 511145.b3543 0 0 0 540 0 0 0 540
511145.b1116 511145.b1243 0 0 0 540 0 0 0 540
511145.b1116 511145.b3020 0 0 0 360 0 0 0 360
511145.b1116 511145.b1917 0 0 0 540 0 0 0 540
511145.b1116 511145.b2179 0 0 0 540 0 0 0 540
511145.b1116 511145.b2679 0 0 0 540 0 0 0 540
511145.b1116 511145.b0592 0 0 0 540 0 0 0 540
511145.b1116 511145.b1310 0 0 0 540 0 0 0 540
511145.b1116 511145.b1900 0 0 72 540 0 0 0 554
511145.b1116 511145.b1247 0 0 0 540 0 0 0 540
511145.b1116 511145.b4287 0 0 0 540 0 0 0 540
511145.b1116 511145.b2678 0 0 0 540 0 0 0 540
511145.b1116 511145.b3751 0 0 0 540 0 0 0 540
511145.b1116 511145.b1442 0 0 0 540 0 0 0 540
511145.b1116 511145.b0763 0 0 0 540 0 0 0 540
511145.b1116 511145.b4262 0 0 0 540 0 0 0 540
511145.b1116 511145.b0793 0 0 0 540 0 0 0 540
511145.b1116 511145.b1484 0 0 0 540 0 0 0 540
511145.b1116 511145.b1514 0 0 0 540 0 0 0 540
511145.b1116 511145.b3478 0 0 0 540 0 0 0 540
511145.b1116 511145.b3453 0 0 0 540 0 0 0 540
511145.b1116 511145.b2178 0 0 0 540 0 0 0 540
511145.b1116 511145.b1857 0 0 0 540 0 0 0 540
511145.b1116 511145.b1711 0 0 0 540 0 0 0 540
511145.b1116 511145.b4261 0 0 0 540 0 0 0 540
511145.b1116 511145.b1515 0 0 0 540 0 0 0 540
511145.b1116 511145.b2425 0 0 0 540 0 0 0 540
511145.b1116 511145.b0863 0 0 0 540 0 0 0 540
511145.b1116 511145.b1483 0 0 0 540 0 0 0 540
511145.b1116 511145.b0934 0 0 0 540 0 0 0 540
511145.b1116 511145.b4105 0 0 0 360 0 0 0 360
511145.b1116 511145.b0158 0 0 0 540 0 0 0 540
511145.b1116 511145.b4086 0 0 0 540 0 0 0 540
511145.b1116 511145.b0698 0 0 0 540 0 0 0 540
511145.b1116 511145.b3476 0 0 0 540 0 0 0 540
511145.b1116 511145.b0854 0 0 0 540 0 0 0 540
511145.b1116 511145.b1291 0 0 0 540 0 0 0 540
511145.b1116 511145.b3452 0 0 0 540 0 0 0 540
511145.b1116 511145.b4088 0 0 0 540 0 0 0 540
511145.b1116 511145.b0879 0 0 213 0 0 0 314 437
511145.b1116 511145.b1245 0 0 0 540 0 0 0 540
511145.b1116 511145.b0829 0 0 0 540 0 0 0 540
511145.b1116 511145.b1756 0 0 0 540 0 0 0 540
511145.b1116 511145.b1440 0 0 0 540 0 0 0 540
511145.b1116 511145.b3726 0 0 0 540 0 0 0 540
511145.b1116 511145.b1118 0 967 0 900 0 229 0 997
511145.b1116 511145.b2424 0 0 0 540 0 0 0 540
511145.b1116 511145.b0831 0 0 0 540 0 0 0 540
511145.b1116 511145.b3750 0 0 0 540 0 0 0 540
511145.b1117 511145.b1483 0 0 0 540 0 0 0 540
511145.b1117 511145.b1515 0 0 0 540 0 0 0 540
511145.b1117 511145.b4088 0 0 0 540 0 0 0 540
511145.b1117 511145.b1245 0 0 0 540 0 0 0 540
511145.b1117 511145.b0854 0 0 0 540 0 0 0 540
511145.b1117 511145.b1291 0 0 0 540 0 0 0 540
511145.b1117 511145.b3452 0 0 0 540 0 0 0 540
511145.b1117 511145.b0831 0 0 0 540 0 0 0 540
511145.b1117 511145.b1247 0 0 0 540 0 0 0 540
511145.b1117 511145.b2678 0 0 0 540 0 0 0 540
511145.b1117 511145.b1442 0 0 0 540 0 0 0 540
511145.b1117 511145.b0763 0 0 0 540 0 0 0 540
511145.b1117 511145.b4262 0 0 0 540 0 0 0 540
511145.b1117 511145.b1514 0 0 0 540 0 0 0 540
511145.b1117 511145.b3478 0 0 0 540 0 0 0 540
511145.b1117 511145.b1711 0 0 0 540 0 0 0 540
511145.b1117 511145.b0861 0 0 0 540 0 0 0 540
511145.b1117 511145.b4227 0 0 0 540 0 0 0 540
511145.b1117 511145.b0764 0 0 0 540 0 0 0 540
511145.b1117 511145.b1126 0 0 0 540 0 0 0 540
511145.b1117 511145.b2193 0 154 0 0 0 0 0 153
511145.b1117 511145.b3725 0 0 0 540 0 0 0 540
511145.b1117 511145.b1294 0 0 0 540 0 0 0 540
511145.b1117 511145.b0760 0 0 0 540 0 0 0 540
511145.b1117 511145.b1754 0 0 0 540 0 0 0 540
511145.b1117 511145.b1513 0 0 0 540 0 0 0 540
511145.b1117 511145.b0864 0 0 0 540 0 0 0 540
511145.b1117 511145.b0830 0 0 0 540 0 0 0 540
511145.b1117 511145.b1243 0 0 0 540 0 0 0 540
511145.b1117 511145.b2679 0 0 0 540 0 0 0 540
511145.b1117 511145.b3543 0 0 0 540 0 0 0 540
511145.b1117 511145.b3749 0 0 0 540 0 0 0 540
511145.b1117 511145.b3487 0 0 78 0 0 0 141 174
511145.b1117 511145.b0590 0 0 0 540 0 0 0 540
511145.b1117 511145.b1441 0 0 0 540 0 0 0 540
511145.b1117 511145.b4485 0 0 0 540 0 0 0 540
511145.b1117 511145.b2197 0 0 0 540 0 0 0 540
511145.b1117 511145.b1901 0 0 0 540 0 0 0 540
511145.b1117 511145.b1486 0 0 0 540 0 0 0 540
511145.b1117 511145.b0197 0 0 0 540 0 0 0 540
511145.b1117 511145.b1124 0 0 0 540 0 0 0 540
511145.b1117 511145.b2177 0 0 0 540 0 0 0 540
511145.b1117 511145.b4032 0 0 0 540 0 0 0 540
511145.b1117 511145.b0066 0 0 0 540 0 0 0 540
511145.b1117 511145.b2309 0 0 71 540 0 0 0 554
511145.b1117 511145.b3201 0 0 0 540 0 0 0 540
511145.b1117 511145.b2547 0 0 0 540 0 0 0 540
511145.b1117 511145.b0198 0 0 0 540 0 0 0 540
511145.b1117 511145.b3450 0 0 0 540 0 0 0 540
511145.b1117 511145.b0795 0 0 78 0 0 0 141 174
511145.b1117 511145.b0857 0 0 0 540 0 0 0 540
511145.b1117 511145.b0151 0 154 0 540 0 0 0 594
511145.b1117 511145.b3485 0 0 0 360 0 0 0 360
511145.b1117 511145.b2199 0 0 0 540 0 0 0 540
511145.b1117 511145.b2310 0 0 71 540 0 0 0 554
511145.b1117 511145.b1319 0 0 0 540 0 0 0 540
511145.b1117 511145.b0855 0 0 0 540 0 0 0 540
511145.b1117 511145.b2148 0 0 0 540 0 0 0 540
511145.b1117 511145.b4033 0 0 0 540 0 0 0 540
511145.b1117 511145.b1311 0 0 0 540 0 0 0 540
511145.b1117 511145.b3194 0 0 0 360 0 0 0 360
511145.b1117 511145.b0862 0 0 0 540 0 0 0 540
511145.b1117 511145.b2423 0 0 0 540 0 0 0 540
511145.b1117 511145.b4230 0 0 0 540 0 0 0 540
511145.b1117 511145.b0794 0 0 0 540 0 0 103 569
511145.b1117 511145.b3271 0 0 0 540 0 0 0 540
511145.b1117 511145.b2308 0 0 0 540 0 0 0 540
511145.b1117 511145.b1290 0 0 0 540 0 0 0 540
511145.b1117 511145.b3727 0 0 0 540 0 0 0 540
511145.b1117 511145.b1125 0 0 0 540 0 0 0 540
511145.b1117 511145.b2128 0 0 0 540 0 0 0 540
511145.b1117 511145.b0067 0 0 0 540 0 0 0 540
511145.b1117 511145.b0262 0 0 0 360 0 0 0 360
511145.b1117 511145.b2307 0 0 0 540 0 0 0 540
511145.b1117 511145.b3269 0 0 0 540 0 0 0 540
511145.b1117 511145.b1858 0 0 0 540 0 0 0 540
511145.b1117 511145.b1516 0 0 0 540 0 0 0 540
511145.b1117 511145.b3540 0 0 0 540 0 0 0 540
511145.b1117 511145.b0741 0 457 0 0 0 0 0 457
511145.b1117 511145.b0697 0 0 0 540 0 0 0 540
511145.b1117 511145.b2149 0 0 0 540 0 0 0 540
511145.b1117 511145.b1116 0 967 213 800 0 673 153 998
511145.b1117 511145.b0653 0 0 0 540 0 0 0 540
511145.b1117 511145.b1487 0 0 0 540 0 0 0 540
511145.b1117 511145.b4290 0 0 0 540 0 0 0 540
511145.b1117 511145.b0887 0 0 0 540 0 0 0 540
511145.b1117 511145.b3456 0 0 0 540 0 0 0 540
511145.b1117 511145.b0153 0 0 0 540 0 0 0 540
511145.b1117 511145.b0891 0 935 0 0 0 0 0 935
511145.b1117 511145.b3455 0 0 0 540 0 0 0 540
511145.b1117 511145.b0934 0 0 0 540 0 0 0 540
511145.b1117 511145.b4105 0 0 0 360 0 0 0 360
511145.b1117 511145.b0158 0 0 0 540 0 0 0 540
511145.b1117 511145.b0698 0 0 0 540 0 0 0 540
511145.b1117 511145.b4086 0 0 0 540 0 0 0 540
