tf_id	tf_uniprot_id	tf_name	target_id	target_uniprot_id	target_name	activate/repress	source
RDBECOLITFC00054	P77333	pgrR	RDBECOLIGNC02686	P0CD93	ymjD	-	regulonDB
RDBECOLITFC00054	P77333	pgrR	RDBECOLIGNC03521	P76046	ycjX	-	regulonDB
RDBECOLITFC00054	P77333	pgrR	RDBECOLIGNC03523	P51981	ycjG	-	regulonDB
RDBECOLITFC00054	P77333	pgrR	RDBECOLIGNC03524	P0ACV6	mpaA	-	regulonDB
RDBECOLITFC00054	P77333	pgrR	RDBECOLIGNC03525	P76049	ycjY	-	regulonDB
RDBECOLITFC00054	P77333	pgrR	RDBECOLIGNC03527	P77348	mppA	-	regulonDB
RDBECOLITFC00055	P0AGK8	iscR	RDBECOLIGNC00461	P69739	hyaA	-	regulonDB
RDBECOLITFC00055	P0AGK8	iscR	RDBECOLIGNC00462	P0ACD8	hyaB	-	regulonDB
RDBECOLITFC00055	P0AGK8	iscR	RDBECOLIGNC00463	P0AAM1	hyaC	-	regulonDB
RDBECOLITFC00055	P0AGK8	iscR	RDBECOLIGNC00464	P19930	hyaD	-	regulonDB
RDBECOLITFC00055	P0AGK8	iscR	RDBECOLIGNC00465	P19931	hyaE	-	regulonDB
RDBECOLITFC00055	P0AGK8	iscR	RDBECOLIGNC00466	P19932	hyaF	-	regulonDB
RDBECOLITFC00055	P0AGK8	iscR	RDBECOLIGNC01345	P77667	sufA	+	regulonDB
RDBECOLITFC00055	P0AGK8	iscR	RDBECOLIGNC01968	P0ABL5	napC	-	regulonDB
RDBECOLITFC00055	P0AGK8	iscR	RDBECOLIGNC01969	P0ABL3	napB	-	regulonDB
RDBECOLITFC00055	P0AGK8	iscR	RDBECOLIGNC01970	P33934	napH	-	regulonDB
RDBECOLITFC00055	P0AGK8	iscR	RDBECOLIGNC01971	P0AAL3	napG	-	regulonDB
RDBECOLITFC00055	P0AGK8	iscR	RDBECOLIGNC01972	P33937	napA	-	regulonDB
RDBECOLITFC00055	P0AGK8	iscR	RDBECOLIGNC01973	P0AAL0	napF	-	regulonDB
RDBECOLITFC00055	P0AGK8	iscR	RDBECOLIGNC02029	P0AAC8	iscA	-	regulonDB
RDBECOLITFC00055	P0AGK8	iscR	RDBECOLIGNC02039	P0A9I5	napD	-	regulonDB
RDBECOLITFC00055	P0AGK8	iscR	RDBECOLIGNC02202	P0ACC3	erpA	-	regulonDB
RDBECOLITFC00055	P0AGK8	iscR	RDBECOLIGNC03384	P38683	torT	-	regulonDB
RDBECOLITFC00055	P0AGK8	iscR	RDBECOLIGNC03758	P76194	sufE	+	regulonDB
RDBECOLITFC00055	P0AGK8	iscR	RDBECOLIGNC03759	P77444	sufS	+	regulonDB
RDBECOLITFC00055	P0AGK8	iscR	RDBECOLIGNC03760	P77689	sufD	+	regulonDB
RDBECOLITFC00055	P0AGK8	iscR	RDBECOLIGNC03761	P77499	sufC	+	regulonDB
RDBECOLITFC00055	P0AGK8	iscR	RDBECOLIGNC03762	P77522	sufB	+	regulonDB
RDBECOLITFC00055	P0AGK8	iscR	RDBECOLIGNC03776	P77649	selO	+	regulonDB
RDBECOLITFC00055	P0AGK8	iscR	RDBECOLIGNC04151	P0ACD4	iscU	-	regulonDB
RDBECOLITFC00055	P0AGK8	iscR	RDBECOLIGNC04152	P0A6B7	iscS	-	regulonDB
RDBECOLITFC00055	P0AGK8	iscR	RDBECOLIGNC04153	P0AGK8	iscR	-	regulonDB
RDBECOLITFC00055	P0AGK8	iscR	RDBECOLIGNC04188	P52129	rnlA	-	regulonDB
RDBECOLITFC00055	P0AGK8	iscR	RDBECOLIGNC04189	P52130	rnlB	-	regulonDB
RDBECOLITFC00055	P0AGK8	iscR	RDBECOLIGNC04538	P63020	nfuA	-	regulonDB
RDBECOLITFC00056	P17446	betI	RDBECOLIGNC00105	P17444	betA	-	regulonDB
RDBECOLITFC00056	P17446	betI	RDBECOLIGNC00106	P17445	betB	-	regulonDB
RDBECOLITFC00056	P17446	betI	RDBECOLIGNC00107	P17446	betI	-	regulonDB
RDBECOLITFC00056	P17446	betI	RDBECOLIGNC00108	P0ABC9	betT	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00019	P0A9G6	aceA	+	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00020	P08997	aceB	+	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00021	P0AFG8	aceE	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00022	P06959	aceF	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00023	P11071	aceK	+	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00028	P0A9Q7	adhE	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00080	P15993	aroP	+	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00160	P0ACJ8	crp	+	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00161	P69783	crr	-+	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00168	P0ABJ9	cydA	+	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00169	P0ABK2	cydB	+	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00183	P0AEA8	cysG	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00250	P0A955	eda	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00251	P0ADF6	edd	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00252	P0A6P9	eno	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00276	P0AB71	fbaA	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00330	P20966	fruA	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00331	P0AEW9	fruK	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00360	P0A9B2	gapA	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00361	P0A9B6	epd	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00482	P08200	icd	+	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00535	P0A9P0	lpd	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00645	P08201	nirB	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00646	P0AC26	nirC	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00647	P0A9I8	nirD	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00680	P22259	pck	+	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00690	P0A796	pfkA	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00694	P0A799	pgk	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00746	P00864	ppc	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00749	P23538	ppsA	+	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00778	P0AA04	ptsH	-+	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00779	P08839	ptsI	-+	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC00794	P0AD61	pykF	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC01003	P0A858	tpiA	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC01075	P0ACL9	pdhR	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC01213	P21514	pdeL	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC01397	P0ACH5	marA	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC01398	P27245	marR	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC01503	P30131	hypF	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC01546	P31121	marB	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC01690	P31675	setA	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC02172	P37689	gpmM	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC02173	P37690	envC	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC02174	P37691	yibQ	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC02289	P37773	mpl	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC02421	P0A6V8	glk	-+	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC02674	C1P5Z7	sgrT	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC03089	P77541	prpB	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC03090	P31660	prpC	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC03091	P77243	prpD	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC03092	P77495	prpE	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC03408	P0AEA2	csgG	+	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC03409	P0AE98	csgF	+	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC03410	P0AE95	csgE	+	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC03411	P52106	csgD	+	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC03815	P76231	yeaC	+	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC03816	P39173	yeaD	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC03930	P0A8M6	tmaR	+	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC03969	P0A991	fbaB	-	regulonDB
RDBECOLITFC00057	P0ACP1	cra	RDBECOLIGNC04691	P69811	fruB	-	regulonDB
RDBECOLITFC00058	P0ACQ0	rbsR	RDBECOLIGNC00027	P22333	add	+	regulonDB
RDBECOLITFC00058	P0ACQ0	rbsR	RDBECOLIGNC00782	P15640	purD	-	regulonDB
RDBECOLITFC00058	P0ACQ0	rbsR	RDBECOLIGNC00785	P15639	purH	-	regulonDB
RDBECOLITFC00058	P0ACQ0	rbsR	RDBECOLIGNC00804	P04983	rbsA	-	regulonDB
RDBECOLITFC00058	P0ACQ0	rbsR	RDBECOLIGNC00805	P02925	rbsB	-	regulonDB
RDBECOLITFC00058	P0ACQ0	rbsR	RDBECOLIGNC00806	P0AGI1	rbsC	-	regulonDB
RDBECOLITFC00058	P0ACQ0	rbsR	RDBECOLIGNC00807	P04982	rbsD	-	regulonDB
RDBECOLITFC00058	P0ACQ0	rbsR	RDBECOLIGNC00808	P0A9J6	rbsK	-	regulonDB
RDBECOLITFC00058	P0ACQ0	rbsR	RDBECOLIGNC00809	P0ACQ0	rbsR	-	regulonDB
RDBECOLITFC00058	P0ACQ0	rbsR	RDBECOLIGNC01382	P28248	dcd	+	regulonDB
RDBECOLITFC00058	P0ACQ0	rbsR	RDBECOLIGNC01642	P0A8F4	udk	+	regulonDB
RDBECOLITFC00059	P0ACT2	envR	RDBECOLIGNC01644	P0AE06	acrA	-	regulonDB
RDBECOLITFC00059	P0ACT2	envR	RDBECOLIGNC01645	P31224	acrB	-	regulonDB
RDBECOLITFC00060	P13669	mngR	RDBECOLIGNC01094	P13669	mngR	-	regulonDB
RDBECOLITFC00060	P13669	mngR	RDBECOLIGNC02427	P54745	mngA	-	regulonDB
RDBECOLITFC00060	P13669	mngR	RDBECOLIGNC02428	P54746	mngB	-	regulonDB
RDBECOLITFC00061	P0AE39	pyrR	RDBECOLIGNC02144	P37662	yhjX	+	regulonDB
RDBECOLITFC00062	P33224	aidB	RDBECOLIGNC01742	P33224	aidB	-	regulonDB
RDBECOLITFC00063	P38684	torR	RDBECOLIGNC00502	P13445	rpoS	+	regulonDB
RDBECOLITFC00063	P38684	torR	RDBECOLIGNC00993	P0A853	tnaA	+	regulonDB
RDBECOLITFC00063	P38684	torR	RDBECOLIGNC00994	P23173	tnaB	+	regulonDB
RDBECOLITFC00063	P38684	torR	RDBECOLIGNC01249	P0AD89	tnaC	+	regulonDB
RDBECOLITFC00063	P38684	torR	RDBECOLIGNC01744	P33225	torA	+	regulonDB
RDBECOLITFC00063	P38684	torR	RDBECOLIGNC01745	P33226	torC	+	regulonDB
RDBECOLITFC00063	P38684	torR	RDBECOLIGNC02079	P36662	torD	+	regulonDB
RDBECOLITFC00063	P38684	torR	RDBECOLIGNC02329	P38684	torR	-	regulonDB
RDBECOLITFC00065	P0ACS9	acrR	RDBECOLIGNC00945	P0ACS2	soxR	-	regulonDB
RDBECOLITFC00065	P0ACS9	acrR	RDBECOLIGNC00946	P0A9E2	soxS	-	regulonDB
RDBECOLITFC00065	P0ACS9	acrR	RDBECOLIGNC01397	P0ACH5	marA	-	regulonDB
RDBECOLITFC00065	P0ACS9	acrR	RDBECOLIGNC01398	P27245	marR	-	regulonDB
RDBECOLITFC00065	P0ACS9	acrR	RDBECOLIGNC01546	P31121	marB	-	regulonDB
RDBECOLITFC00065	P0ACS9	acrR	RDBECOLIGNC01644	P0AE06	acrA	-	regulonDB
RDBECOLITFC00065	P0ACS9	acrR	RDBECOLIGNC01645	P31224	acrB	-	regulonDB
RDBECOLITFC00065	P0ACS9	acrR	RDBECOLIGNC02015	P0ACS9	acrR	-	regulonDB
RDBECOLITFC00065	P0ACS9	acrR	RDBECOLIGNC02825	P0DSF5	mdtU	-	regulonDB
RDBECOLITFC00065	P0ACS9	acrR	RDBECOLIGNC03506	P78061	puuA	-	regulonDB
RDBECOLITFC00065	P0ACS9	acrR	RDBECOLIGNC03710	P69210	mdtI	-	regulonDB
RDBECOLITFC00065	P0ACS9	acrR	RDBECOLIGNC03711	P69212	mdtJ	-	regulonDB
RDBECOLITFC00066	P0ACG1	stpA	RDBECOLIGNC01140	P0AC28	fau	-	regulonDB
RDBECOLITFC00066	P0ACG1	stpA	RDBECOLIGNC02393	P45956	cas2	+	regulonDB
RDBECOLITFC00066	P0ACG1	stpA	RDBECOLIGNC04239	Q46896	cas1	+	regulonDB
RDBECOLITFC00066	P0ACG1	stpA	RDBECOLIGNC04240	Q46897	casE	+	regulonDB
RDBECOLITFC00066	P0ACG1	stpA	RDBECOLIGNC04241	Q46898	casD	+	regulonDB
RDBECOLITFC00066	P0ACG1	stpA	RDBECOLIGNC04242	Q46899	casC	+	regulonDB
RDBECOLITFC00066	P0ACG1	stpA	RDBECOLIGNC04243	P76632	casB	+	regulonDB
RDBECOLITFC00066	P0ACG1	stpA	RDBECOLIGNC04244	Q46901	casA	+	regulonDB
RDBECOLITFC00067	P0C079	relB	RDBECOLIGNC00826	P0C079	relB	-	regulonDB
RDBECOLITFC00067	P0C079	relB	RDBECOLIGNC01113	P0ACG6	hokD	-	regulonDB
RDBECOLITFC00067	P0C079	relB	RDBECOLIGNC01114	P0C077	relE	-	regulonDB
RDBECOLITFC00070	Q47083	cbl	RDBECOLIGNC02221	P0AAI1	ssuB	+	regulonDB
RDBECOLITFC00070	Q47083	cbl	RDBECOLIGNC02276	P37610	tauD	+	regulonDB
RDBECOLITFC00070	Q47083	cbl	RDBECOLIGNC03105	Q47537	tauA	+	regulonDB
RDBECOLITFC00070	Q47083	cbl	RDBECOLIGNC03106	Q47538	tauB	+	regulonDB
RDBECOLITFC00070	Q47083	cbl	RDBECOLIGNC03107	Q47539	tauC	+	regulonDB
RDBECOLITFC00070	Q47083	cbl	RDBECOLIGNC03345	P75851	ssuC	+	regulonDB
RDBECOLITFC00070	Q47083	cbl	RDBECOLIGNC03346	P80645	ssuD	+	regulonDB
RDBECOLITFC00070	Q47083	cbl	RDBECOLIGNC03347	P75853	ssuA	+	regulonDB
RDBECOLITFC00070	Q47083	cbl	RDBECOLIGNC03348	P80644	ssuE	+	regulonDB
RDBECOLITFC00071	P0ACS2	soxR	RDBECOLIGNC00074	P00888	aroF	+	regulonDB
RDBECOLITFC00071	P0ACS2	soxR	RDBECOLIGNC00351	P05042	fumC	+	regulonDB
RDBECOLITFC00071	P0ACS2	soxR	RDBECOLIGNC00941	P00448	sodA	+	regulonDB
RDBECOLITFC00071	P0ACS2	soxR	RDBECOLIGNC00945	P0ACS2	soxR	-	regulonDB
RDBECOLITFC00071	P0ACS2	soxR	RDBECOLIGNC00946	P0A9E2	soxS	+	regulonDB
RDBECOLITFC00071	P0ACS2	soxR	RDBECOLIGNC01027	P07023	tyrA	+	regulonDB
RDBECOLITFC00071	P0ACS2	soxR	RDBECOLIGNC01862	P32700	yjcB	+	regulonDB
RDBECOLITFC00071	P0ACS2	soxR	RDBECOLIGNC04461	P64610	yrbL	+	regulonDB
RDBECOLITFC00072	P19323	fhlA	RDBECOLIGNC00279	P07658	fdhF	+	regulonDB
RDBECOLITFC00072	P19323	fhlA	RDBECOLIGNC00295	P19323	fhlA	+	regulonDB
RDBECOLITFC00072	P19323	fhlA	RDBECOLIGNC00467	P0AEV4	hycA	+	regulonDB
RDBECOLITFC00072	P19323	fhlA	RDBECOLIGNC00468	P0AAK1	hycB	+	regulonDB
RDBECOLITFC00072	P19323	fhlA	RDBECOLIGNC00469	P16429	hycC	+	regulonDB
RDBECOLITFC00072	P19323	fhlA	RDBECOLIGNC00470	P16430	hycD	+	regulonDB
RDBECOLITFC00072	P19323	fhlA	RDBECOLIGNC00471	P16431	hycE	+	regulonDB
RDBECOLITFC00072	P19323	fhlA	RDBECOLIGNC00472	P16432	hycF	+	regulonDB
RDBECOLITFC00072	P19323	fhlA	RDBECOLIGNC00473	P16433	hycG	+	regulonDB
RDBECOLITFC00072	P19323	fhlA	RDBECOLIGNC00474	P0AEV7	hycH	+	regulonDB
RDBECOLITFC00072	P19323	fhlA	RDBECOLIGNC00476	P0A700	hypA	+	regulonDB
RDBECOLITFC00072	P19323	fhlA	RDBECOLIGNC00477	P0AAN3	hypB	+	regulonDB
RDBECOLITFC00072	P19323	fhlA	RDBECOLIGNC00478	P0AAM3	hypC	+	regulonDB
RDBECOLITFC00072	P19323	fhlA	RDBECOLIGNC00479	P24192	hypD	+	regulonDB
RDBECOLITFC00072	P19323	fhlA	RDBECOLIGNC00480	P24193	hypE	+	regulonDB
RDBECOLITFC00072	P19323	fhlA	RDBECOLIGNC01503	P30131	hypF	+	regulonDB
RDBECOLITFC00072	P19323	fhlA	RDBECOLIGNC01504	P0AAK4	hydN	+	regulonDB
RDBECOLITFC00072	P19323	fhlA	RDBECOLIGNC04228	P0AEV9	hycI	+	regulonDB
RDBECOLITFC00073	P76340	hprR	RDBECOLIGNC02230	P38054	cusA	+	regulonDB
RDBECOLITFC00073	P76340	hprR	RDBECOLIGNC03196	P77485	cusS	+	regulonDB
RDBECOLITFC00073	P76340	hprR	RDBECOLIGNC03197	P0ACZ8	cusR	+	regulonDB
RDBECOLITFC00073	P76340	hprR	RDBECOLIGNC03198	P77211	cusC	+	regulonDB
RDBECOLITFC00073	P76340	hprR	RDBECOLIGNC03199	P77214	cusF	+	regulonDB
RDBECOLITFC00073	P76340	hprR	RDBECOLIGNC03200	P77239	cusB	+	regulonDB
RDBECOLITFC00073	P76340	hprR	RDBECOLIGNC03903	P76341	hiuH	+	regulonDB
RDBECOLITFC00073	P76340	hprR	RDBECOLIGNC03904	P76342	msrP	+	regulonDB
RDBECOLITFC00073	P76340	hprR	RDBECOLIGNC03905	P76343	msrQ	+	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC00351	P05042	fumC	+	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC00516	P07464	lacA	-	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC00518	P02920	lacY	-	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC00519	P00722	lacZ	-	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC00620	P28861	fpr	+	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC00780	P0A7D4	purA	-	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC00842	P0C0U4	rimK	+	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC00941	P00448	sodA	+	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC01060	P04994	xseA	+	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC01198	P0AC53	zwf	+	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC01235	P17117	nfsA	+	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC01295	P25516	acnA	+	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC01333	P0ACI0	rob	-	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC01363	P0AES9	hdeA	-	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC01364	P0AET2	hdeB	-	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC01365	P0AFV2	yhiD	-	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC01385	P27294	inaA	+	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC01397	P0ACH5	marA	+	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC01398	P27245	marR	+	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC01546	P31121	marB	+	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC01644	P0AE06	acrA	+	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC01645	P31224	acrB	+	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC02381	P64604	mlaD	+	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC02382	P64606	mlaE	+	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC02383	P63386	mlaF	+	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC02390	P46119	ybjC	+	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC02559	P38489	nfsB	+	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC03316	P0AAY6	ybjN	+	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC03359	P0AFL9	pqiA	+	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC03360	P43671	pqiB	+	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC03361	P0AB10	pqiC	+	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC03468	P75991	ycgZ	+	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC03469	P75992	ymgA	+	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC03470	P75993	ariR	+	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC03471	P75994	ymgC	+	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC04455	P64602	mlaB	+	regulonDB
RDBECOLITFC00074	P0ACH5	marA	RDBECOLIGNC04456	P0ADV7	mlaC	+	regulonDB
RDBECOLITFC00075	P14375	zraR	RDBECOLIGNC00007	P14377	zraS	+	regulonDB
RDBECOLITFC00075	P14375	zraR	RDBECOLIGNC00260	P24180	acrE	+	regulonDB
RDBECOLITFC00075	P14375	zraR	RDBECOLIGNC00376	P0A9C5	glnA	+	regulonDB
RDBECOLITFC00075	P14375	zraR	RDBECOLIGNC00379	P0AEQ3	glnH	+	regulonDB
RDBECOLITFC00075	P14375	zraR	RDBECOLIGNC00475	P14375	zraR	+	regulonDB
RDBECOLITFC00075	P14375	zraR	RDBECOLIGNC00828	P67910	rfaD	+	regulonDB
RDBECOLITFC00075	P14375	zraR	RDBECOLIGNC00887	P0AGB3	rpoH	+	regulonDB
RDBECOLITFC00075	P14375	zraR	RDBECOLIGNC00965	P0ACA3	sspA	+	regulonDB
RDBECOLITFC00075	P14375	zraR	RDBECOLIGNC01133	P0AD49	raiA	+	regulonDB
RDBECOLITFC00075	P14375	zraR	RDBECOLIGNC01323	P0AEM6	fliA	+	regulonDB
RDBECOLITFC00075	P14375	zraR	RDBECOLIGNC01843	P0AAA9	zraP	+	regulonDB
RDBECOLITFC00075	P14375	zraR	RDBECOLIGNC02086	P36995	cspB	+	regulonDB
RDBECOLITFC00075	P14375	zraR	RDBECOLIGNC02120	P63201	gadW	+	regulonDB
RDBECOLITFC00075	P14375	zraR	RDBECOLIGNC02372	P0ACL2	exuR	+	regulonDB
RDBECOLITFC00075	P14375	zraR	RDBECOLIGNC02386	P45766	yhdW	+	regulonDB
RDBECOLITFC00075	P14375	zraR	RDBECOLIGNC02558	P0AFW2	rmf	-	regulonDB
RDBECOLITFC00075	P14375	zraR	RDBECOLIGNC04492	P45771	yrdD	+	regulonDB
RDBECOLITFC00075	P14375	zraR	RDBECOLIGNC04545	P46854	yhhY	+	regulonDB
RDBECOLITFC00075	P14375	zraR	RDBECOLIGNC04563	P0AE85	cpxP	+	regulonDB
RDBECOLITFC00075	P14375	zraR	RDBECOLIGNC04689	P0ADD9	yjjY	+	regulonDB
RDBECOLITFC00076	P0A8S1	argP	RDBECOLIGNC00084	P0A9Q9	asd	+	regulonDB
RDBECOLITFC00076	P0A8S1	argP	RDBECOLIGNC00200	P04036	dapB	+	regulonDB
RDBECOLITFC00076	P0A8S1	argP	RDBECOLIGNC00201	P0A9D8	dapD	+	regulonDB
RDBECOLITFC00076	P0A8S1	argP	RDBECOLIGNC00229	P03004	dnaA	+	regulonDB
RDBECOLITFC00076	P0A8S1	argP	RDBECOLIGNC00236	P0A988	dnaN	+	regulonDB
RDBECOLITFC00076	P0A8S1	argP	RDBECOLIGNC00365	P00370	gdhA	+	regulonDB
RDBECOLITFC00076	P0A8S1	argP	RDBECOLIGNC00541	P00861	lysA	+	regulonDB
RDBECOLITFC00076	P0A8S1	argP	RDBECOLIGNC00542	P08660	lysC	+	regulonDB
RDBECOLITFC00076	P0A8S1	argP	RDBECOLIGNC00652	P00452	nrdA	+	regulonDB
RDBECOLITFC00076	P0A8S1	argP	RDBECOLIGNC00653	P69924	nrdB	+	regulonDB
RDBECOLITFC00076	P0A8S1	argP	RDBECOLIGNC00818	P0A7H0	recF	+	regulonDB
RDBECOLITFC00076	P0A8S1	argP	RDBECOLIGNC01141	P11667	argO	+	regulonDB
RDBECOLITFC00076	P0A8S1	argP	RDBECOLIGNC01307	P25737	lysP	+	regulonDB
RDBECOLITFC00076	P0A8S1	argP	RDBECOLIGNC02223	P0ABW3	yfaE	+	regulonDB
RDBECOLITFC00077	P63204	gadE	RDBECOLIGNC00396	P09831	gltB	+	regulonDB
RDBECOLITFC00077	P63204	gadE	RDBECOLIGNC00397	P09832	gltD	+	regulonDB
RDBECOLITFC00077	P63204	gadE	RDBECOLIGNC00810	P0DMC9	rcsA	+	regulonDB
RDBECOLITFC00077	P63204	gadE	RDBECOLIGNC01363	P0AES9	hdeA	+	regulonDB
RDBECOLITFC00077	P63204	gadE	RDBECOLIGNC01364	P0AET2	hdeB	+	regulonDB
