"protein_1_locus","protein_1_name","protein_2_locus","protein_2_name"
"BSU_14580","PdhA","BSU_14580","PdhA"
"BSU_37070","RpmE","BSU_01410","RpsM"
"BSU_16520","Frr","BSU_01020","RplK"
"BSU_16040","RplS","BSU_01130","TufA"
"BSU_01130","TufA","BSU_16500","Tsf"
"BSU_13560","MtnK","BSU_01050","RplL"
"BSU_15510","PyrAA","BSU_15510","PyrAA"
"BSU_34930","HisZ","BSU_34920","HisG"
"BSU_03910","GabD","BSU_03910","GabD"
"BSU_16600","NusA","BSU_22960","GudB"
"BSU_16690","PnpA","BSU_16690","PnpA"
"BSU_08790","ThiC","BSU_08790","ThiC"
"BSU_28290","IlvC","BSU_28290","IlvC"
"BSU_13750","QueF","BSU_13750","QueF"
"BSU_33900","Eno","BSU_00710","YacC"
"BSU_11200","ArgJ","BSU_11200","ArgJ"
"BSU_38550","IlvK","BSU_38550","IlvK"
"BSU_13610","MtnB","BSU_13610","MtnB"
"BSU_29180","Pyk","BSU_29180","Pyk"
"BSU_24550","GcvPB","BSU_24550","GcvPB"
"BSU_13030","YkhA","BSU_13030","YkhA"
"BSU_29750","AroA","BSU_29750","AroA"
"BSU_38760","CydA","BSU_38750","CydB"
"BSU_24370","SpoIIIAG","BSU_24370","SpoIIIAG"
"BSU_03450","HxlB","BSU_03450","HxlB"
"BSU_38020","PdxK","BSU_38020","PdxK"
"BSU_17280","YmaD","BSU_17280","YmaD"
"BSU_40740","SatA","BSU_40740","SatA"
"BSU_37670","HemQ","BSU_37670","HemQ"
"BSU_28120","HemL","BSU_28120","HemL"
"BSU_10120","HemE","BSU_10120","HemE"
"BSU_11740","CotZ","BSU_11740","CotZ"
"BSU_19780","CgeA","BSU_11740","CotZ"
"BSU_11780","CotV","BSU_11740","CotZ"
"BSU_06300","CotA","BSU_11740","CotZ"
"BSU_11730","CotO","BSU_11740","CotZ"
"BSU_19780","CgeA","BSU_11750","CotY"
"BSU_11780","CotV","BSU_11750","CotY"
"BSU_14250","YknT","BSU_11750","CotY"
"BSU_06300","CotA","BSU_11750","CotY"
"BSU_17970","CotM","BSU_11750","CotY"
"BSU_36060","CotH","BSU_11750","CotY"
"BSU_30920","CotI","BSU_11750","CotY"
"BSU_34520","CotQ","BSU_11750","CotY"
"BSU_18670","OxdD","BSU_11750","CotY"
"BSU_19780","CgeA","BSU_19780","CgeA"
"BSU_11780","CotV","BSU_19780","CgeA"
"BSU_11770","CotW","BSU_19780","CgeA"
"BSU_14250","YknT","BSU_19780","CgeA"
"BSU_06300","CotA","BSU_19780","CgeA"
"BSU_11730","CotO","BSU_19780","CgeA"
"BSU_37920","GerQ","BSU_19780","CgeA"
"BSU_18670","OxdD","BSU_19780","CgeA"
"BSU_17030","CotE","BSU_19780","CgeA"
"BSU_11760","CotX","BSU_11770","CotW"
"BSU_14250","YknT","BSU_11780","CotV"
"BSU_14250","YknT","BSU_14250","YknT"
"BSU_06300","CotA","BSU_14250","YknT"
"BSU_17970","CotM","BSU_14250","YknT"
"BSU_37920","GerQ","BSU_14250","YknT"
"BSU_18670","OxdD","BSU_14250","YknT"
"BSU_06300","CotA","BSU_06300","CotA"
"BSU_17970","CotM","BSU_06300","CotA"
"BSU_17970","CotM","BSU_17970","CotM"
"BSU_37920","GerQ","BSU_37920","GerQ"
"BSU_18670","OxdD","BSU_18670","OxdD"
"BSU_34530","CotR","BSU_34530","CotR"
"BSU_29250","NrnA","BSU_29250","NrnA"
"BSU_34430","RacX","BSU_34430","RacX"
"BSU_09650","SrtN","BSU_19360","OdhB"
"BSU_29680","AcsA","BSU_09650","SrtN"
"BSU_37720","BacC","BSU_37720","BacC"
"BSU_00870","RadA","BSU_00870","RadA"
"BSU_28910","PftA","BSU_28900","PftB"
"BSU_17020","RicA","BSU_17020","RicA"
"BSU_14990","RicF","BSU_37130","Spo0F"
"BSU_00320","RicT","BSU_37130","Spo0F"
"BSU_14990","RicF","BSU_27930","Spo0B"
"BSU_00320","RicT","BSU_27930","Spo0B"
"BSU_00010","DnaA","BSU_00330","YabA"
"BSU_39340","HutP","BSU_39340","HutP"
"BSU_14860","PycA","BSU_14860","PycA"
"BSU_29690","AcuA","BSU_29680","AcsA"
"BSU_29720","MotS","BSU_29720","MotS"
"BSU_29730","MotP","BSU_29730","MotP"
"BSU_21750","Sco","BSU_14890","CtaC"
"BSU_08340","PadR","BSU_08340","PadR"
"BSU_13690","MotA","BSU_13690","MotA"
"BSU_13680","MotB","BSU_13680","MotB"
"BSU_16220","FliG","BSU_13690","MotA"
"BSU_32680","SufU","BSU_32680","SufU"
"BSU_09600","FluC","BSU_09610","YhdV"
"BSU_32670","SufB","BSU_32680","SufU"
"BSU_37660","Pta","BSU_37660","Pta"
"BSU_00910","IspF","BSU_00910","IspF"
"BSU_33940","GapA","BSU_33940","GapA"
"BSU_35220","MinJ","BSU_16910","RodZ"
"BSU_23310","SipS","BSU_27130","RsiV"
"BSU_14410","SipT","BSU_27130","RsiV"
"BSU_19220","RecQ","BSU_04260","TopB"
"BSU_15540","PyrD","BSU_15530","PyrK"
"BSU_15530","PyrK","BSU_15530","PyrK"
"BSU_15540","PyrD","BSU_15540","PyrD"
"BSU_34740","Crh","BSU_34740","Crh"
"BSU_16940","RecA","BSU_08520","RecX"
"BSU_00240","CsfB","BSU_00240","CsfB"
"BSU_24550","GcvPB","BSU_24560","GcvPA"
"BSU_24560","GcvPA","BSU_24560","GcvPA"
"BSU_34540","ClpP","BSU_21920","UgtP"
"BSU_28220","ClpX","BSU_21920","UgtP"
"BSU_00330","YabA","BSU_00660","YabT"
"BSU_31270","Tgl","BSU_27840","SafA"
"BSU_28200","LonA","BSU_35230","SwrA"
"BSU_35319","SmiA","BSU_35230","SwrA"
"BSU_18380","IseA","BSU_09420","LytE"
"BSU_34800","CwlO","BSU_18380","IseA"
"BSU_19410","CwlS","BSU_18380","IseA"
"BSU_04970","CwlT","BSU_18380","IseA"
"BSU_15050","DdcP","BSU_17860","YneA"
"BSU_19590","CtpA","BSU_17860","YneA"
"BSU_16940","RecA","BSU_00870","RadA"
"BSU_01150","RpsJ","BSU_24320","NusB"
"BSU_07080","YesZ","BSU_07080","YesZ"
"BSU_36020","AlsR","BSU_36020","AlsR"
"BSU_01680","MurP","BSU_13900","PtsH"
"BSU_13900","PtsH","BSU_07800","TreP"
"BSU_13900","PtsH","BSU_38050","SacP"
"BSU_38070","SacT","BSU_38050","SacP"
"BSU_13900","PtsH","BSU_38410","SacX"
"BSU_38420","SacY","BSU_38410","SacX"
"BSU_08200","MalP","BSU_22230","PtsA"
"BSU_07700","NagP","BSU_22230","PtsA"
"BSU_38050","SacP","BSU_22230","PtsA"
"BSU_38410","SacX","BSU_22230","PtsA"
"BSU_07800","TreP","BSU_22230","PtsA"
"BSU_08200","MalP","BSU_02350","GamP"
"BSU_38410","SacX","BSU_02350","GamP"
"BSU_07700","NagP","BSU_02350","GamP"
"BSU_02350","GamP","BSU_38050","SacP"
"BSU_02350","GamP","BSU_07800","TreP"
"BSU_08200","MalP","BSU_13890","PtsG"
"BSU_07700","NagP","BSU_13890","PtsG"
"BSU_38050","SacP","BSU_13890","PtsG"
"BSU_13890","PtsG","BSU_07800","TreP"
"BSU_31760","PncA","BSU_31760","PncA"
"BSU_14530","RnjA","BSU_14530","RnjA"
"BSU_37790","RocG","BSU_37790","RocG"
"BSU_22960","GudB","BSU_22960","GudB"
"BSU_24610","SinR","BSU_24610","SinR"
"BSU_36390","FlhP","BSU_16290","FlgE"
"BSU_36400","FlhO","BSU_36390","FlhP"
"BSU_16190","FlgC","BSU_36400","FlhO"
"BSU_16180","FlgB","BSU_16190","FlgC"
"BSU_16200","FliE","BSU_16180","FlgB"
"BSU_16210","FliF","BSU_16200","FliE"
"BSU_01780","GlmS","BSU_34760","GlmR"
"BSU_40410","WalR","BSU_15770","PrkC"
"BSU_34330","EpsE","BSU_34360","EpsB"
"BSU_28990","DnaB","BSU_28990","DnaB"
"BSU_22350","DnaD","BSU_22350","DnaD"
"BSU_38510","DltB","BSU_38520","DltC"
"BSU_04620","AcpS","BSU_38520","DltC"
"BSU_38520","DltC","BSU_38520","DltC"
"BSU_38510","DltB","BSU_38510","DltB"
"BSU_38500","DltA","BSU_38520","DltC"
"BSU_14140","CcpC","BSU_14140","CcpC"
"BSU_14130","DarB","BSU_14130","DarB"
"BSU_22220","MrfA","BSU_22210","MrfB"
"BSU_31090","KtrA","BSU_31090","KtrA"
"BSU_17050","MutL","BSU_17050","MutL"
"BSU_20040","YosP","BSU_20060","NrdEB"
"BSU_23880","MifM","BSU_01180","RplW"
"BSU_35480","DegV","BSU_15840","FakA"
"BSU_11110","YitS","BSU_15840","FakA"
"BSU_15770","PrkC","BSU_07260","YfnI"
"BSU_24300","XseA","BSU_24290","XseB"
"BSU_29900","TrmB","BSU_29900","TrmB"
"BSU_04320","KimA","BSU_04320","KimA"
"BSU_26430","YrkP","BSU_26420","YrkQ"
"BSU_23000","YpbE","BSU_22180","GpsB"
"BSU_27300","YrrS","BSU_22180","GpsB"
"BSU_23000","YpbE","BSU_23000","YpbE"
"BSU_22320","PonA","BSU_27300","YrrS"
"BSU_16910","RodZ","BSU_27300","YrrS"
"BSU_27310","PbpI","BSU_27300","YrrS"
"BSU_15770","PrkC","BSU_15780","CpgA"
"BSU_15760","PrpC","BSU_15780","CpgA"
"BSU_00660","YabT","BSU_00660","YabT"
"BSU_33440","CysJ","BSU_33430","CysI"
"BSU_33430","CysI","BSU_33430","CysI"
"BSU_33440","CysJ","BSU_33440","CysJ"
"BSU_34080","YvfS","BSU_34090","YvfR"
"BSU_16330","CheY","BSU_16320","FliY"
"BSU_13500","KtrD","BSU_31090","KtrA"
"BSU_14510","KtrC","BSU_31100","KtrB"
"BSU_14510","KtrC","BSU_14510","KtrC"
"BSU_22790","Hbs","BSU_07440","YfmK"
"BSU_29630","RefZ","BSU_29630","RefZ"
"BSU_00150","Dgk","BSU_00150","Dgk"
"BSU_00140","Dck","BSU_00140","Dck"
"BSU_00180","YaaJ","BSU_00180","YaaJ"
"BSU_28760","AraM","BSU_28760","AraM"
"BSU_24020","BmrR","BSU_24020","BmrR"
"BSU_00380","MetS","BSU_00380","MetS"
"BSU_00470","PurR","BSU_00470","PurR"
"BSU_00500","GcaD","BSU_00500","GcaD"
"BSU_00510","Prs","BSU_00510","Prs"
"BSU_22780","FolE","BSU_03360","ZagA"
"BSU_32800","GcvH","BSU_10250","LplJ"
"BSU_19360","OdhB","BSU_10250","LplJ"
"BSU_32800","GcvH","BSU_37640","LipL"
"BSU_08080","AcoC","BSU_37640","LipL"
"BSU_19360","OdhB","BSU_37640","LipL"
"BSU_14600","PdhC","BSU_37640","LipL"
"BSU_24030","BkdB","BSU_37640","LipL"
"BSU_23700","YqjX","BSU_23710","PolY2"
"BSU_21510","YolD","BSU_21500","UvrX"
"BSU_18950","YozL","BSU_18930","YobH"
"BSU_35370","CsrA","BSU_35370","CsrA"
"BSU_30290","MelC","BSU_38810","MsmX"
"BSU_30280","MelD","BSU_38810","MsmX"
"BSU_16940","RecA","BSU_00880","DisA"
"BSU_16940","RecA","BSU_16940","RecA"
"BSU_01750","CdaA","BSU_01750","CdaA"
"BSU_29120","Mdh","BSU_29120","Mdh"
"BSU_17380","NrdE","BSU_17380","NrdE"
"BSU_17390","NrdF","BSU_17390","NrdF"
"BSU_28230","Tig","BSU_36930","YwlE"
"BSU_40960","ParB","BSU_15420","DivIVA"
"BSU_28470","LysC","BSU_28470","LysC"
"BSU_06850","YeeK","BSU_31270","Tgl"
"BSU_37920","GerQ","BSU_31270","Tgl"
"BSU_04960","ConG","BSU_04990","YddJ"
"BSU_27350","YrrN","BSU_27340","YrrO"
"BSU_35290","PrfB","BSU_23540","BrfA"
"BSU_24940","SweC","BSU_24930","SweD"
"BSU_24930","SweD","BSU_35250","FtsX"
"BSU_24930","SweD","BSU_24930","SweD"
"BSU_29520","SppI","BSU_29530","SppA"
"BSU_15890","PlsX","BSU_15890","PlsX"
"BSU_10240","YhfI","BSU_10240","YhfI"
"BSU_24600","SinI","BSU_24600","SinI"
"BSU_00680","HprT","BSU_00680","HprT"
"BSU_15680","Gmk","BSU_15680","Gmk"
"new_1056384_1056537","RosA","BSU_misc_RNA_69","FsrA"
"new_1056384_1056537","RosA","BSU_misc_RNA_67","RoxS"
"BSU_21240","YomS","BSU_21240","YomS"
"BSU_12780","XepA","BSU_12780","XepA"
"BSU_34780","NahA","BSU_34780","NahA"
"BSU_35900","CapB","BSU_35880","CapA"
"BSU_35900","CapB","BSU_35890","CapC"
"BSU_22470","BshB1","BSU_22470","BshB1"
"BSU_00690","FtsH","BSU_24870","YqgP"
"BSU_13300","MgtE","BSU_24870","YqgP"
"BSU_00690","FtsH","BSU_13300","MgtE"
"BSU_06812","YeeF","BSU_06812","YeeF"
"BSU_09120","DgcK","BSU_04280","YdaK"
"BSU_09120","DgcK","BSU_22910","MotI"
"BSU_29650","DgcP","BSU_22910","MotI"
"BSU_00850","McsB","BSU_11500","Spx"
"BSU_36930","YwlE","BSU_11500","Spx"
"BSU_00850","McsB","BSU_24770","MgsR"
"BSU_05980","TatAY","BSU_33120","LiaH"
"BSU_05990","TatCY","BSU_33120","LiaH"
"BSU_14840","FurA","BSU_23520","Fur"
"BSU_01430","RpoA","BSU_20870","YopJ"
"BSU_00370","AbrB","BSU_01130","TufA"
"BSU_32050","YuiE","BSU_01440","RplQ"
"BSU_22070","Xpt","BSU_22070","Xpt"
"BSU_34540","ClpP","BSU_15290","FtsZ"
"BSU_22180","GpsB","BSU_00640","SpoIIE"
"new_3036310_3036529_c","SR7P","BSU_33900","Eno"
"BSU_14850","FtsW","BSU_15160","PbpB"
"BSU_22600","AroE","BSU_22600","AroE"
"BSU_15420","DivIVA","BSU_25250","CcpN"
"BSU_24050","BkdAA","BSU_24060","LpdV"
"BSU_24040","BkdAB","BSU_24060","LpdV"
"BSU_24030","BkdB","BSU_24060","LpdV"
"BSU_24040","BkdAB","BSU_24050","BkdAA"
"BSU_24030","BkdB","BSU_24050","BkdAA"
"BSU_24030","BkdB","BSU_24040","BkdAB"
"BSU_01050","RplL","BSU_09100","CspB"
"BSU_27600","Rel","BSU_27600","Rel"
"BSU_34770","YvcJ","BSU_34760","GlmR"
"BSU_29520","SppI","BSU_29520","SppI"
"BSU_00550","Mfd","BSU_01070","RpoB"
"BSU_32550","FrlP","BSU_28740","AraP"
"BSU_32550","FrlP","BSU_28730","AraQ"
"BSU_32550","FrlP","BSU_34150","GanP"
"BSU_32550","FrlP","BSU_34140","GanQ"
"BSU_15640","RqcH","BSU_01020","RplK"
"BSU_15640","RqcH","BSU_00590","RqcP"
"BSU_33450","HelD","BSU_01070","RpoB"
"BSU_33450","HelD","BSU_01080","RpoC"
"BSU_33450","HelD","BSU_37160","RpoE"
"BSU_14130","DarB","BSU_27600","Rel"
"BSU_37080","Rho","BSU_16600","NusA"
"BSU_01010","NusG","BSU_01070","RpoB"
"BSU_37080","Rho","BSU_37080","Rho"
"BSU_17030","CotE","BSU_17640","YncD"
"BSU_17640","YncD","BSU_17640","YncD"
"BSU_22800","SpoIVA","BSU_17640","YncD"
"BSU_09770","YheD","BSU_09770","YheD"
"BSU_09830","YhaX","BSU_09830","YhaX"
"BSU_15210","SpoVE","BSU_15210","SpoVE"
"BSU_15170","SpoVD","BSU_15170","SpoVD"
"BSU_15170","SpoVD","BSU_15810","SpoVM"
"BSU_11760","CotX","BSU_11750","CotY"
"BSU_11760","CotX","BSU_11740","CotZ"
"BSU_06900","CotJB","BSU_37900","SpsB"
"BSU_34530","CotR","BSU_37900","SpsB"
"BSU_08920","YhbB","BSU_36060","CotH"
"BSU_01050","RplL","BSU_01050","RplL"
"BSU_01650","NamZ","BSU_01650","NamZ"
"BSU_misc_RNA_41","BsrA","BSU_01070","RpoB"
"BSU_misc_RNA_41","BsrA","BSU_01080","RpoC"
"BSU_misc_RNA_32","BsrB","BSU_01070","RpoB"
"BSU_31030","BstB","BSU_01080","RpoC"
"BSU_01080","RpoC","BSU_misc_RNA_32","BsrB"
"BSU_09860","KhtT","BSU_09860","KhtT"
"BSU_16240","FliI","BSU_16380","FlhB"
"BSU_27370","MltG","BSU_15160","PbpB"
"BSU_27370","MltG","BSU_22320","PonA"
"BSU_15150","FtsL","BSU_17860","YneA"
"BSU_17860","YneA","BSU_15160","PbpB"
"BSU_17860","YneA","BSU_22320","PonA"
"BSU_33240","OxdC","BSU_33240","OxdC"
"BSU_18450","GltA","BSU_22960","GudB"
"BSU_11250","ArgF","BSU_40320","RocF"
"BSU_32350","FisB","BSU_32350","FisB"
"BSU_36190","YwqJ","BSU_36180","YwqK"
"BSU_01830","NdhF","BSU_01845","YbcC"
"BSU_00850","McsB","BSU_00850","McsB"
"BSU_25000","PbpA","BSU_22380","TseB"
"BSU_39520","YxeK","BSU_39520","YxeK"
"BSU_20850","AimP","BSU_20860","AimR"
"BSU_15670","RemA","BSU_15670","RemA"
"BSU_27230","ForE2","BSU_27220","ForC2"
"BSU_12170","ForE1","BSU_12160","ForC1"
"BSU_00880","DisA","BSU_27730","RuvB"
"BSU_06180","PspA","BSU_06210","YdjI"
"BSU_06200","YdjH","BSU_06190","YdjG"
"BSU_06180","PspA","BSU_06200","YdjH"
"BSU_06200","YdjH","BSU_06210","YdjI"
"BSU_16690","PnpA","BSU_15660","YloC"
"BSU_15660","YloC","BSU_15660","YloC"
"BSU_23120","ResD","BSU_01430","RpoA"
"BSU_14860","PycA","BSU_14130","DarB"
"BSU_40440","DnaC","BSU_09930","YhaM"
"BSU_14240","Rok","BSU_14240","Rok"
"BSU_16940","RecA","BSU_06610","PcrA"
"BSU_27480","RecD2","BSU_16940","RecA"
"BSU_12910","ProG","BSU_12910","ProG"
"BSU_18480","ProH","BSU_18480","ProH"
"BSU_23800","ProI","BSU_23800","ProI"
"BSU_28580","RqcU","BSU_28580","RqcU"
"BSU_40500","RplI","BSU_28580","RqcU"
"BSU_36070","CotG","BSU_17700","CotC"
"BSU_36070","CotG","BSU_17670","CotU"
"BSU_07220","YetL","BSU_07220","YetL"
"BSU_15390","SepF","BSU_29805","SftA"
"BSU_23270","RibE","BSU_23270","RibE"
"BSU_23270","RibE","BSU_23240","RibT"
"BSU_23250","RibH","BSU_23240","RibT"
"BSU_29920","CcrZ","BSU_00010","DnaA"
"BSU_28990","DnaB","BSU_29920","CcrZ"
"BSU_40890","RpsR","BSU_05930","RimI"
"BSU_05930","RimI","BSU_01130","TufA"
"BSU_33110","LiaG","BSU_33120","LiaH"
"BSU_35120","YvlB","BSU_33120","LiaH"
"BSU_35120","YvlB","BSU_06180","PspA"
"BSU_35120","YvlB","BSU_35130","YvlA"
"BSU_35120","YvlB","BSU_35110","YvlC"
"BSU_35120","YvlB","BSU_35100","YvlD"
"BSU_35130","YvlA","BSU_35110","YvlC"
"BSU_35100","YvlD","BSU_35130","YvlA"
"BSU_33130","LiaI","BSU_35130","YvlA"
"BSU_35100","YvlD","BSU_35110","YvlC"
"BSU_33130","LiaI","BSU_35110","YvlC"
"BSU_33110","LiaG","BSU_33130","LiaI"
"BSU_30620","YtlD","BSU_30595","YtlA"
"BSU_30620","YtlD","BSU_30610","YtlC"
"BSU_23402","SpoVAEB","BSU_23420","SpoVAC"
"BSU_23410","SpoVAD","BSU_23420","SpoVAC"
"BSU_00110","PdxS","BSU_22020","YpbS"
"BSU_12290","Ndh","BSU_12280","YjlC"
"BSU_01150","RpsJ","BSU_31390","YugI"
"BSU_01100","RpsL","BSU_01260","RplN"
"BSU_18060","PdhI","BSU_14580","PdhA"
"BSU_33900","Eno","BSU_01420","RpsK"
"BSU_01170","RplD","BSU_37110","YwjH"
"BSU_01330","RpsE","BSU_40090","AhpC"
"BSU_29860","YtoP","BSU_28820","YsdC"
"BSU_29540","YtdI","BSU_29470","AckA"
"BSU_01300","RpsH","BSU_16490","RpsB"
"BSU_25510","LepA","BSU_04580","CshA"
"BSU_25430","YqeV","BSU_34210","YvfG"
"BSU_00090","GuaB","BSU_16170","CodY"
"BSU_09950","PrsA","BSU_10160","YhgE"
"BSU_00860","ClpC","BSU_22580","ReoY"
"BSU_40200","YydD","BSU_40220","YydB"
"BSU_27960","RplU","BSU_25550","RpsT"
"BSU_01260","RplN","BSU_04580","CshA"
"BSU_00630","YabR","BSU_40910","RpsF"
"BSU_16600","NusA","BSU_14100","YkuJ"
"BSU_33900","Eno","BSU_01190","RplB"
"BSU_25410","RpsU","BSU_01420","RpsK"
"BSU_37070","RpmE","BSU_01200","RpsS"
"BSU_01170","RplD","BSU_29660","RpsD"
"BSU_25470","DnaK","BSU_39820","HtpG"
"BSU_01150","RpsJ","BSU_15070","YlbN"
"BSU_14000","PatA","BSU_22180","GpsB"
"BSU_14590","PdhB","BSU_18060","PdhI"
"BSU_01200","RpsS","BSU_28870","InfC"
"BSU_23560","MleN","BSU_09950","PrsA"
"BSU_13900","PtsH","BSU_40910","RpsF"
"BSU_23040","Fer","BSU_34210","YvfG"
"BSU_38850","YxkC","BSU_23560","MleN"
"BSU_04490","YdbJ","BSU_09300","GlpD"
"BSU_01410","RpsM","BSU_01280","RplE"
"BSU_01270","RplX","BSU_02720","YccF"
"BSU_01420","RpsK","BSU_28230","Tig"
"BSU_01190","RplB","BSU_28230","Tig"
"BSU_01110","RpsG","BSU_01420","RpsK"
"BSU_09300","GlpD","BSU_27700","YrbF"
"BSU_23040","Fer","BSU_32200","YutJ"
"BSU_36890","Upp","BSU_01300","RpsH"
"BSU_01200","RpsS","BSU_01300","RpsH"
"BSU_15990","RpsP","BSU_15970","YlxM"
"BSU_32730","MetQ","BSU_38850","YxkC"
"BSU_25410","RpsU","BSU_01150","RpsJ"
"BSU_01100","RpsL","BSU_16020","RimM"
"BSU_04030","YcsD","BSU_36370","YwpB"
"BSU_16170","CodY","BSU_22260","YppF"
"BSU_16040","RplS","BSU_01500","RpsI"
"BSU_09300","GlpD","BSU_02980","OpuAA"
"BSU_01260","RplN","BSU_01500","RpsI"
"BSU_19290","YozO","BSU_03490","SrfAB"
"BSU_29130","Icd","BSU_18000","CitB"
"BSU_01260","RplN","BSU_01420","RpsK"
"BSU_01420","RpsK","BSU_40890","RpsR"
"BSU_04580","CshA","BSU_01280","RplE"
"BSU_27710","Tgt","BSU_01160","RplC"
"BSU_16040","RplS","BSU_23500","Drm"
"BSU_35940","RbsA","BSU_09300","GlpD"
"BSU_31390","YugI","BSU_29610","EzrA"
"BSU_13560","MtnK","BSU_32260","Hom"
"BSU_01290","RpsN","BSU_31390","YugI"
"BSU_06270","YdjO","BSU_25200","SigA"
"BSU_08720","YgaF","BSU_29470","AckA"
"BSU_03210","PutC","BSU_37780","RocA"
"BSU_16520","Frr","BSU_27940","RpmA"
"BSU_00630","YabR","BSU_40890","RpsR"
"BSU_23160","RluB","BSU_01150","RpsJ"
"BSU_29660","RpsD","BSU_15080","RpmF"
"BSU_28440","SdhA","BSU_14820","YlaL"
"BSU_01410","RpsM","BSU_16680","RpsO"
"BSU_33900","Eno","BSU_01410","RpsM"
"BSU_35920","RbsK","BSU_22960","GudB"
"BSU_31390","YugI","BSU_16490","RpsB"
"BSU_01410","RpsM","BSU_28870","InfC"
"BSU_32730","MetQ","BSU_35700","TagH"
"BSU_27940","RpmA","BSU_01500","RpsI"
"BSU_34040","LutB","BSU_34050","LutA"
"BSU_01260","RplN","BSU_01300","RpsH"
"BSU_09950","PrsA","BSU_15160","PbpB"
"BSU_01260","RplN","BSU_40910","RpsF"
"BSU_38170","QoxA","BSU_09950","PrsA"
"BSU_29200","AccA","BSU_10000","YhaH"
"BSU_16620","RplGA","BSU_36830","AtpA"
"BSU_31390","YugI","BSU_01500","RpsI"
"BSU_01100","RpsL","BSU_27380","YrzB"
"BSU_40890","RpsR","BSU_16490","RpsB"
"BSU_27380","YrzB","BSU_01320","RplR"
"BSU_01150","RpsJ","BSU_22880","RpsA"
"BSU_10040","EcsA","BSU_16560","RasP"
"BSU_36800","AtpC","BSU_00370","AbrB"
"BSU_36850","AtpF","BSU_02980","OpuAA"
"BSU_38850","YxkC","BSU_09950","PrsA"
"BSU_28440","SdhA","BSU_36850","AtpF"
"BSU_01200","RpsS","BSU_01110","RpsG"
"BSU_35310","Hpf","BSU_01200","RpsS"
"BSU_25380","FloA","BSU_25370","YqfB"
"BSU_19360","OdhB","BSU_13910","PtsI"
"BSU_25410","RpsU","BSU_01500","RpsI"
"BSU_16845","YmfF","BSU_16860","YmfH"
"BSU_01110","RpsG","BSU_00630","YabR"
"BSU_01100","RpsL","BSU_01490","RplM"
"BSU_00630","YabR","BSU_28870","InfC"
"BSU_01100","RpsL","BSU_16590","YlxS"
"BSU_35960","RbsB","BSU_38850","YxkC"
"BSU_01200","RpsS","BSU_16500","Tsf"
"BSU_16260","YlxF","BSU_16210","FliF"
"BSU_40970","ParA","BSU_29000","NrdR"
"BSU_27940","RpmA","BSU_04580","CshA"
"BSU_06110","YdjA","BSU_06100","YdiS"
"BSU_37330","ArgS","BSU_01320","RplR"
"BSU_01150","RpsJ","BSU_01410","RpsM"
"BSU_15080","RpmF","BSU_01410","RpsM"
"BSU_27960","RplU","BSU_16490","RpsB"
"BSU_15990","RpsP","BSU_06240","BdhA"
"BSU_34680","YvcT","BSU_00040","RecF"
"BSU_09300","GlpD","BSU_22350","DnaD"
"BSU_02890","YceC","BSU_35940","RbsA"
"BSU_00720","YacD","BSU_27580","YrvJ"
"BSU_01250","RpsQ","BSU_01190","RplB"
"BSU_02890","YceC","BSU_09300","GlpD"
"BSU_10140","HemY","BSU_28630","PheT"
"BSU_31410","AlaR","BSU_16040","RplS"
"BSU_01150","RpsJ","BSU_01420","RpsK"
"BSU_01200","RpsS","BSU_01280","RplE"
"BSU_01240","RpmC","BSU_01110","RpsG"
"BSU_36850","AtpF","BSU_09300","GlpD"
"BSU_31390","YugI","BSU_40890","RpsR"
"BSU_16040","RplS","BSU_36830","AtpA"
"BSU_01240","RpmC","BSU_29130","Icd"
"BSU_13910","PtsI","BSU_21350","CwlP"
"BSU_16630","InfB","BSU_35700","TagH"
"BSU_11910","YjcM","BSU_11920","YjcN"
"BSU_27940","RpmA","BSU_00960","YacO"
"BSU_00630","YabR","BSU_01420","RpsK"
"BSU_01200","RpsS","BSU_01410","RpsM"
"BSU_24450","Efp","BSU_37660","Pta"
"BSU_25470","DnaK","BSU_22960","GudB"
"BSU_16520","Frr","BSU_01260","RplN"
"BSU_23120","ResD","BSU_06360","GuaA"
"BSU_10330","YhfQ","BSU_14580","PdhA"
"BSU_25410","RpsU","BSU_01190","RplB"
"BSU_01110","RpsG","BSU_15920","AcpA"
"BSU_32370","YunD","BSU_16980","SpoVS"
"BSU_29490","Tpx","BSU_01190","RplB"
"BSU_14600","PdhC","BSU_35940","RbsA"
"BSU_37660","Pta","BSU_11840","YjcF"
"BSU_07360","YfmS","BSU_16440","CheW"
"BSU_16020","RimM","BSU_01200","RpsS"
"BSU_27940","RpmA","BSU_01420","RpsK"
"BSU_01240","RpmC","BSU_25410","RpsU"
"BSU_01080","RpoC","BSU_16210","FliF"
"BSU_16520","Frr","BSU_30310","YtwF"
"BSU_15690","YloH","BSU_23870","PolY1"
"BSU_01330","RpsE","BSU_14610","PdhD"
"BSU_01200","RpsS","BSU_37120","FbaA"
"BSU_38170","QoxA","BSU_30560","PckA"
"BSU_23570","AnsB","BSU_16500","Tsf"
"BSU_37100","MurAB","BSU_36760","MurAA"
"BSU_28850","RplT","BSU_27380","YrzB"
"BSU_25410","RpsU","BSU_15080","RpmF"
"BSU_01200","RpsS","BSU_01500","RpsI"
"BSU_16500","Tsf","BSU_01320","RplR"
"BSU_40150","EpeA","BSU_09300","GlpD"
