tf_id	target_id	tf_name	target_name	activate/repress	pubmed	source	tf_uniprot_id	target_uniprot_id
AT1G62360	AT1G30950	BUM1	UFO	A	9671577;12011335;11842154	atrm	Q38874	Q39090
AT1G62360	AT1G47990	BUM1	GA2OX4	A	18757555	atrm	Q38874	Q9C7Z1
AT1G62360	AT1G65620	BUM1	AS2	R	17768399;14617069;12586863;17601823	atrm	Q38874	O04479
AT1G62360	AT1G75820	BUM1	CLV1	A	12011335	atrm	Q38874	Q9SYQ8
AT1G62360	AT1G76420	BUM1	CUC3	R	12837947;16798887	atrm	Q38874	Q9S851
AT1G62360	AT2G27250	BUM1	CLV3	A	12068101	atrm	Q38874	Q9XF04
AT1G62360	AT2G37630	BUM1	AS1	R	11934861;17768399;11447101;11283332;15202996;14617069;12068116;15316113;17601823;12045283	atrm	Q38874	O80931
AT1G62360	AT3G23630	BUM1	IPT7	A	16139211;16139212	atrm	Q38874	Q94ID1
AT1G62360	AT3G48100	BUM1	ARR5	A	16139211	atrm	Q38874	Q9SB04
AT1G62360	AT4G25420	BUM1	GA20OX1	R	12372247;12401187;16213812;19891706;15208345	atrm	Q38874	Q39110
AT1G62360	AT5G19040	BUM1	ATIPT5	A	16139211	atrm	Q38874	Q94ID2
AT1G63650	AT1G01380	EGL3	ETC1	A	19395683;17885086;18644155;15542499	atrm	Q9CAD0	Q9LNI5
AT1G63650	AT1G79840	EGL3	GL2	A	19136646;19401413;17885086;17644729;14627722;17461792;15542499	atrm	Q9CAD0	P46607
AT1G63650	AT2G23550	EGL3	MES6	A	19136646;19401413	atrm	Q9CAD0	F4IMK2
AT1G63650	AT2G23580	EGL3	ABE4	A	19136646;19401413	atrm	Q9CAD0	O80474
AT1G63650	AT2G37260	EGL3	TTG2	A	17766401	atrm	Q9CAD0	Q9ZUU0
AT1G63650	AT2G46410	EGL3	CPC	A	17376028;17885086;18644155;14627722;17027738;15542499	atrm	Q9CAD0	O22059
AT1G63650	AT4G01060	EGL3	ETC3	A	18644155	atrm	Q9CAD0	Q9M157
AT1G63650	AT4G09820	EGL3	TT8	A	16709193;12917293;18036197	atrm	Q9CAD0	Q9FT81
AT1G63650	AT4G22880	EGL3	LDOX	R	19621239	atrm	Q9CAD0	Q96323
AT1G63650	AT5G08640	EGL3	FLS1	R	19621239	atrm	Q9CAD0	Q96330
AT1G63650	AT5G13930	EGL3	TT4	R	19621239	atrm	Q9CAD0	P13114
AT1G63650	AT5G53200	EGL3	TRY	A	19395683;17885086;18644155;17027738;15967776;15542499	atrm	Q9CAD0	Q8GV05
AT1G65620	AT1G23380	AS2	KNAT6	R	14508003;17601823	atrm	O04479	Q84JS6
AT1G65620	AT1G32240	AS2	KAN2	R	17559509;14508003	atrm	O04479	Q9C616
AT1G65620	AT1G62360	AS2	BUM1	R	15208345	atrm	O04479	Q38874
AT1G65620	AT1G70510	AS2	KNAT2	R	19088331;15833920;14871310;19891706;17259263;14508003;12586863;17601823	atrm	O04479	P46640
AT1G65620	AT2G26580	AS2	YAB5	R	17559509	atrm	O04479	Q8GW46
AT1G65620	AT2G33860	AS2	ETT	R	17559509	atrm	O04479	O23661
AT1G65620	AT2G34710	AS2	PHB	A	16006579;15208415;17028202;14508003;17293570;17601823	atrm	O04479	O04291
AT1G65620	AT2G45190	AS2	AFO	R	14508003	atrm	O04479	O22152
AT1G65620	AT3G15170	AS2	CUC1	R	18156293	atrm	O04479	Q9FRV4
AT1G65620	AT4G00180	AS2	YAB3	R	14508003	atrm	O04479	Q9XFB1
AT1G65620	AT4G08150	AS2	KNAT1	R	18203921;19088331;15833920;14871310;19891706;12787254;14508003	atrm	O04479	P46639
AT1G65620	AT5G03680	AS2	PTL	R	18156293	atrm	O04479	Q9LZS0
AT1G65620	AT5G16560	AS2	KAN	R	18849474;15208415;17028202;14508003;17601823	atrm	O04479	Q93WJ9
AT1G65620	AT5G53950	AS2	CUC2	R	18156293	atrm	O04479	O04017
AT1G65620	AT5G63090	AS2	LOB	A	17557810;14508003;17601823	atrm	O04479	Q9FML4
AT1G66350	AT2G41940	RGL1	ZFP8	R	17704233	atrm	Q9C8Y3	P93751
AT1G66390	AT2G37260	MYB90	TTG2	A	17766401	atrm	Q9ZTC3	Q9ZUU0
AT1G66600	AT2G14610	WRKY63	PR1	R	18776063	atrm	Q9C6H5	P33154
AT1G67260	AT3G50660	TCP1	DWF4	A	20435901	atrm	Q9FYG7	O64989
AT1G68640	AT2G17950	PAN	WUS	R	19542297	atrm	Q9SX27	Q9SB92
AT1G68640	AT4G18960	PAN	AG	A	19395638;19542297;20409275	atrm	Q9SX27	P17839
AT1G69120	AT1G30950	AP1	UFO	A	12826617;11283333	atrm	P35631	Q39090
AT1G69120	AT1G68480	AP1	JAG	R	15030755	atrm	P35631	Q6S591
AT1G69120	AT2G22540	AP1	SVP	R	15299121;20409275;17114273;18694458;16679456	atrm	P35631	Q9FVC1
AT1G69120	AT2G45660	AP1	AGL20	R	18694458	atrm	P35631	O64645
AT1G69120	AT2G47730	AP1	GSTF8	A	11997371	atrm	P35631	Q96266
AT1G69120	AT3G54340	AP1	AP3	A	11283333;20409275;11959818,18417639	atrm	P35631	P35632
AT1G69120	AT4G16280	AP1	FCA	R	10097382	atrm	P35631	O04425
AT1G69120	AT4G18960	AP1	AG	R	17409064;19138429;17881378;16854969;16679456;18694458	atrm	P35631	P17839
AT1G69120	AT4G24540	AP1	AGL24	R	16131510;15299121;17316177;20409275;20074092;17114273;14716314;18694458;16679456;17168895	atrm	P35631	O82794
AT1G69120	AT5G03840	AP1	TFL1	R	15096600;11457954;16359391;10449576;12148532;20409275;10648231;10021331;10368173;15037730;17666027	atrm	P35631	P93003
AT1G69120	AT5G20240	AP1	PI	A	11283333;16640596;15918886;18417639	atrm	P35631	P48007
AT1G69120	AT5G60910	AP1	AGL8	R	15299121;16155177;15486106	atrm	P35631	Q38876
AT1G69120	AT5G61850	AP1	LFY	A	10648231;10368173	atrm	P35631	Q00958
AT1G69180	AT4G18960	CRC	AG	A	18441215;10225997	atrm	Q8L925	P17839
AT1G69490	AT3G47340	NAP	ASN1	A	20007449	atrm	O49255	P49078
AT1G69490	AT5G15970	NAP	KIN2	R	12713537	atrm	O49255	P31169
AT1G69490	AT5G52310	NAP	LTI78	R	12713537	atrm	O49255	Q06738
AT1G69600	AT4G02380	ZFHD1	SAG21	A	17233795	atrm	Q9SEZ1	Q93WF6
AT1G69600	AT5G15970	ZFHD1	KIN2	R	18974936	atrm	Q9SEZ1	P31169
AT1G69600	AT5G51070	ZFHD1	ERD1	A	18974936;17233795;17587305	atrm	Q9SEZ1	P42762
AT1G69600	AT5G52310	ZFHD1	LTI78	R	18974936	atrm	Q9SEZ1	Q06738
AT1G70510	AT4G18960	KNAT2	AG	A	11487688;14871310	atrm	P46640	P17839
AT1G71692	AT1G65480	AGL12	FT	A	18203871	atrm	Q38841	Q9SXZ2
AT1G71692	AT2G45660	AGL12	AGL20	A	18203871	atrm	Q38841	O64645
AT1G71692	AT5G61850	AGL12	LFY	A	18203871	atrm	Q38841	Q00958
AT1G71930	AT1G16490	VND7	MYB58	A	19122102	atrm	Q9C8W9	Q9SA47
AT1G71930	AT1G28470	VND7	ANAC010	A	18952777	atrm	Q9C8W9	F4HY61
AT1G71930	AT1G62990	VND7	KNAT7	A	18952777	atrm	Q9C8W9	Q9FPQ8
AT1G71930	AT1G79180	VND7	MYB63	A	19122102	atrm	Q9C8W9	Q6R0A6
AT1G71930	AT2G38080	VND7	IRX12	A	17329564	atrm	Q9C8W9	O80434
AT1G71930	AT5G12870	VND7	MYB46	A	18952777;17890373	atrm	Q9C8W9	Q9LXV2
AT1G71930	AT5G17420	VND7	IRX3	A	17329564	atrm	Q9C8W9	Q9SWW6
AT1G71930	AT5G56110	VND7	AT5G56110	A	18952777	atrm	Q9C8W9	Q9XHV0
AT1G73730	AT1G16400	EIL3	CYP79F2	R	17114350	atrm	O23116	Q9FUY7
AT1G73730	AT1G16410	EIL3	CYP79F1	R	17114350	atrm	O23116	Q949U1
AT1G73730	AT1G78000	EIL3	SULTR1;2	A	17114350	atrm	O23116	Q9MAX3
AT1G73730	AT2G22330	EIL3	CYP79B3	R	17114350	atrm	O23116	Q501D8
AT1G73730	AT3G19710	EIL3	BCAT4	A	17114350	atrm	O23116	Q9LE06
AT1G73730	AT3G56040	EIL3	UGP3	R	19286968	atrm	O23116	F4IY62
AT1G73730	AT4G31500	EIL3	CYP83B1	R	17114350	atrm	O23116	O65782
AT1G73730	AT4G39950	EIL3	CYP79B2	A	17114350	atrm	O23116	O81346
AT1G73730	AT5G43780	EIL3	APS4	A	17114350	atrm	O23116	Q9S7D8
AT1G73730	AT5G60890	EIL3	MYB34	R	17114350;18042203	atrm	O23116	O64399
AT1G74930	AT1G17420	ORA47	LOX3	A	20140232	atrm	Q9S7L5	Q9LNR3
AT1G75080	AT2G43060	BZR1	IBH1	A	20009022	atrm	Q8S307	Q9SKX1
AT1G75080	AT3G50660	BZR1	DWF4	R	17080598;16699538;16407451;17699623	atrm	Q8S307	O64989
AT1G75080	AT4G38850	BZR1	SAUR15	A	17699623	atrm	Q8S307	Q41220
AT1G75080	AT5G05690	BZR1	CPD	R	17277098;11970900;144101183	atrm	Q8S307	Q42569
AT1G75080	AT5G39860	BZR1	PRE1	A	20009022	atrm	Q8S307	Q9FLE9
AT1G76420	AT1G62360	CUC3	BUM1	A	17122068	atrm	Q9S851	Q38874
AT1G76420	AT5G61850	CUC3	LFY	A	19095941	atrm	Q9S851	Q00958
AT1G77850	AT4G27260	ARF17	WES1	R	15829600	atrm	Q84WU6	O81829
AT1G77850	AT5G54510	ARF17	DFL1	R	15829600	atrm	Q84WU6	Q9LSQ4
AT1G78600	AT1G56650	LZF1	MYB75	A	18182030	atrm	Q9SYM2	Q9FE25
AT1G79180	AT1G15950	MYB63	ATCCR1	A	19122102	atrm	Q6R0A6	Q9S9N9
AT1G79180	AT1G51680	MYB63	4CL1	A	19122102	atrm	Q6R0A6	Q42524
AT1G79180	AT2G30490	MYB63	C4H	A	19122102	atrm	Q6R0A6	P92994
AT1G79180	AT2G37040	MYB63	PAL1	A	19122102	atrm	Q6R0A6	P35510
AT1G79180	AT2G38080	MYB63	IRX12	A	19122102	atrm	Q6R0A6	O80434
AT1G79180	AT2G40890	MYB63	CYP98A3	A	19122102	atrm	Q6R0A6	O22203
AT1G79180	AT4G34050	MYB63	CCoAOMT1	A	19122102	atrm	Q6R0A6	O49499
AT1G79180	AT4G37970	MYB63	CAD6	A	19122102	atrm	Q6R0A6	O65621
AT1G79180	AT5G48930	MYB63	HCT	A	19122102	atrm	Q6R0A6	Q9FI78
AT1G79180	AT5G54160	MYB63	ATOMT1	A	19122102	atrm	Q6R0A6	Q9FK25
AT1G79580	AT1G26870	SMB	FEZ	R	19081078	atrm	Q9MA17	Q9ZVH0
AT1G79840	AT1G12560	GL2	EXPA7	R	12468740	atrm	P46607	Q9LN94
AT1G79840	AT1G53500	GL2	MUM4	A	14701918;19401413;19458117	atrm	P46607	Q9LPG6
AT1G79840	AT3G16785	GL2	PLDP1	R	16219918;16384909	atrm	P46607	Q9LRZ5
AT1G79840	AT5G14750	GL2	WER	R	12756173	atrm	P46607	Q9SEI0
AT1G79840	AT5G53200	GL2	TRY	A	19014692	atrm	P46607	Q8GV05
AT2G01500	AT4G18960	PFS2	AG	R	15659481	atrm	Q9ZVF5	P17839
AT2G01570	AT1G04310	RGA1	ERS2	A	18502975	atrm	Q9SLH3	P93825
AT2G01570	AT1G15550	RGA1	GA3OX1	R	10517835	atrm	Q9SLH3	Q39103
AT2G01570	AT1G70510	RGA1	KNAT2	A	18502975	atrm	Q9SLH3	P46640
AT2G01570	AT2G04240	RGA1	XERICO	A	18941053	atrm	Q9SLH3	Q9SI09
AT2G01570	AT2G22300	RGA1	CAMTA3	A	18502975	atrm	Q9SLH3	Q8GSA7
AT2G01570	AT2G36270	RGA1	ABI5	A	18941053	atrm	Q9SLH3	Q9SJN0
AT2G01570	AT2G41940	RGA1	ZFP8	A	17704233	atrm	Q9SLH3	P93751
AT2G01570	AT3G27920	RGA1	GL1	A	17704233	atrm	Q9SLH3	P27900
AT2G01570	AT3G30775	RGA1	ERD5	A	18502975	atrm	Q9SLH3	P92983
AT2G01570	AT3G58070	RGA1	GIS	A	17704233	atrm	Q9SLH3	Q84WI0
AT2G01570	AT3G62230	RGA1	AT3G62230	R	18502975	atrm	Q9SLH3	Q9M1Q1
AT2G01570	AT4G25420	RGA1	GA20OX1	R	10517835	atrm	Q9SLH3	Q39110
AT2G01570	AT5G22920	RGA1	AT5G22920	A	18502975	atrm	Q9SLH3	Q9FFB6
AT2G01570	AT5G41315	RGA1	GL3	A	17704233	atrm	Q9SLH3	Q9FN69
AT2G01570	AT5G49450	RGA1	bZIP1	A	18502975	atrm	Q9SLH3	Q9FGX2
AT2G01570	AT5G61420	RGA1	MYB28	R	18502975	atrm	Q9SLH3	Q9SPG2
AT2G01930	AT4G09960	BPC1	STK	R	15722463	atrm	Q9SKD0	Q38836
AT2G02450	AT5G15840	ANAC034	CO	R	17653269	atrm	Q9ZVP8	Q39057
AT2G03340	AT1G17420	WRKY3	LOX3	A	18641266	atrm	Q9ZQ70	Q9LNR3
AT2G03340	AT1G62300	WRKY3	WRKY6	A	18641266	atrm	Q9ZQ70	Q9C519
AT2G16910	AT1G59740	AMS	AT1G59740	A	20118226	atrm	Q9ZVX2	Q93VV5
AT2G16910	AT1G67990	AMS	TSM1	A	20118226	atrm	Q9ZVX2	Q9C9W4
AT2G16910	AT1G73220	AMS	AT1G73220	A	20118226	atrm	Q9ZVX2	Q9CAT6
AT2G16910	AT1G75920	AMS	AT1G75920	A	20118226	atrm	Q9ZVX2	Q94CH5
AT2G16910	AT3G13220	AMS	ABCG26	A	20118226	atrm	Q9ZVX2	Q9LK50
AT2G16910	AT3G28740	AMS	AT3G28740	A	20118226	atrm	Q9ZVX2	Q9LHA1
AT2G16910	AT3G51590	AMS	LTP12	A	20118226	atrm	Q9ZVX2	Q9SCZ0
AT2G16910	AT4G00040	AMS	AT4G00040	A	20118226	atrm	Q9ZVX2	O81305
AT2G16910	AT5G17050	AMS	AT5G17050	A	20118226	atrm	Q9ZVX2	Q9LFJ8
AT2G16910	AT5G49070	AMS	KCS21	A	20118226	atrm	Q9ZVX2	Q9FH27
AT2G17950	AT1G19050	WUS	ARR7	R	143102193;18065689;143102020;18980654;16372013	atrm	Q9SB92	Q9ZWS7
AT2G17950	AT1G21970	WUS	LEC1	R	12000682	atrm	Q9SB92	Q9SFD8
AT2G17950	AT1G62360	WUS	BUM1	A	17586653;12068101;15100395	atrm	Q9SB92	Q38874
AT2G17950	AT1G74890	WUS	ARR15	R	143102193;143102020;18980654;16372013	atrm	Q9SB92	Q7G8V2
AT2G17950	AT2G27250	WUS	CLV3	A	16222087;10761929;12725756;19820344;12045272;16603652;12615942;12068101	atrm	Q9SB92	Q9XF04
AT2G17950	AT3G48100	WUS	ARR5	R	143102193;20377701;18065689;143102020;18980654;16372013	atrm	Q9SB92	Q9SB04
AT2G17950	AT4G18960	WUS	AG	A	11591338;11703916;19897670;14623445;11440722;16115063;12045282;17461793;12530963	atrm	Q9SB92	P17839
AT2G17950	AT4G37750	WUS	ANT	A	15004006;12000795	atrm	Q9SB92	Q38914
AT2G17950	AT5G62920	WUS	ARR6	R	143102193;18065689;143102020;18980654;16372013	atrm	Q9SB92	Q9ZWS6
AT2G20180	AT1G03430	PIL5	AHP5	A	19244139	atrm	Q8GZM7	Q8L9T7
AT2G20180	AT1G03630	PIL5	POR_C	A	18591656	atrm	Q8GZM7	O48741
AT2G20180	AT1G03790	PIL5	SOM	A	18487351	atrm	Q8GZM7	Q9ZWA1
AT2G20180	AT1G08980	PIL5	AMI1	A	19244139	atrm	Q8GZM7	Q9FR37
AT2G20180	AT1G14920	PIL5	GAI	A	17449805;18653696;19244139;18487351	atrm	Q8GZM7	Q9LQT8
AT2G20180	AT1G15550	PIL5	GA3OX1	R	16303558;17449805;17933900;16740147;18487351	atrm	Q8GZM7	Q39103
AT2G20180	AT1G19180	PIL5	JAZ1	R	19244139	atrm	Q8GZM7	Q9LMA8
AT2G20180	AT1G30040	PIL5	GA2OX2	A	16303558;17449805;17933900;16740147;18487351	atrm	Q8GZM7	Q9XFR9
AT2G20180	AT1G52920	PIL5	GPCR	A	19244139	atrm	Q8GZM7	F4IEM5
AT2G20180	AT1G66350	PIL5	RGL1	R	19244139	atrm	Q8GZM7	Q9C8Y3
AT2G20180	AT1G69010	PIL5	BIM2	A	19244139	atrm	Q8GZM7	Q9CAA4
AT2G20180	AT1G69720	PIL5	HO3	A	18591656	atrm	Q8GZM7	Q9C9L4
AT2G20180	AT1G72770	PIL5	HAB1	A	19244139	atrm	Q8GZM7	Q9CAJ0
AT2G20180	AT1G78390	PIL5	NCED9	A	17449805;19244139;18487351	atrm	Q8GZM7	Q9M9F5
AT2G20180	AT1G80340	PIL5	GA3OX2	R	17449805;16740147;18487351;17220175	atrm	Q8GZM7	Q9ZT84
AT2G20180	AT2G01570	PIL5	RGA1	A	17449805;18653696;19244139;18487351	atrm	Q8GZM7	Q9SLH3
AT2G20180	AT2G29090	PIL5	CYP707A2	R	19244139	atrm	Q8GZM7	O81077
AT2G20180	AT2G36270	PIL5	ABI5	A	19244139	atrm	Q8GZM7	Q9SJN0
AT2G20180	AT2G40220	PIL5	ABI4	R	19244139	atrm	Q8GZM7	A0MES8
AT2G20180	AT3G04730	PIL5	IAA16	R	19244139	atrm	Q8GZM7	O24407
AT2G20180	AT3G05120	PIL5	GID1A	A	19244139	atrm	Q8GZM7	Q9MAA7
AT2G20180	AT3G11540	PIL5	SPY	A	17449805	atrm	Q8GZM7	Q96301
AT2G20180	AT3G24220	PIL5	NCED6	A	17449805;19244139;18487351	atrm	Q8GZM7	Q9LRM7
AT2G20180	AT3G24650	PIL5	ABI3	A	19244139	atrm	Q8GZM7	Q01593
AT2G20180	AT3G44310	PIL5	NIT1	A	19244139	atrm	Q8GZM7	P32961
AT2G20180	AT3G44320	PIL5	NIT3	A	19244139	atrm	Q8GZM7	P46010
AT2G20180	AT3G50660	PIL5	DWF4	R	19244139	atrm	Q8GZM7	O64989
AT2G20180	AT3G61830	PIL5	ARF18	A	19244139	atrm	Q8GZM7	Q9C5W9
AT2G20180	AT4G11140	PIL5	CRF1	R	19244139	atrm	Q8GZM7	O82503
AT2G20180	AT4G18710	PIL5	BIN2	A	19244139	atrm	Q8GZM7	Q39011
AT2G20180	AT4G23750	PIL5	CRF2	R	19244139	atrm	Q8GZM7	Q9SUQ2
AT2G20180	AT4G26080	PIL5	ABI1	R	19244139	atrm	Q8GZM7	P49597
AT2G20180	AT4G27440	PIL5	PORB	A	18591656	atrm	Q8GZM7	P21218
AT2G20180	AT4G39920	PIL5	POR	A	18591656	atrm	Q8GZM7	Q9SMR2
AT2G20180	AT5G08130	PIL5	BIM1	A	19244139	atrm	Q8GZM7	Q9LEZ3
AT2G20180	AT5G20960	PIL5	AAO1	A	19244139	atrm	Q8GZM7	Q7G193
AT2G20180	AT5G27320	PIL5	GID1C	A	19244139	atrm	Q8GZM7	Q940G6
AT2G20180	AT5G42750	PIL5	BKI1	R	19244139	atrm	Q8GZM7	Q9FMZ0
AT2G20180	AT5G53290	PIL5	CRF3	R	19244139	atrm	Q8GZM7	Q9FK12
AT2G20180	AT5G54190	PIL5	PORA	A	18591656	atrm	Q8GZM7	Q42536
AT2G20180	AT5G54510	PIL5	DFL1	R	19244139	atrm	Q8GZM7	Q9LSQ4
AT2G20180	AT5G66880	PIL5	SnRK2.3	R	19244139	atrm	Q8GZM7	Q39193
AT2G20180	AT5G67030	PIL5	ABA1	A	17449805;19244139;18487351	atrm	Q8GZM7	Q9FGC7
AT2G22300	AT3G48090	CAMTA3	EDS1	R	20377697	atrm	Q8GSA7	Q9SU72
AT2G22300	AT4G25470	CAMTA3	CBF2	A	19270185;19270186	atrm	Q8GSA7	Q9SYS6
AT2G22540	AT1G24260	SVP	SEP3	R	19460347	atrm	Q9FVC1	O22456
AT2G22540	AT1G26310	SVP	CAL	A	18694458	atrm	Q9FVC1	Q39081
AT2G22540	AT1G65480	SVP	FT	R	20110261;19695946;19187043;18000016;19014493;17322399;18453531;18606145	atrm	Q9FVC1	Q9SXZ2
AT2G22540	AT2G45660	SVP	AGL20	R	19011118;19376936;19304997	atrm	Q9FVC1	O64645
AT2G22540	AT4G18960	SVP	AG	R	17409064;17114273;16679456	atrm	Q9FVC1	P17839
AT2G22540	AT4G35900	SVP	FD	R	19695946;21282611;19304997	atrm	Q9FVC1	Q84JK2
AT2G22630	AT1G69120	AGL17	AP1	A	18363787	atrm	Q38840	P35631
AT2G22630	AT5G61850	AGL17	LFY	A	18363787	atrm	Q38840	Q00958
AT2G22770	AT2G39310	NAI1	JAL22	A	18780803;18467340	atrm	Q8S3F1	O80950
AT2G22770	AT2G39330	NAI1	JAL23	A	18780803;18467340	atrm	Q8S3F1	O80948
AT2G22770	AT3G09260	NAI1	PYK10	A	18248598;15155889;18780803	atrm	Q8S3F1	Q9SR37
AT2G22770	AT3G15950	NAI1	NAI2	A	18780803	atrm	Q8S3F1	Q9LSB4
AT2G22770	AT3G16420	NAI1	JAL30	A	15155889;18780803	atrm	Q8S3F1	O04314
AT2G22770	AT3G16430	NAI1	JAL31	A	18780803;18467340	atrm	Q8S3F1	O04313
AT2G23760	AT4G08150	BLH4	KNAT1	R	18398054;17873098	atrm	Q94KL5	P46639
AT2G24570	AT2G40750	WRKY17	WRKY54	R	17114354	atrm	Q9SJA8	Q93WU8
AT2G24570	AT3G45140	WRKY17	LOX2	A	17114354	atrm	Q9SJA8	P38418
AT2G24570	AT3G56400	WRKY17	WRKY70	R	17114354	atrm	Q9SJA8	Q9LY00
AT2G24570	AT4G31550	WRKY17	WRKY11	A	17114354	atrm	Q9SJA8	Q9SV15
AT2G24570	AT5G42650	WRKY17	AOS	A	17114354	atrm	Q9SJA8	Q96242
AT2G26150	AT1G56600	HSFA2	GOLS2	A	18502973;15610345	atrm	O80982	Q9FXB2
AT2G26150	AT1G60470	HSFA2	ATGOLS4	A	18502973	atrm	O80982	O22693
AT2G26150	AT1G74310	HSFA2	HSP101	A	17890230	atrm	O80982	P42730
AT2G26150	AT2G47180	HSFA2	GOLS1	A	18502973;15610345	atrm	O80982	O22893
AT2G26150	AT3G09640	HSFA2	APX2	A	17085506	atrm	O80982	Q1PER6
AT2G26150	AT3G22840	HSFA2	ELIP1	A	17890230	atrm	O80982	P93735
AT2G26150	AT3G24500	HSFA2	MBF1C	A	17890230	atrm	O80982	Q9LV58
AT2G26150	AT3G57520	HSFA2	ATSIP2	A	18502973	atrm	O80982	Q94A08
AT2G27050	AT1G74710	EIL1	EDS16	R	19717619	atrm	Q9SLH0	Q9S7H8
AT2G27050	AT3G23240	EIL1	ERF1	A	16682641;15181103;11359609;15489282;12045274	atrm	Q9SLH0	Q8LDC8
AT2G27050	AT4G27440	EIL1	PORB	A	19948955	atrm	Q9SLH0	P21218
AT2G27050	AT5G54190	EIL1	PORA	A	19948955	atrm	Q9SLH0	Q42536
AT2G27300	AT1G65480	NTL8	FT	R	17158162	atrm	Q9XIN7	Q9SXZ2
AT2G27990	AT1G26310	BLH8	CAL	A	18298668	atrm	Q9SJJ3	Q39081
AT2G27990	AT1G69120	BLH8	AP1	A	18298668;15120075	atrm	Q9SJJ3	P35631
AT2G27990	AT5G61850	BLH8	LFY	A	18298668;15120075;19154317	atrm	Q9SJJ3	Q00958
AT2G28160	AT1G01580	FRU	FRO2	A	15556641;16117851;16790430;15539473;19017117;19154225	atrm	Q0V7X4	P92949
AT2G28160	AT3G58810	FRU	MTPA2	R	16709200	atrm	Q0V7X4	Q9LXS1
AT2G28160	AT3G60330	FRU	AHA7	A	19154225	atrm	Q0V7X4	Q9LY32
AT2G28160	AT5G03570	FRU	ATIREG2	A	16790430	atrm	Q0V7X4	F4KGN5
AT2G28350	AT3G11260	ARF10	WOX5	R	20543136	atrm	Q9SKN5	Q8H1D2
AT2G28550	AT1G65480	RAP2.7	FT	R	17890372;19154317	atrm	Q9SK03	Q9SXZ2
AT2G28610	AT4G00180	PRS	YAB3	R	19704613;17351053	atrm	Q9SIB4	Q9XFB1
AT2G30250	AT1G74310	WRKY25	HSP101	A	19125253	atrm	O22921	P42730
AT2G30250	AT2G14610	WRKY25	PR1	R	17214894;18776063;18316638	atrm	O22921	P33154
AT2G30250	AT2G26150	WRKY25	HSFA2	A	19125253	atrm	O22921	O80982
AT2G30250	AT4G36990	WRKY25	HSF4	A	19125253	atrm	O22921	Q96320
AT2G30250	AT5G62020	WRKY25	HSFB2A	A	19125253	atrm	O22921	Q9SCW4
AT2G30432	AT3G27920	TCL1	GL1	R	17933793	atrm	D3GKW6	P27900
AT2G33810	AT1G69120	SPL3	AP1	A	19686687;15882589	atrm	P93015	P35631
AT2G33810	AT5G60910	SPL3	AGL8	A	19686687	atrm	P93015	Q38876
AT2G33810	AT5G61850	SPL3	LFY	A	19686687	atrm	P93015	Q00958
AT2G33835	AT5G10140	FES1	FLC	A	17908157;17138694	atrm	Q84VG7	Q9S7Q7
AT2G33860	AT2G45190	ETT	AFO	A	18753245;16682355	atrm	O23661	O22152
AT2G33860	AT4G36930	ETT	SPT	R	16682356;20176890;16055634;16740145	atrm	O23661	Q9FUA4
AT2G33860	AT5G20930	ETT	TSL	R	16682356	atrm	O23661	Q39238
AT2G33880	AT2G17950	WOX9	WUS	A	15753038;18804438;17706632;16428600	atrm	Q6X7J4	Q9SB92
AT2G33880	AT3G11260	WOX9	WOX5	A	18804438	atrm	Q6X7J4	Q8H1D2
AT2G34710	AT1G65620	PHB	AS2	A	14508003	atrm	O04291	O04479
AT2G34710	AT2G17950	PHB	WUS	R	17898423	atrm	O04291	Q9SB92
AT2G34710	AT2G45190	PHB	AFO	A	11525739	atrm	O04291	O22152
AT2G34710	AT3G52770	PHB	ZPR3	A	18408069	atrm	O04291	Q9LXI8
AT2G34710	AT5G16560	PHB	KAN	R	11525739;12045283	atrm	O04291	Q93WJ9
AT2G36010	AT2G31650	E2F3	AT2G31650	A	16771839	atrm	Q9FNY0	Q9C5X4
AT2G36010	AT3G54180	E2F3	CDKB1;1	A	15308755	atrm	Q9FNY0	P25859
AT2G36010	AT5G22220	E2F3	E2F1	A	16514015	atrm	Q9FNY0	Q9FV71
AT2G36010	AT5G24330	E2F3	ATXR6	A	16771839	atrm	Q9FNY0	Q9FNE9
AT2G36270	AT2G36270	ABI5	ABI5	A	10760247;19392689;11115891;18441225;12177466	atrm	Q9SJN0	Q9SJN0
AT2G36270	AT2G40170	ABI5	GEA6	A	12000684;19541597;17461784;12410810;12084834	atrm	Q9SJN0	Q02973
AT2G36270	AT2G41940	ABI5	ZFP8	R	17704233	atrm	Q9SJN0	P93751
AT2G36270	AT3G11410	ABI5	PP2CA	A	16339800	atrm	Q9SJN0	P49598
AT2G36270	AT3G51810	ABI5	EM1	A	12000684;19622176;12410810;12084834	atrm	Q9SJN0	Q07187
AT2G36270	AT4G16160	ABI5	OEP16-2	A	16709189	atrm	Q9SJN0	Q0WMZ5
AT2G36270	AT5G56270	ABI5	WRKY2	A	19622176	atrm	Q9SJN0	Q9FG77
AT2G36270	AT5G65165	ABI5	SDH2-3	A	19261733	atrm	Q9SJN0	Q9FJP9
AT2G36270	AT5G66400	ABI5	AT5G66400	A	18332440	atrm	Q9SJN0	P30185
AT2G36890	AT1G44575	RAX2	NPQ4	A	18397371	atrm	Q9SJL7	Q9XF91
AT2G36890	AT5G53950	RAX2	CUC2	A	16473968	atrm	Q9SJL7	O04017
