protein_1_locus	protein_2_locus	evidence	source	protein_1_alt_name	protein_1_name	protein_2_alt_name	protein_2_name
BSU_13220	BSU_23970	database	string-db	ThiW	ThiW	ArtQ	ArtQ
BSU_13220	BSU_29360	database	string-db	ThiW	ThiW	TcyL	TcyL
BSU_13220	BSU_13240	textmined	string-db	ThiW	ThiW	ThiU	ThiU
BSU_13220	BSU_33710	database	string-db	ThiW	ThiW	OpuBC	OpuBC
BSU_13220	BSU_03600	database	string-db	ThiW	ThiW	TcyB	TcyB
BSU_13220	BSU_35710	database	string-db	ThiW	ThiW	TagG	TagG
BSU_13220	BSU_29350	database	string-db	ThiW	ThiW	TcyM	TcyM
BSU_13220	BSU_30750	database	string-db	ThiW	ThiW	MntC	MntC
BSU_13220	BSU_13210	textmined	string-db	ThiW	ThiW	ThiX	ThiX
BSU_13220	BSU_34600	database	string-db	ThiW	ThiW	MdxF	MdxF
BSU_13220	BSU_11430	database	string-db	ThiW	ThiW	OppA	OppA
BSU_13220	BSU_34080	database	string-db	ThiW	ThiW	YvfS	YvfS
BSU_13220	BSU_34160	database	string-db	ThiW	ThiW	GanS	CycB
BSU_13220	BSU_38810	database	string-db	ThiW	ThiW	MsmX	MsmX
BSU_13220	BSU_01460	database	string-db	ThiW	ThiW	YbaE	EcfAB
BSU_13220	BSU_03000	database	string-db	ThiW	ThiW	OpuAC	OpuAC
BSU_13220	BSU_02860	database	string-db	ThiW	ThiW	ZnuC	ZnuC
BSU_13230	BSU_13240	textmined	string-db	ThiV	ThiV	ThiU	ThiU
BSU_13230	BSU_13220	textmined	string-db	ThiV	ThiV	ThiW	ThiW
BSU_13230	BSU_13210	textmined	string-db	ThiV	ThiV	ThiX	ThiX
BSU_13240	BSU_13220	textmined	string-db	ThiU	ThiU	ThiW	ThiW
BSU_13240	BSU_13210	textmined	string-db	ThiU	ThiU	ThiX	ThiX
BSU_13240	BSU_13230	textmined	string-db	ThiU	ThiU	ThiV	ThiV
BSU_13310	BSU_17460	experimental	string-db	TnrA	TnrA	GlnA	GlnA
BSU_13310	BSU_36510	textmined	string-db	TnrA	TnrA	NrgA	AmtB
BSU_13310	BSU_02440	experimental	string-db	TnrA	TnrA	GlnK	GlnJ
BSU_13390	BSU_06710	experimental	string-db	YkoT	YkoT	SwrC	SwrC
BSU_13390	BSU_09900	experimental	string-db	YkoT	YkoT	YhaP	YhaP
BSU_13390	BSU_07010	experimental	string-db	YkoT	YkoT	RhgR	YesS
BSU_13390	BSU_10160	experimental	string-db	YkoT	YkoT	YhgE	YhgE
BSU_13390	BSU_28010	experimental	string-db	YkoT	YkoT	MreD	MreD
BSU_13390	BSU_12790	experimental	string-db	YkoT	YkoT	XhlA	XhlA
BSU_13390	BSU_40360	experimental	string-db	YkoT	YkoT	HtrC	HtrC
BSU_13390	BSU_15880	experimental	string-db	YkoT	YkoT	FapR	FapR
BSU_13390	BSU_12890	experimental	string-db	YkoT	YkoT	YkcC	YkcC
BSU_13390	BSU_09550	experimental	string-db	YkoT	YkoT	YhdP	YhdP
BSU_13390	BSU_31860	experimental	string-db	YkoT	YkoT	YueB	YueB
BSU_13390	BSU_10770	experimental	string-db	YkoT	YkoT	WprA	WprA
BSU_13390	BSU_39810	experimental	string-db	YkoT	YkoT	CsbC	CsbC
BSU_13390	BSU_33020	experimental	string-db	YkoT	YkoT	CssS	CssS
BSU_13390	BSU_14880	experimental	string-db	YkoT	YkoT	CtaB	CtaB
BSU_13390	BSU_03740	experimental	string-db	YkoT	YkoT	YclI	YclI
BSU_13390	BSU_26150	experimental	string-db	YkoT	YkoT	YqbD	YqbD
BSU_13390	BSU_14850	experimental	string-db	YkoT	YkoT	FtsW	FtsW
BSU_13390	BSU_18320	experimental	string-db	YkoT	YkoT	PpsC	PpsC
BSU_13390	BSU_16340	experimental	string-db	YkoT	YkoT	FliO	FliZ
BSU_13390	BSU_14400	experimental	string-db	YkoT	YkoT	FruA	FruA
BSU_13390	BSU_37030	experimental	string-db	YkoT	YkoT	RacA	RacA
BSU_13390	BSU_20710	experimental	string-db	YkoT	YkoT	YopZ	YopZ
BSU_13390	BSU_30150	experimental	string-db	YkoT	YkoT	YtdP	YtdP
BSU_13390	BSU_36190	experimental	string-db	YkoT	YkoT	YwqJ	RttN
BSU_13390	BSU_33880	experimental	string-db	YkoT	YkoT	YvbJ	YvbJ
BSU_13390	BSU_05650	experimental	string-db	YkoT	YkoT	YdgH	YdgH
BSU_13390	BSU_25330	experimental	string-db	YkoT	YkoT	YqfF	YqfF
BSU_13390	BSU_04480	experimental	string-db	YkoT	YkoT	YdbI	YdbI
BSU_13390	BSU_38490	experimental	string-db	YkoT	YkoT	MenA	MenA
BSU_13390	BSU_08080	experimental	string-db	YkoT	YkoT	AcoC	AcoC
BSU_13390	BSU_15940	experimental	string-db	YkoT	YkoT	Smc	Smc
BSU_13390	BSU_33090	experimental	string-db	YkoT	YkoT	LiaS	LiaS
BSU_13390	BSU_04120	experimental	string-db	YkoT	YkoT	YczI	YczI
BSU_13390	BSU_00660	experimental	string-db	YkoT	YkoT	YabT	YabT
BSU_13450	BSU_01070	experimental	string-db	SigI	SigI	RpoB	RpoB
BSU_13500	BSU_31090	textmined	string-db	KtrD	KtrD	KtrA	KtrA
BSU_13500	BSU_14510	textmined	string-db	KtrD	KtrD	KtrC	KtrC
BSU_13530	BSU_37130	textmined	string-db	KinE	KinE	Spo0F	Spo0F
BSU_13530	BSU_31450	textmined	string-db	KinE	KinE	KinB	KinB
BSU_13530	BSU_33030	experimental	string-db	KinE	KinE	YuxN	YuxN
BSU_13550	BSU_29740	experimental	string-db	MtnA	MtnA	CcpA	CcpA
BSU_13560	BSU_29740	experimental	string-db	MtnK	MtnK	CcpA	CcpA
BSU_13590	BSU_29740	experimental	string-db	MtnW	MtnW	CcpA	CcpA
BSU_13620	BSU_29740	experimental	string-db	MtnD	MtnD	CcpA	CcpA
BSU_13660	BSU_14490	textmined	string-db	KinD	KinD	KinC	KinC
BSU_13660	BSU_31450	textmined	string-db	KinD	KinD	KinB	KinB
BSU_13680	BSU_29720	database	string-db	MotB	MotB	MotS	YtxE
BSU_13680	BSU_29720	database	string-db	MotB	MotB	MotS	YtxE
BSU_13680	BSU_22910	experimental	string-db	MotB	MotB	MotI	YpfA
BSU_13680	BSU_16220	textmined	string-db	MotB	MotB	FliG	FliG
BSU_13680	BSU_29730	database	string-db	MotB	MotB	MotP	YtxD
BSU_13680	BSU_29730	database	string-db	MotB	MotB	MotP	YtxD
BSU_13680	BSU_13690	experimental	string-db	MotB	MotB	MotA	MotA
BSU_13690	BSU_13680	experimental	string-db	MotA	MotA	MotB	MotB
BSU_13690	BSU_22910	experimental	string-db	MotA	MotA	MotI	YpfA
BSU_13690	BSU_29730	database	string-db	MotA	MotA	MotP	YtxD
BSU_13690	BSU_29730	database	string-db	MotA	MotA	MotP	YtxD
BSU_13690	BSU_29720	database	string-db	MotA	MotA	MotS	YtxE
BSU_13690	BSU_29720	database	string-db	MotA	MotA	MotS	YtxE
BSU_13700	BSU_34540	textmined	string-db	ClpE	ClpE	ClpP	ClpP
BSU_13700	BSU_00860	textmined	string-db	ClpE	ClpE	ClpC	ClpC
BSU_13700	BSU_28220	textmined	string-db	ClpE	ClpE	ClpX	ClpX
BSU_13740	BSU_39940	experimental	string-db	QueE	QueE	YxaL	YxaL
BSU_13840	BSU_17930	textmined	string-db	StoA	StoA	CcdA	CcdA
BSU_13860	BSU_29740	experimental	string-db	YkvY	YkvY	CcpA	CcpA
BSU_13890	BSU_40120	database	string-db	PtsG	PtsG	YyzE	YyzE
BSU_13890	BSU_13910	textmined	string-db	PtsG	PtsG	PtsI	PtsI
BSU_13890	BSU_22230	database	string-db	PtsG	PtsG	PtsA	YpqE
BSU_13890	BSU_22230	database	string-db	PtsG	PtsG	PtsA	YpqE
BSU_13890	BSU_24850	database	string-db	PtsG	PtsG	GlcK	GlcK
BSU_13890	BSU_38050	textmined	string-db	PtsG	PtsG	SacP	SacP
BSU_13900	BSU_13910	experimental	string-db	PtsH	PtsH	PtsI	PtsI
BSU_13900	BSU_07010	experimental	string-db	PtsH	PtsH	RhgR	YesS
BSU_13900	BSU_27080	textmined	string-db	PtsH	PtsH	LevR	LevR
BSU_13900	BSU_29740	experimental	string-db	PtsH	PtsH	CcpA	CcpA
BSU_13900	BSU_35000	experimental	string-db	PtsH	PtsH	HprK	HprK
BSU_13910	BSU_13890	textmined	string-db	PtsI	PtsI	PtsG	PtsG
BSU_13910	BSU_29740	experimental	string-db	PtsI	PtsI	CcpA	CcpA
BSU_13910	BSU_15420	experimental	string-db	PtsI	PtsI	DivIVA	DivIVA
BSU_13910	BSU_13900	experimental	string-db	PtsI	PtsI	PtsH	PtsH
BSU_13910	BSU_40400	experimental	string-db	PtsI	PtsI	WalK	WalK
BSU_13950	BSU_16440	database	string-db	McpC	McpC	CheW	CheW
BSU_13950	BSU_16430	database	string-db	McpC	McpC	CheA	CheA
BSU_13960	BSU_29740	experimental	string-db	YkwC	YkwC	CcpA	CcpA
BSU_13980	BSU_28010	textmined	string-db	PbpH	PbpH	MreD	MreD
BSU_13980	BSU_38120	textmined	string-db	PbpH	PbpH	RodA	RodA
BSU_13980	BSU_28020	textmined	string-db	PbpH	PbpH	MreC	MreC
BSU_13980	BSU_28030	experimental	string-db	PbpH	PbpH	MreB	MreB
BSU_13990	BSU_01360	textmined	string-db	KinA	KinA	SecY	SecY
BSU_13990	BSU_25690	experimental	string-db	KinA	KinA	Sda	Sda
BSU_13990	BSU_37130	experimental	string-db	KinA	KinA	Spo0F	Spo0F
BSU_13990	BSU_24470	textmined	string-db	KinA	KinA	AroQ	AroQ
BSU_13990	BSU_33630	textmined	string-db	KinA	KinA	SecG	SecG
BSU_14010	BSU_16440	textmined	string-db	CheV	CheV	CheW	CheW
BSU_14010	BSU_29740	experimental	string-db	CheV	CheV	CcpA	CcpA
BSU_14120	BSU_00370	experimental	string-db	AbbA	AbbA	AbrB	AbrB
BSU_14180	BSU_29740	experimental	string-db	DapH	DapH	CcpA	CcpA
BSU_14270	BSU_14310	database	string-db	MoeB	MoeB	MoaD	MoaD
BSU_14300	BSU_14310	textmined	string-db	MoaE	MoaE	MoaD	MoaD
BSU_14310	BSU_14300	textmined	string-db	MoaD	MoaD	MoaE	MoaE
BSU_14310	BSU_14270	database	string-db	MoaD	MoaD	MoeB	MoeB
BSU_14340	BSU_14350	textmined	string-db	YknW	YknW	YknX	YknX
BSU_14350	BSU_14340	textmined	string-db	YknX	YknX	YknW	YknW
BSU_14370	BSU_00660	experimental	string-db	YknZ	YknZ	YabT	YabT
BSU_14400	BSU_15150	experimental	string-db	FruA	FruA	FtsL	FtsL
BSU_14400	BSU_00660	experimental	string-db	FruA	FruA	YabT	YabT
BSU_14400	BSU_12010	database	string-db	FruA	FruA	ManP	ManP
BSU_14400	BSU_30150	experimental	string-db	FruA	FruA	YtdP	YtdP
BSU_14400	BSU_05650	experimental	string-db	FruA	FruA	YdgH	YdgH
BSU_14400	BSU_27040	database	string-db	FruA	FruA	LevG	LevG
BSU_14400	BSU_26150	experimental	string-db	FruA	FruA	YqbD	YqbD
BSU_14400	BSU_14850	experimental	string-db	FruA	FruA	FtsW	FtsW
BSU_14400	BSU_27070	database	string-db	FruA	FruA	LevD	LevD
BSU_14400	BSU_15240	experimental	string-db	FruA	FruA	DivIB	DivIB
BSU_14400	BSU_10160	experimental	string-db	FruA	FruA	YhgE	YhgE
BSU_14400	BSU_17180	experimental	string-db	FruA	FruA	PksJ	PksJ
BSU_14400	BSU_12790	experimental	string-db	FruA	FruA	XhlA	XhlA
BSU_14400	BSU_00620	experimental	string-db	FruA	FruA	DivIC	DivIC
BSU_14400	BSU_15160	experimental	string-db	FruA	FruA	PbpB	PbpB
BSU_14400	BSU_04480	experimental	string-db	FruA	FruA	YdbI	YdbI
BSU_14400	BSU_27050	database	string-db	FruA	FruA	LevF	LevF
BSU_14400	BSU_04120	experimental	string-db	FruA	FruA	YczI	YczI
BSU_14400	BSU_13390	experimental	string-db	FruA	FruA	YkoT	YkoT
BSU_14400	BSU_13060	experimental	string-db	FruA	FruA	YkjA	YkjA
BSU_14400	BSU_15940	experimental	string-db	FruA	FruA	Smc	Smc
BSU_14400	BSU_15280	experimental	string-db	FruA	FruA	FtsA	FtsA
BSU_14400	BSU_36190	experimental	string-db	FruA	FruA	YwqJ	RttN
BSU_14400	BSU_33420	experimental	string-db	FruA	FruA	NhaK	NhaK
BSU_14400	BSU_20710	experimental	string-db	FruA	FruA	YopZ	YopZ
BSU_14400	BSU_07580	experimental	string-db	FruA	FruA	CitS	CitS
BSU_14400	BSU_25330	experimental	string-db	FruA	FruA	YqfF	YqfF
BSU_14400	BSU_29980	experimental	string-db	FruA	FruA	YtjP	YtjP
BSU_14400	BSU_00640	experimental	string-db	FruA	FruA	SpoIIE	SpoIIE
BSU_14400	BSU_39810	experimental	string-db	FruA	FruA	CsbC	CsbC
BSU_14400	BSU_03740	experimental	string-db	FruA	FruA	YclI	YclI
BSU_14400	BSU_18320	experimental	string-db	FruA	FruA	PpsC	PpsC
BSU_14400	BSU_16340	experimental	string-db	FruA	FruA	FliO	FliZ
BSU_14400	BSU_14880	experimental	string-db	FruA	FruA	CtaB	CtaB
BSU_14400	BSU_24300	experimental	string-db	FruA	FruA	XseA	XseA
BSU_14400	BSU_27060	database	string-db	FruA	FruA	LevE	LevE
BSU_14400	BSU_06710	experimental	string-db	FruA	FruA	SwrC	SwrC
BSU_14400	BSU_09900	experimental	string-db	FruA	FruA	YhaP	YhaP
BSU_14400	BSU_40360	experimental	string-db	FruA	FruA	HtrC	HtrC
BSU_14400	BSU_12890	experimental	string-db	FruA	FruA	YkcC	YkcC
BSU_14400	BSU_28010	experimental	string-db	FruA	FruA	MreD	MreD
BSU_14430	BSU_29740	experimental	string-db	YkpA	YkpA	CcpA	CcpA
BSU_14440	BSU_15110	database	string-db	PanE	PanE	PanE-2	PanE-2
BSU_14450	BSU_09900	experimental	string-db	AmpS	AmpS	YhaP	YhaP
BSU_14470	BSU_09420	textmined	string-db	MreBH	MreBH	LytE	LytE
BSU_14490	BSU_31450	textmined	string-db	KinC	KinC	KinB	KinB
BSU_14490	BSU_23220	experimental	string-db	KinC	KinC	ScpA	ScpA
BSU_14490	BSU_13660	textmined	string-db	KinC	KinC	KinD	KinD
BSU_14510	BSU_13500	textmined	string-db	KtrC	KtrC	KtrD	KtrD
BSU_14520	BSU_06560	database	string-db	AdeC	AdeC	YerA	YerA
BSU_14530	BSU_16960	experimental	string-db	RnjA	RnjA	Rny	Rny
BSU_14530	BSU_16780	experimental	string-db	RnjA	RnjA	RnjB	RnjB
BSU_14530	BSU_16690	textmined	string-db	RnjA	RnjA	PnpA	PnpA
BSU_14530	BSU_04580	textmined	string-db	RnjA	RnjA	CshA	CshA
BSU_14530	BSU_29190	textmined	string-db	RnjA	RnjA	PfkA	PfkA
BSU_14530	BSU_33940	textmined	string-db	RnjA	RnjA	GapA	GapA
BSU_14530	BSU_00410	textmined	string-db	RnjA	RnjA	RnmV	RnmV
BSU_14530	BSU_29740	experimental	string-db	RnjA	RnjA	CcpA	CcpA
BSU_14540	BSU_24020	experimental	string-db	RpoY	RnpZA	BmrR	BmrR
BSU_14540	BSU_24020	experimental	string-db	RpoY	RnpZA	BmrR	BmrR
BSU_14540	BSU_01430	experimental	string-db	RpoY	RnpZA	RpoA	RpoA
BSU_14540	BSU_01430	experimental	string-db	RpoY	RnpZA	RpoA	RpoA
BSU_14540	BSU_25200	experimental	string-db	RpoY	RnpZA	SigA	SigA
BSU_14540	BSU_25200	experimental	string-db	RpoY	RnpZA	SigA	SigA
BSU_14540	BSU_37160	experimental	string-db	RpoY	RnpZA	RpoE	RpoE
BSU_14540	BSU_37160	experimental	string-db	RpoY	RnpZA	RpoE	RpoE
BSU_14540	BSU_01070	experimental	string-db	RpoY	RnpZA	RpoB	RpoB
BSU_14540	BSU_01070	experimental	string-db	RpoY	RnpZA	RpoB	RpoB
BSU_14540	BSU_11500	experimental	string-db	RpoY	RnpZA	Spx	SpxA
BSU_14540	BSU_11500	experimental	string-db	RpoY	RnpZA	Spx	SpxA
BSU_14540	BSU_11500	experimental	string-db	RpoY	RnpZA	Spx	SpxA
BSU_14540	BSU_11500	experimental	string-db	RpoY	RnpZA	Spx	SpxA
BSU_14540	BSU_15690	experimental	string-db	RpoY	RnpZA	YloH	RpoZ
BSU_14540	BSU_15690	experimental	string-db	RpoY	RnpZA	YloH	RpoZ
BSU_14540	BSU_15690	experimental	string-db	RpoY	RnpZA	YloH	RpoZ
BSU_14540	BSU_15690	experimental	string-db	RpoY	RnpZA	YloH	RpoZ
BSU_14540	BSU_01080	experimental	string-db	RpoY	RnpZA	RpoC	RpoC
BSU_14540	BSU_01080	experimental	string-db	RpoY	RnpZA	RpoC	RpoC
BSU_14540	BSU_33450	experimental	string-db	RpoY	RnpZA	HelD	HelD
BSU_14540	BSU_33450	experimental	string-db	RpoY	RnpZA	HelD	HelD
BSU_14580	BSU_29740	experimental	string-db	PdhA	PdhA	CcpA	CcpA
BSU_14580	BSU_08080	database	string-db	PdhA	PdhA	AcoC	AcoC
BSU_14580	BSU_14600	database	string-db	PdhA	PdhA	PdhC	PdhC
BSU_14580	BSU_08090	database	string-db	PdhA	PdhA	AcoL	AcoL
BSU_14580	BSU_24060	database	string-db	PdhA	PdhA	LpdV	LpdV
BSU_14580	BSU_14590	database	string-db	PdhA	PdhA	PdhB	PdhB
BSU_14580	BSU_14610	database	string-db	PdhA	PdhA	PdhD	PdhD
BSU_14590	BSU_14580	database	string-db	PdhB	PdhB	PdhA	PdhA
BSU_14590	BSU_08090	database	string-db	PdhB	PdhB	AcoL	AcoL
BSU_14590	BSU_08080	database	string-db	PdhB	PdhB	AcoC	AcoC
BSU_14590	BSU_14610	database	string-db	PdhB	PdhB	PdhD	PdhD
BSU_14590	BSU_14600	database	string-db	PdhB	PdhB	PdhC	PdhC
BSU_14590	BSU_29740	experimental	string-db	PdhB	PdhB	CcpA	CcpA
BSU_14590	BSU_24060	database	string-db	PdhB	PdhB	LpdV	LpdV
BSU_14600	BSU_14610	database	string-db	PdhC	PdhC	PdhD	PdhD
BSU_14600	BSU_08090	database	string-db	PdhC	PdhC	AcoL	AcoL
BSU_14600	BSU_08080	database	string-db	PdhC	PdhC	AcoC	AcoC
BSU_14600	BSU_25210	experimental	string-db	PdhC	PdhC	DnaG	DnaG
BSU_14600	BSU_14580	database	string-db	PdhC	PdhC	PdhA	PdhA
BSU_14600	BSU_24060	database	string-db	PdhC	PdhC	LpdV	LpdV
BSU_14600	BSU_14590	database	string-db	PdhC	PdhC	PdhB	PdhB
BSU_14610	BSU_24060	database	string-db	PdhD	PdhD	LpdV	LpdV
BSU_14610	BSU_29740	experimental	string-db	PdhD	PdhD	CcpA	CcpA
BSU_14610	BSU_32800	database	string-db	PdhD	PdhD	GcvH	GcvH
BSU_14610	BSU_24030	database	string-db	PdhD	PdhD	BkdB	BkdB
BSU_14610	BSU_19370	database	string-db	PdhD	PdhD	OdhA	OdhA
BSU_14610	BSU_14590	database	string-db	PdhD	PdhD	PdhB	PdhB
BSU_14610	BSU_14600	database	string-db	PdhD	PdhD	PdhC	PdhC
BSU_14610	BSU_24550	database	string-db	PdhD	PdhD	GcvPB	GcvPB
BSU_14610	BSU_24050	database	string-db	PdhD	PdhD	BkdAA	BkdAA
BSU_14610	BSU_08080	database	string-db	PdhD	PdhD	AcoC	AcoC
BSU_14610	BSU_08090	database	string-db	PdhD	PdhD	AcoL	AcoL
BSU_14610	BSU_24040	database	string-db	PdhD	PdhD	BkdAB	BkdAB
BSU_14610	BSU_24570	database	string-db	PdhD	PdhD	GcvT	GcvT
BSU_14610	BSU_14580	database	string-db	PdhD	PdhD	PdhA	PdhA
BSU_14610	BSU_24560	database	string-db	PdhD	PdhD	GcvPA	GcvPA
BSU_14610	BSU_19360	database	string-db	PdhD	PdhD	OdhB	OdhB
BSU_14670	BSU_01010	textmined	string-db	SuhB	SuhB	NusG	NusG
BSU_14670	BSU_24320	textmined	string-db	SuhB	SuhB	NusB	NusB
BSU_14740	BSU_15940	experimental	string-db	YlaD	YlaD	Smc	Smc
BSU_14740	BSU_24300	experimental	string-db	YlaD	YlaD	XseA	XseA
BSU_14770	BSU_29740	experimental	string-db	BipA	YlaG	CcpA	CcpA
BSU_14830	BSU_06470	database	string-db	GlsB	GlsB	PurQ	PurQ
BSU_14830	BSU_02430	database	string-db	GlsB	GlsB	GlsA	GlsA
BSU_14830	BSU_17460	database	string-db	GlsB	GlsB	GlnA	GlnA
BSU_14850	BSU_15240	textmined	string-db	FtsW	FtsW	DivIB	DivIB
BSU_14850	BSU_29610	textmined	string-db	FtsW	FtsW	EzrA	EzrA
BSU_14850	BSU_35260	textmined	string-db	FtsW	FtsW	FtsE	FtsE
BSU_14850	BSU_05650	experimental	string-db	FtsW	FtsW	YdgH	YdgH
BSU_14850	BSU_15150	textmined	string-db	FtsW	FtsW	FtsL	FtsL
BSU_14850	BSU_00660	experimental	string-db	FtsW	FtsW	YabT	YabT
BSU_14850	BSU_15290	textmined	string-db	FtsW	FtsW	FtsZ	FtsZ
BSU_14850	BSU_28610	textmined	string-db	FtsW	FtsW	ZapA	YshA
BSU_14850	BSU_28610	textmined	string-db	FtsW	FtsW	ZapA	YshA
BSU_14850	BSU_04140	textmined	string-db	FtsW	FtsW	PbpC	PbpC
BSU_14850	BSU_16800	textmined	string-db	FtsW	FtsW	SpoIIIE	SpoIIIE
BSU_14850	BSU_28010	textmined	string-db	FtsW	FtsW	MreD	MreD
BSU_14850	BSU_12890	experimental	string-db	FtsW	FtsW	YkcC	YkcC
BSU_14850	BSU_22320	textmined	string-db	FtsW	FtsW	PonA	PonA
BSU_14850	BSU_35250	textmined	string-db	FtsW	FtsW	FtsX	FtsX
BSU_14850	BSU_28020	textmined	string-db	FtsW	FtsW	MreC	MreC
BSU_14850	BSU_14400	experimental	string-db	FtsW	FtsW	FruA	FruA
BSU_14850	BSU_03740	experimental	string-db	FtsW	FtsW	YclI	YclI
BSU_14850	BSU_15280	textmined	string-db	FtsW	FtsW	FtsA	FtsA
BSU_14850	BSU_25330	experimental	string-db	FtsW	FtsW	YqfF	YqfF
BSU_14850	BSU_15390	textmined	string-db	FtsW	FtsW	SepF	SepF
BSU_14850	BSU_15160	textmined	string-db	FtsW	FtsW	PbpB	PbpB
BSU_14850	BSU_00620	textmined	string-db	FtsW	FtsW	DivIC	DivIC
BSU_14850	BSU_15420	textmined	string-db	FtsW	FtsW	DivIVA	DivIVA
BSU_14850	BSU_13390	experimental	string-db	FtsW	FtsW	YkoT	YkoT
BSU_14870	BSU_14880	database	string-db	CtaA	CtaA	CtaB	CtaB
BSU_14870	BSU_12080	experimental	string-db	CtaA	CtaA	CtaO	CtaO
BSU_14880	BSU_14870	database	string-db	CtaB	CtaB	CtaA	CtaA
BSU_14880	BSU_14910	database	string-db	CtaB	CtaB	CtaE	CtaE
BSU_14880	BSU_14920	database	string-db	CtaB	CtaB	CtaF	CtaF
BSU_14880	BSU_38150	database	string-db	CtaB	CtaB	QoxC	QoxC
BSU_14880	BSU_38170	database	string-db	CtaB	CtaB	QoxA	QoxA
BSU_14880	BSU_14890	database	string-db	CtaB	CtaB	CtaC	CtaC
BSU_14880	BSU_38160	database	string-db	CtaB	CtaB	QoxB	QoxB
BSU_14880	BSU_14400	experimental	string-db	CtaB	CtaB	FruA	FruA
BSU_14880	BSU_03740	experimental	string-db	CtaB	CtaB	YclI	YclI
BSU_14880	BSU_13390	experimental	string-db	CtaB	CtaB	YkoT	YkoT
BSU_14880	BSU_09900	experimental	string-db	CtaB	CtaB	YhaP	YhaP
BSU_14880	BSU_06710	experimental	string-db	CtaB	CtaB	SwrC	SwrC
BSU_14880	BSU_12080	database	string-db	CtaB	CtaB	CtaO	CtaO
BSU_14880	BSU_07010	experimental	string-db	CtaB	CtaB	RhgR	YesS
BSU_14880	BSU_12790	experimental	string-db	CtaB	CtaB	XhlA	XhlA
BSU_14880	BSU_38140	database	string-db	CtaB	CtaB	QoxD	QoxD
BSU_14880	BSU_05650	experimental	string-db	CtaB	CtaB	YdgH	YdgH
BSU_14880	BSU_12890	experimental	string-db	CtaB	CtaB	YkcC	YkcC
BSU_14880	BSU_14900	database	string-db	CtaB	CtaB	CtaD	CtaD
BSU_14890	BSU_12080	database	string-db	CtaC	CtaC	CtaO	CtaO
BSU_14890	BSU_38170	database	string-db	CtaC	CtaC	QoxA	QoxA
BSU_14890	BSU_14880	database	string-db	CtaC	CtaC	CtaB	CtaB
BSU_14890	BSU_14900	database	string-db	CtaC	CtaC	CtaD	CtaD
BSU_14890	BSU_14910	database	string-db	CtaC	CtaC	CtaE	CtaE
BSU_14890	BSU_38140	database	string-db	CtaC	CtaC	QoxD	QoxD
BSU_14890	BSU_38150	database	string-db	CtaC	CtaC	QoxC	QoxC
BSU_14890	BSU_14920	database	string-db	CtaC	CtaC	CtaF	CtaF
BSU_14890	BSU_38160	database	string-db	CtaC	CtaC	QoxB	QoxB
BSU_14900	BSU_38170	database	string-db	CtaD	CtaD	QoxA	QoxA
BSU_14900	BSU_38150	database	string-db	CtaD	CtaD	QoxC	QoxC
BSU_14900	BSU_14920	database	string-db	CtaD	CtaD	CtaF	CtaF
BSU_14900	BSU_38160	database	string-db	CtaD	CtaD	QoxB	QoxB
BSU_14900	BSU_14880	database	string-db	CtaD	CtaD	CtaB	CtaB
BSU_14900	BSU_14890	database	string-db	CtaD	CtaD	CtaC	CtaC
BSU_14900	BSU_14910	database	string-db	CtaD	CtaD	CtaE	CtaE
BSU_14900	BSU_12080	database	string-db	CtaD	CtaD	CtaO	CtaO
BSU_14900	BSU_38140	database	string-db	CtaD	CtaD	QoxD	QoxD
BSU_14910	BSU_38140	database	string-db	CtaE	CtaE	QoxD	QoxD
BSU_14910	BSU_38750	database	string-db	CtaE	CtaE	CydB	CydB
BSU_14910	BSU_12080	database	string-db	CtaE	CtaE	CtaO	CtaO
BSU_14910	BSU_30710	database	string-db	CtaE	CtaE	YthA	YthA
BSU_14910	BSU_38760	database	string-db	CtaE	CtaE	CydA	CydA
BSU_14910	BSU_14890	database	string-db	CtaE	CtaE	CtaC	CtaC
BSU_14910	BSU_14900	database	string-db	CtaE	CtaE	CtaD	CtaD
BSU_14910	BSU_38160	database	string-db	CtaE	CtaE	QoxB	QoxB
BSU_14910	BSU_14880	database	string-db	CtaE	CtaE	CtaB	CtaB
BSU_14910	BSU_38170	database	string-db	CtaE	CtaE	QoxA	QoxA
BSU_14910	BSU_38150	database	string-db	CtaE	CtaE	QoxC	QoxC
BSU_14910	BSU_14920	database	string-db	CtaE	CtaE	CtaF	CtaF
BSU_14920	BSU_14880	database	string-db	CtaF	CtaF	CtaB	CtaB
BSU_14920	BSU_38160	database	string-db	CtaF	CtaF	QoxB	QoxB
BSU_14920	BSU_38140	database	string-db	CtaF	CtaF	QoxD	QoxD
BSU_14920	BSU_14900	database	string-db	CtaF	CtaF	CtaD	CtaD
BSU_14920	BSU_14910	database	string-db	CtaF	CtaF	CtaE	CtaE
BSU_14920	BSU_38170	database	string-db	CtaF	CtaF	QoxA	QoxA
BSU_14920	BSU_38150	database	string-db	CtaF	CtaF	QoxC	QoxC
BSU_14920	BSU_12080	database	string-db	CtaF	CtaF	CtaO	CtaO
BSU_14920	BSU_14890	database	string-db	CtaF	CtaF	CtaC	CtaC
BSU_14990	BSU_17020	experimental	string-db	RicF	YlbF	RicA	YmcA
BSU_14990	BSU_17020	experimental	string-db	RicF	YlbF	RicA	YmcA
BSU_14990	BSU_00320	textmined	string-db	RicF	YlbF	RicT	YaaT
