protein_1_locus	protein_2_locus	evidence	source	protein_1_alt_name	protein_1_name	protein_2_alt_name	protein_2_name
BSU_01090	BSU_01230	experimental	subtiwiki	RplGB	RplGB	RplP	RplP
new_2477758_2477958_c	BSU_01230	experimental	subtiwiki	RpmGC	RpmGC	RplP	RplP
BSU_01260	BSU_01320	experimental	subtiwiki	RplN	RplNA	RplR	RplR
BSU_01260	BSU_01320	experimental	subtiwiki	RplN	RplNA	RplR	RplR
BSU_01030	BSU_15080	experimental	subtiwiki	RplA	RplA	RpmF	RpmF
BSU_15080	BSU_01320	experimental	subtiwiki	RpmF	RpmF	RplR	RplR
BSU_28860	BSU_01210	experimental	subtiwiki	RpmI	RpmI	RplV	RplV
BSU_01040	BSU_01210	experimental	subtiwiki	RplJ	RplJ	RplV	RplV
BSU_28860	BSU_01230	experimental	subtiwiki	RpmI	RpmI	RplP	RplP
BSU_00520	BSU_28860	experimental	subtiwiki	Ctc	Ctc	RpmI	RpmI
BSU_01440	BSU_01230	experimental	subtiwiki	RplQ	RplQ	RplP	RplP
BSU_01170	BSU_01160	experimental	subtiwiki	RplD	RplD	RplC	RplC
BSU_00520	BSU_01020	experimental	subtiwiki	Ctc	Ctc	RplK	RplK
BSU_00520	BSU_01280	experimental	subtiwiki	Ctc	Ctc	RplE	RplE
BSU_15820	BSU_01490	experimental	subtiwiki	RpmB	RpmB	RplM	RplM
BSU_27960	BSU_01340	experimental	subtiwiki	RplU	RplU	RpmD	RpmD
BSU_15820	BSU_41060	experimental	subtiwiki	RpmB	RpmB	RpmH	RpmH
BSU_01180	BSU_01270	experimental	subtiwiki	RplW	RplW	RplX	RplX
BSU_37070	BSU_01340	experimental	subtiwiki	RpmE	RpmEA	RpmD	RpmD
BSU_37070	BSU_01340	experimental	subtiwiki	RpmE	RpmEA	RpmD	RpmD
BSU_27940	BSU_01490	experimental	subtiwiki	RpmA	RpmA	RplM	RplM
BSU_27940	BSU_01050	experimental	subtiwiki	RpmA	RpmA	RplL	RplL
BSU_01260	BSU_27940	experimental	subtiwiki	RplN	RplNA	RpmA	RpmA
BSU_01260	BSU_27940	experimental	subtiwiki	RplN	RplNA	RpmA	RpmA
BSU_00520	BSU_24900	experimental	subtiwiki	Ctc	Ctc	RpmGA	RpmGA
BSU_01310	BSU_24900	experimental	subtiwiki	RplF	RplF	RpmGA	RpmGA
BSU_01400	BSU_01160	experimental	subtiwiki	RpmJ	RpmJ	RplC	RplC
BSU_01270	BSU_28850	experimental	subtiwiki	RplX	RplX	RplT	RplT
BSU_01440	BSU_41060	experimental	subtiwiki	RplQ	RplQ	RpmH	RpmH
BSU_01230	BSU_24900	experimental	subtiwiki	RplP	RplP	RpmGA	RpmGA
BSU_41060	BSU_01020	experimental	subtiwiki	RpmH	RpmH	RplK	RplK
BSU_01040	BSU_01490	experimental	subtiwiki	RplJ	RplJ	RplM	RplM
BSU_01090	BSU_01210	experimental	subtiwiki	RplGB	RplGB	RplV	RplV
BSU_01170	BSU_37070	experimental	subtiwiki	RplD	RplD	RpmE	RpmEA
BSU_01170	BSU_37070	experimental	subtiwiki	RplD	RplD	RpmE	RpmEA
BSU_27940	BSU_28860	experimental	subtiwiki	RpmA	RpmA	RpmI	RpmI
new_2477758_2477958_c	BSU_01020	experimental	subtiwiki	RpmGC	RpmGC	RplK	RplK
BSU_01440	BSU_15080	experimental	subtiwiki	RplQ	RplQ	RpmF	RpmF
new_2477758_2477958_c	BSU_01280	experimental	subtiwiki	RpmGC	RpmGC	RplE	RplE
new_2477758_2477958_c	BSU_01490	experimental	subtiwiki	RpmGC	RpmGC	RplM	RplM
BSU_01240	BSU_01050	experimental	subtiwiki	RpmC	RpmC	RplL	RplL
BSU_01260	BSU_28850	experimental	subtiwiki	RplN	RplNA	RplT	RplT
BSU_01260	BSU_28850	experimental	subtiwiki	RplN	RplNA	RplT	RplT
BSU_27940	BSU_01230	experimental	subtiwiki	RpmA	RpmA	RplP	RplP
BSU_01260	BSU_01350	experimental	subtiwiki	RplN	RplNA	RplO	RplO
BSU_01260	BSU_01350	experimental	subtiwiki	RplN	RplNA	RplO	RplO
BSU_28860	BSU_00990	experimental	subtiwiki	RpmI	RpmI	RpmGB	RpmGB
BSU_27940	BSU_01160	experimental	subtiwiki	RpmA	RpmA	RplC	RplC
BSU_01310	BSU_01030	experimental	subtiwiki	RplF	RplF	RplA	RplA
BSU_40500	BSU_01340	experimental	subtiwiki	RplI	RplI	RpmD	RpmD
BSU_01170	BSU_01310	experimental	subtiwiki	RplD	RplD	RplF	RplF
BSU_01340	BSU_01210	experimental	subtiwiki	RpmD	RpmD	RplV	RplV
BSU_01170	BSU_27940	experimental	subtiwiki	RplD	RplD	RpmA	RpmA
BSU_01260	BSU_00990	experimental	subtiwiki	RplN	RplNA	RpmGB	RpmGB
BSU_01260	BSU_00990	experimental	subtiwiki	RplN	RplNA	RpmGB	RpmGB
BSU_28850	BSU_01230	experimental	subtiwiki	RplT	RplT	RplP	RplP
BSU_01490	BSU_30700	experimental	subtiwiki	RplM	RplM	RpmEB	RpmEB
BSU_01210	BSU_01020	experimental	subtiwiki	RplV	RplV	RplK	RplK
BSU_01260	BSU_15820	experimental	subtiwiki	RplN	RplNA	RpmB	RpmB
BSU_01260	BSU_15820	experimental	subtiwiki	RplN	RplNA	RpmB	RpmB
BSU_01040	BSU_01350	experimental	subtiwiki	RplJ	RplJ	RplO	RplO
BSU_01090	BSU_16040	experimental	subtiwiki	RplGB	RplGB	RplS	RplS
BSU_28850	BSU_41060	experimental	subtiwiki	RplT	RplT	RpmH	RpmH
BSU_00520	BSU_01340	experimental	subtiwiki	Ctc	Ctc	RpmD	RpmD
BSU_28850	BSU_01340	experimental	subtiwiki	RplT	RplT	RpmD	RpmD
BSU_01180	BSU_01230	experimental	subtiwiki	RplW	RplW	RplP	RplP
BSU_01180	BSU_01190	experimental	subtiwiki	RplW	RplW	RplB	RplB
BSU_24900	BSU_01160	experimental	subtiwiki	RpmGA	RpmGA	RplC	RplC
BSU_01090	BSU_01340	experimental	subtiwiki	RplGB	RplGB	RpmD	RpmD
BSU_01260	BSU_01030	experimental	subtiwiki	RplN	RplNA	RplA	RplA
BSU_01260	BSU_01030	experimental	subtiwiki	RplN	RplNA	RplA	RplA
new_2477758_2477958_c	BSU_41060	experimental	subtiwiki	RpmGC	RpmGC	RpmH	RpmH
BSU_28850	BSU_01280	experimental	subtiwiki	RplT	RplT	RplE	RplE
BSU_01180	BSU_01490	experimental	subtiwiki	RplW	RplW	RplM	RplM
BSU_01090	BSU_28860	experimental	subtiwiki	RplGB	RplGB	RpmI	RpmI
BSU_00520	BSU_01160	experimental	subtiwiki	Ctc	Ctc	RplC	RplC
BSU_01270	BSU_15820	experimental	subtiwiki	RplX	RplX	RpmB	RpmB
BSU_01320	BSU_01050	experimental	subtiwiki	RplR	RplR	RplL	RplL
BSU_01240	BSU_41060	experimental	subtiwiki	RpmC	RpmC	RpmH	RpmH
new_2477758_2477958_c	BSU_01350	experimental	subtiwiki	RpmGC	RpmGC	RplO	RplO
BSU_01350	BSU_01210	experimental	subtiwiki	RplO	RplO	RplV	RplV
BSU_01440	BSU_27960	experimental	subtiwiki	RplQ	RplQ	RplU	RplU
BSU_37070	BSU_37070	experimental	subtiwiki	RpmE	RpmEA	RpmE	RpmEA
BSU_37070	BSU_37070	experimental	subtiwiki	RpmE	RpmEA	RpmE	RpmEA
BSU_37070	BSU_37070	experimental	subtiwiki	RpmE	RpmEA	RpmE	RpmEA
BSU_37070	BSU_37070	experimental	subtiwiki	RpmE	RpmEA	RpmE	RpmEA
BSU_40500	BSU_41060	experimental	subtiwiki	RplI	RplI	RpmH	RpmH
BSU_01440	BSU_01050	experimental	subtiwiki	RplQ	RplQ	RplL	RplL
BSU_01350	BSU_01160	experimental	subtiwiki	RplO	RplO	RplC	RplC
BSU_01090	BSU_01240	experimental	subtiwiki	RplGB	RplGB	RpmC	RpmC
BSU_01030	BSU_01280	experimental	subtiwiki	RplA	RplA	RplE	RplE
BSU_27960	BSU_01310	experimental	subtiwiki	RplU	RplU	RplF	RplF
BSU_00990	BSU_30700	experimental	subtiwiki	RpmGB	RpmGB	RpmEB	RpmEB
BSU_01190	BSU_15820	experimental	subtiwiki	RplB	RplB	RpmB	RpmB
BSU_01340	BSU_15820	experimental	subtiwiki	RpmD	RpmD	RpmB	RpmB
BSU_01170	BSU_24900	experimental	subtiwiki	RplD	RplD	RpmGA	RpmGA
BSU_01050	BSU_01280	experimental	subtiwiki	RplL	RplL	RplE	RplE
BSU_01440	BSU_01490	experimental	subtiwiki	RplQ	RplQ	RplM	RplM
BSU_01340	BSU_01280	experimental	subtiwiki	RpmD	RpmD	RplE	RplE
BSU_01230	BSU_01280	experimental	subtiwiki	RplP	RplP	RplE	RplE
BSU_01170	BSU_30700	experimental	subtiwiki	RplD	RplD	RpmEB	RpmEB
BSU_00520	BSU_01320	experimental	subtiwiki	Ctc	Ctc	RplR	RplR
BSU_40500	BSU_01210	experimental	subtiwiki	RplI	RplI	RplV	RplV
BSU_01260	BSU_16040	experimental	subtiwiki	RplN	RplNA	RplS	RplS
BSU_01260	BSU_16040	experimental	subtiwiki	RplN	RplNA	RplS	RplS
BSU_37070	BSU_01440	experimental	subtiwiki	RpmE	RpmEA	RplQ	RplQ
BSU_37070	BSU_01440	experimental	subtiwiki	RpmE	RpmEA	RplQ	RplQ
BSU_01170	BSU_28850	experimental	subtiwiki	RplD	RplD	RplT	RplT
BSU_01040	BSU_01230	experimental	subtiwiki	RplJ	RplJ	RplP	RplP
BSU_16040	BSU_01050	experimental	subtiwiki	RplS	RplS	RplL	RplL
BSU_40500	BSU_01180	experimental	subtiwiki	RplI	RplI	RplW	RplW
BSU_27940	BSU_40500	experimental	subtiwiki	RpmA	RpmA	RplI	RplI
BSU_27940	BSU_01040	experimental	subtiwiki	RpmA	RpmA	RplJ	RplJ
BSU_01440	BSU_01350	experimental	subtiwiki	RplQ	RplQ	RplO	RplO
BSU_01180	BSU_01280	experimental	subtiwiki	RplW	RplW	RplE	RplE
BSU_01310	BSU_40500	experimental	subtiwiki	RplF	RplF	RplI	RplI
BSU_01030	BSU_16040	experimental	subtiwiki	RplA	RplA	RplS	RplS
BSU_24900	BSU_01280	experimental	subtiwiki	RpmGA	RpmGA	RplE	RplE
BSU_37070	BSU_27960	experimental	subtiwiki	RpmE	RpmEA	RplU	RplU
BSU_37070	BSU_27960	experimental	subtiwiki	RpmE	RpmEA	RplU	RplU
BSU_40500	BSU_01050	experimental	subtiwiki	RplI	RplI	RplL	RplL
BSU_37070	BSU_01280	experimental	subtiwiki	RpmE	RpmEA	RplE	RplE
BSU_37070	BSU_01280	experimental	subtiwiki	RpmE	RpmEA	RplE	RplE
BSU_01030	BSU_24900	experimental	subtiwiki	RplA	RplA	RpmGA	RpmGA
BSU_01180	BSU_01340	experimental	subtiwiki	RplW	RplW	RpmD	RpmD
BSU_01260	BSU_01490	experimental	subtiwiki	RplN	RplNA	RplM	RplM
BSU_01260	BSU_01490	experimental	subtiwiki	RplN	RplNA	RplM	RplM
BSU_16040	BSU_01230	experimental	subtiwiki	RplS	RplS	RplP	RplP
BSU_01240	BSU_01190	experimental	subtiwiki	RpmC	RpmC	RplB	RplB
BSU_27940	BSU_01280	experimental	subtiwiki	RpmA	RpmA	RplE	RplE
BSU_01310	new_2477758_2477958_c	experimental	subtiwiki	RplF	RplF	RpmGC	RpmGC
BSU_01090	BSU_41060	experimental	subtiwiki	RplGB	RplGB	RpmH	RpmH
BSU_01170	BSU_00520	experimental	subtiwiki	RplD	RplD	Ctc	Ctc
BSU_01170	BSU_01320	experimental	subtiwiki	RplD	RplD	RplR	RplR
BSU_16040	BSU_30700	experimental	subtiwiki	RplS	RplS	RpmEB	RpmEB
BSU_01490	BSU_41060	experimental	subtiwiki	RplM	RplM	RpmH	RpmH
BSU_28850	BSU_01050	experimental	subtiwiki	RplT	RplT	RplL	RplL
BSU_16040	BSU_15080	experimental	subtiwiki	RplS	RplS	RpmF	RpmF
BSU_01310	BSU_28860	experimental	subtiwiki	RplF	RplF	RpmI	RpmI
BSU_37070	BSU_01030	experimental	subtiwiki	RpmE	RpmEA	RplA	RplA
BSU_37070	BSU_01030	experimental	subtiwiki	RpmE	RpmEA	RplA	RplA
BSU_37070	BSU_00990	experimental	subtiwiki	RpmE	RpmEA	RpmGB	RpmGB
BSU_37070	BSU_00990	experimental	subtiwiki	RpmE	RpmEA	RpmGB	RpmGB
BSU_27960	BSU_28850	experimental	subtiwiki	RplU	RplU	RplT	RplT
BSU_01340	BSU_01050	experimental	subtiwiki	RpmD	RpmD	RplL	RplL
BSU_01310	BSU_01350	experimental	subtiwiki	RplF	RplF	RplO	RplO
BSU_27960	BSU_01050	experimental	subtiwiki	RplU	RplU	RplL	RplL
BSU_28860	BSU_24900	experimental	subtiwiki	RpmI	RpmI	RpmGA	RpmGA
BSU_01270	BSU_24900	experimental	subtiwiki	RplX	RplX	RpmGA	RpmGA
BSU_00520	BSU_01230	experimental	subtiwiki	Ctc	Ctc	RplP	RplP
BSU_01240	BSU_00990	experimental	subtiwiki	RpmC	RpmC	RpmGB	RpmGB
BSU_01090	BSU_01400	experimental	subtiwiki	RplGB	RplGB	RpmJ	RpmJ
BSU_27940	BSU_01270	experimental	subtiwiki	RpmA	RpmA	RplX	RplX
BSU_01170	BSU_15820	experimental	subtiwiki	RplD	RplD	RpmB	RpmB
BSU_01180	BSU_01210	experimental	subtiwiki	RplW	RplW	RplV	RplV
BSU_01090	new_2477758_2477958_c	experimental	subtiwiki	RplGB	RplGB	RpmGC	RpmGC
BSU_00520	BSU_01050	experimental	subtiwiki	Ctc	Ctc	RplL	RplL
BSU_01090	BSU_01160	experimental	subtiwiki	RplGB	RplGB	RplC	RplC
BSU_00520	BSU_01190	experimental	subtiwiki	Ctc	Ctc	RplB	RplB
BSU_00990	BSU_01210	experimental	subtiwiki	RpmGB	RpmGB	RplV	RplV
BSU_01270	BSU_01280	experimental	subtiwiki	RplX	RplX	RplE	RplE
BSU_01040	BSU_01280	experimental	subtiwiki	RplJ	RplJ	RplE	RplE
BSU_01320	BSU_01160	experimental	subtiwiki	RplR	RplR	RplC	RplC
BSU_01240	BSU_15820	experimental	subtiwiki	RpmC	RpmC	RpmB	RpmB
BSU_01090	BSU_01310	experimental	subtiwiki	RplGB	RplGB	RplF	RplF
BSU_01190	BSU_01050	experimental	subtiwiki	RplB	RplB	RplL	RplL
BSU_01260	new_2477758_2477958_c	experimental	subtiwiki	RplN	RplNA	RpmGC	RpmGC
BSU_01260	new_2477758_2477958_c	experimental	subtiwiki	RplN	RplNA	RpmGC	RpmGC
BSU_01350	BSU_41060	experimental	subtiwiki	RplO	RplO	RpmH	RpmH
BSU_16040	BSU_01400	experimental	subtiwiki	RplS	RplS	RpmJ	RpmJ
BSU_37070	new_2477758_2477958_c	experimental	subtiwiki	RpmE	RpmEA	RpmGC	RpmGC
BSU_37070	new_2477758_2477958_c	experimental	subtiwiki	RpmE	RpmEA	RpmGC	RpmGC
BSU_01170	BSU_01020	experimental	subtiwiki	RplD	RplD	RplK	RplK
BSU_01090	BSU_01260	experimental	subtiwiki	RplGB	RplGB	RplN	RplNA
BSU_01090	BSU_01260	experimental	subtiwiki	RplGB	RplGB	RplN	RplNA
BSU_01270	BSU_01210	experimental	subtiwiki	RplX	RplX	RplV	RplV
BSU_01190	BSU_01280	experimental	subtiwiki	RplB	RplB	RplE	RplE
BSU_01040	BSU_01320	experimental	subtiwiki	RplJ	RplJ	RplR	RplR
BSU_01340	BSU_01190	experimental	subtiwiki	RpmD	RpmD	RplB	RplB
BSU_00990	BSU_01160	experimental	subtiwiki	RpmGB	RpmGB	RplC	RplC
BSU_16040	BSU_28850	experimental	subtiwiki	RplS	RplS	RplT	RplT
BSU_01240	BSU_01400	experimental	subtiwiki	RpmC	RpmC	RpmJ	RpmJ
BSU_28860	BSU_01190	experimental	subtiwiki	RpmI	RpmI	RplB	RplB
BSU_28850	BSU_30700	experimental	subtiwiki	RplT	RplT	RpmEB	RpmEB
BSU_01090	BSU_24900	experimental	subtiwiki	RplGB	RplGB	RpmGA	RpmGA
BSU_01340	BSU_15080	experimental	subtiwiki	RpmD	RpmD	RpmF	RpmF
BSU_27960	BSU_01040	experimental	subtiwiki	RplU	RplU	RplJ	RplJ
BSU_37070	BSU_28860	experimental	subtiwiki	RpmE	RpmEA	RpmI	RpmI
BSU_37070	BSU_28860	experimental	subtiwiki	RpmE	RpmEA	RpmI	RpmI
BSU_28860	BSU_41060	experimental	subtiwiki	RpmI	RpmI	RpmH	RpmH
BSU_01230	BSU_01400	experimental	subtiwiki	RplP	RplP	RpmJ	RpmJ
BSU_01170	BSU_01210	experimental	subtiwiki	RplD	RplD	RplV	RplV
BSU_01440	BSU_15820	experimental	subtiwiki	RplQ	RplQ	RpmB	RpmB
BSU_01440	BSU_24900	experimental	subtiwiki	RplQ	RplQ	RpmGA	RpmGA
BSU_16040	BSU_41060	experimental	subtiwiki	RplS	RplS	RpmH	RpmH
BSU_01240	BSU_01490	experimental	subtiwiki	RpmC	RpmC	RplM	RplM
BSU_01090	BSU_01270	experimental	subtiwiki	RplGB	RplGB	RplX	RplX
BSU_01340	BSU_41060	experimental	subtiwiki	RpmD	RpmD	RpmH	RpmH
BSU_01090	BSU_01320	experimental	subtiwiki	RplGB	RplGB	RplR	RplR
BSU_27960	BSU_28860	experimental	subtiwiki	RplU	RplU	RpmI	RpmI
BSU_37070	BSU_01230	experimental	subtiwiki	RpmE	RpmEA	RplP	RplP
BSU_37070	BSU_01230	experimental	subtiwiki	RpmE	RpmEA	RplP	RplP
BSU_01270	BSU_01230	experimental	subtiwiki	RplX	RplX	RplP	RplP
BSU_40500	BSU_01020	experimental	subtiwiki	RplI	RplI	RplK	RplK
BSU_01440	BSU_27940	experimental	subtiwiki	RplQ	RplQ	RpmA	RpmA
BSU_15080	BSU_15820	experimental	subtiwiki	RpmF	RpmF	RpmB	RpmB
BSU_28860	BSU_01320	experimental	subtiwiki	RpmI	RpmI	RplR	RplR
BSU_01340	BSU_01160	experimental	subtiwiki	RpmD	RpmD	RplC	RplC
BSU_01310	BSU_01050	experimental	subtiwiki	RplF	RplF	RplL	RplL
BSU_27940	BSU_24900	experimental	subtiwiki	RpmA	RpmA	RpmGA	RpmGA
BSU_01310	BSU_01230	experimental	subtiwiki	RplF	RplF	RplP	RplP
BSU_40500	BSU_01230	experimental	subtiwiki	RplI	RplI	RplP	RplP
BSU_28860	BSU_15080	experimental	subtiwiki	RpmI	RpmI	RpmF	RpmF
BSU_27940	BSU_01350	experimental	subtiwiki	RpmA	RpmA	RplO	RplO
BSU_15080	BSU_01400	experimental	subtiwiki	RpmF	RpmF	RpmJ	RpmJ
BSU_00990	BSU_01280	experimental	subtiwiki	RpmGB	RpmGB	RplE	RplE
BSU_01320	BSU_00990	experimental	subtiwiki	RplR	RplR	RpmGB	RpmGB
BSU_40500	BSU_15080	experimental	subtiwiki	RplI	RplI	RpmF	RpmF
BSU_27940	BSU_01190	experimental	subtiwiki	RpmA	RpmA	RplB	RplB
BSU_01030	BSU_00990	experimental	subtiwiki	RplA	RplA	RpmGB	RpmGB
BSU_01440	BSU_01030	experimental	subtiwiki	RplQ	RplQ	RplA	RplA
BSU_01030	BSU_30700	experimental	subtiwiki	RplA	RplA	RpmEB	RpmEB
BSU_01170	BSU_01240	experimental	subtiwiki	RplD	RplD	RpmC	RpmC
BSU_01490	BSU_24900	experimental	subtiwiki	RplM	RplM	RpmGA	RpmGA
BSU_28850	BSU_01490	experimental	subtiwiki	RplT	RplT	RplM	RplM
BSU_01440	BSU_00520	experimental	subtiwiki	RplQ	RplQ	Ctc	Ctc
BSU_30700	BSU_01020	experimental	subtiwiki	RpmEB	RpmEB	RplK	RplK
BSU_01040	BSU_01190	experimental	subtiwiki	RplJ	RplJ	RplB	RplB
BSU_30700	BSU_01400	experimental	subtiwiki	RpmEB	RpmEB	RpmJ	RpmJ
BSU_16040	BSU_01180	experimental	subtiwiki	RplS	RplS	RplW	RplW
BSU_01440	BSU_01340	experimental	subtiwiki	RplQ	RplQ	RpmD	RpmD
BSU_01040	BSU_01400	experimental	subtiwiki	RplJ	RplJ	RpmJ	RpmJ
BSU_01030	BSU_01040	experimental	subtiwiki	RplA	RplA	RplJ	RplJ
BSU_27940	BSU_30700	experimental	subtiwiki	RpmA	RpmA	RpmEB	RpmEB
BSU_15080	BSU_00990	experimental	subtiwiki	RpmF	RpmF	RpmGB	RpmGB
BSU_01090	BSU_00990	experimental	subtiwiki	RplGB	RplGB	RpmGB	RpmGB
BSU_01030	BSU_01400	experimental	subtiwiki	RplA	RplA	RpmJ	RpmJ
BSU_01260	BSU_15080	experimental	subtiwiki	RplN	RplNA	RpmF	RpmF
BSU_01260	BSU_15080	experimental	subtiwiki	RplN	RplNA	RpmF	RpmF
BSU_01270	BSU_15080	experimental	subtiwiki	RplX	RplX	RpmF	RpmF
new_2477758_2477958_c	BSU_01040	experimental	subtiwiki	RpmGC	RpmGC	RplJ	RplJ
BSU_01490	BSU_01050	experimental	subtiwiki	RplM	RplM	RplL	RplL
BSU_01240	BSU_28860	experimental	subtiwiki	RpmC	RpmC	RpmI	RpmI
BSU_37070	BSU_01260	experimental	subtiwiki	RpmE	RpmEA	RplN	RplNA
BSU_37070	BSU_01260	experimental	subtiwiki	RpmE	RpmEA	RplN	RplNA
BSU_37070	BSU_01260	experimental	subtiwiki	RpmE	RpmEA	RplN	RplNA
BSU_37070	BSU_01260	experimental	subtiwiki	RpmE	RpmEA	RplN	RplNA
BSU_00520	BSU_01490	experimental	subtiwiki	Ctc	Ctc	RplM	RplM
BSU_27940	BSU_15820	experimental	subtiwiki	RpmA	RpmA	RpmB	RpmB
BSU_01340	BSU_30700	experimental	subtiwiki	RpmD	RpmD	RpmEB	RpmEB
BSU_00520	BSU_27940	experimental	subtiwiki	Ctc	Ctc	RpmA	RpmA
BSU_01310	BSU_00990	experimental	subtiwiki	RplF	RplF	RpmGB	RpmGB
BSU_01030	BSU_01490	experimental	subtiwiki	RplA	RplA	RplM	RplM
BSU_15080	BSU_01050	experimental	subtiwiki	RpmF	RpmF	RplL	RplL
BSU_01320	BSU_01280	experimental	subtiwiki	RplR	RplR	RplE	RplE
BSU_01440	BSU_01040	experimental	subtiwiki	RplQ	RplQ	RplJ	RplJ
BSU_01310	BSU_00520	experimental	subtiwiki	RplF	RplF	Ctc	Ctc
BSU_30700	BSU_01050	experimental	subtiwiki	RpmEB	RpmEB	RplL	RplL
BSU_01240	BSU_01270	experimental	subtiwiki	RpmC	RpmC	RplX	RplX
BSU_01440	BSU_01180	experimental	subtiwiki	RplQ	RplQ	RplW	RplW
BSU_01230	BSU_01050	experimental	subtiwiki	RplP	RplP	RplL	RplL
BSU_41060	BSU_01400	experimental	subtiwiki	RpmH	RpmH	RpmJ	RpmJ
BSU_01240	BSU_01040	experimental	subtiwiki	RpmC	RpmC	RplJ	RplJ
BSU_01050	BSU_01400	experimental	subtiwiki	RplL	RplL	RpmJ	RpmJ
BSU_01090	BSU_00520	experimental	subtiwiki	RplGB	RplGB	Ctc	Ctc
BSU_01350	BSU_01020	experimental	subtiwiki	RplO	RplO	RplK	RplK
BSU_01440	BSU_01280	experimental	subtiwiki	RplQ	RplQ	RplE	RplE
BSU_01170	BSU_40500	experimental	subtiwiki	RplD	RplD	RplI	RplI
BSU_01170	BSU_01350	experimental	subtiwiki	RplD	RplD	RplO	RplO
BSU_27960	new_2477758_2477958_c	experimental	subtiwiki	RplU	RplU	RpmGC	RpmGC
BSU_01030	BSU_28850	experimental	subtiwiki	RplA	RplA	RplT	RplT
BSU_01180	BSU_28860	experimental	subtiwiki	RplW	RplW	RpmI	RpmI
BSU_40500	BSU_15820	experimental	subtiwiki	RplI	RplI	RpmB	RpmB
BSU_01440	BSU_01160	experimental	subtiwiki	RplQ	RplQ	RplC	RplC
BSU_01240	BSU_15080	experimental	subtiwiki	RpmC	RpmC	RpmF	RpmF
BSU_01320	BSU_41060	experimental	subtiwiki	RplR	RplR	RpmH	RpmH
BSU_27940	BSU_01320	experimental	subtiwiki	RpmA	RpmA	RplR	RplR
BSU_40500	BSU_28850	experimental	subtiwiki	RplI	RplI	RplT	RplT
BSU_01090	BSU_15080	experimental	subtiwiki	RplGB	RplGB	RpmF	RpmF
BSU_01040	BSU_28850	experimental	subtiwiki	RplJ	RplJ	RplT	RplT
BSU_01170	BSU_28860	experimental	subtiwiki	RplD	RplD	RpmI	RpmI
BSU_01040	BSU_01050	experimental	subtiwiki	RplJ	RplJ	RplL	RplL
BSU_01440	new_2477758_2477958_c	experimental	subtiwiki	RplQ	RplQ	RpmGC	RpmGC
BSU_01230	BSU_41060	experimental	subtiwiki	RplP	RplP	RpmH	RpmH
BSU_01270	BSU_28860	experimental	subtiwiki	RplX	RplX	RpmI	RpmI
BSU_01270	BSU_01020	experimental	subtiwiki	RplX	RplX	RplK	RplK
BSU_27960	BSU_01260	experimental	subtiwiki	RplU	RplU	RplN	RplNA
BSU_27960	BSU_01260	experimental	subtiwiki	RplU	RplU	RplN	RplNA
BSU_01170	BSU_01260	experimental	subtiwiki	RplD	RplD	RplN	RplNA
BSU_01170	BSU_01260	experimental	subtiwiki	RplD	RplD	RplN	RplNA
BSU_27940	BSU_01240	experimental	subtiwiki	RpmA	RpmA	RpmC	RpmC
BSU_01310	BSU_01040	experimental	subtiwiki	RplF	RplF	RplJ	RplJ
BSU_27960	BSU_01210	experimental	subtiwiki	RplU	RplU	RplV	RplV
BSU_01310	BSU_01180	experimental	subtiwiki	RplF	RplF	RplW	RplW
BSU_27960	BSU_01270	experimental	subtiwiki	RplU	RplU	RplX	RplX
BSU_27960	BSU_01280	experimental	subtiwiki	RplU	RplU	RplE	RplE
BSU_27960	BSU_16040	experimental	subtiwiki	RplU	RplU	RplS	RplS
BSU_01040	BSU_01020	experimental	subtiwiki	RplJ	RplJ	RplK	RplK
BSU_00520	new_2477758_2477958_c	experimental	subtiwiki	Ctc	Ctc	RpmGC	RpmGC
BSU_28860	BSU_01350	experimental	subtiwiki	RpmI	RpmI	RplO	RplO
BSU_01440	BSU_01210	experimental	subtiwiki	RplQ	RplQ	RplV	RplV
BSU_01270	BSU_01160	experimental	subtiwiki	RplX	RplX	RplC	RplC
BSU_01270	BSU_00990	experimental	subtiwiki	RplX	RplX	RpmGB	RpmGB
BSU_40500	BSU_01270	experimental	subtiwiki	RplI	RplI	RplX	RplX
new_2477758_2477958_c	BSU_01270	experimental	subtiwiki	RpmGC	RpmGC	RplX	RplX
BSU_01040	BSU_00990	experimental	subtiwiki	RplJ	RplJ	RpmGB	RpmGB
BSU_40500	BSU_01320	experimental	subtiwiki	RplI	RplI	RplR	RplR
BSU_00520	BSU_01350	experimental	subtiwiki	Ctc	Ctc	RplO	RplO
BSU_40500	BSU_01350	experimental	subtiwiki	RplI	RplI	RplO	RplO
BSU_28850	BSU_00990	experimental	subtiwiki	RplT	RplT	RpmGB	RpmGB
BSU_27940	BSU_15080	experimental	subtiwiki	RpmA	RpmA	RpmF	RpmF
BSU_27960	BSU_27940	experimental	subtiwiki	RplU	RplU	RpmA	RpmA
BSU_01030	BSU_41060	experimental	subtiwiki	RplA	RplA	RpmH	RpmH
BSU_37070	BSU_01490	experimental	subtiwiki	RpmE	RpmEA	RplM	RplM
BSU_37070	BSU_01490	experimental	subtiwiki	RpmE	RpmEA	RplM	RplM
BSU_01190	BSU_30700	experimental	subtiwiki	RplB	RplB	RpmEB	RpmEB
BSU_01440	BSU_01260	experimental	subtiwiki	RplQ	RplQ	RplN	RplNA
