regulator_locus	regulator_name	mode	gene_locus	gene_name	link	source
BSU_15320	sigE	sigma factor	BSU_15240	divIB	224308.BSU15320/224308.BSU15240	subtiwiki
BSU_15320	sigE	sigma factor	BSU_15220	murG	224308.BSU15320/224308.BSU15220	subtiwiki
BSU_36420	spoIIID	repression	BSU_15260	ylxX	224308.BSU36420/224308.BSU15260	subtiwiki
BSU_36420	spoIIID	repression	BSU_15270	sbp	224308.BSU36420/224308.BSU15270	subtiwiki
BSU_36420	spoIIID	repression	BSU_15250	ylxW	224308.BSU36420/224308.BSU15250	subtiwiki
BSU_36420	spoIIID	repression	BSU_15230	murB	224308.BSU36420/224308.BSU15230	subtiwiki
BSU_36420	spoIIID	repression	BSU_15240	divIB	224308.BSU36420/224308.BSU15240	subtiwiki
BSU_36420	spoIIID	repression	BSU_15220	murG	224308.BSU36420/224308.BSU15220	subtiwiki
BSU_25200	sigA	sigma factor	BSU_35239	swrAA/2	224308.BSU25200/224308.BSU35239	subtiwiki
BSU_25200	sigA	sigma factor	BSU_35220	minJ	224308.BSU25200/224308.BSU35220	subtiwiki
BSU_16470	sigD	sigma factor	BSU_35239	swrAA/2	224308.BSU16470/224308.BSU35239	subtiwiki
BSU_16470	sigD	sigma factor	BSU_35220	minJ	224308.BSU16470/224308.BSU35220	subtiwiki
BSU_35490	degU	activation	BSU_35239	swrAA/2	224308.BSU35490/224308.BSU35239	subtiwiki
BSU_35490	degU	activation	BSU_35220	minJ	224308.BSU35490/224308.BSU35220	subtiwiki
NA	preQ1 riboswitch	RNA switch	BSU_13720	queC	224308.NA/224308.BSU13720	subtiwiki
NA	preQ1 riboswitch	RNA switch	BSU_13750	queF	224308.NA/224308.BSU13750	subtiwiki
NA	preQ1 riboswitch	RNA switch	BSU_13730	queD	224308.NA/224308.BSU13730	subtiwiki
NA	preQ1 riboswitch	RNA switch	BSU_13740	queE	224308.NA/224308.BSU13740	subtiwiki
BSU_09520	sigM	sigma factor	BSU_27170	fatR	224308.BSU09520/224308.BSU27170	subtiwiki
BSU_09520	sigM	sigma factor	BSU_27160	yrhJ	224308.BSU09520/224308.BSU27160	subtiwiki
BSU_01730	sigW	sigma factor	BSU_27170	fatR	224308.BSU01730/224308.BSU27170	subtiwiki
BSU_01730	sigW	sigma factor	BSU_27160	yrhJ	224308.BSU01730/224308.BSU27160	subtiwiki
BSU_27170	fatR	repression	BSU_27170	fatR	224308.BSU27170/224308.BSU27170	subtiwiki
BSU_27170	fatR	repression	BSU_27160	yrhJ	224308.BSU27170/224308.BSU27160	subtiwiki
BSU_23100	sigX	sigma factor	BSU_27170	fatR	224308.BSU23100/224308.BSU27170	subtiwiki
BSU_23100	sigX	sigma factor	BSU_27160	yrhJ	224308.BSU23100/224308.BSU27160	subtiwiki
BSU_24220	spo0A	activation	BSU_36230	ugd	224308.BSU24220/224308.BSU36230	subtiwiki
BSU_24220	spo0A	activation	BSU_36250	ptkA	224308.BSU24220/224308.BSU36250	subtiwiki
BSU_24220	spo0A	activation	BSU_36260	tkmA	224308.BSU24220/224308.BSU36260	subtiwiki
BSU_24220	spo0A	activation	BSU_36240	ptpZ	224308.BSU24220/224308.BSU36240	subtiwiki
BSU_25200	sigA	sigma factor	BSU_36230	ugd	224308.BSU25200/224308.BSU36230	subtiwiki
BSU_25200	sigA	sigma factor	BSU_36250	ptkA	224308.BSU25200/224308.BSU36250	subtiwiki
BSU_25200	sigA	sigma factor	BSU_36260	tkmA	224308.BSU25200/224308.BSU36260	subtiwiki
BSU_25200	sigA	sigma factor	BSU_36240	ptpZ	224308.BSU25200/224308.BSU36240	subtiwiki
BSU_35490	degU	activation	BSU_36230	ugd	224308.BSU35490/224308.BSU36230	subtiwiki
BSU_35490	degU	activation	BSU_36250	ptkA	224308.BSU35490/224308.BSU36250	subtiwiki
BSU_35490	degU	activation	BSU_36260	tkmA	224308.BSU35490/224308.BSU36260	subtiwiki
BSU_35490	degU	activation	BSU_36240	ptpZ	224308.BSU35490/224308.BSU36240	subtiwiki
BSU_00370	abrB	repression	BSU_36230	ugd	224308.BSU00370/224308.BSU36230	subtiwiki
BSU_00370	abrB	repression	BSU_36250	ptkA	224308.BSU00370/224308.BSU36250	subtiwiki
BSU_00370	abrB	repression	BSU_36260	tkmA	224308.BSU00370/224308.BSU36260	subtiwiki
BSU_00370	abrB	repression	BSU_36240	ptpZ	224308.BSU00370/224308.BSU36240	subtiwiki
NA	T-box	RNA switch	BSU_02530	rtpA	224308.NA/224308.BSU02530	subtiwiki
NA	T-box	RNA switch	BSU_02540	ycbK	224308.NA/224308.BSU02540	subtiwiki
BSU_25200	sigA	sigma factor	BSU_02530	rtpA	224308.BSU25200/224308.BSU02530	subtiwiki
BSU_25200	sigA	sigma factor	BSU_02540	ycbK	224308.BSU25200/224308.BSU02540	subtiwiki
NA	S-box	RNA switch	BSU_32730	metQ	224308.NA/224308.BSU32730	subtiwiki
NA	S-box	RNA switch	BSU_32750	metN	224308.NA/224308.BSU32750	subtiwiki
NA	S-box	RNA switch	BSU_32740	metP	224308.NA/224308.BSU32740	subtiwiki
BSU_16170	codY	activation	BSU_32730	metQ	224308.BSU16170/224308.BSU32730	subtiwiki
BSU_16170	codY	activation	BSU_32750	metN	224308.BSU16170/224308.BSU32750	subtiwiki
BSU_16170	codY	activation	BSU_32740	metP	224308.BSU16170/224308.BSU32740	subtiwiki
BSU_25200	sigA	sigma factor	BSU_10530	ntdC	224308.BSU25200/224308.BSU10530	subtiwiki
BSU_25200	sigA	sigma factor	BSU_10550	ntdA	224308.BSU25200/224308.BSU10550	subtiwiki
BSU_25200	sigA	sigma factor	BSU_10540	ntdB	224308.BSU25200/224308.BSU10540	subtiwiki
BSU_25200	sigA	sigma factor	BSU_10520	glcP	224308.BSU25200/224308.BSU10520	subtiwiki
BSU_10560	ntdR	activation	BSU_10530	ntdC	224308.BSU10560/224308.BSU10530	subtiwiki
BSU_10560	ntdR	activation	BSU_10550	ntdA	224308.BSU10560/224308.BSU10550	subtiwiki
BSU_10560	ntdR	activation	BSU_10540	ntdB	224308.BSU10560/224308.BSU10540	subtiwiki
BSU_10560	ntdR	activation	BSU_10520	glcP	224308.BSU10560/224308.BSU10520	subtiwiki
BSU_25200	sigA	sigma factor	BSU_29120	mdh	224308.BSU25200/224308.BSU29120	subtiwiki
BSU_25200	sigA	sigma factor	BSU_29130	icd	224308.BSU25200/224308.BSU29130	subtiwiki
BSU_29740	ccpA	repression	BSU_29120	mdh	224308.BSU29740/224308.BSU29120	subtiwiki
BSU_29740	ccpA	repression	BSU_29130	icd	224308.BSU29740/224308.BSU29130	subtiwiki
BSU_14140	ccpC	repression	BSU_29120	mdh	224308.BSU14140/224308.BSU29120	subtiwiki
BSU_14140	ccpC	repression	BSU_29130	icd	224308.BSU14140/224308.BSU29130	subtiwiki
NA	T-box	RNA switch	BSU_27550	aspS	224308.NA/224308.BSU27550	subtiwiki
NA	T-box	RNA switch	BSU_27560	hisS	224308.NA/224308.BSU27560	subtiwiki
BSU_25200	sigA	sigma factor	BSU_24950	pstBB	224308.BSU25200/224308.BSU24950	subtiwiki
BSU_25200	sigA	sigma factor	BSU_24960	pstBA	224308.BSU25200/224308.BSU24960	subtiwiki
BSU_25200	sigA	sigma factor	BSU_24970	pstA	224308.BSU25200/224308.BSU24970	subtiwiki
BSU_25200	sigA	sigma factor	BSU_24980	pstC	224308.BSU25200/224308.BSU24980	subtiwiki
BSU_25200	sigA	sigma factor	BSU_24990	pstS	224308.BSU25200/224308.BSU24990	subtiwiki
BSU_29110	phoP	activation	BSU_24950	pstBB	224308.BSU29110/224308.BSU24950	subtiwiki
BSU_29110	phoP	activation	BSU_24960	pstBA	224308.BSU29110/224308.BSU24960	subtiwiki
BSU_29110	phoP	activation	BSU_24970	pstA	224308.BSU29110/224308.BSU24970	subtiwiki
BSU_29110	phoP	activation	BSU_24980	pstC	224308.BSU29110/224308.BSU24980	subtiwiki
BSU_29110	phoP	activation	BSU_24990	pstS	224308.BSU29110/224308.BSU24990	subtiwiki
NA	stringent response	negative regulation	BSU_28840	ysdA	224308.NA/224308.BSU28840	subtiwiki
NA	stringent response	negative regulation	BSU_28860	rpmI	224308.NA/224308.BSU28860	subtiwiki
NA	stringent response	negative regulation	BSU_28850	rplT	224308.NA/224308.BSU28850	subtiwiki
NA	stringent response	negative regulation	BSU_28870	infC	224308.NA/224308.BSU28870	subtiwiki
BSU_11500	spx	activation	BSU_21690	msrA	224308.BSU11500/224308.BSU21690	subtiwiki
BSU_11500	spx	activation	BSU_21680	msrB	224308.BSU11500/224308.BSU21680	subtiwiki
BSU_25200	sigA	sigma factor	BSU_21690	msrA	224308.BSU25200/224308.BSU21690	subtiwiki
BSU_25200	sigA	sigma factor	BSU_21680	msrB	224308.BSU25200/224308.BSU21680	subtiwiki
BSU_28850	rplT	termination	BSU_28840	ysdA	224308.BSU28850/224308.BSU28840	subtiwiki
BSU_28850	rplT	termination	BSU_28860	rpmI	224308.BSU28850/224308.BSU28860	subtiwiki
BSU_28850	rplT	termination	BSU_28850	rplT	224308.BSU28850/224308.BSU28850	subtiwiki
BSU_28850	rplT	termination	BSU_28870	infC	224308.BSU28850/224308.BSU28870	subtiwiki
BSU_09520	sigM	sigma factor	BSU_02940	yceH	224308.BSU09520/224308.BSU02940	subtiwiki
BSU_09520	sigM	sigma factor	BSU_02890	yceC	224308.BSU09520/224308.BSU02890	subtiwiki
BSU_09520	sigM	sigma factor	BSU_02910	yceE	224308.BSU09520/224308.BSU02910	subtiwiki
BSU_09520	sigM	sigma factor	BSU_02900	yceD	224308.BSU09520/224308.BSU02900	subtiwiki
BSU_09520	sigM	sigma factor	BSU_02920	meeF	224308.BSU09520/224308.BSU02920	subtiwiki
BSU_09520	sigM	sigma factor	BSU_02930	yceG	224308.BSU09520/224308.BSU02930	subtiwiki
BSU_01730	sigW	sigma factor	BSU_02940	yceH	224308.BSU01730/224308.BSU02940	subtiwiki
BSU_01730	sigW	sigma factor	BSU_02890	yceC	224308.BSU01730/224308.BSU02890	subtiwiki
BSU_01730	sigW	sigma factor	BSU_02910	yceE	224308.BSU01730/224308.BSU02910	subtiwiki
BSU_01730	sigW	sigma factor	BSU_02900	yceD	224308.BSU01730/224308.BSU02900	subtiwiki
BSU_01730	sigW	sigma factor	BSU_02920	meeF	224308.BSU01730/224308.BSU02920	subtiwiki
BSU_01730	sigW	sigma factor	BSU_02930	yceG	224308.BSU01730/224308.BSU02930	subtiwiki
BSU_04730	sigB	sigma factor	BSU_02940	yceH	224308.BSU04730/224308.BSU02940	subtiwiki
BSU_04730	sigB	sigma factor	BSU_02890	yceC	224308.BSU04730/224308.BSU02890	subtiwiki
BSU_04730	sigB	sigma factor	BSU_02910	yceE	224308.BSU04730/224308.BSU02910	subtiwiki
BSU_04730	sigB	sigma factor	BSU_02900	yceD	224308.BSU04730/224308.BSU02900	subtiwiki
BSU_04730	sigB	sigma factor	BSU_02920	meeF	224308.BSU04730/224308.BSU02920	subtiwiki
BSU_04730	sigB	sigma factor	BSU_02930	yceG	224308.BSU04730/224308.BSU02930	subtiwiki
BSU_23100	sigX	sigma factor	BSU_02940	yceH	224308.BSU23100/224308.BSU02940	subtiwiki
BSU_23100	sigX	sigma factor	BSU_02890	yceC	224308.BSU23100/224308.BSU02890	subtiwiki
BSU_23100	sigX	sigma factor	BSU_02910	yceE	224308.BSU23100/224308.BSU02910	subtiwiki
BSU_23100	sigX	sigma factor	BSU_02900	yceD	224308.BSU23100/224308.BSU02900	subtiwiki
BSU_23100	sigX	sigma factor	BSU_02920	meeF	224308.BSU23100/224308.BSU02920	subtiwiki
BSU_23100	sigX	sigma factor	BSU_02930	yceG	224308.BSU23100/224308.BSU02930	subtiwiki
BSU_15320	sigE	sigma factor	BSU_01520	ybaK	224308.BSU15320/224308.BSU01520	subtiwiki
BSU_15320	sigE	sigma factor	BSU_01530	cwlD	224308.BSU15320/224308.BSU01530	subtiwiki
BSU_15330	sigG	sigma factor	BSU_01520	ybaK	224308.BSU15330/224308.BSU01520	subtiwiki
BSU_15330	sigG	sigma factor	BSU_01530	cwlD	224308.BSU15330/224308.BSU01530	subtiwiki
BSU_17850	lexA	repression	BSU_01520	ybaK	224308.BSU17850/224308.BSU01520	subtiwiki
BSU_17850	lexA	repression	BSU_01530	cwlD	224308.BSU17850/224308.BSU01530	subtiwiki
BSU_01730	sigW	sigma factor	BSU_02320	ybfP	224308.BSU01730/224308.BSU02320	subtiwiki
BSU_01730	sigW	sigma factor	BSU_02310	ybfO	224308.BSU01730/224308.BSU02310	subtiwiki
BSU_01730	sigW	sigma factor	BSU_02330	ybfQ	224308.BSU01730/224308.BSU02330	subtiwiki
BSU_00370	abrB	repression	BSU_02320	ybfP	224308.BSU00370/224308.BSU02320	subtiwiki
BSU_00370	abrB	repression	BSU_02310	ybfO	224308.BSU00370/224308.BSU02310	subtiwiki
BSU_00370	abrB	repression	BSU_02330	ybfQ	224308.BSU00370/224308.BSU02330	subtiwiki
BSU_24220	spo0A	activation	BSU_39870	yxbD	224308.BSU24220/224308.BSU39870	subtiwiki
BSU_24220	spo0A	activation	BSU_39880	yxbC	224308.BSU24220/224308.BSU39880	subtiwiki
BSU_16170	codY	repression	BSU_39870	yxbD	224308.BSU16170/224308.BSU39870	subtiwiki
BSU_16170	codY	repression	BSU_39880	yxbC	224308.BSU16170/224308.BSU39880	subtiwiki
BSU_00370	abrB	repression	BSU_39870	yxbD	224308.BSU00370/224308.BSU39870	subtiwiki
BSU_00370	abrB	repression	BSU_39880	yxbC	224308.BSU00370/224308.BSU39880	subtiwiki
BSU_01730	sigW	sigma factor	BSU_06180	pspA	224308.BSU01730/224308.BSU06180	subtiwiki
BSU_01730	sigW	sigma factor	BSU_06200	ydjH	224308.BSU01730/224308.BSU06200	subtiwiki
BSU_01730	sigW	sigma factor	BSU_06210	ydjI	224308.BSU01730/224308.BSU06210	subtiwiki
BSU_01730	sigW	sigma factor	BSU_06190	ydjG	224308.BSU01730/224308.BSU06190	subtiwiki
BSU_00370	abrB	repression	BSU_06180	pspA	224308.BSU00370/224308.BSU06180	subtiwiki
BSU_00370	abrB	repression	BSU_06200	ydjH	224308.BSU00370/224308.BSU06200	subtiwiki
BSU_00370	abrB	repression	BSU_06210	ydjI	224308.BSU00370/224308.BSU06210	subtiwiki
BSU_00370	abrB	repression	BSU_06190	ydjG	224308.BSU00370/224308.BSU06190	subtiwiki
NA	stringent response	negative regulation	BSU_14600	pdhC	224308.NA/224308.BSU14600	subtiwiki
NA	stringent response	negative regulation	BSU_14590	pdhB	224308.NA/224308.BSU14590	subtiwiki
NA	stringent response	negative regulation	BSU_14580	pdhA	224308.NA/224308.BSU14580	subtiwiki
NA	stringent response	negative regulation	BSU_14610	pdhD	224308.NA/224308.BSU14610	subtiwiki
BSU_25200	sigA	sigma factor	BSU_14600	pdhC	224308.BSU25200/224308.BSU14600	subtiwiki
BSU_25200	sigA	sigma factor	BSU_14590	pdhB	224308.BSU25200/224308.BSU14590	subtiwiki
BSU_25200	sigA	sigma factor	BSU_14580	pdhA	224308.BSU25200/224308.BSU14580	subtiwiki
BSU_25200	sigA	sigma factor	BSU_14610	pdhD	224308.BSU25200/224308.BSU14610	subtiwiki
BSU_25200	sigA	sigma factor	BSU_02130	glpQ	224308.BSU25200/224308.BSU02130	subtiwiki
BSU_25200	sigA	sigma factor	BSU_02140	glpT	224308.BSU25200/224308.BSU02140	subtiwiki
BSU_09270	glpP	antitermination	BSU_02130	glpQ	224308.BSU09270/224308.BSU02130	subtiwiki
BSU_09270	glpP	antitermination	BSU_02140	glpT	224308.BSU09270/224308.BSU02140	subtiwiki
BSU_29110	phoP	activation	BSU_02130	glpQ	224308.BSU29110/224308.BSU02130	subtiwiki
BSU_29110	phoP	activation	BSU_02140	glpT	224308.BSU29110/224308.BSU02140	subtiwiki
BSU_29740	ccpA	repression	BSU_02130	glpQ	224308.BSU29740/224308.BSU02130	subtiwiki
BSU_29740	ccpA	repression	BSU_02140	glpT	224308.BSU29740/224308.BSU02140	subtiwiki
BSU_25200	sigA	sigma factor	BSU_04700	rsbU	224308.BSU25200/224308.BSU04700	subtiwiki
BSU_25200	sigA	sigma factor	BSU_04730	sigB	224308.BSU25200/224308.BSU04730	subtiwiki
BSU_25200	sigA	sigma factor	BSU_04720	rsbW	224308.BSU25200/224308.BSU04720	subtiwiki
BSU_25200	sigA	sigma factor	BSU_04670	rsbR	224308.BSU25200/224308.BSU04670	subtiwiki
BSU_25200	sigA	sigma factor	BSU_04680	rsbS	224308.BSU25200/224308.BSU04680	subtiwiki
BSU_25200	sigA	sigma factor	BSU_04740	rsbX	224308.BSU25200/224308.BSU04740	subtiwiki
BSU_25200	sigA	sigma factor	BSU_04710	rsbV	224308.BSU25200/224308.BSU04710	subtiwiki
BSU_25200	sigA	sigma factor	BSU_04690	rsbT	224308.BSU25200/224308.BSU04690	subtiwiki
BSU_04730	sigB	sigma factor	BSU_04700	rsbU	224308.BSU04730/224308.BSU04700	subtiwiki
BSU_04730	sigB	sigma factor	BSU_04730	sigB	224308.BSU04730/224308.BSU04730	subtiwiki
BSU_04730	sigB	sigma factor	BSU_04720	rsbW	224308.BSU04730/224308.BSU04720	subtiwiki
BSU_04730	sigB	sigma factor	BSU_04670	rsbR	224308.BSU04730/224308.BSU04670	subtiwiki
BSU_04730	sigB	sigma factor	BSU_04680	rsbS	224308.BSU04730/224308.BSU04680	subtiwiki
BSU_04730	sigB	sigma factor	BSU_04740	rsbX	224308.BSU04730/224308.BSU04740	subtiwiki
BSU_04730	sigB	sigma factor	BSU_04710	rsbV	224308.BSU04730/224308.BSU04710	subtiwiki
BSU_04730	sigB	sigma factor	BSU_04690	rsbT	224308.BSU04730/224308.BSU04690	subtiwiki
BSU_29740	ccpA	repression	BSU_04700	rsbU	224308.BSU29740/224308.BSU04700	subtiwiki
BSU_29740	ccpA	repression	BSU_04730	sigB	224308.BSU29740/224308.BSU04730	subtiwiki
BSU_29740	ccpA	repression	BSU_04720	rsbW	224308.BSU29740/224308.BSU04720	subtiwiki
BSU_29740	ccpA	repression	BSU_04670	rsbR	224308.BSU29740/224308.BSU04670	subtiwiki
BSU_29740	ccpA	repression	BSU_04680	rsbS	224308.BSU29740/224308.BSU04680	subtiwiki
BSU_29740	ccpA	repression	BSU_04740	rsbX	224308.BSU29740/224308.BSU04740	subtiwiki
BSU_29740	ccpA	repression	BSU_04710	rsbV	224308.BSU29740/224308.BSU04710	subtiwiki
BSU_29740	ccpA	repression	BSU_04690	rsbT	224308.BSU29740/224308.BSU04690	subtiwiki
BSU_25200	sigA	sigma factor	BSU_12320	yjmC	224308.BSU25200/224308.BSU12320	subtiwiki
BSU_25200	sigA	sigma factor	BSU_12370	exuR	224308.BSU25200/224308.BSU12370	subtiwiki
BSU_25200	sigA	sigma factor	BSU_12360	exuT	224308.BSU25200/224308.BSU12360	subtiwiki
BSU_25200	sigA	sigma factor	BSU_12340	uxuA	224308.BSU25200/224308.BSU12340	subtiwiki
BSU_25200	sigA	sigma factor	BSU_12380	uxaB	224308.BSU25200/224308.BSU12380	subtiwiki
BSU_25200	sigA	sigma factor	BSU_12350	yjmF	224308.BSU25200/224308.BSU12350	subtiwiki
BSU_25200	sigA	sigma factor	BSU_12330	yjmD	224308.BSU25200/224308.BSU12330	subtiwiki
BSU_25200	sigA	sigma factor	BSU_12390	uxaA	224308.BSU25200/224308.BSU12390	subtiwiki
BSU_15320	sigE	sigma factor	BSU_12320	yjmC	224308.BSU15320/224308.BSU12320	subtiwiki
BSU_15320	sigE	sigma factor	BSU_12370	exuR	224308.BSU15320/224308.BSU12370	subtiwiki
BSU_15320	sigE	sigma factor	BSU_12360	exuT	224308.BSU15320/224308.BSU12360	subtiwiki
BSU_15320	sigE	sigma factor	BSU_12340	uxuA	224308.BSU15320/224308.BSU12340	subtiwiki
BSU_15320	sigE	sigma factor	BSU_12380	uxaB	224308.BSU15320/224308.BSU12380	subtiwiki
BSU_15320	sigE	sigma factor	BSU_12350	yjmF	224308.BSU15320/224308.BSU12350	subtiwiki
BSU_15320	sigE	sigma factor	BSU_12330	yjmD	224308.BSU15320/224308.BSU12330	subtiwiki
BSU_15320	sigE	sigma factor	BSU_12390	uxaA	224308.BSU15320/224308.BSU12390	subtiwiki
BSU_12370	exuR	repression	BSU_12320	yjmC	224308.BSU12370/224308.BSU12320	subtiwiki
BSU_12370	exuR	repression	BSU_12370	exuR	224308.BSU12370/224308.BSU12370	subtiwiki
BSU_12370	exuR	repression	BSU_12360	exuT	224308.BSU12370/224308.BSU12360	subtiwiki
BSU_12370	exuR	repression	BSU_12340	uxuA	224308.BSU12370/224308.BSU12340	subtiwiki
BSU_12370	exuR	repression	BSU_12380	uxaB	224308.BSU12370/224308.BSU12380	subtiwiki
BSU_12370	exuR	repression	BSU_12350	yjmF	224308.BSU12370/224308.BSU12350	subtiwiki
BSU_12370	exuR	repression	BSU_12330	yjmD	224308.BSU12370/224308.BSU12330	subtiwiki
BSU_12370	exuR	repression	BSU_12390	uxaA	224308.BSU12370/224308.BSU12390	subtiwiki
BSU_29740	ccpA	repression	BSU_12320	yjmC	224308.BSU29740/224308.BSU12320	subtiwiki
BSU_29740	ccpA	repression	BSU_12370	exuR	224308.BSU29740/224308.BSU12370	subtiwiki
BSU_29740	ccpA	repression	BSU_12360	exuT	224308.BSU29740/224308.BSU12360	subtiwiki
BSU_29740	ccpA	repression	BSU_12340	uxuA	224308.BSU29740/224308.BSU12340	subtiwiki
BSU_29740	ccpA	repression	BSU_12380	uxaB	224308.BSU29740/224308.BSU12380	subtiwiki
BSU_29740	ccpA	repression	BSU_12350	yjmF	224308.BSU29740/224308.BSU12350	subtiwiki
BSU_29740	ccpA	repression	BSU_12330	yjmD	224308.BSU29740/224308.BSU12330	subtiwiki
BSU_29740	ccpA	repression	BSU_12390	uxaA	224308.BSU29740/224308.BSU12390	subtiwiki
NA	T-box	RNA switch	BSU_30320	leuS	224308.NA/224308.BSU30320	subtiwiki
BSU_25200	sigA	sigma factor	BSU_35640	lytA	224308.BSU25200/224308.BSU35640	subtiwiki
BSU_25200	sigA	sigma factor	BSU_35620	lytC	224308.BSU25200/224308.BSU35620	subtiwiki
BSU_25200	sigA	sigma factor	BSU_35630	lytB	224308.BSU25200/224308.BSU35630	subtiwiki
BSU_24610	sinR	repression	BSU_35640	lytA	224308.BSU24610/224308.BSU35640	subtiwiki
BSU_24610	sinR	repression	BSU_35620	lytC	224308.BSU24610/224308.BSU35620	subtiwiki
BSU_24610	sinR	repression	BSU_35630	lytB	224308.BSU24610/224308.BSU35630	subtiwiki
BSU_16470	sigD	sigma factor	BSU_35640	lytA	224308.BSU16470/224308.BSU35640	subtiwiki
BSU_16470	sigD	sigma factor	BSU_35620	lytC	224308.BSU16470/224308.BSU35620	subtiwiki
BSU_16470	sigD	sigma factor	BSU_35630	lytB	224308.BSU16470/224308.BSU35630	subtiwiki
BSU_33221	yvrHb	repression	BSU_35640	lytA	224308.BSU33221/224308.BSU35640	subtiwiki
BSU_33221	yvrHb	repression	BSU_35620	lytC	224308.BSU33221/224308.BSU35620	subtiwiki
BSU_33221	yvrHb	repression	BSU_35630	lytB	224308.BSU33221/224308.BSU35630	subtiwiki
BSU_34380	slrR	repression	BSU_35640	lytA	224308.BSU34380/224308.BSU35640	subtiwiki
BSU_34380	slrR	repression	BSU_35620	lytC	224308.BSU34380/224308.BSU35620	subtiwiki
BSU_34380	slrR	repression	BSU_35630	lytB	224308.BSU34380/224308.BSU35630	subtiwiki
BSU_11500	spx	activation	BSU_14720	ylaB	224308.BSU11500/224308.BSU14720	subtiwiki
BSU_11500	spx	activation	BSU_14730	ylaC	224308.BSU11500/224308.BSU14730	subtiwiki
BSU_11500	spx	activation	BSU_14710	ylaA	224308.BSU11500/224308.BSU14710	subtiwiki
BSU_11500	spx	activation	BSU_14740	ylaD	224308.BSU11500/224308.BSU14740	subtiwiki
BSU_25200	sigA	sigma factor	BSU_14720	ylaB	224308.BSU25200/224308.BSU14720	subtiwiki
BSU_25200	sigA	sigma factor	BSU_14730	ylaC	224308.BSU25200/224308.BSU14730	subtiwiki
BSU_25200	sigA	sigma factor	BSU_14710	ylaA	224308.BSU25200/224308.BSU14710	subtiwiki
BSU_25200	sigA	sigma factor	BSU_14740	ylaD	224308.BSU25200/224308.BSU14740	subtiwiki
BSU_14730	ylaC	sigma factor	BSU_14720	ylaB	224308.BSU14730/224308.BSU14720	subtiwiki
BSU_14730	ylaC	sigma factor	BSU_14730	ylaC	224308.BSU14730/224308.BSU14730	subtiwiki
BSU_14730	ylaC	sigma factor	BSU_14710	ylaA	224308.BSU14730/224308.BSU14710	subtiwiki
BSU_14730	ylaC	sigma factor	BSU_14740	ylaD	224308.BSU14730/224308.BSU14740	subtiwiki
BSU_24220	spo0A	repression	BSU_16180	flgB	224308.BSU24220/224308.BSU16180	subtiwiki
BSU_24220	spo0A	repression	BSU_16310	fliM	224308.BSU24220/224308.BSU16310	subtiwiki
BSU_24220	spo0A	repression	BSU_16300	fliL	224308.BSU24220/224308.BSU16300	subtiwiki
BSU_24220	spo0A	repression	BSU_16320	fliY	224308.BSU24220/224308.BSU16320	subtiwiki
BSU_24220	spo0A	repression	BSU_16330	cheY	224308.BSU24220/224308.BSU16330	subtiwiki
BSU_24220	spo0A	repression	BSU_16299	swrD	224308.BSU24220/224308.BSU16299	subtiwiki
BSU_24220	spo0A	repression	BSU_16480	swrB	224308.BSU24220/224308.BSU16480	subtiwiki
BSU_24220	spo0A	repression	BSU_16240	fliI	224308.BSU24220/224308.BSU16240	subtiwiki
BSU_24220	spo0A	repression	BSU_16270	fliK	224308.BSU24220/224308.BSU16270	subtiwiki
BSU_24220	spo0A	repression	BSU_16230	fliH	224308.BSU24220/224308.BSU16230	subtiwiki
BSU_24220	spo0A	repression	BSU_16250	fliJ	224308.BSU24220/224308.BSU16250	subtiwiki
BSU_24220	spo0A	repression	BSU_16380	flhB	224308.BSU24220/224308.BSU16380	subtiwiki
BSU_24220	spo0A	repression	BSU_16430	cheA	224308.BSU24220/224308.BSU16430	subtiwiki
BSU_24220	spo0A	repression	BSU_16350	fliP	224308.BSU24220/224308.BSU16350	subtiwiki
BSU_24220	spo0A	repression	BSU_16470	sigD	224308.BSU24220/224308.BSU16470	subtiwiki
BSU_24220	spo0A	repression	BSU_16200	fliE	224308.BSU24220/224308.BSU16200	subtiwiki
BSU_24220	spo0A	repression	BSU_16280	flgD	224308.BSU24220/224308.BSU16280	subtiwiki
BSU_24220	spo0A	repression	BSU_16440	cheW	224308.BSU24220/224308.BSU16440	subtiwiki
BSU_24220	spo0A	repression	BSU_16220	fliG	224308.BSU24220/224308.BSU16220	subtiwiki
BSU_24220	spo0A	repression	BSU_16390	flhA	224308.BSU24220/224308.BSU16390	subtiwiki
BSU_24220	spo0A	repression	BSU_16370	fliR	224308.BSU24220/224308.BSU16370	subtiwiki
BSU_24220	spo0A	repression	BSU_16360	fliQ	224308.BSU24220/224308.BSU16360	subtiwiki
BSU_24220	spo0A	repression	BSU_16420	cheB	224308.BSU24220/224308.BSU16420	subtiwiki
BSU_24220	spo0A	repression	BSU_16400	flhF	224308.BSU24220/224308.BSU16400	subtiwiki
BSU_24220	spo0A	repression	BSU_16460	cheD	224308.BSU24220/224308.BSU16460	subtiwiki
BSU_24220	spo0A	repression	BSU_16340	fliO	224308.BSU24220/224308.BSU16340	subtiwiki
BSU_24220	spo0A	repression	BSU_16190	flgC	224308.BSU24220/224308.BSU16190	subtiwiki
BSU_24220	spo0A	repression	BSU_16410	flhG	224308.BSU24220/224308.BSU16410	subtiwiki
BSU_24220	spo0A	repression	BSU_16290	flgE	224308.BSU24220/224308.BSU16290	subtiwiki
