From	To
H8ESD5	WBGene00012543
Q93340	WBGene00007973
H2L0E8	WBGene00021776
Q7YWT5	WBGene00011941
Q21504	WBGene00010847
P24892	WBGene00010963
Q22942	WBGene00000510
Q09269	WBGene00007923
Q5R3S7	WBGene00043996
G5ECK5	WBGene00011530
A8WJ48	WBGene00050913
O45870	WBGene00012105
P34512	WBGene00001743
H2KZW2	WBGene00019129
Q18500	WBGene00007982
Q09587	WBGene00003621
H2KZ70	WBGene00022618
O45387	WBGene00001770
A0A0K3ATN5	WBGene00019429
E0AHA8	WBGene00195209
Q9N3W9	WBGene00021582
H2KZK2	WBGene00017093
G5EBS2	WBGene00000367
G5ED63	WBGene00010787
A0A131MCW9	WBGene00009224
P34388	WBGene00017319
A3QMC8	WBGene00016583
Q7YX57	WBGene00008395
Q86ND0	WBGene00015505
Q03607	WBGene00011963
Q09596	WBGene00001753
P41848	WBGene00001974
Q1RS86	WBGene00000020
Q22647	WBGene00011897
Q22032	WBGene00011284
G5EC09	WBGene00009057
Q95Y35	WBGene00022434
G5EDM4	WBGene00006438
Q19723	WBGene00009050
F5GUG0	WBGene00013203
P34647	WBGene00003158
Q95ZS3	WBGene00003691
E5QCJ3	WBGene00011941
U4PEB1	WBGene00013171
Q9BPN5	WBGene00021305
A0A0K3AX31	WBGene00021545
P34560	WBGene00011501
P41886	WBGene00018137
G5EDS5	WBGene00017464
Q9TZ24	WBGene00020457
Q9GUC2	WBGene00005452
H2L031	WBGene00006499
Q5FC79	WBGene00044049
Q20264	WBGene00018269
O16374	WBGene00019763
H9G2T5	WBGene00010448
Q9XV29	WBGene00005390
Q8WTJ9	WBGene00021764
O76403	WBGene00018092
P17488	WBGene00000437
G4SFM0	WBGene00195069
H2KYD4	WBGene00019011
Q21229	WBGene00010568
Q965W9	WBGene00003479
Q67X95	WBGene00023483
Q10578	WBGene00016140
A0A0M9JJ86	WBGene00020955
C8JQQ3	WBGene00194717
O45148	WBGene00020950
Q20208	WBGene00009588
Q8I4D6	WBGene00012758
Q93548	WBGene00009025
O18283	WBGene00014178
Q95Y36	WBGene00022435
Q9NAJ2	WBGene00012597
H2KZE2	WBGene00016894
P91478	WBGene00020625
Q22271	WBGene00006792
Q7JMS4	WBGene00009594
H2KYJ2	WBGene00020339
O16749	WBGene00018446
A0A0K3AT14	WBGene00021600
Q20577	WBGene00009852
P34355	WBGene00008167
Q21407	WBGene00019612
Q23291	WBGene00022601
Q2A7S8	WBGene00044758
G5ECX1	WBGene00008555
G5EF76	WBGene00003008
Q5CCJ2	WBGene00019168
Q19742	WBGene00017714
Q95R11	WBGene00017889
G5EDY0	WBGene00009552
P34508	WBGene00000799
O01572	WBGene00018599
G5EDZ9	WBGene00000535
H8ESG4	WBGene00012791
A0A078BTK9	WBGene00016269
O45886	WBGene00020978
O45271	WBGene00006597
G5EDE9	WBGene00007877
O45352	WBGene00001792
Q10665	WBGene00003221
Q9TYM3	WBGene00021293
Q95XS3	WBGene00021421
Q9BL40	WBGene00022181
O45010	WBGene00021127
Q9U2F2	WBGene00012907
G5EFP0	WBGene00013186
A6ZJ60	WBGene00045481
Q9N4E9	WBGene00022193
L8E7Z0	WBGene00235095
Q18842	WBGene00008319
Q86FN9	WBGene00021875
G5ECC0	WBGene00002226
P34631	WBGene00022703
E1B6U7	WBGene00009139
A5Z2S7	WBGene00012033
Q23369	WBGene00013921
Q9UAQ6	WBGene00004266
H2KYQ0	WBGene00015695
I2HAJ8	WBGene00010150
Q8MQA5	WBGene00016645
Q8MYL9	WBGene00012686
Q23322	WBGene00013897
O17721	WBGene00008335
G5EDJ5	WBGene00006407
Q18586	WBGene00016617
Q9XXN4	WBGene00003596
O18182	WBGene00012360
Q93458	WBGene00008667
Q21367	WBGene00004827
W6RTL3	WBGene00021496
G5EFH0	WBGene00012351
Q18680	WBGene00008149
O01566	WBGene00006624
H9G328	WBGene00002192
Q23459	WBGene00013967
C7FZT9	WBGene00194692
Q18068	WBGene00015949
Q22935	WBGene00016823
G5EEB6	WBGene00001075
Q9BLB5	WBGene00000867
Q18841	WBGene00004337
Q8MQ20	WBGene00002217
O16306	WBGene00020664
A8DJA7	WBGene00021721
Q86DD0	WBGene00021533
Q19905	WBGene00005022
O61853	WBGene00018011
Q9GZE5	WBGene00018643
C6KRL3	WBGene00194654
Q22630	WBGene00011879
P34568	WBGene00011815
O16725	WBGene00020311
Q19214	WBGene00008588
O45830	WBGene00003578
A0A061AE10	WBGene00023172
G5EFE3	WBGene00010357
O45278	WBGene00001811
O76612	WBGene00006464
Q9XW68	WBGene00013550
O16273	WBGene00006570
Q7Z116	WBGene00015096
Q11073	WBGene00015181
Q9U1Y9	WBGene00004810
Q9GYH7	WBGene00004377
O44166	WBGene00017480
O17001	WBGene00020721
O45180	WBGene00019509
Q9XVJ7	WBGene00011194
Q20972	WBGene00010237
O16771	WBGene00019922
P83502	WBGene00005689
Q6A4V9	WBGene00014666
P91564	WBGene00022574
A0A061AL77	WBGene00017741
O16380	WBGene00019668
Q9N381	WBGene00021909
Q9XTW2	WBGene00010356
Q17964	WBGene00007579
Q22795	WBGene00004781
O02307	WBGene00011656
Q20510	WBGene00018534
H2FLI6	WBGene00219313
A0A078BTK3	WBGene00016269
Q09585	WBGene00019424
U4PMS9	WBGene00022059
Q19220	WBGene00008580
Q02331	WBGene00022718
Q17549	WBGene00006467
Q9N443	WBGene00021358
Q19351	WBGene00017375
Q20449	WBGene00009773
O44510	WBGene00018357
O01926	WBGene00007548
Q9U2B6	WBGene00012959
Q9U1U2	WBGene00013483
Q09226	WBGene00007435
Q7YX48	WBGene00008121
Q9BL72	WBGene00021698
A0A078BQK0	WBGene00016269
O17986	WBGene00005386
Q7YZW2	WBGene00019171
Q19107	WBGene00008515
O18271	WBGene00004173
Q9XTR3	WBGene00005614
P23678	WBGene00006831
Q8IA57	WBGene00019101
O45114	WBGene00000677
Q20375	WBGene00018398
Q9N4H1	WBGene00022107
Q7JP68	WBGene00018569
Q7YX02	WBGene00010068
Q9GYQ1	WBGene00017382
Q22306	WBGene00011579
Q21049	WBGene00006364
Q9TZD6	WBGene00021654
O44804	WBGene00017456
Q09232	WBGene00015648
Q9U3C6	WBGene00001996
O01527	WBGene00017651
A0A078BPI6	WBGene00016269
A0A061AKW6	WBGene00008582
Q9XUF8	WBGene00008196
P34592	WBGene00022507
O61924	WBGene00015981
O44559	WBGene00020342
Q19230	WBGene00008595
Q21005	WBGene00010275
H2KYF2	WBGene00018860
Q20939	WBGene00018996
Q8MYD5	WBGene00018452
Q19495	WBGene00017532
O44572	WBGene00006586
Q9XWV0	WBGene00012555
H2KZV0	WBGene00219275
Q17475	WBGene00007143
O45166	WBGene00018138
Q94401	WBGene00013956
O16670	WBGene00018262
Q966I6	WBGene00019536
Q09518	WBGene00016983
Q95PY9	WBGene00013464
Q9NLC2	WBGene00000447
I7LFE4	WBGene00021798
A0A0K3AUN6	WBGene00015153
B7WN68	WBGene00175031
Q9XVI1	WBGene00011968
Q9XWD2	WBGene00013574
Q9TW65	WBGene00001131
Q9TZD7	WBGene00005345
Q9U256	WBGene00013127
Q10010	WBGene00020562
Q5WRT9	WBGene00019940
Q9TYN5	WBGene00021374
Q9U1W5	WBGene00013382
Q23023	WBGene00006786
Q23356	WBGene00003247
Q8I4C1	WBGene00013366
P34610	WBGene00003956
Q19006	WBGene00017074
Q23490	WBGene00022743
G5EC24	WBGene00004214
Q7YX28	WBGene00009311
G5ED20	WBGene00006523
Q3V5H6	WBGene00044481
E0AHD7	WBGene00009433
P91913	WBGene00004409
Q9TXS0	WBGene00018974
O01888	WBGene00005754
A0A0K3AR82	WBGene00255598
P34382	WBGene00001385
O62419	WBGene00012513
A0A0K3AXA5	WBGene00013442
Q93161	WBGene00007230
A0A168H651	WBGene00019180
Q9UAT1	WBGene00017060
P34495	WBGene00019304
G5EFX1	WBGene00001175
Q9TZ70	WBGene00003510
Q19591	WBGene00017591
A0A1N7SYT5	WBGene00018373
O62161	WBGene00008782
O17025	WBGene00003680
Q9N4W4	WBGene00021602
H9G2W9	WBGene00219327
H9G2U2	WBGene00001113
Q93513	WBGene00008862
Q9U3K8	WBGene00008442
O17599	WBGene00004308
P91316	WBGene00018760
G5EDG8	WBGene00001479
O45611	WBGene00010374
A0A0K3ATZ8	WBGene00019280
A8WFJ7	WBGene00015545
Q9XUH7	WBGene00007867
D0Z5N9	WBGene00012938
B6VQ51	WBGene00004155
Q17724	WBGene00015535
A3QM98	WBGene00000711
H2KZV3	WBGene00020884
O45593	WBGene00010193
H2KZ16	WBGene00022750
O45910	WBGene00012449
Q20770	WBGene00010050
A0A2K5ATX4	WBGene00022165
Q965J8	WBGene00019785
Q21713	WBGene00011011
Q9UAW2	WBGene00017082
Q9UAX5	WBGene00005098
A0A061ACL9	WBGene00021277
Q8IA95	WBGene00021354
Q19310	WBGene00008655
A0A1N7SYS3	WBGene00302991
G5EGQ2	WBGene00011505
Q19527	WBGene00008910
Q1EPL3	WBGene00044810
Q966J7	WBGene00018033
G5EDF9	WBGene00003996
Q09639	WBGene00001709
A0A2K5ATR9	WBGene00016120
Q95XD1	WBGene00022240
P17343	WBGene00001679
E6N0V1	WBGene00018819
C7GIK1	WBGene00019170
Q23638	WBGene00014105
H2L2A0	WBGene00009578
Q9BMI0	WBGene00003849
Q4PIS5	WBGene00044458
O45313	WBGene00008307
Q18610	WBGene00016644
Q6A575	WBGene00023422
O01798	WBGene00004962
Q19744	WBGene00017715
Q95XE9	WBGene00022206
Q94241	WBGene00018853
A0A131MD37	WBGene00015173
G4SDJ1	WBGene00018903
A0A061ACV1	WBGene00011596
Q19147	WBGene00017193
O44602	WBGene00017491
Q9GP91	WBGene00020210
O45618	WBGene00010388
P41942	WBGene00007130
O16885	WBGene00016232
Q95XE2	WBGene00022203
Q21836	WBGene00044330
P90915	WBGene00010616
Q22757	WBGene00020782
Q7YTR2	WBGene00007796
Q9XTV4	WBGene00003148
G5EBI7	WBGene00015895
G5EBI7	WBGene00015888
E5QCE9	WBGene00206364
O44922	WBGene00021134
Q09509	WBGene00017777
Q20081	WBGene00009447
A0A131MBM3	WBGene00018734
Q03574	WBGene00001242
G5EE46	WBGene00010055
Q20278	WBGene00009622
Q09979	WBGene00000970
Q9N4C7	WBGene00022298
H2KZF9	WBGene00016930
H9G343	WBGene00011251
Q7YWN8	WBGene00013071
H2FLJ7	WBGene00014761
Q03345	WBGene00002992
A0A0M7REM4	WBGene00206417
Q967F4	WBGene00001980
Q95Q44	WBGene00020188
Q95Y74	WBGene00022490
Q22338	WBGene00004989
Q19403	WBGene00008749
Q20516	WBGene00018532
Q2L6W7	WBGene00044725
O02045	WBGene00020922
P34536	WBGene00019878
A8W7W0	WBGene00021336
Q18878	WBGene00008341
Q19069	WBGene00017142
O76383	WBGene00016061
Q9U1Q5	WBGene00013594
Q18484	WBGene00016446
F8WU11	WBGene00021776
O62061	WBGene00007633
O44873	WBGene00019915
D3KFS3	WBGene00009715
Q9NA28	WBGene00013596
D0G915	WBGene00189961
O62498	WBGene00013493
H2KZF0	WBGene00016902
Q18751	WBGene00016845
V6CM17	WBGene00018774
Q9N423	WBGene00021416
Q93345	WBGene00007978
G5EBT9	WBGene00010418
O01440	WBGene00015094
Q4TTA1	WBGene00044297
P34531	WBGene00010796
P45897	WBGene00004858
H2KYA5	WBGene00006814
O44501	WBGene00019823
P34618	WBGene00000414
Q20377	WBGene00018399
P34397	WBGene00017355
Q9GZH9	WBGene00018713
Q4LDP0	WBGene00020891
O45489	WBGene00001961
Q86MI3	WBGene00022201
Q2PJ98	WBGene00018694
Q9XTV7	WBGene00010025
Q9XTQ9	WBGene00010396
Q22054	WBGene00004485
G5ECQ7	WBGene00004158
G5ECQ7	WBGene00004160
Q93339	WBGene00007972
Q20636	WBGene00001680
B7CED6	WBGene00021529
A0A0M7RDT5	WBGene00018140
H2L060	WBGene00018640
Q95QY0	WBGene00015459
Q9TYS8	WBGene00017240
O62138	WBGene00008566
Q93934	WBGene00011128
G5EF05	WBGene00012326
O17173	WBGene00015200
O02279	WBGene00003652
B1GRK2	WBGene00016785
G5EF09	WBGene00004976
Q18299	WBGene00003633
V6CLY9	WBGene00022228
A4F329	WBGene00013839
G5ED45	WBGene00002043
G5EDT4	WBGene00011330
Q9N3C6	WBGene00021846
H2KYF8	WBGene00003402
Q9XUE9	WBGene00000707
Q18527	WBGene00016533
Q9U308	WBGene00002175
Q966P3	WBGene00016706
Q965Y1	WBGene00003129
Q8I4D3	WBGene00012812
Q9TYT4	WBGene00018787
Q22922	WBGene00000391
Q966E9	WBGene00006239
P30637	WBGene00014024
Q17688	WBGene00015510
P34617	WBGene00022862
Q23444	WBGene00022677
P43510	WBGene00000786
Q09437	WBGene00015203
E1B6U0	WBGene00008255
Q27476	WBGene00007964
Q22003	WBGene00011302
Q9XX49	WBGene00012624
Q20959	WBGene00019022
Q9GZC8	WBGene00004795
D1MN71	WBGene00194867
Q9XWH6	WBGene00013277
Q20344	WBGene00009635
G5EFP3	WBGene00003410
Q9XUL8	WBGene00012239
Q9TYJ1	WBGene00021726
A0A0K3ARQ9	WBGene00020798
L8EC28	WBGene00235094
Q9N501	WBGene00021527
Q9XUL6	WBGene00012251
Q8MPZ4	WBGene00020021
B1V8K4	WBGene00013178
U4PB59	WBGene00019778
Q21018	WBGene00010303
Q22678	WBGene00011926
H2KYL2	WBGene00018472
Q6BEQ0	WBGene00013338
P34517	WBGene00010778
O16336	WBGene00006179
Q18955	WBGene00006844
Q11091	WBGene00015320
Q3Y400	WBGene00044608
A0A160RLV5	WBGene00019961
Q21377	WBGene00019553
Q9U3Q6	WBGene00007455
A5Z2U5	WBGene00007756
O18212	WBGene00013139
Q19441	WBGene00017446
Q27470	WBGene00015709
H2L0J8	WBGene00020235
Q9BL10	WBGene00021690
Q8IAB2	WBGene00022486
Q9N4L9	WBGene00022835
Q18612	WBGene00001981
H2FLI1	WBGene00009805
Q9TZ63	WBGene00018989
M1ZJ56	WBGene00077681
Q9N3D7	WBGene00000625
Q9TYS1	WBGene00017025
O76574	WBGene00019485
D6RYE1	WBGene00195160
O44494	WBGene00017488
O01256	WBGene00011858
X5ML92	WBGene00021765
Q965V9	WBGene00006723
Q95XH1	WBGene00022077
Q9XUC9	WBGene00010928
Q22516	WBGene00000482
H2L0C0	WBGene00019209
G5EF15	WBGene00004078
G5EFQ6	WBGene00009432
Q95QK3	WBGene00017571
H1ZUX7	WBGene00302974
Q23030	WBGene00019986
H2KYC3	WBGene00021448
O02108	WBGene00021097
Q69Z13	WBGene00010665
Q9N2U9	WBGene00022396
Q9TZ69	WBGene00006715
P34691	WBGene00001413
G5EET7	WBGene00011940
G5ECF0	WBGene00008183
P90933	WBGene00010858
Q95Y48	WBGene00016885
Q18061	WBGene00015889
Q23335	WBGene00013905
Q1ZXS1	WBGene00044783
Q9XVC7	WBGene00003664
Q18922	WBGene00017017
G5EBM5	WBGene00004904
Q10004	WBGene00011512
Q8T3D9	WBGene00009964
P34400	WBGene00003243
Q9N4X1	WBGene00021590
H2KZU7	WBGene00020504
P90971	WBGene00003106
D3YT89	WBGene00014698
Q9U3C4	WBGene00010507
B1Q257	WBGene00003848
Q966H1	WBGene00019905
Q9XXE5	WBGene00012785
Q9Y0V6	WBGene00006573
P91492	WBGene00020709
A0A163UTK6	WBGene00021482
G5EEK8	WBGene00004736
G5EEI4	WBGene00000214
U4PR07	WBGene00010760
A8DZ31	WBGene00050896
P28191	WBGene00004213
Q19279	WBGene00017305
Q21924	WBGene00011237
Q1ZXT9	WBGene00044792
Q19993	WBGene00009373
Q9BKR9	WBGene00022348
W6RS10	WBGene00019902
U4PBX0	WBGene00021942
Q95PZ1	WBGene00013463
Q17973	WBGene00007586
D3NQA5	WBGene00014569
O02316	WBGene00003667
Q95Q83	WBGene00015926
Q09594	WBGene00010989
O45924	WBGene00012713
P91151	WBGene00016608
Q22768	WBGene00012007
K8F7X9	WBGene00013482
Q2L6U1	WBGene00044707
G2HK11	WBGene00044758
O62082	WBGene00007855
Q8MXJ1	WBGene00020732
Q21309	WBGene00019518
Q27274	WBGene00004405
H2L0H2	WBGene00022679
Q9TXQ0	WBGene00015118
P52887	WBGene00007464
H2KZB3	WBGene00017003
Q7Z139	WBGene00002044
P91268	WBGene00017671
Q95X47	WBGene00015038
P90952	WBGene00011264
Q27533	WBGene00012341
Q23154	WBGene00021029
Q18821	WBGene00016912
Q9GYR0	WBGene00016794
A0A078BPF2	WBGene00022128
E0AHC0	WBGene00008793
Q7YTU8	WBGene00012370
G5EBK5	WBGene00018414
A0A0K3AVG4	WBGene00009935
Q21774	WBGene00011064
P92020	WBGene00011694
G5EGJ3	WBGene00011755
Q2MGE6	WBGene00015017
Q20415	WBGene00009714
Q18673	WBGene00013926
Q17986	WBGene00015774
H2KYU2	WBGene00015903
O45995	WBGene00014199
P52716	WBGene00017969
Q9TZK3	WBGene00018250
Q7YTP6	WBGene00008713
Q94131	WBGene00004027
P90897	WBGene00010280
Q9TZ36	WBGene00020759
Q23229	WBGene00006962
Q7Z1P7	WBGene00019957
G5EDW1	WBGene00012157
X5LXA3	WBGene00012428
Q9GYP1	WBGene00018487
G5EC84	WBGene00017625
O17529	WBGene00020943
Q9XXS3	WBGene00012492
O62245	WBGene00009731
Q19963	WBGene00009327
O76670	WBGene00019184
Q11087	WBGene00015295
P46548	WBGene00020549
A0A131MBT2	WBGene00017046
Q56VX7	WBGene00044233
Q9XWW8	WBGene00013028
Q7YWP6	WBGene00012919
Q19015	WBGene00004005
Q95XJ5	WBGene00021559
O17909	WBGene00010369
A0A1C3NSH3	WBGene00019771
U4PAY0	WBGene00017597
P24348	WBGene00002299
Q17896	WBGene00007506
C6KRQ2	WBGene00194661
Q17571	WBGene00000170
Q20022	WBGene00009404
Q9U2G4	WBGene00004239
Q21175	WBGene00019357
Q23266	WBGene00013872
Q9Y0A1	WBGene00002173
A5PEX8	WBGene00013365
Q9XUU6	WBGene00010584
Q23405	WBGene00001872
Q4W518	WBGene00044363
O44656	WBGene00015041
A0A2C9C3K3	WBGene00018089
Q17580	WBGene00007253
Q9U2M7	WBGene00003581
Q19753	WBGene00009084
Q22265	WBGene00004146
A0A078BQL6	WBGene00009535
Q19319	WBGene00000396
P91398	WBGene00000474
A7DTF6	WBGene00013442
Q21525	WBGene00010879
P24888	WBGene00010960
W6RRS4	WBGene00019674
Q21421	WBGene00010743
Q09611	WBGene00019939
Q20191	WBGene00003532
Q93530	WBGene00008955
O02040	WBGene00020726
G5EBP0	WBGene00010648
K7ZUN4	WBGene00194680
P90793	WBGene00008418
Q9U3N6	WBGene00007873
O16594	WBGene00005550
K8ESG8	WBGene00008760
H2KZD7	WBGene00020188
O45421	WBGene00006622
O61941	WBGene00020749
O62406	WBGene00012454
Q19376	WBGene00008730
O45082	WBGene00015936
Q9XWP4	WBGene00012739
G5EGB2	WBGene00003015
Q17412	WBGene00007088
O01561	WBGene00018541
Q19199	WBGene00017243
Q22960	WBGene00017367
O02155	WBGene00020379
Q19122	WBGene00017177
Q23546	WBGene00014007
Q19187	WBGene00001538
Q18292	WBGene00007797
Q93779	WBGene00010010
Q10121	WBGene00016011
P50488	WBGene00000900
O45449	WBGene00003698
Q9NEV6	WBGene00012703
Q7YWS5	WBGene00011957
Q19490	WBGene00006531
Q93643	WBGene00009263
U4PEA7	WBGene00044467
Q23647	WBGene00014113
Q09305	WBGene00008639
Q965S4	WBGene00022286
Q94250	WBGene00019347
P34712	WBGene00003995
Q966C7	WBGene00021286
Q7YWN6	WBGene00013146
H9G321	WBGene00014826
O44555	WBGene00000111
Q95Y92	WBGene00020047
P34274	WBGene00022803
H2KZQ1	WBGene00017398
H2KZ08	WBGene00016976
Q94126	WBGene00000469
O45491	WBGene00009537
A0A1T5HUG1	WBGene00010367
G5EC71	WBGene00001768
Q23661	WBGene00014143
Q7Z2A9	WBGene00001702
Q22355	WBGene00020368
Q9XU55	WBGene00010762
P34766	WBGene00003912
Q18810	WBGene00008281
A0A0K3AQP8	WBGene00010623
H8ESD2	WBGene00012381
Q9U2G6	WBGene00012809
P91270	WBGene00017770
O61782	WBGene00020039
Q94010	WBGene00011629
O44759	WBGene00020467
A0A131MB53	WBGene00020609
P34407	WBGene00017695
Q10950	WBGene00015160
Q21267	WBGene00019476
H2KZF3	WBGene00022158
Q27485	WBGene00001909
G5ECG7	WBGene00001099
G5EG59	WBGene00000798
O16276	WBGene00018206
Q95R15	WBGene00018397
A0A061AD34	WBGene00255457
O44882	WBGene00020773
Q09501	WBGene00002067
O02092	WBGene00018391
Q9XWI2	WBGene00013196
Q9NA37	WBGene00013521
G5EC83	WBGene00011215
Q9XUP4	WBGene00004151
P34611	WBGene00003559
Q22627	WBGene00011888
Q18964	WBGene00008402
Q20386	WBGene00009676
A0A078BTM6	WBGene00015728
Q17703	WBGene00007363
O17036	WBGene00000715
J7SA46	WBGene00005444
G5EG07	WBGene00015437
V6CLX0	WBGene00022026
Q22665	WBGene00011916
G5EE25	WBGene00007258
Q23318	WBGene00013895
Q9UAZ6	WBGene00021159
Q21938	WBGene00011248
Q23168	WBGene00012260
Q9XTU3	WBGene00013037
Q9BIC1	WBGene00021009
B1GRL1	WBGene00077592
Q5WRM9	WBGene00023501
G5EFY5	WBGene00003779
G5ECX9	WBGene00008296
P91442	WBGene00020426
U4PBI4	WBGene00021358
P91185	WBGene00016900
Q93701	WBGene00001767
P91362	WBGene00019083
Q9UAW9	WBGene00020445
Q17929	WBGene00015705
Q9TZM9	WBGene00018374
H2KY84	WBGene00020251
Q19630	WBGene00017630
A7DT45	WBGene00045483
Q19311	WBGene00008654
D7SFK5	WBGene00017900
G3MU28	WBGene00013895
O45445	WBGene00009397
O44995	WBGene00019673
Q11069	WBGene00015177
G5EFT4	WBGene00016589
O16686	WBGene00019498
A0A061ACR9	WBGene00010849
Q20968	WBGene00003095
O17087	WBGene00001596
L8EC30	WBGene00220261
Q8I7I6	WBGene00015684
K8FDY2	WBGene00013307
Q9XTS1	WBGene00009825
X5LX67	WBGene00009881
P34510	WBGene00019456
Q95XS0	WBGene00021419
O18027	WBGene00006176
Q9XVS9	WBGene00000985
P91184	WBGene00004220
Q95Y02	WBGene00021511
G4S3P8	WBGene00006220
A0A061AD67	WBGene00017741
Q19635	WBGene00008969
O02057	WBGene00015009
Q9XUT1	WBGene00010662
V6CLK4	WBGene00008570
O45370	WBGene00008831
A4V4W3	WBGene00044900
H2L092	WBGene00020867
Q09994	WBGene00019608
U4PCF3	WBGene00022087
Q9N554	WBGene00021281
U4PQS1	WBGene00013189
P90780	WBGene00008334
Q93845	WBGene00010571
I2HAA0	WBGene00008018
P46564	WBGene00005712
V6CKD2	WBGene00021161
P90857	WBGene00017939
Q23387	WBGene00014210
Q09228	WBGene00001194
Q4TTC3	WBGene00044396
O17214	WBGene00001503
Q7YTL6	WBGene00010849
Q18487	WBGene00016441
O01873	WBGene00000629
O17054	WBGene00015362
O18126	WBGene00011958
Q2Z1P0	WBGene00020276
Q20323	WBGene00018346
O17806	WBGene00008809
Q19226	WBGene00008596
Q93352	WBGene00000457
A0A0K3AX26	WBGene00020798
Q17832	WBGene00007463
Q965R6	WBGene00022404
O18686	WBGene00009157
Q95Y57	WBGene00021735
Q9TZ51	WBGene00001391
Q9U252	WBGene00013177
O01584	WBGene00019520
Q2XMY4	WBGene00012347
Q20279	WBGene00009623
O62236	WBGene00009478
A0A0K3AVI2	WBGene00018092
P34272	WBGene00015333
Q9N3Q6	WBGene00021658
L8E6Y3	WBGene00016407
Q9N4G1	WBGene00022125
H2KMK0	WBGene00050910
Q966H0	WBGene00019903
H2KZV6	WBGene00020209
O45686	WBGene00010769
Q9UAZ1	WBGene00021732
P91420	WBGene00020187
O17245	WBGene00018769
P91332	WBGene00018839
Q21884	WBGene00011182
O76384	WBGene00016060
G4SBH9	WBGene00006204
O01975	WBGene00016564
G2HJZ4	WBGene00206530
A0A0K3ARD1	WBGene00194737
Q20691	WBGene00018729
Q21589	WBGene00010884
Q21285	WBGene00000929
Q9U225	WBGene00013227
P91207	WBGene00017201
E9P886	WBGene00008331
O16248	WBGene00018425
Q20142	WBGene00000745
Q22667	WBGene00002179
A0A061ACY6	WBGene00013464
O17945	WBGene00010746
K8FE02	WBGene00010908
G5ECG0	WBGene00006381
Q20990	WBGene00019057
O17365	WBGene00005643
O45285	WBGene00007837
Q9XTW5	WBGene00013418
Q2XMZ8	WBGene00044679
Q9NAL4	WBGene00007017
Q8I4J7	WBGene00009406
Q09215	WBGene00015205
Q6A576	WBGene00020283
P02566	WBGene00006789
Q22048	WBGene00011313
Q22378	WBGene00020421
H2KZM2	WBGene00021337
Q19526	WBGene00008911
Q18707	WBGene00016765
O45108	WBGene00018930
O17983	WBGene00011055
Q4W5R2	WBGene00022142
P34445	WBGene00010040
C1P635	WBGene00010444
F5GU82	WBGene00014049
P29506	WBGene00006744
Q21045	WBGene00010341
O17624	WBGene00008519
Q23338	WBGene00001429
Q17833	WBGene00003862
Q8MNY0	WBGene00006722
Q22725	WBGene00011981
Q27504	WBGene00000281
H2L0D2	WBGene00019250
Q18157	WBGene00016097
Q93251	WBGene00007691
Q9U280	WBGene00013034
Q7JKB8	WBGene00010350
D3KFV4	WBGene00010849
B1GRL0	WBGene00020786
Q23163	WBGene00012256
Q9N3G0	WBGene00021813
K8ES61	WBGene00009561
B3WFV2	WBGene00007741
Q18046	WBGene00015866
Q9BKP7	WBGene00016763
Q9GYG2	WBGene00022597
Q19746	WBGene00002125
O44151	WBGene00016759
Q7YX72	WBGene00007273
A0A0K3ATR0	WBGene00013682
O62092	WBGene00007989
Q9N574	WBGene00021200
Q21799	WBGene00011092
A0A078BQJ7	WBGene00016269
Q9XVX4	WBGene00008742
Q9XX95	WBGene00009231
Q9NAP7	WBGene00010721
Q21313	WBGene00001328
Q5ZR75	WBGene00020516
Q4PIS1	WBGene00044502
H2L007	WBGene00019959
Q19739	WBGene00009059
Q4PIU0	WBGene00044501
C6KRL2	WBGene00194674
O02051	WBGene00022591
G5EC93	WBGene00008799
Q95XL0	WBGene00021863
O01775	WBGene00022631
G1K102	WBGene00206418
I2HAD3	WBGene00006676
P55955	WBGene00012382
Q9U315	WBGene00013647
Q19486	WBGene00008874
Q9XWF0	WBGene00012394
Q22756	WBGene00020783
O18286	WBGene00000672
Q9XVA9	WBGene00008495
Q9NAE2	WBGene00013103
H2L2B7	WBGene00008623
Q93354	WBGene00007994
H2KZS3	WBGene00020732
Q21805	WBGene00011099
Q95QL2	WBGene00008769
P34558	WBGene00011500
Q6A4I6	WBGene00009916
Q95YF0	WBGene00015580
Q23041	WBGene00005718
O01737	WBGene00002889
Q95Q46	WBGene00019734
Q22070	WBGene00004038
Q19680	WBGene00009006
A0A0K3ASI0	WBGene00021743
Q21226	WBGene00010566
Q19801	WBGene00017810
O45628	WBGene00010433
P90969	WBGene00011972
Q27GU4	WBGene00018274
Q2WF55	WBGene00020453
Q7YTR3	WBGene00007487
Q9N4W2	WBGene00021605
H2KYN6	WBGene00018285
Q93896	WBGene00010834
Q8IG38	WBGene00016890
Q19762	WBGene00009093
O62069	WBGene00007639
L8E6M6	WBGene00050934
A0A0K3AXT9	WBGene00018708
Q1ZXT2	WBGene00011878
Q966W3	WBGene00002028
Q9UAX7	WBGene00005236
U4PBQ7	WBGene00015250
O44139	WBGene00016796
U4PBZ1	WBGene00022300
Q18195	WBGene00016128
O16412	WBGene00016471
Q9U1S9	WBGene00012396
P47208	WBGene00000379
Q9N5P8	WBGene00019141
Q9N509	WBGene00021500
O45268	WBGene00045063
A0A061AKN1	WBGene00013379
O76360	WBGene00001173
G5EGR0	WBGene00044044
H2L0F4	WBGene00044618
Q17780	WBGene00015569
U4PBC2	WBGene00017597
