uniprotID1	uniprotID2	source	alt_name1	alt_name2	name1	name2
Q7ZWJ4	Q6PC14	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein uL14 (60S ribosomal protein L23)	Large ribosomal subunit protein eL20	Large ribosomal subunit protein uL14
Q7ZWJ4	F1QGI3	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Ribosomal protein L23a	Large ribosomal subunit protein eL20	Ribosomal protein L23a
Q7ZWJ4	F1QGI3	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Ribosomal protein L23a	Large ribosomal subunit protein eL20	Ribosomal protein L23a
Q7ZWJ4	Q567N5	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein eL6 (60S ribosomal protein L6)	Large ribosomal subunit protein eL20	Large ribosomal subunit protein eL6
Q7ZWJ4	Q567N5	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein eL6 (60S ribosomal protein L6)	Large ribosomal subunit protein eL20	Large ribosomal subunit protein eL6
Q7ZWJ4	Q567N5	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein eL6 (60S ribosomal protein L6)	Large ribosomal subunit protein eL20	Large ribosomal subunit protein eL6
Q7ZWJ4	Q567N5	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein eL6 (60S ribosomal protein L6)	Large ribosomal subunit protein eL20	Large ribosomal subunit protein eL6
Q7ZWJ4	A8KB78	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Small ribosomal subunit protein uS12 (40S ribosomal protein S23)	Large ribosomal subunit protein eL20	Small ribosomal subunit protein uS12
Q7ZWJ4	A8KB78	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Small ribosomal subunit protein uS12 (40S ribosomal protein S23)	Large ribosomal subunit protein eL20	Small ribosomal subunit protein uS12
Q7ZWJ4	Q642H9	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Small ribosomal subunit protein eS4 (40S ribosomal protein S4, X isoform)	Large ribosomal subunit protein eL20	Small ribosomal subunit protein eS4
Q7ZWJ4	Q642H9	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Small ribosomal subunit protein eS4 (40S ribosomal protein S4, X isoform)	Large ribosomal subunit protein eL20	Small ribosomal subunit protein eS4
Q7ZWJ4	Q7ZW95	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	60S ribosomal protein L4 (Ribosomal protein L4)	Large ribosomal subunit protein eL20	60S ribosomal protein L4
Q7ZWJ4	Q7ZW95	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	60S ribosomal protein L4 (Ribosomal protein L4)	Large ribosomal subunit protein eL20	60S ribosomal protein L4
Q7ZWJ4	Q5BKV9	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein uL6 (60S ribosomal protein L9)	Large ribosomal subunit protein eL20	Large ribosomal subunit protein uL6
Q7ZWJ4	Q5BKV9	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein uL6 (60S ribosomal protein L9)	Large ribosomal subunit protein eL20	Large ribosomal subunit protein uL6
Q7ZWJ4	Q6IMW6	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Small ribosomal subunit protein uS15 (40S ribosomal protein S13)	Large ribosomal subunit protein eL20	Small ribosomal subunit protein uS15
Q7ZWJ4	Q6IMW6	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Small ribosomal subunit protein uS15 (40S ribosomal protein S13)	Large ribosomal subunit protein eL20	Small ribosomal subunit protein uS15
Q7ZWJ4	Q7ZV96	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein uL16 (60S ribosomal protein L10) (Protein QM) (Ribosomal protein L10)	Large ribosomal subunit protein eL20	Large ribosomal subunit protein uL16
Q7ZWJ4	Q7ZV96	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein uL16 (60S ribosomal protein L10) (Protein QM) (Ribosomal protein L10)	Large ribosomal subunit protein eL20	Large ribosomal subunit protein uL16
Q7ZWJ4	Q3B7P7	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Ubiquitin-ribosomal protein eL40 fusion protein	Large ribosomal subunit protein eL20	Ubiquitin-ribosomal protein eL40 fusion protein
Q7ZWJ4	Q3B7P7	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Ubiquitin-ribosomal protein eL40 fusion protein	Large ribosomal subunit protein eL20	Ubiquitin-ribosomal protein eL40 fusion protein
Q7ZWJ4	P61485	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein eL42 (60S ribosomal protein L36a)	Large ribosomal subunit protein eL20	Large ribosomal subunit protein eL42
Q7ZWJ4	P61485	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein eL42 (60S ribosomal protein L36a)	Large ribosomal subunit protein eL20	Large ribosomal subunit protein eL42
Q7ZWJ4	P61485	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein eL42 (60S ribosomal protein L36a)	Large ribosomal subunit protein eL20	Large ribosomal subunit protein eL42
Q7ZWJ4	P61485	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein eL42 (60S ribosomal protein L36a)	Large ribosomal subunit protein eL20	Large ribosomal subunit protein eL42
Q7ZWJ4	Q8JHJ1	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein uL29 (60S ribosomal protein L35)	Large ribosomal subunit protein eL20	Large ribosomal subunit protein uL29
Q7ZWJ4	Q8JHJ1	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein uL29 (60S ribosomal protein L35)	Large ribosomal subunit protein eL20	Large ribosomal subunit protein uL29
Q7ZWJ4	Q24JV1	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	60S ribosomal protein L32 (Ribosomal protein L32) (Zgc:136952)	Large ribosomal subunit protein eL20	60S ribosomal protein L32
Q7ZWJ4	Q24JV1	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	60S ribosomal protein L32 (Ribosomal protein L32) (Zgc:136952)	Large ribosomal subunit protein eL20	60S ribosomal protein L32
Q7ZWJ4	F1QG80	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Ribosomal protein L22	Large ribosomal subunit protein eL20	Ribosomal protein L22
Q7ZWJ4	F1QG80	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Ribosomal protein L22	Large ribosomal subunit protein eL20	Ribosomal protein L22
Q7ZWJ4	Q6IQJ7	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Ribosomal protein L37	Large ribosomal subunit protein eL20	Ribosomal protein L37
Q7ZWJ4	Q6IQJ7	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Ribosomal protein L37	Large ribosomal subunit protein eL20	Ribosomal protein L37
Q7ZWJ4	Q803F6	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Small ribosomal subunit protein uS2 (37 kDa laminin receptor precursor) (37LRP) (37/67 kDa laminin receptor) (LRP/LR) (40S ribosomal protein SA) (67 kDa laminin receptor) (67LR) (Laminin receptor 1) (LamR) (Laminin-binding protein precursor p40) (LBP/p40)	Large ribosomal subunit protein eL20	Small ribosomal subunit protein uS2
Q7ZWJ4	Q803F6	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Small ribosomal subunit protein uS2 (37 kDa laminin receptor precursor) (37LRP) (37/67 kDa laminin receptor) (LRP/LR) (40S ribosomal protein SA) (67 kDa laminin receptor) (67LR) (Laminin receptor 1) (LamR) (Laminin-binding protein precursor p40) (LBP/p40)	Large ribosomal subunit protein eL20	Small ribosomal subunit protein uS2
Q7ZWJ4	Q8JGR4	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein eL24 (60S ribosomal protein L24)	Large ribosomal subunit protein eL20	Large ribosomal subunit protein eL24
Q7ZWJ4	Q8JGR4	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein eL24 (60S ribosomal protein L24)	Large ribosomal subunit protein eL20	Large ribosomal subunit protein eL24
Q7ZWJ4	Q8JGR4	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein eL24 (60S ribosomal protein L24)	Large ribosomal subunit protein eL20	Large ribosomal subunit protein eL24
Q7ZWJ4	Q8JGR4	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein eL24 (60S ribosomal protein L24)	Large ribosomal subunit protein eL20	Large ribosomal subunit protein eL24
Q7ZWJ4	Q8JGS9	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Small ribosomal subunit protein uS13 (40S ribosomal protein S18)	Large ribosomal subunit protein eL20	Small ribosomal subunit protein uS13
Q7ZWJ4	Q8JGS9	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Small ribosomal subunit protein uS13 (40S ribosomal protein S18)	Large ribosomal subunit protein eL20	Small ribosomal subunit protein uS13
Q7ZWJ4	Q8JGS9	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Small ribosomal subunit protein uS13 (40S ribosomal protein S18)	Large ribosomal subunit protein eL20	Small ribosomal subunit protein uS13
Q7ZWJ4	Q8JGS9	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Small ribosomal subunit protein uS13 (40S ribosomal protein S18)	Large ribosomal subunit protein eL20	Small ribosomal subunit protein uS13
Q7ZWJ4	Q6NX89	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Eukaryotic translation initiation factor 5A-1 (eIF-5A-1) (eIF-5A1)	Large ribosomal subunit protein eL20	Eukaryotic translation initiation factor 5A-1
Q7ZWJ4	Q6NX89	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Eukaryotic translation initiation factor 5A-1 (eIF-5A-1) (eIF-5A1)	Large ribosomal subunit protein eL20	Eukaryotic translation initiation factor 5A-1
Q7ZWJ4	Q6Q421	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	40S ribosomal protein S15	Large ribosomal subunit protein eL20	40S ribosomal protein S15
Q7ZWJ4	Q6Q421	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	40S ribosomal protein S15	Large ribosomal subunit protein eL20	40S ribosomal protein S15
Q7ZWJ4	Q7T1K0	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein uL22 (60S ribosomal protein L17)	Large ribosomal subunit protein eL20	Large ribosomal subunit protein uL22
Q7ZWJ4	Q7T1K0	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein uL22 (60S ribosomal protein L17)	Large ribosomal subunit protein eL20	Large ribosomal subunit protein uL22
Q7ZWJ4	Q6Q419	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Small ribosomal subunit protein uS14 (40S ribosomal protein S29)	Large ribosomal subunit protein eL20	Small ribosomal subunit protein uS14
Q7ZWJ4	Q6Q419	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Small ribosomal subunit protein uS14 (40S ribosomal protein S29)	Large ribosomal subunit protein eL20	Small ribosomal subunit protein uS14
Q7ZWJ4	Q7SXA1	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	60S ribosomal protein L26 (ATPase H+ transporting V0 subunit e1) (Ribosomal protein L26) (Rpl26 protein)	Large ribosomal subunit protein eL20	60S ribosomal protein L26
Q7ZWJ4	Q7SXA1	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	60S ribosomal protein L26 (ATPase H+ transporting V0 subunit e1) (Ribosomal protein L26) (Rpl26 protein)	Large ribosomal subunit protein eL20	60S ribosomal protein L26
Q7ZWJ4	Q90Z10	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein eL13 (60S ribosomal protein L13)	Large ribosomal subunit protein eL20	Large ribosomal subunit protein eL13
Q7ZWJ4	Q90Z10	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein eL13 (60S ribosomal protein L13)	Large ribosomal subunit protein eL20	Large ribosomal subunit protein eL13
Q7ZWJ4	Q6P3J5	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Elongation factor 2b (EF-2) (EC 3.6.5.-)	Large ribosomal subunit protein eL20	Elongation factor 2b
Q7ZWJ4	Q6P3J5	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Elongation factor 2b (EF-2) (EC 3.6.5.-)	Large ribosomal subunit protein eL20	Elongation factor 2b
Q7ZWJ4	Q5BJA1	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Small ribosomal subunit protein eS17 (40S ribosomal protein S17)	Large ribosomal subunit protein eL20	Small ribosomal subunit protein eS17
Q7ZWJ4	Q5BJA1	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Small ribosomal subunit protein eS17 (40S ribosomal protein S17)	Large ribosomal subunit protein eL20	Small ribosomal subunit protein eS17
Q7ZWJ4	Q6Q420	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Small ribosomal subunit protein uS8 (40S ribosomal protein S15a)	Large ribosomal subunit protein eL20	Small ribosomal subunit protein uS8
Q7ZWJ4	Q6Q420	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Small ribosomal subunit protein uS8 (40S ribosomal protein S15a)	Large ribosomal subunit protein eL20	Small ribosomal subunit protein uS8
Q7ZWJ4	Q24JV3	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein eL31 (60S ribosomal protein L31)	Large ribosomal subunit protein eL20	Large ribosomal subunit protein eL31
Q7ZWJ4	Q24JV3	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein eL31 (60S ribosomal protein L31)	Large ribosomal subunit protein eL20	Large ribosomal subunit protein eL31
Q7ZWJ4	Q6DGL4	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	60S ribosomal protein L29	Large ribosomal subunit protein eL20	60S ribosomal protein L29
Q7ZWJ4	Q6DGL4	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	60S ribosomal protein L29	Large ribosomal subunit protein eL20	60S ribosomal protein L29
Q7ZWJ4	Q6PC01	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	40S ribosomal protein S30 (FAU ubiquitin-like and ribosomal protein S30 fusion a) (Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (Fox derived) ribosomal protein S30)	Large ribosomal subunit protein eL20	40S ribosomal protein S30
Q7ZWJ4	Q6PC01	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	40S ribosomal protein S30 (FAU ubiquitin-like and ribosomal protein S30 fusion a) (Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (Fox derived) ribosomal protein S30)	Large ribosomal subunit protein eL20	40S ribosomal protein S30
F1QUK5	O42140	string-db	Netrin-1	Netrin-1	Netrin-1	Netrin-1
F1QUK5	Q90413	string-db	Netrin-1	Fibroblast growth factor receptor 4 (FGFR-4) (EC 2.7.10.1)	Netrin-1	Fibroblast growth factor receptor 4
F1QUK5	Q15JE7	string-db	Netrin-1	Opticin (Opticin precursor)	Netrin-1	Opticin
F1QUK5	A0A0R4IP15	string-db	Netrin-1	Neogenin 1a (Neogenin isoform 1 precursor)	Netrin-1	Neogenin 1a
F1QUK5	Q4V9H3	string-db	Netrin-1	Draxin (Dorsal inhibitory axon guidance protein) (Dorsal repulsive axon guidance protein) (Neural-specific antagonist of canonical Wnt/beta-catenin signaling)	Netrin-1	Draxin
F1QUK5	Q4V9H3	string-db	Netrin-1	Draxin (Dorsal inhibitory axon guidance protein) (Dorsal repulsive axon guidance protein) (Neural-specific antagonist of canonical Wnt/beta-catenin signaling)	Netrin-1	Draxin
Q6DGL5	Q08CN0	string-db	Trafficking protein particle complex subunit 5	Trafficking protein particle complex subunit 2	Trafficking protein particle complex subunit 5	Trafficking protein particle complex subunit 2
A0PJQ5	Q58EK5	string-db	RAB36, member RAS oncogene family (Ras-related protein Rab-36)	Tudor domain-containing protein 1	RAB36, member RAS oncogene family	Tudor domain-containing protein 1
O13147	O73874	string-db	Ephrin type-B receptor 3 (EC 2.7.10.1) (EPH-like kinase 3) (Tyrosine-protein kinase receptor ZEK3)	Ephrin-B2a	Ephrin type-B receptor 3	Ephrin-B2a
P79727	O13146	string-db	Ephrin-A2 (ELF-1) (EPH-related receptor tyrosine kinase ligand 6) (LERK-6) (ZfEPHL3)	Ephrin type-A receptor 3 (EC 2.7.10.1) (EPH-like kinase 1) (Tyrosine-protein kinase receptor ZEK1)	Ephrin-A2	Ephrin type-A receptor 3
P79727	O13146	string-db	Ephrin-A2 (ELF-1) (EPH-related receptor tyrosine kinase ligand 6) (LERK-6) (ZfEPHL3)	Ephrin type-A receptor 3 (EC 2.7.10.1) (EPH-like kinase 1) (Tyrosine-protein kinase receptor ZEK1)	Ephrin-A2	Ephrin type-A receptor 3
P79727	O13148	string-db	Ephrin-A2 (ELF-1) (EPH-related receptor tyrosine kinase ligand 6) (LERK-6) (ZfEPHL3)	Ephrin type-A receptor 4a (EC 2.7.10.1) (EPH-like kinase 2) (Tyrosine-protein kinase receptor ZEK2)	Ephrin-A2	Ephrin type-A receptor 4a
P79727	O13148	string-db	Ephrin-A2 (ELF-1) (EPH-related receptor tyrosine kinase ligand 6) (LERK-6) (ZfEPHL3)	Ephrin type-A receptor 4a (EC 2.7.10.1) (EPH-like kinase 2) (Tyrosine-protein kinase receptor ZEK2)	Ephrin-A2	Ephrin type-A receptor 4a
P79727	Q5VSJ4	string-db	Ephrin-A2 (ELF-1) (EPH-related receptor tyrosine kinase ligand 6) (LERK-6) (ZfEPHL3)	receptor protein-tyrosine kinase (EC 2.7.10.1)	Ephrin-A2	receptor protein-tyrosine kinase
P79727	Q5VSJ4	string-db	Ephrin-A2 (ELF-1) (EPH-related receptor tyrosine kinase ligand 6) (LERK-6) (ZfEPHL3)	receptor protein-tyrosine kinase (EC 2.7.10.1)	Ephrin-A2	receptor protein-tyrosine kinase
A6NAF9	A2CEI6	string-db	Tudor domain-containing protein 7A	Piwi-like protein 2 (EC 3.1.26.-)	Tudor domain-containing protein 7A	Piwi-like protein 2
A6NAF9	A2CEI6	string-db	Tudor domain-containing protein 7A	Piwi-like protein 2 (EC 3.1.26.-)	Tudor domain-containing protein 7A	Piwi-like protein 2
A6NAF9	A2CEI6	string-db	Tudor domain-containing protein 7A	Piwi-like protein 2 (EC 3.1.26.-)	Tudor domain-containing protein 7A	Piwi-like protein 2
A6NAF9	A2CEI6	string-db	Tudor domain-containing protein 7A	Piwi-like protein 2 (EC 3.1.26.-)	Tudor domain-containing protein 7A	Piwi-like protein 2
A6NAF9	A2CEI6	string-db	Tudor domain-containing protein 7A	Piwi-like protein 2 (EC 3.1.26.-)	Tudor domain-containing protein 7A	Piwi-like protein 2
A6NAF9	A2CEI6	string-db	Tudor domain-containing protein 7A	Piwi-like protein 2 (EC 3.1.26.-)	Tudor domain-containing protein 7A	Piwi-like protein 2
A6NAF9	A2CEI6	string-db	Tudor domain-containing protein 7A	Piwi-like protein 2 (EC 3.1.26.-)	Tudor domain-containing protein 7A	Piwi-like protein 2
A6NAF9	A2CEI6	string-db	Tudor domain-containing protein 7A	Piwi-like protein 2 (EC 3.1.26.-)	Tudor domain-containing protein 7A	Piwi-like protein 2
Q7ZWJ7	Q7ZV96	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Large ribosomal subunit protein uL16 (60S ribosomal protein L10) (Protein QM) (Ribosomal protein L10)	Large ribosomal subunit protein eL34	Large ribosomal subunit protein uL16
Q7ZWJ7	Q6IMW6	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Small ribosomal subunit protein uS15 (40S ribosomal protein S13)	Large ribosomal subunit protein eL34	Small ribosomal subunit protein uS15
Q7ZWJ7	Q5BKV9	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Large ribosomal subunit protein uL6 (60S ribosomal protein L9)	Large ribosomal subunit protein eL34	Large ribosomal subunit protein uL6
Q7ZWJ7	Q642H9	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Small ribosomal subunit protein eS4 (40S ribosomal protein S4, X isoform)	Large ribosomal subunit protein eL34	Small ribosomal subunit protein eS4
Q7ZWJ7	Q7ZW95	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	60S ribosomal protein L4 (Ribosomal protein L4)	Large ribosomal subunit protein eL34	60S ribosomal protein L4
Q7ZWJ7	F1QG80	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Ribosomal protein L22	Large ribosomal subunit protein eL34	Ribosomal protein L22
Q7ZWJ7	Q6IQJ7	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Ribosomal protein L37	Large ribosomal subunit protein eL34	Ribosomal protein L37
Q7ZWJ7	Q24JV1	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	60S ribosomal protein L32 (Ribosomal protein L32) (Zgc:136952)	Large ribosomal subunit protein eL34	60S ribosomal protein L32
Q7ZWJ7	Q8JHJ1	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Large ribosomal subunit protein uL29 (60S ribosomal protein L35)	Large ribosomal subunit protein eL34	Large ribosomal subunit protein uL29
Q7ZWJ7	P61485	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Large ribosomal subunit protein eL42 (60S ribosomal protein L36a)	Large ribosomal subunit protein eL34	Large ribosomal subunit protein eL42
Q7ZWJ7	P61485	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Large ribosomal subunit protein eL42 (60S ribosomal protein L36a)	Large ribosomal subunit protein eL34	Large ribosomal subunit protein eL42
Q7ZWJ7	Q3B7P7	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Ubiquitin-ribosomal protein eL40 fusion protein	Large ribosomal subunit protein eL34	Ubiquitin-ribosomal protein eL40 fusion protein
Q7ZWJ7	Q6IQB1	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Ribosomal protein L5 (Ribosomal protein L5b)	Large ribosomal subunit protein eL34	Ribosomal protein L5
Q7ZWJ7	B7ZD34	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	40S ribosomal protein S24	Large ribosomal subunit protein eL34	40S ribosomal protein S24
Q7ZWJ7	Q7ZV82	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Large ribosomal subunit protein eL27 (60S ribosomal protein L27)	Large ribosomal subunit protein eL34	Large ribosomal subunit protein eL27
Q7ZWJ7	Q567N5	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Large ribosomal subunit protein eL6 (60S ribosomal protein L6)	Large ribosomal subunit protein eL34	Large ribosomal subunit protein eL6
Q7ZWJ7	Q567N5	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Large ribosomal subunit protein eL6 (60S ribosomal protein L6)	Large ribosomal subunit protein eL34	Large ribosomal subunit protein eL6
Q7ZWJ7	A8KB78	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Small ribosomal subunit protein uS12 (40S ribosomal protein S23)	Large ribosomal subunit protein eL34	Small ribosomal subunit protein uS12
Q7ZWJ7	F1QGI3	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Ribosomal protein L23a	Large ribosomal subunit protein eL34	Ribosomal protein L23a
Q7ZWJ7	Q6PC14	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Large ribosomal subunit protein uL14 (60S ribosomal protein L23)	Large ribosomal subunit protein eL34	Large ribosomal subunit protein uL14
Q7ZWJ7	Q6PC14	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Large ribosomal subunit protein uL14 (60S ribosomal protein L23)	Large ribosomal subunit protein eL34	Large ribosomal subunit protein uL14
Q7ZWJ7	Q6PBI5	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Small ribosomal subunit protein eS25 (40S ribosomal protein S25)	Large ribosomal subunit protein eL34	Small ribosomal subunit protein eS25
Q7ZWJ7	Q6PBZ1	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	60S ribosomal protein L7a	Large ribosomal subunit protein eL34	60S ribosomal protein L7a
Q7ZWJ7	Q5BJA1	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Small ribosomal subunit protein eS17 (40S ribosomal protein S17)	Large ribosomal subunit protein eL34	Small ribosomal subunit protein eS17
Q7ZWJ7	Q90Z10	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Large ribosomal subunit protein eL13 (60S ribosomal protein L13)	Large ribosomal subunit protein eL34	Large ribosomal subunit protein eL13
Q7ZWJ7	Q6P3J5	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Elongation factor 2b (EF-2) (EC 3.6.5.-)	Large ribosomal subunit protein eL34	Elongation factor 2b
Q7ZWJ7	Q7ZWJ4	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein eL34	Large ribosomal subunit protein eL20
Q7ZWJ7	Q7ZWJ4	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein eL34	Large ribosomal subunit protein eL20
Q7ZWJ7	Q7SXA1	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	60S ribosomal protein L26 (ATPase H+ transporting V0 subunit e1) (Ribosomal protein L26) (Rpl26 protein)	Large ribosomal subunit protein eL34	60S ribosomal protein L26
Q7ZWJ7	Q6PC01	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	40S ribosomal protein S30 (FAU ubiquitin-like and ribosomal protein S30 fusion a) (Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (Fox derived) ribosomal protein S30)	Large ribosomal subunit protein eL34	40S ribosomal protein S30
Q7ZWJ7	Q6DGL4	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	60S ribosomal protein L29	Large ribosomal subunit protein eL34	60S ribosomal protein L29
Q7ZWJ7	Q6Q420	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Small ribosomal subunit protein uS8 (40S ribosomal protein S15a)	Large ribosomal subunit protein eL34	Small ribosomal subunit protein uS8
Q7ZWJ7	Q24JV3	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Large ribosomal subunit protein eL31 (60S ribosomal protein L31)	Large ribosomal subunit protein eL34	Large ribosomal subunit protein eL31
Q7ZWJ7	Q8JGS9	string-db	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Small ribosomal subunit protein uS13 (40S ribosomal protein S18)	Large ribosomal subunit protein eL34	Small ribosomal subunit protein uS13
