From	To
A2RRV6	zgc:158350
Q32LQ2	im:6895766
A2ATX3	si:ch211-67n3.7
F1Q8W8	calrl2
E7F7T1	ppp1r1b
E7F7S9	map4k3a
Q08BY9	canx
B0UYA0	si:dkey-57b6.3
Q6ZM13	OTTDARP00000002011
Q90486	ba1
Q90486	ba1l
Q7ZWE3	larp7
E7F7F1	capn5b
Q7ZT21	hbae1.2
A3KP53	id:ibd5121
E7F7E6	wu:fj83e02
Q6PFT0	zgc:64103
Q7T3C1	fj48e12
E7F6Y6	sstr2b
F1Q6H8	zgc:171493
A0A8M9Q5G7	proca1
Q6DGL6	sox1a
F1Q4L8	cnot3
F1RCL8	bcor
B8JHR3	gtf2f2
Q1RLT4	si:ch211-257l15.3
Q6JWV8	popdc2
Q8JHI3	arl13b
A0PJR3	ppap2b
Q5RHU2	si:dkey-146n1.1
A0A8M3ANB0	pfkfb2
Q1JPY8	pspc1
F1R369	rcn1
F1R366	NMDAR1.1
A0F081	sesn2
F1R2K7	cb244
A1A5X7	fa11g05
Q6NYL3	ehhadh
E7EZW5	sgc1a1
Q6DGI0	rgs8
Q6DH42	eny2
F1R238	hm:zeh0225
F1R237	tdrd6
Q7T010	gatb
E7EZE2	fc14a12
Q0P7H3	siat 8E
Q56A35	actr2b
Q6NWE1	phf10
Q8JGW0	thbs4b
Q90XH2	meis1
Q1L8P2	si:dkey-228a15.3
F1R1N9	cd2apl
A0JMF1	ctc1
F1R1D2	rhoh
A0A8M9Q4I8	Nck2
A5D6R3	plcd3a
Q6NYG0	np
Q6DC49	zgc:101117
F1R1A5	ubxn11
Q6P3K3	fbxo9
A8E7Q8	si:ch211-225p5.8
Q5VSJ4	fc51g03
Q9DES8	glyR beta
A0A0R4I9E8	p3h1
Q1JPZ3	src
F1R0K2	si:busm1-160c18.6
F1R0K1	TCF-1
F1R0J8	zgc:66110
A9JRP8	zgc:86896
B0S6I8	sp5
Q6DC03	suz12a
Q6NZ22	mettl14
E7EXE9	im:7158869
Q561S9	H2A
B7ZV62	nsf
A3KNH7	fb16e03
B8A5K8	im:7157987
Q58EL0	hoxc11a
A0A8M2B6G8	si:ch211-250g4.1
Q1LWG0	cx39.4
Q6DEG1	cx30.9
Q08BX5	zgc:154034
B3DHC5	fc28d04
A9ZPD8	ccl35.2
E7FAS2	nudt7
Q68EH8	flad1
Q1LWW7	bmp8
Q1L8M6	si:ch211-240j22.2
Q5BJA2	zgc:114172
Q5SPB6	chac1
Q5XJD3	fip1l1
P59015	vps18
Q5YLG6	OTTDARP00000007023
Q6P2B0	fc05d09
Q9I8U9	tnnt
E7FGQ8	gch1a
A3KNJ5	zgc:162119
Q7SXR1	tarbp2
Q6NWJ4	dnajc2
Q7ZUW4	wu:fb16f02
Q6NW62	khdrbs1l
Q1L8E6	fc11d07
B3DJV8	LOC569270
Q58EJ9	mtarc1
Q9DE49	pdgfra
A0A8M1QHZ3	si:dkey-183j2.10
Q8JH68	mxa
F1QNG2	wu:fl24c03
E7FFR4	creb5b
Q6NV33	zgc:56380
Q8AXV6	hey1
A0A0A0MPL5	fscn1b
E7FFQ6	kcng2
A0A8M6Z959	si:dkeyp-97e7.9
F1QDE5	grin2ab
Q6NY82	ube2f
A8WGP3	ppp4ca
Q7ZVK8	ERK1
Q6P2T3	gdpd3
F1QNA4	dvl1
Q1MT02	si:ch211-202b2.2
Q6DI51	nme6
E7FE68	zgc:92905
E7F409	nt5c1ab
Q08BC6	eno4
Q1LWG4	lpcat1
Q0VIA1	med10
E9QCW1	cacng8b
A3KQ03	si:ch211-152p11.3
A2AV37	exoc3l1
F1QZB9	MAGI-1
A4FUN8	rh1.2
F1QZA4	fa01b02
Q20JQ7	scn4ab
F1QZA0	zgc:162909
Q6TH07	FLOT1
Q7ZUC2	sdf4
A9JTH1	ncalda
Q08CL3	kbtbd8
Q5TYQ1	zyg11
A1L209	atxn7l3
Q568V0	foxg1
Q8JFD6	gja9
Q6IQD2	wu:fb52f06
B0UYS0	wu:fa91c06
E9QG66	emc1
Q5RGB5	si:ch211-255d18.4
A8E5B7	hm:zeh0024
Q504C0	im:6908825
Q9I8U8	tnnc
Q6Q421	wu:fa93f04
F1QBE9	ccl25b
Q803G5	samm50a
Q1LUV0	zgc:152985
Q45QT2	Tbeta11
Q7ZZB1	si:bz36d5.4
A3QK31	MGC163045
A3KQN9	zgc:111823
Q6P0E1	sox2
Q7T2L8	mkp3
O93599	STAT3b1
E7FCQ0	cnbp
Q32PP9	sox14
Q7ZU69	zgc:56377
F1QMB0	pex6
Q1L8U1	si:ch211-81a5.8
F1QKS9	zgc:163126
A0A8M1QLR0	cdk19
B5MF72	camk1d
Q9PW77	PBXA
Q802D5	pfn2
B3DK16	pcgf5a
Q7ZTZ2	rsl24d1
Q6AZW3	zgc:101049
Q7T3B8	ard1a
F6NLH0	zgc:162420
O57330	psmb8
Q1LUU3	tapbp.1
Q1L5E7	pthrp2
Q6DGK2	ldhbb
F1Q9W6	rgs7
Q1LXJ1	si:dkeyp-113d7.7
Q1LXJ7	cyt1l
A5PMP7	LOC103909601
A5PMP1	si:ch211-203k12.4
Q5BJC1	sptssa
P47793	wnt4a
F1Q9K7	hs6st3a
Q24K33	illr1
Q6P5L5	nduf8
F1R872	zgc:173593
F1R871	trim25l
F1R869	ncoa6
Q502K2	samhd1
Q0ZBR7	MIF
A3KQI3	borcs8
F1R4D3	lrrtm2
Q1LUK1	micos13
B7ZC95	dlg5
Q4V9P8	camk2ga
F1R4C4	pias4a
Q7T2P6	timm23
Q9YI98	oaz1a
Q6NYJ2	zgc:77038
Q1MTE5	arl3
Q1LX17	si:dkey-94n12.2
F6PAL8	dZ64D20.2
A7MBU6	tdo2a
Q6PC64	elovl6
Q6NZZ1	zgc:77938
E7F368	prkcea
F1R8P4	glra2
A0A0R4IVA4	cdc14ab
F1R6I2	fj14b08
A8DU70	wu:fd36e09
Q7T291	adprm
Q1LVQ2	sh3bp4a
A4VCF7	lnxL
Q8JHI0	SLC25A5
Q6PV84	cb807
O13146	epha3
Q1LWH6	si:dkeyp-84a8.8
A0MGZ5	hs6st1b
A4QNU3	cldn11
Q6DHU3	cb112
Q1LVG4	IRb
F1QZ60	Ku70
F1R2R7	fi23e01
F1R2R3	im:7145180
C0LU14	cacna1sa
A0JMP4	im:7145237
A7E2L8	LSM5
E7F4T6	si:dkey-118j18.1
E7F359	drd1a
E7F354	ywhag2
Q7ZSZ9	rac1
Q6AZC1	wu:fa14g03
E7F8R4	SI:zC146F4.4
F1QVE4	eef1e1
Q6IQP1	gygl
Q7ZV92	prp19
Q6DGP8	nrn1
F1QXF4	THO
A0A8M9QGK2	tgfb2l
E7F715	sec24b
Q7SX99	fh
A4UU77	si:dkey-29d12.5
E7F6N8	eme1
E7F6N3	si:ch211-81n22.1
B8JK68	bcl2l11
E7F6M9	rilp
Q2PRB5	or102-3
Q5VSI2	zgc:162401
Q2MHK8	tas2r1a
O93548	hbbe1.3
E7FFN5	ppip5k1a
A4QN59	dph2
E7FFM2	rb1cc1
E7FFM0	map6b
E7F640	atxn7
Q29RA5	tigara
E7FH00	grm8a
E7FGZ9	zc3h4
F1QPW7	gabrb1
A2BHH9	sstr3
B3DFU2	LOC569893
E7F092	cdk13
Q6TGS5	fi05b01
Q08BC5	zgc:153977
A8WHQ8	itga6a
E7F069	LOC571865
Q6DG28	clf-1.a
F1QDT4	TAF2G
E7EZM1	gba1
Q6DEG2	zgc:91938
Q6DGW5	zgc:103695
E7EZJ4	si:dkey-42l23.7
E7EZJ2	zmp:0000000846
A0A8M1PSN6	si:ch211-195e19.1
F1QKH7	dnase2b
F1Q4N4	im:7149850
Q08CF3	ccdc61
F1QIY4	wu:fi09g03
F6NPK9	fb33e12
E9QBD8	bnip1a
A8KBR8	gstm.2
F1QHE9	fj19d10
Q5XJS6	arl6ip5
B3DKF4	LOC561889
A7MCR6	im:6910535
F1QF95	zgc:162874
F1QF92	alms1
Q5EFQ8	zgc:194510
E7EY38	mon1bb
Q91398	csnk2b
E7EY10	cacng3b
F1QF54	flrt1b
E7EXN4	LOC110440104
E7EXM9	mex3a
Q6NYD4	mak16
E7EXI6	phf12a
Q5SNS9	kctd1
F6NLN8	tlr4ba
Q6DI30	fc54c06
E7FDD7	polr2ea
B0S754	fb63a09
E7FDD1	si:ch211-132p1.2
E7FDB4	ngef
A2THY5	mtx1a
B5DDZ4	acta1
E7FBC7	dpep2
E9QH67	fb73e11
Q6PBZ7	zgc:73176
A7YY99	atp5ia
E7FA76	wdr20a
E7FA75	rce1a
A9JRC0	zgc:172085
B6ZIV2	KiSS2
B3DFL2	im:7144246
B8YI05	cd40lg
F1QMQ4	rxfp3.3a2
B3DGM2	zgc:193500
F1QMN8	TLR21.1
F1QMN6	spen
A0A8M9Q5E9	smarcc2
F1RDV9	zgc:171795
Q8JFR5	kita
Q6NX89	eif5a
A3R4U5	IL-15RA
E7FEG9	grik3
B3DHE4	zgc:194223
E9QE29	mapk9
E7FGL0	Tim
E7FGK9	ogdhl
E7FGK7	cacng4
F6PCP5	si:ch211-175g6.9
Q6DG12	zgc:91924
F1RDM5	amer1
E7FF10	vwa1
E7F558	pms2
E7F557	zfx
A4IG62	supv3l1
Q6NXA6	ADH3
Q6DRE5	nol5a
F1RCT7	kif16bb
A5WWD5	man1b1
A0A8M1PZ41	man2b2
A9JRW9	hbegfa
E7F2U4	wu:fc06a10
B3DJF2	fc31b01
E7F4Q7	fam83b
F1R7M1	zgc:110306
E7F4N5	man1b1a
A0JMK6	scg2b
B0S6C8	fk86g11
A0A8M2B481	fancd1
Q5RHX7	si:ch211-127b11.1
A8C5J1	kiss1
Q6DHH1	scge
F1R355	wu:fa18g06
A0A8N7UT44	ano8b
Q6NXC0	fmnl3
Q66I72	JAM
E7F004	LOC100332721
E7FH58	zgc:136455
E7FH53	myot
E7FH41	rlim
E7FH20	si:ch211-150f22.3
E7FH14	hdac5
E7FFJ8	si:ch211-160f23.5
F1QNN0	si:zfos-367g9.1
B3DHU2	tmem65
E7FFI0	ajuba
B3DJK9	rassf8
E7FEV1	fa05b10
B8JKD7	polr1b
F1RCB6	acte1
E7FGX8	immp1l
B3DH93	fthl29
Q7ZVB5	wu:fa18f04
Q90XD1	cls/sox10
B8JL43	cb285
Q1MTC8	mhc2dab
F1RE30	pelp1
Q7ZWC9	wu:fa16h03
E7FEN0	si:ch211-230g15.5
E7F624	map6a
F1RD72	sult1st7
Q2XNF5	epo
B8K0E7	fbxl20
F1RC43	kl
P52160	myca
F1REN0	cul5
Q5RKM3	fb36h09
Q6Q382	nlk
Q803R7	zgc:55327
A0A8M1P007	cb423
P47792	sox19a
E7FFQ2	si:dkey-219c3.2
A4QNW4	cdnf
Q68EK9	cdc26
F1RCY7	rbm15
F1RCY2	bZ1P14.9
Q6ZM17	zgc:198284
E7FF22	si:ch211-264f7.1
Q3B728	zgc:123253
E7F592	tti2
E7F3Z0	dcaf15
F1Q5C9	si:ch211-149p10.1
F1RCR3	fbln2
F1RCP1	becn1
F1RCN2	cecr2
Q9YHX4	sema4e
Q7ZVC2	cluap1
A0A8N7TE51	dhx30
B3DIW6	epn1b
E7FCF4	acer2
B8A6H1	fj46c01
E7FCE4	ror2
F1R0A4	si:ch211-287b5.1
Q7T356	ywhabb
A5PN19	zgc:163098
B0V207	fhip1b
B3DJV5	zgc:194335
A0A8M2B4V9	zgc:162151
E7F9K9	senp2
P0CI65	nphp3
E7F958	tet2
E7FE23	rufy1
B7TWR3	Pmch1
Q90WY6	adra2c
A0A8N7T6V4	neurl4
Q7ZVE0	gar1
Q6ZM36	orc6l
A4UU31	MKK4B
Q8JFG6	p0
F1RB27	appl2
A9JRU2	im:7157162
Q5BJA5	zgc:112234
Q5BJA5	zgc:114046
A9JRX0	msl1l1
Q90487	hbaa1
Q6EIG3	cyp26b1
F1Q636	bub1ba
A0A8M1RH12	si:ch73-12o23.1
E7FCN9	cspg4
E7FCN8	intu
A0JMK9	chaf1a
E7FBR4	tiam1a
F1R5H6	brd4
A8E588	im:6910535
E7FB32	si:zfos-323e3.4
A0A8M9Q8W7	myzap
B0V2S3	adora1
F1QWE6	pkp3b
F1QWE3	mertka
E7FA01	sgpp2
Q56JH6	kitla
A4JYL4	sc:d0175
E7F9Z1	VWF
O42366	hoxb1a
A9JRD6	csf1-1
Q6JIZ2	pura
E7FDX3	ndufaf4
A5WWH0	si:ch73-355e4.2
Q98UK4	maf
Q7ZW40	vdp
E7FDV3	adcy3
F1QX74	nlgn2b
Q6DRJ4	kri1
E7F2D8	dfnb31a
F1QYH1	b4galnt3b
B0QZE8	iqwd1
F6NZK1	crfb17
F1QMV7	ncoa3
F1Q4R2	ube2ql1
B0S7G2	si:ch211-61f14.1
B8JM41	fe06a04
Q1L8T5	cgn
Q5YKG3	gna13
E7F0N6	apbb1
A0A8M2BKM1	bcorl1
A4QP73	ttc19
A9ZPF8	cxcl-c1c
D3TZW3	si:ch211-44l19.2
Q6PC71	arhe
Q66HV7	cx47.1
F1QIS4	si:ch211-159j13.2
A5JNG8	fd20a07
F1QIP9	zgc:165518
Q6PCR7	eif3a
F1QGG2	LOC100001665
B0V233	im:7155552
Q642H3	sept8a
E7F4I8	ppip5k1b
A9ZPF6	cxcl-c5c
Q803D1	wu:fb33e02
A0A8M9PY01	si:dkey-82j4.2
B0S6P2	si:dkey-216e24.3
F1QK81	nlgn4a
A0A8M2B3R6	synrg
F1QI36	cb896spalt
E7F366	bptf
A3KPL8	fi15f05
F1QFQ7	LOC110437777
B0V3M5	si:ch73-170l17.1
Q6TH11	zgc:100907
B3DI13	zgc:194426
E7F240	trappc14
F1QDK1	zgc:162873
D7PS91	bla
F1QK11	si:ch211-212g7.6
E7F116	zgc:175131
B7ZDD5	fancj
E7F0E8	xpo1a
E7F0D5	pot1
B8JIU2	vip1
E7FC09	cars2
L7YAI7	b4gat1
E7FBZ6	lamtor1
E7FBZ0	taf4a
E7FBY6	adgra2
Q1XG76	si:dkey-21e2.2
C6SUQ4	gpa2
E7FAX1	im:7145298
F1Q9K1	smarcc1a
E9QH31	zgc:103715
Q7T0K2	IAP1
F2Z4T4	akap12
F1Q893	hgsnat
E9QGR6	tmod1
Q5SPJ4	wu:fb61c07
Q803T2	strip1
A9JRC7	ppp4cb
E7F8C4	LOC100333265
E7F8A6	bcl10
F1Q6Z9	ganab
B8JLQ0	lyrm4
E7F7V2	si:ch211-234p18.3
A0A8M9QKW9	si:dkey-6i22.5
Q9DFS6	eif4ea
E7F7I3	pkn3
B3DIR8	zgc:194216
Q5U3T3	ctdnep1b
F1Q7Y5	elfn1b
E7F7H1	tceb3l
E7F7F6	smg9
A7MC07	prok1
B0S6H8	ppfia2
F1Q6P3	col6a1
A0JMG1	spoplb
B8JKA7	si:dkey-146d24.2
F1Q6F0	phkb
B0UXR9	hsp70.1
Q6PC40	cdc123
A4FUN7	usp12a
B8JJJ1	zgc:92021
E7F6D4	ganc
A0A8M9PQ61	dspb
F1QAU7	gnpat
A4QP33	ppp2r5c
F1RD19	rhobtb2a
A0A8M1NUS6	im:6902697
E7F698	adam11
F1R7R7	wu:fb99e07
E7F3M0	ptcd1
B8JK16	ank1
A0A8M9PFM3	slitrk3a
E7F2J6	pcsk9
F1R5M2	kif5ba
Q568S1	zgc:110126
B0S6V5	si:dkey-10c21.1
B8A5K9	SMC2L1
Q7SYD5	sec31a
A0A8M1P4I3	zgc:56010
Q6NVA6	myl9
E7F1D2	c16orf53
F1R3C6	tet1
F1R392	tctn1
E7F079	hmox2b
F1R2I7	nbr1b
E7F062	lmod1b
E7F059	nfatc4
F1R2G7	hm:zeh0104
A0A8M2BIU5	gpaa1
E7EZX1	si:dkey-261m9.15
B0UYS8	zgc:171542
E7EZJ0	nop9
B0S5T6	ppp2r3b
F1R205	wnt6b
Q6P969	zgc:73138
E7EZF8	ice2
E7EZE6	LSM3
E7EZ02	LSM8
E7EYZ1	usp18
E7EYW7	smarcd2
Q6PHG8	polr1f
F1QM54	fb18g01
E7EXD7	si:dkey-261m9.11
F1R166	wu:fd50g11
Q6DH26	med31
Q7ZUM8	usp44
Q05AM5	elp2
Q5SNV2	LOC566668
Q6DRC3	cfap298
E7EXH4	zgc:152964
F1RAU6	Eip75B
F1RAT9	zgc:194204
F1RAS9	tnfrsf1b
E7FDA9	cldn34a
F1RAR9	si:dkey-171l20.1
Q29RC0	zgc:136806
E7FD92	dsn1
E7F660	zbtb40
B0LK22	wnt3
E7F638	msn
Q2PMI2	fa95c03
B8A516	cb944
B0S5J2	si:dkey-181m9.10
E9QIK5	lsm11
E7FFH0	asb13b
F1QQ42	zgc:86674
E7FFF2	cabz01093075.1
B0S5X0	dspg3
F1QPN8	wu:fi28a06
Q4V914	zgc:114051
Q6PBS0	zgc:73277
Q5XJ88	zgc:103534
Q5RH04	chchd3
F1QP65	si:ch211-153j24.3
A7MBT5	ube2e1
D2K290	CPLX3b
P0C928	rtel1
A0A8M2BGM4	fc32e10
E7F5V6	zmp:0000000936
Q1LUU4	si:dz179b20.7
F1QNR4	sgc1b1
F1Q4U5	wu:fk92c07
A0A8M2BK34	si:ch73-190f16.2
E7FGJ0	adam15
Q1LYE1	fa20h03
A8KC25	ucp2l
B6V3E1	zgc:153617
B0R059	Atoh1.1
Q6GMG2	zgc:92432
Q5U3Q6	trip10
F1QYW3	jam3a
A0A8M9Q0I5	fgfbp1b
Q6P5L3	rpl19
E7FEB4	SI:zC146F4.4
A3KQQ9	scg3
Q0GKC8	zgc:162379
A2CEY8	si:dkey-251i10.3
Q6NY42	wu:fa56a05
Q6P6E2	wu:fa91f03
F1QYU7	MAT2AA
Q9I9C8	cb237
B0S5T9	fxrbeta
B8A568	cb20
A9LDR6	socs4a
F1QN56	ecac
Q6NYS8	ddost
E7F4M2	atrxl
F1QN52	bcam
Q6KFX9	rfng
F1QZ88	e2f8
Q503Q8	CH211-51H4.1
E7F3F4	ciita
A0A8M1P3C1	fb34f12
F1QYJ6	sult6b1
C3PTE8	arrb1
E7FA90	si:dkey-176g4.2
A0A8N7T6W3	mdc1
Q6NWG4	prmt6
Q6TNT8	gnai2l
E7FA60	timm22
Q7ZVX4	cb731
F1QC30	fkd4
A0A8M3BCY5	LOC101884526
F1QBS1	hm:zeh0176
F1QCC6	gpc1
B1NA68	map2k4A
B0V1H8	PXR
Q29RC5	rac1b
F1QLY4	roraa
F1QLY2	chunp6893
Q5D016	pfdn1
E7FDN5	ogmb
E7FCV0	si:dkey-185e18.7
Q6IQB1	fj02g05
E7FCS5	nrg3b
Q7SXW4	emc3
Q9W762	timm9
F1QL34	fu33g07
Q7ZW33	utp15
A2BGX6	fi38g05
B5DE36	zgc:175192
Q2YDQ5	fbxl5
A0A8M6Z9E1	si:rp71-1c10.10
E7FB74	atxn1l
E7FB68	cb678
A0A8M3B730	tead1
Q6NZ03	fbxo45
Q90X27	cb918
Q8AW07	fc34f08
A5WVL6	ctsl1a
Q6IQU7	ints12
F1QB30	amfr
F6NMN3	fc83f08
F1QLD8	LOC101884775
Q5RIE1	si:ch211-101l18.4
F1QLC3	fi12c10
Q9I9P9	smad2
E7F9E2	gzmk
E7FDZ7	rasal3
A5PMT9	si:bx813304.1
A0A8M1RSW5	rhobtb1
Q8JI10	dmbx1a
E7FDF1	fut8b
A2BIN8	inosa
Q6DRI1	eif3ea
F1Q9R3	klhl22
Q58EC8	rnf152
F1Q9P4	beta-snap1
Q6NV44	fzd7a
Q6P6E6	cops9
F1Q8N0	dhrs2
Q8JIR0	bmi1a
F1Q8K1	zgc:153612
Q0VIL3	otomp
Q2LJ24	fgf20b
Q1LYP1	LOC100003848
A5PLE0	stoml3
Q08BH7	ube2t
Q08BG7	scoca
F1R926	rnf20
E7F150	si:ch211-114l13.12
E7F146	zmp:0000001006
Q642J5	rbfox1
Q5RGA4	mysm1
B8JKD5	CYP1B
E7F049	cb213
E7F027	tnfrsf11a
E7F4E7	si:ch1073-301i20.1
Q98TW1	ncoa2
A1L200	zgc:110542
E9QB71	fc55h04
B3DLJ8	si:ch211-239j19.3
A0A8M1NRP3	ppara3
Q8JHE0	CHUNP6894
Q6PFJ7	smpd4
Q91430	svp[40]
F1R5Z9	si:ch211-198d18.2
E7F4G1	gfra3
F6PDV8	TR4
A0A8M2BAM8	kcnb2
E7F4D0	auts2a
F1R543	pom121
Q7ZUF3	fc07a05
O93369	BMP2b
F1R300	im:7142962
F1R833	zgc:136406
E7F2N2	si:ch211-276a23.5
E7F2N1	si:ch73-352p4.5
E7F2M5	fj38b04
F1R7X5	SUCLG2
E7F1L8	nlka
B8A552	chunp6878
F1R5S7	fkd-6
F1R5R4	kissr2
Q6IQL7	wu:fb18b07
E7F1H9	ythdf2
F1R5N6	bcl6
A3KQK2	zgc:56605
F1R498	zgc:56178
F1R474	zgc:77165
E7F0X8	stard9
Q7ZTU9	tbx2b
E7F0I1	urahb
Q561X1	zgc:110659
F1Q4U0	fj48d04
B0R0X0	cx39.9
Q6DHF2	fam96b
A0A8M1NAV1	rcp9
Q5SP02	si:ch211-180b22.3
L7VG99	tmem132e
E7F3N6	tfpt
A0A8M9QJ44	fam20cb
Q9I8P2	pyya
Q6NXA9	ubxn1
F1QTC2	cb444
E7F9T6	si:ch211-66e2.5
O42171	or111-4
Q642H9	rps4x
E7F976	crfb14
Q1JPX4	ube2wb
Q6Q420	rps15a
Q8UWD5	NR-13
E7F8M0	LOC103910452
Q6IQX1	sb:cb38
F1QWU4	zgc:103624
Q6IQI7	cpn10
Q5TYX1	bon
Q5RG40	si:dkeyp-72h1.2
Q6AXK4	babam1
A0A8M3AYF3	cbx7b
Q3LGD4	rab11fip4a
E7F867	si:ch211-180a12.2
F1QTX0	cb1074
Q6DBY9	chst1
A0AUQ3	ccdc6
A0JBX4	fzd3l
Q568I9	zgc:110275
E7F7M5	peli3
F1QSB8	im:7148194
E7F7C3	pdzd8
E7F7A0	si:ch211-198m17.1
B8A4H6	fd15c02
Q4V918	zgc:114044
Q6GQN4	fam32al
A0A8M2B8B7	hif1al
P79735	ran
E7F6U3	mettl4
F1QVW0	anf
F1QV34	kif17
F1QV31	ckii
A0A8M2BEF6	cb91
Q6IQP2	wu:fd20e06
A0T2N3	aplnrb
Q4VBH4	ube2wa
F1QTL1	si:ch1073-159d7.11
Q7T2D3	rgs5
F1QTJ4	LRP6
E7FGA4	NRG2b
Q503E6	ezrl
Q4V8W8	snip1
Q6NZW9	maf
E7F670	si:dkey-91m3.1
Q7T3L7	cdc2
E7F1X6	si:ch73-362i18.3
Q6TCF7	gthI
E7F1V6	tmem107l
E7F1G6	b2m
A0JMF6	mtmr10
B3DHF2	RETGC-1
F1QGW0	gabra6b
F6N9E8	igfbp6b
E7F0A1	fa91a03
B0UXS6	zgc:174006
A0A2R8QK04	cyth3b
Q5BLE2	miga2
A4IGH4	wdr4
Q9PSU4	or111-7
F1QJ26	fc33d01
Q7T2T7	wu:fk96a04
P62084	rps7
Q6DRP2	gnl3
E7EYA0	si:dkey-6b12.5
B8JLQ3	wu:fa12d03
F1QFK9	fc22d10
Q330L3	sla
F1QFY1	cul5b
B0S576	TAp73
Q6NYS3	Cul1
E7EXE0	zranb3
A5WVX8	metap2l
E7FBV6	fam124b
B8JLN4	wu:fc51d01
Q7ZW92	zgc:56677
Q1LY88	si:dkey-24p1.5
Q1LX51	wee2
A0A8M3AVD9	fi15c05
F1QCV2	hdac10
A1L1F4	pds5a
F1QDA6	zgc:101071
E7FBE1	fc47g07
Q6PBA8	mns1
F1QCG4	fj16a07
F1Q509	zgc:153556
E7FDJ9	tor1l2
A2AR67	atp6ap1
F1QQB8	aqp1a.2
A9C4A5	fk47c06
E7FCJ4	irs4a
F1QW97	fc18h09
F1Q4Y1	zgc:153503
E9QHK9	hbl1
A0A8M6YZK7	zgc:113921
E7FBI4	zgc:56630
Q7ZZJ7	ae1
F1QVJ4	fb76c07
E7FAG0	wu:fb77d11
E7FAF7	si:dkey-9k7.3
Q1MT71	CH211-281O21.2
E7FAC4	si:ch211-103b1.2
E7FAC3	si:ch211-161h7.4
E7F9W4	fam161a
E7F9V1	chrngl
E7F981	im:7151238
E7F8Y7	si:dkey-239j18.3
Q7SYL1	arl2bp
E7F8J2	si:dkey-108k21.10
F1QW58	kif3c
A5WW24	ipo8
Q63ZV9	si:ch73-305o9.2
Q58A48	tsku
B0S6L0	im:7158173
F1QUJ1	deltex3
A9JRY8	rac3b
F1QLF9	orc1l
Q7T2F7	zgc:63904
Q7ZTS4	krt18
D2CFN3	si:dkey-178j17.2
F1QRI7	pip4k2cb
Q6P5M2	skic8
E7F6Y4	si:dkey-21c1.4
F1QWQ9	fc16b12
E7F6X2	fc03a11
Q7ZU32	erbeta2
F1QWN6	pik3c2b
E7F6T8	usp37
Q4VBW0	mtx3
E7F6T0	cd44a
Q7SX91	fj66c04
A5A4L9	DUF140
F1QGF1	zgc:113263
Q0D250	ob-a
E7F4B2	GRF2
Q91981	otx2
E7F457	fc49f05
Q9DGM2	ednrb1
A2BGB4	si:ch211-139a5.3
F1QJX7	gnas
B0V1H3	Gene2604
F1QJW0	mosmoa
A0A8M9QDM8	phf20a
A0A8M3AU21	nlgn2a
B8A569	ns:zf-e68
Q6PHG2	hpx
Q90274	sna-1
A2AR68	zgc:110600
A0A8M9PQC9	prlr
F1QG80	rpl22
A0A0B4J1B0	crfb14
Q68EI5	zgc:92004
A1A5H6	cnot1
E7EZV6	im:7159577
B8A480	zgc:113078
P52161	max
E7EZR5	ppp1r3ab
Q90VY7	prep1
E7EZP2	mapkap1
Q7ZUC7	ptges2
Q7ZWA3	rbmx
A0A8M9PTD7	ncoa1
Q6XZH1	pou4f2/brn-3b
Q6DGU2	zgc:92772
F1Q8R9	pomt2
Q1LYP4	im:7143343
F1QIA8	zmp:0000000937
Q6DGB7	rac3
E7EYQ9	tmem216
F1QHJ5	clint1b
A5WWM0	ch73-81e6.1
Q503D5	im:7140038
Q7ZUK5	zgc:55794
F1QG20	ift140
Q9W740	nog2
F1QF43	adam22
F1QF39	galr1b
E7EXT6	akt3b
Q6PH57	gnb1
F1QEG0	UII-a
Q9DGB8	runxa
E7FGD3	kansl1a
Q5RHQ7	hnrnpu
E7F5V3	fasn
Q6NW95	fbxl15
E7FFI8	bcl3
F1RCH4	notch6
Q6NYU5	cx52.9
E7FEV9	havcr2
A4IGD2	nat8l
A2BHB8	g1p2
E7FEU4	fbxw10
Q5TYT1	nrcam
E7FGW0	ngfra
E7FGU9	creb3l3b
B0S602	Fn
Q7T002	C167P9.3
E7FEN3	si:dkey-262k9.4
Q7T2A3	dda1
E7FEL7	si:dkey-17e16.17
F1RDA7	im:7136784
B0JZL7	si:ch211-142e24.2
F1RD96	csgalnact1b
Q6GMI3	reverbb2
Q803S1	baf57
E7FGN6	pnpla2
A4QN37	zgc:153885
Q6PE18	pi4k2a
F1REK0	zgc:162722
E7FG10	si:ch73-105b23.6
A2BGT3	wu:fb55b11
F1QC10	edg6
Q6NX98	wu:fd15g02
B0S7E1	wu:fc95f02
Q5RIQ4	klf11
A0A8M1NE13	fc39a01
E9QD53	crema
B7ZDC8	fbxw7
E9QEQ1	fb71a04
B0R191	cxcl11.6
A2BGT8	fat
B8JHX2	si:ch211-74m13.3
B0R1C3	gcgb
F1RE72	zgc:153317
F1RE66	robo4
Q6NYS4	pbp
F1QB40	fb79e08
B0S5W3	si:dkeyp-90g12.2
Q0P4B0	Rho
Q6IQP3	calua
Q5U3F2	slu7
Q9PUQ6	Sk-Tmod
Q4VBT7	scg10
A8E7S8	zgc:92289
A0A0R4IKV3	nadkd1
F1R0C1	si:dkey-162f21.1
F1R0C0	fb11g07
F1R096	sh3bp5lb
E9QH84	gemin5
Q7ZYZ6	dlgap1
B0S7H1	cb1056
