uniprotID1	uniprotID2	link	source	alt_name1	alt_name2	name1	name2
Q6DGL9	Q6P5M3	7955.ENSDARP00000005837/7955.ENSDARP00000147936	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein uS4 (40S ribosomal protein S9)	Large ribosomal subunit protein eL38 	Small ribosomal subunit protein uS4 
Q6DGL9	Q6P0V6	7955.ENSDARP00000005837/7955.ENSDARP00000115147	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein uL2 (60S ribosomal protein L8)	Large ribosomal subunit protein eL38 	Large ribosomal subunit protein uL2 
Q6DGL9	Q6NWC3	7955.ENSDARP00000005837/7955.ENSDARP00000117673	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein uS5 (40S ribosomal protein S2)	Large ribosomal subunit protein eL38 	Small ribosomal subunit protein uS5 
Q6DGL9	Q6Q417	7955.ENSDARP00000005837/7955.ENSDARP00000018980	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein uL30 (60S ribosomal protein L7)	Large ribosomal subunit protein eL38 	Large ribosomal subunit protein uL30 
Q6DGL9	Q6P6E2	7955.ENSDARP00000005837/7955.ENSDARP00000105770	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	40S ribosomal protein S26	Large ribosomal subunit protein eL38 	40S ribosomal protein S26
Q6DGL9	Q6PBK3	7955.ENSDARP00000005837/7955.ENSDARP00000115796	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein eS28 (40S ribosomal protein S28)	Large ribosomal subunit protein eL38 	Small ribosomal subunit protein eS28 
Q6DGL9	Q7ZUG5	7955.ENSDARP00000005837/7955.ENSDARP00000031181	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein eS21 (40S ribosomal protein S21)	Large ribosomal subunit protein eL38 	Small ribosomal subunit protein eS21 
Q6DGL9	Q6DHL6	7955.ENSDARP00000005837/7955.ENSDARP00000011148	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	40S ribosomal protein S6	Large ribosomal subunit protein eL38 	40S ribosomal protein S6
Q6DGL9	Q7ZWJ7	7955.ENSDARP00000005837/7955.ENSDARP00000040770	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Large ribosomal subunit protein eL38 	Large ribosomal subunit protein eL34 
Q6DGL9	Q1LYB7	7955.ENSDARP00000005837/7955.ENSDARP00000064738	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein uL13 (60S ribosomal protein L13a)	Large ribosomal subunit protein eL38 	Large ribosomal subunit protein uL13 
Q6DGL9	Q1LWH1	7955.ENSDARP00000005837/7955.ENSDARP00000066897	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein uS9 (40S ribosomal protein S16)	Large ribosomal subunit protein eL38 	Small ribosomal subunit protein uS9 
Q6DGL9	Q7ZV05	7955.ENSDARP00000005837/7955.ENSDARP00000069513	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein uS17 (40S ribosomal protein S11)	Large ribosomal subunit protein eL38 	Small ribosomal subunit protein uS17 
Q6DGL9	P62084	7955.ENSDARP00000005837/7955.ENSDARP00000109497	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein eS7 (40S ribosomal protein S7)	Large ribosomal subunit protein eL38 	Small ribosomal subunit protein eS7 
