uniprotID1	uniprotID2	link	source	alt_name1	alt_name2	name1	name2
Q6IWL4	Q7SXA3	7955.ENSDARP00000036715/7955.ENSDARP00000128775	string-db	TNF receptor-associated factor 6 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF6) (RING-type E3 ubiquitin transferase TRAF6)	Ubiquitin-ribosomal protein eS31 fusion protein (Ubiquitin carboxyl extension protein 80)	TNF receptor-associated factor 6 	Ubiquitin-ribosomal protein eS31 fusion protein 
Q6IWL4	Q803J2	7955.ENSDARP00000036715/7955.ENSDARP00000003705	string-db	TNF receptor-associated factor 6 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF6) (RING-type E3 ubiquitin transferase TRAF6)	E2 ubiquitin-conjugating enzyme (EC 2.3.2.23)	TNF receptor-associated factor 6 	E2 ubiquitin-conjugating enzyme 
Q6IWL4	Q803J2	7955.ENSDARP00000036715/7955.ENSDARP00000003705	string-db	TNF receptor-associated factor 6 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF6) (RING-type E3 ubiquitin transferase TRAF6)	E2 ubiquitin-conjugating enzyme (EC 2.3.2.23)	TNF receptor-associated factor 6 	E2 ubiquitin-conjugating enzyme 
Q6IWL4	Q803J2	7955.ENSDARP00000036715/7955.ENSDARP00000003705	string-db	TNF receptor-associated factor 6 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF6) (RING-type E3 ubiquitin transferase TRAF6)	E2 ubiquitin-conjugating enzyme (EC 2.3.2.23)	TNF receptor-associated factor 6 	E2 ubiquitin-conjugating enzyme 
Q6IWL4	Q3B7P7	7955.ENSDARP00000036715/7955.ENSDARP00000060744	string-db	TNF receptor-associated factor 6 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF6) (RING-type E3 ubiquitin transferase TRAF6)	Ubiquitin-ribosomal protein eL40 fusion protein	TNF receptor-associated factor 6 	Ubiquitin-ribosomal protein eL40 fusion protein
Q6IWL4	Q3B7P7	7955.ENSDARP00000036715/7955.ENSDARP00000060744	string-db	TNF receptor-associated factor 6 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF6) (RING-type E3 ubiquitin transferase TRAF6)	Ubiquitin-ribosomal protein eL40 fusion protein	TNF receptor-associated factor 6 	Ubiquitin-ribosomal protein eL40 fusion protein
Q6IWL4	Q3B7P7	7955.ENSDARP00000036715/7955.ENSDARP00000060744	string-db	TNF receptor-associated factor 6 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF6) (RING-type E3 ubiquitin transferase TRAF6)	Ubiquitin-ribosomal protein eL40 fusion protein	TNF receptor-associated factor 6 	Ubiquitin-ribosomal protein eL40 fusion protein
Q8JGS1	E7FCY1	7955.ENSDARP00000037419/7955.ENSDARP00000155698	string-db	SCL-interrupting locus protein homolog	Centromere protein J	SCL-interrupting locus protein homolog	Centromere protein J
Q8JGS1	E7FCY1	7955.ENSDARP00000037419/7955.ENSDARP00000155698	string-db	SCL-interrupting locus protein homolog	Centromere protein J	SCL-interrupting locus protein homolog	Centromere protein J
Q8JGS1	E7FCY1	7955.ENSDARP00000037419/7955.ENSDARP00000155698	string-db	SCL-interrupting locus protein homolog	Centromere protein J	SCL-interrupting locus protein homolog	Centromere protein J
Q6DHS3	F1QG80	7955.ENSDARP00000037569/7955.ENSDARP00000111487	string-db	Ribosomal protein L15	Large ribosomal subunit protein eL22 (60S ribosomal protein L22)	Ribosomal protein L15	Large ribosomal subunit protein eL22 
Q6DHS3	Q24JV1	7955.ENSDARP00000037569/7955.ENSDARP00000060004	string-db	Ribosomal protein L15	60S ribosomal protein L32	Ribosomal protein L15	60S ribosomal protein L32
Q6DHS3	Q3B7P7	7955.ENSDARP00000037569/7955.ENSDARP00000060744	string-db	Ribosomal protein L15	Ubiquitin-ribosomal protein eL40 fusion protein	Ribosomal protein L15	Ubiquitin-ribosomal protein eL40 fusion protein
Q6DHS3	Q7ZV96	7955.ENSDARP00000037569/7955.ENSDARP00000120909	string-db	Ribosomal protein L15	Large ribosomal subunit protein uL16 (60S ribosomal protein L10) (Protein QM) (Ribosomal protein L10)	Ribosomal protein L15	Large ribosomal subunit protein uL16 
Q6DHS3	Q7ZW95	7955.ENSDARP00000037569/7955.ENSDARP00000060362	string-db	Ribosomal protein L15	Ribosomal protein L4	Ribosomal protein L15	Ribosomal protein L4
Q6DHS3	Q567N5	7955.ENSDARP00000037569/7955.ENSDARP00000091899	string-db	Ribosomal protein L15	Large ribosomal subunit protein eL6 (60S ribosomal protein L6)	Ribosomal protein L15	Large ribosomal subunit protein eL6 
Q6DHS3	Q567N5	7955.ENSDARP00000037569/7955.ENSDARP00000091899	string-db	Ribosomal protein L15	Large ribosomal subunit protein eL6 (60S ribosomal protein L6)	Ribosomal protein L15	Large ribosomal subunit protein eL6 
Q6DHS3	F1QGI3	7955.ENSDARP00000037569/7955.ENSDARP00000006624	string-db	Ribosomal protein L15	Ribosomal protein L23a	Ribosomal protein L15	Ribosomal protein L23a
Q6DHS3	Q6PC01	7955.ENSDARP00000037569/7955.ENSDARP00000141629	string-db	Ribosomal protein L15	40S ribosomal protein S30 (FAU ubiquitin-like and ribosomal protein S30 fusion a) (Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (Fox derived) ribosomal protein S30)	Ribosomal protein L15	40S ribosomal protein S30 
Q6DHS3	Q6DGL4	7955.ENSDARP00000037569/7955.ENSDARP00000142323	string-db	Ribosomal protein L15	60S ribosomal protein L29	Ribosomal protein L15	60S ribosomal protein L29
Q6DHS3	Q6Q420	7955.ENSDARP00000037569/7955.ENSDARP00000108197	string-db	Ribosomal protein L15	Small ribosomal subunit protein uS8 (40S ribosomal protein S15a)	Ribosomal protein L15	Small ribosomal subunit protein uS8 
Q6DHS3	Q5BJA1	7955.ENSDARP00000037569/7955.ENSDARP00000127775	string-db	Ribosomal protein L15	Small ribosomal subunit protein eS17 (40S ribosomal protein S17)	Ribosomal protein L15	Small ribosomal subunit protein eS17 
Q6DHS3	Q6P3J5	7955.ENSDARP00000037569/7955.ENSDARP00000131100	string-db	Ribosomal protein L15	Elongation factor 2b (EF-2) (EC 3.6.5.-)	Ribosomal protein L15	Elongation factor 2b 
Q6DHS3	Q90Z10	7955.ENSDARP00000037569/7955.ENSDARP00000132139	string-db	Ribosomal protein L15	Large ribosomal subunit protein eL13 (60S ribosomal protein L13)	Ribosomal protein L15	Large ribosomal subunit protein eL13 
Q6DHS3	Q6Q419	7955.ENSDARP00000037569/7955.ENSDARP00000060443	string-db	Ribosomal protein L15	Small ribosomal subunit protein uS14 (40S ribosomal protein S29)	Ribosomal protein L15	Small ribosomal subunit protein uS14 
Q6DHS3	Q7T1K0	7955.ENSDARP00000037569/7955.ENSDARP00000119756	string-db	Ribosomal protein L15	Large ribosomal subunit protein uL22 (60S ribosomal protein L17)	Ribosomal protein L15	Large ribosomal subunit protein uL22 
Q6DHS3	Q803F6	7955.ENSDARP00000037569/7955.ENSDARP00000123183	string-db	Ribosomal protein L15	Small ribosomal subunit protein uS2 (37 kDa laminin receptor precursor) (37LRP) (37/67 kDa laminin receptor) (LRP/LR) (40S ribosomal protein SA) (67 kDa laminin receptor) (67LR) (Laminin receptor 1) (LamR) (Laminin-binding protein precursor p40) (LBP/p40)	Ribosomal protein L15	Small ribosomal subunit protein uS2 
Q6DHS3	A0A286YBP4	7955.ENSDARP00000037569/7955.ENSDARP00000144405	string-db	Ribosomal protein L15	Large ribosomal subunit protein eL28 (60S ribosomal protein L28)	Ribosomal protein L15	Large ribosomal subunit protein eL28 
Q6DHS3	Q6PBY1	7955.ENSDARP00000037569/7955.ENSDARP00000051762	string-db	Ribosomal protein L15	Small ribosomal subunit protein eS1 (40S ribosomal protein S3a)	Ribosomal protein L15	Small ribosomal subunit protein eS1 
Q6DHS3	A0A0R4IJ49	7955.ENSDARP00000037569/7955.ENSDARP00000048598	string-db	Ribosomal protein L15	Small ribosomal subunit protein eS19 (40S ribosomal protein S19)	Ribosomal protein L15	Small ribosomal subunit protein eS19 
Q6DHS3	A8E526	7955.ENSDARP00000037569/7955.ENSDARP00000140879	string-db	Ribosomal protein L15	Large ribosomal subunit protein eL14 (60S ribosomal protein L14)	Ribosomal protein L15	Large ribosomal subunit protein eL14 
Q6DHS3	Q7T1J9	7955.ENSDARP00000037569/7955.ENSDARP00000045900	string-db	Ribosomal protein L15	Ribosomal protein S10	Ribosomal protein L15	Ribosomal protein S10
Q6DHS3	Q6IQQ0	7955.ENSDARP00000037569/7955.ENSDARP00000016158	string-db	Ribosomal protein L15	60S ribosomal protein L21	Ribosomal protein L15	60S ribosomal protein L21
Q6DHS3	Q7ZUG6	7955.ENSDARP00000037569/7955.ENSDARP00000052081	string-db	Ribosomal protein L15	Large ribosomal subunit protein eL30 (60S ribosomal protein L30)	Ribosomal protein L15	Large ribosomal subunit protein eL30 
Q6DHS3	Q6IQI6	7955.ENSDARP00000037569/7955.ENSDARP00000063869	string-db	Ribosomal protein L15	Large ribosomal subunit protein uL5 (60S ribosomal protein L11)	Ribosomal protein L15	Large ribosomal subunit protein uL5 
Q6DHS3	Q6P6E2	7955.ENSDARP00000037569/7955.ENSDARP00000105770	string-db	Ribosomal protein L15	40S ribosomal protein S26	Ribosomal protein L15	40S ribosomal protein S26
Q6DHS3	Q6NWC3	7955.ENSDARP00000037569/7955.ENSDARP00000117673	string-db	Ribosomal protein L15	Small ribosomal subunit protein uS5 (40S ribosomal protein S2)	Ribosomal protein L15	Small ribosomal subunit protein uS5 
Q6DHS3	Q6P0V6	7955.ENSDARP00000037569/7955.ENSDARP00000115147	string-db	Ribosomal protein L15	Large ribosomal subunit protein uL2 (60S ribosomal protein L8)	Ribosomal protein L15	Large ribosomal subunit protein uL2 
Q6DHS3	A7YY10	7955.ENSDARP00000037569/7955.ENSDARP00000149337	string-db	Ribosomal protein L15	60S ribosomal protein L37a (Zgc:171772)	Ribosomal protein L15	60S ribosomal protein L37a 
Q6DHS3	Q6Q415	7955.ENSDARP00000037569/7955.ENSDARP00000141617	string-db	Ribosomal protein L15	Large ribosomal subunit protein eL36 (60S ribosomal protein L36)	Ribosomal protein L15	Large ribosomal subunit protein eL36 
Q6DHS3	Q1LYB7	7955.ENSDARP00000037569/7955.ENSDARP00000064738	string-db	Ribosomal protein L15	Large ribosomal subunit protein uL13 (60S ribosomal protein L13a)	Ribosomal protein L15	Large ribosomal subunit protein uL13 
Q6DHS3	Q6DHL6	7955.ENSDARP00000037569/7955.ENSDARP00000011148	string-db	Ribosomal protein L15	40S ribosomal protein S6	Ribosomal protein L15	40S ribosomal protein S6
Q6DHS3	Q6PBK3	7955.ENSDARP00000037569/7955.ENSDARP00000115796	string-db	Ribosomal protein L15	Small ribosomal subunit protein eS28 (40S ribosomal protein S28)	Ribosomal protein L15	Small ribosomal subunit protein eS28 
Q6DHS3	Q6IQJ7	7955.ENSDARP00000037569/7955.ENSDARP00000045283	string-db	Ribosomal protein L15	Ribosomal protein L37	Ribosomal protein L15	Ribosomal protein L37
Q6DHS3	Q8JHJ1	7955.ENSDARP00000037569/7955.ENSDARP00000018594	string-db	Ribosomal protein L15	Large ribosomal subunit protein uL29 (60S ribosomal protein L35)	Ribosomal protein L15	Large ribosomal subunit protein uL29 
Q6DHS3	P61485	7955.ENSDARP00000037569/7955.ENSDARP00000075363	string-db	Ribosomal protein L15	Large ribosomal subunit protein eL42 (60S ribosomal protein L36a)	Ribosomal protein L15	Large ribosomal subunit protein eL42 
Q6DHS3	P61485	7955.ENSDARP00000037569/7955.ENSDARP00000075363	string-db	Ribosomal protein L15	Large ribosomal subunit protein eL42 (60S ribosomal protein L36a)	Ribosomal protein L15	Large ribosomal subunit protein eL42 
Q6DHS3	Q6IMW6	7955.ENSDARP00000037569/7955.ENSDARP00000052729	string-db	Ribosomal protein L15	Small ribosomal subunit protein uS15 (40S ribosomal protein S13)	Ribosomal protein L15	Small ribosomal subunit protein uS15 
Q6DHS3	Q5BKV9	7955.ENSDARP00000037569/7955.ENSDARP00000121649	string-db	Ribosomal protein L15	Large ribosomal subunit protein uL6 (60S ribosomal protein L9)	Ribosomal protein L15	Large ribosomal subunit protein uL6 
Q6DHS3	Q642H9	7955.ENSDARP00000037569/7955.ENSDARP00000108089	string-db	Ribosomal protein L15	Small ribosomal subunit protein eS4 (40S ribosomal protein S4, X isoform)	Ribosomal protein L15	Small ribosomal subunit protein eS4 
Q6DHS3	A8KB78	7955.ENSDARP00000037569/7955.ENSDARP00000035273	string-db	Ribosomal protein L15	Small ribosomal subunit protein uS12 (40S ribosomal protein S23)	Ribosomal protein L15	Small ribosomal subunit protein uS12 
Q6DHS3	Q6PC14	7955.ENSDARP00000037569/7955.ENSDARP00000069977	string-db	Ribosomal protein L15	Large ribosomal subunit protein uL14 (60S ribosomal protein L23)	Ribosomal protein L15	Large ribosomal subunit protein uL14 
Q6DHS3	Q6PC14	7955.ENSDARP00000037569/7955.ENSDARP00000069977	string-db	Ribosomal protein L15	Large ribosomal subunit protein uL14 (60S ribosomal protein L23)	Ribosomal protein L15	Large ribosomal subunit protein uL14 
Q6DHS3	Q6PBI5	7955.ENSDARP00000037569/7955.ENSDARP00000124711	string-db	Ribosomal protein L15	Small ribosomal subunit protein eS25 (40S ribosomal protein S25)	Ribosomal protein L15	Small ribosomal subunit protein eS25 
Q6DHS3	Q6PBZ1	7955.ENSDARP00000037569/7955.ENSDARP00000010055	string-db	Ribosomal protein L15	60S ribosomal protein L7a	Ribosomal protein L15	60S ribosomal protein L7a
Q6DHS3	Q6IQB1	7955.ENSDARP00000037569/7955.ENSDARP00000106359	string-db	Ribosomal protein L15	Ribosomal protein L5	Ribosomal protein L15	Ribosomal protein L5
Q6DHS3	B7ZD34	7955.ENSDARP00000037569/7955.ENSDARP00000091586	string-db	Ribosomal protein L15	40S ribosomal protein S24	Ribosomal protein L15	40S ribosomal protein S24
Q6DHS3	Q7ZV82	7955.ENSDARP00000037569/7955.ENSDARP00000018737	string-db	Ribosomal protein L15	Large ribosomal subunit protein eL27 (60S ribosomal protein L27)	Ribosomal protein L15	Large ribosomal subunit protein eL27 
Q6DHS3	Q24JV3	7955.ENSDARP00000037569/7955.ENSDARP00000124804	string-db	Ribosomal protein L15	Large ribosomal subunit protein eL31 (60S ribosomal protein L31)	Ribosomal protein L15	Large ribosomal subunit protein eL31 
Q6DHS3	Q7ZWJ4	7955.ENSDARP00000037569/7955.ENSDARP00000038658	string-db	Ribosomal protein L15	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Ribosomal protein L15	Large ribosomal subunit protein eL20 
Q6DHS3	Q7ZWJ4	7955.ENSDARP00000037569/7955.ENSDARP00000038658	string-db	Ribosomal protein L15	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Ribosomal protein L15	Large ribosomal subunit protein eL20 
Q6DHS3	Q7SXA1	7955.ENSDARP00000037569/7955.ENSDARP00000130503	string-db	Ribosomal protein L15	Large ribosomal subunit protein uL24 (60S ribosomal protein L26)	Ribosomal protein L15	Large ribosomal subunit protein uL24 
Q6DHS3	Q6Q421	7955.ENSDARP00000037569/7955.ENSDARP00000095139	string-db	Ribosomal protein L15	40S ribosomal protein S15	Ribosomal protein L15	40S ribosomal protein S15
Q6DHS3	Q6NX89	7955.ENSDARP00000037569/7955.ENSDARP00000099088	string-db	Ribosomal protein L15	Eukaryotic translation initiation factor 5A-1 (eIF-5A-1) (eIF-5A1)	Ribosomal protein L15	Eukaryotic translation initiation factor 5A-1 
Q6DHS3	Q8JGS9	7955.ENSDARP00000037569/7955.ENSDARP00000133054	string-db	Ribosomal protein L15	Small ribosomal subunit protein uS13 (40S ribosomal protein S18)	Ribosomal protein L15	Small ribosomal subunit protein uS13 
Q6DHS3	Q8JGS9	7955.ENSDARP00000037569/7955.ENSDARP00000133054	string-db	Ribosomal protein L15	Small ribosomal subunit protein uS13 (40S ribosomal protein S18)	Ribosomal protein L15	Small ribosomal subunit protein uS13 
Q6DHS3	Q8JGR4	7955.ENSDARP00000037569/7955.ENSDARP00000135555	string-db	Ribosomal protein L15	Large ribosomal subunit protein eL24 (60S ribosomal protein L24)	Ribosomal protein L15	Large ribosomal subunit protein eL24 
Q6DHS3	Q8JGR4	7955.ENSDARP00000037569/7955.ENSDARP00000135555	string-db	Ribosomal protein L15	Large ribosomal subunit protein eL24 (60S ribosomal protein L24)	Ribosomal protein L15	Large ribosomal subunit protein eL24 
Q6DHS3	Q4VBV2	7955.ENSDARP00000037569/7955.ENSDARP00000029079	string-db	Ribosomal protein L15	40S ribosomal protein S27	Ribosomal protein L15	40S ribosomal protein S27
Q6DHS3	O42248	7955.ENSDARP00000037569/7955.ENSDARP00000061000	string-db	Ribosomal protein L15	Small ribosomal subunit protein RACK1 (Guanine nucleotide-binding protein subunit beta-2-like 1) (Receptor of activated protein kinase C) (RACK)	Ribosomal protein L15	Small ribosomal subunit protein RACK1 
Q6DHS3	P62084	7955.ENSDARP00000037569/7955.ENSDARP00000109497	string-db	Ribosomal protein L15	Small ribosomal subunit protein eS7 (40S ribosomal protein S7)	Ribosomal protein L15	Small ribosomal subunit protein eS7 
Q6DHS3	P62247	7955.ENSDARP00000037569/7955.ENSDARP00000072874	string-db	Ribosomal protein L15	Small ribosomal subunit protein eS8 (40S ribosomal protein S8)	Ribosomal protein L15	Small ribosomal subunit protein eS8 
Q6DHS3	Q6IMW8	7955.ENSDARP00000037569/7955.ENSDARP00000052760	string-db	Ribosomal protein L15	Large ribosomal subunit protein eL39 (60S ribosomal protein L39)	Ribosomal protein L15	Large ribosomal subunit protein eL39 
Q6DHS3	Q6PBW3	7955.ENSDARP00000037569/7955.ENSDARP00000053207	string-db	Ribosomal protein L15	Ribosomal protein S14	Ribosomal protein L15	Ribosomal protein S14
Q6DHS3	Q6Q417	7955.ENSDARP00000037569/7955.ENSDARP00000018980	string-db	Ribosomal protein L15	Large ribosomal subunit protein uL30 (60S ribosomal protein L7)	Ribosomal protein L15	Large ribosomal subunit protein uL30 
Q6DHS3	Q6P5M3	7955.ENSDARP00000037569/7955.ENSDARP00000147936	string-db	Ribosomal protein L15	Small ribosomal subunit protein uS4 (40S ribosomal protein S9)	Ribosomal protein L15	Small ribosomal subunit protein uS4 
Q6DHS3	Q9I9N0	7955.ENSDARP00000037569/7955.ENSDARP00000141912	string-db	Ribosomal protein L15	Death-associated protein-like 1 homolog (Death-associated protein 1b)	Ribosomal protein L15	Death-associated protein-like 1 homolog 
Q6DHS3	Q6DGL0	7955.ENSDARP00000037569/7955.ENSDARP00000043172	string-db	Ribosomal protein L15	Ribosomal protein L18 (Zgc:92872)	Ribosomal protein L15	Ribosomal protein L18 
Q6DHS3	Q6P5L3	7955.ENSDARP00000037569/7955.ENSDARP00000105649	string-db	Ribosomal protein L15	Large ribosomal subunit protein eL19 (60S ribosomal protein L19)	Ribosomal protein L15	Large ribosomal subunit protein eL19 
Q6DHS3	Q6P5L3	7955.ENSDARP00000037569/7955.ENSDARP00000105649	string-db	Ribosomal protein L15	Large ribosomal subunit protein eL19 (60S ribosomal protein L19)	Ribosomal protein L15	Large ribosomal subunit protein eL19 
Q6DHS3	Q6DGM0	7955.ENSDARP00000037569/7955.ENSDARP00000126258	string-db	Ribosomal protein L15	Large ribosomal subunit protein eL33 (60S ribosomal protein L35a)	Ribosomal protein L15	Large ribosomal subunit protein eL33 
Q6DHS3	Q6DGM0	7955.ENSDARP00000037569/7955.ENSDARP00000126258	string-db	Ribosomal protein L15	Large ribosomal subunit protein eL33 (60S ribosomal protein L35a)	Ribosomal protein L15	Large ribosomal subunit protein eL33 
Q6DHS3	Q6DGM0	7955.ENSDARP00000037569/7955.ENSDARP00000126258	string-db	Ribosomal protein L15	Large ribosomal subunit protein eL33 (60S ribosomal protein L35a)	Ribosomal protein L15	Large ribosomal subunit protein eL33 
Q6DHS3	Q6PC80	7955.ENSDARP00000037569/7955.ENSDARP00000063788	string-db	Ribosomal protein L15	Ribosomal protein S5	Ribosomal protein L15	Ribosomal protein S5
Q6DHS3	Q8AW82	7955.ENSDARP00000037569/7955.ENSDARP00000057822	string-db	Ribosomal protein L15	Novel protein similar to human proliferation-associated 2G4 protein (PA2G4) (Proliferation-associated 2G4, a)	Ribosomal protein L15	Novel protein similar to human proliferation-associated 2G4 protein 
Q6DHS3	Q7ZV05	7955.ENSDARP00000037569/7955.ENSDARP00000069513	string-db	Ribosomal protein L15	Small ribosomal subunit protein uS17 (40S ribosomal protein S11)	Ribosomal protein L15	Small ribosomal subunit protein uS17 
Q6DHS3	Q1LWH1	7955.ENSDARP00000037569/7955.ENSDARP00000066897	string-db	Ribosomal protein L15	Small ribosomal subunit protein uS9 (40S ribosomal protein S16)	Ribosomal protein L15	Small ribosomal subunit protein uS9 
Q6DHS3	Q7ZWJ7	7955.ENSDARP00000037569/7955.ENSDARP00000040770	string-db	Ribosomal protein L15	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Ribosomal protein L15	Large ribosomal subunit protein eL34 
Q6DHS3	Q6DGL9	7955.ENSDARP00000037569/7955.ENSDARP00000005837	string-db	Ribosomal protein L15	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Ribosomal protein L15	Large ribosomal subunit protein eL38 
Q6DHS3	Q7ZUG5	7955.ENSDARP00000037569/7955.ENSDARP00000031181	string-db	Ribosomal protein L15	Small ribosomal subunit protein eS21 (40S ribosomal protein S21)	Ribosomal protein L15	Small ribosomal subunit protein eS21 
O57416	Q804S5	7955.ENSDARP00000037761/7955.ENSDARP00000132570	string-db	Paired box 3a (Paired box protein Pax-3) (Transcription factor PAX3)	E3 ubiquitin-protein ligase mib1 (EC 2.3.2.27) (Protein mind bomb) (RING-type E3 ubiquitin transferase mib1)	Paired box 3a 	E3 ubiquitin-protein ligase mib1 
O57416	Q804S5	7955.ENSDARP00000037761/7955.ENSDARP00000132570	string-db	Paired box 3a (Paired box protein Pax-3) (Transcription factor PAX3)	E3 ubiquitin-protein ligase mib1 (EC 2.3.2.27) (Protein mind bomb) (RING-type E3 ubiquitin transferase mib1)	Paired box 3a 	E3 ubiquitin-protein ligase mib1 
A2BHA3	Q804S5	7955.ENSDARP00000037871/7955.ENSDARP00000132570	string-db	creatine kinase (EC 2.7.3.2)	E3 ubiquitin-protein ligase mib1 (EC 2.3.2.27) (Protein mind bomb) (RING-type E3 ubiquitin transferase mib1)	creatine kinase 	E3 ubiquitin-protein ligase mib1 
A2BHA3	Q804S5	7955.ENSDARP00000037871/7955.ENSDARP00000132570	string-db	creatine kinase (EC 2.7.3.2)	E3 ubiquitin-protein ligase mib1 (EC 2.3.2.27) (Protein mind bomb) (RING-type E3 ubiquitin transferase mib1)	creatine kinase 	E3 ubiquitin-protein ligase mib1 
A0A4W4	E7FH58	7955.ENSDARP00000038588/7955.ENSDARP00000100022	string-db	Neuronal growth regulator 1	Neurotrimin	Neuronal growth regulator 1	Neurotrimin
A0A4W4	E7FH58	7955.ENSDARP00000038588/7955.ENSDARP00000100022	string-db	Neuronal growth regulator 1	Neurotrimin	Neuronal growth regulator 1	Neurotrimin
A0A4W4	A4JYK9	7955.ENSDARP00000038588/7955.ENSDARP00000154118	string-db	Neuronal growth regulator 1	IgLON family member 5 precursor (Zgc:110372)	Neuronal growth regulator 1	IgLON family member 5 precursor 
A0A4W4	A4JYK9	7955.ENSDARP00000038588/7955.ENSDARP00000154118	string-db	Neuronal growth regulator 1	IgLON family member 5 precursor (Zgc:110372)	Neuronal growth regulator 1	IgLON family member 5 precursor 
Q7ZWJ4	Q6PBW3	7955.ENSDARP00000038658/7955.ENSDARP00000053207	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Ribosomal protein S14	Large ribosomal subunit protein eL20 	Ribosomal protein S14
Q7ZWJ4	Q6PBW3	7955.ENSDARP00000038658/7955.ENSDARP00000053207	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Ribosomal protein S14	Large ribosomal subunit protein eL20 	Ribosomal protein S14
Q7ZWJ4	Q6IMW8	7955.ENSDARP00000038658/7955.ENSDARP00000052760	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein eL39 (60S ribosomal protein L39)	Large ribosomal subunit protein eL20 	Large ribosomal subunit protein eL39 
Q7ZWJ4	Q6IMW8	7955.ENSDARP00000038658/7955.ENSDARP00000052760	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein eL39 (60S ribosomal protein L39)	Large ribosomal subunit protein eL20 	Large ribosomal subunit protein eL39 
Q7ZWJ4	P62247	7955.ENSDARP00000038658/7955.ENSDARP00000072874	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Small ribosomal subunit protein eS8 (40S ribosomal protein S8)	Large ribosomal subunit protein eL20 	Small ribosomal subunit protein eS8 
Q7ZWJ4	P62247	7955.ENSDARP00000038658/7955.ENSDARP00000072874	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Small ribosomal subunit protein eS8 (40S ribosomal protein S8)	Large ribosomal subunit protein eL20 	Small ribosomal subunit protein eS8 
Q7ZWJ4	Q6IQI6	7955.ENSDARP00000038658/7955.ENSDARP00000063869	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein uL5 (60S ribosomal protein L11)	Large ribosomal subunit protein eL20 	Large ribosomal subunit protein uL5 
Q7ZWJ4	Q6IQI6	7955.ENSDARP00000038658/7955.ENSDARP00000063869	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein uL5 (60S ribosomal protein L11)	Large ribosomal subunit protein eL20 	Large ribosomal subunit protein uL5 
Q7ZWJ4	Q7ZUG6	7955.ENSDARP00000038658/7955.ENSDARP00000052081	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein eL30 (60S ribosomal protein L30)	Large ribosomal subunit protein eL20 	Large ribosomal subunit protein eL30 
Q7ZWJ4	Q7ZUG6	7955.ENSDARP00000038658/7955.ENSDARP00000052081	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Large ribosomal subunit protein eL30 (60S ribosomal protein L30)	Large ribosomal subunit protein eL20 	Large ribosomal subunit protein eL30 
Q7ZWJ4	Q6IQQ0	7955.ENSDARP00000038658/7955.ENSDARP00000016158	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	60S ribosomal protein L21	Large ribosomal subunit protein eL20 	60S ribosomal protein L21
Q7ZWJ4	Q6IQQ0	7955.ENSDARP00000038658/7955.ENSDARP00000016158	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	60S ribosomal protein L21	Large ribosomal subunit protein eL20 	60S ribosomal protein L21
Q7ZWJ4	Q6DHS3	7955.ENSDARP00000038658/7955.ENSDARP00000037569	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Ribosomal protein L15	Large ribosomal subunit protein eL20 	Ribosomal protein L15
Q7ZWJ4	Q6DHS3	7955.ENSDARP00000038658/7955.ENSDARP00000037569	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Ribosomal protein L15	Large ribosomal subunit protein eL20 	Ribosomal protein L15
Q7ZWJ4	P62084	7955.ENSDARP00000038658/7955.ENSDARP00000109497	string-db	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Small ribosomal subunit protein eS7 (40S ribosomal protein S7)	Large ribosomal subunit protein eL20 	Small ribosomal subunit protein eS7 
