"protein1","protein2"
"P0A832","P0CE48"
"P68679","P0CE48"
"P0ADZ4","P0CE48"
"P0C0R7","P0CE48"
"P0A7L8","P0CE48"
"P0AG48","P0CE48"
"P0A7X3","P0CE48"
"P0AA10","P0CE48"
"P0A9X4","P0CE48"
"P0AG44","P0CE48"
"P0A7V8","P0CE48"
"P0A7R9","P0CE48"
"P0A7S9","P0CE48"
"P0A7Q6","P0CE48"
"P0AG51","P0CE48"
"P02413","P0CE48"
"P0A7W1","P0CE48"
"P0AG55","P0CE48"
"P0C018","P0CE48"
"P0A7W7","P0CE48"
"P0AG59","P0CE48"
"P62399","P0CE48"
"P60624","P0CE48"
"P0ADY3","P0CE48"
"P0AG63","P0CE48"
"P0A7M6","P0CE48"
"P0ADY7","P0CE48"
"P61175","P0CE48"
"P0A7V3","P0CE48"
"P0A7U3","P0CE48"
"P60422","P0CE48"
"P0ADZ0","P0CE48"
"P60438","P0CE48"
"P60723","P0CE48"
"P0A7R5","P0CE48"
"P0CE47","P0CE48"
"P0A7U7","P0A7N1"
"P0A7V0","P0A7N1"
"P0A7U7","P0A7R9"
"P06992","P0A7R9"
"P06136","P0A7R9"
"P62395","P0A7R9"
"P0A7V0","P0A7R9"
"P0A805","P0A7R9"
"P40711","P0A7R9"
"P0A7N1","P0A7R9"
"Q46948","P0A7R9"
"P0A850","P0A7R9"
"P0A898","P0A7R9"
"P0AG67","P0A7R9"
"P0A910","P0A7R9"
"P0AFW2","P0A7R9"
"P0A7N4","P0A7R9"
"P0A7I0","P0A7R9"
"P68191","P0A7R9"
"P0A7L3","P0A7R9"
"P0A7Q1","P0A7R9"
"P0A707","P0A7R9"
"P68919","P0A7R9"
"NA","P0A7R9"
"P60785","P0A7R9"
"P0AGJ5","P0A7R9"
"P0A7K6","P0A7R9"
"P0AD49","P0A7R9"
"P0A7T3","P0A7R9"
"P0AGD7","P0A7R9"
"P0A832","P0A7R9"
"P0AG20","P0A7R9"
"P07012","P0A7R9"
"P68679","P0A7R9"
"P0A9P6","P0A7R9"
"P0ADZ4","P0A7R9"
"P0A7G2","P0A7R9"
"P0AFF6","P0A7R9"
"P0A8A8","P0A7R9"
"P0A7L8","P0A7R9"
"P0AG48","P0A7R9"
"P0AFX0","P0A7R9"
"P0A7X3","P0A7R9"
"P0AA10","P0A7R9"
"P0A6K3","P0A7R9"
"P0AG44","P0A7R9"
"P0A7V8","P0A7R9"
"P0A7Z4","P0A7R9"
"P0A7U7","P0AG48"
"P06136","P0AG48"
"P62395","P0AG48"
"P10408","P0AG48"
"P0A7V0","P0AG48"
"P0A805","P0AG48"
"P40711","P0AG48"
"P0A7N1","P0AG48"
"P0A850","P0AG48"
"P0AAT6","P0AG48"
"P0AG67","P0AG48"
"P0AFW2","P0AG48"
"P0A910","P0AG48"
"P0AA39","P0AG48"
"P0A7N4","P0AG48"
"P0A7I0","P0AG48"
"P0A7L3","P0AG48"
"P0A7Q1","P0AG48"
"P68919","P0AG48"
"NA","P0AG48"
"P27434","P0AG48"
"P60785","P0AG48"
"P0AGJ5","P0AG48"
"P33643","P0AG48"
"P23830","P0AG48"
"P0A7K6","P0AG48"
"P0A7T3","P0AG48"
"P0AGD7","P0AG48"
"P0A832","P0AG48"
"P0AG20","P0AG48"
"P07012","P0AG48"
"P68679","P0AG48"
"P0A9P6","P0AG48"
"P0ADZ4","P0AG48"
"P0AFF6","P0AG48"
"P0AG99","P0AG48"
"P42641","P0AG48"
"P0AAI3","P0AG48"
"P0A7L8","P0AG48"
"P0A7U7","P39286"
"P0A7V0","P39286"
"P00634","P39286"
"P77562","P39286"
"P0AGG0","P39286"
"P39830","P39286"
"P77627","P39286"
"P0A8Q6","P39286"
"P75948","P39286"
"P0A8A4","P39286"
"P05041","P39286"
"P71241","P39286"
"P76551","P39286"
"P0A7T3","P39286"
"P68679","P39286"
"P0ADZ4","P39286"
"P0A7X3","P39286"
"P0A7V8","P39286"
"P0A7R9","P39286"
"P0A7S9","P39286"
"P0A7W1","P39286"
"P0A7W7","P39286"
"P0AG59","P39286"
"P0AG63","P39286"
"P0A7V3","P39286"
"P0A7U3","P39286"
"P0A7R5","P39286"
"P0A6M8","P39286"
"P02359","P39286"
"P0A7S3","P39286"
"P0A7N9","P39286"
"P0A7U7","P0A6N4"
"P0A7V0","P0A6N4"
"P0A7N4","P0A6N4"
"P0A7L3","P0A6N4"
"P0A7Q1","P0A6N4"
"P68919","P0A6N4"
"P0A7K6","P0A6N4"
"P0A7T3","P0A6N4"
"P68679","P0A6N4"
"P0ADZ4","P0A6N4"
"P0A7L8","P0A6N4"
"P0AG48","P0A6N4"
"P0A7X3","P0A6N4"
"P0AA10","P0A6N4"
"P0AG44","P0A6N4"
"P0A7V8","P0A6N4"
"P0A7R9","P0A6N4"
"P0A7S9","P0A6N4"
"P0A7Q6","P0A6N4"
"P0AG51","P0A6N4"
"P02413","P0A6N4"
"P0A7W1","P0A6N4"
"P0C018","P0A6N4"
"P0AG55","P0A6N4"
"P0A7W7","P0A6N4"
"P0AG59","P0A6N4"
"P62399","P0A6N4"
"P60624","P0A6N4"
"P0AG63","P0A6N4"
"P0ADY3","P0A6N4"
"P0A7M6","P0A6N4"
"P0ADY7","P0A6N4"
"P0A7V3","P0A6N4"
"P61175","P0A6N4"
"P0A7U3","P0A6N4"
"P60422","P0A6N4"
"P0ADZ0","P0A6N4"
"P60438","P0A6N4"
"P60723","P0A6N4"
"P0A7R5","P0A6N4"
"P02359","P0A6N4"
"P0A7S3","P0A6N4"
"P0A7N9","P0A6N4"
"P0A7M2","P0A6N4"
"P0A7P5","P0A6N4"
"P0AA25","P0A6N4"
"P0A7M9","P0A6N4"
"P0A7L0","P0A6N4"
"P0A7U7","P40711"
"P0A7V0","P40711"
"P0AG51","P0ADY7"
"P0A7M6","P0ADY7"
"P0AG63","P0ADY7"
"P0ADY3","P0ADY7"
"P60624","P0ADY7"
"P62399","P0ADY7"
"P0AG59","P0ADY7"
"P0A7W7","P0ADY7"
"P0AG55","P0ADY7"
"P0C018","P0ADY7"
"P0A7W1","P0ADY7"
"P02413","P0ADY7"
"P0A7U7","P0ADY7"
"P06136","P0ADY7"
"P62395","P0ADY7"
"P10408","P0ADY7"
"P0A7V0","P0ADY7"
"P0A805","P0ADY7"
"P40711","P0ADY7"
"P0A7N1","P0ADY7"
"P0A850","P0ADY7"
"P0AAT6","P0ADY7"
"P0AG67","P0ADY7"
"P0AFW2","P0ADY7"
"P0A910","P0ADY7"
"P0A7N4","P0ADY7"
"P27431","P0ADY7"
"P0A7I0","P0ADY7"
"P0AD61","P0ADY7"
"P0A7L3","P0ADY7"
"P0A7Q1","P0ADY7"
"P68919","P0ADY7"
"NA","P0ADY7"
"P27434","P0ADY7"
"P60785","P0ADY7"
"P0AGJ5","P0ADY7"
"P33643","P0ADY7"
"P0A7K6","P0ADY7"
"P0A7T3","P0ADY7"
"P0A832","P0ADY7"
"P0AGD7","P0ADY7"
"P0AG20","P0ADY7"
"P07012","P0ADY7"
"P68679","P0ADY7"
"P0A9P6","P0ADY7"
"P0ADZ4","P0ADY7"
"P0AFF6","P0ADY7"
"P0AG99","P0ADY7"
"P42641","P0ADY7"
"P0A7L8","P0ADY7"
"P0AG48","P0ADY7"
"P0AFX0","P0ADY7"
"P0A7X3","P0ADY7"
"P0AA10","P0ADY7"
"P0A6K3","P0ADY7"
"P0AG44","P0ADY7"
"P0A7Z4","P0ADY7"
"P0A7V8","P0ADY7"
"P0A7S9","P0ADY7"
"P0A7R9","P0ADY7"
"P0A7Q6","P0ADY7"
"P0AGA2","P0ADY7"
"P0A7U7","P0AFF6"
"P60240","P0AFF6"
"P0A8E5","P0AFF6"
"P0A7V0","P0AFF6"
"Q47155","P0AFF6"
"P0A780","P0AFF6"
"P0AG67","P0AFF6"
"P0A6Y1","P0AFF6"
"P0A7N4","P0AFF6"
"P0A717","P0AFF6"
"P0A7L3","P0AFF6"
"P0A7Q1","P0AFF6"
"P68919","P0AFF6"
"P0ADG4","P0AFF6"
"NA","P0AFF6"
"P0A7K6","P0AFF6"
"P0A7T3","P0AFF6"
"P68679","P0AFF6"
"P00579","P0AFF6"
"P0ADZ4","P0AFF6"
"P0A7Q6","P0A7V3"
"P0ADY7","P0A7V3"
"P0A7M6","P0A7V3"
"P0AG63","P0A7V3"
"P0ADY3","P0A7V3"
"P60624","P0A7V3"
"P62399","P0A7V3"
"P0AG59","P0A7V3"
"P0A7W7","P0A7V3"
"P0AG55","P0A7V3"
"P0C018","P0A7V3"
"P0A7W1","P0A7V3"
"P02413","P0A7V3"
"P0AG51","P0A7V3"
"P0AGA2","P0A7V3"
"P0A7U7","P0A7V3"
"P06992","P0A7V3"
"P06136","P0A7V3"
"P62395","P0A7V3"
"P0A7V0","P0A7V3"
"P0A805","P0A7V3"
"P40711","P0A7V3"
"P0A7N1","P0A7V3"
"Q46948","P0A7V3"
"P0A850","P0A7V3"
"P0AG67","P0A7V3"
"P0AFW2","P0A7V3"
"P0A910","P0A7V3"
"P0A7N4","P0A7V3"
"P75973","P0A7V3"
"P0A7I0","P0A7V3"
"P68191","P0A7V3"
"P0A7L3","P0A7V3"
"P0A7Q1","P0A7V3"
"P0A707","P0A7V3"
"P68919","P0A7V3"
"NA","P0A7V3"
"P0A6Z1","P0A7V3"
"P60785","P0A7V3"
"P21507","P0A7V3"
"P23830","P0A7V3"
"P0AD49","P0A7V3"
"P0A7K6","P0A7V3"
"P0A7T3","P0A7V3"
"P0A832","P0A7V3"
"P0AG20","P0A7V3"
"P65292","P0A7V3"
"P07012","P0A7V3"
"P68679","P0A7V3"
"P0A9P6","P0A7V3"
"P0ADZ4","P0A7V3"
"P0A7G2","P0A7V3"
"P0AFF6","P0A7V3"
"P0A8A8","P0A7V3"
"P0A7L8","P0A7V3"
"P0AG48","P0A7V3"
"P0AFX0","P0A7V3"
"P0A7X3","P0A7V3"
"P0AA10","P0A7V3"
"P0A6K3","P0A7V3"
"P0AG44","P0A7V3"
"P0A7Z4","P0A7V3"
"P0A7V8","P0A7V3"
"P0A7S9","P0A7V3"
"P0A7R9","P0A7V3"
"P0AG40","P75809"
"P75809","P07102"
"P0AG40","P07102"
"P0ADP0","P0AE22"
"P07102","P0AE22"
"P0A8Q6","P0AE22"
"P75809","P0AE22"
"P0AG40","P0AE22"
"P15254","P0ADP0"
"P07102","P0ADP0"
"P75809","P0ADP0"
"P0AG40","P0ADP0"
"P11551","P0AEP1"
"P0AG40","P0AEP1"
"P0AG40","P04993"
"P14294","P04993"
"P0AE34","P02925"
"P0AGI1","P02925"
"P04983","P02925"
"P04982","P02925"
"P0AG82","P02925"
"P0AGH8","P02925"
"P07654","P02925"
"P0AAH0","P02925"
"P0AGI4","P02925"
"P37388","P02925"
"P37387","P02925"
"P23847","P02925"
"P0AEF8","P02925"
"P0AEG1","P02925"
"P0AAG0","P02925"
"P37313","P02925"
"P37624","P02925"
"P0AGH1","P02925"
"P33594","P02925"
"P33593","P02925"
"P0AFA9","P02925"
"P33591","P02925"
"P33590","P02925"
"P0AD96","P02925"
"P04816","P02925"
"P0AEX7","P02925"
"P22729","P02925"
"P0A9S7","P02925"
"P22731","P02925"
"P0AG80","P02925"
"P10905","P02925"
"P10906","P02925"
"P10907","P02925"
"P45769","P02925"
"P45768","P02925"
"P45767","P02925"
"P0A9V1","P02925"
"P64606","P02925"
"Q46863","P02925"
"P0AFM2","P02925"
"P14176","P02925"
"P14175","P02925"
"P77269","P02925"
"P77509","P02925"
"P77315","P02925"
"P16700","P02925"
"P16701","P02925"
"P0AEB0","P02925"
"P16676","P02925"
"P69783","P02925"
"P15042","P02925"
"P09551","P02925"
"P0AEU0","P02925"
"P52094","P02925"
"P0AEU3","P02925"
"P07109","P02925"
"P33941","P02925"
"P33931","P02925"
"P0ABL8","P02925"
"P0ABM1","P02925"
"P0ABM5","P02925"
"P69490","P02925"
"P33916","P02925"
"P33915","P02925"
"P0AFU0","P02925"
"P33913","P02925"
"P0AAG8","P02925"
"P23200","P02925"
"P33362","P02925"
"P33361","P02925"
"P33360","P02925"
"P33359","P02925"
"NA","P02925"
"P02924","P02925"
"P0AAF3","P02925"
"P39832","P02925"
"P0A9X1","P02925"
"P39172","P02925"
"P76909","P02925"
"P76224","P02925"
"P76223","P02925"
"P06609","P02925"
"P06611","P02925"
"P76142","P02925"
"P0AFS1","P02925"
"P77672","P02925"
"P77257","P02925"
"P76128","P02925"
"P77308","P02925"
"P77463","P02925"
"P77268","P02925"
"P77622","P02925"
"P0AFR9","P02925"
"P77156","P02925"
"P77795","P02925"
"P76108","P02925"
"P77348","P02925"
"P76045","P02925"
"P77716","P02925"
"P0AFR7","P02925"
"P76042","P02925"
"Q47622","P02925"
"P0AGH3","P02925"
"P0AAH4","P02925"
"P0AGH5","P02925"
"P0AAH8","P02925"
"P06612","P02925"
"P77737","P02925"
"P76027","P02925"
"P0AFH6","P02925"
"P0AFH2","P02925"
"P23843","P02925"
"P69874","P02925"
"P0AFK4","P02925"
"P0AFK6","P02925"
"P75958","P02925"
"P75957","P02925"
"P0ADC3","P02925"
"P0A9K1","P02925"
"P19930","P02925"
"P75853","P02925"
"P75851","P02925"
"P0AAI1","P02925"
"P60752","P02925"
"P29018","P02925"
"P23886","P02925"
"P0AAF6","P02925"
"P30859","P02925"
"P00956","P02925"
"P31548","P02925"
"P31549","P02925"
"P31550","P02925"
"P0AFN6","P02925"
"P33129","P02925"
"P07821","P02925"
"P07822","P02925"
"P06972","P02925"
"P37028","P02925"
"P28635","P02925"
"P31547","P02925"
"P30750","P02925"
"P37009","P02925"
"Q47537","P02925"
"Q47538","P02925"
"Q47539","P02925"
"P23878","P02925"
"P23877","P02925"
"P23876","P02925"
"P0AEL6","P02925"
"P07813","P02925"
"P0AAG3","P02925"
"P0AER5","P02925"
"P0AER3","P02925"
"P37902","P02925"
"P03961","P02925"
"P03960","P02925"
"P03959","P02925"
"P31060","P02925"
"P37329","P02925"
"P0AF01","P02925"
"P09833","P02925"
"P75767","P02925"
"P0AFP9","P02925"
"P0AFQ2","P02925"
"P0A9U1","P02925"
"P10346","P02925"
"P0AEQ6","P02925"
"P0AEQ3","P02925"
"P75796","P02925"
"P75797","P02925"
"P75798","P02925"
"P75799","P02925"
"P31133","P02925"
"P31134","P02925"
"P31135","P02925"
"P0AFL1","P02925"
"P30860","P02925"
"P0AE30","P02925"
"P02925","P39336"
"P15042","P39336"
"P19930","P39336"
"P75767","P39336"
"P0A9M0","P39336"
"P77488","P39336"
"P00956","P39336"
"P00956","P0A8N5"
"P0A7V0","P0A8N5"
"P16659","P0A8N5"
"P07813","P0A8N5"
"P00962","P0A8N5"
"P0A8L1","P0A8N5"
"P0A8G6","P0A8N5"
"P11875","P0A8N5"
"P00959","P0A8N5"
"P68919","P0A8N5"
"P0AD33","P0A8N5"
"P0ABK5","P0A8N5"
"P60906","P0A8N5"
"P00861","P0A8N5"
"P0A8N3","P0A8N5"
"P0ACA3","P0A8N5"
"P00956","P00959"
"P0A9A6","P00959"
"P07813","P00959"
"P00962","P00959"
"P11875","P00959"
"P0AF08","P00959"
"P00956","P16659"
"P00956","P07813"
"P33129","P07813"
"P0AE18","P07813"
"P0A7V0","P07813"
"P16659","P07813"
"Q46948","P07813"
"P21888","P07813"
"P00956","P0A8L1"
"P21888","P0A8L1"
"P07813","P0A8L1"
"P00962","P0A8L1"
"P00956","P0A7E5"
"P28248","P0A7E5"
"P60785","P0A7E5"
"P00956","P15042"
"P33129","P15042"
"P07813","P15042"
"P75767","P15042"
"P19930","P15042"
"P06612","P15042"
"P15032","P15042"
"P0ACD8","P19930"
"P75767","P19930"
"P07813","P19930"
"P33129","P19930"
"P00956","P19930"
"P00956","P0A8N3"
"P15877","P0A8N3"
"P16659","P0A8N3"
"P07813","P0A8N3"
"P00962","P0A8N3"
"P11875","P0A8N3"
"P00959","P0A8N3"
"P37440","P0A8N3"
"P60906","P0A8N3"
"P07813","P75767"
"P0AEW6","P75767"
"P33129","P75767"
"P00956","P75767"
"P00956","P11875"
"P07813","P11875"
"P00962","P11875"
"P0A8L1","P11875"
"P07395","P11875"
"P0A8A0","P11875"
"P00956","P21888"
"P16659","P21888"
"P00956","P00962"
"P16659","P00962"
"P21888","P00962"
"P07813","P00962"
"P0AEM0","P0ACQ4"
"P0A9W9","P0ACQ4"
"P03004","P0ACQ4"
"P24218","P28904"
"P0AEM0","P28904"
"P62623","P63020"
"P0ACC3","P63020"
"P77522","P63020"
"P0ACD4","P63020"
"P08201","P63020"
"P62623","P77279"
"P06971","P77279"
"P62623","P0ACC3"
"P62623","P62615"
"P00914","P0A7D1"
"P62623","P0A7D1"
"P22564","P11880"
"P12758","P07650"
"P37685","P07650"
"P33195","P07650"
"P25526","P07650"
"P29012","P07650"
"P0A9A9","P07650"
"P0C037","P07650"
"P04036","P07650"
"P04036","P29012"
"P0A6F1","P00968"
"P0A6F1","P0AD21"
"P50456","P76346"
"P77692","P76346"
"P0AE58","P76346"
"P31551","P25516"
"P36683","P25516"
"Q46948","P25516"
"P07014","P25516"
"P0ABH7","P25516"
"P0AC41","P25516"
"P0AFG6","P25516"
"P69054","P25516"
"P0AFG3","P25516"
"P0A836","P25516"
"P75764","P25516"
"P0A7N4","P25516"
"P31552","P0ACN4"
"P07821","P09162"
"P31572","P09162"
"P60566","P0A9U1"
"P31548","P0A9U1"
"P31549","P0A9U1"
"P31550","P0A9U1"
"P0AFN6","P0A9U1"
"P07821","P0A9U1"
"P07822","P0A9U1"
"P06972","P0A9U1"
"P37028","P0A9U1"
"P28635","P0A9U1"
"P31547","P0A9U1"
"P30750","P0A9U1"
"P37009","P0A9U1"
"Q47537","P0A9U1"
"Q47538","P0A9U1"
"Q47539","P0A9U1"
"P23878","P0A9U1"
"P23877","P0A9U1"
"P23876","P0A9U1"
"P0AEL6","P0A9U1"
"P0AAG3","P0A9U1"
"P0AER5","P0A9U1"
"P0AER3","P0A9U1"
"P37902","P0A9U1"
"P03961","P0A9U1"
"P03960","P0A9U1"
"P03959","P0A9U1"
"P31060","P0A9U1"
"P37329","P0A9U1"
"P0AF01","P0A9U1"
"P09833","P0A9U1"
"P75767","P0A9U1"
"P0AFP9","P0A9U1"
"P0AFQ2","P0A9U1"
"P60566","P31574"
"P31574","P0AES0"
"P0AG30","P32157"
"P0AES0","P32157"
"P31574","P32157"
"Q47140","P77650"
"P0ABW0","P77650"
"P0ABR5","P77650"
"P68646","P77650"
"P69441","P77806"
"P0ABI8","P77806"
"P10443","P77806"
"P68646","P77806"
"P68646","P19624"
"NA","P75882"
"P68646","P75882"
"P68646","P09147"
"P68646","P07639"
"P0A6D3","P07639"
"P0A6Y1","P07639"
"P23538","P07639"
"P0A6D5","P07639"
"P27302","P07639"
"P0A6M8","P07639"
"P68646","P0A6Z6"
"P09147","P0A6Z6"
"P30749","P0A6Z6"
"P19636","P0A6Z6"
"P77650","P0A6Z6"
"P0A754","P03959"
"P03819","P03959"
"P31548","P03959"
"P31549","P03959"
"P31550","P03959"
"P0AFN6","P03959"
"P07821","P03959"
"P07822","P03959"
"P06972","P03959"
"P37028","P03959"
"P28635","P03959"
"P31547","P03959"
"P30750","P03959"
"P37009","P03959"
"Q47537","P03959"
"Q47538","P03959"
"Q47539","P03959"
"P23878","P03959"
"P23877","P03959"
"P23876","P03959"
"P0AEL6","P03959"
"P0AAG3","P03959"
"P0AER5","P03959"
"P0AER3","P03959"
"P37902","P03959"
"P03961","P03959"
"P03960","P03959"
"P0AAF6","P36937"
"Q6BEX0","P36937"
"P0AE26","P36937"
"P15028","P36937"
"P15030","P36937"
"P15029","P36937"
"P15031","P36937"
"P0ADC6","P36937"
"P0AF98","P36937"
"P37772","P36937"
"P39328","P36937"
"P39325","P36937"
"P16682","P36937"
"P39265","P36937"
"P32721","P36937"
"P32720","P36937"
"P68187","P36937"
"P0AEX9","P36937"
"P02916","P36937"
"P68183","P36937"
"P0AG78","P36937"
"P02925","P36937"
"P0AGI1","P36937"
"P04983","P36937"
"P0AG82","P36937"
"P0AGH8","P36937"
"P07654","P36937"
"P0AAH0","P36937"
"P0AGI4","P36937"
"P37388","P36937"
"P37387","P36937"
"P23847","P36937"
"P0AEF8","P36937"
"P0AEG1","P36937"
"P0AAG0","P36937"
"P37313","P36937"
"P37624","P36937"
"P0AGH1","P36937"
"P33594","P36937"
"P33593","P36937"
"P0AFA9","P36937"
"P33591","P36937"
"P33590","P36937"
"P0AD96","P36937"
"P04816","P36937"
"P0AEX7","P36937"
"P0A9S7","P36937"
"P22729","P36937"
"P22731","P36937"
"P0AG80","P36937"
"P10905","P36937"
"P10906","P36937"
"P10907","P36937"
"P0A756","P36937"
"P45522","P36937"
"P45769","P36937"
"P45768","P36937"
"P45767","P36937"
"P0A9V1","P36937"
"P64606","P36937"
"Q46863","P36937"
"P0AFM2","P36937"
"P14176","P36937"
"P14175","P36937"
"P77269","P36937"
"P77509","P36937"
"P77315","P36937"
"P16700","P36937"
"P16701","P36937"
"P0AEB0","P36937"
"P16676","P36937"
"P69783","P36937"
"P09551","P36937"
"P0AEU0","P36937"
"P52094","P36937"
"P0AEU3","P36937"
"P07109","P36937"
"P33941","P36937"
"P33931","P36937"
"P0ABL8","P36937"
"P0ABM1","P36937"
"P0ABM5","P36937"
"P69490","P36937"
"P33916","P36937"
"P33915","P36937"
"P0AFU0","P36937"
"P33913","P36937"
"P0AAG8","P36937"
"P23200","P36937"
"P33362","P36937"
"P33361","P36937"
"P33360","P36937"
"P33359","P36937"
"NA","P36937"
"P02924","P36937"
"P0AAF3","P36937"
"P39832","P36937"
"P0A9X1","P36937"
"P39172","P36937"
"P76909","P36937"
"P76224","P36937"
"P76223","P36937"
"P06609","P36937"
"P06611","P36937"
"P76142","P36937"
"P0AFS1","P36937"
"P77672","P36937"
"P77257","P36937"
"P76128","P36937"
"P77308","P36937"
"P77463","P36937"
"P77268","P36937"
"P77622","P36937"
"P0AFR9","P36937"
"P77156","P36937"
"P77795","P36937"
"P76108","P36937"
"P77348","P36937"
"P76045","P36937"
"P77716","P36937"
"P0AFR7","P36937"
"P76042","P36937"
"Q47622","P36937"
"P0AGH3","P36937"
"P0AGH5","P36937"
"P0AAH4","P36937"
"P0AAH8","P36937"
"P77737","P36937"
"P76027","P36937"
"P0AFH6","P36937"
"P0AFH2","P36937"
"P23843","P36937"
"P69874","P36937"
"P0AFK4","P36937"
"P0AFK6","P36937"
"P75958","P36937"
"P75957","P36937"
"P0ADC3","P36937"
"P75853","P36937"
"P75851","P36937"
"P0AAI1","P36937"
"P60752","P36937"
"P29018","P36937"
"P23886","P36937"
"P0A754","P36937"
"P03819","P36937"
"P31548","P36937"
"P31549","P36937"
"P31550","P36937"
"P0AFN6","P36937"
"P07821","P36937"
"P07822","P36937"
"P06972","P36937"
"P37028","P36937"
"P28635","P36937"
"P30750","P36937"
"P31547","P36937"
"P37009","P36937"
"Q47537","P36937"
"Q47538","P36937"
"Q47539","P36937"
"P23878","P36937"
"P23877","P36937"
"P23876","P36937"
"P0AEL6","P36937"
"P0AAG3","P36937"
"P0AER5","P36937"
"P0AER3","P36937"
"P37902","P36937"
"P03961","P36937"
"P03960","P36937"
"P03959","P36937"
"P31060","P36937"
"P37329","P36937"
"P0AF01","P36937"
"P09833","P36937"
"P0AFP9","P36937"
"P0AFQ2","P36937"
"P0A9U1","P36937"
"P10346","P36937"
"P0AEQ6","P36937"
"P0AEQ3","P36937"
"P75796","P36937"
"P75797","P36937"
"P75798","P36937"
"P75799","P36937"
"P31133","P36937"
"P31134","P36937"
"P31135","P36937"
"P0AFL1","P36937"
"P30860","P36937"
"P0AE30","P36937"
"P0AE34","P36937"
"P30859","P36937"
"P0A754","P03961"
"P03819","P03961"
"P31548","P03961"
"P31549","P03961"
"P31550","P03961"
"P0AFN6","P03961"
"P07821","P03961"
"P07822","P03961"
"P06972","P03961"
"P37028","P03961"
"P28635","P03961"
"P31547","P03961"
"P30750","P03961"
"P37009","P03961"
"Q47537","P03961"
"Q47538","P03961"
"Q47539","P03961"
"P23878","P03961"
"P23877","P03961"
"P23876","P03961"
"P0AEL6","P03961"
"P0AAG3","P03961"
"P0AER5","P03961"
"P0AER3","P03961"
"P37902","P03961"
"P0A754","P03819"
"P03819","P45522"
"P0A754","P45522"
"P03961","P45522"
"P03960","P45522"
"P03959","P45522"
"P0AAF6","P0AAF3"
"P39832","P0AAF3"
"P0A9X1","P0AAF3"
"P39172","P0AAF3"
"P76909","P0AAF3"
"P76224","P0AAF3"
"P76223","P0AAF3"
"P06609","P0AAF3"
"P06611","P0AAF3"
"P76142","P0AAF3"
"P0AFS1","P0AAF3"
"P77672","P0AAF3"
"P77257","P0AAF3"
"P76128","P0AAF3"
"P77308","P0AAF3"
"P77463","P0AAF3"
"P77268","P0AAF3"
"P77622","P0AAF3"
"P0AFR9","P0AAF3"
"P77156","P0AAF3"
"P77795","P0AAF3"
"P76108","P0AAF3"
"P77348","P0AAF3"
"P76045","P0AAF3"
"P77716","P0AAF3"
"P0AFR7","P0AAF3"
"P76042","P0AAF3"
"P0AGH3","P0AAF3"
"Q47622","P0AAF3"
"P0AGH5","P0AAF3"
"P0AAH4","P0AAF3"
"P0AAH8","P0AAF3"
"P77737","P0AAF3"
"P76027","P0AAF3"
"P0AFH6","P0AAF3"
"P0AFH2","P0AAF3"
"P23843","P0AAF3"
"P69874","P0AAF3"
"P0AFK4","P0AAF3"
"P0AFK6","P0AAF3"
"P75958","P0AAF3"
"P75957","P0AAF3"
"P0ADC3","P0AAF3"
"P75853","P0AAF3"
"P75851","P0AAF3"
"P0AAI1","P0AAF3"
"P60752","P0AAF3"
"P29018","P0AAF3"
"P23886","P0AAF3"
"P0A754","P0AAF3"
"P31548","P0AAF3"
"P31549","P0AAF3"
"P31550","P0AAF3"
"P0AFN6","P0AAF3"
"P07821","P0AAF3"
"P07822","P0AAF3"
"P06972","P0AAF3"
"P37028","P0AAF3"
"P28635","P0AAF3"
"P31547","P0AAF3"
"P30750","P0AAF3"
"P37009","P0AAF3"
"P75691","P0AAF3"
"Q47537","P0AAF3"
"Q47538","P0AAF3"
"Q47539","P0AAF3"
"P23878","P0AAF3"
"P23877","P0AAF3"
"P23876","P0AAF3"
"P0AEL6","P0AAF3"
"P0AAG3","P0AAF3"
"P0AER5","P0AAF3"
"P0AER3","P0AAF3"
"P37902","P0AAF3"
"P03961","P0AAF3"
"P03960","P0AAF3"
"P03959","P0AAF3"
"P31060","P0AAF3"
"P37329","P0AAF3"
"P0AF01","P0AAF3"
"P09833","P0AAF3"
"P0AFP9","P0AAF3"
"P0AFQ2","P0AAF3"
"P0A9U1","P0AAF3"
"P10346","P0AAF3"
"P0AEQ6","P0AAF3"
"P0AEQ3","P0AAF3"
"P75796","P0AAF3"
"P75797","P0AAF3"
"P75798","P0AAF3"
"P75799","P0AAF3"
"P31133","P0AAF3"
"P31134","P0AAF3"
"P31135","P0AAF3"
"P0AFL1","P0AAF3"
"P30860","P0AAF3"
"P0AE30","P0AAF3"
"P0AE34","P0AAF3"
"P30859","P0AAF3"
"P0A754","P03960"
"P03819","P03960"
"P31548","P03960"
"P31549","P03960"
"P31550","P03960"
"P0AFN6","P03960"
"P07821","P03960"
"P07822","P03960"
"P06972","P03960"
"P37028","P03960"
"P28635","P03960"
"P31547","P03960"
"P30750","P03960"
"P37009","P03960"
"Q47538","P03960"
"Q47537","P03960"
"Q47539","P03960"
"P23878","P03960"
"P23877","P03960"
"P23876","P03960"
"P0AEL6","P03960"
"P0AAG3","P03960"
"P0AER5","P03960"
"P0AER3","P03960"
"P37902","P03960"
"P03961","P03960"
"P0A754","P28635"
"P31548","P28635"
"P31549","P28635"
"P31550","P28635"
"P0AFN6","P28635"
"P07821","P28635"
