"protein1","protein2"
"P33570","P27302"
"P0A867","P27302"
"P24193","P0A703"
"P0AAM3","P0A703"
"P24192","P0A703"
"P0A700","P0A703"
"P0AF03","P0A703"
"P0AF03","P0AES4"
"P0A6Y8","P0AES4"
"P0A9A6","P0AES4"
"P0A8H8","P0AES4"
"P0AEM4","P0AES4"
"P27245","P0AES4"
"P22333","P0AES4"
"P0AE67","P0AES4"
"P04949","P0AES4"
"P0ABZ1","P0AES4"
"P26608","P0AES4"
"P33012","P0AES4"
"P0AF03","P09152"
"P08622","P09152"
"P12281","P09152"
"P0A8Q6","P09152"
"P04825","P09152"
"P0AF03","P77247"
"P0AF03","P0AEZ9"
"P50457","P0A8A0"
"P0AF03","P0A8A0"
"P09152","P32125"
"P12281","P32125"
"P30749","P32125"
"P0AF03","P32125"
"P0AF03","P12281"
"P75617","P0ABW9"
"P0A6H1","P0A746"
"P75617","P0A746"
"P0A6Y8","P0A763"
"P0A805","P0A763"
"P0AD61","P0A763"
"P21599","P0A763"
"Q46925","P0AGF2"
"P0A6B7","P0AGF2"
"P0ACD4","P0AGF2"
"P76194","P0AGF2"
"P77444","P0AGF2"
"P0AC69","P0AGF2"
"P0A717","P0AGF2"
"P25745","P0AGF2"
"P0AB18","P0AGF2"
"P30748","P0AGF2"
"P30749","P0AGF2"
"P77718","P0AGF2"
"P0A6Y8","P0AGF2"
"P0A6Y8","P02931"
"P0C0V0","P02931"
"P0A940","P02931"
"P69411","P02931"
"P02932","P02931"
"P0A927","P02931"
"NA","P02931"
"P77211","P02931"
"P75733","P02931"
"P0A855","P02931"
"P19934","P02931"
"P08506","P02931"
"P0A6Y8","P0A6F1"
"P0A6Y8","P0A7V0"
"P08622","P0A7V0"
"P0A7U7","P0A7V0"
"P0AEM0","P0A7V0"
"P06992","P0A7V0"
"P06136","P0A7V0"
"P62395","P0A7V0"
"P0AE18","P0A7V0"
"P0A6Y8","P36659"
"P0A7V0","P36659"
"P21645","P36659"
"P0A6Q6","P36659"
"P0A850","P36659"
"P0ABH9","P36659"
"P22523","P36659"
"P63264","P36659"
"P0A6Y8","P0A7Z4"
"P0A7U7","P0A7Z4"
"P0AEM0","P0A7Z4"
"P60240","P0A7Z4"
"P0A8E5","P0A7Z4"
"P0AFG8","P0A7Z4"
"P0ABS1","P0A7Z4"
"P0A7V0","P0A7Z4"
"P0A780","P0A7Z4"
"Q46948","P0A7Z4"
"P0A850","P0A7Z4"
"P23869","P0A7Z4"
"P0A9G4","P0A7Z4"
"P0AG67","P0A7Z4"
"P0A7N4","P0A7Z4"
"P30958","P0A7Z4"
"P06612","P0A7Z4"
"P0A9F3","P0A7Z4"
"P37344","P0A7Z4"
"P0A9E5","P0A7Z4"
"P0A7L3","P0A7Z4"
"P0A7Q1","P0A7Z4"
"P0AE60","P0A7Z4"
"P0A9Y6","P0A7Z4"
"P0AEM6","P0A7Z4"
"P36928","P0A7Z4"
"P68919","P0A7Z4"
"P0ADG4","P0A7Z4"
"P0AGB6","P0A7Z4"
"P23830","P0A7Z4"
"P0A7K6","P0A7Z4"
"P0A7T3","P0A7Z4"
"P13445","P0A7Z4"
"Q46906","P0A7Z4"
"P05852","P0A7Z4"
"P68679","P0A7Z4"
"P00579","P0A7Z4"
"P05055","P0A7Z4"
"P0ADZ4","P0A7Z4"
"P0AFF6","P0A7Z4"
"P0A6W5","P0A7Z4"
"P0A7L8","P0A7Z4"
"P0AG48","P0A7Z4"
"P24255","P0A7Z4"
"P0ACA3","P0A7Z4"
"P0AA10","P0A7Z4"
"P0A7X3","P0A7Z4"
"P0A6R3","P0A7Z4"
"P0AG44","P0A7Z4"
"P0A6Y8","P0A6Z3"
"P31660","P0A6Z3"
"NA","P04949"
"P0AF06","P04949"
"P33235","P04949"
"P75937","P04949"
"P75933","P04949"
"P43533","P04949"
"Q47155","P04949"
"P0A6Y8","P04949"
"P0A6Y8","P08622"
"P00452-1","P76558"
"P26616","P76558"
"P76091","P76558"
"P77333","P76558"
"P0A6Y8","P76558"
"P0A6Y8","P0AGB3"
"P08622","P0AGB3"
"P10408","P0AGB3"
"P0AGD7","P0AGB3"
"P09372","P0AGB3"
"P0AFF6","P0AGB3"
"P0AAI3","P0AGB3"
"P0A6R3","P0AGB3"
"P0A7Z4","P0AGB3"
"P0A6Y8","P0A799"
"P25888","P0A799"
"P21513","P0A799"
"P28305","P0A799"
"P21599","P0A799"
"P08390","P0A799"
"P21507","P0A799"
"P0A6P9","P0A799"
"P0A6Y8","P18775"
"P0A6Y8","P0ABB0"
"P0A8Q6","P0ABB0"
"P0A7E1","P0ABB0"
"P0A6J5","P0ABB0"
"P0AB49","P0ABB0"
"P52612","P0ABB0"
"P17315","P0ABB0"
"P28912","P0ABB0"
"P0A6E6","P0ABB0"
"P0ABB4","P0ABB0"
"P0ABA6","P0ABB0"
"P0A6Y8","P0A6P9"
"P05637","P0A6P9"
"P0ABF1","P0A6P9"
"P21513","P0A6P9"
"P0A8M3","P0A6P9"
"P0A6Y8","P69910"
"P0A790","P69910"
"P0A8Q6","P69910"
"P0A6Y8","P0AGD7"
"P06136","P0AGD7"
"P10408","P0AGD7"
"P0A7V0","P0AGD7"
"P0A6Q6","P0AGD7"
"P0ADZ7","P0AGD7"
"P0AG90","P0AGD7"
"P0A9M0","P0AGD7"
"P21865","P0AGD7"
"P0ABH9","P0AGD7"
"P0A6Q3","P0AGD7"
"P0A7N4","P0AGD7"
"P0A9Q7","P0AGD7"
"P0A7L3","P0AGD7"
"P0A7Q1","P0AGD7"
"P68919","P0AGD7"
"P0AES4","P0AGD7"
"P0A7K6","P0AGD7"
"P0A6Y8","P16431"
"P24183","P16431"
"P0AEK7","P16431"
"P0AAJ3","P16431"
"P0C8J8","P16431"
"P77858","P16431"
"P23482","P16431"
"P0AEW1","P16431"
"P77437","P16431"
"P77416","P16431"
"P77329","P16431"
"P16433","P16431"
"P16432","P16431"
"P06993","P0C058"
"P0A9X4","P0C058"
"P0C8J6","P0C058"
"P22333","P0C058"
"P0A6Y8","P0C058"
"P0A6Y8","P03004"
"P08622","P03004"
"P0A9P0","P03004"
"P10443","P03004"
"P03007","P03004"
"P0ACF4","P03004"
"P06710-1","P03004"
"P23862","P03004"
"P28630","P03004"
"P0ABT2","P03004"
"P0AAZ4","P03004"
"P69432","P03004"
"P28631","P03004"
"P0A9Q7","P03004"
"P76193","P03004"
"P18843","P03004"
"P0ABS8","P03004"
"P76514","P03004"
"P69931","P03004"
"P06961","P03004"
"P0ABS5","P03004"
"P66817","P03004"
"P60422","P03004"
"P0A988-1","P03004"
"P0AES6","P03004"
"P0A6Y8","P0ACD4"
"P77718","P0ACD4"
"P24207","P0ACD4"
"P0AGE9","P0ACD4"
"P30748","P0ACD4"
"P30749","P0ACD4"
"P0AB18","P0ACD4"
"P75961","P0ACD4"
"P25745","P0ACD4"
"P0AC69","P0ACD4"
"P77444","P0ACD4"
"P76194","P0ACD4"
"P0ABW3","P0ACD4"
"P0ABP6","P0ACD4"
"P0A6Z1","P0ACD4"
"P0A9R4","P0ACD4"
"P0A6L9","P0ACD4"
"P0A6Y8","P0A8Q6"
"P0A9G2","P0A8Q6"
"P0ABD5","P0A8Q6"
"P77488","P0A8Q6"
"P0A6G7","P0A8Q6"
"P60716","P0A8Q6"
"P0AFG3","P0A8Q6"
"P0ABT2","P0A8Q6"
"P63284-1","P09372"
"P0A769","P09372"
"P08555","P09372"
"P69910","P09372"
"P36659","P09372"
"P0A6H1","P09372"
"P22186","P09372"
"P08622","P09372"
"P0A6Y8","P09372"
"P0C018","P0A8V2"
"P0A7K2","P0A8V2"
"P0A7J3","P0A8V2"
"P0A7J7","P0A8V2"
"P0AFG0","P0A8V2"
"P0CE48","P0A8V2"
"P0A7M9","P0A8V2"
"P0AFW0","P0A8V2"
"P03018","P0A8V2"
"P0AG30","P0A8V2"
"P0A7P5","P0A8V2"
"P0A800","P0A8V2"
"P0A7M2","P0A8V2"
"P0A7N9","P0A8V2"
"P0A9X9","P0A8V2"
"P0AGB3","P0A8V2"
"P30128","P0A8V2"
"P0ACJ8","P0A8V2"
"P0A7S3","P0A8V2"
"P02359","P0A8V2"
"P0CE47","P0A8V2"
"P0A7R5","P0A8V2"
"P60438","P0A8V2"
"P60723","P0A8V2"
"P0ADZ0","P0A8V2"
"P60422","P0A8V2"
"P61175","P0A8V2"
"P0A7U3","P0A8V2"
"P0A7V3","P0A8V2"
"P0ADY7","P0A8V2"
"P0A7M6","P0A8V2"
"P0AG63","P0A8V2"
"P0ADY3","P0A8V2"
"P60624","P0A8V2"
"P62399","P0A8V2"
"P0AG59","P0A8V2"
"P0A7W7","P0A8V2"
"P0AG55","P0A8V2"
"P0A6Y8","P0A8V2"
"P0A7U7","P0A8V2"
"P60240","P0A8V2"
"P0ABS1","P0A8V2"
"P0A7V0","P0A8V2"
"P0A780","P0A8V2"
"Q46948","P0A8V2"
"P0A9G4","P0A8V2"
"P0A972","P0A8V2"
"P77319","P0A8V2"
"P0AG67","P0A8V2"
"P0A7N4","P0A8V2"
"P30958","P0A8V2"
"P37344","P0A8V2"
"P0A7L3","P0A8V2"
"P0A7Q1","P0A8V2"
"P0AE60","P0A8V2"
"P0AEM6","P0A8V2"
"P36928","P0A8V2"
"P68919","P0A8V2"
"P08390","P0A8V2"
"P0ADG4","P0A8V2"
"P0AGB6","P0A8V2"
"P0A7K6","P0A8V2"
"P0A7T3","P0A8V2"
"P13445","P0A8V2"
"P0A7E5","P0A8V2"
"P05852","P0A8V2"
"P68679","P0A8V2"
"P00579","P0A8V2"
"P0AFF6","P0A8V2"
"P0A705-1","P0A8V2"
"P0ADZ4","P0A8V2"
"P0A6W5","P0A8V2"
"P0A7L8","P0A8V2"
"P0AG48","P0A8V2"
"P24255","P0A8V2"
"P0ACA3","P0A8V2"
"P0A7X3","P0A8V2"
"P0AA10","P0A8V2"
"P61889","P0A8V2"
"P0AG44","P0A8V2"
"P0A7Z4","P0A8V2"
"P0A7V8","P0A8V2"
"P0A7R9","P0A8V2"
"P0A7Q6","P0A8V2"
"P0A7S9","P0A8V2"
"P02413","P0A8V2"
"P0AG51","P0A8V2"
"P0A7W1","P0A8V2"
"P0A6Y8","P0A6B7"
"P77718","P0A6B7"
"P30749","P0A6B7"
"P30748","P0A6B7"
"P22523","P0A6B7"
"P0AB18","P0A6B7"
"P0A6A8","P0A6B7"
"P25745","P0A6B7"
"P76194","P0A6B7"
"P77444","P0A6B7"
"P0A9R4","P0A6B7"
"P31142","P0A6B7"
"P0ACD4","P0A6B7"
"P0A6Y8","P0ACE7"
"P0AEZ7","P0ACE7"
"P0A6Y8","P21499"
"P0ABF1","P21499"
"P0AEU7","P21499"
"P0A847","P21499"
"P0AAS7","P21499"
"P0A972","P21499"
"P0A9K3","P21499"
"P0A898","P21499"
"P25888","P21499"
"P75829","P21499"
"P0A968","P21499"
"P0AG67","P21499"
"P75864","P21499"
"P21513","P21499"
"P0AA39","P21499"
"P37765","P21499"
"P0A6X7","P21499"
"P0A7L3","P21499"
"P0A707","P21499"
"P0A9Y6","P21499"
"P0AGJ5","P21499"
"P23830","P21499"
"P0A832","P21499"
"P62617","P21499"
"P0A776","P21499"
"P0A9P6","P21499"
"P0ADZ4","P21499"
"P05055","P21499"
"P0AG99","P21499"
"P0A7V8","P21499"
"P0A7R9","P21499"
"P0A7S9","P21499"
"P0AG55","P21499"
"P0A7W7","P21499"
"P60723","P21499"
"P02359","P21499"
"P14081","P21499"
"P0AG30","P21499"
"P0A6F5","P21499"
"P0A6X3","P21499"
"P0A6Y8","P12282"
"P30748","P12282"
"P0A6Y8","P0C0V0"
"P0ABZ6","P0C0V0"
"P0A6Y8","P0AG67"
"P0A7U7","P0AG67"
"P0A7V0","P0AG67"
"P0A6P1","P0AG67"
"Q46948","P0AG67"
"P0A850","P0AG67"
"P25888","P0AG67"
"P0A6Y8","P0A6F9"
"P08622","P0A6F9"
"P0A6G7","P0A6F9"
"P0A6Z3","P0A6F9"
"P0ACJ0","P0A6F9"
"P09372","P0A6F9"
"P38506","P0A6F9"
"P0A6V5","P0A6F9"
"P0AA25","P0A6F9"
"P0AEX9","P0A6F9"
"P0A6Y8","P0A6Z1"
"P0AE08","P0A6Z1"
"P36659","P0A6Z1"
"P77667","P0A6Z1"
"P0A9R4","P0A6Z1"
"P37095","P0A6Z1"
"P0AG44","P60723"
"P0ADZ0","P60723"
"P60422","P60723"
"P0A7U3","P60723"
"P61175","P60723"
"P0A7V3","P60723"
"P0ADY7","P60723"
"P0A7M6","P60723"
"P0AG63","P60723"
"P0ADY3","P60723"
"P60624","P60723"
"P62399","P60723"
"P0AG59","P60723"
"P0A7W7","P60723"
"P0AG55","P60723"
"P0A7W1","P60723"
"P0C018","P60723"
"P0AG51","P60723"
"P0AGA2","P60723"
"P02413","P60723"
"P0A7Q6","P60723"
"P0A7S9","P60723"
"P0A7R9","P60723"
"P0A7V8","P60723"
"P0A7Z4","P60723"
"P0A6Y8","P60723"
"P0A7U7","P60723"
"P06136","P60723"
"P10408","P60723"
"P62395","P60723"
"P0A7V0","P60723"
"P0AE18","P60723"
"P0A805","P60723"
"P40711","P60723"
"P0A7N1","P60723"
"P0A850","P60723"
"P0AAT6","P60723"
"P07813","P60723"
"P0AG67","P60723"
"P0AFW2","P60723"
"P0A910","P60723"
"P36659","P60723"
"P0A7N4","P60723"
"P0A7I0","P60723"
"P0AD61","P60723"
"P0A7L3","P60723"
"P0A7Q1","P60723"
"P68919","P60723"
"NA","P60723"
"P27434","P60723"
"P60785","P60723"
"P21507","P60723"
"P0AGJ5","P60723"
"P33643","P60723"
"P0A7K6","P60723"
"P0A7T3","P60723"
"P0AGD7","P60723"
"P0A832","P60723"
"P0AG20","P60723"
"P07012","P60723"
"P68679","P60723"
"P0A9P6","P60723"
"P0ADZ4","P60723"
"P0AFF6","P60723"
"P0AG99","P60723"
"P0C0R7","P60723"
"P0AAI3","P60723"
"P42641","P60723"
"P0A7L8","P60723"
"P0AG48","P60723"
"P0AFX0","P60723"
"P0A7X3","P60723"
"P0AA10","P60723"
"P36929","P60723"
"P0A6K3","P60723"
"P62399","P0A7J3"
"P0A7L0","P0A7J3"
"P0AFG0","P0A7J3"
"P0A7J7","P0A7J3"
"P0AG96","P0A7J3"
"P0CE48","P0A7J3"
"P0A7M9","P0A7J3"
"P0AD89","P0A7J3"
"P0A7P5","P0A7J3"
"P0A800","P0A7J3"
"P0A7M2","P0A7J3"
"P0A7N9","P0A7J3"
"P10121","P0A7J3"
"P0A7S3","P0A7J3"
"P02359","P0A7J3"
"P0A6M8","P0A7J3"
"P0CE47","P0A7J3"
"P0A7R5","P0A7J3"
"P60438","P0A7J3"
"P60723","P0A7J3"
"P0ADZ0","P0A7J3"
"P60422","P0A7J3"
"P0A7U3","P0A7J3"
"P61175","P0A7J3"
"P0A7V3","P0A7J3"
"P0ADY7","P0A7J3"
"P0A7M6","P0A7J3"
"P0AG63","P0A7J3"
"P0ADY3","P0A7J3"
"P60624","P0A7J3"
"P0A6Y8","P0A7J3"
"P0A7U7","P0A7J3"
"P05637","P0A7J3"
"P10408","P0A7J3"
"P0A7V0","P0A7J3"
"P40711","P0A7J3"
"Q46948","P0A7J3"
"P0A850","P0A7J3"
"P0AAT6","P0A7J3"
"P77319","P0A7J3"
"P0AG67","P0A7J3"
"P0A7N4","P0A7J3"
"P0A7I0","P0A7J3"
"P0A7L3","P0A7J3"
"P0A7Q1","P0A7J3"
"P0AD12","P0A7J3"
"P68919","P0A7J3"
"P27434","P0A7J3"
"P0A6Z1","P0A7J3"
"P33643","P0A7J3"
"P0A7K6","P0A7J3"
"P0A7T3","P0A7J3"
"P0AGD7","P0A7J3"
"P0A832","P0A7J3"
"P0AG20","P0A7J3"
"P07012","P0A7J3"
"P68679","P0A7J3"
"P0ADZ4","P0A7J3"
"P0AG99","P0A7J3"
"P0AFF6","P0A7J3"
"P0C0R7","P0A7J3"
"P42641","P0A7J3"
"P0A7L8","P0A7J3"
"P0AG48","P0A7J3"
"P0A7X3","P0A7J3"
"P0AA10","P0A7J3"
"P0AG44","P0A7J3"
"P0A7Z4","P0A7J3"
"P0A7V8","P0A7J3"
"P0A7R9","P0A7J3"
"P0A7S9","P0A7J3"
"P0A7Q6","P0A7J3"
"P0AGA2","P0A7J3"
"P02413","P0A7J3"
"P0AG51","P0A7J3"
"P0C018","P0A7J3"
"P0A7W1","P0A7J3"
"P0AG55","P0A7J3"
"P0A7W7","P0A7J3"
"P0AG59","P0A7J3"
"P66817","P60422"
"P0A7U3","P60422"
"P61175","P60422"
"P0A7V3","P60422"
"P0ADY7","P60422"
"P0A7M6","P60422"
"P0AG63","P60422"
"P60624","P60422"
"P0ADY3","P60422"
"P62399","P60422"
"P0AG59","P60422"
"P0A7W7","P60422"
"P0AG55","P60422"
"P0C018","P60422"
"P0A7W1","P60422"
"P0AG51","P60422"
"P0AGA2","P60422"
"P02413","P60422"
"P0A7Q6","P60422"
"P0A7S9","P60422"
"P0A7R9","P60422"
"P0A7V8","P60422"
"P0A7Z4","P60422"
"P0AG44","P60422"
"P0A6K3","P60422"
"P0AA10","P60422"
"P0A7X3","P60422"
"P0AFX0","P60422"
"P0A7L8","P60422"
"P0AG48","P60422"
"P42641","P60422"
"P0AG99","P60422"
"P0AFF6","P60422"
"P0ADZ4","P60422"
"P0A9P6","P60422"
"P0A6Y8","P60422"
"P0A7U7","P60422"
"P62395","P60422"
"P06136","P60422"
"P10408","P60422"
"P0A7V0","P60422"
"P0A805","P60422"
"P10443","P60422"
"P40711","P60422"
"P03007","P60422"
"P0A7N1","P60422"
"Q46948","P60422"
"P0A850","P60422"
"P0ACF4","P60422"
"P23862","P60422"
"P06710-1","P60422"
"P0A6Z3","P60422"
"P0AAT6","P60422"
"P28630","P60422"
"P0ABT2","P60422"
"P0AAZ4","P60422"
"P0AG67","P60422"
"P0A910","P60422"
"P0AFW2","P60422"
"P36659","P60422"
"P21513","P60422"
"P0A7N4","P60422"
"P28631","P60422"
"P0A7I0","P60422"
"P0AD61","P60422"
"P0A7L3","P60422"
"P0A7Q1","P60422"
"P0ABS8","P60422"
"P00959","P60422"
"P68919","P60422"
"NA","P60422"
"P69931","P60422"
"P27434","P60422"
"P60785","P60422"
"P21507","P60422"
"P0AGJ5","P60422"
"P33643","P60422"
"P0A7K6","P60422"
"P0A7T3","P60422"
"P0AGD7","P60422"
"P0A832","P60422"
"P0AG20","P60422"
"P07012","P60422"
"P68679","P60422"
"P0ABS5","P60422"
"P0A6Y8","P0A910"
"P0A7U7","P0A910"
"P0ABZ6","P0A910"
"P10408","P0A910"
"P0C0V0","P0A910"
"P0A7V0","P0A910"
"P0AEU7","P0A910"
"P0A940","P0A910"
"P69411","P0A910"
"P0AEZ7","P0A910"
"P02932","P0A910"
"P0A927","P0A910"
"P0A9M0","P0A910"
"P0A850","P0A910"
"P77211","P0A910"
"NA","P0A910"
"P75733","P0A910"
"P0A855","P0A910"
"P0A912","P0A910"
"P08506","P0A910"
"P60844","P0A910"
"P02931","P0A910"
"P0A6Y8","Q46948"
"P08622","Q46948"
"P00956","Q46948"
"P0ABQ4","Q46948"
"P10408","Q46948"
"P36683","Q46948"
"P0AFG8","Q46948"
"P0A7V0","Q46948"
"P03023","Q46948"
"P0A6Y8","P69908"
"P0A790","P69908"
"P28635","P69908"
"P75818","P69908"
"P0A8Q6","P69908"
"P69910","P69908"
"P09372","P69908"
"P13035","P69908"
"P37194","P69908"
"P09372","P0A705-1"
"P63284-1","P0A705-1"
"P0A707","P0A705-1"
"P69222","P0A705-1"
"P02932","P0A705-1"
"P0ABD5","P0A705-1"
"P0A6Y8","P0A705-1"
"P0A6L9","P63284-1"
"NA","P63284-1"
"P0AF06","P63284-1"
"P0A812","P63284-1"
"P0AC53","P63284-1"
"P67553","P63284-1"
"P36659","P63284-1"
"P0A910","P63284-1"
"P0AG67","P63284-1"
"P0A8Q6","P63284-1"
"P0A6H1","P63284-1"
"P0A6G7","P63284-1"
"Q46948","P63284-1"
"P08622","P63284-1"
"P0A6Y8","P63284-1"
"P0A6Y8","P05055"
"P0ABF1","P05055"
"P0AAS7","P05055"
"P0A972","P05055"
"P25888","P05055"
"P0A968","P05055"
"P21513","P05055"
"P37765","P05055"
"P76129","P05055"
"P0AA89","P05055"
"P0A9B2","P05055"
"P09155","P05055"
"P36979","P05055"
"P21507","P05055"
"P69913","P05055"
"P0A6P9","P05055"
"P0A799","P05055"
"P0A9P6","P05055"
"P0A6Y8","P0A6X3"
"P0ABF1","P0A6X3"
"P0AEU7","P0A6X3"
"P21645","P0A6X3"
"P0A847","P0A6X3"
"P0A972","P0A6X3"
"P21513","P0A6X3"
"P69786","P0A6X3"
"P37765","P0A6X3"
"P43329","P0A6X3"
"P26616","P0A6X3"
"P0AGD3","P0A6X3"
"P77570","P0A6X3"
"P21179","P0A6X3"
"P0A9Y6","P0A6X3"
"P00803","P0A6X3"
"P0ACG1","P0A6X3"
"P13445","P0A6X3"
"P0A799","P0A6X3"
"P0A9P6","P0A6X3"
"P05055","P0A6X3"
"P0A9J0","P0A6X3"
"P0A7V8","P0A6X3"
"P60422","P0A6X3"
"P0A9X9","P0A6X3"
"P14081","P0A6X3"
"P0AG24","P0A6X3"
"P0AG30","P0A6X3"
"P32131","P0A6X3"
"P0A8R0","P0A6X3"
"P10408","P00634"
"P0A6Y8","P00634"
"P0AGB3","P28304"
"P0ADR8","P28304"
"P0A6Y8","P28304"
"P0A6Y8","NA"
"P0A7J3","NA"
"P42641","NA"
"P52138","NA"
"P33643","NA"
"P76539","NA"
"P77288","NA"
"P68919","NA"
"P76344","NA"
"P76341","NA"
"P26612","NA"
"P02924","NA"
"P0AAF3","NA"
"P39832","NA"
"P0A9X1","NA"
"P39172","NA"
"P0A9B2","NA"
"P76909","NA"
"P76224","NA"
"P76223","NA"
"P0A7Q1","NA"
"P0A7L3","NA"
"P06609","NA"
"P06611","NA"
"P64476","NA"
"P76143","NA"
"P76142","NA"
"P0AFS1","NA"
"P77672","NA"
"P77257","NA"
"P69910","NA"
"P76128","NA"
"P77308","NA"
"P77463","NA"
"P77268","NA"
"P77622","NA"
"P76114","NA"
"P0AFR9","NA"
"P77156","NA"
"P77795","NA"
"P76108","NA"
"P76102","NA"
"P77348","NA"
"P77716","NA"
"P0AFR7","NA"
"P76042","NA"
"Q47622","NA"
"P0AGH3","NA"
"P0AGH5","NA"
"P0AAH4","NA"
"P0AAH8","NA"
"P77737","NA"
"P76027","NA"
"P0AFH6","NA"
"P0AFH2","NA"
"P23843","NA"
"P29745","NA"
"P69874","NA"
"P0AFK4","NA"
"P0AFK6","NA"
"P75958","NA"
"P75957","NA"
"P0ADC3","NA"
"P0A7N4","NA"
"P75856","NA"
"P75853","NA"
"P75851","NA"
"P0AAI1","NA"
"P60752","NA"
"P0AG67","NA"
"P29018","NA"
"P23886","NA"
"P0AAF6","NA"
"P30859","NA"
"P0AE34","NA"
"P0AE30","NA"
"P30860","NA"
"P0AFL1","NA"
"P31135","NA"
"P31134","NA"
"P31133","NA"
"P75799","NA"
"P75798","NA"
"P75797","NA"
"P0A9F1","NA"
"P75796","NA"
"P0AEQ3","NA"
"P0AEQ6","NA"
"P10346","NA"
"P0A9U1","NA"
"P0AFQ2","NA"
"P0AFP9","NA"
"P75767","NA"
"P09833","NA"
"P0AF01","NA"
"P37329","NA"
"P31060","NA"
"P0ABJ9","NA"
"P03959","NA"
"P03960","NA"
"P03961","NA"
"P75728","NA"
"P37902","NA"
"P0AER3","NA"
"P0AER5","NA"
"P0AAG3","NA"
"P28630","NA"
"P0AAT6","NA"
"P0AEL6","NA"
"P23876","NA"
"P23877","NA"
"P23878","NA"
"P0A7U7","NA"
"P68646","NA"
"P31548","NA"
"P31549","NA"
"P31550","NA"
"P17443","NA"
"P0A9P0","NA"
"P0AFN6","NA"
"P07821","NA"
"P07822","NA"
"P06972","NA"
"P37028","NA"
"P0C0V0","NA"
"P0A7V0","NA"
"P0A7E9","NA"
"P28635","NA"
"P31547","NA"
"P30750","NA"
