protein_1_locus	protein_1_name	protein_2_locus	protein_2_name	evidence	source
BSU_01250	RpsQ	BSU_01290	RpsNA	experimental	string-db
BSU_01250	RpsQ	BSU_01220	RpsC	experimental	string-db
BSU_01260	RplNA	BSU_25410	RpsU	experimental	string-db
BSU_01260	RplNA	BSU_16040	RplS	experimental	string-db
BSU_01260	RplNA	BSU_01280	RplE	experimental	string-db
BSU_01260	RplNA	BSU_27940	RpmA	experimental	string-db
BSU_01260	RplNA	BSU_01270	RplX	experimental	string-db
BSU_01260	RplNA	BSU_15980	Ffh	experimental	string-db
BSU_01260	RplNA	BSU_15990	RpsP	experimental	string-db
BSU_01260	RplNA	BSU_40890	RpsR	experimental	string-db
BSU_01260	RplNA	BSU_01180	RplW	experimental	string-db
BSU_01260	RplNA	BSU_01040	RplJ	experimental	string-db
BSU_01260	RplNA	BSU_16680	RpsO	experimental	string-db
BSU_01260	RplNA	BSU_23880	MifM	experimental	string-db
BSU_01260	RplNA	BSU_24900	RpmGA	experimental	string-db
BSU_01260	RplNA	BSU_01320	RplR	experimental	string-db
BSU_01260	RplNA	BSU_01170	RplD	experimental	string-db
BSU_01260	RplNA	BSU_40910	RpsF	experimental	string-db
BSU_01260	RplNA	BSU_35310	Hpf	experimental	string-db
BSU_01260	RplNA	BSU_01500	RpsI	experimental	string-db
BSU_01260	RplNA	BSU_15080	RpmF	experimental	string-db
BSU_01260	RplNA	BSU_41060	RpmH	experimental	string-db
BSU_01260	RplNA	BSU_01300	RpsH	experimental	string-db
BSU_01260	RplNA	BSU_01230	RplP	experimental	string-db
BSU_01260	RplNA	BSU_28860	RpmI	experimental	string-db
BSU_01260	RplNA	BSU_01240	RpmC	experimental	string-db
BSU_01260	RplNA	BSU_15640	YloA	experimental	string-db
BSU_01260	RplNA	BSU_01220	RpsC	experimental	string-db
BSU_01260	RplNA	BSU_01290	RpsNA	experimental	string-db
BSU_01260	RplNA	BSU_01310	RplF	experimental	string-db
BSU_01260	RplNA	BSU_01160	RplC	experimental	string-db
BSU_01260	RplNA	BSU_01100	RpsL	experimental	string-db
BSU_01260	RplNA	BSU_01350	RplO	experimental	string-db
BSU_01260	RplNA	BSU_00590	HslR	experimental	string-db
BSU_01260	RplNA	BSU_29660	RpsD	experimental	string-db
BSU_01260	RplNA	BSU_01150	RpsJ	experimental	string-db
BSU_01260	RplNA	BSU_01400	RpmJ	experimental	string-db
BSU_01260	RplNA	BSU_01410	RpsM	experimental	string-db
BSU_01260	RplNA	BSU_28850	RplT	experimental	string-db
BSU_01260	RplNA	BSU_01440	RplQ	experimental	string-db
BSU_01260	RplNA	BSU_01030	RplA	experimental	string-db
BSU_01260	RplNA	BSU_37070	RpmEA	experimental	string-db
BSU_01260	RplNA	BSU_01200	RpsS	experimental	string-db
BSU_01260	RplNA	BSU_01420	RpsK	experimental	string-db
BSU_01260	RplNA	BSU_05610	VmlR	experimental	string-db
BSU_01260	RplNA	BSU_01190	RplB	experimental	string-db
BSU_01260	RplNA	BSU_00950	MrnC	experimental	string-db
BSU_01260	RplNA	BSU_16490	RpsB	experimental	string-db
BSU_01260	RplNA	BSU_01340	RpmD	experimental	string-db
BSU_01260	RplNA	BSU_25550	RpsT	experimental	string-db
BSU_01260	RplNA	BSU_28580	MutSB	experimental	string-db
BSU_01260	RplNA	BSU_01020	RplK	experimental	string-db
BSU_01260	RplNA	BSU_01210	RplV	experimental	string-db
BSU_01260	RplNA	BSU_27600	Rsh	experimental	string-db
BSU_01260	RplNA	BSU_15820	RpmB	experimental	string-db
BSU_01260	RplNA	BSU_01490	RplM	experimental	string-db
BSU_01260	RplNA	BSU_27960	RplU	experimental	string-db
BSU_01260	RplNA	BSU_40500	RplI	experimental	string-db
BSU_01260	RplNA	BSU_01330	RpsE	experimental	string-db
BSU_01260	RplNA	BSU_16050	RbgA	experimental	string-db
BSU_01260	RplNA	BSU_01250	RpsQ	experimental	string-db
BSU_01260	RplNA	BSU_01110	RpsG	experimental	string-db
BSU_01270	RplX	BSU_01190	RplB	experimental	string-db
BSU_01270	RplX	BSU_00950	MrnC	experimental	string-db
BSU_01270	RplX	BSU_16490	RpsB	experimental	string-db
BSU_01270	RplX	BSU_01340	RpmD	experimental	string-db
BSU_01270	RplX	BSU_25550	RpsT	experimental	string-db
BSU_01270	RplX	BSU_01020	RplK	experimental	string-db
BSU_01270	RplX	BSU_28580	MutSB	experimental	string-db
BSU_01270	RplX	BSU_01210	RplV	experimental	string-db
BSU_01270	RplX	BSU_27600	Rsh	experimental	string-db
BSU_01270	RplX	BSU_01200	RpsS	experimental	string-db
BSU_01270	RplX	BSU_01420	RpsK	experimental	string-db
BSU_01270	RplX	BSU_05610	VmlR	experimental	string-db
BSU_01270	RplX	BSU_01330	RpsE	experimental	string-db
BSU_01270	RplX	BSU_16050	RbgA	experimental	string-db
BSU_01270	RplX	BSU_01250	RpsQ	experimental	string-db
BSU_01270	RplX	BSU_01110	RpsG	experimental	string-db
BSU_01270	RplX	BSU_15820	RpmB	experimental	string-db
BSU_01270	RplX	BSU_01260	RplNA	experimental	string-db
BSU_01270	RplX	BSU_27960	RplU	experimental	string-db
BSU_01270	RplX	BSU_01490	RplM	experimental	string-db
BSU_01270	RplX	BSU_40500	RplI	experimental	string-db
BSU_01270	RplX	BSU_01040	RplJ	experimental	string-db
BSU_01270	RplX	BSU_01180	RplW	experimental	string-db
BSU_01270	RplX	BSU_16680	RpsO	experimental	string-db
BSU_01270	RplX	BSU_23880	MifM	experimental	string-db
BSU_01270	RplX	BSU_01320	RplR	experimental	string-db
BSU_01270	RplX	BSU_24900	RpmGA	experimental	string-db
BSU_01270	RplX	BSU_01170	RplD	experimental	string-db
BSU_01270	RplX	BSU_35310	Hpf	experimental	string-db
BSU_01270	RplX	BSU_40910	RpsF	experimental	string-db
BSU_01270	RplX	BSU_01500	RpsI	experimental	string-db
BSU_01270	RplX	BSU_15080	RpmF	experimental	string-db
BSU_01270	RplX	BSU_01300	RpsH	experimental	string-db
BSU_01270	RplX	BSU_41060	RpmH	experimental	string-db
BSU_01270	RplX	BSU_25410	RpsU	experimental	string-db
BSU_01270	RplX	BSU_16040	RplS	experimental	string-db
BSU_01270	RplX	BSU_01280	RplE	experimental	string-db
BSU_01270	RplX	BSU_27940	RpmA	experimental	string-db
BSU_01270	RplX	BSU_15980	Ffh	experimental	string-db
BSU_01270	RplX	BSU_40890	RpsR	experimental	string-db
BSU_01270	RplX	BSU_15990	RpsP	experimental	string-db
BSU_01270	RplX	BSU_00590	HslR	experimental	string-db
BSU_01270	RplX	BSU_29660	RpsD	experimental	string-db
BSU_01270	RplX	BSU_01150	RpsJ	experimental	string-db
BSU_01270	RplX	BSU_01400	RpmJ	experimental	string-db
BSU_01270	RplX	BSU_01410	RpsM	experimental	string-db
BSU_01270	RplX	BSU_28850	RplT	experimental	string-db
BSU_01270	RplX	BSU_01440	RplQ	experimental	string-db
BSU_01270	RplX	BSU_37070	RpmEA	experimental	string-db
BSU_01270	RplX	BSU_01030	RplA	experimental	string-db
BSU_01270	RplX	BSU_01240	RpmC	experimental	string-db
BSU_01270	RplX	BSU_01230	RplP	experimental	string-db
BSU_01270	RplX	BSU_28860	RpmI	experimental	string-db
BSU_01270	RplX	BSU_01290	RpsNA	experimental	string-db
BSU_01270	RplX	BSU_15640	YloA	experimental	string-db
BSU_01270	RplX	BSU_01220	RpsC	experimental	string-db
BSU_01270	RplX	BSU_01310	RplF	experimental	string-db
BSU_01270	RplX	BSU_01160	RplC	experimental	string-db
BSU_01270	RplX	BSU_01100	RpsL	experimental	string-db
BSU_01270	RplX	BSU_01350	RplO	experimental	string-db
BSU_01280	RplE	BSU_27960	RplU	experimental	string-db
BSU_01280	RplE	BSU_01490	RplM	experimental	string-db
BSU_01280	RplE	BSU_01260	RplNA	experimental	string-db
BSU_01280	RplE	BSU_40500	RplI	experimental	string-db
BSU_01280	RplE	BSU_15820	RpmB	experimental	string-db
BSU_01280	RplE	BSU_01110	RpsG	experimental	string-db
BSU_01280	RplE	BSU_01250	RpsQ	experimental	string-db
BSU_01280	RplE	BSU_01330	RpsE	experimental	string-db
BSU_01280	RplE	BSU_16050	RbgA	experimental	string-db
BSU_01280	RplE	BSU_01200	RpsS	experimental	string-db
BSU_01280	RplE	BSU_01420	RpsK	experimental	string-db
BSU_01280	RplE	BSU_05610	VmlR	experimental	string-db
BSU_01280	RplE	BSU_01020	RplK	experimental	string-db
BSU_01280	RplE	BSU_28580	MutSB	experimental	string-db
BSU_01280	RplE	BSU_25550	RpsT	experimental	string-db
BSU_01280	RplE	BSU_27600	Rsh	experimental	string-db
BSU_01280	RplE	BSU_01210	RplV	experimental	string-db
BSU_01280	RplE	BSU_01190	RplB	experimental	string-db
BSU_01280	RplE	BSU_16490	RpsB	experimental	string-db
BSU_01280	RplE	BSU_01340	RpmD	experimental	string-db
BSU_01280	RplE	BSU_00950	MrnC	experimental	string-db
BSU_01280	RplE	BSU_01310	RplF	experimental	string-db
BSU_01280	RplE	BSU_01350	RplO	experimental	string-db
BSU_01280	RplE	BSU_01160	RplC	experimental	string-db
BSU_01280	RplE	BSU_01100	RpsL	experimental	string-db
BSU_01280	RplE	BSU_01290	RpsNA	experimental	string-db
BSU_01280	RplE	BSU_01220	RpsC	experimental	string-db
BSU_01280	RplE	BSU_15640	YloA	experimental	string-db
BSU_01280	RplE	BSU_01240	RpmC	experimental	string-db
BSU_01280	RplE	BSU_28860	RpmI	experimental	string-db
BSU_01280	RplE	BSU_01230	RplP	experimental	string-db
BSU_01280	RplE	BSU_01410	RpsM	experimental	string-db
BSU_01280	RplE	BSU_37070	RpmEA	experimental	string-db
BSU_01280	RplE	BSU_01030	RplA	experimental	string-db
BSU_01280	RplE	BSU_28850	RplT	experimental	string-db
BSU_01280	RplE	BSU_01440	RplQ	experimental	string-db
BSU_01280	RplE	BSU_00590	HslR	experimental	string-db
BSU_01280	RplE	BSU_01150	RpsJ	experimental	string-db
BSU_01280	RplE	BSU_01400	RpmJ	experimental	string-db
BSU_01280	RplE	BSU_29660	RpsD	experimental	string-db
BSU_01280	RplE	BSU_15980	Ffh	experimental	string-db
BSU_01280	RplE	BSU_01270	RplX	experimental	string-db
BSU_01280	RplE	BSU_15990	RpsP	experimental	string-db
BSU_01280	RplE	BSU_40890	RpsR	experimental	string-db
BSU_01280	RplE	BSU_25410	RpsU	experimental	string-db
BSU_01280	RplE	BSU_27940	RpmA	experimental	string-db
BSU_01280	RplE	BSU_16040	RplS	experimental	string-db
BSU_01280	RplE	BSU_01500	RpsI	experimental	string-db
BSU_01280	RplE	BSU_35310	Hpf	experimental	string-db
BSU_01280	RplE	BSU_40910	RpsF	experimental	string-db
BSU_01280	RplE	BSU_15080	RpmF	experimental	string-db
BSU_01280	RplE	BSU_01300	RpsH	experimental	string-db
BSU_01280	RplE	BSU_41060	RpmH	experimental	string-db
BSU_01280	RplE	BSU_01180	RplW	experimental	string-db
BSU_01280	RplE	BSU_01040	RplJ	experimental	string-db
BSU_01280	RplE	BSU_16680	RpsO	experimental	string-db
BSU_01280	RplE	BSU_01170	RplD	experimental	string-db
BSU_01280	RplE	BSU_23880	MifM	experimental	string-db
BSU_01280	RplE	BSU_24900	RpmGA	experimental	string-db
BSU_01280	RplE	BSU_01320	RplR	experimental	string-db
BSU_01290	RpsNA	BSU_15820	RpmB	experimental	string-db
BSU_01290	RpsNA	BSU_01260	RplNA	experimental	string-db
BSU_01290	RpsNA	BSU_01490	RplM	experimental	string-db
BSU_01290	RpsNA	BSU_27960	RplU	experimental	string-db
BSU_01290	RpsNA	BSU_40500	RplI	experimental	string-db
BSU_01290	RpsNA	BSU_01330	RpsE	experimental	string-db
BSU_01290	RpsNA	BSU_01250	RpsQ	experimental	string-db
BSU_01290	RpsNA	BSU_01110	RpsG	experimental	string-db
BSU_01290	RpsNA	BSU_01200	RpsS	experimental	string-db
BSU_01290	RpsNA	BSU_01420	RpsK	experimental	string-db
BSU_01290	RpsNA	BSU_05610	VmlR	experimental	string-db
BSU_01290	RpsNA	BSU_01190	RplB	experimental	string-db
BSU_01290	RpsNA	BSU_16490	RpsB	experimental	string-db
BSU_01290	RpsNA	BSU_01340	RpmD	experimental	string-db
BSU_01290	RpsNA	BSU_25550	RpsT	experimental	string-db
BSU_01290	RpsNA	BSU_01020	RplK	experimental	string-db
BSU_01290	RpsNA	BSU_28580	MutSB	experimental	string-db
BSU_01290	RpsNA	BSU_01210	RplV	experimental	string-db
BSU_01290	RpsNA	BSU_27600	Rsh	experimental	string-db
BSU_01290	RpsNA	BSU_01240	RpmC	experimental	string-db
BSU_01290	RpsNA	BSU_01230	RplP	experimental	string-db
BSU_01290	RpsNA	BSU_28860	RpmI	experimental	string-db
BSU_01290	RpsNA	BSU_01220	RpsC	experimental	string-db
BSU_01290	RpsNA	BSU_01310	RplF	experimental	string-db
BSU_01290	RpsNA	BSU_01160	RplC	experimental	string-db
BSU_01290	RpsNA	BSU_01100	RpsL	experimental	string-db
BSU_01290	RpsNA	BSU_01350	RplO	experimental	string-db
BSU_01290	RpsNA	BSU_29660	RpsD	experimental	string-db
BSU_01290	RpsNA	BSU_01150	RpsJ	experimental	string-db
BSU_01290	RpsNA	BSU_01400	RpmJ	experimental	string-db
BSU_01290	RpsNA	BSU_01410	RpsM	experimental	string-db
BSU_01290	RpsNA	BSU_28850	RplT	experimental	string-db
BSU_01290	RpsNA	BSU_08880	RpsNB	database	string-db
BSU_01290	RpsNA	BSU_01440	RplQ	experimental	string-db
BSU_01290	RpsNA	BSU_37070	RpmEA	experimental	string-db
BSU_01290	RpsNA	BSU_01030	RplA	experimental	string-db
BSU_01290	RpsNA	BSU_25410	RpsU	experimental	string-db
BSU_01290	RpsNA	BSU_16040	RplS	experimental	string-db
BSU_01290	RpsNA	BSU_01280	RplE	experimental	string-db
BSU_01290	RpsNA	BSU_27940	RpmA	experimental	string-db
BSU_01290	RpsNA	BSU_01270	RplX	experimental	string-db
BSU_01290	RpsNA	BSU_15980	Ffh	experimental	string-db
BSU_01290	RpsNA	BSU_15990	RpsP	experimental	string-db
BSU_01290	RpsNA	BSU_40890	RpsR	experimental	string-db
BSU_01290	RpsNA	BSU_01180	RplW	experimental	string-db
BSU_01290	RpsNA	BSU_01040	RplJ	experimental	string-db
BSU_01290	RpsNA	BSU_16680	RpsO	experimental	string-db
BSU_01290	RpsNA	BSU_23880	MifM	experimental	string-db
BSU_01290	RpsNA	BSU_24900	RpmGA	experimental	string-db
BSU_01290	RpsNA	BSU_01320	RplR	experimental	string-db
BSU_01290	RpsNA	BSU_01170	RplD	experimental	string-db
BSU_01290	RpsNA	BSU_35310	Hpf	experimental	string-db
BSU_01290	RpsNA	BSU_40910	RpsF	experimental	string-db
BSU_01290	RpsNA	BSU_01500	RpsI	experimental	string-db
BSU_01290	RpsNA	BSU_15080	RpmF	experimental	string-db
BSU_01290	RpsNA	BSU_01300	RpsH	experimental	string-db
BSU_01290	RpsNA	BSU_41060	RpmH	experimental	string-db
BSU_01300	RpsH	BSU_01410	RpsM	experimental	string-db
BSU_01300	RpsH	BSU_37070	RpmEA	experimental	string-db
BSU_01300	RpsH	BSU_01030	RplA	experimental	string-db
BSU_01300	RpsH	BSU_01440	RplQ	experimental	string-db
BSU_01300	RpsH	BSU_28850	RplT	experimental	string-db
BSU_01300	RpsH	BSU_01400	RpmJ	experimental	string-db
BSU_01300	RpsH	BSU_01150	RpsJ	experimental	string-db
BSU_01300	RpsH	BSU_29660	RpsD	experimental	string-db
BSU_01300	RpsH	BSU_01310	RplF	experimental	string-db
BSU_01300	RpsH	BSU_01350	RplO	experimental	string-db
BSU_01300	RpsH	BSU_01100	RpsL	experimental	string-db
BSU_01300	RpsH	BSU_01160	RplC	experimental	string-db
BSU_01300	RpsH	BSU_01290	RpsNA	experimental	string-db
BSU_01300	RpsH	BSU_01220	RpsC	experimental	string-db
BSU_01300	RpsH	BSU_01240	RpmC	experimental	string-db
BSU_01300	RpsH	BSU_28860	RpmI	experimental	string-db
BSU_01300	RpsH	BSU_01230	RplP	experimental	string-db
BSU_01300	RpsH	BSU_01500	RpsI	experimental	string-db
BSU_01300	RpsH	BSU_35310	Hpf	experimental	string-db
BSU_01300	RpsH	BSU_40910	RpsF	experimental	string-db
BSU_01300	RpsH	BSU_41060	RpmH	experimental	string-db
BSU_01300	RpsH	BSU_15080	RpmF	experimental	string-db
BSU_01300	RpsH	BSU_16680	RpsO	experimental	string-db
BSU_01300	RpsH	BSU_01180	RplW	experimental	string-db
BSU_01300	RpsH	BSU_01040	RplJ	experimental	string-db
BSU_01300	RpsH	BSU_01170	RplD	experimental	string-db
BSU_01300	RpsH	BSU_01320	RplR	experimental	string-db
BSU_01300	RpsH	BSU_24900	RpmGA	experimental	string-db
BSU_01300	RpsH	BSU_23880	MifM	experimental	string-db
BSU_01300	RpsH	BSU_15980	Ffh	experimental	string-db
BSU_01300	RpsH	BSU_01270	RplX	experimental	string-db
BSU_01300	RpsH	BSU_15990	RpsP	experimental	string-db
BSU_01300	RpsH	BSU_40890	RpsR	experimental	string-db
BSU_01300	RpsH	BSU_25410	RpsU	experimental	string-db
BSU_01300	RpsH	BSU_27940	RpmA	experimental	string-db
BSU_01300	RpsH	BSU_16040	RplS	experimental	string-db
BSU_01300	RpsH	BSU_01280	RplE	experimental	string-db
BSU_01300	RpsH	BSU_01110	RpsG	experimental	string-db
BSU_01300	RpsH	BSU_01250	RpsQ	experimental	string-db
BSU_01300	RpsH	BSU_01330	RpsE	experimental	string-db
BSU_01300	RpsH	BSU_00630	YabR	database	string-db
BSU_01300	RpsH	BSU_01490	RplM	experimental	string-db
BSU_01300	RpsH	BSU_27960	RplU	experimental	string-db
BSU_01300	RpsH	BSU_01260	RplNA	experimental	string-db
BSU_01300	RpsH	BSU_40500	RplI	experimental	string-db
BSU_01300	RpsH	BSU_15820	RpmB	experimental	string-db
BSU_01300	RpsH	BSU_01020	RplK	experimental	string-db
BSU_01300	RpsH	BSU_28580	MutSB	experimental	string-db
BSU_01300	RpsH	BSU_25550	RpsT	experimental	string-db
BSU_01300	RpsH	BSU_27600	Rsh	experimental	string-db
BSU_01300	RpsH	BSU_01210	RplV	experimental	string-db
BSU_01300	RpsH	BSU_01190	RplB	experimental	string-db
BSU_01300	RpsH	BSU_01340	RpmD	experimental	string-db
BSU_01300	RpsH	BSU_16490	RpsB	experimental	string-db
BSU_01300	RpsH	BSU_22880	RpfA	database	string-db
BSU_01300	RpsH	BSU_01200	RpsS	experimental	string-db
BSU_01300	RpsH	BSU_05610	VmlR	experimental	string-db
BSU_01300	RpsH	BSU_01420	RpsK	experimental	string-db
BSU_01310	RplF	BSU_15820	RpmB	experimental	string-db
BSU_01310	RplF	BSU_40500	RplI	experimental	string-db
BSU_01310	RplF	BSU_27960	RplU	experimental	string-db
BSU_01310	RplF	BSU_16050	RbgA	experimental	string-db
BSU_01310	RplF	BSU_01420	RpsK	experimental	string-db
BSU_01310	RplF	BSU_05610	VmlR	experimental	string-db
BSU_01310	RplF	BSU_01340	RpmD	experimental	string-db
BSU_01310	RplF	BSU_00950	MrnC	experimental	string-db
BSU_01310	RplF	BSU_27600	Rsh	experimental	string-db
BSU_01310	RplF	BSU_01020	RplK	experimental	string-db
BSU_01310	RplF	BSU_28580	MutSB	experimental	string-db
BSU_01310	RplF	BSU_01290	RpsNA	experimental	string-db
BSU_01310	RplF	BSU_01220	RpsC	experimental	string-db
BSU_01310	RplF	BSU_28860	RpmI	experimental	string-db
BSU_01310	RplF	BSU_01230	RplP	experimental	string-db
BSU_01310	RplF	BSU_01100	RpsL	experimental	string-db
BSU_01310	RplF	BSU_01150	RpsJ	experimental	string-db
BSU_01310	RplF	BSU_00590	HslR	experimental	string-db
BSU_01310	RplF	BSU_37070	RpmEA	experimental	string-db
BSU_01310	RplF	BSU_28850	RplT	experimental	string-db
BSU_01310	RplF	BSU_01410	RpsM	experimental	string-db
BSU_01310	RplF	BSU_01280	RplE	experimental	string-db
BSU_01310	RplF	BSU_15990	RpsP	experimental	string-db
BSU_01310	RplF	BSU_40890	RpsR	experimental	string-db
BSU_01310	RplF	BSU_15980	Ffh	experimental	string-db
BSU_01310	RplF	BSU_01270	RplX	experimental	string-db
BSU_01310	RplF	BSU_01170	RplD	experimental	string-db
BSU_01310	RplF	BSU_01320	RplR	experimental	string-db
BSU_01310	RplF	BSU_01040	RplJ	experimental	string-db
BSU_01310	RplF	BSU_16680	RpsO	experimental	string-db
BSU_01310	RplF	BSU_15080	RpmF	experimental	string-db
BSU_01310	RplF	BSU_01300	RpsH	experimental	string-db
BSU_01310	RplF	BSU_41060	RpmH	experimental	string-db
BSU_01310	RplF	BSU_28190	YsxC	experimental	string-db
BSU_01310	RplF	BSU_40910	RpsF	experimental	string-db
BSU_01310	RplF	BSU_01490	RplM	experimental	string-db
BSU_01310	RplF	BSU_01260	RplNA	experimental	string-db
BSU_01310	RplF	BSU_01330	RpsE	experimental	string-db
BSU_01310	RplF	BSU_01110	RpsG	experimental	string-db
BSU_01310	RplF	BSU_01250	RpsQ	experimental	string-db
BSU_01310	RplF	BSU_01200	RpsS	experimental	string-db
BSU_01310	RplF	BSU_16490	RpsB	experimental	string-db
BSU_01310	RplF	BSU_01190	RplB	experimental	string-db
BSU_01310	RplF	BSU_01210	RplV	experimental	string-db
BSU_01310	RplF	BSU_25550	RpsT	experimental	string-db
BSU_01310	RplF	BSU_15640	YloA	experimental	string-db
BSU_01310	RplF	BSU_01240	RpmC	experimental	string-db
BSU_01310	RplF	BSU_01350	RplO	experimental	string-db
BSU_01310	RplF	BSU_01160	RplC	experimental	string-db
BSU_01310	RplF	BSU_01400	RpmJ	experimental	string-db
BSU_01310	RplF	BSU_29660	RpsD	experimental	string-db
BSU_01310	RplF	BSU_01030	RplA	experimental	string-db
BSU_01310	RplF	BSU_01440	RplQ	experimental	string-db
BSU_01310	RplF	BSU_27940	RpmA	experimental	string-db
BSU_01310	RplF	BSU_16040	RplS	experimental	string-db
BSU_01310	RplF	BSU_25410	RpsU	experimental	string-db
BSU_01310	RplF	BSU_23880	MifM	experimental	string-db
BSU_01310	RplF	BSU_24900	RpmGA	experimental	string-db
BSU_01310	RplF	BSU_01180	RplW	experimental	string-db
BSU_01310	RplF	BSU_01500	RpsI	experimental	string-db
BSU_01310	RplF	BSU_35310	Hpf	experimental	string-db
BSU_01320	RplR	BSU_01240	RpmC	experimental	string-db
BSU_01320	RplR	BSU_01230	RplP	experimental	string-db
BSU_01320	RplR	BSU_28860	RpmI	experimental	string-db
BSU_01320	RplR	BSU_01290	RpsNA	experimental	string-db
BSU_01320	RplR	BSU_15640	YloA	experimental	string-db
BSU_01320	RplR	BSU_01220	RpsC	experimental	string-db
BSU_01320	RplR	BSU_01160	RplC	experimental	string-db
BSU_01320	RplR	BSU_01100	RpsL	experimental	string-db
BSU_01320	RplR	BSU_01350	RplO	experimental	string-db
BSU_01320	RplR	BSU_01310	RplF	experimental	string-db
BSU_01320	RplR	BSU_29660	RpsD	experimental	string-db
BSU_01320	RplR	BSU_01150	RpsJ	experimental	string-db
BSU_01320	RplR	BSU_01400	RpmJ	experimental	string-db
BSU_01320	RplR	BSU_00590	HslR	experimental	string-db
BSU_01320	RplR	BSU_28850	RplT	experimental	string-db
BSU_01320	RplR	BSU_01440	RplQ	experimental	string-db
BSU_01320	RplR	BSU_37070	RpmEA	experimental	string-db
BSU_01320	RplR	BSU_01030	RplA	experimental	string-db
BSU_01320	RplR	BSU_01410	RpsM	experimental	string-db
BSU_01320	RplR	BSU_01280	RplE	experimental	string-db
BSU_01320	RplR	BSU_16040	RplS	experimental	string-db
BSU_01320	RplR	BSU_27940	RpmA	experimental	string-db
BSU_01320	RplR	BSU_25410	RpsU	experimental	string-db
BSU_01320	RplR	BSU_40890	RpsR	experimental	string-db
BSU_01320	RplR	BSU_15990	RpsP	experimental	string-db
BSU_01320	RplR	BSU_01270	RplX	experimental	string-db
BSU_01320	RplR	BSU_15980	Ffh	experimental	string-db
BSU_01320	RplR	BSU_23880	MifM	experimental	string-db
BSU_01320	RplR	BSU_24900	RpmGA	experimental	string-db
BSU_01320	RplR	BSU_01170	RplD	experimental	string-db
BSU_01320	RplR	BSU_01180	RplW	experimental	string-db
BSU_01320	RplR	BSU_01040	RplJ	experimental	string-db
BSU_01320	RplR	BSU_16680	RpsO	experimental	string-db
BSU_01320	RplR	BSU_15080	RpmF	experimental	string-db
BSU_01320	RplR	BSU_01300	RpsH	experimental	string-db
BSU_01320	RplR	BSU_41060	RpmH	experimental	string-db
BSU_01320	RplR	BSU_35310	Hpf	experimental	string-db
BSU_01320	RplR	BSU_40910	RpsF	experimental	string-db
BSU_01320	RplR	BSU_01500	RpsI	experimental	string-db
BSU_01320	RplR	BSU_15820	RpmB	experimental	string-db
BSU_01320	RplR	BSU_40500	RplI	experimental	string-db
BSU_01320	RplR	BSU_01260	RplNA	experimental	string-db
BSU_01320	RplR	BSU_27960	RplU	experimental	string-db
BSU_01320	RplR	BSU_01490	RplM	experimental	string-db
