regulator_locus	regulator_name	mode	gene_locus	gene_name	link
BSU_33221	yvrHb	activation	BSU_38520	dltC	224308.BSU33221/224308.BSU38520
BSU_33221	yvrHb	activation	BSU_38530	dltD	224308.BSU33221/224308.BSU38530
BSU_24220	spo0A	repression	BSU_38510	dltB	224308.BSU24220/224308.BSU38510
BSU_24220	spo0A	repression	BSU_38540	dltE	224308.BSU24220/224308.BSU38540
BSU_24220	spo0A	repression	BSU_38499	dltX	224308.BSU24220/224308.BSU38499
BSU_24220	spo0A	repression	BSU_38500	dltA	224308.BSU24220/224308.BSU38500
BSU_24220	spo0A	repression	BSU_38520	dltC	224308.BSU24220/224308.BSU38520
BSU_24220	spo0A	repression	BSU_38530	dltD	224308.BSU24220/224308.BSU38530
BSU_16470	sigD	sigma factor	BSU_38510	dltB	224308.BSU16470/224308.BSU38510
BSU_16470	sigD	sigma factor	BSU_38540	dltE	224308.BSU16470/224308.BSU38540
BSU_16470	sigD	sigma factor	BSU_38499	dltX	224308.BSU16470/224308.BSU38499
BSU_16470	sigD	sigma factor	BSU_38500	dltA	224308.BSU16470/224308.BSU38500
BSU_16470	sigD	sigma factor	BSU_38520	dltC	224308.BSU16470/224308.BSU38520
BSU_16470	sigD	sigma factor	BSU_38530	dltD	224308.BSU16470/224308.BSU38530
BSU_09520	sigM	sigma factor	BSU_38510	dltB	224308.BSU09520/224308.BSU38510
BSU_09520	sigM	sigma factor	BSU_38540	dltE	224308.BSU09520/224308.BSU38540
BSU_09520	sigM	sigma factor	BSU_38499	dltX	224308.BSU09520/224308.BSU38499
BSU_09520	sigM	sigma factor	BSU_38500	dltA	224308.BSU09520/224308.BSU38500
BSU_09520	sigM	sigma factor	BSU_38520	dltC	224308.BSU09520/224308.BSU38520
BSU_09520	sigM	sigma factor	BSU_38530	dltD	224308.BSU09520/224308.BSU38530
BSU_23100	sigX	sigma factor	BSU_38510	dltB	224308.BSU23100/224308.BSU38510
BSU_23100	sigX	sigma factor	BSU_38540	dltE	224308.BSU23100/224308.BSU38540
BSU_23100	sigX	sigma factor	BSU_38499	dltX	224308.BSU23100/224308.BSU38499
BSU_23100	sigX	sigma factor	BSU_38500	dltA	224308.BSU23100/224308.BSU38500
BSU_23100	sigX	sigma factor	BSU_38520	dltC	224308.BSU23100/224308.BSU38520
BSU_23100	sigX	sigma factor	BSU_38530	dltD	224308.BSU23100/224308.BSU38530
BSU_27120	sigV	sigma factor	BSU_38510	dltB	224308.BSU27120/224308.BSU38510
BSU_27120	sigV	sigma factor	BSU_38540	dltE	224308.BSU27120/224308.BSU38540
BSU_27120	sigV	sigma factor	BSU_38499	dltX	224308.BSU27120/224308.BSU38499
BSU_27120	sigV	sigma factor	BSU_38500	dltA	224308.BSU27120/224308.BSU38500
BSU_27120	sigV	sigma factor	BSU_38520	dltC	224308.BSU27120/224308.BSU38520
BSU_27120	sigV	sigma factor	BSU_38530	dltD	224308.BSU27120/224308.BSU38530
NA	stringent response	negative regulation	BSU_38510	dltB	224308.NA/224308.BSU38510
NA	stringent response	negative regulation	BSU_38540	dltE	224308.NA/224308.BSU38540
NA	stringent response	negative regulation	BSU_38499	dltX	224308.NA/224308.BSU38499
NA	stringent response	negative regulation	BSU_38500	dltA	224308.NA/224308.BSU38500
NA	stringent response	negative regulation	BSU_38520	dltC	224308.NA/224308.BSU38520
NA	stringent response	negative regulation	BSU_38530	dltD	224308.NA/224308.BSU38530
BSU_00370	abrB	repression	BSU_15960	sivC	224308.BSU00370/224308.BSU15960
BSU_16470	sigD	sigma factor	BSU_15960	sivC	224308.BSU16470/224308.BSU15960
BSU_36420	spoIIID	repression	BSU_27970	spoIVFB	224308.BSU36420/224308.BSU27970
BSU_36420	spoIIID	repression	BSU_27980	spoIVFA	224308.BSU36420/224308.BSU27980
BSU_15320	sigE	sigma factor	BSU_27970	spoIVFB	224308.BSU15320/224308.BSU27970
BSU_15320	sigE	sigma factor	BSU_27980	spoIVFA	224308.BSU15320/224308.BSU27980
BSU_25200	sigA	sigma factor	BSU_19900	yotF	224308.BSU25200/224308.BSU19900
BSU_25200	sigA	sigma factor	BSU_19830	yotM	224308.BSU25200/224308.BSU19830
BSU_25200	sigA	sigma factor	BSU_19850	yotK	224308.BSU25200/224308.BSU19850
BSU_25200	sigA	sigma factor	BSU_19820	sprB	224308.BSU25200/224308.BSU19820
BSU_25200	sigA	sigma factor	BSU_19920	yotD	224308.BSU25200/224308.BSU19920
BSU_25200	sigA	sigma factor	BSU_19880	yotH	224308.BSU25200/224308.BSU19880
BSU_25200	sigA	sigma factor	BSU_19910	yotE	224308.BSU25200/224308.BSU19910
BSU_25200	sigA	sigma factor	BSU_19930	yotC	224308.BSU25200/224308.BSU19930
BSU_25200	sigA	sigma factor	BSU_19870	yotI	224308.BSU25200/224308.BSU19870
BSU_25200	sigA	sigma factor	BSU_19970	yosX	224308.BSU25200/224308.BSU19970
BSU_25200	sigA	sigma factor	BSU_19940	yotB	224308.BSU25200/224308.BSU19940
BSU_25200	sigA	sigma factor	BSU_19860	yotJ	224308.BSU25200/224308.BSU19860
BSU_25200	sigA	sigma factor	BSU_19890	yotG	224308.BSU25200/224308.BSU19890
BSU_33520	csoR	repression	BSU_19900	yotF	224308.BSU33520/224308.BSU19900
BSU_33520	csoR	repression	BSU_19830	yotM	224308.BSU33520/224308.BSU19830
BSU_33520	csoR	repression	BSU_19850	yotK	224308.BSU33520/224308.BSU19850
BSU_33520	csoR	repression	BSU_19820	sprB	224308.BSU33520/224308.BSU19820
BSU_33520	csoR	repression	BSU_19920	yotD	224308.BSU33520/224308.BSU19920
BSU_33520	csoR	repression	BSU_19880	yotH	224308.BSU33520/224308.BSU19880
BSU_33520	csoR	repression	BSU_19910	yotE	224308.BSU33520/224308.BSU19910
BSU_33520	csoR	repression	BSU_19930	yotC	224308.BSU33520/224308.BSU19930
BSU_33520	csoR	repression	BSU_19870	yotI	224308.BSU33520/224308.BSU19870
BSU_33520	csoR	repression	BSU_19970	yosX	224308.BSU33520/224308.BSU19970
BSU_33520	csoR	repression	BSU_19940	yotB	224308.BSU33520/224308.BSU19940
BSU_33520	csoR	repression	BSU_19860	yotJ	224308.BSU33520/224308.BSU19860
BSU_33520	csoR	repression	BSU_19890	yotG	224308.BSU33520/224308.BSU19890
BSU_15320	sigE	sigma factor	BSU_19900	yotF	224308.BSU15320/224308.BSU19900
BSU_15320	sigE	sigma factor	BSU_19830	yotM	224308.BSU15320/224308.BSU19830
BSU_15320	sigE	sigma factor	BSU_19850	yotK	224308.BSU15320/224308.BSU19850
BSU_15320	sigE	sigma factor	BSU_19820	sprB	224308.BSU15320/224308.BSU19820
BSU_15320	sigE	sigma factor	BSU_19920	yotD	224308.BSU15320/224308.BSU19920
BSU_15320	sigE	sigma factor	BSU_19880	yotH	224308.BSU15320/224308.BSU19880
BSU_15320	sigE	sigma factor	BSU_19910	yotE	224308.BSU15320/224308.BSU19910
BSU_15320	sigE	sigma factor	BSU_19930	yotC	224308.BSU15320/224308.BSU19930
BSU_15320	sigE	sigma factor	BSU_19870	yotI	224308.BSU15320/224308.BSU19870
BSU_15320	sigE	sigma factor	BSU_19970	yosX	224308.BSU15320/224308.BSU19970
BSU_15320	sigE	sigma factor	BSU_19940	yotB	224308.BSU15320/224308.BSU19940
BSU_15320	sigE	sigma factor	BSU_19860	yotJ	224308.BSU15320/224308.BSU19860
BSU_15320	sigE	sigma factor	BSU_19890	yotG	224308.BSU15320/224308.BSU19890
BSU_25760	sigK	sigma factor	BSU_19900	yotF	224308.BSU25760/224308.BSU19900
BSU_25760	sigK	sigma factor	BSU_19830	yotM	224308.BSU25760/224308.BSU19830
BSU_25760	sigK	sigma factor	BSU_19850	yotK	224308.BSU25760/224308.BSU19850
BSU_25760	sigK	sigma factor	BSU_19820	sprB	224308.BSU25760/224308.BSU19820
BSU_25760	sigK	sigma factor	BSU_19920	yotD	224308.BSU25760/224308.BSU19920
BSU_25760	sigK	sigma factor	BSU_19880	yotH	224308.BSU25760/224308.BSU19880
BSU_25760	sigK	sigma factor	BSU_19910	yotE	224308.BSU25760/224308.BSU19910
BSU_25760	sigK	sigma factor	BSU_19930	yotC	224308.BSU25760/224308.BSU19930
BSU_25760	sigK	sigma factor	BSU_19870	yotI	224308.BSU25760/224308.BSU19870
BSU_25760	sigK	sigma factor	BSU_19970	yosX	224308.BSU25760/224308.BSU19970
BSU_25760	sigK	sigma factor	BSU_19940	yotB	224308.BSU25760/224308.BSU19940
BSU_25760	sigK	sigma factor	BSU_19860	yotJ	224308.BSU25760/224308.BSU19860
BSU_25760	sigK	sigma factor	BSU_19890	yotG	224308.BSU25760/224308.BSU19890
BSU_24220	spo0A	repression	BSU_35510	yvyE	224308.BSU24220/224308.BSU35510
BSU_24220	spo0A	repression	BSU_35520	tagV	224308.BSU24220/224308.BSU35520
BSU_36420	spoIIID	activation	BSU_14250	yknT	224308.BSU36420/224308.BSU14250
BSU_15320	sigE	sigma factor	BSU_14250	yknT	224308.BSU15320/224308.BSU14250
BSU_18460	gltC	auto-repression	BSU_18460	gltC	224308.BSU18460/224308.BSU18460
BSU_25200	sigA	sigma factor	BSU_18460	gltC	224308.BSU25200/224308.BSU18460
BSU_00370	abrB	repression	BSU_13640	spo0E	224308.BSU00370/224308.BSU13640
BSU_14240	rok	repression	BSU_13640	spo0E	224308.BSU14240/224308.BSU13640
BSU_25200	sigA	sigma factor	BSU_13640	spo0E	224308.BSU25200/224308.BSU13640
BSU_04730	sigB	sigma factor	BSU_13640	spo0E	224308.BSU04730/224308.BSU13640
BSU_24520	mntR	repression	BSU_04360	mntH	224308.BSU24520/224308.BSU04360
BSU_24220	spo0A	activation	BSU_17900	sirA	224308.BSU24220/224308.BSU17900
BSU_24220	spo0A	activation	BSU_17910	yneF	224308.BSU24220/224308.BSU17910
BSU_27120	sigV	sigma factor	BSU_27120	sigV	224308.BSU27120/224308.BSU27120
BSU_27120	sigV	sigma factor	BSU_27140	oatA	224308.BSU27120/224308.BSU27140
BSU_27120	sigV	sigma factor	BSU_27130	rsiV	224308.BSU27120/224308.BSU27130
BSU_27120	sigV	sigma factor	BSU_27150	yrhK	224308.BSU27120/224308.BSU27150
BSU_25200	sigA	sigma factor	BSU_03220	putP	224308.BSU25200/224308.BSU03220
BSU_16470	sigD	sigma factor	BSU_13950	mcpC	224308.BSU16470/224308.BSU13950
BSU_09520	sigM	sigma factor	BSU_21920	ugtP	224308.BSU09520/224308.BSU21920
BSU_13310	tnrA	repression	BSU_33460	yvgT	224308.BSU13310/224308.BSU33460
BSU_25200	sigA	sigma factor	BSU_16780	rnjB	224308.BSU25200/224308.BSU16780
BSU_17850	lexA	repression	BSU_21520	yolC	224308.BSU17850/224308.BSU21520
BSU_00370	abrB	repression	BSU_21520	yolC	224308.BSU00370/224308.BSU21520
BSU_23520	fur	repression	BSU_38260	efeB	224308.BSU23520/224308.BSU38260
BSU_23520	fur	repression	BSU_38280	efeU	224308.BSU23520/224308.BSU38280
BSU_23520	fur	repression	BSU_38270	efeO	224308.BSU23520/224308.BSU38270
BSU_25200	sigA	sigma factor	BSU_38260	efeB	224308.BSU25200/224308.BSU38260
BSU_25200	sigA	sigma factor	BSU_38280	efeU	224308.BSU25200/224308.BSU38280
BSU_25200	sigA	sigma factor	BSU_38270	efeO	224308.BSU25200/224308.BSU38270
BSU_24220	spo0A	repression	BSU_24220	spo0A	224308.BSU24220/224308.BSU24220
BSU_25200	sigA	sigma factor	BSU_24220	spo0A	224308.BSU25200/224308.BSU24220
BSU_00980	sigH	sigma factor	BSU_24220	spo0A	224308.BSU00980/224308.BSU24220
BSU_16470	sigD	sigma factor	BSU_11940	yjcP	224308.BSU16470/224308.BSU11940
BSU_16470	sigD	sigma factor	BSU_11950	yjcQ	224308.BSU16470/224308.BSU11950
BSU_24220	spo0A	repression	BSU_40970	parA	224308.BSU24220/224308.BSU40970
BSU_24220	spo0A	repression	BSU_40960	parB	224308.BSU24220/224308.BSU40960
BSU_09520	sigM	sigma factor	BSU_00670	tilS	224308.BSU09520/224308.BSU00670
BSU_09520	sigM	sigma factor	BSU_00690	ftsH	224308.BSU09520/224308.BSU00690
BSU_09520	sigM	sigma factor	BSU_00680	hprT	224308.BSU09520/224308.BSU00680
BSU_00670	tilS	activation	BSU_00670	tilS	224308.BSU00670/224308.BSU00670
BSU_00670	tilS	activation	BSU_00690	ftsH	224308.BSU00670/224308.BSU00690
BSU_00670	tilS	activation	BSU_00680	hprT	224308.BSU00670/224308.BSU00680
BSU_25200	sigA	sigma factor	BSU_00670	tilS	224308.BSU25200/224308.BSU00670
BSU_25200	sigA	sigma factor	BSU_00690	ftsH	224308.BSU25200/224308.BSU00690
BSU_25200	sigA	sigma factor	BSU_00680	hprT	224308.BSU25200/224308.BSU00680
BSU_00680	hprT	activation	BSU_00670	tilS	224308.BSU00680/224308.BSU00670
BSU_00680	hprT	activation	BSU_00690	ftsH	224308.BSU00680/224308.BSU00690
BSU_00680	hprT	activation	BSU_00680	hprT	224308.BSU00680/224308.BSU00680
BSU_28410	gerE	activation	BSU_04110	lipC	224308.BSU28410/224308.BSU04110
BSU_25760	sigK	sigma factor	BSU_04110	lipC	224308.BSU25760/224308.BSU04110
BSU_40540	hypR	activation	BSU_40540	hypR	224308.BSU40540/224308.BSU40540
BSU_28410	gerE	repression	BSU_31270	tgl	224308.BSU28410/224308.BSU31270
BSU_25760	sigK	sigma factor	BSU_31270	tgl	224308.BSU25760/224308.BSU31270
BSU_15320	sigE	sigma factor	BSU_31270	tgl	224308.BSU15320/224308.BSU31270
BSU_36110	chrS	repression	BSU_36130	ywrA	224308.BSU36110/224308.BSU36130
BSU_36110	chrS	repression	BSU_36110	chrS	224308.BSU36110/224308.BSU36110
BSU_36110	chrS	repression	BSU_36120	ywrB	224308.BSU36110/224308.BSU36120
BSU_25200	sigA	sigma factor	BSU_36130	ywrA	224308.BSU25200/224308.BSU36130
BSU_25200	sigA	sigma factor	BSU_36110	chrS	224308.BSU25200/224308.BSU36110
BSU_25200	sigA	sigma factor	BSU_36120	ywrB	224308.BSU25200/224308.BSU36120
BSU_00370	abrB	repression	BSU_02700	lip	224308.BSU00370/224308.BSU02700
BSU_04730	sigB	sigma factor	BSU_30650	dps	224308.BSU04730/224308.BSU30650
BSU_25200	sigA	sigma factor	BSU_29660	rpsD	224308.BSU25200/224308.BSU29660
NA	stringent response	negative regulation	BSU_29660	rpsD	224308.NA/224308.BSU29660
BSU_27890	nadR	repression	BSU_27860	nadC	224308.BSU27890/224308.BSU27860
BSU_27890	nadR	repression	BSU_27870	nadB	224308.BSU27890/224308.BSU27870
BSU_27890	nadR	repression	BSU_27850	nadA	224308.BSU27890/224308.BSU27850
BSU_25200	sigA	sigma factor	BSU_27860	nadC	224308.BSU25200/224308.BSU27860
BSU_25200	sigA	sigma factor	BSU_27870	nadB	224308.BSU25200/224308.BSU27870
BSU_25200	sigA	sigma factor	BSU_27850	nadA	224308.BSU25200/224308.BSU27850
BSU_29740	ccpA	repression	BSU_27030	sacC	224308.BSU29740/224308.BSU27030
BSU_29740	ccpA	repression	BSU_27070	levD	224308.BSU29740/224308.BSU27070
BSU_29740	ccpA	repression	BSU_27050	levF	224308.BSU29740/224308.BSU27050
BSU_29740	ccpA	repression	BSU_27060	levE	224308.BSU29740/224308.BSU27060
BSU_29740	ccpA	repression	BSU_27040	levG	224308.BSU29740/224308.BSU27040
BSU_27080	levR	activation	BSU_27030	sacC	224308.BSU27080/224308.BSU27030
BSU_27080	levR	activation	BSU_27070	levD	224308.BSU27080/224308.BSU27070
BSU_27080	levR	activation	BSU_27050	levF	224308.BSU27080/224308.BSU27050
BSU_27080	levR	activation	BSU_27060	levE	224308.BSU27080/224308.BSU27060
BSU_27080	levR	activation	BSU_27040	levG	224308.BSU27080/224308.BSU27040
BSU_34200	sigL	sigma factor	BSU_27030	sacC	224308.BSU34200/224308.BSU27030
BSU_34200	sigL	sigma factor	BSU_27070	levD	224308.BSU34200/224308.BSU27070
BSU_34200	sigL	sigma factor	BSU_27050	levF	224308.BSU34200/224308.BSU27050
BSU_34200	sigL	sigma factor	BSU_27060	levE	224308.BSU34200/224308.BSU27060
BSU_34200	sigL	sigma factor	BSU_27040	levG	224308.BSU34200/224308.BSU27040
BSU_16470	sigD	sigma factor	BSU_10380	hemAT	224308.BSU16470/224308.BSU10380
BSU_30460	ytrA	repression	BSU_36500	ywoB	224308.BSU30460/224308.BSU36500
BSU_30460	ytrA	repression	BSU_36480	ywoD	224308.BSU30460/224308.BSU36480
BSU_30460	ytrA	repression	BSU_36490	ywoC	224308.BSU30460/224308.BSU36490
BSU_25200	sigA	sigma factor	BSU_36500	ywoB	224308.BSU25200/224308.BSU36500
BSU_25200	sigA	sigma factor	BSU_36480	ywoD	224308.BSU25200/224308.BSU36480
BSU_25200	sigA	sigma factor	BSU_36490	ywoC	224308.BSU25200/224308.BSU36490
BSU_29740	ccpA	repression	BSU_08090	acoL	224308.BSU29740/224308.BSU08090
BSU_29740	ccpA	repression	BSU_08070	acoB	224308.BSU29740/224308.BSU08070
BSU_29740	ccpA	repression	BSU_08060	acoA	224308.BSU29740/224308.BSU08060
BSU_29740	ccpA	repression	BSU_08080	acoC	224308.BSU29740/224308.BSU08080
BSU_08100	acoR	activation	BSU_08090	acoL	224308.BSU08100/224308.BSU08090
BSU_08100	acoR	activation	BSU_08070	acoB	224308.BSU08100/224308.BSU08070
BSU_08100	acoR	activation	BSU_08060	acoA	224308.BSU08100/224308.BSU08060
BSU_08100	acoR	activation	BSU_08080	acoC	224308.BSU08100/224308.BSU08080
BSU_37310	fnr	indirect positive regulation	BSU_08090	acoL	224308.BSU37310/224308.BSU08090
BSU_37310	fnr	indirect positive regulation	BSU_08070	acoB	224308.BSU37310/224308.BSU08070
BSU_37310	fnr	indirect positive regulation	BSU_08060	acoA	224308.BSU37310/224308.BSU08060
BSU_37310	fnr	indirect positive regulation	BSU_08080	acoC	224308.BSU37310/224308.BSU08080
BSU_34200	sigL	sigma factor	BSU_08090	acoL	224308.BSU34200/224308.BSU08090
BSU_34200	sigL	sigma factor	BSU_08070	acoB	224308.BSU34200/224308.BSU08070
BSU_34200	sigL	sigma factor	BSU_08060	acoA	224308.BSU34200/224308.BSU08060
BSU_34200	sigL	sigma factor	BSU_08080	acoC	224308.BSU34200/224308.BSU08080
BSU_00370	abrB	repression	BSU_25220	antE	224308.BSU00370/224308.BSU25220
BSU_25200	sigA	sigma factor	BSU_25220	antE	224308.BSU25200/224308.BSU25220
BSU_15880	fapR	repression	BSU_15920	acpA	224308.BSU15880/224308.BSU15920
BSU_25200	sigA	sigma factor	BSU_15920	acpA	224308.BSU25200/224308.BSU15920
BSU_01730	sigW	sigma factor	BSU_34430	racX	224308.BSU01730/224308.BSU34430
BSU_01730	sigW	sigma factor	BSU_34440	pbpE	224308.BSU01730/224308.BSU34440
BSU_23450	sigF	sigma factor	BSU_09140	yhcM	224308.BSU23450/224308.BSU09140
BSU_15330	sigG	sigma factor	BSU_09140	yhcM	224308.BSU15330/224308.BSU09140
BSU_04730	sigB	sigma factor	BSU_09140	yhcM	224308.BSU04730/224308.BSU09140
BSU_17850	lexA	repression	BSU_16940	recA	224308.BSU17850/224308.BSU16940
BSU_10420	comK	activation	BSU_16940	recA	224308.BSU10420/224308.BSU16940
BSU_25200	sigA	sigma factor	BSU_16940	recA	224308.BSU25200/224308.BSU16940
BSU_25760	sigK	sigma factor	BSU_30850	ytdA	224308.BSU25760/224308.BSU30850
BSU_01730	sigW	sigma factor	BSU_12420	yjoB	224308.BSU01730/224308.BSU12420
BSU_29740	ccpA	repression	BSU_07560	pel	224308.BSU29740/224308.BSU07560
BSU_13310	tnrA	repression	BSU_07560	pel	224308.BSU13310/224308.BSU07560
BSU_31680	comA	activation	BSU_07560	pel	224308.BSU31680/224308.BSU07560
BSU_04730	sigB	sigma factor	BSU_40570	yybO	224308.BSU04730/224308.BSU40570
BSU_16170	codY	repression	BSU_03790	thrD	224308.BSU16170/224308.BSU03790
BSU_27910	thrR	repression	BSU_03790	thrD	224308.BSU27910/224308.BSU03790
BSU_25100	zur	repression	BSU_03360	zagA	224308.BSU25100/224308.BSU03360
BSU_25100	zur	repression	BSU_03359	yczL	224308.BSU25100/224308.BSU03359
BSU_25200	sigA	sigma factor	BSU_03360	zagA	224308.BSU25200/224308.BSU03360
BSU_25200	sigA	sigma factor	BSU_03359	yczL	224308.BSU25200/224308.BSU03359
BSU_24220	spo0A	activation	BSU_22270	yppE	224308.BSU24220/224308.BSU22270
BSU_24220	spo0A	activation	BSU_22280	yppD	224308.BSU24220/224308.BSU22280
BSU_27520	cymR	repression	BSU_39520	yxeK	224308.BSU27520/224308.BSU39520
BSU_27520	cymR	repression	BSU_39460	yxeQ	224308.BSU27520/224308.BSU39460
BSU_27520	cymR	repression	BSU_39470	sndB	224308.BSU27520/224308.BSU39470
BSU_27520	cymR	repression	BSU_39500	yxeM	224308.BSU27520/224308.BSU39500
BSU_27520	cymR	repression	BSU_39510	snaB	224308.BSU27520/224308.BSU39510
BSU_27520	cymR	repression	BSU_39480	yxeO	224308.BSU27520/224308.BSU39480
BSU_27520	cymR	repression	BSU_39490	yxeN	224308.BSU27520/224308.BSU39490
BSU_25200	sigA	sigma factor	BSU_39520	yxeK	224308.BSU25200/224308.BSU39520
BSU_25200	sigA	sigma factor	BSU_39460	yxeQ	224308.BSU25200/224308.BSU39460
BSU_25200	sigA	sigma factor	BSU_39470	sndB	224308.BSU25200/224308.BSU39470
BSU_25200	sigA	sigma factor	BSU_39500	yxeM	224308.BSU25200/224308.BSU39500
BSU_25200	sigA	sigma factor	BSU_39510	snaB	224308.BSU25200/224308.BSU39510
BSU_25200	sigA	sigma factor	BSU_39480	yxeO	224308.BSU25200/224308.BSU39480
BSU_25200	sigA	sigma factor	BSU_39490	yxeN	224308.BSU25200/224308.BSU39490
BSU_24220	spo0A	repression	BSU_15400	ylmG	224308.BSU24220/224308.BSU15400
BSU_24220	spo0A	repression	BSU_15380	ylmE	224308.BSU24220/224308.BSU15380
BSU_24220	spo0A	repression	BSU_15410	ylmH	224308.BSU24220/224308.BSU15410
BSU_24220	spo0A	repression	BSU_15390	sepF	224308.BSU24220/224308.BSU15390
BSU_24220	spo0A	repression	BSU_15370	ylmD	224308.BSU24220/224308.BSU15370
BSU_15330	sigG	sigma factor	BSU_26990	yraD	224308.BSU15330/224308.BSU26990
BSU_15330	sigG	sigma factor	BSU_26980	yraE	224308.BSU15330/224308.BSU26980
BSU_15330	sigG	sigma factor	BSU_26960	yraF	224308.BSU15330/224308.BSU26960
BSU_15330	sigG	sigma factor	BSU_26950	yraG	224308.BSU15330/224308.BSU26950
BSU_15330	sigG	sigma factor	BSU_26970	adhB	224308.BSU15330/224308.BSU26970
BSU_23590	ansR	repression	BSU_23550	mleA	224308.BSU23590/224308.BSU23550
BSU_23590	ansR	repression	BSU_23560	mleN	224308.BSU23590/224308.BSU23560
BSU_29740	ccpA	repression	BSU_23550	mleA	224308.BSU29740/224308.BSU23550
BSU_29740	ccpA	repression	BSU_23560	mleN	224308.BSU29740/224308.BSU23560
BSU_25200	sigA	sigma factor	BSU_23550	mleA	224308.BSU25200/224308.BSU23550
BSU_25200	sigA	sigma factor	BSU_23560	mleN	224308.BSU25200/224308.BSU23560
BSU_40410	walR	activation	BSU_14470	mreBH	224308.BSU40410/224308.BSU14470
BSU_40410	walR	activation	BSU_14460	ykpC	224308.BSU40410/224308.BSU14460
BSU_13450	sigI	sigma factor	BSU_14470	mreBH	224308.BSU13450/224308.BSU14470
BSU_13450	sigI	sigma factor	BSU_14460	ykpC	224308.BSU13450/224308.BSU14460
BSU_02370	gamR	repression	BSU_02350	gamP	224308.BSU02370/224308.BSU02350
BSU_02370	gamR	repression	BSU_02360	gamA	224308.BSU02370/224308.BSU02360
BSU_25200	sigA	sigma factor	BSU_02350	gamP	224308.BSU25200/224308.BSU02350
BSU_25200	sigA	sigma factor	BSU_02360	gamA	224308.BSU25200/224308.BSU02360
BSU_29740	ccpA	repression	BSU_14040	ldt	224308.BSU29740/224308.BSU14040
BSU_25760	sigK	sigma factor	BSU_14040	ldt	224308.BSU25760/224308.BSU14040
BSU_04730	sigB	sigma factor	BSU_38620	aag	224308.BSU04730/224308.BSU38620
BSU_04730	sigB	sigma factor	BSU_38610	yxzF	224308.BSU04730/224308.BSU38610
BSU_15330	sigG	sigma factor	BSU_38620	aag	224308.BSU15330/224308.BSU38620
BSU_15330	sigG	sigma factor	BSU_38610	yxzF	224308.BSU15330/224308.BSU38610
BSU_15320	sigE	sigma factor	BSU_05710	ydhD	224308.BSU15320/224308.BSU05710
BSU_25200	sigA	sigma factor	BSU_misc_RNA_72	surA	224308.BSU25200/224308.BSUmiscRNA72
BSU_24220	spo0A	unknown	BSU_misc_RNA_72	surA	224308.BSU24220/224308.BSUmiscRNA72
NA	T-box	RNA switch	BSU_00130	serS	224308.NA/224308.BSU00130
BSU_17850	lexA	repression	BSU_18950	yozL	224308.BSU17850/224308.BSU18950
BSU_17850	lexA	repression	BSU_18940	yozK	224308.BSU17850/224308.BSU18940
BSU_17850	lexA	repression	BSU_18930	yobH	224308.BSU17850/224308.BSU18930
BSU_00370	abrB	repression	BSU_17180	pksJ	224308.BSU00370/224308.BSU17180
BSU_00370	abrB	repression	BSU_17200	pksM	224308.BSU00370/224308.BSU17200
BSU_00370	abrB	repression	BSU_17100	pksC	224308.BSU00370/224308.BSU17100
BSU_00370	abrB	repression	BSU_17210	pksN	224308.BSU00370/224308.BSU17210
BSU_00370	abrB	repression	BSU_17130	acpK	224308.BSU00370/224308.BSU17130
BSU_00370	abrB	repression	BSU_17220	pksR	224308.BSU00370/224308.BSU17220
BSU_00370	abrB	repression	BSU_17140	pksF	224308.BSU00370/224308.BSU17140
BSU_00370	abrB	repression	BSU_17160	pksH	224308.BSU00370/224308.BSU17160
BSU_00370	abrB	repression	BSU_17190	pksL	224308.BSU00370/224308.BSU17190
BSU_00370	abrB	repression	BSU_17120	pksE	224308.BSU00370/224308.BSU17120
BSU_00370	abrB	repression	BSU_17110	pksD	224308.BSU00370/224308.BSU17110
BSU_00370	abrB	repression	BSU_17170	pksI	224308.BSU00370/224308.BSU17170
BSU_00370	abrB	repression	BSU_17150	pksG	224308.BSU00370/224308.BSU17150
BSU_16170	codY	activation	BSU_17180	pksJ	224308.BSU16170/224308.BSU17180
BSU_16170	codY	activation	BSU_17200	pksM	224308.BSU16170/224308.BSU17200
BSU_16170	codY	activation	BSU_17100	pksC	224308.BSU16170/224308.BSU17100
BSU_16170	codY	activation	BSU_17210	pksN	224308.BSU16170/224308.BSU17210
BSU_16170	codY	activation	BSU_17130	acpK	224308.BSU16170/224308.BSU17130
BSU_16170	codY	activation	BSU_17220	pksR	224308.BSU16170/224308.BSU17220
BSU_16170	codY	activation	BSU_17140	pksF	224308.BSU16170/224308.BSU17140
BSU_16170	codY	activation	BSU_17160	pksH	224308.BSU16170/224308.BSU17160
BSU_16170	codY	activation	BSU_17190	pksL	224308.BSU16170/224308.BSU17190
BSU_16170	codY	activation	BSU_17120	pksE	224308.BSU16170/224308.BSU17120
BSU_16170	codY	activation	BSU_17110	pksD	224308.BSU16170/224308.BSU17110
BSU_16170	codY	activation	BSU_17170	pksI	224308.BSU16170/224308.BSU17170
BSU_16170	codY	activation	BSU_17150	pksG	224308.BSU16170/224308.BSU17150
BSU_27520	cymR	repression	BSU_09130	tcyP	224308.BSU27520/224308.BSU09130
BSU_25200	sigA	sigma factor	BSU_13580	mtnE	224308.BSU25200/224308.BSU13580
BSU_01730	sigW	sigma factor	BSU_35120	yvlB	224308.BSU01730/224308.BSU35120
