regulator_locus	regulator_name	mode	gene_locus	gene_name	link
BSU_15320	sigE	sigma factor	BSU_05730	ydhF	224308.BSU15320/224308.BSU05730
BSU_25200	sigA	sigma factor	BSU_05740	phoB	224308.BSU25200/224308.BSU05740
BSU_25200	sigA	sigma factor	BSU_05730	ydhF	224308.BSU25200/224308.BSU05730
BSU_10420	comK	activation	BSU_02010	ybdK	224308.BSU10420/224308.BSU02010
BSU_22120	kdgR	repression	BSU_22130	kduI	224308.BSU22120/224308.BSU22130
BSU_22120	kdgR	repression	BSU_22140	kduD	224308.BSU22120/224308.BSU22140
BSU_29740	ccpA	repression	BSU_22130	kduI	224308.BSU29740/224308.BSU22130
BSU_29740	ccpA	repression	BSU_22140	kduD	224308.BSU29740/224308.BSU22140
BSU_25200	sigA	sigma factor	BSU_22130	kduI	224308.BSU25200/224308.BSU22130
BSU_25200	sigA	sigma factor	BSU_22140	kduD	224308.BSU25200/224308.BSU22140
BSU_04730	sigB	sigma factor	BSU_35970	ywsB	224308.BSU04730/224308.BSU35970
BSU_23520	fur	repression	BSU_37220	ywjB	224308.BSU23520/224308.BSU37220
BSU_04730	sigB	sigma factor	BSU_08580	yfhL	224308.BSU04730/224308.BSU08580
BSU_04730	sigB	sigma factor	BSU_08570	yfhK	224308.BSU04730/224308.BSU08570
BSU_04730	sigB	sigma factor	BSU_08590	yfhM	224308.BSU04730/224308.BSU08590
BSU_01730	sigW	sigma factor	BSU_08580	yfhL	224308.BSU01730/224308.BSU08580
BSU_01730	sigW	sigma factor	BSU_08570	yfhK	224308.BSU01730/224308.BSU08570
BSU_01730	sigW	sigma factor	BSU_08590	yfhM	224308.BSU01730/224308.BSU08590
BSU_00370	abrB	repression	BSU_12080	ctaO	224308.BSU00370/224308.BSU12080
BSU_24220	spo0A	repression	BSU_15420	divIVA	224308.BSU24220/224308.BSU15420
BSU_29740	ccpA	repression	BSU_04470	dctP	224308.BSU29740/224308.BSU04470
BSU_23520	fur	indirect effect	BSU_04470	dctP	224308.BSU23520/224308.BSU04470
BSU_25200	sigA	sigma factor	BSU_04470	dctP	224308.BSU25200/224308.BSU04470
BSU_25250	ccpN	activation	BSU_21820	thyB	224308.BSU25250/224308.BSU21820
BSU_25250	ccpN	activation	BSU_21810	dfrA	224308.BSU25250/224308.BSU21810
BSU_36420	spoIIID	repression	BSU_15030	spoVV	224308.BSU36420/224308.BSU15030
BSU_15320	sigE	sigma factor	BSU_15030	spoVV	224308.BSU15320/224308.BSU15030
BSU_28410	gerE	repression	BSU_28320	ysnD	224308.BSU28410/224308.BSU28320
BSU_13310	tnrA	activation	BSU_28320	ysnD	224308.BSU13310/224308.BSU28320
BSU_15320	sigE	sigma factor	BSU_28320	ysnD	224308.BSU15320/224308.BSU28320
BSU_25760	sigK	sigma factor	BSU_28320	ysnD	224308.BSU25760/224308.BSU28320
BSU_04730	sigB	sigma factor	BSU_28830	ysdB	224308.BSU04730/224308.BSU28830
BSU_01730	sigW	sigma factor	BSU_28830	ysdB	224308.BSU01730/224308.BSU28830
NA	T-box	RNA switch	BSU_37550	ywhA	224308.NA/224308.BSU37550
NA	T-box	RNA switch	BSU_37560	thrZ	224308.NA/224308.BSU37560
BSU_25200	sigA	sigma factor	BSU_37550	ywhA	224308.BSU25200/224308.BSU37550
BSU_25200	sigA	sigma factor	BSU_37560	thrZ	224308.BSU25200/224308.BSU37560
BSU_08730	perR	repression	BSU_08730	perR	224308.BSU08730/224308.BSU08730
BSU_25200	sigA	sigma factor	BSU_08730	perR	224308.BSU25200/224308.BSU08730
BSU_04730	sigB	sigma factor	BSU_03130	nadE	224308.BSU04730/224308.BSU03130
BSU_25200	sigA	sigma factor	BSU_03130	nadE	224308.BSU25200/224308.BSU03130
BSU_16170	codY	repression	BSU_35360	hag	224308.BSU16170/224308.BSU35360
BSU_09990	scoC	repression	BSU_35360	hag	224308.BSU09990/224308.BSU35360
BSU_16470	sigD	sigma factor	BSU_35360	hag	224308.BSU16470/224308.BSU35360
BSU_04730	sigB	sigma factor	BSU_04370	ydaS	224308.BSU04730/224308.BSU04370
BSU_04730	sigB	sigma factor	BSU_04380	ydaT	224308.BSU04730/224308.BSU04380
BSU_27520	cymR	repression	BSU_04520	ydbM	224308.BSU27520/224308.BSU04520
BSU_16170	codY	repression	BSU_37780	rocA	224308.BSU16170/224308.BSU37780
BSU_16170	codY	repression	BSU_37760	rocC	224308.BSU16170/224308.BSU37760
BSU_16170	codY	repression	BSU_37770	rocB	224308.BSU16170/224308.BSU37770
BSU_40350	rocR	activation	BSU_37780	rocA	224308.BSU40350/224308.BSU37780
BSU_40350	rocR	activation	BSU_37760	rocC	224308.BSU40350/224308.BSU37760
BSU_40350	rocR	activation	BSU_37770	rocB	224308.BSU40350/224308.BSU37770
BSU_24250	ahrC	activation	BSU_37780	rocA	224308.BSU24250/224308.BSU37780
BSU_24250	ahrC	activation	BSU_37760	rocC	224308.BSU24250/224308.BSU37760
BSU_24250	ahrC	activation	BSU_37770	rocB	224308.BSU24250/224308.BSU37770
BSU_00370	abrB	repression	BSU_37780	rocA	224308.BSU00370/224308.BSU37780
BSU_00370	abrB	repression	BSU_37760	rocC	224308.BSU00370/224308.BSU37760
BSU_00370	abrB	repression	BSU_37770	rocB	224308.BSU00370/224308.BSU37770
BSU_34200	sigL	sigma factor	BSU_37780	rocA	224308.BSU34200/224308.BSU37780
BSU_34200	sigL	sigma factor	BSU_37760	rocC	224308.BSU34200/224308.BSU37760
BSU_34200	sigL	sigma factor	BSU_37770	rocB	224308.BSU34200/224308.BSU37770
BSU_17850	lexA	repression	BSU_09910	yhaO	224308.BSU17850/224308.BSU09910
BSU_17850	lexA	repression	BSU_09930	yhaM	224308.BSU17850/224308.BSU09930
BSU_17850	lexA	repression	BSU_09920	sbcE	224308.BSU17850/224308.BSU09920
BSU_02740	natR	activation	BSU_02760	natB	224308.BSU02740/224308.BSU02760
BSU_02740	natR	activation	BSU_02750	natA	224308.BSU02740/224308.BSU02750
BSU_25200	sigA	sigma factor	new_2273724_2273988_c	SR4	224308.BSU25200/224308.new22737242273988c
BSU_25200	sigA	sigma factor	BSU_01810	adaA	224308.BSU25200/224308.BSU01810
BSU_25200	sigA	sigma factor	BSU_01820	adaB	224308.BSU25200/224308.BSU01820
BSU_01810	adaA	activation	BSU_01810	adaA	224308.BSU01810/224308.BSU01810
BSU_01810	adaA	activation	BSU_01820	adaB	224308.BSU01810/224308.BSU01820
BSU_36420	spoIIID	repression	BSU_25360	yqfC	224308.BSU36420/224308.BSU25360
BSU_36420	spoIIID	repression	BSU_25350	yqfD	224308.BSU36420/224308.BSU25350
BSU_15320	sigE	sigma factor	BSU_25360	yqfC	224308.BSU15320/224308.BSU25360
BSU_15320	sigE	sigma factor	BSU_25350	yqfD	224308.BSU15320/224308.BSU25350
BSU_15330	sigG	sigma factor	BSU_35800	gerBA	224308.BSU15330/224308.BSU35800
BSU_15330	sigG	sigma factor	BSU_35820	gerBC	224308.BSU15330/224308.BSU35820
BSU_15330	sigG	sigma factor	BSU_35810	gerBB	224308.BSU15330/224308.BSU35810
BSU_25200	sigA	sigma factor	BSU_35180	csbA	224308.BSU25200/224308.BSU35180
BSU_04730	sigB	sigma factor	BSU_35180	csbA	224308.BSU04730/224308.BSU35180
BSU_00370	abrB	repression	BSU_40150	epeA	224308.BSU00370/224308.BSU40150
BSU_00370	abrB	repression	BSU_40170	epeE	224308.BSU00370/224308.BSU40170
BSU_00370	abrB	repression	BSU_40140	epeB	224308.BSU00370/224308.BSU40140
BSU_00370	abrB	repression	BSU_40180	epeX	224308.BSU00370/224308.BSU40180
BSU_00370	abrB	repression	BSU_40160	epeP	224308.BSU00370/224308.BSU40160
BSU_25200	sigA	sigma factor	BSU_40150	epeA	224308.BSU25200/224308.BSU40150
BSU_25200	sigA	sigma factor	BSU_40170	epeE	224308.BSU25200/224308.BSU40170
BSU_25200	sigA	sigma factor	BSU_40140	epeB	224308.BSU25200/224308.BSU40140
BSU_25200	sigA	sigma factor	BSU_40180	epeX	224308.BSU25200/224308.BSU40180
BSU_25200	sigA	sigma factor	BSU_40160	epeP	224308.BSU25200/224308.BSU40160
BSU_14240	rok	repression	BSU_40150	epeA	224308.BSU14240/224308.BSU40150
BSU_14240	rok	repression	BSU_40170	epeE	224308.BSU14240/224308.BSU40170
BSU_14240	rok	repression	BSU_40140	epeB	224308.BSU14240/224308.BSU40140
BSU_14240	rok	repression	BSU_40180	epeX	224308.BSU14240/224308.BSU40180
BSU_14240	rok	repression	BSU_40160	epeP	224308.BSU14240/224308.BSU40160
BSU_04730	sigB	sigma factor	BSU_36670	csbD	224308.BSU04730/224308.BSU36670
BSU_33010	cssR	activation	BSU_12900	htrA	224308.BSU33010/224308.BSU12900
BSU_25200	sigA	sigma factor	BSU_12900	htrA	224308.BSU25200/224308.BSU12900
BSU_29740	ccpA	repression	BSU_28510	abf2	224308.BSU29740/224308.BSU28510
BSU_33970	araR	repression	BSU_28510	abf2	224308.BSU33970/224308.BSU28510
BSU_25200	sigA	sigma factor	BSU_28510	abf2	224308.BSU25200/224308.BSU28510
BSU_16170	codY	activation	BSU_32130	guaC	224308.BSU16170/224308.BSU32130
BSU_00470	purR	repression	BSU_32130	guaC	224308.BSU00470/224308.BSU32130
BSU_23450	sigF	sigma factor	BSU_22850	seaA	224308.BSU23450/224308.BSU22850
BSU_23450	sigF	sigma factor	BSU_22860	yphA	224308.BSU23450/224308.BSU22860
BSU_00370	abrB	repression	BSU_36460	ywoF	224308.BSU00370/224308.BSU36460
BSU_14480	abh	repression	BSU_36460	ywoF	224308.BSU14480/224308.BSU36460
BSU_04730	sigB	sigma factor	BSU_38830	aldY	224308.BSU04730/224308.BSU38830
BSU_38310	ywbI	activation	BSU_38330	ywbG	224308.BSU38310/224308.BSU38330
BSU_38310	ywbI	activation	BSU_38320	ywbH	224308.BSU38310/224308.BSU38320
BSU_08730	perR	repression	BSU_13850	pfeT	224308.BSU08730/224308.BSU13850
BSU_25200	sigA	sigma factor	BSU_13850	pfeT	224308.BSU25200/224308.BSU13850
BSU_01730	sigW	sigma factor	BSU_18580	yoaF	224308.BSU01730/224308.BSU18580
BSU_39770	iolR	repression	BSU_39750	iolB	224308.BSU39770/224308.BSU39750
BSU_39770	iolR	repression	BSU_39710	iolF	224308.BSU39770/224308.BSU39710
BSU_39770	iolR	repression	BSU_39670	iolJ	224308.BSU39770/224308.BSU39670
BSU_39770	iolR	repression	BSU_39680	iolI	224308.BSU39770/224308.BSU39680
BSU_39770	iolR	repression	BSU_39760	iolA	224308.BSU39770/224308.BSU39760
BSU_39770	iolR	repression	BSU_39700	iolG	224308.BSU39770/224308.BSU39700
BSU_39770	iolR	repression	BSU_39730	iolD	224308.BSU39770/224308.BSU39730
BSU_39770	iolR	repression	BSU_39740	iolC	224308.BSU39770/224308.BSU39740
BSU_39770	iolR	repression	BSU_39720	iolE	224308.BSU39770/224308.BSU39720
BSU_39770	iolR	repression	BSU_39690	iolH	224308.BSU39770/224308.BSU39690
BSU_29740	ccpA	repression	BSU_39750	iolB	224308.BSU29740/224308.BSU39750
BSU_29740	ccpA	repression	BSU_39710	iolF	224308.BSU29740/224308.BSU39710
BSU_29740	ccpA	repression	BSU_39670	iolJ	224308.BSU29740/224308.BSU39670
BSU_29740	ccpA	repression	BSU_39680	iolI	224308.BSU29740/224308.BSU39680
BSU_29740	ccpA	repression	BSU_39760	iolA	224308.BSU29740/224308.BSU39760
BSU_29740	ccpA	repression	BSU_39700	iolG	224308.BSU29740/224308.BSU39700
BSU_29740	ccpA	repression	BSU_39730	iolD	224308.BSU29740/224308.BSU39730
BSU_29740	ccpA	repression	BSU_39740	iolC	224308.BSU29740/224308.BSU39740
BSU_29740	ccpA	repression	BSU_39720	iolE	224308.BSU29740/224308.BSU39720
BSU_29740	ccpA	repression	BSU_39690	iolH	224308.BSU29740/224308.BSU39690
BSU_25200	sigA	sigma factor	BSU_39750	iolB	224308.BSU25200/224308.BSU39750
BSU_25200	sigA	sigma factor	BSU_39710	iolF	224308.BSU25200/224308.BSU39710
BSU_25200	sigA	sigma factor	BSU_39670	iolJ	224308.BSU25200/224308.BSU39670
BSU_25200	sigA	sigma factor	BSU_39680	iolI	224308.BSU25200/224308.BSU39680
BSU_25200	sigA	sigma factor	BSU_39760	iolA	224308.BSU25200/224308.BSU39760
BSU_25200	sigA	sigma factor	BSU_39700	iolG	224308.BSU25200/224308.BSU39700
BSU_25200	sigA	sigma factor	BSU_39730	iolD	224308.BSU25200/224308.BSU39730
BSU_25200	sigA	sigma factor	BSU_39740	iolC	224308.BSU25200/224308.BSU39740
BSU_25200	sigA	sigma factor	BSU_39720	iolE	224308.BSU25200/224308.BSU39720
BSU_25200	sigA	sigma factor	BSU_39690	iolH	224308.BSU25200/224308.BSU39690
BSU_33520	csoR	repression	BSU_33510	copZ	224308.BSU33520/224308.BSU33510
BSU_33520	csoR	repression	BSU_33500	copA	224308.BSU33520/224308.BSU33500
BSU_25200	sigA	sigma factor	BSU_33510	copZ	224308.BSU25200/224308.BSU33510
BSU_25200	sigA	sigma factor	BSU_33500	copA	224308.BSU25200/224308.BSU33500
BSU_15320	sigE	sigma factor	BSU_12050	yjdH	224308.BSU15320/224308.BSU12050
BSU_16470	sigD	sigma factor	BSU_09370	lytF	224308.BSU16470/224308.BSU09370
BSU_34380	slrR	repression	BSU_09370	lytF	224308.BSU34380/224308.BSU09370
BSU_24610	sinR	repression	BSU_09370	lytF	224308.BSU24610/224308.BSU09370
BSU_15320	sigE	sigma factor	BSU_08970	prkA	224308.BSU15320/224308.BSU08970
BSU_01730	sigW	sigma factor	BSU_18980	yobJ	224308.BSU01730/224308.BSU18980
BSU_25760	sigK	sigma factor	BSU_16770	dapA	224308.BSU25760/224308.BSU16770
BSU_25760	sigK	sigma factor	BSU_16730	spoVFA	224308.BSU25760/224308.BSU16730
BSU_25760	sigK	sigma factor	BSU_16740	spoVFB	224308.BSU25760/224308.BSU16740
BSU_25760	sigK	sigma factor	BSU_16750	asd	224308.BSU25760/224308.BSU16750
BSU_25760	sigK	sigma factor	BSU_16760	dapG	224308.BSU25760/224308.BSU16760
BSU_24220	spo0A	repression	BSU_17890	tkt	224308.BSU24220/224308.BSU17890
BSU_23100	sigX	sigma factor	BSU_14480	abh	224308.BSU23100/224308.BSU14480
BSU_09520	sigM	sigma factor	BSU_14480	abh	224308.BSU09520/224308.BSU14480
BSU_27120	sigV	sigma factor	BSU_14480	abh	224308.BSU27120/224308.BSU14480
BSU_25200	sigA	sigma factor	BSU_08660	sspE	224308.BSU25200/224308.BSU08660
BSU_25200	sigA	sigma factor	BSU_08650	fabL	224308.BSU25200/224308.BSU08650
BSU_25200	sigA	sigma factor	BSU_08630	mutY	224308.BSU25200/224308.BSU08630
BSU_15330	sigG	sigma factor	BSU_08660	sspE	224308.BSU15330/224308.BSU08660
BSU_15330	sigG	sigma factor	BSU_08650	fabL	224308.BSU15330/224308.BSU08650
BSU_15330	sigG	sigma factor	BSU_08630	mutY	224308.BSU15330/224308.BSU08630
BSU_08620	yfhP	repression	BSU_08660	sspE	224308.BSU08620/224308.BSU08660
BSU_08620	yfhP	repression	BSU_08650	fabL	224308.BSU08620/224308.BSU08650
BSU_08620	yfhP	repression	BSU_08630	mutY	224308.BSU08620/224308.BSU08630
BSU_33230	sigO	sigma factor	BSU_33250	rsiO	224308.BSU33230/224308.BSU33250
BSU_33230	sigO	sigma factor	BSU_33240	oxdC	224308.BSU33230/224308.BSU33240
BSU_33222	rsoA	sigma factor	BSU_33250	rsiO	224308.BSU33222/224308.BSU33250
BSU_33222	rsoA	sigma factor	BSU_33240	oxdC	224308.BSU33222/224308.BSU33240
BSU_23120	resD	activation	BSU_14870	ctaA	224308.BSU23120/224308.BSU14870
BSU_25200	sigA	sigma factor	BSU_14870	ctaA	224308.BSU25200/224308.BSU14870
BSU_15320	sigE	sigma factor	BSU_14870	ctaA	224308.BSU15320/224308.BSU14870
BSU_25200	sigA	sigma factor	BSU_03970	ycnL	224308.BSU25200/224308.BSU03970
BSU_15330	sigG	sigma factor	BSU_14800	ylaJ	224308.BSU15330/224308.BSU14800
BSU_23450	sigF	sigma factor	BSU_24590	yqhG	224308.BSU23450/224308.BSU24590
BSU_23450	sigF	sigma factor	BSU_24580	yqhH	224308.BSU23450/224308.BSU24580
BSU_29740	ccpA	repression	BSU_29710	acuC	224308.BSU29740/224308.BSU29710
BSU_29740	ccpA	repression	BSU_29690	acuA	224308.BSU29740/224308.BSU29690
BSU_29740	ccpA	repression	BSU_29700	acuB	224308.BSU29740/224308.BSU29700
BSU_25200	sigA	sigma factor	BSU_29710	acuC	224308.BSU25200/224308.BSU29710
BSU_25200	sigA	sigma factor	BSU_29690	acuA	224308.BSU25200/224308.BSU29690
BSU_25200	sigA	sigma factor	BSU_29700	acuB	224308.BSU25200/224308.BSU29700
BSU_04730	sigB	sigma factor	BSU_37210	ywjC	224308.BSU04730/224308.BSU37210
BSU_33080	liaR	activation	BSU_05720	ydhE	224308.BSU33080/224308.BSU05720
BSU_16170	codY	repression	BSU_02390	ilvE	224308.BSU16170/224308.BSU02390
BSU_04730	sigB	sigma factor	BSU_24760	rsbRD	224308.BSU04730/224308.BSU24760
BSU_25760	sigK	sigma factor	BSU_10930	yitB	224308.BSU25760/224308.BSU10930
BSU_25760	sigK	sigma factor	BSU_10920	yitA	224308.BSU25760/224308.BSU10920
BSU_25760	sigK	sigma factor	BSU_10910	yisZ	224308.BSU25760/224308.BSU10910
BSU_25760	sigK	sigma factor	BSU_10700	gerPC	224308.BSU25760/224308.BSU10700
BSU_25760	sigK	sigma factor	BSU_10680	gerPE	224308.BSU25760/224308.BSU10680
BSU_25760	sigK	sigma factor	BSU_10710	gerPB	224308.BSU25760/224308.BSU10710
BSU_25760	sigK	sigma factor	BSU_10670	gerPF	224308.BSU25760/224308.BSU10670
BSU_25760	sigK	sigma factor	BSU_10720	gerPA	224308.BSU25760/224308.BSU10720
BSU_25760	sigK	sigma factor	BSU_10690	gerPD	224308.BSU25760/224308.BSU10690
BSU_28410	gerE	repression	BSU_10700	gerPC	224308.BSU28410/224308.BSU10700
BSU_28410	gerE	repression	BSU_10680	gerPE	224308.BSU28410/224308.BSU10680
BSU_28410	gerE	repression	BSU_10710	gerPB	224308.BSU28410/224308.BSU10710
BSU_28410	gerE	repression	BSU_10670	gerPF	224308.BSU28410/224308.BSU10670
BSU_28410	gerE	repression	BSU_10720	gerPA	224308.BSU28410/224308.BSU10720
BSU_28410	gerE	repression	BSU_10690	gerPD	224308.BSU28410/224308.BSU10690
BSU_04730	sigB	sigma factor	BSU_24000	bmrU	224308.BSU04730/224308.BSU24000
BSU_04730	sigB	sigma factor	BSU_24020	bmrR	224308.BSU04730/224308.BSU24020
BSU_04730	sigB	sigma factor	BSU_24010	bmr	224308.BSU04730/224308.BSU24010
BSU_17850	lexA	repression	BSU_24740	corA	224308.BSU17850/224308.BSU24740
BSU_04730	sigB	sigma factor	BSU_24740	corA	224308.BSU04730/224308.BSU24740
BSU_32420	pucR	activation	BSU_32520	pucG	224308.BSU32420/224308.BSU32520
BSU_32420	pucR	activation	BSU_32530	pucF	224308.BSU32420/224308.BSU32530
BSU_25200	sigA	sigma factor	BSU_32520	pucG	224308.BSU25200/224308.BSU32520
BSU_25200	sigA	sigma factor	BSU_32530	pucF	224308.BSU25200/224308.BSU32530
BSU_02680	lmrA	repression	BSU_39970	yxaH	224308.BSU02680/224308.BSU39970
BSU_02680	lmrA	repression	BSU_39980	qdoI	224308.BSU02680/224308.BSU39980
BSU_39990	qdoR	repression	BSU_39970	yxaH	224308.BSU39990/224308.BSU39970
BSU_39990	qdoR	repression	BSU_39980	qdoI	224308.BSU39990/224308.BSU39980
BSU_17850	lexA	repression	BSU_17260	aprX	224308.BSU17850/224308.BSU17260
BSU_25200	sigA	sigma factor	BSU_17260	aprX	224308.BSU25200/224308.BSU17260
BSU_00560	spoVT	activation	BSU_29570	sspA	224308.BSU00560/224308.BSU29570
BSU_15330	sigG	sigma factor	BSU_29570	sspA	224308.BSU15330/224308.BSU29570
BSU_24220	spo0A	repression	BSU_31740	pdeH	224308.BSU24220/224308.BSU31740
BSU_25200	sigA	sigma factor	BSU_31740	pdeH	224308.BSU25200/224308.BSU31740
BSU_15320	sigE	sigma factor	BSU_23170	spmB	224308.BSU15320/224308.BSU23170
BSU_15320	sigE	sigma factor	BSU_23190	dacB	224308.BSU15320/224308.BSU23190
BSU_15320	sigE	sigma factor	BSU_23180	spmA	224308.BSU15320/224308.BSU23180
BSU_29740	ccpA	repression	BSU_10770	wprA	224308.BSU29740/224308.BSU10770
BSU_33221	yvrHb	activation	BSU_10770	wprA	224308.BSU33221/224308.BSU10770
BSU_25200	sigA	sigma factor	BSU_10770	wprA	224308.BSU25200/224308.BSU10770
BSU_16170	codY	repression	BSU_38090	vpr	224308.BSU16170/224308.BSU38090
BSU_29110	phoP	activation	BSU_38090	vpr	224308.BSU29110/224308.BSU38090
BSU_17850	lexA	repression	BSU_38090	vpr	224308.BSU17850/224308.BSU38090
BSU_00010	dnaA	repression	BSU_38090	vpr	224308.BSU00010/224308.BSU38090
BSU_00980	sigH	sigma factor	BSU_38090	vpr	224308.BSU00980/224308.BSU38090
BSU_19120	czrA	repression	BSU_26640	czcO	224308.BSU19120/224308.BSU26640
BSU_19120	czrA	repression	BSU_26650	czcD	224308.BSU19120/224308.BSU26650
BSU_25200	sigA	sigma factor	BSU_25300	cdd	224308.BSU25200/224308.BSU25300
BSU_25200	sigA	sigma factor	BSU_25289	yqzL	224308.BSU25200/224308.BSU25289
BSU_25200	sigA	sigma factor	BSU_25280	recO	224308.BSU25200/224308.BSU25280
BSU_25200	sigA	sigma factor	BSU_25290	era	224308.BSU25200/224308.BSU25290
BSU_04730	sigB	sigma factor	BSU_25300	cdd	224308.BSU04730/224308.BSU25300
BSU_04730	sigB	sigma factor	BSU_25289	yqzL	224308.BSU04730/224308.BSU25289
BSU_04730	sigB	sigma factor	BSU_25280	recO	224308.BSU04730/224308.BSU25280
BSU_04730	sigB	sigma factor	BSU_25290	era	224308.BSU04730/224308.BSU25290
BSU_25810	arsR	repression	BSU_25800	yqcK	224308.BSU25810/224308.BSU25800
BSU_25810	arsR	repression	BSU_25810	arsR	224308.BSU25810/224308.BSU25810
BSU_25810	arsR	repression	BSU_25790	arsB	224308.BSU25810/224308.BSU25790
BSU_25810	arsR	repression	BSU_25780	arsC	224308.BSU25810/224308.BSU25780
BSU_25200	sigA	sigma factor	BSU_25800	yqcK	224308.BSU25200/224308.BSU25800
BSU_25200	sigA	sigma factor	BSU_25810	arsR	224308.BSU25200/224308.BSU25810
BSU_25200	sigA	sigma factor	BSU_25790	arsB	224308.BSU25200/224308.BSU25790
BSU_25200	sigA	sigma factor	BSU_25780	arsC	224308.BSU25200/224308.BSU25780
BSU_23450	sigF	sigma factor	BSU_25800	yqcK	224308.BSU23450/224308.BSU25800
BSU_23450	sigF	sigma factor	BSU_25810	arsR	224308.BSU23450/224308.BSU25810
BSU_23450	sigF	sigma factor	BSU_25790	arsB	224308.BSU23450/224308.BSU25790
BSU_23450	sigF	sigma factor	BSU_25780	arsC	224308.BSU23450/224308.BSU25780
BSU_10420	comK	activation	BSU_28070	comC	224308.BSU10420/224308.BSU28070
BSU_25200	sigA	sigma factor	BSU_28070	comC	224308.BSU25200/224308.BSU28070
NA	T-box	RNA switch	BSU_23800	proI	224308.NA/224308.BSU23800
BSU_25200	sigA	sigma factor	BSU_23800	proI	224308.BSU25200/224308.BSU23800
BSU_16170	codY	repression	BSU_03010	amhX	224308.BSU16170/224308.BSU03010
BSU_25200	sigA	sigma factor	BSU_03010	amhX	224308.BSU25200/224308.BSU03010
BSU_25200	sigA	sigma factor	BSU_34990	lgt	224308.BSU25200/224308.BSU34990
BSU_25200	sigA	sigma factor	BSU_35000	hprK	224308.BSU25200/224308.BSU35000
BSU_25200	sigA	sigma factor	BSU_34960	yvoF	224308.BSU25200/224308.BSU34960
BSU_25200	sigA	sigma factor	BSU_34970	yvoE	224308.BSU25200/224308.BSU34970
BSU_25200	sigA	sigma factor	BSU_34980	yvoD	224308.BSU25200/224308.BSU34980
BSU_34170	ganR	repression	BSU_34140	ganQ	224308.BSU34170/224308.BSU34140
BSU_34170	ganR	repression	BSU_34150	ganP	224308.BSU34170/224308.BSU34150
BSU_34170	ganR	repression	BSU_34120	ganB	224308.BSU34170/224308.BSU34120
BSU_34170	ganR	repression	BSU_34160	ganS	224308.BSU34170/224308.BSU34160
BSU_34170	ganR	repression	BSU_34130	ganA	224308.BSU34170/224308.BSU34130
BSU_17850	lexA	repression	BSU_28490	uvrC	224308.BSU17850/224308.BSU28490
BSU_23520	fur	repression	BSU_31990	dhbC	224308.BSU23520/224308.BSU31990
BSU_23520	fur	repression	BSU_31970	dhbB	224308.BSU23520/224308.BSU31970
BSU_23520	fur	repression	BSU_32000	dhbA	224308.BSU23520/224308.BSU32000
BSU_23520	fur	repression	BSU_31960	dhbF	224308.BSU23520/224308.BSU31960
BSU_23520	fur	repression	BSU_31980	dhbE	224308.BSU23520/224308.BSU31980
BSU_23520	fur	repression	BSU_31959	ybdZ	224308.BSU23520/224308.BSU31959
BSU_00370	abrB	repression	BSU_31990	dhbC	224308.BSU00370/224308.BSU31990
BSU_00370	abrB	repression	BSU_31970	dhbB	224308.BSU00370/224308.BSU31970
BSU_00370	abrB	repression	BSU_32000	dhbA	224308.BSU00370/224308.BSU32000
BSU_00370	abrB	repression	BSU_31960	dhbF	224308.BSU00370/224308.BSU31960
BSU_00370	abrB	repression	BSU_31980	dhbE	224308.BSU00370/224308.BSU31980
BSU_00370	abrB	repression	BSU_31959	ybdZ	224308.BSU00370/224308.BSU31959
BSU_25200	sigA	sigma factor	BSU_31990	dhbC	224308.BSU25200/224308.BSU31990
BSU_25200	sigA	sigma factor	BSU_31970	dhbB	224308.BSU25200/224308.BSU31970
BSU_25200	sigA	sigma factor	BSU_32000	dhbA	224308.BSU25200/224308.BSU32000
BSU_25200	sigA	sigma factor	BSU_31960	dhbF	224308.BSU25200/224308.BSU31960
BSU_25200	sigA	sigma factor	BSU_31980	dhbE	224308.BSU25200/224308.BSU31980
BSU_25200	sigA	sigma factor	BSU_31959	ybdZ	224308.BSU25200/224308.BSU31959
BSU_14020	kre	repression	BSU_31990	dhbC	224308.BSU14020/224308.BSU31990
BSU_14020	kre	repression	BSU_31970	dhbB	224308.BSU14020/224308.BSU31970
BSU_14020	kre	repression	BSU_32000	dhbA	224308.BSU14020/224308.BSU32000
BSU_14020	kre	repression	BSU_31960	dhbF	224308.BSU14020/224308.BSU31960
BSU_14020	kre	repression	BSU_31980	dhbE	224308.BSU14020/224308.BSU31980
BSU_14020	kre	repression	BSU_31959	ybdZ	224308.BSU14020/224308.BSU31959
BSU_29740	ccpA	repression	BSU_17580	xynB	224308.BSU29740/224308.BSU17580
BSU_29740	ccpA	repression	BSU_17570	xynP	224308.BSU29740/224308.BSU17570
BSU_17590	xylR	repression	BSU_17580	xynB	224308.BSU17590/224308.BSU17580
BSU_17590	xylR	repression	BSU_17570	xynP	224308.BSU17590/224308.BSU17570
BSU_25200	sigA	sigma factor	BSU_17580	xynB	224308.BSU25200/224308.BSU17580
BSU_25200	sigA	sigma factor	BSU_17570	xynP	224308.BSU25200/224308.BSU17570
BSU_00830	ctsR	repression	BSU_13700	clpE	224308.BSU00830/224308.BSU13700
BSU_25200	sigA	sigma factor	BSU_13700	clpE	224308.BSU25200/224308.BSU13700
BSU_15320	sigE	sigma factor	BSU_03390	yckC	224308.BSU15320/224308.BSU03390
BSU_00370	abrB	repression	BSU_05100	yddT	224308.BSU00370/224308.BSU05100
