protein1 protein2 homology experiments experiments_transferred database database_transferred textmining textmining_transferred combined_score
224308.BSU08060 224308.BSU24030 0 0 232 0 139 0 103 355
224308.BSU08060 224308.BSU14610 0 0 0 0 291 0 106 339
224308.BSU08060 224308.BSU34520 0 399 0 0 0 0 0 398
224308.BSU08060 224308.BSU24040 0 0 514 0 320 0 106 678
224308.BSU08060 224308.BSU08070 0 0 514 0 320 292 106 762
224308.BSU08060 224308.BSU19360 0 0 238 0 139 0 103 360
224308.BSU08070 224308.BSU37310 0 0 234 0 0 0 0 234
224308.BSU08070 224308.BSU24060 0 0 306 0 310 0 106 534
224308.BSU08070 224308.BSU16490 0 0 0 0 0 0 167 167
224308.BSU08070 224308.BSU03760 0 0 173 0 0 0 0 173
224308.BSU08070 224308.BSU06680 0 0 203 0 0 0 0 203
224308.BSU08070 224308.BSU18240 0 0 230 0 0 0 0 229
224308.BSU08070 224308.BSU24030 0 0 496 0 287 0 103 649
224308.BSU08070 224308.BSU34710 0 0 173 0 0 0 0 173
224308.BSU08070 224308.BSU19370 0 0 168 0 407 0 0 485
224308.BSU08070 224308.BSU14600 0 0 508 0 287 0 103 657
224308.BSU08070 224308.BSU31450 0 0 173 0 0 0 0 173
224308.BSU08070 224308.BSU00510 0 0 544 0 437 0 178 770
224308.BSU08070 224308.BSU13260 0 0 173 0 0 0 0 173
224308.BSU08070 224308.BSU39650 0 0 173 0 0 0 0 173
224308.BSU08070 224308.BSU25010 0 0 230 0 0 0 0 229
224308.BSU08070 224308.BSU24050 0 0 514 0 320 0 106 678
224308.BSU08070 224308.BSU08100 0 0 0 0 0 294 0 294
224308.BSU08070 224308.BSU08080 0 0 508 0 287 353 103 769
224308.BSU08070 224308.BSU08090 0 0 306 0 310 0 106 534
224308.BSU08070 224308.BSU37290 0 0 234 0 0 0 0 234
224308.BSU08070 224308.BSU29180 0 0 0 0 0 0 304 304
224308.BSU08070 224308.BSU02440 0 0 173 0 0 0 0 173
224308.BSU08070 224308.BSU14610 0 0 306 0 310 0 106 534
224308.BSU08070 224308.BSU33210 0 0 173 0 0 0 0 173
224308.BSU08070 224308.BSU14580 0 0 514 0 320 0 106 678
224308.BSU08070 224308.BSU30390 0 0 173 0 0 0 0 173
224308.BSU08070 224308.BSU15760 0 0 269 0 0 0 0 269
224308.BSU08070 224308.BSU33020 0 0 173 0 0 0 0 173
224308.BSU08070 224308.BSU08060 0 0 514 0 320 292 106 762
224308.BSU08070 224308.BSU02010 0 0 173 0 0 0 0 173
224308.BSU08070 224308.BSU36810 0 0 0 0 0 0 177 177
224308.BSU08070 224308.BSU19360 0 0 508 0 287 0 103 657
224308.BSU08080 224308.BSU14580 0 0 238 900 139 0 103 933
224308.BSU08080 224308.BSU33210 0 0 246 0 0 0 0 245
224308.BSU08080 224308.BSU15760 0 0 206 0 0 0 67 227
224308.BSU08080 224308.BSU30390 0 0 246 0 0 0 0 245
224308.BSU08080 224308.BSU08060 0 399 238 0 139 334 103 721
224308.BSU08080 224308.BSU33020 0 0 246 0 0 0 0 245
224308.BSU08080 224308.BSU02010 0 0 246 0 0 0 0 245
224308.BSU08080 224308.BSU28450 0 0 0 0 0 0 164 163
224308.BSU08080 224308.BSU06710 0 176 0 0 0 0 0 175
224308.BSU08080 224308.BSU18000 0 0 0 0 0 0 164 163
224308.BSU08080 224308.BSU37640 0 0 160 0 0 0 0 159
224308.BSU08080 224308.BSU25210 0 176 0 0 0 0 0 175
224308.BSU08080 224308.BSU24050 0 0 238 0 139 0 103 360
224308.BSU08080 224308.BSU08100 0 0 0 0 0 198 0 198
224308.BSU08080 224308.BSU28230 0 0 163 0 0 0 0 163
224308.BSU08080 224308.BSU37240 0 399 0 0 0 0 0 398
224308.BSU08080 224308.BSU13390 0 176 0 0 0 0 0 175
224308.BSU08080 224308.BSU08090 0 0 496 900 289 0 103 963
224308.BSU08080 224308.BSU10250 0 0 160 0 0 0 0 159
224308.BSU08080 224308.BSU29140 0 0 186 0 0 0 103 238
224308.BSU08080 224308.BSU16100 0 0 0 0 0 0 164 163
224308.BSU08080 224308.BSU02440 0 0 246 0 0 0 0 245
224308.BSU08080 224308.BSU14610 0 0 496 900 289 289 103 972
224308.BSU08080 224308.BSU24040 0 0 508 0 287 0 103 657
224308.BSU08080 224308.BSU08070 0 0 508 0 287 353 103 769
224308.BSU08080 224308.BSU09440 0 0 186 0 0 0 103 238
224308.BSU08080 224308.BSU19370 0 0 529 0 371 0 164 730
224308.BSU08080 224308.BSU14590 0 0 508 900 287 0 103 964
224308.BSU08080 224308.BSU31450 0 0 246 0 0 0 0 245
224308.BSU08080 224308.BSU14600 0 0 0 900 0 0 0 900
224308.BSU08080 224308.BSU00510 0 0 282 0 366 0 164 586
224308.BSU08080 224308.BSU39650 0 0 246 0 0 0 0 245
224308.BSU08080 224308.BSU13260 0 0 246 0 0 0 0 245
224308.BSU08080 224308.BSU24060 0 0 496 900 289 289 103 972
224308.BSU08080 224308.BSU19660 0 176 0 0 0 0 0 175
224308.BSU08080 224308.BSU24530 0 0 160 0 0 0 0 159
224308.BSU08080 224308.BSU24140 0 0 186 0 0 0 103 238
224308.BSU08080 224308.BSU03760 0 0 246 0 0 0 0 245
224308.BSU08080 224308.BSU28440 0 0 0 0 0 0 164 163
224308.BSU08080 224308.BSU34710 0 0 246 0 0 0 0 245
224308.BSU08080 224308.BSU28430 0 0 67 0 0 0 164 186
224308.BSU08090 224308.BSU24570 0 0 0 900 0 0 178 914
224308.BSU08090 224308.BSU14580 0 0 0 900 291 0 211 939
224308.BSU08090 224308.BSU08060 0 0 0 0 291 0 106 339
224308.BSU08090 224308.BSU32770 0 0 420 0 0 0 106 459
224308.BSU08090 224308.BSU09230 0 0 227 0 0 0 0 226
224308.BSU08090 224308.BSU14130 0 0 227 0 0 0 0 226
224308.BSU08090 224308.BSU24560 0 0 0 900 0 0 173 913
224308.BSU08090 224308.BSU19360 0 0 496 900 289 0 103 963
224308.BSU08090 224308.BSU28450 0 0 0 0 0 0 177 177
224308.BSU08090 224308.BSU23070 0 0 0 0 0 0 228 227
224308.BSU08090 224308.BSU33940 0 0 0 0 0 0 192 192
224308.BSU08090 224308.BSU00010 0 0 0 0 0 0 170 169
224308.BSU08090 224308.BSU24050 0 0 0 900 291 0 106 931
224308.BSU08090 224308.BSU29320 0 0 59 0 0 0 178 193
224308.BSU08090 224308.BSU08080 0 0 496 900 289 0 103 963
224308.BSU08090 224308.BSU08070 0 0 306 0 310 0 106 534
224308.BSU08090 224308.BSU29180 0 0 0 0 0 0 253 252
224308.BSU08090 224308.BSU14610 0 0 0 900 0 0 0 900
224308.BSU08090 224308.BSU24040 0 0 306 900 310 0 106 951
224308.BSU08090 224308.BSU14230 0 0 420 0 0 0 106 459
224308.BSU08090 224308.BSU19370 0 0 445 900 410 0 177 969
224308.BSU08090 224308.BSU14590 0 0 306 900 310 0 174 955
224308.BSU08090 224308.BSU06030 0 0 0 0 0 0 177 177
224308.BSU08090 224308.BSU14600 0 0 496 900 289 0 109 963
224308.BSU08090 224308.BSU14620 0 0 420 0 0 0 106 459
224308.BSU08090 224308.BSU24550 0 0 0 900 0 0 178 914
224308.BSU08090 224308.BSU00510 0 0 162 0 395 0 176 545
224308.BSU08090 224308.BSU25200 0 0 209 0 0 0 0 209
224308.BSU08090 224308.BSU40100 0 0 0 0 0 0 166 165
224308.BSU08090 224308.BSU25470 0 0 0 0 0 0 177 177
224308.BSU08090 224308.BSU24060 0 0 0 900 0 0 0 900
224308.BSU08090 224308.BSU00090 0 0 227 0 0 0 0 226
224308.BSU08090 224308.BSU32800 0 0 0 900 0 0 177 914
224308.BSU08090 224308.BSU24030 0 0 496 900 289 0 133 964
224308.BSU08090 224308.BSU23850 0 0 0 0 0 0 178 177
224308.BSU08100 224308.BSU08070 0 0 0 0 0 294 0 294
224308.BSU08100 224308.BSU08060 0 0 0 0 0 270 0 270
224308.BSU08100 224308.BSU08080 0 0 0 0 0 198 0 198
224308.BSU08170 224308.BSU04860 0 0 499 0 0 0 110 535
224308.BSU08170 224308.BSU16800 0 0 499 0 0 0 110 535
224308.BSU08170 224308.BSU31875 0 0 499 0 0 0 110 535
224308.BSU08170 224308.BSU29805 0 0 499 0 0 0 110 535
224308.BSU08180 224308.BSU07810 0 0 0 900 0 0 0 900
224308.BSU08200 224308.BSU22230 0 0 536 900 0 0 166 957
224308.BSU08200 224308.BSU34740 0 0 0 0 0 0 209 209
224308.BSU08200 224308.BSU39270 0 0 536 0 0 0 300 661
224308.BSU08200 224308.BSU13910 0 0 0 0 0 0 257 256
224308.BSU08200 224308.BSU13890 0 0 536 0 0 0 300 661
224308.BSU08200 224308.BSU05860 0 0 775 0 0 0 197 811
224308.BSU08200 224308.BSU17590 0 0 775 0 0 0 197 811
224308.BSU08200 224308.BSU38070 0 0 164 0 0 0 135 245
224308.BSU08200 224308.BSU40120 0 0 536 900 0 0 166 957
224308.BSU08200 224308.BSU04160 0 0 164 0 0 0 135 245
224308.BSU08200 224308.BSU12010 0 0 0 0 0 0 358 358
224308.BSU08200 224308.BSU14400 0 0 0 0 0 0 358 358
224308.BSU08200 224308.BSU38600 0 0 164 0 0 0 302 391
224308.BSU08200 224308.BSU39080 0 0 164 0 0 0 135 245
224308.BSU08200 224308.BSU13900 0 0 0 0 0 0 209 209
224308.BSU08200 224308.BSU13880 0 0 164 0 0 0 135 245
224308.BSU08200 224308.BSU12000 0 0 164 0 0 0 302 391
224308.BSU08200 224308.BSU02350 0 0 536 0 0 0 300 661
224308.BSU08200 224308.BSU17340 0 0 0 0 0 0 211 211
224308.BSU08200 224308.BSU24850 0 0 775 0 0 0 197 811
224308.BSU08200 224308.BSU09290 0 0 0 0 0 0 258 258
224308.BSU08200 224308.BSU38420 0 0 164 0 0 0 135 245
224308.BSU08210 224308.BSU17130 0 0 204 0 0 0 0 204
224308.BSU08210 224308.BSU26530 0 0 213 0 0 0 0 213
224308.BSU08210 224308.BSU25020 0 0 228 0 0 0 0 227
224308.BSU08210 224308.BSU17220 0 0 226 0 0 0 0 225
224308.BSU08210 224308.BSU25320 0 0 244 0 0 0 0 243
224308.BSU08210 224308.BSU38520 0 0 204 0 0 0 0 204
224308.BSU08210 224308.BSU16630 0 0 244 0 0 0 0 243
224308.BSU08210 224308.BSU17200 0 0 249 0 67 0 197 388
224308.BSU08210 224308.BSU17210 0 0 249 0 67 0 305 470
224308.BSU08210 224308.BSU25780 0 0 219 0 0 0 0 219
224308.BSU08210 224308.BSU21470 0 0 494 0 0 0 0 493
224308.BSU08210 224308.BSU25470 0 0 77 0 89 0 105 181
224308.BSU08210 224308.BSU26510 0 0 213 0 0 0 0 213
224308.BSU08210 224308.BSU17180 0 0 249 0 67 0 307 472
224308.BSU08210 224308.BSU15920 0 0 204 0 0 0 0 204
224308.BSU08210 224308.BSU17420 0 0 147 0 128 0 0 224
224308.BSU08210 224308.BSU01250 0 0 228 0 0 0 0 227
224308.BSU08210 224308.BSU24540 0 0 213 0 0 0 0 213
224308.BSU08210 224308.BSU03510 0 0 204 0 0 0 0 204
224308.BSU08210 224308.BSU19330 0 0 228 0 0 0 0 227
224308.BSU08210 224308.BSU30310 0 0 213 0 0 0 0 213
224308.BSU08210 224308.BSU03490 0 0 204 0 0 0 0 204
224308.BSU08210 224308.BSU07880 0 0 219 0 0 0 0 219
224308.BSU08210 224308.BSU36930 0 0 219 0 0 0 0 219
224308.BSU08210 224308.BSU22050 0 0 244 0 0 0 0 243
224308.BSU08210 224308.BSU31960 0 0 204 0 0 0 0 204
224308.BSU08220 224308.BSU24540 0 0 213 0 0 0 0 213
224308.BSU08220 224308.BSU03510 0 0 204 0 0 0 0 204
224308.BSU08220 224308.BSU15920 0 0 204 0 0 0 0 204
224308.BSU08220 224308.BSU01250 0 0 228 0 0 0 0 227
224308.BSU08220 224308.BSU17420 0 0 147 0 128 0 0 224
224308.BSU08220 224308.BSU07880 0 0 219 0 0 0 0 219
224308.BSU08220 224308.BSU36930 0 0 219 0 0 0 0 219
224308.BSU08220 224308.BSU03490 0 0 204 0 0 0 0 204
224308.BSU08220 224308.BSU22050 0 0 244 0 0 0 0 243
224308.BSU08220 224308.BSU31960 0 0 204 0 0 0 0 204
224308.BSU08220 224308.BSU30310 0 0 213 0 0 0 0 213
224308.BSU08220 224308.BSU19330 0 0 228 0 0 0 0 227
224308.BSU08220 224308.BSU25320 0 0 244 0 0 0 0 243
224308.BSU08220 224308.BSU17220 0 0 226 0 0 0 0 225
224308.BSU08220 224308.BSU26530 0 0 213 0 0 0 0 213
224308.BSU08220 224308.BSU25020 0 0 228 0 0 0 0 227
224308.BSU08220 224308.BSU17130 0 0 204 0 0 0 0 204
224308.BSU08220 224308.BSU25470 0 0 77 0 89 0 105 181
224308.BSU08220 224308.BSU26510 0 0 213 0 0 0 0 213
224308.BSU08220 224308.BSU17180 0 0 249 0 67 0 307 472
224308.BSU08220 224308.BSU16630 0 0 244 0 0 0 0 243
224308.BSU08220 224308.BSU17210 0 0 249 0 67 0 305 470
224308.BSU08220 224308.BSU17200 0 0 249 0 67 0 197 388
224308.BSU08220 224308.BSU38520 0 0 204 0 0 0 0 204
224308.BSU08220 224308.BSU25780 0 0 219 0 0 0 0 219
224308.BSU08220 224308.BSU21470 0 0 494 0 0 0 0 493
224308.BSU08250 224308.BSU19050 0 0 254 0 0 0 170 354
224308.BSU08250 224308.BSU26560 0 0 170 0 0 0 0 169
224308.BSU08250 224308.BSU04410 0 0 170 0 0 0 0 169
224308.BSU08250 224308.BSU17850 0 0 191 0 0 0 0 191
224308.BSU08250 224308.BSU05150 0 0 56 0 0 0 212 224
224308.BSU08250 224308.BSU25200 0 0 170 0 0 0 197 305
224308.BSU08280 224308.BSU38200 0 0 267 0 0 0 106 316
224308.BSU08280 224308.BSU34910 0 0 158 0 0 0 0 157
224308.BSU08300 224308.BSU14010 0 0 132 0 0 0 145 226
224308.BSU08300 224308.BSU16330 0 0 94 0 0 0 103 152
224308.BSU08300 224308.BSU09320 0 0 182 0 0 0 180 300
224308.BSU08300 224308.BSU13260 0 0 134 0 0 0 59 150
224308.BSU08310 224308.BSU09090 0 0 272 0 0 0 0 272
224308.BSU08310 224308.BSU36800 0 0 261 0 0 0 0 261
224308.BSU08310 224308.BSU36860 0 0 221 0 0 0 0 221
224308.BSU08310 224308.BSU38650 0 0 254 0 0 0 0 254
224308.BSU08310 224308.BSU36820 0 0 265 0 0 0 0 265
224308.BSU08310 224308.BSU04500 0 0 272 0 0 0 0 272
224308.BSU08310 224308.BSU02580 0 0 254 0 0 0 0 254
224308.BSU08310 224308.BSU36810 0 0 270 0 0 0 0 270
224308.BSU08310 224308.BSU36870 0 0 236 0 0 0 0 236
224308.BSU08310 224308.BSU36830 0 0 269 0 0 0 0 269
224308.BSU08310 224308.BSU36840 0 0 236 0 0 0 0 236
224308.BSU08320 224308.BSU09000 0 0 0 0 0 0 167 167
224308.BSU08320 224308.BSU02870 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU40150 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU27460 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU13220 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU30760 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU01450 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU33810 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU39490 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU03370 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU02990 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU08330 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU30740 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU34150 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU27450 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU32550 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU11430 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU34080 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU38810 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU34160 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU01460 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU03000 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU02860 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU34600 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU03600 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU35710 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU29350 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU30750 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU15340 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU23970 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU34610 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU12960 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU33710 0 0 0 360 0 0 0 360
224308.BSU08320 224308.BSU29360 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU27450 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU32550 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU34150 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU08320 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU03370 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU02990 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU30740 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU39490 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU33810 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU30760 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU01450 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU13220 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU27460 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU40150 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU09000 0 0 0 0 0 0 167 167
224308.BSU08330 224308.BSU02870 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU33710 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU29360 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU12960 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU34610 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU23970 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU15340 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU29350 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU30750 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU03600 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU35710 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU34600 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU03000 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU01460 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU02860 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU34080 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU11430 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU34160 0 0 0 360 0 0 0 360
224308.BSU08330 224308.BSU38810 0 0 0 360 0 0 0 360
224308.BSU08350 224308.BSU01270 0 0 265 0 0 0 0 265
224308.BSU08350 224308.BSU17160 0 0 238 0 0 0 0 237
224308.BSU08350 224308.BSU01490 0 0 255 0 0 0 0 254
224308.BSU08350 224308.BSU27960 0 0 321 0 0 0 0 321
224308.BSU08350 224308.BSU01160 0 0 296 0 0 0 0 296
224308.BSU08350 224308.BSU18220 0 0 238 0 0 0 0 237
224308.BSU08350 224308.BSU01350 0 0 265 0 0 0 0 265
224308.BSU08350 224308.BSU15990 0 0 321 0 0 0 0 321
224308.BSU08350 224308.BSU28540 0 0 238 0 0 0 0 237
224308.BSU08350 224308.BSU32840 0 0 238 0 0 0 0 237
224308.BSU08350 224308.BSU00130 0 0 184 0 0 0 0 183
224308.BSU08350 224308.BSU17170 0 0 238 0 0 0 0 237
224308.BSU08350 224308.BSU15820 0 0 321 0 0 0 0 321
224308.BSU08350 224308.BSU01050 0 0 321 0 0 0 0 321
224308.BSU08350 224308.BSU27940 0 0 321 0 0 0 0 321
224308.BSU08350 224308.BSU01020 0 0 321 0 0 0 0 321
224308.BSU08350 224308.BSU01500 0 0 321 0 0 0 0 321
224308.BSU08350 224308.BSU01440 0 0 321 0 0 0 0 321
224308.BSU08350 224308.BSU01210 0 0 279 0 0 0 0 279
224308.BSU08350 224308.BSU28850 0 0 321 0 0 0 0 321
224308.BSU08350 224308.BSU16680 0 0 265 0 0 0 0 265
224308.BSU08350 224308.BSU15430 0 0 172 0 0 0 0 171
224308.BSU08350 224308.BSU02700 0 0 0 900 0 0 0 900
224308.BSU08350 224308.BSU01330 0 0 265 0 0 0 0 265
224308.BSU08350 224308.BSU24900 0 0 265 0 0 0 0 265
224308.BSU08350 224308.BSU14860 0 0 199 0 0 0 0 199
224308.BSU08350 224308.BSU00990 0 0 265 0 0 0 0 265
224308.BSU08350 224308.BSU01400 0 0 321 0 0 0 0 321
224308.BSU08350 224308.BSU21680 0 0 321 0 0 0 0 321
224308.BSU08350 224308.BSU01170 0 0 268 0 0 0 0 268
224308.BSU08350 224308.BSU09880 0 0 238 0 0 0 0 237
224308.BSU08370 224308.BSU00090 0 0 166 0 0 0 0 165
224308.BSU08390 224308.BSU23280 0 0 199 0 0 0 0 199
224308.BSU08440 224308.BSU33310 0 0 245 0 0 0 83 278
224308.BSU08440 224308.BSU07500 0 0 245 0 0 0 84 278
224308.BSU08440 224308.BSU01620 0 0 245 0 0 0 83 278
224308.BSU08440 224308.BSU08450 0 0 245 0 0 0 83 278
224308.BSU08440 224308.BSU01610 0 0 245 0 0 0 84 278
224308.BSU08440 224308.BSU32940 0 0 248 0 0 0 112 303
224308.BSU08440 224308.BSU07510 0 0 245 0 0 0 83 278
224308.BSU08440 224308.BSU07490 0 0 248 0 0 0 105 298
224308.BSU08440 224308.BSU34860 0 0 209 0 0 0 0 209
224308.BSU08440 224308.BSU33160 0 0 248 0 0 0 136 322
224308.BSU08440 224308.BSU08460 0 0 245 0 0 0 84 278
224308.BSU08440 224308.BSU33170 0 0 245 0 0 0 61 260
224308.BSU08440 224308.BSU33290 0 0 248 0 0 0 112 303
224308.BSU08440 224308.BSU33300 0 0 245 0 0 0 84 278
224308.BSU08450 224308.BSU32940 0 0 266 0 0 0 80 295
224308.BSU08450 224308.BSU01640 0 0 245 0 0 0 116 304
224308.BSU08450 224308.BSU39610 0 0 245 0 0 0 83 278
224308.BSU08450 224308.BSU07490 0 0 266 0 0 0 63 282
224308.BSU08450 224308.BSU33290 0 0 266 0 0 0 80 295
224308.BSU08450 224308.BSU33320 0 0 245 0 0 0 44 247
224308.BSU08450 224308.BSU33160 0 0 266 0 0 0 63 282
224308.BSU08450 224308.BSU33180 0 0 245 0 0 0 44 247
224308.BSU08450 224308.BSU01630 0 0 245 0 0 0 83 278
224308.BSU08450 224308.BSU08440 0 0 245 0 0 0 83 278
224308.BSU08450 224308.BSU08460 0 0 0 900 0 0 0 900
224308.BSU08460 224308.BSU08450 0 0 0 900 0 0 0 900
224308.BSU08460 224308.BSU01630 0 0 245 0 0 0 84 278
224308.BSU08460 224308.BSU08440 0 0 245 0 0 0 84 278
224308.BSU08460 224308.BSU33180 0 0 245 0 0 0 48 250
224308.BSU08460 224308.BSU33160 0 0 266 0 0 0 63 282
224308.BSU08460 224308.BSU33320 0 0 245 0 0 0 44 247
224308.BSU08460 224308.BSU33290 0 0 266 0 0 0 65 284
224308.BSU08460 224308.BSU39610 0 0 245 0 0 0 84 278
224308.BSU08460 224308.BSU01640 0 0 245 0 0 0 116 304
224308.BSU08460 224308.BSU07490 0 0 266 0 0 0 65 284
224308.BSU08460 224308.BSU32940 0 0 266 0 0 0 65 284
224308.BSU08470 224308.BSU19400 0 176 0 0 0 0 0 175
224308.BSU08480 224308.BSU04170 0 0 236 0 0 0 0 236
224308.BSU08480 224308.BSU10270 0 0 236 0 0 0 0 236
224308.BSU08480 224308.BSU18250 0 0 236 0 0 0 0 236
224308.BSU08480 224308.BSU30790 0 0 236 0 0 0 0 236
224308.BSU08480 224308.BSU17180 0 0 263 0 0 0 0 263
224308.BSU08480 224308.BSU23260 0 0 203 0 0 0 0 203
224308.BSU08480 224308.BSU28560 0 0 236 0 0 0 0 236
224308.BSU08480 224308.BSU10360 0 0 236 0 0 0 0 236
224308.BSU08520 224308.BSU19830 0 0 0 0 0 0 197 197
224308.BSU08520 224308.BSU04260 0 0 0 0 0 0 300 300
224308.BSU08520 224308.BSU22310 0 0 0 0 0 250 212 383
224308.BSU08520 224308.BSU17850 0 0 0 0 0 0 228 227
224308.BSU08520 224308.BSU16120 0 0 0 0 0 0 300 300
224308.BSU08520 224308.BSU25660 0 0 0 0 0 0 170 169
224308.BSU08520 224308.BSU00870 0 0 0 0 0 0 228 227
224308.BSU08590 224308.BSU21590 0 0 134 0 86 0 59 190
224308.BSU08590 224308.BSU03510 0 0 228 0 0 0 0 227
224308.BSU08590 224308.BSU32820 0 0 224 0 0 0 0 224
224308.BSU08590 224308.BSU36830 0 0 234 0 0 0 0 234
224308.BSU08590 224308.BSU37170 0 0 224 0 0 0 0 224
224308.BSU08590 224308.BSU15920 0 0 228 0 0 0 0 227
224308.BSU08590 224308.BSU31960 0 0 228 0 0 0 0 227
224308.BSU08590 224308.BSU36810 0 0 234 0 0 0 0 234
224308.BSU08590 224308.BSU03490 0 0 228 0 0 0 0 227
224308.BSU08590 224308.BSU19010 0 0 134 0 86 0 59 190
224308.BSU08590 224308.BSU17500 0 0 134 0 86 0 59 190
224308.BSU08590 224308.BSU17220 0 0 228 0 0 0 0 227
224308.BSU08590 224308.BSU17130 0 0 228 0 0 0 0 227
224308.BSU08590 224308.BSU36820 0 0 234 0 0 0 0 234
224308.BSU08590 224308.BSU17180 0 0 531 0 0 0 0 531
224308.BSU08590 224308.BSU24150 0 0 224 0 0 0 0 224
224308.BSU08590 224308.BSU36840 0 0 234 0 0 0 0 234
224308.BSU08590 224308.BSU18260 0 0 224 0 0 0 0 224
224308.BSU08590 224308.BSU04520 0 0 224 0 0 0 0 224
224308.BSU08590 224308.BSU17200 0 0 273 0 0 0 0 273
224308.BSU08590 224308.BSU17210 0 0 273 0 0 0 0 273
224308.BSU08590 224308.BSU38520 0 0 228 0 0 0 0 227
224308.BSU08630 224308.BSU08010 0 0 0 0 0 0 200 200
224308.BSU08630 224308.BSU17050 0 0 0 0 0 0 226 225
224308.BSU08630 224308.BSU40880 0 0 271 0 0 0 232 416
224308.BSU08630 224308.BSU23260 0 0 238 0 0 0 0 237
224308.BSU08630 224308.BSU01800 0 0 0 0 0 0 200 200
224308.BSU08630 224308.BSU00020 0 0 294 0 0 0 0 294
224308.BSU08630 224308.BSU17040 0 0 98 0 0 0 221 267
224308.BSU08650 224308.BSU23360 0 0 251 0 0 0 0 250
224308.BSU08650 224308.BSU09910 0 0 230 0 0 0 0 229
224308.BSU08650 224308.BSU15900 0 0 185 0 0 0 0 185
224308.BSU08650 224308.BSU11340 0 0 207 0 0 0 48 212
224308.BSU08650 224308.BSU19940 0 0 230 0 0 0 0 229
224308.BSU08650 224308.BSU21590 0 0 211 0 78 0 0 241
224308.BSU08650 224308.BSU36370 0 0 192 0 0 0 0 192
224308.BSU08650 224308.BSU19010 0 0 211 0 78 0 0 241
224308.BSU08650 224308.BSU34660 0 0 218 0 0 0 0 218
