protein_1_locus	protein_2_locus	evidence	source	protein_1_alt_name	protein_1_name	protein_2_alt_name	protein_2_name	link
BSU_01750	BSU_01770	experimental	subtiwiki	CdaA	YbbP	GlmM	GlmM	224308.BSU01750/224308.BSU01770
BSU_01750	BSU_01770	experimental	subtiwiki	CdaA	YbbP	GlmM	GlmM	224308.BSU01750/224308.BSU01770
BSU_04580	BSU_04580	experimental	subtiwiki	CshA	CshA	CshA	CshA	224308.BSU04580/224308.BSU04580
BSU_35000	BSU_35000	experimental	subtiwiki	HprK	HprK	HprK	HprK	224308.BSU35000/224308.BSU35000
BSU_23040	BSU_30190	experimental	subtiwiki	Fer	Fer	BioI	BioI	224308.BSU23040/224308.BSU30190
BSU_03730	BSU_03740	experimental	subtiwiki	YclH	YclH	YclI	YclI	224308.BSU03730/224308.BSU03740
BSU_01430	BSU_29740	experimental	subtiwiki	RpoA	RpoA	CcpA	CcpA	224308.BSU01430/224308.BSU29740
BSU_17030	BSU_11740	experimental	subtiwiki	CotE	CotE	CotZ	CotZ	224308.BSU17030/224308.BSU11740
BSU_13900	BSU_29740	experimental	subtiwiki	PtsH	PtsH	CcpA	CcpA	224308.BSU13900/224308.BSU29740
BSU_01430	BSU_16170	experimental	subtiwiki	RpoA	RpoA	CodY	CodY	224308.BSU01430/224308.BSU16170
BSU_13990	BSU_25690	experimental	subtiwiki	KinA	KinA	Sda	Sda	224308.BSU13990/224308.BSU25690
BSU_09100	BSU_04580	experimental	subtiwiki	CspB	CspB	CshA	CshA	224308.BSU09100/224308.BSU04580
BSU_37130	BSU_36690	experimental	subtiwiki	Spo0F	Spo0F	RapB	RapB	224308.BSU37130/224308.BSU36690
BSU_15280	BSU_15890	experimental	subtiwiki	FtsA	FtsA	PlsX	PlsX	224308.BSU15280/224308.BSU15890
BSU_15290	BSU_28610	experimental	subtiwiki	FtsZ	FtsZ	ZapA	YshA	224308.BSU15290/224308.BSU28610
BSU_15290	BSU_28610	experimental	subtiwiki	FtsZ	FtsZ	ZapA	YshA	224308.BSU15290/224308.BSU28610
BSU_13900	BSU_07010	experimental	subtiwiki	PtsH	PtsH	RhgR	YesS	224308.BSU13900/224308.BSU07010
BSU_01430	BSU_31680	experimental	subtiwiki	RpoA	RpoA	ComA	ComA	224308.BSU01430/224308.BSU31680
BSU_29610	BSU_22180	experimental	subtiwiki	EzrA	EzrA	GpsB	GpsB	224308.BSU29610/224308.BSU22180
BSU_15860	BSU_15850	experimental	subtiwiki	SdaAA	SdaAA	SdaAB	SdaAB	224308.BSU15860/224308.BSU15850
BSU_00010	BSU_26310	experimental	subtiwiki	DnaA	DnaA	YqaH	YqaH	224308.BSU00010/224308.BSU26310
BSU_04810	BSU_04820	experimental	subtiwiki	ImmA	ImmA	ImmR	ImmR	224308.BSU04810/224308.BSU04820
BSU_37130	BSU_17020	experimental	subtiwiki	Spo0F	Spo0F	RicA	YmcA	224308.BSU37130/224308.BSU17020
BSU_37130	BSU_17020	experimental	subtiwiki	Spo0F	Spo0F	RicA	YmcA	224308.BSU37130/224308.BSU17020
BSU_15290	BSU_15280	experimental	subtiwiki	FtsZ	FtsZ	FtsA	FtsA	224308.BSU15290/224308.BSU15280
BSU_36050	BSU_36070	experimental	subtiwiki	CotB	CotB	CotG	CotG	224308.BSU36050/224308.BSU36070
BSU_10040	BSU_10050	experimental	subtiwiki	EcsA	EcsA	EcsB	EcsB	224308.BSU10040/224308.BSU10050
BSU_15240	BSU_40400	experimental	subtiwiki	DivIB	DivIB	WalK	WalK	224308.BSU15240/224308.BSU40400
BSU_36050	BSU_36060	experimental	subtiwiki	CotB	CotB	CotH	CotH	224308.BSU36050/224308.BSU36060
BSU_15290	BSU_15290	experimental	subtiwiki	FtsZ	FtsZ	FtsZ	FtsZ	224308.BSU15290/224308.BSU15290
BSU_16160	BSU_16150	experimental	subtiwiki	ClpY	ClpY	ClpQ	ClpQ	224308.BSU16160/224308.BSU16150
BSU_14510	BSU_13500	experimental	subtiwiki	KtrC	KtrC	KtrD	KtrD	224308.BSU14510/224308.BSU13500
BSU_09710	BSU_09720	experimental	subtiwiki	BmrC	YheI	BmrD	YheH	224308.BSU09710/224308.BSU09720
BSU_04580	BSU_39110	experimental	subtiwiki	CshA	CshA	DeaD	DeaD	224308.BSU04580/224308.BSU39110
BSU_16380	BSU_16390	experimental	subtiwiki	FlhB	FlhB	FlhA	FlhA	224308.BSU16380/224308.BSU16390
BSU_09100	BSU_25140	experimental	subtiwiki	CspB	CspB	CshB	CshB	224308.BSU09100/224308.BSU25140
BSU_00020	BSU_17040	experimental	subtiwiki	DnaN	DnaN	MutS	MutS	224308.BSU00020/224308.BSU17040
BSU_39230	BSU_39220	experimental	subtiwiki	WapA	WapA	WapI	YxxG	224308.BSU39230/224308.BSU39220
BSU_03370	BSU_03380	experimental	subtiwiki	YckA	YckA	YckB	YckB	224308.BSU03370/224308.BSU03380
BSU_40900	BSU_10650	experimental	subtiwiki	SsbA	SsbA	SbcC	SbcC	224308.BSU40900/224308.BSU10650
BSU_04580	BSU_01160	experimental	subtiwiki	CshA	CshA	RplC	RplC	224308.BSU04580/224308.BSU01160
BSU_34870	BSU_34890	experimental	subtiwiki	HisF	HisF	HisH	HisH	224308.BSU34870/224308.BSU34890
BSU_35840	BSU_28030	experimental	subtiwiki	TagT	TagT	MreB	MreB	224308.BSU35840/224308.BSU28030
BSU_25570	BSU_35470	experimental	subtiwiki	ComEC	ComEC	ComFA	ComFA	224308.BSU25570/224308.BSU35470
BSU_09850	BSU_09860	experimental	subtiwiki	KhtU	KhtU	KhtT	KhtT	224308.BSU09850/224308.BSU09860
BSU_36130	BSU_36120	experimental	subtiwiki	YwrA	YwrA	YwrB	YwrB	224308.BSU36130/224308.BSU36120
BSU_02820	BSU_03780	experimental	subtiwiki	RapJ	RapJ	PhrC	PhrC	224308.BSU02820/224308.BSU03780
BSU_35300	BSU_15980	experimental	subtiwiki	SecA	SecA	Ffh	Ffh	224308.BSU35300/224308.BSU15980
BSU_06890	BSU_06910	experimental	subtiwiki	CotJA	CotJA	CotJC	CotJC	224308.BSU06890/224308.BSU06910
BSU_15470	BSU_15470	experimental	subtiwiki	PyrR	PyrR	PyrR	PyrR	224308.BSU15470/224308.BSU15470
BSU_04680	BSU_04740	experimental	subtiwiki	RsbS	RsbS	RsbX	RsbX	224308.BSU04680/224308.BSU04740
BSU_28070	BSU_24700	experimental	subtiwiki	ComC	ComC	ComGD	ComGD	224308.BSU28070/224308.BSU24700
BSU_28070	BSU_24690	experimental	subtiwiki	ComC	ComC	ComGE	ComGE	224308.BSU28070/224308.BSU24690
BSU_04720	BSU_04710	experimental	subtiwiki	RsbW	RsbW	RsbV	RsbV	224308.BSU04720/224308.BSU04710
BSU_18090	BSU_18100	experimental	subtiwiki	ParE	ParE	ParC	ParC	224308.BSU18090/224308.BSU18100
BSU_24710	BSU_28070	experimental	subtiwiki	ComGC	ComGC	ComC	ComC	224308.BSU24710/224308.BSU28070
BSU_15330	BSU_23460	experimental	subtiwiki	SigG	SigG	SpoIIAB	SpoIIAB	224308.BSU15330/224308.BSU23460
BSU_23090	BSU_23100	experimental	subtiwiki	RsiX	RsiX	SigX	SigX	224308.BSU23090/224308.BSU23100
BSU_18460	BSU_18460	experimental	subtiwiki	GltC	GltC	GltC	GltC	224308.BSU18460/224308.BSU18460
BSU_02690	BSU_02690	experimental	subtiwiki	AnsZ	AnsZ	AnsZ	AnsZ	224308.BSU02690/224308.BSU02690
BSU_00880	BSU_00880	experimental	subtiwiki	DisA	DisA	DisA	DisA	224308.BSU00880/224308.BSU00880
BSU_01740	BSU_16560	experimental	subtiwiki	RsiW	RsiW	RasP	RasP	224308.BSU01740/224308.BSU16560
BSU_22770	BSU_22770	experimental	subtiwiki	MtrB	MtrB	MtrB	MtrB	224308.BSU22770/224308.BSU22770
BSU_34200	BSU_24100	experimental	subtiwiki	SigL	SigL	BkdR	BkdR	224308.BSU34200/224308.BSU24100
BSU_34200	BSU_21780	experimental	subtiwiki	SigL	SigL	YplP	YplP	224308.BSU34200/224308.BSU21780
BSU_13150	BSU_13150	experimental	subtiwiki	OhrR	OhrR	OhrR	OhrR	224308.BSU13150/224308.BSU13150
BSU_40380	BSU_40380	experimental	subtiwiki	WalI	YycI	WalI	YycI	224308.BSU40380/224308.BSU40380
BSU_40380	BSU_40380	experimental	subtiwiki	WalI	YycI	WalI	YycI	224308.BSU40380/224308.BSU40380
BSU_40380	BSU_40380	experimental	subtiwiki	WalI	YycI	WalI	YycI	224308.BSU40380/224308.BSU40380
BSU_40380	BSU_40380	experimental	subtiwiki	WalI	YycI	WalI	YycI	224308.BSU40380/224308.BSU40380
BSU_03760	BSU_03750	experimental	subtiwiki	YclK	YclK	YclJ	YclJ	224308.BSU03760/224308.BSU03750
BSU_02560	BSU_02550	experimental	subtiwiki	YcbM	YcbM	YcbL	YcbL	224308.BSU02560/224308.BSU02550
BSU_13900	BSU_09290	experimental	subtiwiki	PtsH	PtsH	GlpK	GlpK	224308.BSU13900/224308.BSU09290
BSU_33080	BSU_33090	experimental	subtiwiki	LiaR	LiaR	LiaS	LiaS	224308.BSU33080/224308.BSU33090
BSU_28930	BSU_28920	experimental	subtiwiki	LytS	LytS	LytT	LytT	224308.BSU28930/224308.BSU28920
BSU_06950	BSU_06960	experimental	subtiwiki	RhgK	YesM	RhgL	RhgL	224308.BSU06950/224308.BSU06960
BSU_08290	BSU_08300	experimental	subtiwiki	LnrJ	LnrJ	LnrK	LnrK	224308.BSU08290/224308.BSU08300
BSU_35500	BSU_35490	experimental	subtiwiki	DegS	DegS	DegU	DegU	224308.BSU35500/224308.BSU35490
BSU_27050	BSU_27040	experimental	subtiwiki	LevF	LevF	LevG	LevG	224308.BSU27050/224308.BSU27040
BSU_02450	BSU_02440	experimental	subtiwiki	GlnL	GlnL	GlnK	GlnJ	224308.BSU02450/224308.BSU02440
BSU_09320	BSU_09330	experimental	subtiwiki	YhcY	YhcY	YhcZ	YhcZ	224308.BSU09320/224308.BSU09330
BSU_33020	BSU_33010	experimental	subtiwiki	CssS	CssS	CssR	CssR	224308.BSU33020/224308.BSU33010
BSU_13660	BSU_37130	experimental	subtiwiki	KinD	KinD	Spo0F	Spo0F	224308.BSU13660/224308.BSU37130
BSU_28640	BSU_28630	experimental	subtiwiki	PheS	PheS	PheT	PheT	224308.BSU28640/224308.BSU28630
BSU_04700	BSU_04680	experimental	subtiwiki	RsbU	RsbU	RsbS	RsbS	224308.BSU04700/224308.BSU04680
BSU_04700	BSU_04690	experimental	subtiwiki	RsbU	RsbU	RsbT	RsbT	224308.BSU04700/224308.BSU04690
BSU_34200	BSU_08100	experimental	subtiwiki	SigL	SigL	AcoR	AcoR	224308.BSU34200/224308.BSU08100
BSU_04460	BSU_04450	experimental	subtiwiki	DctR	DctR	DctS	DctS	224308.BSU04460/224308.BSU04450
BSU_41050	BSU_41060	experimental	subtiwiki	RnpA	RnpA	RpmH	RpmH	224308.BSU41050/224308.BSU41060
BSU_07590	BSU_07580	experimental	subtiwiki	CitT	CitT	CitS	CitS	224308.BSU07590/224308.BSU07580
BSU_34720	BSU_34710	experimental	subtiwiki	PsdR	PsdR	PsdS	PsdS	224308.BSU34720/224308.BSU34710
BSU_13910	BSU_13900	experimental	subtiwiki	PtsI	PtsI	PtsH	PtsH	224308.BSU13910/224308.BSU13900
BSU_22630	BSU_22640	experimental	subtiwiki	TrpA	TrpA	TrpB	TrpB	224308.BSU22630/224308.BSU22640
BSU_13530	BSU_37130	experimental	subtiwiki	KinE	KinE	Spo0F	Spo0F	224308.BSU13530/224308.BSU37130
BSU_25830	BSU_37130	experimental	subtiwiki	RapE	RapE	Spo0F	Spo0F	224308.BSU25830/224308.BSU37130
BSU_31690	BSU_31680	experimental	subtiwiki	ComP	ComP	ComA	ComA	224308.BSU31690/224308.BSU31680
BSU_37130	BSU_13990	experimental	subtiwiki	Spo0F	Spo0F	KinA	KinA	224308.BSU37130/224308.BSU13990
BSU_31690	BSU_31700	experimental	subtiwiki	ComP	ComP	ComX	ComX	224308.BSU31690/224308.BSU31700
BSU_37130	BSU_14490	experimental	subtiwiki	Spo0F	Spo0F	KinC	KinC	224308.BSU37130/224308.BSU14490
BSU_24610	BSU_09990	experimental	subtiwiki	SinR	SinR	ScoC	ScoC	224308.BSU24610/224308.BSU09990
BSU_34060	BSU_34070	experimental	subtiwiki	YvfU	YvfU	YvfT	YvfT	224308.BSU34060/224308.BSU34070
BSU_22690	BSU_22690	experimental	subtiwiki	AroH	AroH	AroH	AroH	224308.BSU22690/224308.BSU22690
BSU_21820	BSU_21810	experimental	subtiwiki	ThyB	ThyB	DfrA	DfrA	224308.BSU21820/224308.BSU21810
BSU_27080	BSU_13900	experimental	subtiwiki	LevR	LevR	PtsH	PtsH	224308.BSU27080/224308.BSU13900
BSU_34200	BSU_27080	experimental	subtiwiki	SigL	SigL	LevR	LevR	224308.BSU34200/224308.BSU27080
BSU_23120	BSU_23110	experimental	subtiwiki	ResD	ResD	ResE	ResE	224308.BSU23120/224308.BSU23110
BSU_02000	BSU_02010	experimental	subtiwiki	YbdJ	YbdJ	YbdK	YbdK	224308.BSU02000/224308.BSU02010
BSU_02730	BSU_02740	experimental	subtiwiki	NatK	NatK	NatR	NatR	224308.BSU02730/224308.BSU02740
BSU_31450	BSU_37130	experimental	subtiwiki	KinB	KinB	Spo0F	Spo0F	224308.BSU31450/224308.BSU37130
BSU_00060	BSU_00070	experimental	subtiwiki	GyrB	GyrB	GyrA	GyrA	224308.BSU00060/224308.BSU00070
BSU_27930	BSU_24220	experimental	subtiwiki	Spo0B	Spo0B	Spo0A	Spo0A	224308.BSU27930/224308.BSU24220
BSU_13900	BSU_38070	experimental	subtiwiki	PtsH	PtsH	SacT	SacT	224308.BSU13900/224308.BSU38070
BSU_31530	BSU_31520	experimental	subtiwiki	MalR	MalR	MalK	MalK	224308.BSU31530/224308.BSU31520
BSU_13900	BSU_13880	experimental	subtiwiki	PtsH	PtsH	GlcT	GlcT	224308.BSU13900/224308.BSU13880
BSU_13250	BSU_13260	experimental	subtiwiki	YkoG	YkoG	YkoH	YkoH	224308.BSU13250/224308.BSU13260
BSU_34200	BSU_40350	experimental	subtiwiki	SigL	SigL	RocR	RocR	224308.BSU34200/224308.BSU40350
BSU_19190	BSU_19200	experimental	subtiwiki	DesK	DesK	DesR	DesR	224308.BSU19190/224308.BSU19200
BSU_05410	BSU_05420	experimental	subtiwiki	YdfH	YdfH	YdfI	YdfI	224308.BSU05410/224308.BSU05420
BSU_36550	BSU_00640	experimental	subtiwiki	SpoIIQ	SpoIIQ	SpoIIE	SpoIIE	224308.BSU36550/224308.BSU00640
BSU_25260	BSU_25270	experimental	subtiwiki	GlyS	GlyS	GlyQ	GlyQ	224308.BSU25260/224308.BSU25270
BSU_00510	BSU_00470	experimental	subtiwiki	Prs	Prs	PurR	PurR	224308.BSU00510/224308.BSU00470
BSU_misc_RNA_55	BSU_33600	experimental	subtiwiki	SsrA	SsrA	SmpB	SmpB	224308.BSUmiscRNA55/224308.BSU33600
BSU_19040	BSU_19040	experimental	subtiwiki	CsaA	CsaA	CsaA	CsaA	224308.BSU19040/224308.BSU19040
BSU_27740	BSU_27730	experimental	subtiwiki	RuvA	RuvA	RuvB	RuvB	224308.BSU27740/224308.BSU27730
BSU_40410	BSU_40400	experimental	subtiwiki	WalR	WalR	WalK	WalK	224308.BSU40410/224308.BSU40400
BSU_13900	BSU_38600	experimental	subtiwiki	PtsH	PtsH	LicR	LicR	224308.BSU13900/224308.BSU38600
BSU_15290	BSU_00640	experimental	subtiwiki	FtsZ	FtsZ	SpoIIE	SpoIIE	224308.BSU15290/224308.BSU00640
BSU_13690	BSU_13680	experimental	subtiwiki	MotA	MotA	MotB	MotB	224308.BSU13690/224308.BSU13680
BSU_11230	BSU_11240	experimental	subtiwiki	CarA	CarA	CarB	CarB	224308.BSU11230/224308.BSU11240
BSU_13900	BSU_38420	experimental	subtiwiki	PtsH	PtsH	SacY	SacY	224308.BSU13900/224308.BSU38420
BSU_22230	BSU_13900	experimental	subtiwiki	PtsA	YpqE	PtsH	PtsH	224308.BSU22230/224308.BSU13900
BSU_22230	BSU_13900	experimental	subtiwiki	PtsA	YpqE	PtsH	PtsH	224308.BSU22230/224308.BSU13900
BSU_23616	BSU_15290	experimental	subtiwiki	MciZ	MciZ	FtsZ	FtsZ	224308.BSU23616/224308.BSU15290
BSU_01290	BSU_01100	experimental	subtiwiki	RpsN	RpsNA	RpsL	RpsL	224308.BSU01290/224308.BSU01100
BSU_01290	BSU_01330	experimental	subtiwiki	RpsN	RpsNA	RpsE	RpsE	224308.BSU01290/224308.BSU01330
BSU_01290	BSU_15990	experimental	subtiwiki	RpsN	RpsNA	RpsP	RpsP	224308.BSU01290/224308.BSU15990
BSU_01290	BSU_25410	experimental	subtiwiki	RpsN	RpsNA	RpsU	RpsU	224308.BSU01290/224308.BSU25410
BSU_01290	BSU_01200	experimental	subtiwiki	RpsN	RpsNA	RpsS	RpsS	224308.BSU01290/224308.BSU01200
BSU_01290	BSU_01250	experimental	subtiwiki	RpsN	RpsNA	RpsQ	RpsQ	224308.BSU01290/224308.BSU01250
BSU_01290	BSU_25550	experimental	subtiwiki	RpsN	RpsNA	RpsT	RpsT	224308.BSU01290/224308.BSU25550
BSU_01290	BSU_01150	experimental	subtiwiki	RpsN	RpsNA	RpsJ	RpsJ	224308.BSU01290/224308.BSU01150
BSU_01290	BSU_29660	experimental	subtiwiki	RpsN	RpsNA	RpsD	RpsD	224308.BSU01290/224308.BSU29660
BSU_01290	BSU_01110	experimental	subtiwiki	RpsN	RpsNA	RpsG	RpsG	224308.BSU01290/224308.BSU01110
BSU_01290	BSU_01420	experimental	subtiwiki	RpsN	RpsNA	RpsK	RpsK	224308.BSU01290/224308.BSU01420
BSU_01290	BSU_40910	experimental	subtiwiki	RpsN	RpsNA	RpsF	RpsF	224308.BSU01290/224308.BSU40910
BSU_01290	BSU_01300	experimental	subtiwiki	RpsN	RpsNA	RpsH	RpsH	224308.BSU01290/224308.BSU01300
BSU_01290	BSU_40890	experimental	subtiwiki	RpsN	RpsNA	RpsR	RpsR	224308.BSU01290/224308.BSU40890
BSU_01290	BSU_01410	experimental	subtiwiki	RpsN	RpsNA	RpsM	RpsM	224308.BSU01290/224308.BSU01410
BSU_01290	BSU_01500	experimental	subtiwiki	RpsN	RpsNA	RpsI	RpsI	224308.BSU01290/224308.BSU01500
BSU_01290	BSU_01220	experimental	subtiwiki	RpsN	RpsNA	RpsC	RpsC	224308.BSU01290/224308.BSU01220
BSU_01290	BSU_16680	experimental	subtiwiki	RpsN	RpsNA	RpsO	RpsO	224308.BSU01290/224308.BSU16680
BSU_01290	BSU_16490	experimental	subtiwiki	RpsN	RpsNA	RpsB	RpsB	224308.BSU01290/224308.BSU16490
BSU_01100	BSU_01330	experimental	subtiwiki	RpsL	RpsL	RpsE	RpsE	224308.BSU01100/224308.BSU01330
BSU_01100	BSU_15990	experimental	subtiwiki	RpsL	RpsL	RpsP	RpsP	224308.BSU01100/224308.BSU15990
BSU_01100	BSU_25410	experimental	subtiwiki	RpsL	RpsL	RpsU	RpsU	224308.BSU01100/224308.BSU25410
BSU_01100	BSU_01200	experimental	subtiwiki	RpsL	RpsL	RpsS	RpsS	224308.BSU01100/224308.BSU01200
BSU_01100	BSU_01250	experimental	subtiwiki	RpsL	RpsL	RpsQ	RpsQ	224308.BSU01100/224308.BSU01250
BSU_01100	BSU_25550	experimental	subtiwiki	RpsL	RpsL	RpsT	RpsT	224308.BSU01100/224308.BSU25550
BSU_01100	BSU_01150	experimental	subtiwiki	RpsL	RpsL	RpsJ	RpsJ	224308.BSU01100/224308.BSU01150
BSU_01100	BSU_29660	experimental	subtiwiki	RpsL	RpsL	RpsD	RpsD	224308.BSU01100/224308.BSU29660
BSU_01100	BSU_01110	experimental	subtiwiki	RpsL	RpsL	RpsG	RpsG	224308.BSU01100/224308.BSU01110
BSU_01100	BSU_01420	experimental	subtiwiki	RpsL	RpsL	RpsK	RpsK	224308.BSU01100/224308.BSU01420
BSU_01100	BSU_40910	experimental	subtiwiki	RpsL	RpsL	RpsF	RpsF	224308.BSU01100/224308.BSU40910
BSU_01100	BSU_01300	experimental	subtiwiki	RpsL	RpsL	RpsH	RpsH	224308.BSU01100/224308.BSU01300
BSU_01100	BSU_40890	experimental	subtiwiki	RpsL	RpsL	RpsR	RpsR	224308.BSU01100/224308.BSU40890
BSU_01100	BSU_01410	experimental	subtiwiki	RpsL	RpsL	RpsM	RpsM	224308.BSU01100/224308.BSU01410
BSU_01100	BSU_01500	experimental	subtiwiki	RpsL	RpsL	RpsI	RpsI	224308.BSU01100/224308.BSU01500
BSU_01100	BSU_01220	experimental	subtiwiki	RpsL	RpsL	RpsC	RpsC	224308.BSU01100/224308.BSU01220
BSU_01100	BSU_16680	experimental	subtiwiki	RpsL	RpsL	RpsO	RpsO	224308.BSU01100/224308.BSU16680
BSU_01100	BSU_16490	experimental	subtiwiki	RpsL	RpsL	RpsB	RpsB	224308.BSU01100/224308.BSU16490
BSU_01330	BSU_15990	experimental	subtiwiki	RpsE	RpsE	RpsP	RpsP	224308.BSU01330/224308.BSU15990
BSU_01330	BSU_25410	experimental	subtiwiki	RpsE	RpsE	RpsU	RpsU	224308.BSU01330/224308.BSU25410
BSU_01330	BSU_01200	experimental	subtiwiki	RpsE	RpsE	RpsS	RpsS	224308.BSU01330/224308.BSU01200
BSU_01330	BSU_01250	experimental	subtiwiki	RpsE	RpsE	RpsQ	RpsQ	224308.BSU01330/224308.BSU01250
BSU_01330	BSU_25550	experimental	subtiwiki	RpsE	RpsE	RpsT	RpsT	224308.BSU01330/224308.BSU25550
BSU_01330	BSU_01150	experimental	subtiwiki	RpsE	RpsE	RpsJ	RpsJ	224308.BSU01330/224308.BSU01150
BSU_01330	BSU_29660	experimental	subtiwiki	RpsE	RpsE	RpsD	RpsD	224308.BSU01330/224308.BSU29660
BSU_01330	BSU_01110	experimental	subtiwiki	RpsE	RpsE	RpsG	RpsG	224308.BSU01330/224308.BSU01110
BSU_01330	BSU_01420	experimental	subtiwiki	RpsE	RpsE	RpsK	RpsK	224308.BSU01330/224308.BSU01420
BSU_01330	BSU_40910	experimental	subtiwiki	RpsE	RpsE	RpsF	RpsF	224308.BSU01330/224308.BSU40910
BSU_01330	BSU_01300	experimental	subtiwiki	RpsE	RpsE	RpsH	RpsH	224308.BSU01330/224308.BSU01300
BSU_01330	BSU_40890	experimental	subtiwiki	RpsE	RpsE	RpsR	RpsR	224308.BSU01330/224308.BSU40890
BSU_01330	BSU_01410	experimental	subtiwiki	RpsE	RpsE	RpsM	RpsM	224308.BSU01330/224308.BSU01410
BSU_01330	BSU_01500	experimental	subtiwiki	RpsE	RpsE	RpsI	RpsI	224308.BSU01330/224308.BSU01500
BSU_01330	BSU_01220	experimental	subtiwiki	RpsE	RpsE	RpsC	RpsC	224308.BSU01330/224308.BSU01220
BSU_01330	BSU_16680	experimental	subtiwiki	RpsE	RpsE	RpsO	RpsO	224308.BSU01330/224308.BSU16680
BSU_01330	BSU_16490	experimental	subtiwiki	RpsE	RpsE	RpsB	RpsB	224308.BSU01330/224308.BSU16490
BSU_25760	BSU_25760	experimental	subtiwiki	SigK	SigK	SigK	SigK	224308.BSU25760/224308.BSU25760
BSU_11400	BSU_11381	experimental	subtiwiki	AppC	AppC	AppA/1	AppA/1	224308.BSU11400/224308.BSU11381
BSU_15990	BSU_25410	experimental	subtiwiki	RpsP	RpsP	RpsU	RpsU	224308.BSU15990/224308.BSU25410
BSU_15990	BSU_01200	experimental	subtiwiki	RpsP	RpsP	RpsS	RpsS	224308.BSU15990/224308.BSU01200
BSU_15990	BSU_01250	experimental	subtiwiki	RpsP	RpsP	RpsQ	RpsQ	224308.BSU15990/224308.BSU01250
BSU_15990	BSU_25550	experimental	subtiwiki	RpsP	RpsP	RpsT	RpsT	224308.BSU15990/224308.BSU25550
BSU_15990	BSU_01150	experimental	subtiwiki	RpsP	RpsP	RpsJ	RpsJ	224308.BSU15990/224308.BSU01150
BSU_15990	BSU_29660	experimental	subtiwiki	RpsP	RpsP	RpsD	RpsD	224308.BSU15990/224308.BSU29660
BSU_15990	BSU_01110	experimental	subtiwiki	RpsP	RpsP	RpsG	RpsG	224308.BSU15990/224308.BSU01110
BSU_15990	BSU_01420	experimental	subtiwiki	RpsP	RpsP	RpsK	RpsK	224308.BSU15990/224308.BSU01420
BSU_15990	BSU_40910	experimental	subtiwiki	RpsP	RpsP	RpsF	RpsF	224308.BSU15990/224308.BSU40910
BSU_15990	BSU_01300	experimental	subtiwiki	RpsP	RpsP	RpsH	RpsH	224308.BSU15990/224308.BSU01300
BSU_15990	BSU_40890	experimental	subtiwiki	RpsP	RpsP	RpsR	RpsR	224308.BSU15990/224308.BSU40890
BSU_15990	BSU_01410	experimental	subtiwiki	RpsP	RpsP	RpsM	RpsM	224308.BSU15990/224308.BSU01410
BSU_15990	BSU_01500	experimental	subtiwiki	RpsP	RpsP	RpsI	RpsI	224308.BSU15990/224308.BSU01500
BSU_15990	BSU_01220	experimental	subtiwiki	RpsP	RpsP	RpsC	RpsC	224308.BSU15990/224308.BSU01220
BSU_15990	BSU_16680	experimental	subtiwiki	RpsP	RpsP	RpsO	RpsO	224308.BSU15990/224308.BSU16680
BSU_15990	BSU_16490	experimental	subtiwiki	RpsP	RpsP	RpsB	RpsB	224308.BSU15990/224308.BSU16490
BSU_28220	BSU_00850	experimental	subtiwiki	ClpX	ClpX	McsB	McsB	224308.BSU28220/224308.BSU00850
BSU_02530	BSU_02530	experimental	subtiwiki	RtpA	RtpA	RtpA	RtpA	224308.BSU02530/224308.BSU02530
BSU_26390	BSU_01080	experimental	subtiwiki	SigKC	SigKC	RpoC	RpoC	224308.BSU26390/224308.BSU01080
BSU_15150	BSU_15240	experimental	subtiwiki	FtsL	FtsL	DivIB	DivIB	224308.BSU15150/224308.BSU15240
BSU_15150	BSU_15160	experimental	subtiwiki	FtsL	FtsL	PbpB	PbpB	224308.BSU15150/224308.BSU15160
BSU_22800	BSU_00230	experimental	subtiwiki	SpoIVA	SpoIVA	BofA	BofA	224308.BSU22800/224308.BSU00230
BSU_07630	BSU_07630	experimental	subtiwiki	Nos	Nos	Nos	Nos	224308.BSU07630/224308.BSU07630
BSU_15240	BSU_15160	experimental	subtiwiki	DivIB	DivIB	PbpB	PbpB	224308.BSU15240/224308.BSU15160
BSU_15240	BSU_00620	experimental	subtiwiki	DivIB	DivIB	DivIC	DivIC	224308.BSU15240/224308.BSU00620
BSU_15160	BSU_00620	experimental	subtiwiki	PbpB	PbpB	DivIC	DivIC	224308.BSU15160/224308.BSU00620
BSU_00010	BSU_00010	experimental	subtiwiki	DnaA	DnaA	DnaA	DnaA	224308.BSU00010/224308.BSU00010
BSU_15940	BSU_40960	experimental	subtiwiki	Smc	Smc	ParB	ParB	224308.BSU15940/224308.BSU40960
BSU_14240	BSU_00010	experimental	subtiwiki	Rok	Rok	DnaA	DnaA	224308.BSU14240/224308.BSU00010
BSU_34500	BSU_34490	experimental	subtiwiki	YvdR	YvdR	YvdS	YvdS	224308.BSU34500/224308.BSU34490
BSU_33570	BSU_33560	experimental	subtiwiki	YvaE	YvaE	YvaD	YvaD	224308.BSU33570/224308.BSU33560
BSU_13900	BSU_13890	experimental	subtiwiki	PtsH	PtsH	PtsG	PtsG	224308.BSU13900/224308.BSU13890
BSU_13900	BSU_12010	experimental	subtiwiki	PtsH	PtsH	ManP	ManP	224308.BSU13900/224308.BSU12010
BSU_13900	BSU_05820	experimental	subtiwiki	PtsH	PtsH	GmuA	GmuA	224308.BSU13900/224308.BSU05820
