protein_1_locus	protein_2_locus	evidence	source	protein_1_alt_name	protein_1_name	protein_2_alt_name	protein_2_name	link
BSU_07060	BSU_18160	textmined	string-db	RhgX	RhgX	XynD	XynD	224308.BSU07060/224308.BSU18160
BSU_07060	BSU_39070	textmined	string-db	RhgX	RhgX	BglS	BglS	224308.BSU07060/224308.BSU39070
BSU_07060	BSU_07050	textmined	string-db	RhgX	RhgX	RhgW	RhgW	224308.BSU07060/224308.BSU07050
BSU_07060	BSU_18840	textmined	string-db	RhgX	RhgX	XynA	XynA	224308.BSU07060/224308.BSU18840
BSU_07060	BSU_05880	textmined	string-db	RhgX	RhgX	GmuG	GmuG	224308.BSU07060/224308.BSU05880
BSU_07060	BSU_18130	textmined	string-db	RhgX	RhgX	EglS	EglS	224308.BSU07060/224308.BSU18130
BSU_07080	BSU_34130	database	string-db	YesZ	RhgZ	GanA	GanA	224308.BSU07080/224308.BSU34130
BSU_07080	BSU_34130	database	string-db	YesZ	RhgZ	GanA	GanA	224308.BSU07080/224308.BSU34130
BSU_07090	BSU_08670	experimental	string-db	YetA	YetA	YgaB	YgaB	224308.BSU07090/224308.BSU08670
BSU_07100	BSU_07110	database	string-db	LplA	LplA	LplB	LplB	224308.BSU07100/224308.BSU07110
BSU_07100	BSU_30135	database	string-db	LplA	LplA	YteP	YteP	224308.BSU07100/224308.BSU30135
BSU_07100	BSU_07120	database	string-db	LplA	LplA	LplC	LplC	224308.BSU07100/224308.BSU07120
BSU_07100	BSU_30160	database	string-db	LplA	LplA	YtcQ	YtcQ	224308.BSU07100/224308.BSU30160
BSU_07100	BSU_30170	database	string-db	LplA	LplA	YtcP	YtcP	224308.BSU07100/224308.BSU30170
BSU_07110	BSU_30170	database	string-db	LplB	LplB	YtcP	YtcP	224308.BSU07110/224308.BSU30170
BSU_07110	BSU_30160	database	string-db	LplB	LplB	YtcQ	YtcQ	224308.BSU07110/224308.BSU30160
BSU_07110	BSU_07120	database	string-db	LplB	LplB	LplC	LplC	224308.BSU07110/224308.BSU07120
BSU_07110	BSU_30135	database	string-db	LplB	LplB	YteP	YteP	224308.BSU07110/224308.BSU30135
BSU_07110	BSU_07100	database	string-db	LplB	LplB	LplA	LplA	224308.BSU07110/224308.BSU07100
BSU_07120	BSU_07110	database	string-db	LplC	LplC	LplB	LplB	224308.BSU07120/224308.BSU07110
BSU_07120	BSU_30135	database	string-db	LplC	LplC	YteP	YteP	224308.BSU07120/224308.BSU30135
BSU_07120	BSU_07100	database	string-db	LplC	LplC	LplA	LplA	224308.BSU07120/224308.BSU07100
BSU_07120	BSU_30160	database	string-db	LplC	LplC	YtcQ	YtcQ	224308.BSU07120/224308.BSU30160
BSU_07120	BSU_30170	database	string-db	LplC	LplC	YtcP	YtcP	224308.BSU07120/224308.BSU30170
BSU_07250	BSU_27160	database	string-db	CypD	CypD	CypB	CypB	224308.BSU07250/224308.BSU27160
BSU_07260	BSU_07710	database	string-db	YfnI	LtaSA	LtaSB	LtaSB	224308.BSU07260/224308.BSU07710
BSU_07350	BSU_29740	experimental	string-db	YfmT	YfmT	CcpA	CcpA	224308.BSU07350/224308.BSU29740
BSU_07490	BSU_07500	database	string-db	FecF	YfmF	FecE	YfmE	224308.BSU07490/224308.BSU07500
BSU_07490	BSU_07500	database	string-db	FecF	YfmF	FecE	YfmE	224308.BSU07490/224308.BSU07500
BSU_07490	BSU_07520	database	string-db	FecF	YfmF	FecC	YfmC	224308.BSU07490/224308.BSU07520
BSU_07490	BSU_07520	database	string-db	FecF	YfmF	FecC	YfmC	224308.BSU07490/224308.BSU07520
BSU_07490	BSU_07510	database	string-db	FecF	YfmF	FecD	YfmD	224308.BSU07490/224308.BSU07510
BSU_07490	BSU_07510	database	string-db	FecF	YfmF	FecD	YfmD	224308.BSU07490/224308.BSU07510
BSU_07500	BSU_07510	database	string-db	FecE	YfmE	FecD	YfmD	224308.BSU07500/224308.BSU07510
BSU_07500	BSU_07510	database	string-db	FecE	YfmE	FecD	YfmD	224308.BSU07500/224308.BSU07510
BSU_07500	BSU_07510	database	string-db	FecE	YfmE	FecD	YfmD	224308.BSU07500/224308.BSU07510
BSU_07500	BSU_07510	database	string-db	FecE	YfmE	FecD	YfmD	224308.BSU07500/224308.BSU07510
BSU_07500	BSU_07490	database	string-db	FecE	YfmE	FecF	YfmF	224308.BSU07500/224308.BSU07490
BSU_07500	BSU_07490	database	string-db	FecE	YfmE	FecF	YfmF	224308.BSU07500/224308.BSU07490
BSU_07500	BSU_07520	database	string-db	FecE	YfmE	FecC	YfmC	224308.BSU07500/224308.BSU07520
BSU_07500	BSU_07520	database	string-db	FecE	YfmE	FecC	YfmC	224308.BSU07500/224308.BSU07520
BSU_07500	BSU_07520	database	string-db	FecE	YfmE	FecC	YfmC	224308.BSU07500/224308.BSU07520
BSU_07500	BSU_07520	database	string-db	FecE	YfmE	FecC	YfmC	224308.BSU07500/224308.BSU07520
BSU_07510	BSU_07520	database	string-db	FecD	YfmD	FecC	YfmC	224308.BSU07510/224308.BSU07520
BSU_07510	BSU_07520	database	string-db	FecD	YfmD	FecC	YfmC	224308.BSU07510/224308.BSU07520
BSU_07510	BSU_07520	database	string-db	FecD	YfmD	FecC	YfmC	224308.BSU07510/224308.BSU07520
BSU_07510	BSU_07520	database	string-db	FecD	YfmD	FecC	YfmC	224308.BSU07510/224308.BSU07520
BSU_07510	BSU_07500	database	string-db	FecD	YfmD	FecE	YfmE	224308.BSU07510/224308.BSU07500
BSU_07510	BSU_07500	database	string-db	FecD	YfmD	FecE	YfmE	224308.BSU07510/224308.BSU07500
BSU_07510	BSU_07500	database	string-db	FecD	YfmD	FecE	YfmE	224308.BSU07510/224308.BSU07500
BSU_07510	BSU_07500	database	string-db	FecD	YfmD	FecE	YfmE	224308.BSU07510/224308.BSU07500
BSU_07510	BSU_07490	database	string-db	FecD	YfmD	FecF	YfmF	224308.BSU07510/224308.BSU07490
BSU_07510	BSU_07490	database	string-db	FecD	YfmD	FecF	YfmF	224308.BSU07510/224308.BSU07490
BSU_07520	BSU_07490	database	string-db	FecC	YfmC	FecF	YfmF	224308.BSU07520/224308.BSU07490
BSU_07520	BSU_07490	database	string-db	FecC	YfmC	FecF	YfmF	224308.BSU07520/224308.BSU07490
BSU_07520	BSU_07510	database	string-db	FecC	YfmC	FecD	YfmD	224308.BSU07520/224308.BSU07510
BSU_07520	BSU_07510	database	string-db	FecC	YfmC	FecD	YfmD	224308.BSU07520/224308.BSU07510
BSU_07520	BSU_07510	database	string-db	FecC	YfmC	FecD	YfmD	224308.BSU07520/224308.BSU07510
BSU_07520	BSU_07510	database	string-db	FecC	YfmC	FecD	YfmD	224308.BSU07520/224308.BSU07510
BSU_07520	BSU_07500	database	string-db	FecC	YfmC	FecE	YfmE	224308.BSU07520/224308.BSU07500
BSU_07520	BSU_07500	database	string-db	FecC	YfmC	FecE	YfmE	224308.BSU07520/224308.BSU07500
BSU_07520	BSU_07500	database	string-db	FecC	YfmC	FecE	YfmE	224308.BSU07520/224308.BSU07500
BSU_07520	BSU_07500	database	string-db	FecC	YfmC	FecE	YfmE	224308.BSU07520/224308.BSU07500
BSU_07560	BSU_34950	database	string-db	Pel	Pel	PelC	PelC	224308.BSU07560/224308.BSU34950
BSU_07570	BSU_07580	textmined	string-db	YflS	YflS	CitS	CitS	224308.BSU07570/224308.BSU07580
BSU_07580	BSU_12890	experimental	string-db	CitS	CitS	YkcC	YkcC	224308.BSU07580/224308.BSU12890
BSU_07580	BSU_25330	experimental	string-db	CitS	CitS	YqfF	YqfF	224308.BSU07580/224308.BSU25330
BSU_07580	BSU_29440	experimental	string-db	CitS	CitS	ArgH	ArgH	224308.BSU07580/224308.BSU29440
BSU_07580	BSU_25560	experimental	string-db	CitS	CitS	HolA	HolA	224308.BSU07580/224308.BSU25560
BSU_07580	BSU_12790	experimental	string-db	CitS	CitS	XhlA	XhlA	224308.BSU07580/224308.BSU12790
BSU_07580	BSU_25770	experimental	string-db	CitS	CitS	SpoIVCA	SpoIVCA	224308.BSU07580/224308.BSU25770
BSU_07580	BSU_10160	experimental	string-db	CitS	CitS	YhgE	YhgE	224308.BSU07580/224308.BSU10160
BSU_07580	BSU_27710	experimental	string-db	CitS	CitS	Tgt	Tgt	224308.BSU07580/224308.BSU27710
BSU_07580	BSU_05240	experimental	string-db	CitS	CitS	YdeL	YdeL	224308.BSU07580/224308.BSU05240
BSU_07580	BSU_06710	experimental	string-db	CitS	CitS	SwrC	SwrC	224308.BSU07580/224308.BSU06710
BSU_07580	BSU_37030	experimental	string-db	CitS	CitS	RacA	RacA	224308.BSU07580/224308.BSU37030
BSU_07580	BSU_26030	experimental	string-db	CitS	CitS	YqbO	YqbO	224308.BSU07580/224308.BSU26030
BSU_07580	BSU_09900	experimental	string-db	CitS	CitS	YhaP	YhaP	224308.BSU07580/224308.BSU09900
BSU_07580	BSU_06280	experimental	string-db	CitS	CitS	YdjP	YdjP	224308.BSU07580/224308.BSU06280
BSU_07580	BSU_26150	experimental	string-db	CitS	CitS	YqbD	YqbD	224308.BSU07580/224308.BSU26150
BSU_07580	BSU_14400	experimental	string-db	CitS	CitS	FruA	FruA	224308.BSU07580/224308.BSU14400
BSU_07580	BSU_18200	experimental	string-db	CitS	CitS	NrnB	NrnB	224308.BSU07580/224308.BSU18200
BSU_07580	BSU_07570	textmined	string-db	CitS	CitS	YflS	YflS	224308.BSU07580/224308.BSU07570
BSU_07580	BSU_39790	experimental	string-db	CitS	CitS	YxcE	YxcE	224308.BSU07580/224308.BSU39790
BSU_07580	BSU_09920	experimental	string-db	CitS	CitS	SbcE	SbcE	224308.BSU07580/224308.BSU09920
BSU_07580	BSU_03630	experimental	string-db	CitS	CitS	BsdB	BsdB	224308.BSU07580/224308.BSU03630
BSU_07580	BSU_34010	experimental	string-db	CitS	CitS	YvbW	YvbW	224308.BSU07580/224308.BSU34010
BSU_07580	BSU_07590	experimental	string-db	CitS	CitS	CitT	CitT	224308.BSU07580/224308.BSU07590
BSU_07580	BSU_36020	experimental	string-db	CitS	CitS	AlsR	AlsR	224308.BSU07580/224308.BSU36020
BSU_07590	BSU_07580	experimental	string-db	CitT	CitT	CitS	CitS	224308.BSU07590/224308.BSU07580
BSU_07640	BSU_29470	database	string-db	YflL	YflL	AckA	AckA	224308.BSU07640/224308.BSU29470
BSU_07710	BSU_07260	database	string-db	LtaSB	LtaSB	YfnI	LtaSA	224308.BSU07710/224308.BSU07260
BSU_07800	BSU_00660	experimental	string-db	TreP	TreP	YabT	YabT	224308.BSU07800/224308.BSU00660
BSU_07800	BSU_40120	database	string-db	TreP	TreP	YyzE	YyzE	224308.BSU07800/224308.BSU40120
BSU_07800	BSU_22230	database	string-db	TreP	TreP	PtsA	YpqE	224308.BSU07800/224308.BSU22230
BSU_07800	BSU_22230	database	string-db	TreP	TreP	PtsA	YpqE	224308.BSU07800/224308.BSU22230
BSU_07810	BSU_08180	database	string-db	TreA	TreA	MalA	MalA	224308.BSU07810/224308.BSU08180
BSU_07840	BSU_37060	database	string-db	YfkN	YfkN	Tdk	Tdk	224308.BSU07840/224308.BSU37060
BSU_07840	BSU_00140	database	string-db	YfkN	YfkN	Dck	Dck	224308.BSU07840/224308.BSU00140
BSU_07840	BSU_27330	database	string-db	YfkN	YfkN	Udk	Udk	224308.BSU07840/224308.BSU27330
BSU_07880	BSU_36240	database	string-db	YfkJ	YfkJ	PtpZ	YwqE	224308.BSU07880/224308.BSU36240
BSU_07900	BSU_30270	textmined	string-db	Rbn	Rbn	MelE	MsmE	224308.BSU07900/224308.BSU30270
BSU_07900	BSU_16960	textmined	string-db	Rbn	Rbn	Rny	Rny	224308.BSU07900/224308.BSU16960
BSU_08000	BSU_19400	experimental	string-db	YfjQ	YfjQ	SodC	SodC	224308.BSU08000/224308.BSU19400
BSU_08010	BSU_01800	database	string-db	YfjP	YfjP	AlkA	AlkA	224308.BSU08010/224308.BSU01800
BSU_08060	BSU_08100	textmined	string-db	AcoA	AcoA	AcoR	AcoR	224308.BSU08060/224308.BSU08100
BSU_08060	BSU_08080	experimental	string-db	AcoA	AcoA	AcoC	AcoC	224308.BSU08060/224308.BSU08080
BSU_08060	BSU_25570	experimental	string-db	AcoA	AcoA	ComEC	ComEC	224308.BSU08060/224308.BSU25570
BSU_08060	BSU_34520	experimental	string-db	AcoA	AcoA	CotQ	YvdP	224308.BSU08060/224308.BSU34520
BSU_08060	BSU_08070	textmined	string-db	AcoA	AcoA	AcoB	AcoB	224308.BSU08060/224308.BSU08070
BSU_08070	BSU_08100	textmined	string-db	AcoB	AcoB	AcoR	AcoR	224308.BSU08070/224308.BSU08100
BSU_08070	BSU_08080	textmined	string-db	AcoB	AcoB	AcoC	AcoC	224308.BSU08070/224308.BSU08080
BSU_08070	BSU_08060	textmined	string-db	AcoB	AcoB	AcoA	AcoA	224308.BSU08070/224308.BSU08060
BSU_08080	BSU_14580	database	string-db	AcoC	AcoC	PdhA	PdhA	224308.BSU08080/224308.BSU14580
BSU_08080	BSU_08060	experimental	string-db	AcoC	AcoC	AcoA	AcoA	224308.BSU08080/224308.BSU08060
BSU_08080	BSU_06710	experimental	string-db	AcoC	AcoC	SwrC	SwrC	224308.BSU08080/224308.BSU06710
BSU_08080	BSU_25210	experimental	string-db	AcoC	AcoC	DnaG	DnaG	224308.BSU08080/224308.BSU25210
BSU_08080	BSU_08100	textmined	string-db	AcoC	AcoC	AcoR	AcoR	224308.BSU08080/224308.BSU08100
BSU_08080	BSU_37240	experimental	string-db	AcoC	AcoC	YwiE	YwiE	224308.BSU08080/224308.BSU37240
BSU_08080	BSU_13390	experimental	string-db	AcoC	AcoC	YkoT	YkoT	224308.BSU08080/224308.BSU13390
BSU_08080	BSU_08090	database	string-db	AcoC	AcoC	AcoL	AcoL	224308.BSU08080/224308.BSU08090
BSU_08080	BSU_14610	database	string-db	AcoC	AcoC	PdhD	PdhD	224308.BSU08080/224308.BSU14610
BSU_08080	BSU_08070	textmined	string-db	AcoC	AcoC	AcoB	AcoB	224308.BSU08080/224308.BSU08070
BSU_08080	BSU_14590	database	string-db	AcoC	AcoC	PdhB	PdhB	224308.BSU08080/224308.BSU14590
BSU_08080	BSU_14600	database	string-db	AcoC	AcoC	PdhC	PdhC	224308.BSU08080/224308.BSU14600
BSU_08080	BSU_24060	database	string-db	AcoC	AcoC	LpdV	LpdV	224308.BSU08080/224308.BSU24060
BSU_08080	BSU_19660	experimental	string-db	AcoC	AcoC	YozD	YozD	224308.BSU08080/224308.BSU19660
BSU_08090	BSU_24570	database	string-db	AcoL	AcoL	GcvT	GcvT	224308.BSU08090/224308.BSU24570
BSU_08090	BSU_14580	database	string-db	AcoL	AcoL	PdhA	PdhA	224308.BSU08090/224308.BSU14580
BSU_08090	BSU_24560	database	string-db	AcoL	AcoL	GcvPA	GcvPA	224308.BSU08090/224308.BSU24560
BSU_08090	BSU_19360	database	string-db	AcoL	AcoL	OdhB	OdhB	224308.BSU08090/224308.BSU19360
BSU_08090	BSU_24050	database	string-db	AcoL	AcoL	BkdAA	BkdAA	224308.BSU08090/224308.BSU24050
BSU_08090	BSU_08080	database	string-db	AcoL	AcoL	AcoC	AcoC	224308.BSU08090/224308.BSU08080
BSU_08090	BSU_14610	database	string-db	AcoL	AcoL	PdhD	PdhD	224308.BSU08090/224308.BSU14610
BSU_08090	BSU_24040	database	string-db	AcoL	AcoL	BkdAB	BkdAB	224308.BSU08090/224308.BSU24040
BSU_08090	BSU_19370	database	string-db	AcoL	AcoL	OdhA	OdhA	224308.BSU08090/224308.BSU19370
BSU_08090	BSU_14590	database	string-db	AcoL	AcoL	PdhB	PdhB	224308.BSU08090/224308.BSU14590
BSU_08090	BSU_14600	database	string-db	AcoL	AcoL	PdhC	PdhC	224308.BSU08090/224308.BSU14600
BSU_08090	BSU_24550	database	string-db	AcoL	AcoL	GcvPB	GcvPB	224308.BSU08090/224308.BSU24550
BSU_08090	BSU_24060	database	string-db	AcoL	AcoL	LpdV	LpdV	224308.BSU08090/224308.BSU24060
BSU_08090	BSU_32800	database	string-db	AcoL	AcoL	GcvH	GcvH	224308.BSU08090/224308.BSU32800
BSU_08090	BSU_24030	database	string-db	AcoL	AcoL	BkdB	BkdB	224308.BSU08090/224308.BSU24030
BSU_08100	BSU_08070	textmined	string-db	AcoR	AcoR	AcoB	AcoB	224308.BSU08100/224308.BSU08070
BSU_08100	BSU_08060	textmined	string-db	AcoR	AcoR	AcoA	AcoA	224308.BSU08100/224308.BSU08060
BSU_08100	BSU_08080	textmined	string-db	AcoR	AcoR	AcoC	AcoC	224308.BSU08100/224308.BSU08080
BSU_08180	BSU_07810	database	string-db	MalA	MalA	TreA	TreA	224308.BSU08180/224308.BSU07810
BSU_08200	BSU_22230	database	string-db	MalP	MalP	PtsA	YpqE	224308.BSU08200/224308.BSU22230
BSU_08200	BSU_22230	database	string-db	MalP	MalP	PtsA	YpqE	224308.BSU08200/224308.BSU22230
BSU_08200	BSU_40120	database	string-db	MalP	MalP	YyzE	YyzE	224308.BSU08200/224308.BSU40120
BSU_08320	BSU_02870	database	string-db	LnrM	YfiM	ZnuB	ZnuB	224308.BSU08320/224308.BSU02870
BSU_08320	BSU_40150	database	string-db	LnrM	YfiM	EpeA	YydI	224308.BSU08320/224308.BSU40150
BSU_08320	BSU_27460	database	string-db	LnrM	YfiM	GlnP	GlnP	224308.BSU08320/224308.BSU27460
BSU_08320	BSU_13220	database	string-db	LnrM	YfiM	ThiW	ThiW	224308.BSU08320/224308.BSU13220
BSU_08320	BSU_30760	database	string-db	LnrM	YfiM	MntB	MntB	224308.BSU08320/224308.BSU30760
BSU_08320	BSU_01450	database	string-db	LnrM	YfiM	YbxA	EcfA	224308.BSU08320/224308.BSU01450
BSU_08320	BSU_33810	database	string-db	LnrM	YfiM	OpuCC	OpuCC	224308.BSU08320/224308.BSU33810
BSU_08320	BSU_39490	database	string-db	LnrM	YfiM	YxeN	YxeN	224308.BSU08320/224308.BSU39490
BSU_08320	BSU_03370	database	string-db	LnrM	YfiM	YckA	YckA	224308.BSU08320/224308.BSU03370
BSU_08320	BSU_02990	database	string-db	LnrM	YfiM	OpuAB	OpuAB	224308.BSU08320/224308.BSU02990
BSU_08320	BSU_08330	database	string-db	LnrM	YfiM	LnrN	YfiN	224308.BSU08320/224308.BSU08330
BSU_08320	BSU_08330	database	string-db	LnrM	YfiM	LnrN	YfiN	224308.BSU08320/224308.BSU08330
BSU_08320	BSU_30740	database	string-db	LnrM	YfiM	MntD	MntD	224308.BSU08320/224308.BSU30740
BSU_08320	BSU_34150	database	string-db	LnrM	YfiM	GanP	GanP	224308.BSU08320/224308.BSU34150
BSU_08320	BSU_27450	database	string-db	LnrM	YfiM	GlnM	GlnM	224308.BSU08320/224308.BSU27450
BSU_08320	BSU_32550	database	string-db	LnrM	YfiM	FrlP	YurJ	224308.BSU08320/224308.BSU32550
BSU_08320	BSU_32550	database	string-db	LnrM	YfiM	FrlP	YurJ	224308.BSU08320/224308.BSU32550
BSU_08320	BSU_11430	database	string-db	LnrM	YfiM	OppA	OppA	224308.BSU08320/224308.BSU11430
BSU_08320	BSU_34080	database	string-db	LnrM	YfiM	YvfS	YvfS	224308.BSU08320/224308.BSU34080
BSU_08320	BSU_38810	database	string-db	LnrM	YfiM	MsmX	MsmX	224308.BSU08320/224308.BSU38810
BSU_08320	BSU_34160	database	string-db	LnrM	YfiM	GanS	CycB	224308.BSU08320/224308.BSU34160
BSU_08320	BSU_01460	database	string-db	LnrM	YfiM	YbaE	EcfAB	224308.BSU08320/224308.BSU01460
BSU_08320	BSU_03000	database	string-db	LnrM	YfiM	OpuAC	OpuAC	224308.BSU08320/224308.BSU03000
BSU_08320	BSU_02860	database	string-db	LnrM	YfiM	ZnuC	ZnuC	224308.BSU08320/224308.BSU02860
BSU_08320	BSU_34600	database	string-db	LnrM	YfiM	MdxF	MdxF	224308.BSU08320/224308.BSU34600
BSU_08320	BSU_03600	database	string-db	LnrM	YfiM	TcyB	TcyB	224308.BSU08320/224308.BSU03600
BSU_08320	BSU_35710	database	string-db	LnrM	YfiM	TagG	TagG	224308.BSU08320/224308.BSU35710
BSU_08320	BSU_29350	database	string-db	LnrM	YfiM	TcyM	TcyM	224308.BSU08320/224308.BSU29350
BSU_08320	BSU_30750	database	string-db	LnrM	YfiM	MntC	MntC	224308.BSU08320/224308.BSU30750
BSU_08320	BSU_15340	database	string-db	LnrM	YfiM	YlmA	YlmA	224308.BSU08320/224308.BSU15340
BSU_08320	BSU_23970	database	string-db	LnrM	YfiM	ArtQ	ArtQ	224308.BSU08320/224308.BSU23970
BSU_08320	BSU_34610	database	string-db	LnrM	YfiM	MdxE	MdxE	224308.BSU08320/224308.BSU34610
BSU_08320	BSU_12960	database	string-db	LnrM	YfiM	DppE	DppE	224308.BSU08320/224308.BSU12960
BSU_08320	BSU_33710	database	string-db	LnrM	YfiM	OpuBC	OpuBC	224308.BSU08320/224308.BSU33710
BSU_08320	BSU_29360	database	string-db	LnrM	YfiM	TcyL	TcyL	224308.BSU08320/224308.BSU29360
BSU_08330	BSU_27450	database	string-db	LnrN	YfiN	GlnM	GlnM	224308.BSU08330/224308.BSU27450
BSU_08330	BSU_27450	database	string-db	LnrN	YfiN	GlnM	GlnM	224308.BSU08330/224308.BSU27450
BSU_08330	BSU_32550	database	string-db	LnrN	YfiN	FrlP	YurJ	224308.BSU08330/224308.BSU32550
BSU_08330	BSU_32550	database	string-db	LnrN	YfiN	FrlP	YurJ	224308.BSU08330/224308.BSU32550
BSU_08330	BSU_32550	database	string-db	LnrN	YfiN	FrlP	YurJ	224308.BSU08330/224308.BSU32550
BSU_08330	BSU_32550	database	string-db	LnrN	YfiN	FrlP	YurJ	224308.BSU08330/224308.BSU32550
BSU_08330	BSU_34150	database	string-db	LnrN	YfiN	GanP	GanP	224308.BSU08330/224308.BSU34150
BSU_08330	BSU_34150	database	string-db	LnrN	YfiN	GanP	GanP	224308.BSU08330/224308.BSU34150
BSU_08330	BSU_08320	database	string-db	LnrN	YfiN	LnrM	YfiM	224308.BSU08330/224308.BSU08320
BSU_08330	BSU_08320	database	string-db	LnrN	YfiN	LnrM	YfiM	224308.BSU08330/224308.BSU08320
BSU_08330	BSU_03370	database	string-db	LnrN	YfiN	YckA	YckA	224308.BSU08330/224308.BSU03370
BSU_08330	BSU_03370	database	string-db	LnrN	YfiN	YckA	YckA	224308.BSU08330/224308.BSU03370
BSU_08330	BSU_02990	database	string-db	LnrN	YfiN	OpuAB	OpuAB	224308.BSU08330/224308.BSU02990
BSU_08330	BSU_02990	database	string-db	LnrN	YfiN	OpuAB	OpuAB	224308.BSU08330/224308.BSU02990
BSU_08330	BSU_30740	database	string-db	LnrN	YfiN	MntD	MntD	224308.BSU08330/224308.BSU30740
BSU_08330	BSU_30740	database	string-db	LnrN	YfiN	MntD	MntD	224308.BSU08330/224308.BSU30740
BSU_08330	BSU_39490	database	string-db	LnrN	YfiN	YxeN	YxeN	224308.BSU08330/224308.BSU39490
BSU_08330	BSU_39490	database	string-db	LnrN	YfiN	YxeN	YxeN	224308.BSU08330/224308.BSU39490
BSU_08330	BSU_33810	database	string-db	LnrN	YfiN	OpuCC	OpuCC	224308.BSU08330/224308.BSU33810
BSU_08330	BSU_33810	database	string-db	LnrN	YfiN	OpuCC	OpuCC	224308.BSU08330/224308.BSU33810
BSU_08330	BSU_30760	database	string-db	LnrN	YfiN	MntB	MntB	224308.BSU08330/224308.BSU30760
BSU_08330	BSU_30760	database	string-db	LnrN	YfiN	MntB	MntB	224308.BSU08330/224308.BSU30760
BSU_08330	BSU_01450	database	string-db	LnrN	YfiN	YbxA	EcfA	224308.BSU08330/224308.BSU01450
BSU_08330	BSU_01450	database	string-db	LnrN	YfiN	YbxA	EcfA	224308.BSU08330/224308.BSU01450
BSU_08330	BSU_13220	database	string-db	LnrN	YfiN	ThiW	ThiW	224308.BSU08330/224308.BSU13220
BSU_08330	BSU_13220	database	string-db	LnrN	YfiN	ThiW	ThiW	224308.BSU08330/224308.BSU13220
BSU_08330	BSU_27460	database	string-db	LnrN	YfiN	GlnP	GlnP	224308.BSU08330/224308.BSU27460
BSU_08330	BSU_27460	database	string-db	LnrN	YfiN	GlnP	GlnP	224308.BSU08330/224308.BSU27460
BSU_08330	BSU_40150	database	string-db	LnrN	YfiN	EpeA	YydI	224308.BSU08330/224308.BSU40150
BSU_08330	BSU_40150	database	string-db	LnrN	YfiN	EpeA	YydI	224308.BSU08330/224308.BSU40150
BSU_08330	BSU_02870	database	string-db	LnrN	YfiN	ZnuB	ZnuB	224308.BSU08330/224308.BSU02870
BSU_08330	BSU_02870	database	string-db	LnrN	YfiN	ZnuB	ZnuB	224308.BSU08330/224308.BSU02870
BSU_08330	BSU_33710	database	string-db	LnrN	YfiN	OpuBC	OpuBC	224308.BSU08330/224308.BSU33710
BSU_08330	BSU_33710	database	string-db	LnrN	YfiN	OpuBC	OpuBC	224308.BSU08330/224308.BSU33710
BSU_08330	BSU_29360	database	string-db	LnrN	YfiN	TcyL	TcyL	224308.BSU08330/224308.BSU29360
BSU_08330	BSU_29360	database	string-db	LnrN	YfiN	TcyL	TcyL	224308.BSU08330/224308.BSU29360
BSU_08330	BSU_12960	database	string-db	LnrN	YfiN	DppE	DppE	224308.BSU08330/224308.BSU12960
BSU_08330	BSU_12960	database	string-db	LnrN	YfiN	DppE	DppE	224308.BSU08330/224308.BSU12960
BSU_08330	BSU_34610	database	string-db	LnrN	YfiN	MdxE	MdxE	224308.BSU08330/224308.BSU34610
BSU_08330	BSU_34610	database	string-db	LnrN	YfiN	MdxE	MdxE	224308.BSU08330/224308.BSU34610
BSU_08330	BSU_23970	database	string-db	LnrN	YfiN	ArtQ	ArtQ	224308.BSU08330/224308.BSU23970
BSU_08330	BSU_23970	database	string-db	LnrN	YfiN	ArtQ	ArtQ	224308.BSU08330/224308.BSU23970
BSU_08330	BSU_15340	database	string-db	LnrN	YfiN	YlmA	YlmA	224308.BSU08330/224308.BSU15340
BSU_08330	BSU_15340	database	string-db	LnrN	YfiN	YlmA	YlmA	224308.BSU08330/224308.BSU15340
BSU_08330	BSU_29350	database	string-db	LnrN	YfiN	TcyM	TcyM	224308.BSU08330/224308.BSU29350
BSU_08330	BSU_29350	database	string-db	LnrN	YfiN	TcyM	TcyM	224308.BSU08330/224308.BSU29350
BSU_08330	BSU_30750	database	string-db	LnrN	YfiN	MntC	MntC	224308.BSU08330/224308.BSU30750
BSU_08330	BSU_30750	database	string-db	LnrN	YfiN	MntC	MntC	224308.BSU08330/224308.BSU30750
BSU_08330	BSU_03600	database	string-db	LnrN	YfiN	TcyB	TcyB	224308.BSU08330/224308.BSU03600
BSU_08330	BSU_03600	database	string-db	LnrN	YfiN	TcyB	TcyB	224308.BSU08330/224308.BSU03600
BSU_08330	BSU_35710	database	string-db	LnrN	YfiN	TagG	TagG	224308.BSU08330/224308.BSU35710
BSU_08330	BSU_35710	database	string-db	LnrN	YfiN	TagG	TagG	224308.BSU08330/224308.BSU35710
BSU_08330	BSU_34600	database	string-db	LnrN	YfiN	MdxF	MdxF	224308.BSU08330/224308.BSU34600
BSU_08330	BSU_34600	database	string-db	LnrN	YfiN	MdxF	MdxF	224308.BSU08330/224308.BSU34600
BSU_08330	BSU_03000	database	string-db	LnrN	YfiN	OpuAC	OpuAC	224308.BSU08330/224308.BSU03000
BSU_08330	BSU_03000	database	string-db	LnrN	YfiN	OpuAC	OpuAC	224308.BSU08330/224308.BSU03000
BSU_08330	BSU_01460	database	string-db	LnrN	YfiN	YbaE	EcfAB	224308.BSU08330/224308.BSU01460
BSU_08330	BSU_01460	database	string-db	LnrN	YfiN	YbaE	EcfAB	224308.BSU08330/224308.BSU01460
