"regulator_locus","regulator_name","mode","gene_locus","gene_name"
"BSU_25200","sigA","sigma factor","BSU_28450","sdhC"
"BSU_25200","sigA","sigma factor","BSU_28430","sdhB"
"BSU_17850","lexA","repression","BSU_12500","xkdA"
"BSU_16470","sigD","sigma factor","BSU_12500","xkdA"
"BSU_25200","sigA","sigma factor","BSU_22960","gudB"
"BSU_15330","sigG","sigma factor","BSU_18600","yozQ"
"BSU_12000","manR","activation","BSU_12000","manR"
"BSU_29740","ccpA","repression","BSU_12000","manR"
"BSU_25200","sigA","sigma factor","BSU_12000","manR"
"BSU_33221","yvrHb","activation","BSU_33230","sigO"
"BSU_33221","yvrHb","activation","BSU_33222","rsoA"
"BSU_33230","sigO","sigma factor","BSU_33230","sigO"
"BSU_33230","sigO","sigma factor","BSU_33222","rsoA"
"BSU_33222","rsoA","sigma factor","BSU_33230","sigO"
"BSU_33222","rsoA","sigma factor","BSU_33222","rsoA"
"BSU_29740","ccpA","repression","BSU_38730","cydD"
"BSU_29740","ccpA","repression","BSU_38740","cydC"
"BSU_29740","ccpA","repression","BSU_38760","cydA"
"BSU_29740","ccpA","repression","BSU_38750","cydB"
"BSU_05970","rex","repression","BSU_38730","cydD"
"BSU_05970","rex","repression","BSU_38740","cydC"
"BSU_05970","rex","repression","BSU_38760","cydA"
"BSU_05970","rex","repression","BSU_38750","cydB"
"BSU_23120","resD","activation","BSU_38730","cydD"
"BSU_23120","resD","activation","BSU_38740","cydC"
"BSU_23120","resD","activation","BSU_38760","cydA"
"BSU_23120","resD","activation","BSU_38750","cydB"
"BSU_23450","sigF","sigma factor","BSU_38730","cydD"
"BSU_23450","sigF","sigma factor","BSU_38740","cydC"
"BSU_23450","sigF","sigma factor","BSU_38760","cydA"
"BSU_23450","sigF","sigma factor","BSU_38750","cydB"
"BSU_04730","sigB","sigma factor","BSU_04340","ydaP"
"BSU_00370","abrB","repression","BSU_21530","yolB"
"BSU_00370","abrB","repression","BSU_21540","yolA"
"BSU_04730","sigB","sigma factor","BSU_04290","ydaL"
"BSU_04730","sigB","sigma factor","BSU_04270","ydaJ"
"BSU_04730","sigB","sigma factor","BSU_04280","ydaK"
"BSU_04730","sigB","sigma factor","BSU_04300","ydaM"
"BSU_04730","sigB","sigma factor","BSU_04310","ydaN"
"BSU_28410","gerE","repression","BSU_18670","oxdD"
"BSU_25760","sigK","sigma factor","BSU_18670","oxdD"
"BSU_04730","sigB","sigma factor","BSU_23830","yqjL"
"BSU_09520","sigM","sigma factor","BSU_23830","yqjL"
"BSU_01730","sigW","sigma factor","BSU_23830","yqjL"
"BSU_27120","sigV","sigma factor","BSU_23830","yqjL"
"BSU_04730","sigB","sigma factor","BSU_38430","gspA"
"BSU_24220","spo0A","repression","BSU_00010","dnaA"
"BSU_24220","spo0A","repression","BSU_00020","dnaN"
"BSU_25200","sigA","sigma factor","BSU_00010","dnaA"
"BSU_25200","sigA","sigma factor","BSU_00020","dnaN"
"BSU_31680","comA","activation","BSU_03530","ycxA"
"BSU_36420","spoIIID","repression","BSU_28380","gerM"
"BSU_15320","sigE","sigma factor","BSU_28380","gerM"
"BSU_37620","rsfA","activation","BSU_38630","katX"
"BSU_04730","sigB","sigma factor","BSU_38630","katX"
"BSU_23450","sigF","sigma factor","BSU_38630","katX"
"BSU_23450","sigF","sigma factor","BSU_40950","yyaC"
"BSU_37650","cysL","auto-repression","BSU_37650","cysL"
"BSU_25200","sigA","sigma factor","BSU_37650","cysL"
"BSU_27890","nadR","repression","BSU_27890","nadR"
"BSU_27890","nadR","repression","BSU_27880","nifS"
"BSU_25200","sigA","sigma factor","BSU_27890","nadR"
"BSU_25200","sigA","sigma factor","BSU_27880","nifS"
"BSU_29740","ccpA","repression","BSU_19030","yobO"
"BSU_00370","abrB","repression","BSU_19030","yobO"
"BSU_misc_RNA_11","Thi-box","RNA switch","BSU_08790","thiC"
"BSU_00370","abrB","repression","BSU_24650","yqzG"
"BSU_23450","sigF","sigma factor","BSU_24650","yqzG"
"BSU_35490","degU","repression","BSU_39230","wapA"
"BSU_35490","degU","repression","BSU_39220","wapI"
"BSU_33221","yvrHb","activation","BSU_39230","wapA"
"BSU_33221","yvrHb","activation","BSU_39220","wapI"
"BSU_40410","walR","repression","BSU_39230","wapA"
"BSU_40410","walR","repression","BSU_39220","wapI"
"BSU_25200","sigA","sigma factor","BSU_39230","wapA"
"BSU_25200","sigA","sigma factor","BSU_39220","wapI"
"BSU_17850","lexA","repression","BSU_13800","ykvR"
"BSU_36420","spoIIID","activation","BSU_15090","gerR"
"BSU_15320","sigE","sigma factor","BSU_15090","gerR"
"BSU_25200","sigA","sigma factor","BSU_37160","rpoE"
"BSU_00370","abrB","repression","BSU_14230","ahpT"
"BSU_00370","abrB","repression","BSU_14220","ahpA"
"BSU_04730","sigB","sigma factor","BSU_38180","ywzA"
"BSU_17450","glnR","repression","BSU_36660","ureA"
"BSU_17450","glnR","repression","BSU_36650","ureB"
"BSU_17450","glnR","repression","BSU_36640","ureC"
"BSU_13310","tnrA","activation","BSU_36660","ureA"
"BSU_13310","tnrA","activation","BSU_36650","ureB"
"BSU_13310","tnrA","activation","BSU_36640","ureC"
"BSU_32420","pucR","activation","BSU_36660","ureA"
"BSU_32420","pucR","activation","BSU_36650","ureB"
"BSU_32420","pucR","activation","BSU_36640","ureC"
"BSU_16170","codY","repression","BSU_36660","ureA"
"BSU_16170","codY","repression","BSU_36650","ureB"
"BSU_16170","codY","repression","BSU_36640","ureC"
"BSU_25200","sigA","sigma factor","BSU_36660","ureA"
"BSU_25200","sigA","sigma factor","BSU_36650","ureB"
"BSU_25200","sigA","sigma factor","BSU_36640","ureC"
"BSU_00980","sigH","sigma factor","BSU_36660","ureA"
"BSU_00980","sigH","sigma factor","BSU_36650","ureB"
"BSU_00980","sigH","sigma factor","BSU_36640","ureC"
"BSU_36420","spoIIID","activation","BSU_17420","spoVK"
"BSU_15320","sigE","sigma factor","BSU_17420","spoVK"
"BSU_25760","sigK","sigma factor","BSU_17420","spoVK"
"BSU_04730","sigB","sigma factor","BSU_23329","ypuC/1"
"BSU_04730","sigB","sigma factor","BSU_23340","ypuB"
"BSU_25200","sigA","sigma factor","BSU_22780","folE"
"BSU_25200","sigA","sigma factor","BSU_22770","mtrB"
"BSU_16170","codY","repression","BSU_32090","yuiA"
"BSU_16170","codY","repression","BSU_32080","yuiB"
"BSU_13310","tnrA","repression","BSU_32090","yuiA"
"BSU_13310","tnrA","repression","BSU_32080","yuiB"
"BSU_29740","ccpA","repression","BSU_19360","odhB"
"BSU_29740","ccpA","repression","BSU_19370","odhA"
"BSU_25200","sigA","sigma factor","BSU_19360","odhB"
"BSU_25200","sigA","sigma factor","BSU_19370","odhA"
"BSU_33080","liaR","activation","BSU_33120","liaH"
"BSU_33080","liaR","activation","BSU_33130","liaI"
"BSU_25200","sigA","sigma factor","BSU_33120","liaH"
"BSU_25200","sigA","sigma factor","BSU_33130","liaI"
"BSU_25200","sigA","sigma factor","BSU_09100","cspB"
"BSU_15320","sigE","sigma factor","BSU_10950","yitD"
"BSU_15320","sigE","sigma factor","BSU_10940","yitC"
"BSU_25760","sigK","sigma factor","BSU_10950","yitD"
"BSU_25760","sigK","sigma factor","BSU_10940","yitC"
"BSU_16170","codY","repression","BSU_29600","braB"
"BSU_09990","scoC","repression","BSU_29600","braB"
"BSU_25200","sigA","sigma factor","BSU_29600","braB"
"BSU_15320","sigE","sigma factor","BSU_08980","yhbH"
"BSU_29740","ccpA","activation","BSU_06660","opuE"
"BSU_04730","sigB","sigma factor","BSU_06660","opuE"
"BSU_15330","sigG","sigma factor","BSU_22000","sspL"
"BSU_24220","spo0A","activation","BSU_14510","ktrC"
"BSU_24220","spo0A","activation","BSU_14500","ykqA"
"BSU_24220","spo0A","activation","BSU_14490","kinC"
"BSU_25200","sigA","sigma factor","BSU_14510","ktrC"
"BSU_25200","sigA","sigma factor","BSU_14500","ykqA"
"BSU_25200","sigA","sigma factor","BSU_14490","kinC"
"BSU_13310","tnrA","activation","BSU_36510","nrgA"
"BSU_13310","tnrA","activation","BSU_36520","nrgB"
"BSU_25200","sigA","sigma factor","BSU_36510","nrgA"
"BSU_25200","sigA","sigma factor","BSU_36520","nrgB"
"BSU_15880","fapR","repression","BSU_11330","fabHA"
"BSU_15880","fapR","repression","BSU_11340","fabF"
"BSU_25200","sigA","sigma factor","BSU_11330","fabHA"
"BSU_25200","sigA","sigma factor","BSU_11340","fabF"
"BSU_01730","sigW","sigma factor","BSU_11330","fabHA"
"BSU_01730","sigW","sigma factor","BSU_11340","fabF"
"BSU_31680","comA","activation","BSU_37480","ywhH"
"BSU_39660","yxdJ","activation","BSU_39630","yxdM"
"BSU_39660","yxdJ","activation","BSU_39620","yxeA"
"BSU_39660","yxdJ","activation","BSU_39640","yxdL"
"BSU_29740","ccpA","repression","BSU_29110","phoP"
"BSU_29740","ccpA","repression","BSU_29100","phoR"
"BSU_09990","scoC","repression","BSU_29110","phoP"
"BSU_09990","scoC","repression","BSU_29100","phoR"
"BSU_29110","phoP","activation","BSU_29110","phoP"
"BSU_29110","phoP","activation","BSU_29100","phoR"
"BSU_25200","sigA","sigma factor","BSU_29110","phoP"
"BSU_25200","sigA","sigma factor","BSU_29100","phoR"
"BSU_04730","sigB","sigma factor","BSU_29110","phoP"
"BSU_04730","sigB","sigma factor","BSU_29100","phoR"
"BSU_15320","sigE","sigma factor","BSU_29110","phoP"
"BSU_15320","sigE","sigma factor","BSU_29100","phoR"
"BSU_09520","sigM","sigma factor","BSU_16950","pbpX"
"BSU_23100","sigX","sigma factor","BSU_16950","pbpX"
"BSU_27120","sigV","sigma factor","BSU_16950","pbpX"
"BSU_24020","bmrR","activation","BSU_24020","bmrR"
"BSU_24020","bmrR","activation","BSU_24010","bmr"
"BSU_36600","mta","activation","BSU_24020","bmrR"
"BSU_36600","mta","activation","BSU_24010","bmr"
"BSU_04730","sigB","sigma factor","BSU_24020","bmrR"
"BSU_04730","sigB","sigma factor","BSU_24010","bmr"
"BSU_25200","sigA","sigma factor","BSU_24020","bmrR"
"BSU_25200","sigA","sigma factor","BSU_24010","bmr"
"BSU_00560","spoVT","activation","BSU_13400","ligD"
"BSU_00560","spoVT","activation","BSU_13410","ykoV"
"BSU_15330","sigG","sigma factor","BSU_13400","ligD"
"BSU_15330","sigG","sigma factor","BSU_13410","ykoV"
"BSU_24610","sinR","repression","BSU_38400","epr"
"BSU_09990","scoC","repression","BSU_38400","epr"
"BSU_24220","spo0A","activation","BSU_38400","epr"
"BSU_16470","sigD","sigma factor","BSU_38400","epr"
"BSU_35490","degU","activation","BSU_38400","epr"
"BSU_31070","gbsR","repression","BSU_31060","gbsA"
"BSU_31070","gbsR","repression","BSU_31050","gbsB"
"BSU_25200","sigA","sigma factor","BSU_31060","gbsA"
"BSU_25200","sigA","sigma factor","BSU_31050","gbsB"
"BSU_24220","spo0A","activation","BSU_19210","yocH"
"BSU_00370","abrB","repression","BSU_19210","yocH"
"BSU_40410","walR","activation","BSU_19210","yocH"
"BSU_25200","sigA","sigma factor","BSU_19210","yocH"
"BSU_00560","spoVT","activation","BSU_13470","sspD"
"BSU_15330","sigG","sigma factor","BSU_13470","sspD"
"BSU_13310","tnrA","activation","BSU_08380","yfiS"
"BSU_13310","tnrA","activation","BSU_08370","yfiR"
"BSU_23520","fur","repression","BSU_01640","btr"
"BSU_28550","fadR","repression","BSU_32830","fadA"
"BSU_28550","fadR","repression","BSU_32840","fadN"
"BSU_28550","fadR","repression","BSU_32820","fadE"
"BSU_28550","fadR","repression","BSU_32850","fadM"
"BSU_33790","sdpR","activation","BSU_32830","fadA"
"BSU_33790","sdpR","activation","BSU_32840","fadN"
"BSU_33790","sdpR","activation","BSU_32820","fadE"
"BSU_33790","sdpR","activation","BSU_32850","fadM"
"BSU_15330","sigG","sigma factor","BSU_08550","sspK"
"BSU_25200","sigA","sigma factor","BSU_37500","speE"
"BSU_25200","sigA","sigma factor","BSU_37490","speB"
"BSU_17850","lexA","repression","BSU_35160","uvrA"
"BSU_17850","lexA","repression","BSU_35170","uvrB"
"BSU_16470","sigD","sigma factor","BSU_31260","mcpB"
"BSU_15320","sigE","sigma factor","BSU_10790","asnO"
"BSU_15330","sigG","sigma factor","BSU_17770","yndF"
"BSU_15330","sigG","sigma factor","BSU_17750","yndD"
"BSU_15330","sigG","sigma factor","BSU_17760","yndE"
"BSU_25200","sigA","sigma factor","BSU_01170","rplD"
"BSU_25200","sigA","sigma factor","BSU_01290","rpsN"
"BSU_25200","sigA","sigma factor","BSU_01440","rplQ"
"BSU_25200","sigA","sigma factor","BSU_01330","rpsE"
"BSU_25200","sigA","sigma factor","BSU_01389","ybzG"
"BSU_25200","sigA","sigma factor","BSU_01310","rplF"
"BSU_25200","sigA","sigma factor","BSU_01260","rplN"
"BSU_25200","sigA","sigma factor","BSU_01380","map"
"BSU_25200","sigA","sigma factor","BSU_01240","rpmC"
"BSU_25200","sigA","sigma factor","BSU_01200","rpsS"
"BSU_25200","sigA","sigma factor","BSU_01360","secY"
"BSU_25200","sigA","sigma factor","BSU_01430","rpoA"
"BSU_25200","sigA","sigma factor","BSU_01180","rplW"
"BSU_25200","sigA","sigma factor","BSU_01250","rpsQ"
"BSU_25200","sigA","sigma factor","BSU_01150","rpsJ"
"BSU_25200","sigA","sigma factor","BSU_01270","rplX"
"BSU_25200","sigA","sigma factor","BSU_01340","rpmD"
"BSU_25200","sigA","sigma factor","new_148755_148930","S56"
"BSU_25200","sigA","sigma factor","BSU_01420","rpsK"
"BSU_25200","sigA","sigma factor","BSU_01190","rplB"
"BSU_25200","sigA","sigma factor","BSU_01320","rplR"
"BSU_25200","sigA","sigma factor","BSU_01300","rpsH"
"BSU_25200","sigA","sigma factor","BSU_01350","rplO"
"BSU_25200","sigA","sigma factor","BSU_01390","infA"
"BSU_25200","sigA","sigma factor","BSU_01230","rplP"
"BSU_25200","sigA","sigma factor","BSU_01410","rpsM"
"BSU_25200","sigA","sigma factor","BSU_01370","adk"
"BSU_25200","sigA","sigma factor","BSU_01220","rpsC"
"BSU_25200","sigA","sigma factor","BSU_01280","rplE"
"BSU_25200","sigA","sigma factor","BSU_01210","rplV"
"BSU_25200","sigA","sigma factor","BSU_01400","rpmJ"
"BSU_25200","sigA","sigma factor","BSU_01160","rplC"
"","stringent response","negative regulation","BSU_01170","rplD"
"","stringent response","negative regulation","BSU_01290","rpsN"
"","stringent response","negative regulation","BSU_01440","rplQ"
"","stringent response","negative regulation","BSU_01330","rpsE"
"","stringent response","negative regulation","BSU_01389","ybzG"
"","stringent response","negative regulation","BSU_01310","rplF"
"","stringent response","negative regulation","BSU_01260","rplN"
"","stringent response","negative regulation","BSU_01380","map"
"","stringent response","negative regulation","BSU_01240","rpmC"
"","stringent response","negative regulation","BSU_01200","rpsS"
"","stringent response","negative regulation","BSU_01360","secY"
"","stringent response","negative regulation","BSU_01430","rpoA"
"","stringent response","negative regulation","BSU_01180","rplW"
"","stringent response","negative regulation","BSU_01250","rpsQ"
"","stringent response","negative regulation","BSU_01150","rpsJ"
"","stringent response","negative regulation","BSU_01270","rplX"
"","stringent response","negative regulation","BSU_01340","rpmD"
"","stringent response","negative regulation","new_148755_148930","S56"
"","stringent response","negative regulation","BSU_01420","rpsK"
"","stringent response","negative regulation","BSU_01190","rplB"
"","stringent response","negative regulation","BSU_01320","rplR"
"","stringent response","negative regulation","BSU_01300","rpsH"
"","stringent response","negative regulation","BSU_01350","rplO"
"","stringent response","negative regulation","BSU_01390","infA"
"","stringent response","negative regulation","BSU_01230","rplP"
"","stringent response","negative regulation","BSU_01410","rpsM"
"","stringent response","negative regulation","BSU_01370","adk"
"","stringent response","negative regulation","BSU_01220","rpsC"
"","stringent response","negative regulation","BSU_01280","rplE"
"","stringent response","negative regulation","BSU_01210","rplV"
"","stringent response","negative regulation","BSU_01400","rpmJ"
"","stringent response","negative regulation","BSU_01160","rplC"
"BSU_22440","birA","repression","BSU_10340","yhfR"
"BSU_10420","comK","activation","BSU_33270","yvrO"
"BSU_10420","comK","activation","BSU_33260","yvrN"
"BSU_10420","comK","activation","BSU_33280","yvrP"
"BSU_00370","abrB","repression","BSU_33270","yvrO"
"BSU_00370","abrB","repression","BSU_33260","yvrN"
"BSU_00370","abrB","repression","BSU_33280","yvrP"
"BSU_08730","perR","repression","BSU_23520","fur"
"BSU_25200","sigA","sigma factor","BSU_23520","fur"
"BSU_15320","sigE","sigma factor","BSU_29160","ytvI"
"BSU_15320","sigE","sigma factor","BSU_13840","stoA"
"BSU_15320","sigE","sigma factor","BSU_13830","ykvU"
"BSU_15330","sigG","sigma factor","BSU_13840","stoA"
"BSU_15330","sigG","sigma factor","BSU_13830","ykvU"
"BSU_25200","sigA","sigma factor","BSU_34780","nahA"
"BSU_25200","sigA","sigma factor","BSU_34750","whiA"
"BSU_25200","sigA","sigma factor","BSU_34760","glmR"
"BSU_25200","sigA","sigma factor","BSU_34740","crh"
"BSU_25200","sigA","sigma factor","BSU_34730","yvcN"
"BSU_25200","sigA","sigma factor","BSU_34770","yvcJ"
"BSU_28410","gerE","activation","BSU_19750","cgeE"
"BSU_28410","gerE","activation","BSU_19770","cgeC"
"BSU_28410","gerE","activation","BSU_19760","cgeD"
"BSU_25760","sigK","sigma factor","BSU_19750","cgeE"
"BSU_25760","sigK","sigma factor","BSU_19770","cgeC"
"BSU_25760","sigK","sigma factor","BSU_19760","cgeD"
"BSU_16470","sigD","sigma factor","BSU_19750","cgeE"
"BSU_16470","sigD","sigma factor","BSU_19770","cgeC"
"BSU_16470","sigD","sigma factor","BSU_19760","cgeD"
"BSU_00370","abrB","repression","BSU_02040","ybdN"
"BSU_00370","abrB","repression","BSU_19800","phy"
"BSU_15330","sigG","sigma factor","BSU_28660","sspI"
"BSU_23450","sigF","sigma factor","BSU_36550","spoIIQ"
"BSU_25200","sigA","sigma factor","BSU_11520","mecA"
"BSU_15880","fapR","repression","BSU_11720","fabI"
"BSU_29740","ccpA","repression","BSU_27760","csbX"
"BSU_29740","ccpA","repression","BSU_27750","bofC"
"BSU_23450","sigF","sigma factor","BSU_27760","csbX"
"BSU_23450","sigF","sigma factor","BSU_27750","bofC"
"BSU_15330","sigG","sigma factor","BSU_27760","csbX"
"BSU_15330","sigG","sigma factor","BSU_27750","bofC"
"BSU_04730","sigB","sigma factor","BSU_27760","csbX"
"BSU_04730","sigB","sigma factor","BSU_27750","bofC"
"BSU_15320","sigE","sigma factor","BSU_28110","spoVID"
"BSU_15320","sigE","sigma factor","BSU_28100","ysxE"
"BSU_09990","scoC","repression","BSU_14700","nprE"
"BSU_00370","abrB","repression","BSU_14700","nprE"
"BSU_16170","codY","repression","BSU_14700","nprE"
"BSU_16470","sigD","sigma factor","BSU_12120","yjfB"
"BSU_16170","codY","repression","BSU_25830","rapE"
"BSU_16170","codY","repression","BSU_25840","phrE"
"BSU_31680","comA","activation","BSU_25830","rapE"
"BSU_31680","comA","activation","BSU_25840","phrE"
"BSU_29110","phoP","activation","BSU_11990","yjdB"
"BSU_00370","abrB","repression","BSU_11990","yjdB"
"BSU_04730","sigB","sigma factor","BSU_33410","yvgO"
"BSU_00370","abrB","repression","BSU_33410","yvgO"
"BSU_14480","abh","activation","BSU_34390","pnbA"
"BSU_14480","abh","activation","BSU_34380","slrR"
"BSU_24610","sinR","repression","BSU_34390","pnbA"
"BSU_24610","sinR","repression","BSU_34380","slrR"
"BSU_00370","abrB","repression","BSU_34390","pnbA"
"BSU_00370","abrB","repression","BSU_34380","slrR"
"BSU_32420","pucR","activation","BSU_36470","pucI"
"BSU_25760","sigK","sigma factor","BSU_30910","cotSA"
"BSU_25760","sigK","sigma factor","BSU_30890","ytxO"
"BSU_25760","sigK","sigma factor","BSU_30900","cotS"
"BSU_28410","gerE","activation","BSU_30910","cotSA"
"BSU_28410","gerE","activation","BSU_30890","ytxO"
"BSU_28410","gerE","activation","BSU_30900","cotS"
"BSU_04730","sigB","sigma factor","BSU_29420","ytkK"
"BSU_04730","sigB","sigma factor","BSU_29410","ytkL"
"BSU_36420","spoIIID","activation","G8J2-20","cmpA"
"BSU_15320","sigE","sigma factor","G8J2-20","cmpA"
"BSU_17850","lexA","repression","BSU_10470","yhjD"
"BSU_00470","purR","repression","BSU_24320","nusB"
"BSU_00470","purR","repression","BSU_24310","folD"
"","stringent response","negative regulation","BSU_24320","nusB"
"","stringent response","negative regulation","BSU_24310","folD"
"BSU_00370","abrB","repression","BSU_31250","tlpA"
"BSU_00370","abrB","repression","BSU_31240","mcpA"
"BSU_16470","sigD","sigma factor","BSU_31250","tlpA"
"BSU_16470","sigD","sigma factor","BSU_31240","mcpA"
"BSU_08730","perR","repression","BSU_40100","ahpF"
"BSU_08730","perR","repression","BSU_40090","ahpC"
"BSU_25200","sigA","sigma factor","BSU_40100","ahpF"
"BSU_25200","sigA","sigma factor","BSU_40090","ahpC"
"BSU_29740","ccpA","repression","BSU_34200","sigL"
"BSU_29110","phoP","activation","BSU_35310","hpf"
"BSU_04730","sigB","sigma factor","BSU_35310","hpf"
