"id1","id2","name1","name2","geneName1","geneName2","altName1","altName2","source","sourceLink","intType","species"
"WBGene00004077","WBGene00004335","pop-1","ref-2","pop-1","ref-2","pop-1","ref-2","wormbase","WBInteraction000525402","physical","txid6239"
"WBGene00004077","WBGene00001821","pop-1","ham-2","pop-1","ham-2","pop-1","ham-2","wormbase","WBInteraction000526209","physical","txid6239"
"WBGene00004077","WBGene00003024","pop-1","lin-39","pop-1","lin-39","pop-1","lin-39","wormbase","WBInteraction000526445","physical","txid6239"
"WBGene00004077","WBGene00003100","pop-1","mab-3","pop-1","mab-3","pop-1","mab-3","wormbase","WBInteraction000526555","physical","txid6239"
"WBGene00004077","WBGene00003619","pop-1","nhr-20","pop-1","WBGene00003619","pop-1","nhr-20","wormbase","WBInteraction000526838","physical","txid6239"
"WBGene00004077","WBGene00006557","pop-1","tbx-38","pop-1","WBGene00006557","pop-1","tbx-38","wormbase","WBInteraction000527360","physical","txid6239"
"WBGene00004077","WBGene00006796","pop-1","unc-62","pop-1","unc-62","pop-1","unc-62","wormbase","WBInteraction000527574","physical","txid6239"
"WBGene00004077","WBGene00006604","pop-1","tra-1","pop-1","tra-1","pop-1","tra-1","wormbase","WBInteraction000527503","physical","txid6239"
"WBGene00004077","WBGene00001597","pop-1","gld-3","pop-1","gld-3","pop-1","gld-3","wormbase","WBInteraction000543971","physical","txid6239"
"WBGene00004077","WBGene00001263","pop-1","emb-9","pop-1","WBGene00001263","pop-1","emb-9","wormbase","WBInteraction000543969","physical","txid6239"
"WBGene00004077","WBGene00002978","pop-1","lev-11","pop-1","lev-11","pop-1","lev-11","wormbase","WBInteraction000543972","physical","txid6239"
"WBGene00004077","WBGene00004143","pop-1","pqn-59","pop-1","pqn-59","pop-1","pqn-59","wormbase","WBInteraction000543974","physical","txid6239"
"WBGene00004077","WBGene00013583","pop-1","ceh-51","pop-1","WBGene00013583","pop-1","ceh-51","wormbase","WBInteraction000548754","physical","txid6239"
"WBGene00004077","WBGene00000433","pop-1","ceh-8","pop-1","ceh-8","pop-1","ceh-8","wormbase","WBInteraction000548755","physical","txid6239"
"WBGene00004077","WBGene00006553","pop-1","tbx-34","pop-1","tbx-34","pop-1","tbx-34","wormbase","WBInteraction000548751","physical","txid6239"
"WBGene00006379","WBGene00003623","sys-1","nhr-25","sys-1","nhr-25","sys-1","nhr-25","wormbase","WBInteraction000522257","physical","txid6239"
"WBGene00006379","WBGene00012972","sys-1","rsa-2","sys-1","rsa-2","sys-1","rsa-2","wormbase","WBInteraction000525225","physical","txid6239"
"WBGene00006379","WBGene00006751","sys-1","unc-11","sys-1","unc-11","sys-1","unc-11","wormbase","WBInteraction000544033","physical","txid6239"
"WBGene00006379","WBGene00006999","sys-1","zyx-1","sys-1","zyx-1","sys-1","zyx-1","wormbase","WBInteraction000544035","physical","txid6239"
"WBGene00006379","WBGene00002238","sys-1","kars-1","sys-1","kars-1","sys-1","kars-1","wormbase","WBInteraction000544028","physical","txid6239"
"WBGene00006379","WBGene00006754","sys-1","unc-15","sys-1","unc-15","sys-1","unc-15","wormbase","WBInteraction000544034","physical","txid6239"
"WBGene00006379","WBGene00022717","sys-1","hipr-1","sys-1","hipr-1","sys-1","hipr-1","wormbase","WBInteraction000544027","physical","txid6239"
"WBGene00006379","WBGene00003992","sys-1","pgl-1","sys-1","pgl-1","sys-1","pgl-1","wormbase","WBInteraction000544032","physical","txid6239"
"WBGene00006379","WBGene00010493","sys-1","meg-2","sys-1","meg-2","sys-1","meg-2","wormbase","WBInteraction000544031","physical","txid6239"
"WBGene00006379","WBGene00002978","sys-1","lev-11","sys-1","lev-11","sys-1","lev-11","wormbase","WBInteraction000544029","physical","txid6239"
"WBGene00006379","WBGene00001018","sys-1","dnc-2","sys-1","dnc-2","sys-1","dnc-2","wormbase","WBInteraction000544025","physical","txid6239"
"WBGene00006379","WBGene00015132","sys-1","B0303.14","sys-1","B0303.14","sys-1","B0303.14","wormbase","WBInteraction000544024","physical","txid6239"
"WBGene00006379","WBGene00004125","sys-1","mdt-30","sys-1","WBGene00004125","sys-1","mdt-30","wormbase","WBInteraction000544030","physical","txid6239"
"WBGene00000238","WBGene00018833","bar-1","ztf-1","bar-1","ztf-1","bar-1","ztf-1","wormbase","WBInteraction000505222","physical","txid6239"
"WBGene00000238","WBGene00003701","bar-1","nhr-111","bar-1","WBGene00003701","bar-1","nhr-111","wormbase","WBInteraction000505221","physical","txid6239"
"WBGene00000238","WBGene00016600","bar-1","ets-5","bar-1","ets-5","bar-1","ets-5","wormbase","WBInteraction000505220","physical","txid6239"
"WBGene00000238","WBGene00010497","bar-1","axl-1","bar-1","axl-1","bar-1","axl-1","wormbase","WBInteraction000522310","physical","txid6239"
"WBGene00000238","WBGene00003009","bar-1","lin-23","bar-1","lin-23","bar-1","lin-23","wormbase","WBInteraction000522241","physical","txid6239"
"WBGene00000238","WBGene00004202","bar-1","pry-1","bar-1","pry-1","bar-1","pry-1","wormbase","WBInteraction000522279","physical","txid6239"
"WBGene00000238","WBGene00006727","bar-1","ubq-1","bar-1","ubq-1","bar-1","ubq-1","wormbase","WBInteraction000522242","physical","txid6239"
"WBGene00000238","WBGene00014221","bar-1","eif-2Balpha","bar-1","ZK1098.4","bar-1","eif-2Balpha","wormbase","WBInteraction000543661","physical","txid6239"
"WBGene00000238","WBGene00006791","bar-1","unc-57","bar-1","unc-57","bar-1","unc-57","wormbase","WBInteraction000543657","physical","txid6239"
"WBGene00000238","WBGene00022856","bar-1","cth-2","bar-1","cth-2","bar-1","cth-2","wormbase","WBInteraction000543649","physical","txid6239"
"WBGene00000238","WBGene00010493","bar-1","meg-2","bar-1","meg-2","bar-1","meg-2","wormbase","WBInteraction000543653","physical","txid6239"
"WBGene00000238","WBGene00006565","bar-1","tfg-1","bar-1","tfg-1","bar-1","tfg-1","wormbase","WBInteraction000543656","physical","txid6239"
"WBGene00016600","WBGene00003968","ets-5","peb-1","ets-5","WBGene00003968","ets-5","peb-1","wormbase","WBInteraction000527102","physical","txid6239"
"WBGene00003701","WBGene00006796","nhr-111","unc-62","WBGene00003701","unc-62","nhr-111","unc-62","wormbase","WBInteraction000527563","physical","txid6239"
"WBGene00003701","WBGene00012317","nhr-111","ztf-6","WBGene00003701","WBGene00012317","nhr-111","ztf-6","wormbase","WBInteraction000528105","physical","txid6239"
"WBGene00003701","WBGene00019327","nhr-111","zip-2","WBGene00003701","zip-2","nhr-111","zip-2","wormbase","WBInteraction000527832","physical","txid6239"
"WBGene00003701","WBGene00003559","nhr-111","ncl-1","WBGene00003701","ncl-1","nhr-111","ncl-1","wormbase","WBInteraction000506837","physical","txid6239"
"WBGene00003701","WBGene00012435","nhr-111","flh-1","WBGene00003701","flh-1","nhr-111","flh-1","wormbase","WBInteraction000512522","physical","txid6239"
"WBGene00003701","WBGene00004955","nhr-111","spd-5","WBGene00003701","spd-5","nhr-111","spd-5","wormbase","WBInteraction000512492","physical","txid6239"
"WBGene00003701","WBGene00009983","nhr-111","cut-2","WBGene00003701","cut-2","nhr-111","cut-2","wormbase","WBInteraction000521551","physical","txid6239"
"WBGene00003701","WBGene00000441","nhr-111","ceh-18","WBGene00003701","ceh-18","nhr-111","ceh-18","wormbase","WBInteraction000525576","physical","txid6239"
"WBGene00003701","WBGene00000223","nhr-111","atf-7","WBGene00003701","WBGene00000223","nhr-111","atf-7","wormbase","WBInteraction000525444","physical","txid6239"
"WBGene00003701","WBGene00015523","nhr-111","ztf-30","WBGene00003701","WBGene00015523","nhr-111","ztf-30","wormbase","WBInteraction000525500","physical","txid6239"
"WBGene00003701","WBGene00000469","nhr-111","ces-2","WBGene00003701","ces-2","nhr-111","ces-2","wormbase","WBInteraction000525650","physical","txid6239"
"WBGene00003701","WBGene00015477","nhr-111","attf-4","WBGene00003701","attf-4","nhr-111","attf-4","wormbase","WBInteraction000525488","physical","txid6239"
"WBGene00003701","WBGene00000446","nhr-111","ceh-23","WBGene00003701","ceh-23","nhr-111","ceh-23","wormbase","WBInteraction000525599","physical","txid6239"
"WBGene00003701","WBGene00001223","nhr-111","ehn-3","WBGene00003701","ehn-3","nhr-111","ehn-3","wormbase","WBInteraction000525807","physical","txid6239"
"WBGene00003701","WBGene00001182","nhr-111","egl-13","WBGene00003701","egl-13","nhr-111","egl-13","wormbase","WBInteraction000525740","physical","txid6239"
"WBGene00003701","WBGene00001253","nhr-111","elt-6","WBGene00003701","elt-6","nhr-111","elt-6","wormbase","WBInteraction000525842","physical","txid6239"
"WBGene00003701","WBGene00016138","nhr-111","flh-2","WBGene00003701","flh-2","nhr-111","flh-2","wormbase","WBInteraction000526095","physical","txid6239"
"WBGene00003701","WBGene00008999","nhr-111","myrf-2","WBGene00003701","myrf-2","nhr-111","myrf-2","wormbase","WBInteraction000525948","physical","txid6239"
"WBGene00003701","WBGene00001377","nhr-111","eya-1","WBGene00003701","eya-1","nhr-111","eya-1","wormbase","WBInteraction000525881","physical","txid6239"
"WBGene00003701","WBGene00001840","nhr-111","hel-1","WBGene00003701","hel-1","nhr-111","hel-1","wormbase","WBInteraction000526228","physical","txid6239"
"WBGene00003701","WBGene00001821","nhr-111","ham-2","WBGene00003701","ham-2","nhr-111","ham-2","wormbase","WBInteraction000526198","physical","txid6239"
"WBGene00003701","WBGene00010453","nhr-111","fozi-1","WBGene00003701","fozi-1","nhr-111","fozi-1","wormbase","WBInteraction000526130","physical","txid6239"
"WBGene00003701","WBGene00001570","nhr-111","gei-13","WBGene00003701","gei-13","nhr-111","gei-13","wormbase","WBInteraction000526144","physical","txid6239"
"WBGene00003701","WBGene00001851","nhr-111","hif-1","WBGene00003701","hif-1","nhr-111","hif-1","wormbase","WBInteraction000526257","physical","txid6239"
"WBGene00003701","WBGene00002989","nhr-111","lim-7","WBGene00003701","lim-7","nhr-111","lim-7","wormbase","WBInteraction000526403","physical","txid6239"
"WBGene00003701","WBGene00012005","nhr-111","jun-1","WBGene00003701","jun-1","nhr-111","jun-1","wormbase","WBInteraction000526379","physical","txid6239"
"WBGene00003701","WBGene00003167","nhr-111","mec-3","WBGene00003701","mec-3","nhr-111","mec-3","wormbase","WBInteraction000526614","physical","txid6239"
"WBGene00003701","WBGene00003704","nhr-111","nhr-114","WBGene00003701","nhr-114","nhr-111","nhr-114","wormbase","WBInteraction000526794","physical","txid6239"
"WBGene00003701","WBGene00003621","nhr-111","nhr-22","WBGene00003701","nhr-22","nhr-111","nhr-22","wormbase","WBInteraction000526849","physical","txid6239"
"WBGene00003701","WBGene00003625","nhr-111","nhr-31","WBGene00003701","nhr-31","nhr-111","nhr-31","wormbase","WBInteraction000526901","physical","txid6239"
"WBGene00003701","WBGene00017742","nhr-111","nfyc-1","WBGene00003701","nfyc-1","nhr-111","nfyc-1","wormbase","WBInteraction000526744","physical","txid6239"
"WBGene00003701","WBGene00004773","nhr-111","sem-4","WBGene00003701","WBGene00004773","nhr-111","sem-4","wormbase","WBInteraction000527189","physical","txid6239"
"WBGene00003701","WBGene00004771","nhr-111","sem-2","WBGene00003701","sem-2","nhr-111","sem-2","wormbase","WBInteraction000527216","physical","txid6239"
"WBGene00003701","WBGene00006546","nhr-111","tbx-9","WBGene00003701","tbx-9","nhr-111","tbx-9","wormbase","WBInteraction000527444","physical","txid6239"
"WBGene00000437","WBGene00001249","ceh-13","elt-1","ceh-13","elt-1","ceh-13","elt-1","wormbase","WBInteraction000505238","physical","txid6239"
"WBGene00000437","WBGene00001250","ceh-13","elt-2","ceh-13","elt-2","ceh-13","elt-2","wormbase","WBInteraction000505239","physical","txid6239"
"WBGene00000437","WBGene00001251","ceh-13","elt-3","ceh-13","WBGene00001251","ceh-13","elt-3","wormbase","WBInteraction000505240","physical","txid6239"
"WBGene00000437","WBGene00018833","ceh-13","ztf-1","ceh-13","ztf-1","ceh-13","ztf-1","wormbase","WBInteraction000505243","physical","txid6239"
"WBGene00001249","WBGene00022783","elt-1","tomm-7","elt-1","tomm-7","elt-1","tomm-7","wormbase","WBInteraction000548747","physical","txid6239"
"WBGene00001249","WBGene00013073","elt-1","hmit-1.1","elt-1","hmit-1.1","elt-1","hmit-1.1","wormbase","WBInteraction000548746","physical","txid6239"
"WBGene00001250","WBGene00013766","elt-2","prmt-1","elt-2","prmt-1","elt-2","prmt-1","wormbase","WBInteraction000543267","physical","txid6239"
"WBGene00001250","WBGene00002011","elt-2","hsp-12.2","elt-2","hsp-12.2","elt-2","hsp-12.2","wormbase","WBInteraction000558920","physical","txid6239"
"WBGene00001250","WBGene00001228","elt-2","eif-3.E","elt-2","eif-3.E","elt-2","eif-3.E","wormbase","WBInteraction000558913","physical","txid6239"
"WBGene00001250","WBGene00001679","elt-2","gpb-1","elt-2","gpb-1","elt-2","gpb-1","wormbase","WBInteraction000558917","physical","txid6239"
"WBGene00001250","WBGene00006787","elt-2","unc-52","elt-2","unc-52","elt-2","unc-52","wormbase","WBInteraction000558918","physical","txid6239"
"WBGene00001250","WBGene00004506","elt-2","rpt-6","elt-2","rpt-6","elt-2","rpt-6","wormbase","WBInteraction000558884","physical","txid6239"
"WBGene00001250","WBGene00002152","elt-2","iars-1","elt-2","iars-1","elt-2","iars-1","wormbase","WBInteraction000558923","physical","txid6239"
"WBGene00001251","WBGene00004804","elt-3","skn-1","WBGene00001251","skn-1","elt-3","skn-1","wormbase","WBInteraction000540159","physical","txid6239"
"WBGene00000429","WBGene00003037","ceh-2","lin-54","ceh-2","lin-54","ceh-2","lin-54","wormbase","WBInteraction000505247","physical","txid6239"
"WBGene00000429","WBGene00006546","ceh-2","tbx-9","ceh-2","tbx-9","ceh-2","tbx-9","wormbase","WBInteraction000527397","physical","txid6239"
"WBGene00000429","WBGene00008762","ceh-2","ztf-2","ceh-2","ztf-2","ceh-2","ztf-2","wormbase","WBInteraction000527921","physical","txid6239"
"WBGene00000447","WBGene00003854","ceh-24","odr-7","ceh-24","WBGene00003854","ceh-24","odr-7","wormbase","WBInteraction000505249","physical","txid6239"
"WBGene00000447","WBGene00006545","ceh-24","tbx-8","ceh-24","tbx-8","ceh-24","tbx-8","wormbase","WBInteraction000505250","physical","txid6239"
"WBGene00000447","WBGene00008762","ceh-24","ztf-2","ceh-24","ztf-2","ceh-24","ztf-2","wormbase","WBInteraction000527923","physical","txid6239"
"WBGene00003854","WBGene00006546","odr-7","tbx-9","WBGene00003854","tbx-9","odr-7","tbx-9","wormbase","WBInteraction000527454","physical","txid6239"
"WBGene00003854","WBGene00008762","odr-7","ztf-2","WBGene00003854","ztf-2","odr-7","ztf-2","wormbase","WBInteraction000528017","physical","txid6239"
"WBGene00000430","WBGene00004024","ceh-5","php-3","ceh-5","php-3","ceh-5","php-3","wormbase","WBInteraction000505252","physical","txid6239"
"WBGene00000912","WBGene00001088","daf-16","dpy-30","daf-16","dpy-30","daf-16","dpy-30","wormbase","WBInteraction000561447","physical","txid6239"
"WBGene00000912","WBGene00006975","daf-16","zfp-1","daf-16","zfp-1","daf-16","zfp-1","wormbase","WBInteraction000561551","physical","txid6239"
"WBGene00000912","WBGene00004505","daf-16","rpt-5","daf-16","rpt-5","daf-16","rpt-5","wormbase","WBInteraction000561549","physical","txid6239"
"WBGene00000912","WBGene00004468","daf-16","rpn-12","daf-16","rpn-12","daf-16","rpn-12","wormbase","WBInteraction000561456","physical","txid6239"
"WBGene00000912","WBGene00017546","daf-16","rpa-1","daf-16","rpa-1","daf-16","rpa-1","wormbase","WBInteraction000561547","physical","txid6239"
"WBGene00000912","WBGene00000223","daf-16","atf-7","daf-16","WBGene00000223","daf-16","atf-7","wormbase","WBInteraction000561473","physical","txid6239"
"WBGene00000912","WBGene00021112","daf-16","W09C3.4","daf-16","W09C3.4","daf-16","W09C3.4","wormbase","WBInteraction000561454","physical","txid6239"
"WBGene00000912","WBGene00003922","daf-16","pas-1","daf-16","pas-1","daf-16","pas-1","wormbase","WBInteraction000561501","physical","txid6239"
"WBGene00000912","WBGene00017970","daf-16","F32A5.4","daf-16","F32A5.4","daf-16","F32A5.4","wormbase","WBInteraction000561459","physical","txid6239"
"WBGene00000912","WBGene00001919","daf-16","his-45","daf-16","his-2","daf-16","his-45","wormbase","WBInteraction000561512","physical","txid6239"
"WBGene00000912","WBGene00003928","daf-16","pas-7","daf-16","pas-7","daf-16","pas-7","wormbase","WBInteraction000561467","physical","txid6239"
"WBGene00000912","WBGene00004415","daf-16","rpl-4","daf-16","rpl-4","daf-16","rpl-4","wormbase","WBInteraction000561506","physical","txid6239"
"WBGene00000912","WBGene00003768","daf-16","nlp-30","daf-16","WBGene00003768","daf-16","nlp-30","wormbase","WBInteraction000561538","physical","txid6239"
"WBGene00000912","WBGene00020397","daf-16","pcbd-1","daf-16","pcbd-1","daf-16","pcbd-1","wormbase","WBInteraction000561540","physical","txid6239"
"WBGene00000912","WBGene00001855","daf-16","hil-4","daf-16","hil-4","daf-16","hil-4","wormbase","WBInteraction000561486","physical","txid6239"
"WBGene00000912","WBGene00000503","daf-16","cht-1","daf-16","cht-1","daf-16","cht-1","wormbase","WBInteraction000561492","physical","txid6239"
"WBGene00000912","WBGene00003096","daf-16","lys-7","daf-16","lys-7","daf-16","lys-7","wormbase","WBInteraction000561517","physical","txid6239"
"WBGene00000912","WBGene00003927","daf-16","pas-6","daf-16","pas-6","daf-16","pas-6","wormbase","WBInteraction000561452","physical","txid6239"
"WBGene00000912","WBGene00003925","daf-16","pas-4","daf-16","pas-4","daf-16","pas-4","wormbase","WBInteraction000561464","physical","txid6239"
"WBGene00000912","WBGene00015393","daf-16","exc-13","daf-16","C03G6.5","daf-16","exc-13","wormbase","WBInteraction000561521","physical","txid6239"
"WBGene00000912","WBGene00006918","daf-16","vha-9","daf-16","vha-9","daf-16","vha-9","wormbase","WBInteraction000561480","physical","txid6239"
"WBGene00000912","WBGene00000938","daf-16","dcp-66","daf-16","dcp-66","daf-16","dcp-66","wormbase","WBInteraction000561470","physical","txid6239"
"WBGene00000912","WBGene00001005","daf-16","dlc-1","daf-16","dlc-1","daf-16","dlc-1","wormbase","WBInteraction000561453","physical","txid6239"
"WBGene00000912","WBGene00017830","daf-16","rpb-8","daf-16","rpb-8","daf-16","rpb-8","wormbase","WBInteraction000561497","physical","txid6239"
"WBGene00000912","WBGene00003036","daf-16","lin-53","daf-16","lin-53","daf-16","lin-53","wormbase","WBInteraction000561529","physical","txid6239"
"WBGene00000912","WBGene00003390","daf-16","mog-2","daf-16","WBGene00003390","daf-16","mog-2","wormbase","WBInteraction000561537","physical","txid6239"
"WBGene00000912","WBGene00006527","daf-16","tax-6","daf-16","tax-6","daf-16","tax-6","wormbase","WBInteraction000561532","physical","txid6239"
"WBGene00000912","WBGene00004467","daf-16","rpn-11","daf-16","rpn-11","daf-16","rpn-11","wormbase","WBInteraction000561526","physical","txid6239"
"WBGene00000912","WBGene00002017","daf-16","hsp-16.11","daf-16","hsp-16.1","daf-16","hsp-16.11","wormbase","WBInteraction000561461","physical","txid6239"
"WBGene00000912","WBGene00004046","daf-16","plp-1","daf-16","plp-1","daf-16","plp-1","wormbase","WBInteraction000561516","physical","txid6239"
"WBGene00000912","WBGene00003923","daf-16","pas-2","daf-16","pas-2","daf-16","pas-2","wormbase","WBInteraction000561502","physical","txid6239"
"WBGene00000912","WBGene00006724","daf-16","ubh-4","daf-16","ubh-4","daf-16","ubh-4","wormbase","WBInteraction000561520","physical","txid6239"
"WBGene00000912","WBGene00000377","daf-16","cct-1","daf-16","cct-1","daf-16","cct-1","wormbase","WBInteraction000561491","physical","txid6239"
"WBGene00000912","WBGene00003406","daf-16","mrg-1","daf-16","mrg-1","daf-16","mrg-1","wormbase","WBInteraction000561475","physical","txid6239"
"WBGene00000912","WBGene00018782","daf-16","cct-3","daf-16","cct-3","daf-16","cct-3","wormbase","WBInteraction000561550","physical","txid6239"
"WBGene00000912","WBGene00007784","daf-16","ruvb-1","daf-16","ruvb-1","daf-16","ruvb-1","wormbase","WBInteraction000561507","physical","txid6239"
"WBGene00000912","WBGene00011614","daf-16","nfya-1","daf-16","nfya-1","daf-16","nfya-1","wormbase","WBInteraction000561523","physical","txid6239"
"WBGene00000912","WBGene00016997","daf-16","cebp-1","daf-16","cebp-1","daf-16","cebp-1","wormbase","WBInteraction000561528","physical","txid6239"
"WBGene00000912","WBGene00002250","daf-16","lap-2","daf-16","lap-2","daf-16","lap-2","wormbase","WBInteraction000561471","physical","txid6239"
"WBGene00000912","WBGene00004915","daf-16","snr-2","daf-16","snr-2","daf-16","snr-2","wormbase","WBInteraction000561509","physical","txid6239"
"WBGene00000912","WBGene00019220","daf-16","pfd-2","daf-16","pfd-2","daf-16","pfd-2","wormbase","WBInteraction000561466","physical","txid6239"
"WBGene00000912","WBGene00008920","daf-16","eef-1G","daf-16","eef-1G","daf-16","eef-1G","wormbase","WBInteraction000561487","physical","txid6239"
"WBGene00000912","WBGene00004917","daf-16","snr-4","daf-16","snr-4","daf-16","snr-4","wormbase","WBInteraction000561472","physical","txid6239"
"WBGene00000912","WBGene00004920","daf-16","snr-7","daf-16","snr-7","daf-16","snr-7","wormbase","WBInteraction000561483","physical","txid6239"
"WBGene00000912","WBGene00044068","daf-16","syd-9","daf-16","WBGene00044068","daf-16","syd-9","wormbase","WBInteraction000561552","physical","txid6239"
"WBGene00000912","WBGene00016898","daf-16","clik-2","daf-16","C53C9.2","daf-16","clik-2","wormbase","WBInteraction000561469","physical","txid6239"
"WBGene00000912","WBGene00002019","daf-16","hsp-16.48","daf-16","WBGene00002019","daf-16","hsp-16.48","wormbase","WBInteraction000561495","physical","txid6239"
"WBGene00000912","WBGene00004919","daf-16","snr-6","daf-16","snr-6","daf-16","snr-6","wormbase","WBInteraction000561534","physical","txid6239"
"WBGene00000912","WBGene00001231","daf-16","eif-3.H","daf-16","eif-3.H","daf-16","eif-3.H","wormbase","WBInteraction000561504","physical","txid6239"
"WBGene00000912","WBGene00007012","daf-16","mdt-4","daf-16","WBGene00007012","daf-16","mdt-4","wormbase","WBInteraction000561545","physical","txid6239"
"WBGene00000912","WBGene00004447","daf-16","rpl-33","daf-16","rpl-33","daf-16","rpl-33","wormbase","WBInteraction000561465","physical","txid6239"
"WBGene00000912","WBGene00004930","daf-16","sod-1","daf-16","sod-1","daf-16","sod-1","wormbase","WBInteraction000561514","physical","txid6239"
"WBGene00000912","WBGene00019543","daf-16","cif-1","daf-16","cif-1","daf-16","cif-1","wormbase","WBInteraction000561546","physical","txid6239"
"WBGene00000912","WBGene00000552","daf-16","cmd-1","daf-16","cmd-1","daf-16","cmd-1","wormbase","WBInteraction000561457","physical","txid6239"
