"id1","id2","name1","name2","geneName1","geneName2","altName1","altName2","source","sourceLink","intType","species"
"FBgn0003079","FBgn0035001","Raf","Slik","Raf","Slik","Raf","Slik","flybase","FBrf0167985","enhanceable","txid7227"
"FBgn0003079","FBgn0003716","Raf","tkv","Raf","tkv","Raf","tkv","flybase","FBrf0092741","suppressible","txid7227"
"FBgn0003079","FBgn0003205","Raf","Ras85D","Raf","Ras85D","Raf","Ras85D","flybase","FBrf0100097","suppressible","txid7227"
"FBgn0003079","FBgn0032816","Raf","Nf-YB","Raf","Nf-YB","Raf","Nf-YB","flybase","FBrf0221251","suppressible","txid7227"
"FBgn0003079","FBgn0003169","Raf","put","Raf","put","Raf","put","flybase","FBrf0208264","suppressible","txid7227"
"FBgn0003079","FBgn0023172","Raf","RhoGEF2","Raf","RhoGEF2","Raf","RhoGEF2","flybase","FBrf0221420","enhanceable","txid7227"
"FBgn0003079","FBgn0020248","Raf","stet","Raf","stet","Raf","stet","flybase","FBrf0211426","suppressible","txid7227"
"FBgn0003079","FBgn0263006","Raf","SERCA","Raf","SERCA","Raf","SERCA","flybase","FBrf0210453","suppressible","txid7227"
"FBgn0003079","FBgn0000346","Raf","comt","Raf","comt","Raf","comt","flybase","FBrf0210453","suppressible","txid7227"
"FBgn0003079","FBgn0243511","Raf","psidin","Raf","psidin","Raf","psidin","flybase","FBrf0246078","suppressible","txid7227"
"FBgn0003079","FBgn0015799","Raf","Rbf","Raf","Rbf","Raf","Rbf","flybase","FBrf0246078","suppressible","txid7227"
"FBgn0003079","FBgn0010433","Raf","ato","Raf","ato","Raf","ato","flybase","FBrf0127389","suppressible","txid7227"
"FBgn0003079","FBgn0262866","Raf","S6kII","Raf","S6kII","Raf","S6kII","flybase","FBrf0194603","enhanceable","txid7227"
"FBgn0003079","FBgn0016641","Raf","PTP-ER","Raf","PTP-ER","Raf","PTP-ER","flybase","FBrf0108829","enhanceable","txid7227"
"FBgn0003079","FBgn0004864","Raf","hop","Raf","hop","Raf","hop","flybase","FBrf0147160","suppressible","txid7227"
"FBgn0003079","FBgn0011758","Raf","B-H1","Raf","B-H1","Raf","B-H1","flybase","FBrf0104448","suppressible","txid7227"
"FBgn0004390","FBgn0011826","RasGAP1","Pp2B-14D","RasGAP1","Pp2B-14D","RasGAP1","Pp2B-14D","flybase","FBrf0149012","suppressible","txid7227"
"FBgn0004390","FBgn0014388","RasGAP1","sty","RasGAP1","sty","RasGAP1","sty","flybase","FBrf0108521","enhanceable","txid7227"
"FBgn0004390","FBgn0003969","RasGAP1","vap","RasGAP1","vap","RasGAP1","vap","flybase","FBrf0241438","suppressible","txid7227"
"FBgn0004390","FBgn0051774","RasGAP1","fred","RasGAP1","fred","RasGAP1","fred","flybase","FBrf0158849","enhanceable","txid7227"
"FBgn0004390","FBgn0261985","RasGAP1","Ptpmeg","RasGAP1","Ptpmeg","RasGAP1","Ptpmeg","flybase","FBrf0229035","suppressible","txid7227"
"FBgn0004390","FBgn0086361","RasGAP1","alph","RasGAP1","alph","RasGAP1","alph","flybase","FBrf0190087","enhanceable","txid7227"
"FBgn0004390","FBgn0010014","RasGAP1","CanB","RasGAP1","CanB","RasGAP1","CanB","flybase","FBrf0149012","suppressible","txid7227"
"FBgn0004390","FBgn0000097","RasGAP1","aop","RasGAP1","aop","RasGAP1","aop","flybase","FBrf0086690","enhanceable","txid7227"
"FBgn0004390","FBgn0003366","RasGAP1","sev","RasGAP1","sev","RasGAP1","sev","flybase","FBrf0055542","suppressible","txid7227"
"FBgn0004390","FBgn0011829","RasGAP1","Ret","RasGAP1","Ret","RasGAP1","Ret","flybase","FBrf0190765","enhanceable","txid7227"
"FBgn0004390","FBgn0003651","RasGAP1","svp","RasGAP1","svp","RasGAP1","svp","flybase","FBrf0076133","enhanceable","txid7227"
"FBgn0004390","FBgn0000382","RasGAP1","csw","RasGAP1","csw","RasGAP1","csw","flybase","FBrf0129810","suppressible","txid7227"
"FBgn0004390","FBgn0051481","RasGAP1","pb","RasGAP1","pb","RasGAP1","pb","flybase","FBrf0093373","suppressible","txid7227"
"FBgn0004390","FBgn0003731","RasGAP1","Egfr","RasGAP1","Egfr","RasGAP1","Egfr","flybase","FBrf0134572","enhanceable","txid7227"
"FBgn0004390","FBgn0003997","RasGAP1","hid","RasGAP1","hid","RasGAP1","hid","flybase","FBrf0218372","suppressible","txid7227"
"FBgn0004390","FBgn0003329","RasGAP1","FBgn0003329","RasGAP1","scd","RasGAP1","FBgn0003329","flybase","FBrf0093373","enhanceable","txid7227"
"FBgn0004390","FBgn0010382","RasGAP1","CycE","RasGAP1","CycE","RasGAP1","CycE","flybase","FBrf0180291","suppressible","txid7227"
"FBgn0004390","FBgn0000206","RasGAP1","boss","RasGAP1","boss","RasGAP1","boss","flybase","FBrf0055542","suppressible","txid7227"
"FBgn0028695","FBgn0032292","Rpn1","EMC3","Rpn1","EMC3","Rpn1","EMC3","flybase","FBrf0258337","suppressible","txid7227"
"FBgn0011305","FBgn0004587","Rsf1","B52","Rsf1","B52","Rsf1","B52","flybase","FBrf0107834","suppressible","txid7227"
"FBgn0010415","FBgn0028734","Sdc","Fmr1","Sdc","Fmr1","Sdc","Fmr1","flybase","FBrf0223211","suppressible","txid7227"
"FBgn0010415","FBgn0000212","Sdc","brm","Sdc","brm","Sdc","brm","flybase","FBrf0241270","suppressible","txid7227"
"FBgn0010415","FBgn0010105","Sdc","comm","Sdc","comm","Sdc","comm","flybase","FBrf0216287","suppressible","txid7227"
"FBgn0010415","FBgn0000464","Sdc","Lar","Sdc","Lar","Sdc","Lar","flybase","FBrf0190011","enhanceable","txid7227"
"FBgn0010415","FBgn0001291","Sdc","Jra","Sdc","Jra","Sdc","Jra","flybase","FBrf0207092","suppressible","txid7227"
"FBgn0010415","FBgn0001297","Sdc","kay","Sdc","kay","Sdc","kay","flybase","FBrf0207092","enhanceable","txid7227"
"FBgn0010415","FBgn0034072","Sdc","Dg","Sdc","Dg","Sdc","Dg","flybase","FBrf0205440","enhanceable","txid7227"
"FBgn0010415","FBgn0005631","Sdc","robo1","Sdc","robo1","Sdc","robo1","flybase","FBrf0216287","enhanceable","txid7227"
"FBgn0010415","FBgn0033087","Sdc","Hsepi","Sdc","Hsepi","Sdc","Hsepi","flybase","FBrf0223375","suppressible","txid7227"
"FBgn0010415","FBgn0263930","Sdc","dally","Sdc","dally","Sdc","dally","flybase","FBrf0236760","enhanceable","txid7227"
"FBgn0010415","FBgn0264089","Sdc","sli","Sdc","sli","Sdc","sli","flybase","FBrf0174474","enhanceable","txid7227"
